clade_name	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.3531	1.09443	1.368	3.86296	0.0	0.15031	0.17438	0.0	0.0	1.22343	0.02349	3.21905	1.80666	0.00018	0.0	0.13544	0.0	0.83583	1.84512	0.31298	0.03843	1.17222	0.0	5e-05	0.00018	0.34644	3.29396	0.34651	0.91952	3.85291	0.07847	2.64557	9e-05	0.85871	0.0822	0.28077	0.00026	0.07704	1.34292	9e-05	0.0	1.31911	0.30737	0.0	0.5451	0.05647	0.0644	0.00269	8e-05	1.19438	0.0	0.0	0.0003	0.0	3.63606	0.00015	0.0	0.00037	0.02974	1.56645	2.62797	5e-05	0.00032	0.00174	10.18528	0.9967	0.00579	0.00335	1.81643	0.25532	0.0	0.0	0.0	0.3607	0.0	0.7137	0.0	0.0013	0.01835	0.0	0.23987	1.70347	0.6451	0.0	2.39497	5.88211	0.73725	0.0	0.0	0.42618	0.88474	0.03533	0.0	0.79632	0.3317	0.0	0.0	0.01459	0.0	0.68393	0.99683	1.10697	0.55599	7e-05	0.0	0.95131	2.50006	0.84026	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035	0.0	0.0425	0.02754	0.0	0.0	0.31792	0.01605	0.0	0.0	0.18043	0.42069	0.0	0.10947	0.0	0.03582	0.05816	0.09116	0.0	0.05913	0.0002	0.0	0.06096	0.0	0.0	0.3338	0.17271	0.0	0.13361	0.02986	0.0	0.0	0.0	0.0023	0.01822	0.01456	0.0	0.0	0.00967	0.03575	0.15498	0.0	0.00136	0.0	0.0	0.33599	0.07219	0.0787	0.45654	0.0	0.02156	0.01325	0.0	0.07717	0.0	0.0	0.27671	0.0	0.0	0.0104	0.0	0.22686	0.0	0.0	0.0491	0.17957	0.05134	0.02317	0.27374	0.0	0.05764	0.0	0.39423	0.73097	0.01612	0.0	0.01422	0.0	0.0601	0.00351	0.0	0.01698	0.0	0.0075	0.52788	0.0	0.0	0.00437	0.0	0.0	4e-05	0.02396	0.0	0.00147	0.0	0.47419	0.0	0.12042	0.0	0.0	0.0984	0.0	0.08318	0.14194	0.12304	0.0	0.05796	0.02634	0.0	1.86255	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.03504	0.00223	0.0	0.02348	0.01288	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.01413	0.05339	0.0	0.00054	0.01447	0.01428	0.00446	0.02082	0.0163	0.0	0.0276	0.00134	0.02866	0.00926	0.0	0.0	0.0	0.0	0.00079	0.0	0.0144	0.01992	0.0	0.00581	0.10512	0.0	0.00978	0.05523	0.0	0.0	0.01441	0.01819	0.02038	0.01573	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.01688	0.0	0.01008	0.00064	0.05906	0.0	0.0	0.05423	0.00336	0.0	0.00665	0.01547	0.0	0.0	0.00236	0.05949	0.0	0.14641	0.00493	0.05702	0.00289	0.0	0.00669	0.0	0.02264	0.0	0.0	0.00354	0.0	0.04169	0.03799	0.0	0.0	0.0	0.01308	0.0	0.0	0.0	0.03062	0.00197	0.0	0.0	0.0	0.0	0.00427	0.01631	0.01161	0.00704	0.0	0.0	0.0	0.0	0.06092	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.35297	0.29454	1.0784	0.48112	0.71038	0.03913	0.11751	1.01473	1.73511	0.52216	1.63955	0.64423	0.57224	0.0	0.46659	0.25501	0.72843	0.46103	0.28131	0.55486	0.71859	0.21869	0.71821	0.51635	0.37639	0.17788	0.0	0.55618	0.0	0.36837	0.61993	0.81632	0.70567	0.96245	0.35399	0.19143	0.20048	0.79282	0.13129	0.0	0.47728	0.88801	0.30543	10.99651	0.71049	0.73581	0.28001	0.68921	0.58698	0.1107	1.27637	0.38895	0.70192	0.0108420264965727	1.00046	0.355	0.72195	0.51816	0.54997	0.22758	0.43315	0.0	0.00013	0.40383	0.26951	0.24287	0.48904	0.71281	0.86366	0.19046	0.46088	0.3143	0.05714	0.55619	0.64614	0.32872	0.84531	0.84032	0.28589	2.79282	0.89777	1.63326	0.15508	0.0	0.41789	0.67153	0.91626	0.0	0.05484	0.57899	0.76997	1.42177	0.65978	0.73368	0.68521	1.07411	0.0	0.33378	0.42979	0.17089	0.7211	1.34406	0.25677	0.34814	2.12562	1.36582	0.42881	0.24693	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB602	0.0	0.07107	0.0	0.17089	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13276	0.0	0.0	0.0	0.03086	0.31519	0.0	0.0	0.0	0.0	0.0	0.17946	0.0	0.0	0.0	0.0	0.0	0.0	0.21485	0.0	0.0	0.0	0.00833	0.0	0.12088	0.0	0.0	0.36869	0.11602	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.70855	0.0	0.0	0.0	0.0	0.0	0.17604	0.02106	0.0	0.0	0.0	0.0	0.0	0.04162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65069	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	1.25312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.31594	0.48036	0.36613	0.26844	0.17386	0.19352	0.54685	0.05751	0.06388	0.23483	0.27845	0.92301	0.32072	0.4671	0.14658	0.30915	0.32676	0.46281	0.54505	0.13452	0.53876	0.16256	0.02573	0.15459	0.21975	0.09265	0.46184	0.41942	0.17041	0.28027	0.24026	0.24793	0.40797	0.22127	0.23751	0.38042	0.22582	0.7983	0.27335	0.52653	0.1792	0.78788	0.28821	0.0	0.06555	0.18011	0.61467	0.35167	0.31572	0.16715	0.0	0.22481	0.02991	0.0	0.35396	0.12165	0.60154	0.19952	0.38649	0.20088	0.41513	0.0	0.25851	0.16762	0.10234	0.35188	0.22353	0.32967	0.26731	0.20472	0.24974	0.43178	0.23154	0.88089	0.42316	0.32351	0.29423	0.11988	0.70081	0.0	0.27321	0.38351	0.16945	0.0	0.37292	0.57727	0.15849	0.97427	0.53881	1.39049	0.01867	0.03198	0.38856	0.18319	0.12195	0.0	0.42692	0.02223	0.0	0.33202	0.30782	0.0215	0.07096	0.07794	0.45702	0.09943	0.74459	0.37872	0.0	0.05844
k__Bacteria|p__Firmicutes|c__CFGB2916	0.0	0.0119	0.01392	0.03084	0.01021	0.0084	0.11408	0.0	0.0	0.0	0.00334	0.00954	0.08409	0.0	0.02326	0.06026	0.00408	0.0	0.05933	0.00563	0.0	0.00325	0.00024	0.01995	0.01509	0.00787	0.00813	0.04295	0.0	0.00036	0.0	0.0	0.00252	0.03116	0.03277	0.20144	0.0	0.0	0.0543	0.0	0.00565	0.35263	0.00521	0.0	0.03661	0.01091	0.00321	0.00228	0.0	0.01274	0.0	0.0	0.04339	0.0	0.0	0.03872	0.0	0.0065	0.0061	0.04021	0.00564	0.0	0.0175	0.0	0.00882	0.01166	0.00026	0.0056	0.0	0.04617	0.01867	0.0149	0.0	0.04716	0.0	0.03486	0.10324	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.08623	0.0	0.0	0.03041	0.06896	0.0	0.0	0.0	0.00748	0.0	0.0	0.00021	0.01681	0.0	0.0	0.0	0.0	0.00347	0.00265	0.0	0.0	0.03877	0.0877	0.11336	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.0	1.27373	4.44737	0.01916	0.0	0.0	0.0	2.6623	0.0	0.46627	0.0	0.00579	2.36059	5e-05	0.3927	0.01331	0.06465	0.81902	0.25551	4.34182	0.0	0.39056	0.07885	0.0	0.0	0.88532	0.48909	0.35537	0.00012	0.00101	0.0	0.0	7e-05	0.60503	0.0	0.0	0.00141	0.0	1.60662	0.0	0.00048	0.07021	0.0	0.0	0.33712	0.0	0.0	0.0	0.0	0.57095	0.0	0.0	0.12629	0.0	0.0	0.0	0.0	0.0	0.0	1.98345	1.19058	0.00186	0.01269	0.00723	0.00064	0.63046	0.16478	0.0	0.00095	1.85389	0.0	0.0	0.0	0.00359	0.0	0.2116	0.0	2.09807	0.00264	0.0	0.0	0.0	0.18627	0.0	0.60862	0.80545	0.04335	0.0	0.0	0.02025	0.00206	0.01945	0.0	0.16306	0.80722	0.003	0.0	0.0	0.00023	0.0	1.13312	0.0	2.95145	1.28451	0.0	0.0	7e-05	0.43195	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217	0.04025	0.03059	0.0	0.01349	0.0	0.06309	0.02099	0.00603	0.0	0.06107	0.0	0.0	0.03876	0.03581	0.08433	0.01776	0.00498	0.01282	0.04067	0.0	0.02055	0.03567	0.00788	0.0	0.03242	0.01797	0.0898	0.05921	0.0	0.03947	0.00696	0.05725	0.00558	0.00959	0.0	0.00834	0.0	0.01462	0.03828	0.00517	0.0	0.03154	0.03258	0.0	0.01005	0.01333	0.06065	0.02524	0.0	0.0	0.03183	0.01799	0.01476	0.0	0.01556	0.00689	0.0	0.00859	0.0	0.0	0.00259	0.0	0.01953	0.0	0.0	0.04314	0.01483	0.00416	0.05569	0.00938	0.0281	0.0	0.0	0.0444	0.02318	0.0	0.0	0.0	0.0	0.0	0.00631	0.0	0.0	0.0	0.0	0.0	0.01036	0.0	0.02858	0.0	0.0	0.02766	0.0	0.0	0.0	0.17891	0.0	0.0	0.12328	0.03155	0.02507	0.01584	0.00904	0.04229	0.0	0.0	0.0475	0.03957	0.0	0.02587
k__Bacteria|p__Firmicutes|c__CFGB42691	0.0	0.00451	0.00329	0.0	0.04017	0.0	0.0	0.00262	0.0	0.0	0.00657	0.0	0.0	0.0	0.00888	0.0	0.00561	0.0	0.01306	0.0	0.00597	0.0348	0.01567	0.0	0.0257	0.00478	0.0	6e-05	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.00244	0.0	0.00903	0.00575	0.0	0.09029	0.01465	0.0	0.0	0.01114	0.03908	0.00809	0.0	0.0	0.02045	0.0	0.0	0.0	0.0	0.0	0.01585	0.0	0.01553	0.00265	0.00913	0.00816	0.0	0.01087	0.00437	0.0	0.00727	0.0	0.0	0.0	0.01712	0.0	0.0	0.02742	0.00161	0.0	0.01079	0.0	0.0	0.002	0.0	0.0	0.00026	0.03517	0.10346	0.00583	0.0137	0.01637	0.0	0.0	0.00918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.00497	0.00976	0.01995	0.02111	0.0	0.0	0.00446	0.02172	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.03763	0.03289	0.05797	0.00339	0.20296	0.85475	0.66643	0.47539	0.00075	0.25945	0.07268	0.19494	0.00223	0.03451	0.27988	0.00423	0.01872	0.03969	0.19391	0.09484	0.25845	0.02147	9.01339	0.04465	0.07676	0.03438	0.0	0.00034	0.00088	4.39364	19.73589	0.01593	0.00052	0.04667	0.29802	0.00243	0.27901	0.53869	7.21047	0.24156	0.13631	0.00098	0.01131	24.78524	0.13276	0.55646	0.99714	0.10773	0.413	0.10422	0.00642	0.0	0.0035	0.2657920765292765	0.05234	0.20612	3.24575	0.62784	0.42899	8.09848	0.29504	1.17083	0.02087	0.12343	0.03501	0.0532	0.02111	0.0069	0.0079	0.24767	0.10044	0.22218	0.20761	0.0	0.12187	1.16269	0.0104	0.00499	1.09015	0.0235	0.00019	0.09421	0.11982	0.02344	0.05084	0.01263	1.47758	0.0	0.00186	2.43444	0.14431	0.12923	0.00059	0.03921	0.02673	0.00711	2.28873	0.21084	0.011	0.04664	0.06278	0.41853	0.21064	0.00156	0.25362	0.0132	0.00523	0.0	0.08413	0.00908
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.99257	0.56958	1.40347	0.30563	0.1612	0.05632	0.05266	1.06295	0.0	3.7445	0.16681	0.55408	0.16549	0.00488	0.03805	0.38089	0.12906	0.0	0.12706	0.65755	0.3896	0.4189	0.09416	0.0	0.19076	0.03979	0.0	0.16073	0.00021	0.0	0.0	0.0	0.00014	0.00167	0.72745	0.0006	0.00804	0.42784	0.12869	0.00743	0.1197	0.15241	0.07405	0.0	0.32221	0.10225	0.2074	0.03113	0.15161	0.30089	0.00258	0.0	0.43521	0.0	0.0309	0.38776	0.0006	0.50281	0.07506	0.72582	1.09353	0.00134	0.33307	0.08297	0.1265	0.62973	0.1402	0.01939	0.0	0.02978	1.94615	0.95741	0.3992	0.50754	4.4215	0.16789	0.00027	0.17751	0.04529	0.00064	0.62874	0.35491	0.43002	0.0	0.0422	1.83856	0.36346	0.0	0.68953	0.18802	0.02208	0.40229	0.0	0.18225	0.78329	0.0031	0.0	0.0	0.00494	0.62114	0.39047	0.09326	0.05859	0.0755	0.0	0.06026	0.22261	0.1342	0.06818	0.14296
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.0	0.01505	0.00315	0.11625	0.0	0.0495	0.32957	0.0	0.0	0.0	0.11029	0.63057	0.0	0.0	0.0	0.3546	0.0	0.00216	0.3198	0.15609	0.00627	0.32212	0.0217	0.0	0.0	0.04701	0.0	0.60797	0.0	0.0	0.0	0.01237	0.0	0.05979	0.0	0.0	0.0	0.45595	0.06105	0.0	0.0	0.23003	0.22116	0.0	0.38693	0.05132	0.09222	0.13445	0.0	0.05664	0.11398	0.0	0.0	0.0	0.0	0.04987	0.0	0.0	0.06999	0.14593	0.19408	0.0	0.0	0.07644	0.22209	0.00813	0.0214	0.07645	0.01298	0.01049	0.0	0.00033	0.04871	0.0043	0.10869	0.06872	0.0	0.0	0.0	0.0	0.0079	0.0	0.01969	0.0	0.29532	0.16908	0.10606	0.0	0.0	0.86313	0.0	0.0	0.0	0.40673	0.64849	0.0	0.05757	0.01604	0.0	0.06448	0.05212	0.0	0.27481	0.02896	0.0	0.01708	0.0	0.0	0.03201	0.0
k__Bacteria|p__Firmicutes|c__CFGB40382	0.00099	0.0	0.0	0.0	0.0	0.0	0.03158	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.00051	0.00333	0.0	0.00014	0.00222	0.0	0.00211	0.0	0.0	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.00133	0.0	0.00144	0.00294	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.01064	0.0	0.0	0.0	0.0	0.00505	0.0	0.00038	0.0	0.0	0.00555	0.00248	0.00083	0.0	0.0	0.0	0.0	0.0	0.00452	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.15715	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78717	0.0	0.0	0.0	0.0	0.0	0.0	0.17555	0.0	0.03597	0.0569	0.00692	0.0	0.0	0.0	0.44198	0.0	0.0	0.0	0.0	0.0	0.05092	0.0	0.0	0.0	0.0	0.98361	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46172	0.0	0.0	0.0	0.08712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.03261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07359	0.0	0.0	0.0	0.0	0.00119	0.0	0.00492	0.0	0.0	0.75463	0.0	0.0	0.0	0.0	0.0	0.0	0.05413	0.01457	0.16592	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2882	0.0	0.0	0.0	0.0	0.0	0.0	0.00786	0.0	0.0	0.0	0.00834	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00672	0.0	0.0	0.0	0.09403	0.01479	0.03756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02229	0.0	0.0	0.03186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04047	0.0	0.11835	0.00691	0.0	0.0	0.0	0.06365	0.0	0.0	0.0	0.03197	0.04309	0.0	0.00213	0.0	0.0	0.0	0.03943	0.0	0.0	0.0	0.0	0.0	0.0	0.00706	0.0	0.05935	0.00555	0.0	0.05679	0.0	0.0	0.0	0.0	0.00638	0.0	0.03359	0.0	0.0	0.01512	0.0	0.03453	0.0
k__Bacteria|p__Firmicutes|c__CFGB3608	0.00358	0.00228	0.00483	0.00394	0.00062	0.01372	0.03013	0.00312	0.0	0.05197	0.00157	0.0062	0.01143	0.0	0.0043	0.01946	0.00206	0.00464	0.00429	0.01808	0.00212	0.0032	0.00044	0.00352	0.01014	0.00933	0.04891	0.01007	0.00369	0.02299	0.0	0.00759	0.00282	0.0	0.01074	0.01719	0.0	0.00496	0.00466	0.01261	0.00103	0.02152	0.01527	0.0	0.00393	0.00155	0.00574	0.00824	2e-05	0.00142	0.0	0.0	0.0057	0.0	0.0	0.002	0.00756	0.0	0.0	0.00056	0.00294	0.0	0.0	0.00238	0.01165	0.00241	0.00221	0.0	0.0094	0.00191	0.00294	0.00395	0.0	0.02696	0.0	0.00919	0.0	0.00365	0.003	0.0	0.0	0.0	0.00038	0.01629	0.00445	0.00813	0.00011	0.0	0.01976	0.00603	0.0	0.0142	0.02372	0.00317	0.00792	0.136	0.0044	0.00106	0.07923	0.00223	0.00876	0.0	0.00294	0.00483	0.0	0.00349	0.00067	0.00083	0.0118	0.00266
k__Bacteria|p__Firmicutes|c__CFGB1394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004365235387196	0.0	0.0	0.0	0.0	0.01901	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3053	0.05298	0.00033	0.04829	0.01283	0.0	0.0	0.07025	0.02621	0.09309	0.10848	0.0114	0.01975	0.00902	0.05792	0.02532	0.00682	0.02441	0.01712	0.0	0.01034	0.00987	0.00091	0.00589	0.04022	0.04372	0.0	0.02014	0.0	0.04363	0.00345	0.14185	0.04267	0.02576	0.0	0.07348	0.01014	0.02105	0.02221	0.00492	0.01628	0.0	0.0	0.01491	0.0	0.00088	0.00238	0.0	0.0137	0.05619	0.01585	0.03346	0.03185	0.03885	0.0262827777150063	0.02226	0.00064	0.18247	0.04323	0.0	0.0	0.01837	0.0	0.0	0.00041	0.01791	0.00222	0.0083	0.01597	0.04862	0.00598	0.0	0.17192	0.02243	0.00162	0.02135	0.03471	0.03929	0.01262	0.00087	0.06805	0.16697	0.02448	0.00196	0.00266	0.0	0.00178	0.00517	0.0	0.0	0.04374	0.0	0.1023	0.0696	0.02186	0.02554	0.0	0.02298	0.0	0.0	0.06164	0.0	0.0	0.0	0.02674	0.02445	0.02687	0.02143	0.04958	0.00841	0.17408
k__Bacteria|p__Actinobacteria|c__CFGB9370	0.00301	0.00075	0.0	0.00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617	0.0	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01229	0.00455	0.0	0.0	0.0	0.0	0.0099	0.0	0.00729	0.0	0.0088	0.05257	0.0	0.00121	0.00223	0.0	0.00011	0.02095	0.0	0.0	0.0	0.00177	0.00136	0.0	0.0046	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.00142	0.00039	0.0	0.0	0.0	0.0006	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.00152	0.00246	0.0	0.0	0.0	0.02172	0.0	0.0	0.00487	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	0.0	0.0	0.0	0.0	0.00067	8e-05	0.0	0.0	0.0	0.0042	0.00078	0.0	0.00025	0.00324	0.0	0.0	0.0	0.0	0.01433	0.0	0.0	0.00172	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.00146	0.0	0.00085	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0004162201183141	0.00293	0.0	0.00077	0.0	0.00535	0.0	0.00299	0.00122	0.0	0.00263	0.0	0.00022	0.0	0.0	0.0	0.00186	0.0	0.0	0.00093	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.00092	0.0	0.00362	5e-05	0.00178	0.0	5e-05	0.0	0.0	0.0	0.00044	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.00024	0.0	0.0003	0.00147	0.0	0.00035	8e-05	0.0	0.00102	0.00053	0.0	0.0
