clade_name	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.0	0.01806	0.0	0.30629	0.24753	0.0	0.0	0.0447	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0848	0.0	0.00802	0.23242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06268	0.0	0.0	0.0	0.0	0.4748748368252316	0.0	0.00929	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217	0.0	0.0	0.0	0.10481	0.0718	0.06296	0.08734	0.09088	0.0946	0.06614	0.08332	0.0	0.02077	0.0	0.02245	0.01011	0.0	0.0	0.0	0.0	0.0	0.01706	0.04479	0.12983	0.0	0.07545	0.03996	0.0	0.0354793984926607	0.0	0.0	0.06294	0.0	0.0	0.0	0.0	0.0934	0.05779	0.02377	0.01202	0.03865	0.0818	0.03099	0.0	0.04773	0.0	0.02338	0.0	0.0	0.0	0.05647	0.0	0.0568873506419457	0.0	0.00839	0.04906	0.0	0.0	0.00789	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691	0.11603	0.0282	0.0	0.04504	0.0	0.05011	0.0002	0.00255	0.0	0.06651	0.11306	0.0	0.0	0.0	0.03022	0.0085	0.00831	0.02367	0.0	0.01579	0.04795	0.02	0.00568	0.10904	0.03878	0.02388	0.0381	0.04018	0.0	0.00966	0.014	0.02768	0.04175	0.03534	0.02694	0.0	0.0135	0.0	0.0	0.0	0.0	0.0913	0.0	0.0	0.0	0.03924	0.0	0.05993	0.13317	0.07922	0.0448	0.0	0.0	0.02393	0.0	0.0	0.0	0.0	0.08382	0.08843
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.47266	0.27012	1.1629034063451882	0.0	0.0	4.67425	0.15395	0.10641	1.0953	0.17145	0.00491	0.15983	0.00329	0.51726	0.21078	0.04078	18.07052	1.07982	0.31208	0.18131	0.52926	0.0865	0.11623	0.31072	0.05783	0.00382	1.49745	0.13683	0.177336976565092	0.64288	1.20636	0.17313	1.04561	0.0094	0.03787	0.10775	0.57462	0.03325	0.02056	0.01384	0.0737	0.05777	10.36754	0.67947	0.12463	0.05453	0.19183	0.6286	0.0	0.45243	0.02854	0.57949	0.0	0.00699	0.76995	0.0	0.10176	0.0	0.22357	0.0018
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.13044	0.07488	0.0	0.17261	0.0	0.08972	0.10663	0.11781	0.16467	0.02166	0.11864	0.0	0.03353	0.0	0.18444	0.40204	0.1142	0.04001	0.09835	0.08088	0.26737	0.02599	0.20256	0.21407	0.38127	0.0266	0.19374	0.3811	0.0679580020747495	0.18474	0.20668	0.2079	0.45982	0.2243	0.03063	0.02829	0.10406	0.19158	0.145	0.08863	0.03454	0.2423	0.00472	0.00581	0.0	0.05146	0.2731	0.02761	0.06405	0.79401	0.13723	0.14992	0.139512551328155	0.15308	0.0	0.58031	0.0	0.15572	0.39933	0.28937
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.0	0.0	0.0034210396539508	0.0	0.00635	0.01587	0.07529	0.34057	0.0	0.02129	0.00709	0.0	0.0	0.0	0.0	0.0	0.0	0.19339	0.0	0.07908	0.01486	0.00098	0.10324	0.04526	0.01276	0.00238	0.0	0.0	0.0	0.09504	0.01047	0.0	0.0	0.30536	0.10678	0.05909	0.07663	0.00292	0.01426	0.03373	0.0647	0.0	0.00608	0.02294	0.04491	0.0	0.06565	0.03563	0.0	0.00859	0.0	0.0	0.0097129624535483	0.00052	0.0	0.00076	0.0	0.0	0.00663	0.00502
k__Bacteria|p__Firmicutes|c__CFGB40382	0.0	0.00086	0.0002600790380196	0.0053	0.00109	0.00977	0.0075	0.02562	0.0	0.00561	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626	0.00323	0.0	0.0	0.0293077636265846	0.0	0.00066	0.0021	0.0	0.00113	0.0	0.00163	0.00121	0.01656	0.0	0.0	0.01116	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.00682	0.0	0.0	0.0290188507494785	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1538	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.00904	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.14483	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.00656	0.0	0.02637	0.00653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2882	0.02726	0.0	0.0043913345265626	0.0	0.0	0.0	0.00878	0.01284	0.00884	0.0	7e-05	0.0	0.0	0.06984	0.0	0.01514	0.0	0.0	0.0	0.0	0.00349	0.0	0.0	0.00133	0.0	0.02245	0.0	0.0	0.0	0.01064	0.00841	0.00785	0.0	0.00117	0.0	0.03812	0.01626	0.07247	0.0	0.06166	0.0	0.0	0.0	0.0	0.0	0.0	0.05501	0.0	0.0	0.0	0.0	0.0	0.0177354092998364	0.01409	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3608	0.00325	0.00024	0.0116435384713414	0.00781	0.00581	0.00177	0.00223	0.00236	0.0018	0.0	0.00064	0.0	0.00018	0.0	0.00141	0.00117	0.0	0.00675	0.0	0.00123	0.0	0.0	0.0002	0.00095	0.0	0.00207	0.0	0.0	0.0070618706895456	0.00062	0.0	0.00376	0.00318	0.00024	0.00054	0.02517	0.00073	0.01502	0.00343	0.01167	0.00504	0.00105	0.03203	0.01923	0.00173	0.0	0.0056	0.0	0.0	0.0	0.00056	0.0	0.0211164405143568	0.00055	0.01295	0.00646	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1394	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01126	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3053	0.03651	0.02632	0.0268581621954912	0.06353	0.04223	0.02552	0.0	0.0053	0.00107	0.00795	0.06656	0.0	0.07178	0.05062	0.0	0.04074	0.0	0.00476	0.03226	0.0	0.0	0.01965	0.04821	0.0	0.0	0.01723	0.0	0.0	0.0253167063955241	0.00502	0.0	0.03001	0.00896	0.0	0.0	0.0	0.01562	0.14769	0.0	0.0	0.01817	0.01195	0.0043	0.00241	0.04383	0.0	0.0	0.00023	0.0602	0.00282	0.01446	0.0582	0.0289888415966869	0.02281	0.01137	0.03262	0.00402	0.00928	0.00165	0.00871
k__Bacteria|p__Actinobacteria|c__CFGB9370	0.00112	0.00095	0.0	0.01267	0.0675	0.03026	0.0	0.01131	0.02077	0.0	0.01597	0.0	0.0	0.0	0.0	0.0	0.00534	0.00229	0.0	0.0	0.00951	0.0	0.0	0.0	0.0	0.0	0.0	0.01351	0.0	0.00512	0.0	0.0107	0.0068	0.0	0.00057	0.01328	0.0	0.0	0.0	0.0	0.01623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02992	0.0	0.0	0.0	0.0054216536043493	0.0	0.0353	0.0	0.0	0.0	0.0	0.00249
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	0.0	0.00072	0.0	0.0	0.00313	0.0	0.0	0.0	0.00122	0.0	0.00152	0.0	0.0	0.00063	0.0	0.00669	0.0	0.00277	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.00321	0.0	8e-05	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.00116	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	46.6848	61.44126	29.659359411196935	81.37774	39.01411	62.0201	28.29122	40.07416	56.15885	75.00861	67.23956	34.5703	42.01948	50.54961	68.63216	61.40083	34.73369	61.05119	61.24787	42.97182	61.80049	33.68337	48.83863	81.81383	59.95717	53.612	63.12079	70.69591	65.51499492215488	62.4965	43.68512	59.54642	43.09025	48.28564	27.45389	52.97546	44.26591	61.75101	67.45881	58.81355	58.44205	54.52238	60.60728	35.61025	54.46762	71.28722	52.05222	59.12075	52.26048	72.74004	73.29679	46.53139	49.690705665227895	46.97104	52.58931	63.934	30.89589	67.36113	49.99141	51.22274
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	37.96697	7.91872	45.47660943692976	6.34649	33.98489	15.50625	34.85112	29.13471	20.269	7.24861	13.9301	48.00825	41.2946	24.40474	23.27571	18.60846	23.00281	13.0396	25.51463	22.34885	22.01102	25.11066	30.6402	3.35877	16.19483	22.82991	18.99772	15.82451	17.71455258497976	7.07456	12.70066	20.67455	30.17778	16.01952	28.40642	17.49536	20.43462	15.9643	15.19016	11.39255	16.51798	35.18116	21.87256	39.67914	30.42045	14.5214	23.89903	8.75757	31.63649	14.16164	13.19073	21.79762	25.10238622779948	33.11004	15.03887	18.43059	26.89109	23.63479	41.2625	36.45647
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.00977	8.20141	0.2826159435084208	0.13115	4.5206	0.23532	0.26729	0.09195	5.57104	1.64661	0.45935	3.00245	0.39312	0.63514	0.99685	0.44024	6.39971	0.03097	4.20809	0.71547	1.89877	5.40261	0.26636	1.39572	0.22679	1.00892	0.50742	0.67476	1.9100259658783607	1.07537	0.68491	0.44122	15.31559	0.15525	1.01967	0.37753	0.64907	0.65627	9.25542	2.68968	0.05643	1.56269	1.70386	11.09912	1.73557	1.41921	0.71968	6.67694	0.32845	3.45863	0.26556	0.80696	0.2035020681307799	7.72386	0.27811	0.8787	0.92502	0.26002	2.58938	0.10798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	1.3379	10.99432	1.6305258429088283	5.43152	2.18655	3.44454	13.45327	20.38479	7.56318	12.36848	5.21809	0.02836	3.04383	4.17171	3.34746	10.16626	3.72761	13.1177	1.87777	5.45928	9.13742	7.05597	12.26521	2.93756	11.20682	1.54706	5.23355	3.23451	4.27000112329756	11.0374	29.52886	5.76759	1.97379	14.2739	7.12871	8.37522	19.25745	8.2639	4.33599	15.50734	11.61906	3.87027	1.19238	3.76488	4.11699	2.65209	5.73308	8.14388	6.98772	4.80533	1.8147	8.38091	14.252126898704107	2.32078	14.86285	6.53338	10.96031	2.63602	2.13159	3.49014
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0669	2.03901	7.646915426981344	1.87155	4.92034	7.56651	3.54771	1.93486	3.75395	0.09679	8.19737	10.24203	2.57103	10.59221	1.03439	0.38278	7.37192	1.55606	2.18215	10.36162	0.09679	2.82923	1.00525	0.88473	0.22448	9.04921	2.11963	1.13358	3.235537093776141	1.72284	0.4584	7.20031	1.38543	12.35501	0.30316	11.14709	0.99402	2.14256	0.17361	0.89711	6.67789	0.12692	0.0	4.68742	3.77986	5.77885	4.35916	7.44615	0.75719	0.05794	4.0909	12.79096	1.386542895583153	2.49825	7.46013	5.84627	23.2409	2.41172	0.28919	0.74151
k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340	1.8207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02251	0.05176	0.0	0.0	0.04561	0.0	0.0	0.92508	1.06701	1.86235	1.359	1.65631	0.586645402367087	0.00184	0.02363	0.00246	0.0	0.0	1.00517	0.0	0.81574	1.88013	0.1089	2.23531	0.0	0.00091	0.0	0.0	0.0	0.0	1.97396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.47683	0.82622	6.394784654013284	0.00459	3.66035	1.45951	0.24182	1.01053	1.81742	0.31184	1.57381	0.05668	1.46637	2.60542	0.66796	2.25973	0.76884	0.47069	0.45981	2.94419	0.7339	1.00071	1.37567	1.00735	0.30894	1.24195	0.80528	0.81091	1.0924393871936675	2.66461	1.69697	1.33361	1.49297	1.09284	1.13921	4.14215	1.22826	1.46781	0.28909	0.76691	0.89352	0.75571	0.01081	0.95267	1.91516	1.19283	3.62492	2.75623	0.00654	1.32471	0.6547	2.23648	1.0826001930588829	1.11488	2.40262	0.47003	1.4551	0.00224	0.94064	1.32927
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.0	0.17319	0.1135545319331608	0.29509	5.28605	0.7032	1.90375	0.87211	0.0	0.0	0.0	0.0	0.0	0.20541	0.10408	0.06875	0.0	1.62148	0.0	1.17115	0.0	0.28594	0.0	0.0	0.85112	0.0	0.0	0.18883	1.3794054044916495	0.10706	2.78026	0.53608	0.0	0.51981	0.0	0.0	1.18423	0.62341	0.0778	0.002	0.39277	0.0	0.0	0.0	0.0	0.0	0.0	1.09689	0.58699	0.16321	0.21351	1.41728	0.0412425789865909	0.07221	0.0	0.0	0.0	0.45335	0.0	0.3944
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0	1.02502	0.0916278640334525	0.03916	0.0	0.11004	3.13613	1.09402	0.0	0.51836	0.00045	0.0	0.0	0.59628	0.31015	0.00834	0.0	3.06511	0.0	1.49537	0.0	0.0	0.68652	0.0461	0.0	0.0	0.0	0.0	0.0	1.02206	2.18387	0.13256	0.0	1.42443	0.20767	0.72663	1.08194	0.81826	0.25716	1.25349	1.19179	0.0	0.0	0.0	0.0884	0.27767	0.92071	0.0	0.0	0.03964	0.0	0.0	0.0	0.0	0.0	0.06798	0.0	0.0	0.03231	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.85274	2.27928	3.605796522722559	0.0	1.55853	1.93999	2.49697	0.96662	0.90189	0.35503	0.44568	0.0	1.70178	0.97201	0.35851	0.0	2.0222	0.87481	0.73667	1.91683	0.00268	2.06642	1.50145	0.0	0.77136	0.87032	0.01124	0.94005	0.0	1.34098	0.5743	0.14458	0.00194	0.39281	1.41696	0.0	0.46339	0.0	0.54448	2.08657	0.0	1.2671	0.23187	1.12042	0.37398	0.42497	2.19191	0.35912	1.15899	0.0	0.1001	0.0	0.6054946758761423	0.0	1.07935	0.82282	1.87028	0.0	1.17298	0.9542
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	6.19911	0.39593	1.4650955355523612	0.87573	0.53993	0.24218	0.16843	0.10579	0.53245	0.13335	1.10332	0.19982	0.08328	0.46508	0.21246	0.23442	0.08502	0.57783	0.17959	0.20779	0.11575	0.15891	0.39178	0.33307	0.44307	1.65674	1.50342	0.49624	0.3119426336036416	0.22537	0.08236	0.38366	0.17803	0.20208	0.14954	0.75526	0.49519	2.1495	0.22658	0.29444	1.34934	0.9541	0.9844	0.77447	0.1898	0.02649	0.28478	0.5218	1.22027	0.45075	2.17887	0.29253	0.4359329595526636	0.5887	0.91232	0.37412	0.96853	0.62068	0.03401	0.21283
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.68389	1.36157	1.3984452672057572	0.58089	0.38512	0.70082	0.37449	0.33654	0.13168	1.21373	0.62361	1.64755	0.02618	0.60094	0.14186	3.12818	2.44383	0.9907	1.07002	1.08035	0.87047	0.55258	0.62645	0.83946	0.12622	2.44987	0.27124	0.11141	0.4903198857377319	0.25746	1.57395	0.60722	0.26671	0.14571	1.55336	0.54195	0.45217	0.40626	0.27583	0.75548	0.38982	0.38634	1.01062	1.04572	0.12463	0.53892	1.61507	0.44806	1.69391	0.38827	0.12281	0.3712	1.1035965969620734	2.39897	1.97519	0.66209	0.55554	0.1359	0.22295	1.89808
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37532	0.0	0.0	0.0	1.46924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.4377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035	0.0	0.07153	0.0	0.18993	0.0	0.09196	0.00102	0.04129	0.0	0.0	0.00065	0.0	0.0	0.12304	0.0169	0.30944	0.0	0.0	0.0	0.05939	0.0	0.0	0.0	0.15126	0.11172	0.38859	0.0	0.29489	1.1676993235508086	0.0	0.01278	0.0	0.0	0.12913	0.00448	0.40336	0.0057	0.13805	0.00672	0.88988	0.12995	0.0	0.0	0.0	0.0	0.00173	0.35609	0.22732	0.0	0.0	0.0	0.0	0.6027838490739676	0.21305	0.0	0.0	0.0	0.0	0.03145	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0.0	0.0	0.0	0.0	0.0	0.12918	0.15166	0.11902	0.0	0.06866	0.0	0.0	0.0	0.0	0.04363	0.0	0.02685	0.0	0.0	0.05063	0.0	0.04007	0.07941	0.09563	0.0	0.0	0.0	0.0	0.0	0.09251	0.0293	0.0	0.0	0.12256	0.02194	0.0	0.15826	0.0	0.174	0.07863	0.0	0.0	0.0	0.0	0.08648	0.27062	0.12903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1353	0.0	0.0	0.0	0.0612
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	0.01676	0.00971	0.0	0.37231	0.0	0.164	0.01149	0.06946	0.5663	0.03239	0.08717	0.00057	0.00718	0.0	0.02826	0.0	0.07991	0.08904	0.0	0.02671	0.1203	0.00964	0.02777	0.25236	0.07017	0.0	0.04874	0.35858	0.0	0.00092	0.00542	0.0	0.00601	0.01487	0.05399	0.02363	0.04441	0.0	0.04028	0.0	0.0	0.0005	0.0	0.0	0.0193	0.00907	0.0297	0.04933	0.0	0.04107	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.30227	0.02333	0.5915298842377967	0.17794	0.62616	0.35477	0.33751	0.43488	0.50003	0.16909	0.08242	1.1722	0.44905	0.4653	0.03761	0.23762	0.16824	0.1864	0.49042	0.4413	0.17383	0.60343	0.23434	0.25951	0.0	0.0	0.05376	0.13471	0.0	0.25458	0.04667	0.1956	0.2874	0.29634	0.14939	0.01314	0.91274	0.18925	0.06283	0.33668	0.06769	0.16453	0.26867	0.13405	0.59799	0.1639	0.16312	0.03737	0.80397	0.0	0.30935	0.48436	0.7706850589429776	1.09745	0.28829	0.23403	0.40452	0.45201	0.27522	0.13106
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602	0.0	0.01011	0.0	0.67107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08184	0.0	0.0	0.07127	0.0	0.0	0.11312	0.0	0.0	0.06755	0.0	0.26032	0.39054	0.0	0.0	0.49848	0.0	0.0226	0.0059	0.0	0.0419	0.12653	0.0	0.0	0.07211	0.0	0.0	0.0	0.30824	0.0	0.03563	0.0	0.05699	0.0197	0.0	0.0	0.0	0.05119	0.09118	0.0	1.1100785739650592	0.20758	0.0	0.0	0.0	0.0	0.02703	1.36919
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.14926	0.68932	0.1578780107030547	0.07421	0.54926	0.06284	0.27194	0.44328	0.0	0.05623	0.25855	0.79679	0.20117	0.19851	0.05126	0.49791	0.06153	0.26054	0.13366	0.28938	0.22851	0.2499	0.37561	0.2256	0.10078	0.24407	0.0487	0.06575	0.3534336245671478	0.51086	0.26844	0.07097	0.03781	0.09867	0.26498	0.21782	1.37581	0.36943	0.16717	0.06285	0.21298	0.19548	0.91158	0.0	0.23799	0.149	0.26477	0.20908	0.31051	0.0004	0.08581	0.20834	0.0836255057792626	0.14894	0.89105	0.10575	0.46554	0.0	0.04205	0.31872
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916	0.0	0.0	0.0	0.05116	0.0	0.0	0.01948	0.0	0.02725	0.00731	0.00404	0.0	0.0	0.00567	0.00192	0.0	0.0	0.0027	0.0	0.01825	0.01229	0.0	0.12666	0.0	0.00277	0.0	0.0	0.0	0.0	0.01131	0.07587	0.00832	0.0	0.00342	0.00053	0.01015	0.0	0.0	0.0	0.01753	0.02302	0.00919	0.0	0.03676	0.0007	0.0	0.00681	0.0	0.0	0.0	0.00451	0.0	0.006521989206708	0.0	0.09129	0.0	0.0	0.0	0.0	0.00238
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	0.0	0.01806	0.0	0.30629	0.24753	0.0	0.0	0.0447	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0848	0.0	0.00802	0.23242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06268	0.0	0.0	0.0	0.0	0.4748748368252317	0.0	0.00929	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.20018	0.2842	0.0891771187618154	0.06851	0.16407	0.08441	0.02468	0.09044	0.7285	0.01813	0.03481	0.0731	0.00026	0.03595	0.04014	0.05409	0.04881	0.07479	0.08787	0.02989	0.09539	0.05473	0.00778	0.01092	0.02231	0.63082	0.2699	0.07371	0.1505398780136858	0.13873	0.03129	0.01487	0.01176	0.0	0.00697	0.04367	0.00383	0.08585	0.02719	0.25258	0.14204	0.10978	0.24113	0.05245	0.33424	0.16882	0.01122	0.03103	0.09368	0.06224	0.05476	0.00495	0.0201061323703729	0.02377	0.05463	0.17066	0.04999	0.06375	0.05059	0.0613
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	0.0	0.0	0.0	0.10481	0.0718	0.06296	0.08734	0.09088	0.0946	0.06614	0.08332	0.0	0.02077	0.0	0.02245	0.01011	0.0	0.0	0.0	0.0	0.0	0.01706	0.04479	0.12983	0.0	0.07545	0.03996	0.0	0.0354793984926607	0.0	0.0	0.06294	0.0	0.0	0.0	0.0	0.0934	0.05779	0.02377	0.01202	0.03865	0.0818	0.03099	0.0	0.04773	0.0	0.02338	0.0	0.0	0.0	0.05647	0.0	0.0568873506419457	0.0	0.00839	0.04906	0.0	0.0	0.00789	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691	0.11603	0.0282	0.0	0.04504	0.0	0.05011	0.0002	0.00255	0.0	0.06651	0.11306	0.0	0.0	0.0	0.03022	0.0085	0.00831	0.02367	0.0	0.01579	0.04795	0.02	0.00568	0.10904	0.03878	0.02388	0.0381	0.04018	0.0	0.00966	0.014	0.02768	0.04175	0.03534	0.02694	0.0	0.0135	0.0	0.0	0.0	0.0	0.0913	0.0	0.0	0.0	0.03924	0.0	0.05993	0.13317	0.07922	0.0448	0.0	0.0	0.02393	0.0	0.0	0.0	0.0	0.08382	0.08843
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.11378	0.50447	0.0	0.00137	0.44532	0.08483	2.59177	0.23026	0.00708	0.0006	0.00176	0.00838	1.56756	2.37164	0.03543	1.51122	0.74368	0.01004	0.28936	4.64264	1.0505	3.71877	0.08007	1.84377	0.01276	1.45522	3.27459	1.24556	1.4374207727627049	0.02417	1.22969	0.48366	3.97064	0.0	3.80962	1.35586	2.8853	1.30162	0.04734	0.0	0.86804	0.07222	0.00076	0.0455	0.95569	0.28078	0.06571	0.0	0.01562	0.7901	1.21261	3.54653	0.0189757876152226	1.11274	0.0	0.6072	1.17848	1.77329	0.1492	0.0
