clade_name	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.30474	0.25778	0.15015	1.62027	1.16343	0.78901	0.08485	1.05629	0.64506	0.70013	0.77985	0.13003	0.45371	1.23944	0.03316	0.3241	0.52388	0.0153	1.33308	1.02066	0.82292	0.38435	2.04609	0.0	0.10015	0.00156	1.23952	0.05287	0.02054	2.07162	0.20848	0.1075	0.03608	0.0	0.07246	0.00011	1.36857	0.14123	0.248	0.08549	1.79551	0.0	0.0886	0.30312	0.02764	0.05516	0.5127	0.03444	0.68854	0.53206	0.57518	0.12434	0.07909	0.60357	1.14535	0.39395	0.19067	0.15378	0.89957	0.28758	0.13018	0.0	0.00063	0.43646	1.00993	0.21996	0.45383	0.20434	0.00025	0.04326	0.10192	0.40069	0.0	0.0	0.0	0.71351	0.17266	0.19827	0.03404	0.52728	0.22332	0.3776425225480389	0.0	0.5802	0.55228	0.54383	0.37876	0.0	1.08485	0.4649	2.00366	0.38364	0.11565	0.75338	0.75802	1.00937	0.01586	0.01262	0.0	0.31254	0.72142	0.58448	0.00472	1.80122	0.80848	0.0	0.04089	0.0	0.41044	1.65991	0.76352	0.00032	0.29379	0.20637	0.56071	0.5062909704204209	0.69524	0.60657	0.12196	0.04174	1.41353	0.89505	0.09153	1.26439	1.02181	0.74347	0.00184	1.38795	0.42906	0.42117	2.42436	0.37495	0.0	0.0	1.1127	0.03136	0.00741	0.13074	1.33319	0.0	0.0	0.07246	0.19665	0.27622	0.00052	0.47269	0.0	0.08931	0.14121	0.9509	0.0	0.08919	0.34206	0.13843	1.19743	0.44558
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916|f__FGB2916	0.0	0.0	0.0	0.03175	0.01874	0.00097	0.00445	0.01252	0.0	0.0069	0.02184	0.03154	0.00879	0.0	0.0	0.00979	0.18306	0.06734	0.03283	0.0	0.02641	0.0	0.0	0.0	0.0	0.0	0.0	0.0336	0.01243	0.13518	0.0	0.04167	0.00131	0.0	0.01155	0.03317	0.0	0.0	0.00311	0.00361	0.0	0.0	0.00301	0.0	0.0	0.04284	0.0	0.0	0.0	0.0	0.09563	0.0	0.0	0.05663	0.01785	0.00219	0.0	0.00752	0.0	0.0	0.005	0.0	0.0	0.05737	0.0	0.03714	0.0	0.0	0.0	0.01574	0.0	0.00011	0.0	0.0	0.0	0.02091	0.01452	0.0042	0.0	0.02943	0.0	0.0	0.0	0.00607	0.0	0.01226	0.00191	0.0	0.03589	0.18779	0.0	0.0	0.0	0.0	0.02692	0.04388	0.0	0.00434	0.0	0.00146	0.0094	0.0	0.0	0.0	0.01679	0.00393	0.0	0.0	6e-05	0.0092	0.01249	0.0	0.00023	0.00331	0.00323	0.0	0.0	0.0	0.0	0.04953	0.00026	0.0	0.0	0.0	0.0	0.03254	0.0	0.0176	0.0	0.0	0.0	0.01734	0.0	0.0	0.00306	0.0	0.04783	0.00127	0.0	0.0	0.0	0.00166	0.00981	0.0	0.08515	0.00422	0.0	0.0	0.0	0.03213	0.0	0.09991	0.0	0.0	0.01739	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0	0.0	0.0	0.00316	0.01773	0.0219	0.0	0.0	0.01595	0.0	0.0	0.0	0.0	0.00309	0.0	0.0	0.04967	0.03796	0.02224	0.0201	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.03295	0.04364	0.0	0.0	0.0	0.0	0.01011	0.0	0.0	0.00017	0.02695	0.0	0.0	0.0	0.0287	0.12101	0.0	0.02254	0.0	0.0	0.0114	0.0099	0.0	0.00696	0.0	0.0	0.0	0.06053	0.0	0.0	0.0	0.00905	0.0	0.0	0.0	0.0	0.0	0.0199	0.0	0.0	0.0	0.015	0.0	0.02031	0.0	0.0	0.0	0.0	0.02441	0.0	0.0315	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.01762	0.02002	0.02417	0.0	0.00635	0.01127	0.0	0.0401	0.0	0.0	0.0	0.00266	0.04539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.03936	0.00017	0.0	0.0157	0.0113	0.0	0.00068	0.01325	0.0	0.0	0.00168	0.0	0.0	0.0	0.03635	0.0	0.01684	0.0	0.0	0.0	0.00834	0.00847	0.00256	0.01746	0.02298	0.0	0.0	0.0	0.0	0.03595	0.05968	0.0	0.02002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified	0.35255	0.0	0.0	0.44928	0.0	0.0	0.0	0.86497	0.00199	0.0	0.06895	0.0	0.00821	0.0	0.0	0.17593	0.02906	0.0	0.00046	0.0	0.24077	0.0	0.01325	0.02176	0.0	0.0	0.03211	0.00833	0.2312	1.26815	0.0	0.0	0.21328	0.0	0.0	0.1782	0.00161	0.06195	0.28487	0.0	0.0	0.0	0.02242	0.16607	0.00089	0.0	0.0	0.0	0.10694	0.0	0.0	0.08918	0.0	0.1119	0.20059	1.32433	0.27476	0.0	0.58183	0.56956	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.00347	0.0	0.0	0.09091	0.26882	0.0	0.0	0.31217	0.02941	0.11124	0.0	0.70782	0.02772	0.0	0.0	0.0	0.01245	0.0	0.16377	0.0	0.0	0.00685	0.0	0.14812	0.0	0.0	0.85824	0.0	0.84163	0.033	0.01916	0.0	0.2991	0.03698	0.03274	0.0	0.14803	0.0	0.28278	0.0	0.0	0.00052	0.05535	0.0	0.0	0.18201	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17058	0.0	0.0	0.00366	1.95716	0.0	0.03108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	1.07612	0.0	0.0	0.0	0.0	2.42125	0.82204	2.22456	0.00651	0.0	0.0	0.0	0.0	0.01336	0.00197	0.0	0.0	1.0555	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.0343	0.0	0.04701	0.0	0.02463	0.07147	0.00972	0.00442	0.00458	0.02351	0.01271	0.02573	0.0	0.01835	0.0	0.20528	0.00658	0.07124	0.0299	0.03025	0.00043	0.0	0.01684	0.03294	0.08809	0.00925	0.03128	0.01184	0.03367	0.01891	0.08652	0.0	0.0003	0.02611	0.01762	0.01986	0.00619	0.01413	0.02265	0.00181	0.07537	0.82283	0.01037	0.0	0.02887	0.0	0.02223	0.14583	0.00078	0.01435	0.03001	0.3073	0.05527	0.04078	0.09167	0.12662	0.02809	0.05587	0.01284	0.01143	0.00417	0.0414	0.11863	0.0	0.01517	0.02225	0.03038	0.08338	0.14429	0.0	0.0	0.01716	0.10851	0.0017427993087099	0.00939	0.00813	0.09879	0.0	0.00129	0.00033	0.01459	0.0103811689196203	0.0	0.03358	0.00462	0.00186	0.02161	0.0371	0.10513	0.0	0.0065	0.04712	0.12656	0.01393	0.0	0.0	0.18876	0.03599	0.06213	0.03697	0.00261	0.05658	0.06443	0.0334	0.00291	0.04258	0.00794	0.01477	0.0111	0.00048	0.06997	0.0	0.02261	0.03056	0.0	0.0006046829672397	0.01145	0.00905	0.00947	0.04602	0.0	0.02989	0.09255	0.09035	0.06357	0.03862	0.02352	0.0	0.01462	0.01426	0.00906	0.02531	0.00171	0.0	0.01603	0.0	0.0	0.01484	0.0	0.02425	0.13348	0.01836	0.00198	0.0083	0.0	0.00134	0.0	0.0	0.00688	0.02182	0.03285	0.11788	0.00087	0.0	0.00689	0.00402
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217	0.0	0.0	0.0	0.01055	0.0	0.0	0.0	0.0	0.00968	0.0	0.0912	0.0	0.0	0.0	0.0	0.0	0.0	0.05672	0.0	0.0	0.02479	0.0	0.0214	0.00475	0.0	0.0	0.0	0.01259	0.0	0.0	0.04116	0.02606	0.0	0.0	0.0	0.14938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03417	0.0	0.08255	0.0	0.0	0.0	0.0	0.0	0.0	0.09086	0.01773	0.0418	0.0	0.0	0.0	0.0	0.0	0.03956	0.0	0.0	0.0	0.0	0.01321	0.00028	0.0	0.0	0.0	0.07341	0.01708	0.02163	0.0	0.0	0.0803	0.0	0.0	0.0	0.03105	0.0	0.1648485619480753	0.00223	0.06987	0.0	0.0	0.0	0.0	0.02585	0.0	0.0	0.05135	0.0	0.03024	0.0	0.0	0.0	0.0349	0.00861	0.0	0.0	0.0	0.0	0.01645	0.0	0.0521	0.06284	0.0	0.0	0.03199	0.0	0.0	0.0	0.0	0.07976	0.0716750877168229	0.0	0.07461	0.0364	0.06613	0.0	0.0	0.04648	0.01165	0.02317	0.03824	0.10936	0.0	0.0	0.0	0.07745	0.13693	0.0	0.0	0.0	0.01467	0.07047	0.0	0.0	0.0	0.0	0.0	0.0	0.1151	0.02678	0.0	0.0	0.0	0.0	0.07375	0.0103	0.10985	0.0	0.0	0.0125	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691	0.0	0.00237	0.01681	0.00064	0.0	0.02198	0.07002	0.02253	0.0	0.023	0.0661	0.0	0.0029	0.00377	0.00418	0.05929	0.00368	0.00679	0.0	0.05321	0.00111	0.0	0.0	0.0	0.00815	0.0	0.05186	0.00553	0.01296	0.07385	0.0	0.00033	0.03035	0.02899	0.00886	0.0	0.0	0.05168	0.02838	0.03532	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.03981	0.04872	0.0021	0.04339	0.0007	0.00054	0.073	0.06106	0.06045	0.03589	0.00992	0.01533	0.00375	0.00267	0.11263	0.0	0.01177	0.02435	0.0	0.0	0.1194	0.20421	0.00166	0.00796	0.0	0.0	0.0	0.00616	0.00324	0.0	0.0	0.04112	0.02199	0.0281	0.0	0.0	0.0	0.00478	0.0586	0.02393	0.00367	0.0	0.01679	0.00139	0.01808	0.02926	0.01518	0.03034	0.00077	0.00292	0.03656	0.0	0.01407	0.01319	0.01875	0.0	0.03125	0.02104	0.0	0.05819	0.0	0.02747	0.0	0.03637	0.0	0.02657	0.00064	0.02059	0.0	0.0	0.01786	0.0	0.00356	0.00023	0.0	0.0	0.0	0.0	0.0419	0.0	0.00776	0.00502	0.0287	0.0	0.00297	0.01079	0.0	0.00025	0.0	0.0	0.00401	0.0	0.0	0.03852	0.05739	0.0	0.0	0.00232	0.0	0.0	0.00964	0.0	0.03826	0.02628	0.00486	0.00513	0.00866	0.01676	0.01653
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.00788	0.07063	5.37416	0.36875	0.00222	0.65514	0.0131	0.00787	0.00716	2.79421	0.0347	0.0059	2.1292	0.03221	0.22022	0.06721	0.05509	0.34349	0.0	1.20301	0.0015	0.0	0.72906	0.677	5.20039	5.5166	1.27762	0.53367	6.37409	0.00039	0.10329	1.39258	0.17427	1.28115	0.04983	0.00477	0.00612	0.13173	1.07674	0.00253	0.00767	0.0279	0.11015	4.01099	1.15493	0.0	2.40079	0.01828	0.0	4.27651	0.3002	0.43825	1.44653	0.00186	0.03771	0.45767	0.02136	0.52397	1.23598	0.05682	0.28924	0.00234	0.04287	0.34983	0.50072	0.10528	0.03544	0.00016	0.16962	0.19241	0.01784	0.3426	0.00411	1.080138090856103	3.80415	0.00861	0.02977	0.01682	1.69171	2.29839	0.34381	5.853239074719813	0.0	0.0	0.00072	0.0309	5.88891	1.60862	0.70247	0.62311	0.01832	0.0074	0.0803	0.11185	0.05054	0.18942	0.9415	0.0059	3.36252	0.56087	0.55912	0.0	0.0	0.00426	0.0	0.1134	1.46745	0.66366	0.0047	0.03328	0.00123	4.51657	0.0004	0.03385	0.01119	3.613283070741357	0.0	3.84846	3.49346	3.35622	0.10794	0.2908	0.29786	1.25306	0.00419	0.00204	1.68218	0.25015	1.80953	7.86434	1.59689	2.53293	3.54053	2.23937	0.01962	0.32861	0.00098	0.26354	0.0	1.26553	1.60844	3.17488	0.1048	0.01638	0.02749	1.11349	0.66544	0.99527	2.67863	1.66016	4.4443	0.00087	0.44415	0.00902	0.00991	1.39654
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.00439	0.00159	0.04472	0.1267	0.06638	0.00296	0.01078	0.16778	0.03084	0.00045	0.0221	0.00014	0.0	0.11792	0.4612	0.06843	0.0	0.00371	0.00076	0.00549	0.0	0.0	0.0014	0.0	0.86437	0.14948	0.03001	0.0	0.00101	0.0	0.00391	0.07906	0.01077	0.00286	0.0	0.0	0.0	0.0	0.02217	0.00297	0.00619	0.0	0.0	0.09641	0.0	0.0	0.0	0.0	0.00553	0.00644	0.34332	0.0	0.04142	0.00301	0.02051	0.30782	0.00187	0.00353	0.02655	0.00233	0.5443	4e-05	9e-05	0.01942	0.03211	0.0133	0.0	0.0	0.05171	0.0	0.0	0.13389	0.0	0.0199555616751705	0.0	0.00209	0.0	0.01168	0.0048	0.76008	0.02165	0.0427748164443316	0.0	0.0	0.01762	0.06446	0.00825	0.01403	0.01373	0.00543	0.0	0.0	0.08159	0.01285	0.0	0.00016	0.05893	0.0	1.41301	0.00108	0.05339	0.0	0.17207	0.00937	0.01747	0.07047	0.00348	0.09761	0.00479	0.0	0.03232	0.0	0.00107	0.00759	0.0	0.0	0.00078	0.00182	0.00017	0.03242	0.0	0.02786	0.0	0.01346	0.0	0.02313	0.0	0.0196	0.0	0.0	0.04366	0.00151	0.00057	0.03394	0.14237	0.0	0.00635	0.32072	0.0	0.00123	0.00597	0.03374	0.00317	0.00076	0.03804	0.05457	0.0	0.00881	0.0	0.11352	0.0	0.0	0.0101	0.0337	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	0.08611	1.66898	0.25057	1.1191	0.35417	0.09126	0.0209	0.11175	0.03558	0.44092	0.17819	0.00684	0.99261	0.32674	0.13891	0.31738	0.77236	0.29674	0.00254	0.15142	0.24896	0.06421	0.07355	4e-05	0.0	0.0	0.3689	0.074	1.80838	0.46339	0.15389	0.26116	0.30175	0.42253	0.17088	0.13018	1.83914	0.63144	0.00631	0.13728	0.0091	0.00159	0.04908	0.21467	0.01214	0.34511	0.0	0.00054	0.42287	0.36749	0.96876	0.03099	0.03858	1.2453	0.72756	0.38144	0.08726	0.12147	0.96188	0.02653	0.62975	0.22539	0.0	0.05831	0.3359	0.02078	0.00423	0.3951	0.02233	0.13925	0.03853	2.40402	0.0031	0.0	0.20055	0.42657	0.00489	0.03945	0.09076	0.41808	0.30124	0.7537648739248038	0.0	0.31377	0.07325	0.36714	0.16091	0.26302	0.4117	0.18646	0.03757	0.333	0.3585	0.16985	0.5948	0.1134	0.00619	0.03972	0.57583	0.20444	0.32372	0.35527	0.0	0.10923	0.30874	0.73472	0.08799	0.11248	0.83013	0.21707	0.66829	0.0	0.17928	1.93744	0.39941	0.1645644695343084	0.34592	0.18594	1.43401	1.2504	1.05241	0.13634	0.0	0.0	0.01357	0.0648	0.09149	0.69188	0.10731	0.35676	0.05807	0.55546	0.08187	0.0	0.14123	0.00425	0.03149	1.22195	0.02303	0.0	0.20137	0.23357	0.10478	0.27987	0.16797	0.14951	0.0	0.25271	0.0	0.24378	0.00714	0.17103	0.03552	0.23256	0.08617	0.26811
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified	0.0	0.00927	0.00036	0.0	0.0	0.30828	0.0	1.02497	0.01151	0.0	0.40483	4.69116	0.00022	1.12384	0.0	0.03594	0.40216	0.0032	0.0	0.0	1.40912	0.0	0.34941	1.45515	1.08766	0.0	4.24447	0.21356	0.71683	1.42462	0.0	0.0	0.41669	0.00294	0.09853	0.0	0.0	0.24822	0.6596	0.0	2.91216	0.0	0.74229	0.04167	0.00183	0.03426	0.99743	0.0	0.21253	0.0	0.0	0.38404	0.0	0.10182	0.42909	1.3418	0.0	0.0	0.00586	0.11961	0.0	0.0	0.0041	0.73618	0.0	0.00576	0.00011	0.0	0.0	0.0	0.04396	0.13116	0.0	0.0	1.43906	0.58224	0.29309	1.31436	0.01165	0.0	0.0	0.0	0.0	0.77214	0.0	0.56819	0.0	0.0	0.58438	0.39007	0.01355	0.00274	0.0	1.02037	0.00204	0.20641	0.02262	0.00867	0.0	0.0642	0.06511	0.35918	0.0	0.30172	0.26331	1.47181	0.14241	1.0323	0.0458	0.07986	0.0	0.0	0.0	1.23511	9e-05	0.0001612487912639	0.00137	0.0	0.0	0.04738	0.28746	0.0	0.95665	0.80223	0.0	3.66117	0.0	0.4873	0.0	0.16204	0.0	0.00281	0.0	0.0	0.86553	1.38374	0.00509	1.588	0.01962	0.0	0.0	0.0	2.8404	1.0348	0.298	0.0203	0.0	0.15363	0.0	2.03165	0.00348	0.01869	0.0	0.0	0.04254	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	0.08734	0.01774	0.01291	0.0	0.0271	0.01288	0.01301	0.04733	0.0182	0.00463	0.02015	0.04876	0.12213	0.04389	0.0	0.00202	0.01766	0.07591	0.02836	0.06262	0.01504	0.0	0.01391	0.00181	0.00093	0.0	0.0	0.07024	0.00354	0.03335	0.06439	0.00024	0.04486	0.00233	0.00235	0.06036	0.03718	0.0337	0.00062	0.03401	0.03273	0.00515	0.00821	0.00795	0.02758	0.02776	0.0	0.00311	0.00938	0.01419	0.00735	0.00497	0.00289	0.12483	0.00524	0.00915	0.25219	0.01803	0.00162	0.00273	0.0	0.01701	0.15839	0.00804	0.08873	0.04894	0.0	0.04638	0.0	0.0488	0.0155	0.0314	0.00047	0.0	0.09786	0.01087	0.05234	0.05424	0.00914	0.0081	0.0	0.1239539572155824	0.11213	0.01488	0.02697	0.00658	0.00773	0.01096	0.02519	0.02993	0.0604	0.10858	0.0095	0.02327	0.00792	0.03624	0.00701	0.07188	0.00978	0.00177	0.03679	0.00698	0.0	0.00732	0.01674	0.02051	0.03861	0.0	0.01117	0.01453	0.01453	0.32828	0.00224	0.02828	0.00744	0.0096547713769286	0.05027	0.02529	0.06082	0.10692	9e-05	0.02549	0.00797	0.15133	0.01021	0.00423	0.02151	0.0	0.01989	0.03129	0.00049	0.03883	0.02117	0.01131	0.0037	0.05216	0.07368	0.03402	0.13667	0.11253	0.0313	0.01167	0.03286	0.01905	8e-05	0.08157	0.0	0.01184	0.0	0.07017	0.00159	0.01817	0.00153	0.0056	0.01759	0.01247
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified|f__Lentisphaeria_unclassified	0.04445	0.0	0.0196	0.0058	0.00656	0.05679	0.0	0.0374	0.00038	0.00651	0.23261	0.07171	0.0	0.44015	0.0	0.00607	0.02261	0.00757	0.03951	0.14645	0.02108	0.0	0.24172	0.0	0.0	0.0	0.0	0.00018	0.68714	0.12727	0.0	0.0	0.18258	0.0	0.362	0.0	0.00435	0.00484	0.0	0.0	0.0	0.0	0.31468	0.0	0.0	0.0	0.0	0.0	0.01093	0.00129	0.0	0.1772	0.0	0.00338	0.16745	0.29566	0.0006	0.3141	0.0	0.10426	0.0	0.01645	0.0	0.15865	0.0	0.04977	0.0	6e-05	0.0	0.0	0.0	0.00549	0.00043	0.0	0.0	0.0	0.03531	0.13092	0.02045	0.0	0.0	0.0	0.0	0.0	0.0	0.35747	0.00149	0.0	0.13729	0.14367	0.01571	0.0	0.0	0.01226	0.0	0.01177	0.00033	0.0	0.0	0.07857	0.02891	0.05002	0.0	0.0	0.0	0.14546	0.0	0.0	0.0	0.0	0.0099	0.0	0.0	0.16026	0.0	0.0	0.02566	0.44855	0.0	0.0206	0.02518	0.0	0.0	0.01744	0.0	0.0	0.0	0.0293	0.0	0.01153	0.0	0.0	0.72197	0.00067	0.18535	0.07688	0.11745	0.00707	0.0	0.06558	0.00538	0.03093	0.25186	0.12353	0.02953	0.00471	0.0	0.03485	0.0	0.04767	0.0	0.00036	0.00944	0.0	0.02073	0.06995
k__Bacteria|p__Firmicutes|c__CFGB40382|o__OFGB40382|f__FGB40382	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.00804	0.00144	0.0	0.0	0.01827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00469	0.0	0.0	0.0	0.00437	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02726	0.00358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0624	0.0	0.00242	0.0	0.0	0.0	0.00223	0.0	0.00099	0.0	0.0261	0.0	0.03124	0.0	0.00376	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.00527	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01636	0.0	0.0	0.00582	0.07795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01087	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae	0.00092	0.0	0.01251	0.0	0.00013	0.00057	0.00094	0.00038	0.00318	0.00096	0.00238	0.00042	0.0	0.00559	0.0	0.00143	0.00147	0.00859	0.0097	0.01063	0.0	0.0	0.00743	0.0	0.00044	0.00056	0.02506	0.00037	0.00095	0.00533	0.0087	0.0	0.0	0.00012	0.0	0.00225	0.0	0.00609	0.00535	0.00197	0.0142	0.0	0.0	0.0	0.00068	0.0	0.00169	0.01523	0.0	0.00264	0.01053	0.00211	0.00068	0.00358	0.00376	0.0	0.01406	0.00197	0.00052	0.00139	0.0	0.00062	0.01205	0.0	0.00255	0.00525	0.0	0.0	0.00696	0.0	0.0	0.00534	0.0	0.0	0.0	0.00082	0.0002	0.00017	0.0	0.00078	0.00217	0.0209123547311427	0.0	0.00369	0.0	0.0	0.00229	0.00206	0.00867	0.0	0.00465	0.00299	0.03693	0.0018	0.0	0.0	0.0035	0.01046	0.00226	0.00402	0.00067	0.0	0.009	0.0017	0.0	0.00033	0.0	0.01784	0.00127	0.0	0.002	0.0	0.00291	0.00247	0.0	0.0	0.00218	0.0	0.00398	0.00032	0.0	0.00208	0.0039	0.02197	0.00185	0.00012	0.00011	0.0	0.0	0.0004	0.0	0.00159	0.00052	0.0	0.0098	0.0	0.0	0.01077	0.0	0.02288	0.01636	0.0	0.00093	0.00108	0.0	0.0	0.0	0.0	0.0	0.00213	0.01153	0.00194	0.0	0.0	0.03772	0.00562
