clade_name	Sample_S24761_CC_CRC698_FE_DNA_DIA	Sample_S24770_CC_CRC669_FE_DNA_DIA	Sample_S24951_CC_CRC673_FE_DNA_DIA	Sample_S24763_CC_CRC703_FE_DNA_DIA	Sample_S24768_CC_CRC706_FE_DNA_DIA	Sample_S24764_CC_CRC710_FE_DNA_DIA	Sample_S24699_CC_CRC639_FE_DNA_DIA	Sample_S24702_CC_CRC645_FE_DNA_DIA	Sample_S24704_CC_CRC692_FE_DNA_DIA	Sample_S24947_CC_CRC695_FE_DNA_DIA	Sample_S24762_CC_CRC708_FE_DNA_DIA	CC_CRC752_FE_DNA_DIA	CC_CRC759_FE_DNA_DIA	CC_CRC760_FE_DNA_DIA	Sample_S24757_CC_P151_FE_DNA_DIA	Sample_S24938_CC_P155_FE_DNA_DIA	Sample_S24948_CC_P122_FE_DNA_DIA	Sample_S24936_CC_P127_FE_DNA_DIA	Sample_S24748_CC_P130_FE_DNA_DIA	Sample_S24749_CC_P132_FE_DNA_DIA	Sample_S24750_CC_P133_FE_DNA_DIA	Sample_S24751_CC_P134_FE_DNA_DIA	Sample_S24752_CC_P138_FE_DNA_DIA	Sample_S24753_CC_P140_FE_DNA_DIA	Sample_S24754_CC_P143_FE_DNA_DIA	Sample_S24755_CC_P149_FE_DNA_DIA	Sample_S24758_CC_P160_FE_DNA_DIA	Sample_S24694_CC_CRC627_FE_DNA_DIA	Sample_S24695_CC_CRC633_FE_DNA_DIA	Sample_S24696_CC_CRC634_FE_DNA_DIA	Sample_S24697_CC_CRC635_FE_DNA_DIA	Sample_S24698_CC_CRC638_FE_DNA_DIA	Sample_S24700_CC_CRC641_FE_DNA_DIA	Sample_S24701_CC_CRC642_FE_DNA_DIA	Sample_S24703_CC_CRC652_FE_DNA_DIA	Sample_S24766_CC_CRC671_FE_DNA_DIA	Sample_S24767_CC_CRC691_FE_DNA_DIA	Sample_S24705_CC_CRC693_FE_DNA_DIA	Sample_S24765_CC_CRC694_FE_DNA_DIA	CC_CRC757_FE_DNA_DIA	CC_CRC761_FE_DNA_DIA	Sample_S24742_CC_P118_FE_DNA_DIA	Sample_S24743_CC_P119_FE_DNA_DIA	Sample_S24744_CC_P120_FE_DNA_DIA	Sample_S24745_CC_P126_FE_DNA_DIA	Sample_S24746_CC_P128_FE_DNA_DIA	Sample_S24756_CC_P150_FE_DNA_DIA	Sample_S24769_CC_P154_FE_DNA_DIA	Sample_S24939_CC_P158_FE_DNA_DIA	Sample_S24759_CC_P161_FE_DNA_DIA	Sample_S24760_CC_P162_FE_DNA_DIA	Sample_S24940_CC_P163_FE_DNA_DIA	Sample_S24949_CC_P166_FE_DNA_DIA	Sample_S24795_CC_P177_FE_DNA_DIA	CC_P181_DNA_DIA	Sample_S24950_CC_CRC707_FE_DNA_DIA	Sample_S24937_CC_P145_FE_DNA_DIA	Sample_S24717_CC_IK25_FE_DNA_DIA	Sample_S24787_CC_IK64_FE_DNA_DIA	CC_IK105_FE_DNA_DIA	Sample_S24712_CC_IK2_FE_DNA_DIA	Sample_S24711_CC_IK19_FE_DNA_DIA	Sample_S24793_CC_IK73_FE_DNA_DIA	CC_IK86_FE_DNA_DIA	CC_IK106_FE_DNA_DIA	CC_IK107_FE_DNA_DIA	CC_IK108_FE_DNA_DIA	CC_IK110_FE_DNA_DIA	Sample_S24732_CC_IK5_FE_DNA_DIA	Sample_S24781_CC_IK10_FE_DNA_DIA	Sample_S24707_CC_IK13_FE_DNA_DIA	Sample_S24709_CC_IK17_FE_DNA_DIA	Sample_S24714_CC_IK22_FE_DNA_DIA	Sample_S24779_CC_IK27_FE_DNA_DIA	Sample_S24718_CC_IK28_FE_DNA_DIA	CC_IK33_FE_DNA_DIA	Sample_S24726_CC_IK40_FE_DNA_DIA	Sample_S24729_CC_IK45_FE_DNA_DIA	Sample_S24734_CC_IK52_FE_DNA_DIA	Sample_S24804_CC_IK54_FE_DNA_DIA	Sample_S24780_CC_IK55_FE_DNA_DIA	Sample_S24737_CC_IK57_FE_DNA_DIA	Sample_S24788_CC_IK65_FE_DNA_DIA	Sample_S24796_CC_IK67_FE_DNA_DIA	Sample_S24797_CC_IK68_FE_DNA_DIA	Sample_S24792_CC_IK72_FE_DNA_DIA	Sample_S24794_CC_IK75_FE_DNA_DIA	Sample_S25189_CC_IK76_FE_DNA_DIA	Sample_S24801_CC_IK80_FE_DNA_DIA	CC_IK81_FE_DNA_DIA	CC_IK82_FE_DNA_DIA	CC_IK103_FE_DNA_DIA	CC_IK111_FE_DNA_DIA	CC_IK112_FE_DNA_DIA	Sample_S24725_CC_IK4_FE_DNA_DIA	Sample_S24740_CC_IK7_FE_DNA_DIA	Sample_S24708_CC_IK15_FE_DNA_DIA	Sample_S24782_CC_IK30_FE_DNA_DIA	Sample_S24720_CC_IK32_FE_DNA_DIA	Sample_S24785_CC_IK62_FE_DNA_DIA	Sample_S24798_CC_IK69_FE_DNA_DIA	CC_IK93_FE_DNA_DIA	Sample_S24773_CC_IK3_FE_DNA_DIA	Sample_S24741_CC_IK9_FE_DNA_DIA	Sample_S24775_CC_IK34_FE_DNA_DIA	Sample_S24730_CC_IK47_FE_DNA_DIA	Sample_S24733_CC_IK51_FE_DNA_DIA	Sample_S24784_CC_IK61_FE_DNA_DIA	CC_IK89_FE_DNA_DIA	Sample_S25187_CC_IK1_FE_DNA_DIA	Sample_S24715_CC_IK23_FE_DNA_DIA	Sample_S24771_CC_IK26_FE_DNA_DIA	Sample_S24722_CC_IK36_FE_DNA_DIA	Sample_S24723_CC_IK38_FE_DNA_DIA	Sample_S24777_CC_IK42_FE_DNA_DIA	Sample_S24728_CC_IK43_FE_DNA_DIA	Sample_S24803_CC_IK44_FE_DNA_DIA	CC_IK50_FE_DNA_DIA	Sample_S24786_CC_IK63_FE_DNA_DIA	CC_IK92_FE_DNA_DIA	CC_IK96_FE_DNA_DIA	Sample_S24809_CC_IK77_FE_DNA_DIA	Sample_S24747_CC_P129_FE_DNA_DIA	Sample_S24952_CC_P144_FE_DNA_DIA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3614|s__GGB3614_SGB4886|t__SGB4886	0.0	0.0	0.58733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07195	0.0	0.0	0.4442	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.94492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.02228	0.0	0.0	0.0	0.0	0.0	0.0	0.06164	0.05361	0.0	0.0	0.00119	0.0	0.02595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.20429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14013	0.0	0.0	0.0	0.0	0.0	0.02872	0.0	0.0	0.0	0.0	0.06372	0.0	0.1421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00526	0.07628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13469	0.0	0.00086	0.0	0.00876	0.00883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1215|s__GGB1215_SGB1581|t__SGB1581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03591	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.01887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41386	1.24699	0.07379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae_unclassified|s__Peptococcaceae_bacterium|t__SGB4059	0.0	0.0	0.0	0.0	0.01802	0.0	0.0	0.0	0.0	0.0	0.00506	0.00449	0.01102	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01544	0.0	0.0	0.0	0.06171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09824	0.0	0.02742	0.10154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01774	0.0	0.0	0.0	0.0003	0.0	0.0	0.00581	0.0	0.0	0.0	0.01841	0.0	0.89732	0.0	0.0	0.0	0.0	0.00062	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans|t__SGB4078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.00062	0.0	0.0	0.0	0.0	0.00699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14929	0.0	0.02691	0.0	0.00408	0.00281	0.0	0.0	0.0	1.68278	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.00243	0.0	0.0	0.0	0.0	0.08488	0.00227	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02904	0.0	0.0	0.0	0.02959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.01414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13135	0.05087	0.01678	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02649	0.0	0.00492	0.0	0.0	0.0	0.00319	0.0	0.00064	0.73133	0.0	0.0	0.0	0.00198	0.0	0.60886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB1977|t__SGB1977	0.00477	0.0	0.0	0.03985	0.0	0.0	0.0	0.0	0.0	0.0	0.0178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_46|t__SGB47656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01685	0.0	0.0	0.0	0.00602	0.01194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.00116	0.0	0.0	0.07485	0.0	0.01319	0.0	0.0	0.0	0.0	0.04085	0.0	0.0	0.0	0.0	0.0	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_niger|t__SGB4050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.04096	0.14558	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15097|t__SGB15097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02436	0.0	0.0	0.0	0.01821	0.02419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31263	0.0	0.0	0.0	0.0	0.0	0.01017	0.0	0.0	0.0	0.0	0.07671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB48024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00578	0.0	0.0	0.0	0.0061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9729|s__GGB9729_SGB15288|t__SGB15288_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_YY7918|t__SGB14811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Emergencia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01642	0.08391	0.0	0.0	0.0	0.0	0.01359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB4482	0.0	0.00899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.08901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03582	0.0135	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_mucosae	0.0	0.00095	0.0	0.0	0.0	0.22418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.0	0.0	0.11935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01642	0.08391	0.0	0.0	0.0	0.0	0.01359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
