clade_name	SAMN21877043	SAMN21877044	SAMN21877045	SAMN21877046	SAMN21877047	SAMN21877048	SAMN21877049	SAMN21877050	SAMN21877051	SAMN21877052	SAMN21877053	SAMN21877054	SAMN21877055	SAMN21877056	SAMN21877057	SAMN21877058	SAMN21877059	SAMN21877060	SAMN21877061	SAMN21877062	SAMN21877063	SAMN21877064	SAMN21877065	SAMN21877066	SAMN21877067	SAMN21877068	SAMN21877069	SAMN21877070	SAMN21877071	SAMN21877072	SAMN21877073	SAMN21877074	SAMN21877075	SAMN21877076	SAMN21877077	SAMN21877078	SAMN21877079	SAMN21877080	SAMN21877081	SAMN21877082	SAMN21877083	SAMN21877084	SAMN21877085	SAMN21877086	SAMN21877087	SAMN21877088	SAMN21877089	SAMN21877090	SAMN21877091	SAMN21877092	SAMN21877093	SAMN21877094	SAMN21877095	SAMN21877096	SAMN21877097	SAMN21877098	SAMN21877099	SAMN21877100	SAMN21877101	SAMN21877102	SAMN21877103	SAMN21877104	SAMN21877105	SAMN21877106	SAMN21877107	SAMN21877108	SAMN21877109	SAMN21877110	SAMN21877111	SAMN21877112	SAMN21877113	SAMN21877114	SAMN21877115	SAMN21877116	SAMN21877117	SAMN21877118	SAMN21877119	SAMN21877120	SAMN21877121	SAMN21877122	SAMN21877123	SAMN21877124	SAMN21877125	SAMN21877126	SAMN21877127	SAMN21877128	SAMN21877129	SAMN21877130	SAMN21877131	SAMN21877132	SAMN21877133	SAMN21877134	SAMN21877135	SAMN21877136	SAMN21877137	SAMN21877138	SAMN21877139	SAMN21877140	SAMN21877141	SAMN21877142	SAMN21877143	SAMN21877144	SAMN21877145	SAMN21877146	SAMN21877147	SAMN21877148	SAMN21877149	SAMN21877150	SAMN21877151	SAMN21877152	SAMN21877153	SAMN21877154	SAMN21877155	SAMN21877156	SAMN21877157	SAMN21877158	SAMN21877159	SAMN21877160	SAMN21877161	SAMN21877162	SAMN21877163	SAMN21877164	SAMN21877165	SAMN21877166	SAMN21877167	SAMN21877168	SAMN21877169	SAMN21877170	SAMN21877171	SAMN21877172	SAMN21877173	SAMN21877174	SAMN21877175	SAMN21877176	SAMN21877177	SAMN21877178	SAMN21877179	SAMN21877180	SAMN21877181	SAMN21877182	SAMN21877183	SAMN21877184	SAMN21877185	SAMN21877186	SAMN21877187	SAMN21877188	SAMN21877189	SAMN21877190	SAMN21877191	SAMN21877192	SAMN21877193	SAMN21877194	SAMN21877195	SAMN21877196	SAMN21877197	SAMN21877198	SAMN21877199	SAMN21877200	SAMN21877201	SAMN21877202	SAMN21877203	SAMN21877204	SAMN21877205	SAMN21877206	SAMN21877207	SAMN21877208	SAMN21877209	SAMN21877210	SAMN21877211	SAMN21877212	SAMN21877213	SAMN21877214	SAMN21877215	SAMN21877216	SAMN21877217	SAMN21877218	SAMN21877219	SAMN21877220	SAMN21877221	SAMN21877222	SAMN21877223	SAMN21877224	SAMN21877225	SAMN21877226	SAMN21877227	SAMN21877228	SAMN21877229	SAMN21877230	SAMN21877231	SAMN21877232	SAMN21877233	SAMN21877234	SAMN21877235	SAMN21877236	SAMN21877237	SAMN21877238	SAMN21877239	SAMN21877240	SAMN21877241	SAMN21877242
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4121	0.0	0.01218	0.00246	0.00091	0.02012	0.05541	0.02695	0.02204	0.0	0.0	0.00648	0.02757	0.00552	0.04344	0.0	0.04197	0.0	0.04047	0.0	0.00244	0.00154	0.05104	0.00258	0.04743	0.0	0.01624	0.07917	0.01662	0.00912	0.05321	0.01004	0.0	0.0	0.05198	0.0625	0.0	0.0039	0.0	0.00946	0.01715	0.0	0.0	0.01062	0.01331	0.0	0.05313	0.12876	0.00687	0.17734	0.0	0.02589	0.01042	0.01295	0.0	0.01081	0.0	0.00598	0.0	0.08848	0.01776	0.03205	0.0	0.0	0.01306	0.05444	0.15413	0.00712	0.05607	0.08018	0.0	0.03161	0.01602	0.0	0.0	0.05546	0.06424	0.13798	0.0	0.01114	0.01717	0.0	0.02467	0.0	0.02319	0.24534	0.02304	0.0	0.00917	0.00819	0.01209	0.00725	0.02449	0.00462	0.00021	0.0	0.0	0.00636	0.06213	0.0	0.0	0.02329	0.14434	0.0278	0.0	0.02564	0.08348	0.0	0.06858	0.05312	0.01143	0.02257	0.00047	0.00093	0.01496	0.00139	0.0	0.02825	0.0	0.0	0.04191	0.0	0.0275	0.01276	0.02719	0.00221	0.0636	0.00178	0.0	0.0	0.0	0.02499	0.02543	0.01925	0.06721	0.03468	0.0	0.00136	0.02315	0.0212	0.01875	0.0	0.11918	0.0	0.02952	0.32097	0.01626	0.01582	0.00055	0.0	0.01681	0.0	0.08812	0.00056	0.04292	0.00869	0.0	0.0	0.00141	0.0	0.04331	0.0	0.02356	0.02505	0.0	0.00309	0.02014	0.01495	0.03587	0.08609	0.03061	0.0	0.03398	0.0	0.0	0.0	0.00253	0.01466	0.0	0.05523	0.05884	0.04306	0.01997	0.0	0.0	0.02884	0.05701	0.0091	0.0	0.00013	0.0	0.00313	0.01932	0.0	0.02258	0.0	0.08321	0.07366	0.06636	0.01165	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB14951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.02751	0.0	0.0	0.0	0.0	0.08471	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03216	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6276	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.51258	0.18398	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	0.05736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14855	0.0	0.0	0.0015	0.01393	0.0	0.0	0.0	0.0	0.00268	0.04461	0.0	0.0	0.0	0.0	0.18544	0.0	0.0	0.0	0.0	0.14418	3e-05	0.04657	0.0	0.0	0.0	0.0	0.0	0.04907	0.0	0.00404	0.0	0.0	0.16473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28025	0.0	0.0	0.0	0.40062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42523	0.0	0.11466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4246	0.0	0.0698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39026	0.0	0.0	0.0	0.21736	0.0	0.01746	0.0	0.0	0.0	0.0	0.00961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	0.00105	0.00111	0.00071	0.09184	0.00102	7.09103	0.03306	0.00146	0.02157	0.14565	0.0	0.40597	0.06767	0.03035	0.28741	0.03088	0.0	3.99063	0.54511	0.1008	0.0	0.95641	0.0	0.01277	0.98215	0.0	0.0	0.1702	0.0	1.03245	0.36764	0.16703	0.08897	0.16528	8.64075	0.02021	0.09066	0.02369	0.00079	0.06951	0.00022	0.00672	0.00073	0.02282	0.05852	3.15612	0.0448	0.03705	0.00118	0.26773	0.1572	1.59037	0.00179	0.02004	0.00117	0.00203	0.08543	0.26164	10.80121	0.15801	0.00375	0.3562	0.16162	0.0	0.0	0.06165	0.00106	1.94454	0.21841	0.0	0.03611	0.57222	0.36418	0.07785	2.50461	2.14514	0.00473	0.13595	0.22338	0.19648	0.03122	0.20599	0.10549	9e-05	0.0	7e-05	0.19824	0.52423	0.10357	0.0	0.48014	0.0	0.0	0.06285	0.15191	0.00048	0.25628	2.38541	0.0	0.70318	0.00079	0.00061	0.00106	0.03284	0.0013	2.11079	0.00663	0.00017	0.00167	1.34555	0.00037	0.1408	0.00126	0.725	0.0402	0.12779	0.00097	0.06056	0.01647	0.00138	2.68554	0.0	0.0	0.00062	0.09787	0.00026	0.10225	0.42628	0.21845	0.0512	0.0	0.0	0.0	0.0	0.0	4.08698	0.0	1.09847	0.0	0.0	0.0	1.99882	0.0	4.31274	0.00519	0.00067	0.09931	0.00178	0.0259	0.00155	0.36331	0.00082	0.00149	0.5923	0.23372	0.08059	0.42067	0.00034	0.06582	0.00021	0.00904	0.3151	0.00139	0.24433	0.00168	6e-05	0.79095	0.01101	0.00071	0.27947	0.12251	0.00159	2.48103	0.00077	0.00056	0.0	0.0757	0.10744	0.07186	0.00312	1.20018	0.00097	0.04536	0.36887	1.42618	0.0003	0.00048	0.19331	0.02395	0.00093	0.26748	0.00516	0.00896	0.08587	2.52991	0.00051	0.27985	9e-05	0.0	0.016
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.0	0.0	0.0	0.0	0.0	0.0905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43743	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.00686	0.0	0.0	0.0	0.0	0.27533	0.0	0.0	0.0	0.0	0.0	0.07742	0.0	0.0	0.0	0.0	0.00827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01237	0.0	0.0	0.0	0.0	0.0	0.62418	0.0	0.0	0.0	0.0	0.04808	0.0	0.02891	0.0	0.0	0.0	0.02485	0.0	0.01982	0.0	0.19253	0.0	0.0	0.0	0.0	0.00094	0.0	0.17272	0.76592	0.0	0.0	0.0	0.00216	0.0	0.0	1.06312	0.0	0.0	0.0	0.06049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.00117	1.35949	0.02278	0.05084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02241	0.0	0.0	0.0	0.0	0.0	0.04706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF20_17LB	0.0	0.02963	0.0	0.44692	0.0	0.0047	0.01193	0.0	0.02174	0.02452	0.06208	0.00592	0.0	0.0	0.02428	0.0	0.0	0.2197	0.0	0.01948	0.0	0.0	0.0	0.0	0.36797	0.0	0.0	0.08647	0.0	0.0	0.0	0.05215	0.0	0.03567	0.0	0.00362	0.15762	0.07295	0.40246	0.0	0.04425	0.0	0.0	0.10584	0.05753	0.0	0.0	0.0	0.0	0.0	0.02224	0.0376	0.0	0.01015	0.0	0.00086	0.14686	0.29193	0.01567	0.15143	0.03118	0.00624	0.06693	0.0	0.0	0.04037	0.0	0.28147	0.0	0.0	0.0	0.27893	0.0	0.0175	0.0422	0.00396	0.0	0.05175	0.00732	0.03034	0.08355	0.07477	0.37743	0.0	0.0	0.04512	0.05133	0.25657	0.13965	0.0	0.01237	0.0	0.17394	0.0	0.02641	0.03311	0.14511	0.00068	0.31405	0.08883	0.07674	0.0	0.0	0.02513	0.0	0.0	0.0	0.02967	0.0	0.01877	0.22636	0.00157	0.0	0.0	0.0	0.00064	0.0	0.59043	0.0	0.0	0.00836	0.0	0.03929	0.0	0.43329	0.0	0.03645	0.0	0.74732	0.03237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53466	0.16765	0.0	0.0	0.0	0.0	0.08275	0.0	0.0	0.0	0.0	0.00881	0.0	0.16677	0.0	0.0	0.00638	0.0287	0.03726	0.18456	0.0	1.24613	0.00474	0.02481	0.03727	0.0	0.0	0.23493	0.0	0.0	0.00145	0.0	0.28655	0.10458	0.0	0.00688	0.10738	0.0	0.0	0.2306	0.04647	0.00527	0.0	0.0	0.0	0.01071	0.04286	0.0	0.0	0.0	0.24461	0.12474	0.0031	0.16768	0.00831	0.00436	0.0	0.21299	0.01156	0.0	0.0	0.0	0.03767
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	0.00802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20898	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07323	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00691	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3570|s__GGB3570_SGB4777	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.00768	0.0	0.0	0.00052	0.0	0.00393	0.0	0.01125	0.0	0.00776	0.00441	0.00488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.01406	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	8e-05	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.0	0.0	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00923	0.0	0.01285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.00336	0.0	0.0	0.01749	0.00176	0.00023	0.00313	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.01626	0.00032	0.0	0.0	0.0	0.00598	0.0	0.0	0.0	0.0	0.00093	0.00165	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_unclassified_SGB14341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.00444	0.00046	0.0	0.00962	0.0	0.0	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.00541	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02452	0.01392	0.02914	0.0	0.0	0.00358	0.03145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0036	0.0	0.0	0.0	0.0	0.00874	0.0	0.0	0.0	0.0	0.0	0.00189	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02227	0.0015	0.0	0.00844	0.0	0.0	0.0	0.00409	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.56647	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.00012	0.36242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	1.07276	0.0	0.0	0.30027	0.0	0.0	0.0	0.0	2.69832	0.0	0.0	0.0	0.0	0.0	0.30077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06466	0.0	0.0	0.0	0.0	0.04849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69364	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.0	0.22661	0.0	0.33841	0.0	0.0	0.10352	0.30292	0.18312	0.05687	0.0	0.0143	0.16161	0.0	0.0013	0.0	0.0	0.31651	0.05862	0.04464	0.0	0.28572	0.03066	0.57825	2.83694	0.0	0.0	0.0126	0.02455	0.35134	1.26606	0.12528	0.0013	0.27819	0.04651	0.01949	0.0	0.33769	0.16533	0.00013	0.0	0.00357	0.0	0.26124	0.16771	0.00405	0.0	0.46768	0.00277	0.71557	0.0	0.86054	0.33474	0.15592	0.0	0.00404	0.04011	0.19355	0.0	0.04918	0.0	0.00407	0.00958	0.06203	0.0016	0.03426	0.0	0.03756	0.0	0.02165	0.10521	0.01091	0.20383	0.08902	0.17297	0.01039	0.00528	0.01548	0.00899	0.0	0.04114	0.05032	0.0	0.0	0.01687	0.01025	0.01101	0.05684	0.12836	0.0	0.2816	0.00405	0.0	0.0911	0.00598	0.0	0.12365	0.26495	0.00125	0.32454	0.02053	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.02491	2.06415	0.13053	0.0	0.0	1.35482	0.04726	0.0	0.01297	0.0	0.0	0.03568	0.1679	0.0	0.0	0.22767	0.12536	0.01119	0.28146	0.02732	0.01957	0.0	0.0	0.0	0.06013	0.0	0.0	0.0	0.38755	0.0	0.0	0.0	0.09098	0.0	0.03652	0.0	0.0	0.00186	0.0	0.00276	0.0	0.35264	0.0	0.0	0.07586	0.04292	0.03121	0.07792	0.0	0.02729	0.01956	0.01283	0.14037	0.00014	0.0	1.83071	0.00409	0.07241	0.00028	1.42081	0.0564	0.0126	0.1947	0.13392	0.0	4e-05	0.02253	0.18765	0.0382	0.00876	0.05449	2e-05	0.28111	0.03724	0.12016	0.03688	0.0	0.0	0.0	0.11555	0.0	0.3132	0.01265	0.11619	0.14338	0.14673	0.00911	0.93868	0.0	0.0	0.00866
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.0	0.0	0.0	0.0	0.0	0.0	0.12677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04781	0.0	0.0	0.0	0.0	0.07169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20572	0.14696	0.0	0.0	0.0	0.0	0.0	0.01048	0.0	0.0	0.0	0.0	0.0	0.73987	0.0	0.0	0.24509	0.0	0.0	0.2794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20558	0.1721	0.15969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39799	0.0	0.0	0.0	0.0	0.31666	0.02608	0.0	0.0	0.0	0.0	0.0	0.15906	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.12476	0.0	0.0	0.0	0.0	0.0	0.0	1.01674	0.0	0.04635
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.0	0.46886	0.0	0.0	0.0002	0.00053	0.00624	2.19224	0.0	0.03777	0.0	2.61965	0.0	0.0	0.0	0.0	0.0	0.37464	0.0	0.0	0.0	0.1843	0.0	0.0	0.0	0.0	0.0	0.0041	0.0	0.0	0.0	0.00851	0.0	0.09419	0.0	0.01248	0.02747	0.0	0.2492	0.00021	0.0	0.01535	0.0	0.02002	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.61204	0.0	0.03802	0.0	0.01293	0.0	0.11762	0.0	0.0	0.0	0.02307	0.0	0.0	0.0	0.0	0.0	0.22314	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.02385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49415	0.0	0.0	0.0	0.0	0.0	0.07956	0.0	0.0	0.0	0.0	0.0	0.00029	0.04367	0.0	0.03266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04722	0.6584	0.0	0.0	0.0	0.0	0.02305	0.04542	0.0	0.0	0.0	0.0	0.05052	0.0	0.28878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01781	0.0	0.0	0.0	0.0	0.25872	0.02021	1.16773	0.0	0.28609	0.0	0.0	0.0	0.00058	0.00025	0.0	0.00062	0.64781	0.07486	0.0	0.0	0.02555	4e-05	0.01059	0.0003	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0069	0.00484	0.03743	0.05606	0.01392	0.04567	0.0	1.00026	0.00718	0.0	0.0	0.00721	0.03543
