clade_name	SAMN21877043	SAMN21877044	SAMN21877045	SAMN21877046	SAMN21877047	SAMN21877048	SAMN21877049	SAMN21877050	SAMN21877051	SAMN21877052	SAMN21877053	SAMN21877054	SAMN21877055	SAMN21877056	SAMN21877057	SAMN21877058	SAMN21877059	SAMN21877060	SAMN21877061	SAMN21877062	SAMN21877063	SAMN21877064	SAMN21877065	SAMN21877066	SAMN21877067	SAMN21877068	SAMN21877069	SAMN21877070	SAMN21877071	SAMN21877072	SAMN21877073	SAMN21877074	SAMN21877075	SAMN21877076	SAMN21877077	SAMN21877078	SAMN21877079	SAMN21877080	SAMN21877081	SAMN21877082	SAMN21877083	SAMN21877084	SAMN21877085	SAMN21877086	SAMN21877087	SAMN21877088	SAMN21877089	SAMN21877090	SAMN21877091	SAMN21877092	SAMN21877093	SAMN21877094	SAMN21877095	SAMN21877096	SAMN21877097	SAMN21877098	SAMN21877099	SAMN21877100	SAMN21877101	SAMN21877102	SAMN21877103	SAMN21877104	SAMN21877105	SAMN21877106	SAMN21877107	SAMN21877108	SAMN21877109	SAMN21877110	SAMN21877111	SAMN21877112	SAMN21877113	SAMN21877114	SAMN21877115	SAMN21877116	SAMN21877117	SAMN21877118	SAMN21877119	SAMN21877120	SAMN21877121	SAMN21877122	SAMN21877123	SAMN21877124	SAMN21877125	SAMN21877126	SAMN21877127	SAMN21877128	SAMN21877129	SAMN21877130	SAMN21877131	SAMN21877132	SAMN21877133	SAMN21877134	SAMN21877135	SAMN21877136	SAMN21877137	SAMN21877138	SAMN21877139	SAMN21877140	SAMN21877141	SAMN21877142	SAMN21877143	SAMN21877144	SAMN21877145	SAMN21877146	SAMN21877147	SAMN21877148	SAMN21877149	SAMN21877150	SAMN21877151	SAMN21877152	SAMN21877153	SAMN21877154	SAMN21877155	SAMN21877156	SAMN21877157	SAMN21877158	SAMN21877159	SAMN21877160	SAMN21877161	SAMN21877162	SAMN21877163	SAMN21877164	SAMN21877165	SAMN21877166	SAMN21877167	SAMN21877168	SAMN21877169	SAMN21877170	SAMN21877171	SAMN21877172	SAMN21877173	SAMN21877174	SAMN21877175	SAMN21877176	SAMN21877177	SAMN21877178	SAMN21877179	SAMN21877180	SAMN21877181	SAMN21877182	SAMN21877183	SAMN21877184	SAMN21877185	SAMN21877186	SAMN21877187	SAMN21877188	SAMN21877189	SAMN21877190	SAMN21877191	SAMN21877192	SAMN21877193	SAMN21877194	SAMN21877195	SAMN21877196	SAMN21877197	SAMN21877198	SAMN21877199	SAMN21877200	SAMN21877201	SAMN21877202	SAMN21877203	SAMN21877204	SAMN21877205	SAMN21877206	SAMN21877207	SAMN21877208	SAMN21877209	SAMN21877210	SAMN21877211	SAMN21877212	SAMN21877213	SAMN21877214	SAMN21877215	SAMN21877216	SAMN21877217	SAMN21877218	SAMN21877219	SAMN21877220	SAMN21877221	SAMN21877222	SAMN21877223	SAMN21877224	SAMN21877225	SAMN21877226	SAMN21877227	SAMN21877228	SAMN21877229	SAMN21877230	SAMN21877231	SAMN21877232	SAMN21877233	SAMN21877234	SAMN21877235	SAMN21877236	SAMN21877237	SAMN21877238	SAMN21877239	SAMN21877240	SAMN21877241	SAMN21877242
k__Bacteria|p__Candidatus_Saccharibacteria	0.0	0.00167	0.05505	0.01045	0.03472	0.0	0.00776	0.003	0.00631	0.00146	0.02003	0.00051	0.00046	0.09349	0.02272	0.0	0.24469	0.00766	0.00915	0.0	0.03482	0.00237	0.00324	0.01963	0.0	0.02478	0.01877	0.00236	0.01885	0.011	0.00367	0.00038	0.01639	0.06458	0.0299	0.00109	0.02326	0.0	0.01179	0.00261	0.00789	0.00242	0.02773	0.07199	0.01256	0.00712	0.01786	0.00297	0.03187	0.03807	0.00825	0.00773	0.02905	0.00596	0.00092	0.00067	0.0	0.00975	0.00791	0.00027	0.00375	0.00203	3e-05	0.01422	0.02458	0.00312	0.01707	0.00634	0.01577	0.00977	0.00306	0.00891	0.02041	0.0	0.0066	0.01396	0.011	0.00357	0.0	0.00849	0.0	0.0152	0.0099	0.07396	0.01503	0.00204	0.00528	0.02703	0.00683	0.02907	0.0	0.00569	0.00591	0.01338	0.00539	0.0	0.00168	0.01067	0.02208	0.00604	0.0048	0.01138	0.00579	0.25296	0.0	0.00942	0.0	0.0376	0.03659	0.06821	0.00105	0.00391	0.0172	0.0	0.00515	0.0121	0.00721	0.0	0.00251	0.1301	0.0088	0.00236	0.00064	0.00217	0.01117	0.01309	0.00853	0.0	0.0492	0.00899	0.00354	0.00804	0.00777	0.0009	0.00409	0.02349	0.0068	0.0	0.01073	0.00287	2.00575	4e-05	0.01927	0.00892	0.31428	0.03671	0.00048	0.00234	0.01531	0.01069	0.0	0.11865	0.00441	0.00734	0.01597	0.0	0.00436	0.01105	0.00056	0.0	0.00156	0.00141	0.08334	0.001	0.00523	0.01215	0.04993	0.04471	0.00763	0.0128	0.0	0.0	0.00791	0.04349	0.00329	0.0185	0.01017	0.0044	0.01229	0.00585	0.03835	0.03312	0.00419	0.0	0.02666	0.02708	0.00315	0.01833	0.00058	0.00843	0.00401	0.00959	0.00069	0.00124	0.0	0.01155	0.0002	0.08224	0.00261	0.00826
k__Bacteria|p__Firmicutes|c__Clostridia	21.50892	60.54082	8.64309	9.18853	7.86821	28.06151	18.36957	40.39252	57.73202	21.98653	12.02817	23.82562	24.97414	64.71518	20.44163	20.42842	0.31823	57.5482	28.0363	13.32507	35.51676	51.88866	20.24935	14.47409	50.76538	28.40634	37.52881	31.83255	15.69548	46.68648	41.67116	19.36467	6.83394	57.00387	63.19181	37.81134	6.13554	58.60012	35.01236	24.23985	10.22602	7.91585	4.32738	32.84388	43.12663	36.93199	10.06767	43.57337	52.76571	82.26661	47.97212	40.71042	49.649702521202215	24.45893	9.04399	7.47396	23.44153	44.84261	48.83591	31.13306	10.25915	21.37249	19.95815	37.70691	26.26624	16.1367	14.32386	53.01014	19.11414	16.27514	38.28997	43.12952	33.25853	12.55827	66.68849	34.39609	17.75038	23.19287	12.78136	6.43647	18.41029	39.23956	48.8939	62.51424	43.06828	41.18965	8.041882455427062	60.0154	30.5285	7.10045	41.70787	17.30339	2.26266	38.88489	24.25098	6.47281	25.00755	72.06191	72.88327	37.5068	22.30833	59.73959	11.92515	54.24533	27.93021	35.86501	23.34986	32.3739	15.07598	49.87808	23.51247	49.17704	14.799450150021828	27.11363	55.55142	46.99453	11.7777	22.25719	0.60349	4.1074	51.31232	18.08646	20.36239	7.00125	8.93764	32.32236	40.87668	42.59835	52.86522	35.27951	6.07474	5.81652	34.32785	13.24406	2.01786	30.78736	8.56234	31.78487	45.67198	12.72164	2.3906	31.96816	15.6263	28.59821	65.27349	47.59751	8.25171	4.37663	22.05036	13.16543	56.24718	10.09642	36.57995	22.69337	9.42205	20.55919	45.263	7.45041	27.08707	27.38116	42.86641	38.90882	9.12283	19.05768	60.99858	10.43947705223065	47.58827	20.69314	20.98258	41.8594	20.70337	25.60415	55.99286	28.05966	5.52924	13.34491	30.09525	56.78754	37.31172	33.21781	52.13402	46.03469458685211	32.38486	15.11139	24.33161	6.34153	14.76928	17.99285	16.77924	48.46392	23.83462	12.56497	39.53993	19.84215	54.02884	17.53023	47.7154	20.44526	5.86552	10.2029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	71.12667	34.35194	85.19979	83.22076	91.58367	48.9227	70.66093	56.82505	30.09717	74.02446	85.16098	69.38485	68.76936	21.48079	59.24779	69.43765	0.34971	30.21182	66.75722	83.77009	62.05827	39.41075	70.82575	83.62194	40.53913	55.72313	50.58826	65.16345	78.89732	48.7036	53.12872	76.13176	2.75782	31.72057	33.80737	49.0524	92.71534	33.29581	61.2808	63.77164	83.09433	88.92171	93.69704	47.38145	49.12354	54.97695	20.47601	47.52806	37.02295	8.31766	46.78358	44.21904	45.14812518088415	67.28129	86.62251	83.48132	74.1021	48.98515	33.24001	63.00074	87.73656	71.75505	77.01817	51.12278	50.02501	35.73644	81.80577	41.52381	63.83611	75.39294	55.75576	48.52129	58.49809	85.54291	27.0575	59.30462	39.17755	72.46421	69.70496	81.33614	77.88625	52.80588	44.35248	1.1211	44.66124	54.34317	91.3243313219298	32.38123	62.96727	87.16663	54.15992	78.21292	86.50761	56.37137	71.47807	90.03876	70.57792	20.90094	11.01279	48.28817	68.75918	35.26402	76.38967	28.13274	46.45997	35.07383	52.6665	36.0249	36.04645	36.13691	74.14458	40.14005	74.689419700311	67.92919	31.32209	46.64521	59.98694	67.2434	74.80722	1.33245	42.74443	69.73934	76.05119	87.22349	82.9975	57.83319	53.96948	48.31689	23.57883	57.12964	82.29465	84.31456	37.33822	79.66587	95.22896	55.68948	85.6337	53.10526	43.53901	72.86057	14.9571	55.94492	78.76837	54.63209	11.11457	6.72094	24.81233	63.42965	70.39284	38.37085	37.11537	61.9164	56.66009	73.30819	87.57431	74.81418	48.38515	88.58672	62.02966	63.03316	51.78402	40.80775	79.99363	75.49638	33.22709	78.31355036820257	40.62714	54.1329	75.64611	47.00648	77.32291	55.91527	36.34946	55.05631	70.22814	82.51383	65.02509	34.6052	48.76143	59.90116	43.20046	47.73764550427439	57.4761	78.54221	68.34165	85.26146	76.65166	72.1192	76.42233	44.40468	73.0593	67.93469	52.48832	77.0244	38.97942	72.81031	44.16729	71.72207	89.0433	81.60541
k__Bacteria|p__Firmicutes|c__Bacilli	0.08827	0.06276	0.22088	0.05477	0.05328	1.5195	0.10416	0.0003	0.14543	0.06174	0.01751	0.02955	0.53019	1.97404	0.05469	0.49657	5.47048	0.80937	0.08303	0.03898	0.14618	0.13206	0.11303	0.48247	1.60436	0.05635	0.54485	0.02171	0.03871	0.14273	0.39005	0.09892	0.98812	0.38961	0.19272	0.04272	0.11213	0.95235	0.28032	0.2404	0.04538	0.00087	0.0104	0.03962	0.18596	0.08905	0.03603	0.84442	0.12249	0.12344	0.02666	0.01962	0.0644420449717408	0.30993	0.02535	0.04177	0.00618	0.05786	0.23913	0.09501	0.01895	0.15608	0.03655	0.21526	0.04848	0.08053	0.02595	0.20286	0.06893	0.03116	0.02064	0.02866	0.22284	0.03274	0.18521	0.09736	0.02928	0.01957	0.07017	0.03483	0.02778	0.6916	0.10517	4.70626	0.14585	0.02575	0.0723768217215933	0.20468	0.21715	0.06022	0.01068	0.11339	0.06838	0.1077	0.81092	0.00605	0.19314	0.08048	0.89126	0.19866	0.02825	0.11976	0.11421	1.12712	1.4966	0.98136	8.77052	0.79839	13.69567	0.05384	0.01158	1.56808	0.3317014427063113	0.0828	0.05911	0.4299	0.06292	0.51616	6.06528	37.46309	0.62902	0.0245	0.0	0.00947	0.03656	0.06573	0.16267	0.00364	0.3975	0.16747	0.11683	1.85383	0.08554	0.11576	0.00694	0.03994	0.04271	0.06886	0.01043	0.03207	58.41205	0.03352	0.09398	1.63041	4.11469	27.86168	0.07957	0.51836	0.03834	0.32562	2.05221	1.51131	0.0558	0.11705	0.00559	0.01472	0.11125	0.03058	0.26929	0.0002	0.05722	1.44337	0.08985	0.06488	0.71618	0.0162969734749499	0.67299	0.35725	0.029	0.21241	0.03127	0.65662	0.25119	0.8815	0.21855	0.02664	0.08608	1.35131	0.01934	0.01414	0.27206	0.0619061546039626	0.0687	0.12605	0.07402	0.03045	0.32189	0.38983	0.0998	0.06181	0.01228	0.03174	0.10468	0.04585	0.0053	0.03997	0.07968	0.03474	0.03156	0.06607
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.46971	0.07765	0.08674	0.43332	0.09244	3.84448	0.00787	0.01047	0.00435	0.00102	0.13865	0.00254	0.03034	2.77956	0.35343	0.34245	1.38264	1.44735	0.0529	0.02966	0.49003	2.03717	0.64041	0.19649	0.18567	0.05692	0.1374	0.24726	0.15061	0.6475	0.36386	0.00793	0.10548	0.74742	0.02333	0.3394	0.0361	0.00606	0.19211	0.42865	0.04917	0.01646	0.0204	0.14428	1.83408	2.94867	0.01601	0.06252	4.19333	4.11557	0.34373	0.01954	0.2624561683250214	0.04249	0.10728	0.04272	0.02087	0.01475	2.71333	0.61575	0.01269	0.01879	0.06295	0.28283	0.05226	0.05098	0.02294	0.12122	0.0162	0.04176	0.01425	0.0356	0.15029	0.01887	0.16233	0.7779	0.00947	0.06917	0.12906	0.13756	0.00063	1.11701	0.25179	0.64019	1.53558	0.69559	0.0375376392075124	0.38142	0.08682	0.18374	0.2161	0.04809	0.03487	0.06364	0.02084	0.00484	0.00159	0.00848	7.08832	0.6785	0.01943	0.98811	0.12929	5.63156	9.76286	14.00639	0.10096	5.92467	20.397	6.44659	0.02248	0.34174	1.0570798323286033	0.00109	0.92215	0.0576	0.00702	0.01897	0.00838	9.81819	0.12156	0.34999	0.12558	0.00613	0.29936	0.13245	1.24645	0.0397	0.27025	1.08365	0.01556	0.87775	0.0962	3.74208	0.00906	0.16723	0.00644	2.7812	0.44101	0.38542	18.53767	1.44656	0.90906	1.24504	8.96891	1.05326	0.0081	0.11045	0.03985	0.02523	0.01652	1.359	0.05361	0.02335	0.02475	0.03864	0.95902	0.01733	0.20137	0.08157	0.0697	0.06911	0.06586	0.0	0.10686	0.2363411303696852	0.67814	0.23441	0.45582	0.62415	0.02614	1.3243	0.54747	0.13722	5.09682	0.01292	0.09328	0.35409	0.11735	0.45265	0.05578	0.286593190788834	1.25055	0.06035	1.57432	1.02107	0.02467	0.12759	0.00481	1.0441	0.00269	0.22137	0.09948	0.00115	0.3514	0.1185	0.49801	0.8483	0.02296	0.01983
k__Bacteria|p__Firmicutes|c__CFGB1340	0.00022	0.08956	0.0	0.3902	0.00017	0.37269	0.00048	0.00011	0.85685	0.0	0.0	0.0	0.36796	0.0	0.0	0.0	0.0	0.09447	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.00172	0.00147	0.06783	0.77826	0.00174	0.00096	0.00132	0.0015	0.00152	0.0017	0.00072	0.04814	0.11351	0.0015	1.85662	0.86489	0.00118	0.002	1.53685	0.00245	0.00229	0.0	0.0001	0.1355347286386874	0.0	0.0	0.0	0.03606	0.1224	0.00016	0.0	0.01504	0.60228	0.0	0.0	0.0	0.0	0.00182	0.96672	0.0	0.0	0.00088	0.22274	1.29207	0.02147	0.00092	0.0	0.0	0.51662	0.06847	0.0	0.00596	0.0	0.84786	0.0	0.80111	0.14225	0.0	0.0	0.43423	0.0	0.0	0.0	0.0	0.00105	0.0683	0.00113	0.00129	1.88511	0.0015	0.00206	0.0	0.00014	0.0	0.0	0.0	2e-05	0.0	0.0	0.00034	1.41618	0.00396	0.00181	0.0029824011129998	0.00403	0.0	0.32792	0.00012	0.00129	0.00477	0.0004	0.00048	0.025	0.00026	0.00041	0.32426	0.0	0.0	0.00017	2.13279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.00098	0.00025	0.00112	0.00058	0.0349	0.0	0.01008	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.21571	1.01623	0.3586	0.00091	0.00013	0.0003	0.39708	0.0004501926374295	0.00053	0.00055	0.00038	0.06921	0.21064	0.00034	1.75027	0.57075	0.0	0.00036	0.00041	0.02444	0.00045	0.00145	0.00061	0.1653531314204976	0.00065	0.00039	0.00021	0.0002	0.00059	0.00083	1.34833	0.10958	0.00034	0.00078	0.0	0.00034	0.86378	0.00067	0.0	0.0	0.0	0.00211
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.00843	0.04486	0.00427	0.1851	0.0	0.0	0.1151	0.02169	0.12553	0.01617	0.00581	0.02794	0.05677	0.85623	0.10562	0.13012	0.1157	0.42271	0.05053	0.06242	0.09734	1.33861	0.02158	0.0077	0.08843	0.14636	0.35976	0.00722	0.10128	0.01899	0.26056	0.01955	1.98069	0.19434	1.11753	0.11162	0.00103	0.09596	0.01701	0.71981	0.29801	0.08382	0.02359	0.16399	0.02575	0.14694	0.03485	0.0933	0.04804	0.45062	0.06073	0.02881	0.0095793603224522	0.03262	0.02152	0.03824	0.01791	0.2056	0.95316	0.01504	0.02286	0.0814	0.00812	0.13412	0.0886	0.04958	0.03045	0.39451	0.14439	0.02031	0.07264	0.06047	0.03808	0.00183	0.01558	0.30172	0.08753	0.08193	0.06787	0.02329	0.01319	0.23549	0.2237	0.04263	0.52233	0.0367	0.0115160902753138	0.03575	0.02435	0.00301	0.06933	0.02096	0.01162	0.05073	0.01164	0.00327	0.00573	0.06738	0.44368	0.47009	0.33476	0.16965	0.22892	1.76617	0.38461	3.40729	0.21046	14.8103	0.12401	1.41433	0.00434	0.0892	0.0179951634723572	0.01513	0.7119	0.36747	0.32371	0.16271	0.00162	0.09622	0.24897	0.33851	0.01772	0.02587	0.10558	0.11853	0.04703	0.7227	0.19677	0.09312	0.01315	0.24458	0.26171	0.14622	0.00397	0.0359	0.07528	0.49971	0.07859	0.15166	0.46155	0.19054	0.02801	0.1177	8.06964	16.45442	0.24347	0.02126	0.1055	0.08861	0.05685	0.40929	0.11966	0.02414	0.03001	0.07751	0.06051	0.0009	0.07576	0.0827	0.6141	0.1574	0.72011	0.03584	0.05304	0.0245805180036537	0.50668	0.03849	0.01564	0.04598	0.00507	1.26377	0.20318	0.428	0.16188	0.00064	0.04837	0.11342	0.43921	0.35153	0.0673	0.0086180496594098	0.05453	0.01657	0.04921	0.56079	0.15916	0.02151	0.04792	0.20727	0.00904	0.18303	0.14451	0.06466	0.38418	0.56915	0.18267	0.08755	0.01709	0.0084
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00253	0.00243	0.00182	0.00306	0.00244	0.00238	0.00257	0.00256	0.00601	0.0	0.0	0.02002	0.00311	1.21544	0.0	0.0	0.0	2.25984	0.0	0.0	0.0	0.0	0.0	0.0	0.21974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.05388	0.03284	0.45458	0.0	0.0	0.05314	0.0	0.0	0.0	0.0	0.08346	0.0	0.0	0.0	0.0001627067570692	0.03302	0.0	0.0	0.0	0.00139	0.13896	0.0	0.0	0.0	0.17196	0.00095	0.0	0.00036	1.70146	0.0	0.00051	0.0	0.16827	0.06251	0.11279	0.0	0.0	0.01093	0.16848	0.0	0.00439	0.00343	0.00714	0.00124	0.0	0.0	0.00271	0.0	0.0	0.82392	0.03241	0.0	0.39262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07945	0.0	0.00111	0.33697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.00358	0.0	0.00078	4.75312	0.34263	2.0666	0.21382	0.02971	0.00446	0.00822	0.00276	0.00358	0.00355	0.00409	3.69984	0.06139	0.00187	0.00701	0.0	0.0	0.18166	0.0	0.0	0.0	0.0	0.0	0.0	4.10586	0.0	0.0	0.0	0.0	4e-05	0.0	0.00026	0.33039	0.00831	0.00378	27.74769	0.19846	0.66586	0.43292	0.32804	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.00019	0.00177	0.18824	0.0008403595898685	3.66322	0.0	0.00121	0.03648	6e-05	4.784	0.00111	0.0	0.0004	0.00024	0.00053	0.02211	0.00081	0.00233	0.0006	0.0016810766668178	0.26424	0.85885	0.07582	0.0	0.00018	0.0	0.00152	2.93839	0.00064	0.00039	2.56217	0.00035	0.00027	2.03126	0.04446	0.0	0.0	0.00472
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07045	0.0	0.0	0.04902	0.0	0.0	0.0	0.07606	0.0	0.17637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.2029	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0377	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.00288	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	0.74756	1.74717	1.21448	0.36673	0.02083	9.48661	2.33391	0.79024	1.74704	2.70926	1.23963	4.55602	2.26329	1.73822	12.07298	4.36786	0.43608	4.68664	1.56238	1.40084	1.30576	2.22836	2.57393	0.22498	1.06001	0.56209	8.20747	0.90263	0.07529	1.99874	1.25182	1.1118	0.05277	3.16843	0.02382	5.41252	0.54547	2.7681	1.26627	7.3547	1.91842	1.80095	0.68712	16.27429	1.45224	4.03516	6.07913	4.05489	2.51883	2.76215	1.13275	1.70041	4.310956205239116	1.77775	2.33654	2.83406	1.40138	1.10359	2.73922	1.87084	0.05634	1.82483	2.13191	7.03166	16.36381	1.44592	1.17166	1.47321	10.55163	2.4862	2.16209	1.15315	1.98724	0.85579	3.00132	1.98602	7.64491	1.5251	9.52642	6.74785	1.0622	2.17692	1.14971	0.12846	6.06202	0.69685	0.4252827937473248	3.30657	2.91062	1.16082	1.30541	3.49008	4.94056	1.0068	1.35951	1.88673	2.07543	2.7596	6.06735	11.50001	4.24852	0.28083	1.57567	1.10159	0.39362	4.99998	1.23531	0.14924	9.09976	1.29871	1.16144	4.37475	4.1865052596558	3.63895	0.971	1.86436	10.51923	2.40718	3.12674	3.008	2.25001	4.36879	0.88138	2.12825	0.51652	2.75941	1.078	5.51472	18.4343	2.26157	0.37153	2.71272	15.4068	1.67489	0.07685	6.79373	1.16368	2.61964	2.26036	10.34348	1.54071	2.93373	1.65909	11.48363	0.19263	0.03298	0.06388	0.30227	3.48016	16.87936	2.52871	1.04185	3.12083	2.01156	1.46366	0.52967	0.97647	0.30093	2.48627	2.41569	2.45895	14.55654	4.79726	1.87375	1.53179	4.07756478997363	0.97557	11.88065	0.70804	5.3361	0.55636	1.56521	1.55768	4.71821	16.99339	1.93718	1.93198	4.10082	2.23809	1.36699	0.84844	5.22288241051001	1.87397	4.12804	3.76163	1.92145	1.27693	5.23384	2.16364	0.99081	2.01565	11.36632	2.64791	2.43764	3.63063	3.4889	2.82115	1.01974	3.49587	3.20186
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.45357	0.05139	0.26461	0.15487	0.23267	0.84585	0.06045	0.09754	0.03976	0.03139	0.03518	0.15043	0.13764	0.23187	0.09075	0.94535	0.06618	0.21403	0.02571	0.03199	0.09123	0.07834	0.04445	0.07196	0.05944	0.21077	0.11516	0.06189	0.13176	0.13621	0.09832	0.0327	0.06015	0.12385	0.0478	0.02271	0.00596	0.03269	0.03932	0.03187	0.02265	0.04934	0.24875	0.71798	0.02881	0.12085	0.00701	0.18177	0.15318	0.34759	0.02604	0.03942	0.0191180439556371	0.0392	0.02111	0.04595	0.03521	0.03848	0.0863	0.1117	0.24084	0.02888	0.0063	0.15144	0.14678	0.03928	0.01084	0.06265	0.0012	0.03421	0.09815	0.03177	0.082	0.03941	0.05389	0.20877	0.10564	0.04596	0.13489	0.00107	0.03751	0.07357	0.02108	0.1548	0.4148	0.43173	0.0050859388236795	0.02002	0.03846	0.06171	0.08614	0.02255	0.04971	0.04853	0.02198	0.01112	0.0932	0.32977	0.39919	0.15563	0.25727	0.54965	0.2879	0.23228	0.323	0.39954	1.27909	0.42465	0.02629	0.02146	0.0318	0.11888	0.0434564054066498	0.22923	0.37073	0.08499	0.28576	0.13802	0.0	0.06825	0.1625	0.26221	0.18383	0.03275	0.10316	0.32624	0.02164	0.13646	0.16417	0.12441	0.00126	0.05422	0.08915	0.16978	0.04051	0.53654	0.24756	0.04118	0.45306	0.07532	0.45361	0.15262	0.17128	0.10982	1.54453	0.02714	0.14542	0.14229	0.04025	0.01674	0.12742	0.2359	0.03654	0.12197	0.06039	0.04505	0.04367	0.01823	0.24698	0.10801	0.15886	0.22915	0.04949	0.10629	0.25804	0.0412376455885473	0.02172	0.15294	0.22234	0.01327	0.02947	1.5236	0.36238	0.83962	0.00308	0.10024	0.02062	0.03253	0.21293	0.33695	0.05922	0.0135397560453947	0.07038	0.00976	0.01293	0.055	0.22689	0.07166	0.12139	0.14468	0.01946	0.04657	0.03798	0.06805	0.09667	0.34276	0.24799	0.30671	0.01452	0.05746
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0	0.05677	0.0	0.0	0.0	0.0	0.0	0.0	0.45969	0.0	0.01067	0.16203	0.0	0.0	0.00273	0.39514	0.0	0.0	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01529	0.02324	0.0	0.0	0.0	1.52329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	5e-05	0.62549	5.084586158414146e-05	0.0068	0.0	1.0191	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	4.66556	0.0	0.0	0.0	0.00013	0.00108	0.0	0.0	0.0	0.0	0.0	0.10871	0.0	0.0	0.63237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01769	0.00368	0.00014	0.0	0.0	0.08478	0.0	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.03151	0.0	0.0	0.0	0.0	0.0	0.01461	1.79765	0.0	0.0	0.0	0.0	0.13612	0.0059	0.00482	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02282	1.73456	0.0	0.00058	0.0	0.0	0.0	0.0	0.04615	1.5434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01275	0.0	0.0	0.0	0.0001721584538307	0.0	0.09328	0.0	0.0	0.0	0.0	0.0	0.0	0.02117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
