clade_name	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
k__Bacteria|p__Lentisphaerae	0.0	0.0	0.0	0.0	0.00604	0.0	0.0	0.0	0.0	0.08111	0.04659	0.00429	0.0	0.15587	0.003	0.0	0.33078	0.03684	0.0	0.48715	0.17635	0.02398	0.0	0.00325	0.0	0.0	0.10133	0.39782	0.0	0.18479	0.0	0.0	0.15445	0.01358	0.0	0.0	0.03252	0.0	0.0	0.0	0.0865	0.20694	0.0	0.00153	0.05613	0.11715	0.18619	0.0	0.0	0.01765	0.11047	0.09317	0.0	0.0	0.1419	0.0	1.95673	0.0	0.0	0.10985	0.0	0.0	0.0	0.02944	0.08232	0.23724	0.2023	0.36284	0.0	0.21248	0.16256	0.69863	0.39855	0.0	0.0	0.10154	0.33551	0.50682	0.31504	0.19298	0.0	0.47522	0.0	0.0107	0.0	0.0585	0.03443	0.0	0.08235	0.0	0.03462	0.0	0.0	0.0	0.18776	0.0	0.08979	0.05147	0.0	0.0505	0.06257	0.75919	0.0	0.20279	0.0	0.04771	0.07512	0.0	0.11273	0.1489	0.52073	0.0	0.00078	0.0	0.33244	0.35026	0.0028	0.0	0.03842	0.09018	0.56096	0.0	0.12861	0.0	0.0	0.05926	0.53939	0.31672	0.09672	0.0889	0.3128	0.0	0.73553	0.0	0.05779	0.14904	0.06122	0.51805	0.00037	0.02286	0.10805	0.00149	0.69066	0.63004	0.0	0.0	0.0	0.00627	0.312	0.02169	0.0	0.6646	0.0	0.0	0.01652	0.37065	0.06314	0.45291	0.18505	0.29065	0.34408	0.89233	0.75138
k__Bacteria|p__Candidatus_Saccharibacteria	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.00887	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05112	0.00751	0.00431	0.00151	0.0	0.0	0.0	0.0	0.00183	0.0	0.00718	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.0	0.00256	0.0	0.00079	0.0	0.00861	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	3.09421	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.00395	0.00316	0.00256	0.00071	0.0	0.00027	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.00038	0.0	0.00581	0.0	0.0	0.01113	0.0	0.00519	0.0	0.01115	0.00467	0.00224	0.0	0.00055	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.00994	0.00794	0.00272	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.00107	0.00046	0.0	0.0037	0.0	4e-05	0.00747	0.00078	0.0	0.00665	0.00915	0.0	0.00975	0.01906	0.00071	0.0	0.0	0.00015	0.0048	0.00263	3e-05	0.0	0.00389	0.00025	0.00452	0.00492	0.00123	0.0	0.00025
k__Bacteria|p__Firmicutes|c__Clostridia	35.06915	53.49845	32.392	43.5434	78.51881	49.35273	8.6198	0.26018	1.86621	39.86695	30.51856	30.26464	68.203	49.641	48.52201	34.33263	60.85584	63.75679	25.11595	63.21236	45.18531	62.76031	16.01895	66.48893	65.56107	39.83941966428398	34.14438	37.87141	30.05158	37.3998	21.25618	3.71842	42.40519	43.53853	49.35569	36.73799	32.58384	18.29978	84.53634	22.81462	59.59633	59.58378	38.77731	32.30978	43.99978	35.62368	60.45623	62.11326	32.42619	57.74311	26.34801	27.32647	37.90278	24.29101	67.11881	40.7762976301303	54.29021	22.15627	78.244	43.75083	46.91173	21.15613	50.15489	51.3658	52.10887	49.41385	49.26923	58.10594	41.16722	29.5306	45.25594	61.00893	62.57722	43.93336	5.27476	28.85524	38.11771	41.91759	58.1334	56.29053	56.96527	70.032	6.9574	64.57032	65.45825	37.93462	52.43817	66.86266	36.7506	59.83661	59.75442	59.38644	47.52135871590145	27.59501	60.88286	37.38529	68.47907	51.42875	58.73654	75.02823	35.53842	48.02729	12.70054	37.15782	48.04857	44.32784	35.46032	20.19147	65.20223	67.50486	56.75039	20.93589	43.31479	44.29943	66.70302	60.09919	66.65724	33.80806	45.49025	49.45525	44.52467	58.90679	69.32634	25.37574	59.38044	51.10673	50.85115	36.67696	44.02072	38.85073	51.97807	18.28585	52.854	37.01754	69.04652	13.70172	56.71578	59.21528	52.038	39.61769	39.05782	38.31812	52.20344	38.56838125322616	50.88029	34.11264	62.5017	22.50547	53.15759	69.13764	21.59095	26.70432	26.85858	76.344	53.6353	59.71834	48.64595	58.06011	54.17689	44.38741	48.15125	37.08857	57.04199
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	59.58334	25.8279	60.99455	39.06119	14.90661	24.03142	84.39065	0.01314	4.18222	11.89736	37.49724	51.87279	18.13455	28.73648	4.45772	36.24321	8.42577	14.83696	53.15076	16.85672	42.20813	10.84863	56.56157	15.79713	22.16122	32.241083797376106	51.0127	36.47331	18.07595	49.08288	39.25955	55.09068	36.06644	35.19775	39.89995	33.52513	47.87888	55.18188	7.02074	55.99655	20.91804	15.88827	6.5886	49.62787	11.08394	47.33124	18.95629	15.74598	60.06859	25.72269	45.86963	20.53615	0.0	63.31683	7.2464	24.001442226592346	27.98986	74.31202	9.93866	47.98035	14.73488	53.32211	43.22525	20.86279	38.6519	13.52143	38.25468	23.10979	40.21934	26.82236	28.4501	11.77258	24.52542	35.54428	0.42313	58.21156	49.27571	27.93549	31.63181	15.9928	29.84907	20.26946	0.0	18.0972	13.16209	45.69425	20.82205	14.99477	39.19686	7.77742	21.33251	35.07066	13.573225774992686	55.53476	26.85583	48.41583	20.24623	37.3347	29.17834	8.08169	23.10997	31.41698	28.51226	48.10717	40.88229	33.20291	58.44223	50.69241	10.50977	18.00068	16.31402	71.31643	29.45859	20.11132	17.0732	12.57112	26.31488	54.88128	41.90673	18.49292	37.24054	21.35942	15.28843	72.59337	31.62058	38.23963	32.62509	34.34708	28.4589	48.83577	20.89093	3.49831	25.29154	2.06336	9.54013	32.75618	35.78851	31.24619	6.62362	47.10671	54.36806	23.64	29.10756	47.49891007595176	40.5277	46.3997	2.05095	44.53671	31.52512	16.6747	71.06076	49.73623	24.89209	16.67693	27.34657	22.87235	38.63042	22.73369	24.41926	38.76135	28.08845	39.94852	26.31806
k__Bacteria|p__Firmicutes|c__Bacilli	0.62475	0.14717	0.14723	0.90001	0.34957	11.27312	0.60683	37.65193	35.37916	6.262	0.94364	0.34182	2.14009	3.0292	0.31413	1.0802	2.17825	1.87952	3.90426	7.85988	4.0948	1.05359	0.17974	0.10314	0.16665	1.5933026950063167	0.50155	6.98337	26.78154	4.4335	3.48227	3.83877	1.06408	0.21109	2.90341	10.46892	0.27628	9.68042	0.00047	5.96591	0.09111	3.57229	7.39384	8.4348	8.93191	0.36775	14.26366	10.10479	0.48055	4.20025	0.47789	4.01341	5.91405	0.02103	1.5341	0.6779127292352035	0.0759	0.00798	0.06317	0.87079	20.16265	0.0095	2.66117	0.81415	0.87303	3.50033	6.37871	0.05925	1.18057	1.17326	12.1378	3.21745	0.12465	3.11583	13.4629	1.27182	0.3808	2.32668	0.26792	10.15	0.04711	3.60817	53.35379	0.8385	0.06099	0.76836	10.10842	0.66642	0.71264	0.26821	3.67476	0.22649	16.300449854591193	0.09501	0.42379	0.26954	0.45987	1.35399	1.04745	1.0087	0.25291	4.24582	0.0	1.37077	0.73029	2.9576	0.96356	1.33492	0.0617	1.52296	11.86032	0.0	0.45952	2.05252	4.27216	8.7758	0.061	3.03746	0.29524	10.55468	1.2859	0.64615	1.04793	0.10781	4.51899	0.56528	1.2132	4.97212	1.29194	4.77614	7.85113	0.17944	4.1753	37.75641	7.3808	9.02217	0.5202	0.45034	0.81824	2.27166	0.03385	0.15735	0.32719	0.4233658057837566	1.90038	0.0554	0.96637	1.81961	0.82703	0.1793	0.04126	1.28824	0.55301	0.25442	9.66833	0.95387	0.20567	7.13195	0.61488	3.94763	5.98417	0.09544	1.12925
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.60917	1.23835	0.0	0.09251	1.20494	4.23256	1.82031	6.01885	0.68953	20.53212	3.63715	0.01952	0.03835	0.33929	30.15851	0.17351	9.75049	0.83059	7.96944	4.15657	1.08931	3.01509	0.74894	2.19946	0.00069	15.651531301015943	4.98978	3.48105	6.40144	0.13992	13.3267	0.17464	9.18768	4.93643	0.88339	1.78542	10.38557	5.46655	1.67229	0.58067	3.45272	8.66278	25.74501	1.25788	23.41858	0.19886	0.18282	0.40293	1.08555	0.0	4.26268	4.10961	30.84372	3.5756	0.11383	3.864669532722398	0.40446	0.03732	0.00029	1.10472	5.5468	5.54342	0.13434	3.2996	0.2559	0.66527	0.77062	7.22166	6.03984	15.83133	4.09172	11.22264	1.60368	0.14545	3.79709	1.88356	2.07038	0.1414	0.37233	0.61794	1.7497	0.2136	4.35313	7.97441	7.99892	6.27583	0.9535	6.96402	18.88295	18.54281	7.09186	0.0	8.621444485842959	2.89888	1.70053	3.93187	0.4002	0.79559	0.32466	9.03528	27.47467	0.94687	3.14939	2.29163	1.93554	14.10665	0.0	1.70807	8.0111	0.18874	0.69879	0.61449	6.6212	14.37315	4.53723	2.7177	1.32947	2.3118	5.00754	14.23802	0.07653	1.08965	0.3258	0.00629	0.28893	0.55921	3.87213	2.01918	0.81453	0.48913	6.39143	22.65769	0.27468	12.80241	3.59542	3.31278	1.2752	0.1163	23.49687	0.36153	0.65785	3.28604	0.88178	4.866255189422182	0.9778	0.68394	5.75569	3.48307	0.59673	6.54123	5.96177	0.19086	28.3426	0.16582	0.31546	0.67937	0.0054	4.65103	2.71591	3.64236	1.31003	9.26416	0.47157
k__Bacteria|p__Firmicutes|c__CFGB1340	0.0	0.0	0.0	1.82177	0.0	0.0	0.0	0.0	0.0	2.38951	0.0	0.0	0.0	0.0	1.72906	0.0	0.0	0.0	0.0	0.0	0.72507	0.0	0.0	0.0	0.0	1.243635296893736	0.31262	2.90591	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.30777	0.0	0.96882	0.0	0.0	0.88718	0.0	0.0	0.0	0.0	0.0	0.43718	0.0	0.58826	0.0	0.0	0.0	0.0	0.68704	0.0	0.0	0.0	0.0	0.0	0.46144	0.0	0.0	1.06628	0.2322	0.26975	0.71633	0.0	0.0	0.88009	0.0	0.0	0.59244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69442	0.0	0.0	0.0	0.0	0.72803	1.09228	0.0	0.0	0.0	0.0	0.0	0.4750104399272831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01053	0.9963	0.0	0.66232	0.0	0.0	0.0	0.0	0.0	1.83548	0.0	0.0	0.00237	0.0	0.0	0.0	0.04574	0.0	0.0	0.0	0.27245	0.0	0.02255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9748	1.69251	0.0	0.0	0.0	0.4934	0.0	0.0	0.35105	0.01342	0.0	0.0	0.0	0.0	0.0	0.0	1.76701	1.46164	0.0	0.10423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01813
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.21114	1.79878	0.47878	3.22734	1.13409	0.76427	0.22493	0.43481	0.06079	1.66644	3.49577	0.29775	4.11835	1.2548	6.358	1.76279	2.45282	1.45726	0.3841	0.89938	0.54365	1.77673	0.01556	3.20435	1.76792	0.5737462819057833	0.60425	1.30057	0.14504	0.52266	8.24495	0.03132	3.016	4.66245	0.0	0.71082	1.1379	0.24537	2.48074	0.55557	3.62573	1.85569	0.71392	0.38452	4.22954	0.60326	1.30944	1.8508	0.80811	1.47899	2.73019	0.0765	0.0	1.59979	0.7363	6.98010776960942	0.70791	0.59299	0.28313	0.63666	1.19632	2.38581	0.29374	3.00559	0.63002	1.59556	0.72395	1.63369	1.79733	4.43553	0.60201	2.30304	1.09449	0.81513	0.70448	1.87508	2.24381	0.89203	4.90329	0.63831	1.93862	1.25237	0.0	3.25582	5.24598	1.33437	1.22269	5.26302	0.98985	8.52242	1.82748	0.83889	2.930711390398268	1.96264	1.75036	0.59012	1.30273	0.54163	2.86177	1.24059	1.3686	1.35745	0.0	2.5919	0.35517	0.71661	0.48928	0.39268	10.46554	1.02762	2.09025	0.46087	3.14555	3.06979	1.45291	1.87152	1.08489	0.57879	1.82895	0.89221	0.36664	1.42437	1.16142	0.28898	0.17621	0.82034	2.0837	0.25286	0.69816	0.39808	4.50021	2.65808	1.33333	1.97705	2.73403	1.16443	0.71326	2.40192	4.51896	1.05045	0.87191	3.71708	1.14751	0.2595964453435677	1.10557	0.22047	5.51715	2.5207	1.77243	0.84387	0.07463	1.15369	3.25572	2.5443	1.97874	1.04309	1.44816	4.21209	0.46743	0.97357	0.86561	2.2204	1.03625
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0	8.39661	0.0	5.43277	0.80754	5.14155	0.0	0.0	0.0	5.12208	10.30884	0.0	3.79952	2.76426	0.0	5.81563	4.46092	4.5196	0.0	0.0	0.0	5.92003	0.0	0.0	1.72757	0.0	2.41752	0.0	1.54207	0.00255	0.0	0.0	0.0	0.0	0.0	0.9869	0.0	2.61617	0.00606	0.0	3.17323	0.8859	0.0	0.0	2.25742	5.38423	0.0	0.6917	0.0	0.02898	1.97255	16.19946	0.0	1.64818	9.5103	19.979805616515243	0.0	0.0	0.0	0.02186	1.06623	2.96217	0.52802	0.01157	0.00177	22.12789	0.02018	2.21636	0.0	0.0	0.0	3.62189	0.39361	6.03935	0.0	0.1922	0.0	7.66479	0.03491	0.0	2.5167	0.0	0.0	0.0	1.60102	0.21151	0.0	0.50606	0.0	0.03614	0.0	0.0	0.0	0.0	0.08026	4.05517	0.0	4.05213	0.0	0.06972	1.45513	0.53958	0.0	0.0	0.00286	0.77916	0.0	9.41761	0.0	0.48423	0.0	0.12169	10.9222	0.0	0.82969	7.92579	0.17519	0.0	0.0	0.0	0.0	0.0	4.73767	0.0	0.0	0.06949	0.59571	8.15073	2.75096	0.37109	3.3301	0.0	0.0	0.13269	0.88846	6.71665	0.0	0.0	0.03222	2.55023	0.00157	0.0	0.0	1.5054187373886665	0.00074	14.13466	8.34097	0.0	2.12383	0.0	0.0	0.0	6.12966	0.0	0.01602	8.03024	0.00144	0.0	3.72265	0.0	8.26498	0.0	0.00012
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	2.32475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8225	0.87147	0.0	0.0	0.3887	0.33504	0.0	4.18613	0.0	0.0	0.0	0.01355	1.70192	0.0	0.0	0.0	0.0751343971671051	1.42637	0.0	0.0	0.04641	0.0	0.0	0.4924	1.85272	0.0	0.0	0.01922	0.0	0.0	0.0	0.0	1.68807	0.0	0.00281	0.0	0.0	0.15189	0.0	0.0	1.79825	0.0	4.65279	0.0	0.0	6.24007	0.0	1.37447	0.0	0.0	0.00904	0.0	0.0	0.08362	0.20056	0.19111	1.74765	0.27298	1.49325	0.93403	0.0	0.0	1.29527	0.60821	0.52482	0.0	0.99896	0.0	0.16762	0.39309	0.49015	0.84542	0.0	0.0	0.0	0.0	0.13652	0.44773	1.36252	0.0175	0.0	1.17439	0.37452	0.0	0.0	0.32436	0.0	0.03921	0.46395	0.0	0.0	0.0	0.59907	0.0	0.0	0.0	0.0	0.14596	0.03677	0.23322	0.84421	1.72573	0.0	0.56606	0.0	1.28182	2.31133	0.01865	0.0	0.0	0.0	0.00155	0.0	1.88559	0.0	0.0	0.0	0.0	1.71386	0.51492	0.0	0.0	0.0	0.54203	0.0	0.37952	0.12876	0.02999	0.77837	2.28706	0.24556	0.12577	0.0	0.29961	0.1301892717783269	0.0489	0.0	0.02439	0.00208	0.66043	0.0	0.0	0.4191	0.0	0.0	0.00168	2.55088	0.0	0.0	0.17259	0.0	1.53992	0.0	1.48156
k__Bacteria|p__Firmicutes|c__Negativicutes	1.2611	1.03381	0.51499	0.48025	1.28769	0.56395	1.79919	1.49865	4.07649	0.48536	2.1821	2.31883	0.05946	3.09325	3.26523	3.20552	0.27922	4.83527	4.10104	2.06483	3.31405	1.21934	1.07547	1.76423	3.10375	3.8711019203264376	0.59588	3.14095	2.24564	1.80141	9.73064	0.00977	5.1389	1.07276	4.03454	1.83896	4.67728	4.92998	0.93191	2.70993	3.41928	0.65838	1.56505	3.84645	2.29738	3.61014	1.26747	1.03504	1.62948	2.12289	2.53362	0.11695	15.06785	3.37065	0.08724	1.413727263631937	3.5072	0.00251	0.21942	2.55822	8.22299	1.45822	1.62448	1.29642	1.61175	0.97793	1.08809	2.26444	4.23574	16.61239	4.77472	0.87814	0.6522	0.57852	8.2504	2.20383	1.90639	2.74345	1.97102	0.53033	2.71988	0.25324	9.95551	2.62028	4.18333	5.36498	3.40319	0.80425	1.74495	2.47836	0.85674	1.11066	2.0159487080746272	0.92895	4.4213	3.79348	4.06785	0.88121	1.62913	0.89394	4.54913	1.60366	0.0	1.04581	3.25507	2.66593	1.57712	3.23616	0.98701	1.14084	1.89439	1.70697	0.0	2.49666	0.23163	0.176	0.71726	1.95156	2.50966	1.18444	1.55814	1.33928	0.99284	0.0	1.32358	0.0	0.94399	0.26471	1.43981	0.0	0.14776	0.94232	2.75562	3.78233	3.00852	24.51954	1.27022	0.86233	1.56714	1.04909	1.58735	4.72141	1.00849	1.693663761138382	1.62698	2.95304	0.13079	4.78879	3.0604	2.95967	0.0	3.38217	3.66271	1.02053	1.50391	0.43351	1.31653	0.36523	3.27146	1.42728	1.0113	6.83308	1.47317
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.79906	2.27653	0.61651	0.22598	0.25204	0.52192	0.14218	0.01579	0.02339	0.37261	1.19917	0.24125	0.1593	0.45833	3.88205	13.02598	2.54553	2.04365	0.17951	0.09205	0.46965	1.42852	8.85249	0.68271	0.10154	0.2263261938433336	0.43681	0.45591	0.1028	0.17161	0.17345	0.05024	0.8202	0.47271	0.09212	0.68157	0.92939	0.10703	0.51078	0.11017	0.3508	0.21201	14.9741	0.19436	1.22689	0.1667	0.41416	1.34987	0.27467	0.08813	0.96178	2.93362	0.07763	1.16931	0.60376	0.2280849444569157	1.22432	0.34446	0.99318	0.00162	0.23226	1.08764	0.12726	1.41053	0.54536	0.39711	0.09149	0.65107	0.4126	0.48949	0.15643	0.27226	0.5435	1.01368	0.76576	0.93924	0.55278	0.36539	0.55543	0.08934	0.36282	0.53734	3.19646	0.52352	0.64681	0.68562	1.90686	0.61185	0.47188	1.36506	1.09593	1.28334	3.0693736293688283	0.12536	0.09971	0.09462	0.60472	0.29529	2.08325	0.33976	0.2084	1.07627	0.96634	0.20158	0.61673	0.1606	0.41248	0.78096	2.43803	1.91187	1.49883	0.44809	0.0603	1.16661	0.82034	0.45678	0.17308	1.11045	0.52266	0.06446	0.1872	0.1612	0.16521	1.5034	0.96987	0.53109	0.25385	2.65796	0.74029	2.92374	0.68919	1.13689	0.63358	0.26011	1.95876	0.03024	0.32293	1.67816	4.3377	0.66307	0.97876	0.29221	0.37489	0.2329449446976348	0.36124	0.44073	13.13967	0.28066	0.55075	0.50432	1.26251	0.30413	0.11047	0.43864	0.73365	0.27538	0.10129	0.99342	0.1411	0.0981	0.3847	1.09861	0.13309
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.00808	0.86269	0.0	0.04975	0.06525	0.0	0.0	0.0	0.0	0.10145	0.63749	0.0	0.0	1.6563	0.41785	0.64588	0.0	1.12868	0.0	0.82352	0.24068	0.14392	0.0	1.31325	0.0	0.0	1.23357	1.18826	0.48326	0.27938	0.11669	0.0	0.0	0.0	0.0	2.64524	0.18889	0.0	0.0	0.0	1.01403	0.695	0.0	0.0	0.10049	2.62006	0.05546	0.38124	0.0	0.2825	0.0	0.0	0.0	0.0	0.03633	0.0	0.19353	0.0	0.0	0.03215	0.0	6.13082	0.35113	0.21017	0.78779	0.37355	0.31597	0.13748	0.14994	0.0	0.0	0.77401	0.97301	0.09124	0.0	0.10072	2.79213	0.54015	0.00091	0.12945	0.0	0.93376	0.0	0.0	0.00139	0.0	0.66053	0.43076	0.0	0.49539	0.0	0.02442	0.9029899451622504	0.0	0.0	0.0	0.69642	0.03393	0.0	0.64329	0.0	4.65275	0.0	0.066	0.0	0.02148	0.14107	2.42791	0.0	0.87546	0.49267	0.01738	0.00022	0.02131	0.3078	0.08261	0.103	0.0	0.10543	3.2145	1.88654	12.98433	0.57583	0.0	0.0	0.20538	2.80956	1.31159	0.0175	0.0	0.15003	0.17715	0.04281	0.0	0.07779	0.03257	0.1736	0.00392	0.09161	0.2074	0.24866	0.0	0.00958	0.0024265098406003	0.0	0.0	0.00255	0.26525	0.13137	0.0	0.0	0.05025	0.0	0.09219	0.0	0.02644	7.65894	0.0	0.03785	1.65669	1.04865	0.55349	0.44359
