clade_name	SAMN08335126	SAMN08335128	SAMN08335135	SAMN08335136	SAMN08335138	SAMN08335140	SAMN08335141	SAMN08335033	SAMN08335037	SAMN08335038	SAMN08335039	SAMN08335042	SAMN08335047	SAMN08335049	SAMN08335050	SAMN08335053	SAMN08335057	SAMN08335058	SAMN08335060	SAMN08335062	SAMN08335063	SAMN08335065	SAMN08335066	SAMN08335067	SAMN08335068	SAMN08335069	SAMN08335071	SAMN08335072	SAMN08335074	SAMN08335078	SAMN08335079	SAMN08335919	SAMN08335922	SAMN08335923	SAMN08335924	SAMN08335925	SAMN08335930	SAMN08335931	SAMN08335932	SAMN08335934	SAMN08335935	SAMN08335936	SAMN08335937	SAMN08335941	SAMN08335942	SAMN08335943	SAMN08335127	SAMN08335129	SAMN08335130	SAMN08335131	SAMN08335132	SAMN08335133	SAMN08335134	SAMN08335137	SAMN08335139	SAMN08335142	SAMN08335143	SAMN08335144	SAMN08335034	SAMN08335035	SAMN08335036	SAMN08335040	SAMN08335041	SAMN08335043	SAMN08335044	SAMN08335045	SAMN08335046	SAMN08335048	SAMN08335051	SAMN08335052	SAMN08335054	SAMN08335055	SAMN08335056	SAMN08335059	SAMN08335061	SAMN08335064	SAMN08335070	SAMN08335073	SAMN08335075	SAMN08335076	SAMN08335077	SAMN08335080	SAMN08335081	SAMN08335082	SAMN08335083	SAMN08335920	SAMN08335921	SAMN08335926	SAMN08335928	SAMN08335929	SAMN08335933	SAMN08335938	SAMN08335939	SAMN08335940	SAMN08335944	SAMN08329222	SAMN08329225	SAMN08329227	SAMN08329229	SAMN08330723	SAMN08330730	SAMN08330739	SAMN08330746	SAMN08330748	SAMN08330749	SAMN08330751	SAMN08330752	SAMN08335119	SAMN08335022	SAMN08335024	SAMN08335025	SAMN08335028	SAMN08335031	SAMN08335032	SAMN08335084	SAMN08335085	SAMN08335086	SAMN08335089	SAMN08335091	SAMN08335096	SAMN08335097	SAMN08335099	SAMN08335102	SAMN08335108	SAMN08335113	SAMN08329223	SAMN08329224	SAMN08329226	SAMN08329228	SAMN08329230	SAMN08330722	SAMN08330724	SAMN08330725	SAMN08330726	SAMN08330727	SAMN08330728	SAMN08330729	SAMN08330731	SAMN08330732	SAMN08330733	SAMN08330734	SAMN08330735	SAMN08330736	SAMN08330737	SAMN08330738	SAMN08330740	SAMN08330741	SAMN08330742	SAMN08330743	SAMN08330744	SAMN08330745	SAMN08330747	SAMN08330750	SAMN08335115	SAMN08335116	SAMN08335117	SAMN08335118	SAMN08335120	SAMN08335121	SAMN08335122	SAMN08335123	SAMN08335124	SAMN08335125	SAMN08335145	SAMN08335146	SAMN08335147	SAMN08335148	SAMN08335149	SAMN08335023	SAMN08335026	SAMN08335027	SAMN08335029	SAMN08335030	SAMN08335087	SAMN08335088	SAMN08335090	SAMN08335092	SAMN08335093	SAMN08335094	SAMN08335095	SAMN08335098	SAMN08335100	SAMN08335101	SAMN08335103	SAMN08335104	SAMN08335105	SAMN08335106	SAMN08335107	SAMN08335109	SAMN08335110	SAMN08335111	SAMN08335112	SAMN08335114
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01368	0.0	0.0	0.0	0.0	0.0	0.0	0.04439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.00071	0.01515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06384	0.0	0.0	0.0	0.0	0.0	0.0	0.21495	0.0	0.06284	0.0	0.0	0.0	0.0	0.0	0.0	0.00724	0.0	0.0	0.0	0.0	0.0	0.0	0.01952	0.0	0.0	0.14077	0.35121	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0701	0.06094	0.02846	0.0	0.0	0.01519	0.0	0.0	0.1604	0.05241	0.0	0.0	0.0	0.0	0.05395	0.0	0.0	0.0	0.0	0.0	0.0	0.60408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27852	0.2761
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15317	0.0	0.0	0.0	0.47144	0.0	0.01711	0.03989	0.5475	0.0	0.04319	0.0	0.0	0.0	0.04939	0.0	0.0	0.15122	0.0	0.0	0.0	1.26661	0.0	0.0	0.2467	0.0	0.0	0.51742	0.0	0.0	0.00011	0.17337	0.0	0.0	0.0	0.63119	0.25041	0.1986	0.25162	0.45775	0.07128	0.0	0.0	0.0	0.25307	0.18318	0.0	0.03628	0.0	0.0	0.0	0.0	0.026	0.0	0.00581	0.0	0.0	0.0	0.01736	0.0	0.06188	0.05336	0.01906	0.14521	0.0	0.08463	0.0	0.22611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19323	0.0	0.65567	0.13977	0.0	0.0	0.03707	0.27539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25184	0.0155	0.0	0.0	0.00407	0.0	0.03135	0.05613	0.20078	0.0	0.0	0.0	0.0	0.0	0.00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01045	0.06098	0.0	0.00076	0.08412	0.0	0.0	0.01834	0.0	0.0	0.0	0.0	0.0	0.0	0.20136	0.0	0.0	0.0	0.20247	0.0	0.0	0.0	0.0	0.0	0.07969	0.0	0.0	0.0	0.0	0.12992	0.0	0.0	0.02758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10561	0.0	0.0	0.71383	0.51797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19176	0.0	0.0	0.0	0.0368	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis|t__SGB4820	0.04279	0.0131	0.0	0.2146	0.06765	0.0894	0.04828	0.04341	0.0	0.0082	0.0	0.20105	0.18892	0.01162	0.10153	0.29319	0.53594	0.20867	0.2025	0.11444	0.09162	0.23701	0.46515	0.04323	0.11948	0.22952	0.02246	0.16063	0.02551	0.06026	0.09535	0.0813	0.08744	0.04569	0.50987	0.20389	0.12917	0.23711	0.30101	0.22746	0.40811	0.23457	0.16263	0.01171	0.13643	0.27503	0.0622	0.26253	0.04175	0.09624	0.03451	0.02999	0.02504	0.03427	0.11593	0.19251	0.06106	0.23067	0.00826	0.00754	0.01514	0.00597	0.02204	0.06034	0.0191	0.01539	0.0539	0.0	0.09882	0.0309	0.20688	0.01224	0.07866	0.20738	0.00836	0.22331	0.55993	0.04718	0.0	0.2026	0.17599	0.10146	0.4222	0.00794	0.025	0.30926	0.01326	0.03179	0.02717	0.02413	0.05386	0.1361	0.50932	0.00099	1.41774	0.0	0.0	0.83802	0.44379	0.0	0.0405	0.05402	0.26933	0.40447	0.00485	0.178	0.00865	0.13486	0.07036	0.12695	0.05232	0.02501	0.02509	0.14099	0.00204	0.0	0.8969	0.19907	0.13427	0.0	0.0	0.11886	0.04316	0.14312	0.00033	0.01317	0.16634	0.0182	0.00113	0.09045	0.05552	0.0	0.06065	0.75718	0.05473	0.0	0.04057	0.00825	0.42354	0.3478	0.30776	0.02623	0.00476	0.62151	0.28004	0.02928	0.03629	0.05098	0.00183	0.15513	0.11111	0.0737	0.26999	0.0	0.03674	0.0	0.08765	0.05192	1.04575	0.02664	0.02235	0.14866	0.0	0.02076	0.067	0.02459	0.04287	0.0	0.00663	0.04347	0.00171	0.02785	0.26988	0.08763	0.01921	2.4158	0.00012	0.03775	0.0	0.38107	0.22442	0.10193	0.0258	0.00797	0.0	0.16428	0.05344	0.05733	0.0	0.0	0.0	0.01371	0.14788
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4837_group	0.02776	0.25102	0.04207	0.1848	0.2876	0.24712	0.24617	0.09808	0.57637	0.07135	0.0	0.413	0.2253	0.22421	0.08941	0.72606	1.32045	1.12463	0.03944	0.03404	0.2731	1.25616	2.43327	0.25565	1.84966	1.20557	0.72575	0.18975	0.31297	0.24921	0.42043	0.78684	0.13541	30.62569	1.10523	0.34406	0.38758	0.17683	0.36296	0.7403	0.93921	1.26671	0.17014	0.15846	0.11594	0.35025	0.13546	0.13285	0.1359	0.03357	0.50805	0.11253	0.13433	0.13354	0.93139	0.48354	0.23762	0.38512	0.09601	0.01912	0.16149	0.05235	0.07997	0.27647	0.23999	0.35012	0.32006	3.61409	0.45351	1.72943	0.52002	0.00248	0.41227	2.86654	0.03743	1.25903	3.23222	0.12291	0.00062	0.41252	0.40702	0.26328	0.38164	0.23224	0.08587	0.82748	0.01783	0.49498	0.38642	0.05277	0.00814	0.19813	1.5535	0.01579	11.39444	0.8863	1.12684	0.02106	0.28296	0.30685	0.2446	0.03775	0.21364	0.35849	0.01426	0.14333	0.81989	0.15091	0.13413	0.26426	0.00966	0.1385	0.36744	0.27942	0.20345	1.52305	1.99203	0.08754	0.61313	1.0008	0.18888	0.39242	0.15415	0.45193	0.3555	0.03158	0.00175	0.35884	0.00019	0.11337	0.0962	0.0	0.29288	0.36483	0.0	0.20075	0.0	0.00737	0.0	0.34177	0.08483	0.24404	0.3103	0.3562	0.0	0.01103	0.18554	0.0	0.02018	0.0159	0.02472	0.57793	0.01644	0.0	0.16713	0.0	0.05601	0.13468	0.0	0.12868	0.00213	0.0276	0.09881	0.00254	0.51823	0.96142	0.59104	0.00119	0.03013	0.00335	0.04496	0.02736	0.44841	0.01542	0.04618	0.0029	0.00619	0.45773	0.00205	0.38538	0.29945	0.16201	1.31628	0.04249	0.00086	0.0	0.23987	0.12358	0.03461	0.01559	0.47594	0.14657	0.154
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques|t__SGB4563_group	0.28365	0.0	0.0	0.09151	0.45565	0.19055	0.22153	0.28202	0.00282	0.2272	0.0	0.66764	0.19302	0.01984	2.01718	0.00056	1.08358	0.0	0.00077	0.0	0.0	0.00156	0.3301	1.70588	0.00549	0.1734	0.00058	0.65664	0.13479	0.2817	0.06573	0.0057	0.52404	0.47605	0.0	0.04728	0.0903	0.24832	0.10306	0.00036	0.31884	0.0	0.18449	0.05034	0.03871	0.0	0.05807	0.82695	0.08933	0.0552	0.0	0.0	0.15786	0.0	0.33256	0.40617	0.2078	0.47045	0.00484	0.02954	0.10831	0.10701	0.43502	0.00213	0.13071	0.09203	0.24105	1.41546	1.48343	0.0	0.37138	0.0	0.0	0.43135	0.07785	0.69236	0.41027	0.40723	0.0	0.07328	0.41317	0.65878	0.24411	0.08144	0.38264	0.27046	0.03159	0.0	0.0	0.01088	0.0	0.80311	0.00654	0.02346	4.5593	0.0	0.0	0.0104	0.01667	0.0	0.0	0.3184	0.79608	0.21516	0.0	0.05812	0.28227	0.01909	0.08929	1.72447	0.09683	0.00061	0.00034	0.04692	0.0	0.0	0.30414	0.0	0.0	0.0	0.0	0.28524	1.27632	0.0	0.0	0.06586	0.0	0.0	0.10439	0.00446	0.0	0.0	1.21263	0.41794	0.0	0.0	0.0	0.0	0.0	0.0261	0.0	0.0	0.0	0.08892	0.0	0.02197	0.0	0.0	0.0	0.23766	0.05264	0.02547	0.0	0.0	0.12952	0.0	0.34033	0.02081	0.0	0.05166	0.00626	0.0	0.0	0.0	0.0	0.08395	0.0	0.00052	0.00161	0.02752	0.04346	0.0	1.33901	0.0	0.0342	0.00027	0.0	0.0	0.0	0.0	0.38275	0.0	0.09404	1.53906	0.0	0.50291	0.03461	0.95443	0.00175	0.61844	0.0	0.01842	0.10602
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85|t__SGB4828_group	0.0	0.0	0.0	0.0	0.0	0.1783	0.01698	0.0274	0.0	0.0	0.0	0.0437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01024	0.0	0.0	0.0	0.03686	0.21496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00894	0.0	0.04963	0.0	0.0	0.0	0.00448	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.26942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.00879	0.25349	0.08037	0.0	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02743	0.0	0.01619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01693	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_B|t__SGB1613	0.01086	0.0	0.0	0.0	0.00545	0.0039	0.0	40.28312	0.0376	0.03578	0.03023	0.04048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00373	0.0	0.0	0.00077	0.0	0.0	0.0619	0.0	0.0	0.0	0.0	13.60845	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.71917	0.00443	0.0	0.0	0.0	0.0	0.0	0.00397	0.0	0.00393	0.00217	0.0	0.03257	0.03924	0.02754	1.93446	0.03138	0.05985	3.38807	0.04311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00309	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99018	0.0	0.00154	0.00208	0.00331	0.02086	0.0	0.02736	0.02682	0.0375	0.04396	0.0	0.0003	0.0	0.0	0.00093	0.0	0.0	0.0	1.94222	0.00228	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0025	0.00235	0.00292	0.0	0.00261	0.00402	0.00335	0.0	0.00276	0.00226	0.0	0.0	0.0	0.0	0.03696	0.04195	0.03908	0.03119	0.0	0.07292	0.00117	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.00159	0.0	0.00093	0.00237	0.0	0.00737	0.09656	0.01345	0.03911	0.00196	0.00205	0.0005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670	0.01503	0.0	0.0	0.01492	0.0	0.0	0.01191	0.01913	0.0	0.00916	0.0	0.01325	0.0206	0.0308	0.04518	0.0	0.04935	0.04455	0.0	0.0	0.0	0.0	0.0	0.04463	0.23937	0.2525	0.07918	0.04261	0.0	0.0	0.05856	0.0	0.02131	0.0	0.06715	0.06481	0.05241	0.03895	0.1071	0.12363	0.11016	0.0	0.07268	0.00576	0.13585	0.0	0.00985	0.12794	0.0	0.04067	0.0	0.03044	0.04411	0.01339	0.0	0.0	0.01862	0.00151	0.0	0.01164	0.10872	0.00054	0.01313	0.0	0.01818	0.0	0.04032	0.0	0.04323	0.0	0.0	0.0	0.02827	0.0	0.02063	0.0	0.08003	0.0359	0.0	0.01375	0.04765	0.02117	0.04536	0.0	0.0	0.12432	0.00077	0.0	0.0	0.0171	0.0	0.14634	0.0	0.0	0.03639	0.17369	0.0	0.0	0.02622	0.0	0.0	0.0	0.01857	0.09348	0.0	0.03211	0.0579	0.01044	0.00273	0.0	0.05078	0.00617	0.0	0.00788	0.02891	0.0	0.40132	0.40712	0.0	0.0	0.0	0.1075	0.09477	0.0	0.0	0.03435	0.0	0.01536	0.01618	0.00338	0.0	0.0	0.01048	0.05487	0.0	0.0	0.0	0.00397	0.0	0.01218	0.0	0.0	0.0	0.05415	0.12173	0.03819	0.0	0.03175	0.00594	0.02691	0.04636	0.0447	0.08373	0.0	0.07649	0.00665	0.0	0.03497	0.0	0.00683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00368	0.0	0.00878	0.00618	0.07102	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08479	0.02338	0.0	0.15061	0.09509	0.06109	0.0	0.0	0.0	0.02358	0.07994
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1495|s__GGB1495_SGB2071|t__SGB2071	0.0	0.0	0.0	0.0	0.00069	0.0	0.79796	0.00178	0.01715	0.00379	0.00298	0.00215	3.43193	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.67123	0.0	0.00065	0.0	0.00015	0.00159	0.94725	0.0	0.0	2.41183	0.0	0.0	0.80803	1.5331	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	1.63864	0.0	0.0	0.0	0.00018	0.0	0.00212	0.00796	2.84984	1.32387	0.00094	0.00192	0.00336	0.0023	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.00465	0.0	1.27878	0.0	0.00117	0.29287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.93514	0.00015	0.00067	0.00069	1.917	0.00185	0.0	1.17275	0.00219	0.00258	0.00432	0.18007	0.0	0.0022	0.0	0.71992	1.05552	0.0	0.0	1.33524	0.0	0.0	0.0	0.0	0.0	3.18656	0.0	0.0	0.0	2.49991	0.8587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04667	0.0	0.00164	0.0	0.00151	2.30203	0.0	0.0	2.11978	0.00016	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.00263	0.00257	0.00093	0.0	0.00121	0.0	1.39804	0.0	0.0	0.0	0.0	0.0	0.0	2.43031	2.04722	0.0	0.0	0.0	0.0	1.80213	0.00045	0.00159	0.0	0.76852	1.06334
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9691|s__GGB9691_SGB15198|t__SGB15198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03256	0.0	0.0	0.1364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06894	0.0	0.0	0.03776	0.0	0.0	0.0	0.05574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08147	0.0	0.0	0.0	0.01676	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__SGB8028_group	0.0	0.0	0.0	0.00129	0.0	0.00526	0.0	0.0	0.01144	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	0.0	0.01441	0.24305	0.00457	0.0	0.0	0.0	0.00176	0.0	0.03763	0.0	0.01734	0.0	0.00251	0.0	0.0	0.0	0.04096	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.01069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.00118	0.0	0.00087	0.00497	0.0	0.01242	0.0	0.0	0.00325	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00931	0.0	0.00112	0.00014	0.0	0.11471	0.02107	0.0	0.0	0.00916	0.0	0.0	0.0	0.0	0.0	0.00487	0.00234	0.0	0.0	0.10633	0.00169	0.0693	0.00125	0.00212	0.00713	0.0	0.0	0.02042	0.12582	0.0121	0.0	0.0036	0.00902	0.00355	0.00052	0.03546	0.01563	0.01626	0.0	0.00441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01724	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.00119	0.0	0.01795	0.0	0.0	0.0	0.0	0.0	0.20715	0.00208	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.02076	0.0	0.0	0.0	0.0	0.01289	0.02927	0.01755	0.0026	0.01865	0.16679	0.00063	0.02292	0.0	0.0	0.00426	0.01721	0.01413	0.32612	0.07079	0.00469	0.41373	0.06075	0.11891	0.15275	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318_group	0.31983	0.0	0.0	0.7782	0.0	0.13765	0.48389	0.59283	0.00878	0.04408	0.00238	0.00159	0.82239	0.26527	0.0	0.0	1.30203	0.16298	0.00035	0.20683	2.86752	0.00865	0.0	3.90409	0.48389	1.45585	0.00092	0.00071	0.0	1.65361	2.30023	0.01589	1.04357	0.0	7.19043	0.65246	0.55252	1.53819	0.00366	0.223	0.0	0.0	0.28624	1.88745	0.23059	0.00265	0.21372	0.0	0.0	0.23642	0.0	0.45081	0.24419	0.15178	0.41821	0.11549	0.13688	0.15188	0.00076	0.0818	1.85355	0.08604	1.1661	0.0012	0.1825	0.00094	0.17117	0.0	0.0	0.0	0.00057	0.00062	0.0	0.00012	0.37081	1.272	0.91827	1.25337	0.0	0.33223	1.86688	0.61061	0.40151	0.0	0.0	0.01008	0.03206	0.0	0.0	0.57946	0.0	4.00562	0.0061	0.0	0.06986	0.0	0.0	0.1538	0.21863	0.0	0.0	0.96661	0.46671	0.4344	0.0	0.0	0.14533	1.42786	0.44662	2.03207	0.14014	0.09215	0.00096	0.0374	0.0	0.0	0.96944	0.00438	0.0	0.0	0.0	0.0	0.0	1.77621	4.02042	0.20583	0.04728	4.20822	0.21187	0.00409	0.0	0.0	0.75737	0.70169	0.0	0.01546	0.0	0.74935	0.0	0.55645	0.0	0.0	0.0	0.23177	0.14049	0.1239	0.0	0.0	0.09807	0.09467	0.0	0.23401	0.0	0.0	0.36225	0.0	0.0	0.37438	0.0	0.0	0.0	0.0	0.0	2.41513	0.61834	0.00051	0.00032	0.00263	0.00087	0.00166	0.36301	0.0	0.733	0.33074	0.20486	0.0	0.00012	0.0	0.0	0.0	1.52136	2.2789	0.0	0.0	0.0	0.50386	0.16878	0.82766	0.0	0.0	0.0	0.95128	0.5251
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815|t__SGB4815_group	0.00339	0.0	0.0	0.00648	0.0	0.00343	0.00488	0.00032	0.0	0.00529	0.0	0.02947	0.00398	0.00052	0.00042	0.0	0.12693	0.02242	0.01263	0.00382	0.00107	0.04699	0.07037	0.0075	0.0014	0.02369	0.0	0.01862	0.0	0.0	0.04007	0.00346	0.00999	0.18979	0.02106	0.00924	0.00182	0.01741	0.02419	0.01369	0.02114	0.00219	0.03186	0.00491	0.00497	0.05824	0.03629	0.0	0.00359	0.00559	0.0	0.00137	0.0	0.00289	0.07363	0.00634	0.00811	0.05643	0.00408	0.00636	0.0067	0.01592	0.00872	0.0	0.0	0.0	0.00684	0.0	0.00806	0.0	0.00235	0.0	0.00613	0.02079	0.03175	0.02921	0.03663	0.00398	0.0	0.00193	0.00629	0.00754	0.00471	0.0	0.00122	0.1635	0.00908	0.04657	0.0008	0.02944	0.0	0.00565	0.13351	0.0	0.52064	0.17929	0.0	0.00442	0.00135	0.0	0.0	0.0	0.0483	0.31479	0.0	0.00916	0.0	0.00442	0.01914	0.04916	0.0023	0.0	0.0	0.00586	0.0	0.0	0.04705	0.01959	0.3376	0.0	0.0	0.00765	0.04832	0.0	0.0	0.0	0.00286	0.00408	0.00251	0.0	0.18707	0.03246	0.09882	0.15158	0.0	0.0	0.0	0.0	0.0	0.00844	0.01184	0.00305	0.0	0.01636	0.00173	0.00074	0.0	0.09371	0.0	0.06191	0.00679	0.02321	0.07978	0.0	0.03393	0.0	0.0	0.04017	0.01369	0.03197	0.0	0.00018	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.01196	0.00087	0.00258	0.01057	0.01043	0.0	0.0	0.0	0.0	0.05611	0.11133	0.0	0.08165	0.0	0.0	0.01321	0.00323	0.00956	0.0	0.0	0.0	0.01732	0.21053
