clade_name	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.07772	0.05109	0.0	0.04826	0.0	0.03329	0.02724	0.0	0.0	0.02329	0.10171	0.05833	0.33617	0.00967	0.0228	0.06749	0.0	0.35016	0.0	0.0	0.01279	0.0	0.25444	0.0	0.0	0.21881	0.0	0.0	0.0	0.30569	0.1091	0.0	0.0	0.0	0.0	0.09759	0.86323	0.0	0.0	0.0	0.0	0.78773	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.06974	0.05608	0.0	0.06169	0.0	0.0	0.0	0.06693	0.01763	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1798	0.03304	0.05718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.0	0.06505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.14008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0296	0.0	0.0	0.0	0.0032	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01578	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3053	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	0.0	0.0	0.02977	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.00593	0.0	0.00787	0.0	0.0	0.03184	0.0	0.0	0.0	0.05345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	22.81795	29.59948	33.5712	7.55509	33.45168	11.76138	9.62429	26.6581	7.26184	18.5828	10.85616	7.11201	16.0704	9.15981	15.47875	16.39405	17.94121	20.59207	4.11686	0.39351	20.69518	19.56412	29.14738	0.40348	2.58391	14.3655	8.65797	30.09947	6.87517	20.58585	17.77444	18.60442	4.79618	12.7189	8.36761	16.64829	15.02136	23.08821	11.34833	4.31405	1.49789	7.39176	13.18733	11.31985	25.5089	4.32028	6.00045	8.41832	28.69859	53.43823	27.15426	1.82519	19.53355	24.38173	9.3337	40.9652	8.47686	11.87113	3.78522	11.75548
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	43.44104	32.94038	8.74177	79.98402	6.21533	61.86813	69.25746	34.35685	61.7397	56.77938	73.67755	80.12715	54.95121	69.83253	38.77079	48.73312	22.30401	52.88132	85.16809	3.06904	55.00624	8.08509	37.4544	3.32301	87.30081	59.08074	57.84432	54.57232	73.02566	53.43047	63.13186	59.64765	76.94618	78.19114	87.58248	56.83739	41.25941	46.01868	77.19385	86.92167	96.96739	82.25143	81.61986	44.20089	59.26084	86.8032	49.17263	73.93536	39.97202	35.5879	53.59982	2.22339	67.22963	22.52813	73.35092	22.35428	78.75105	55.33678	85.92987	42.78471
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.10164	0.2034	0.06168	0.54816	0.10763	0.31793	0.10786	0.65755	0.0	0.24807	0.39937	0.58036	0.09918	0.08745	2.96432	0.04111	1.74466	0.01826	0.38484	2.38489	0.01603	17.34237	0.08858	2.3066	0.88459	0.26388	0.23898	0.08173	0.0	0.00903	0.04879	0.04478	0.09542	1.2627	0.0104	0.09369	0.2859	1.06426	0.19557	0.956	0.03727	0.36767	0.0	0.99841	0.37788	0.10228	0.02632	0.8555	0.04325	0.01565	0.0	2.3697	0.04832	0.13782	0.78247	0.09641	0.37771	0.0188	0.0	1.02084
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	16.83117	20.77116	21.84782	1.91729	0.0331	9.63366	9.4707	1.39296	14.3857	8.87482	3.73967	1.95999	12.46499	10.03931	2.2563	14.7141	1.57251	7.23911	0.01254	0.24007	3.84054	0.94993	11.80457	0.23375	0.0035	9.03471	0.33823	13.33033	12.28055	7.32989	4.63281	0.03055	0.19244	0.12836	1.40919	3.54646	7.97099	2.31195	1.573	0.07034	0.0	1.70076	1.34785	3.62665	0.3488	0.17387	0.0097	0.24986	3.19494	3.34952	5.26612	0.0	3.55381	7.68902	0.19984	21.87346	0.46704	5.50346	2.09393	3.56854
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.24837	0.42861	0.49208	0.08513	1.19781	0.06508	0.11781	0.03016	0.05505	0.0	0.02893	0.08447	0.1276	0.11056	6.97596	0.0	1.35277	0.03443	0.14433	39.09041	1.53252	1.37555	1.24728	37.17931	0.16263	0.07105	0.45811	0.03358	0.12279	0.02171	0.82221	0.14277	0.48813	0.87369	0.00999	1.4305	4.83329	3.67121	0.20654	0.28171	0.00489	0.25038	1.49473	5.98907	0.76249	0.28646	0.31956	0.68191	7.80965	0.09596	0.11099	4.14791	1.20598	2.03098	0.6483	2.23684	0.13209	0.22258	0.10058	6.94554
k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340	0.01534	0.01311	0.0	0.0	0.0	0.0	0.04146	1.37868	0.54605	0.03988	0.0	0.0	0.13227	0.05124	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06183	0.0	0.1894	0.056	0.0	0.11061	0.0	0.60204	0.12093	0.0	0.04294	0.0	0.0	0.0	1.27006	0.0	0.0	0.30176	0.36693	2.49011	0.41832	0.0	0.0	2.11564	0.136	0.0	0.09508	0.0	0.63757	0.0	0.06789	0.02226	0.00014	0.0	0.38064
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.10998	0.21443	0.32416	0.5318	0.0226	0.44406	0.01119	0.45778	0.04303	0.0	0.00733	0.56278	0.05075	0.00915	0.40849	0.0	0.76762	0.00214	0.25475	0.13967	0.06298	2.14879	1.17365	0.16397	1.40343	0.02106	0.33472	0.10048	0.00748	0.00041	0.0549	0.48339	0.25812	0.06222	0.09259	0.6903	1.56148	0.0237	1.06003	0.0223	0.0	0.11235	0.0	4.08899	1.16994	0.24871	0.5492	0.03388	0.0	0.03936	0.02348	0.0528	0.43446	2.0376	0.04569	0.78479	0.01366	0.12648	0.00042	4.64296
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.82922	0.0	11.51878	1.57649	0.0	1.46186	2.25812	0.0	0.0	0.04203	2.80993	1.55637	2.81411	1.93636	0.01847	2.01886	0.05929	1.40756	0.0	0.0	5.06314	0.09743	0.0	0.0	0.0	4.8008	0.0	0.0	0.00391	1.23782	0.0	0.0	0.0	0.0	0.0	0.0	0.48744	0.0	0.0	0.0	0.0	0.0	0.2364	0.0	0.0	0.0	0.0	0.03508	1.55463	0.0	0.01006	0.0	0.0	0.09562	0.03473	0.95937	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.09114	0.14821	0.0	0.10641	0.0	0.02375	0.11119	0.0	1.56162	0.0	0.20278	0.1274	0.21697	0.09363	0.0	0.03703	0.0	1.22821	0.0	0.0	2.89742	0.0	0.54474	0.0	0.0	0.24006	0.0	0.0	0.03434	1.21197	0.13491	0.0	0.0	0.0	0.10099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20064	0.0	0.0	0.0	0.0	0.04136	0.0	0.0	0.0	0.02676	0.0	0.0	0.0	0.00486	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.08861	0.16518	0.07748	1.93209	0.0	0.01145	1.08405	1.96515	0.04547	0.26251	3.52871	1.96297	1.40197	0.93728	1.06132	0.01579	0.60691	0.06174	0.0	0.0	4.15052	0.0	1.04125	0.0	0.0	2.12075	0.0	0.0	0.00341	0.0	0.03085	0.09332	0.0109	0.0	1.15179	0.0	0.01763	1.47283	0.0	0.00395	0.0	0.93211	0.37509	0.59789	0.0	0.0	0.0	0.0	0.03653	0.01194	0.0	0.0	0.0	0.00254	0.0	0.0	0.54585	0.0	0.32836	0.58077
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.00478	0.01838	0.0	0.0	0.00931	0.0	0.0	0.12685	0.0	0.01942	0.0	0.0	0.0	0.0008	0.02038	0.0	0.07386	0.02276	0.0	0.0	0.0	0.0	0.00681	0.0	0.0	0.0	0.0	0.00604	0.0	0.02012	0.0	0.33378	0.0	0.0	0.0	0.02151	0.01994	0.00429	0.32278	0.0	0.0	0.0	0.0	0.00108	0.0	0.03436	0.49868	0.11041	0.00733	0.0054	0.0	0.01232	0.0	0.75779	0.09515	0.08561	0.0	0.00644	0.0	0.00786
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.53143	0.95288	0.12141	0.04186	0.0	0.02029	0.20061	0.0	0.11374	0.0	0.10806	0.03572	3.37431	0.19203	0.07684	0.02587	0.20919	0.14298	0.0	0.04144	0.31396	0.01713	0.29711	0.02051	0.0	2.02995	0.00496	0.01003	0.25636	0.12798	0.07002	0.04426	0.10483	0.01535	0.04858	0.1878	0.12426	0.0	0.46804	0.0	0.02149	0.03618	0.0	0.0	0.29269	0.27757	0.0	0.00227	0.0	0.03742	0.0	0.0	0.0	0.60104	0.00358	0.04741	0.14867	0.15047	0.07821	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0.0059	0.0021	0.0	0.0	0.0	0.002	0.0	0.0	0.0046	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00213	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02708	0.0071	0.0	0.0	0.02418	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.89712	1.15102	0.04162	0.22447	4.55925	0.12844	1.09337	0.00178	0.0	0.06674	0.27922	0.18387	0.11742	1.17411	1.44243	0.11886	0.02973	0.01844	0.2803	0.30423	0.23632	3.6884	0.0	0.32844	0.14222	0.15681	0.4399	0.09876	1.63008	0.01375	0.15214	0.45939	0.29992	0.55112	0.32539	0.32342	3.84695	1.288	0.44873	0.35643	0.19085	0.10074	0.55877	0.31085	0.25225	0.07944	0.01317	0.07228	2.46174	0.40214	0.15924	0.0	0.07298	0.01126	0.08964	0.19859	0.49604	0.17413	0.0	0.33848
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.30687	0.18354	0.0494	0.13305	0.8621	0.32118	0.21566	0.04562	0.04752	0.23088	0.17688	0.08417	0.41857	0.1872	0.15611	0.4478	0.01018	0.03626	0.0	0.0	0.94388	0.01449	0.28947	0.0	0.0	0.37111	0.0	0.34685	0.05529	0.02104	0.01538	0.08953	0.0	0.0	0.0	0.0	0.17877	0.0	0.0	0.00376	0.0	0.0	0.10091	0.07022	0.03741	0.0	0.03745	0.37628	0.20476	0.09868	0.11596	0.0	0.15062	0.0	0.36581	0.99285	0.0	0.19068	0.0639	0.08117
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.01955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	0.64671	0.11271	0.0	0.0	0.0	0.96967	0.01312	0.0	0.11599	0.02443	0.0	0.0	0.06801	0.01714	0.0	1.66745	0.0	5.98108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03689	0.0	0.0	0.01251	6.37992	0.57745	0.0	0.0	1.13777	0.0	0.19671	0.74951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223	0.0	0.0	0.00132	0.0	0.0	7.6269	0.01181	0.00393	0.0	0.49598	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02968	0.0	0.27061	0.0	0.0	0.1363	0.0	0.08774	0.0	0.13817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.00856	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0321	0.0	0.0	0.00648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	3.08572	3.52092	7.74853	3.63644	2.2903	3.72964	3.33229	18.88105	0.41352	1.66772	1.78331	3.83718	2.08318	3.34757	3.108	2.25399	15.52576	1.97335	4.20693	0.0	3.89433	10.37017	11.4787	0.0019	6.47455	2.47475	26.75808	0.03541	3.32341	1.99665	2.07057	16.43362	14.80253	4.29792	0.34732	2.48911	2.03682	20.51268	4.51594	4.74225	1.03946	1.17736	0.01651	14.12811	0.91365	7.03481	32.6795	13.46373	12.87854	3.32963	8.11026	87.07442	5.40807	0.3852	13.16459	5.62783	3.32365	8.36116	2.65648	14.47265
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.01291	0.01652	0.0	0.0	0.36781	0.00067	0.0	0.00899	0.0	0.0	0.0	0.0	0.0	0.0	0.23043	0.0	3.21747	0.00655	0.0	0.0	0.0	1.21103	0.02701	0.0	0.0	0.0	0.20275	0.0	0.0	0.00461	0.00349	0.0	0.00421	0.19283	0.0194	0.04833	0.27521	0.11806	0.56389	0.30807	0.00843	0.05319	0.0	0.0	1.08623	0.08176	0.0	0.07085	0.0	0.03053	0.0	0.10908	0.0	0.0033	0.05425	0.0	0.09008	0.03172	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.02936	0.02058	0.1522	0.10716	2.02402	0.06548	0.08667	0.08146	0.14038	0.17639	0.09592	0.10552	0.02701	0.10217	0.66893	0.01967	0.0	0.0	0.14916	0.01375	0.0	2.01456	0.00061	0.02257	0.15762	0.04847	0.0	0.73532	0.09267	0.0	0.02369	0.0	0.01791	0.0	0.00193	0.0	0.01341	0.0	0.2151	0.0	0.0	0.0	0.13164	0.11633	0.32972	0.0	0.01763	0.13891	0.08974	0.04694	0.10467	0.0	0.06204	0.0268	0.13342	0.22888	0.0	0.00437	0.0078	0.09147
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59095	0.0	0.0	0.0	0.0	0.00769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25928	0.0	0.0	0.0	0.0	0.0	6.76549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38508	0.3848	0.0	0.0	0.0	0.0	0.02282	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified	0.07772	0.05109	0.0	0.04826	0.0	0.03329	0.02724	0.0	0.0	0.02329	0.10171	0.05833	0.33617	0.00967	0.0228	0.06749	0.0	0.32133	0.0	0.0	0.00869	0.0	0.23304	0.0	0.0	0.21881	0.0	0.0	0.0	0.27898	0.1091	0.0	0.0	0.0	0.0	0.09759	0.74071	0.0	0.0	0.0	0.0	0.71071	0.0	0.0	0.0	0.0	0.0	0.0	0.03707	0.06974	0.05608	0.0	0.06169	0.0	0.0	0.0	0.02942	0.01763	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17578	0.00372	0.08969	0.0	0.0	0.00374	0.0	1.13283	0.0	0.00498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02094	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.0	0.0	0.0	0.0	0.04626	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1.85069	3.22858	0.01107	0.89866	23.94442	0.43923	1.57241	13.00036	0.43784	8.0693	1.04263	0.94252	1.90609	1.31674	21.64094	0.27832	30.60388	0.07414	5.17735	53.32842	0.0	31.8243	0.74459	54.89678	0.76025	2.50392	3.57474	0.01489	0.54915	0.00167	0.35633	0.04459	0.0195	0.22815	0.33763	1.1912	2.72921	0.24954	0.67428	0.50984	0.03264	2.86093	0.24818	0.0355	6.48236	0.04584	9.50402	0.0565	0.28873	1.00724	0.52004	1.9936	1.54802	0.2477	0.03731	1.00908	0.13729	0.19894	0.45782	0.04631
k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798	0.03304	0.05718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.0	0.06505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.14008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0296	0.0	0.0	0.0	0.0032	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2882|o__OFGB2882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01578	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02777	0.0	0.0	0.0	0.0	0.17814	0.0	0.0	0.0	0.19098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	0.0	0.03299	0.0	0.0	0.0	0.01919	0.0	0.0	0.0	0.0	0.0	0.0	0.02297	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.03679	0.0	0.0	0.0	0.0	0.0	0.0	0.03956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Saccharimonales	0.0	0.0	0.02977	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.00593	0.0	0.00787	0.0	0.0	0.03184	0.0	0.0	0.0	0.05345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	13.482	16.79429	22.18138	3.70121	7.66745	6.6337	5.3168	12.03163	5.40372	12.31308	5.5828	3.1065	12.29531	5.03942	5.87189	9.65776	1.47751	10.82076	0.17855	0.24739	10.39837	10.38935	24.42982	0.30296	0.0887	9.96695	4.17742	17.1093	3.08315	10.09942	6.16746	7.84344	1.13275	3.32785	3.08413	5.14804	11.52855	4.20642	1.48631	2.07089	0.3501	0.9001	10.92397	7.0995	22.24482	1.35583	5.81825	7.39997	19.07717	11.66938	13.43461	1.05042	10.18334	10.33342	8.29428	37.21423	1.68558	6.94242	1.81378	7.68225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	8.10292	11.19337	10.40988	2.60921	25.12493	4.56377	3.41897	7.91047	1.64712	3.89449	3.26761	2.77863	2.95328	3.3113	8.30017	5.98427	16.1507	9.22991	3.74982	0.14048	8.09207	8.99437	3.70935	0.10052	2.35457	3.1238	4.36123	5.00044	3.45157	9.97453	9.86994	9.18174	3.34333	8.61206	4.40295	10.78109	2.65896	17.4082	9.11159	1.87872	1.09843	5.63569	1.01918	3.84871	2.7231	2.62613	0.11895	0.70598	6.91876	39.63846	11.19104	0.73	7.46628	12.98536	0.69352	2.12246	6.60018	3.75088	1.34929	3.7392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	16.83117	20.77116	21.84782	1.91729	0.0331	9.63366	9.4707	1.39296	14.3857	8.87482	3.73967	1.95999	12.46499	10.03931	2.2563	14.7141	1.57251	7.23911	0.01254	0.24007	3.84054	0.94993	11.80457	0.23375	0.0035	9.03471	0.33823	13.33033	12.28055	7.32989	4.63281	0.03055	0.19244	0.12836	1.40919	3.54646	7.97099	2.31195	1.573	0.07034	0.0	1.70076	1.34785	3.62665	0.3488	0.17387	0.0097	0.24986	3.19494	3.34952	5.26612	0.0	3.55381	7.68902	0.19984	21.87346	0.46704	5.50346	2.09393	3.56854
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.24837	0.42861	0.49208	0.08513	1.19781	0.06508	0.11781	0.03016	0.05505	0.0	0.02893	0.08447	0.1276	0.11056	6.97596	0.0	1.35277	0.03443	0.14433	39.09041	1.53252	1.37555	1.24728	37.17931	0.16263	0.07105	0.45811	0.03358	0.12279	0.02171	0.82221	0.14277	0.48813	0.87369	0.00999	1.4305	4.83329	3.67121	0.20654	0.28171	0.00489	0.25038	1.49473	5.98907	0.76249	0.28646	0.31956	0.68191	7.80965	0.09596	0.11099	4.14791	1.20598	2.03098	0.6483	2.23684	0.13209	0.22258	0.10058	6.94554
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.09342	0.19884	0.00614	0.05473	0.05084	0.00979	0.0268	0.03132	0.0	0.01834	0.07822	0.04488	0.02058	0.02946	1.82852	0.01855	1.1157	0.01009	0.00088	0.03884	0.01603	12.77179	0.06708	0.04051	0.02492	0.11301	0.16928	0.0	0.0	0.00715	0.0	0.0	0.0	0.0235	0.00308	0.00225	0.0	0.03925	0.03234	0.07895	0.0	0.24096	0.0	0.01164	0.12601	0.0077	0.0	0.0	0.0	0.01565	0.0	0.00205	0.0	0.0	0.0	0.0	0.15067	0.01236	0.0	0.00749
