clade_name	SAMD00115014	SAMD00115015	SAMD00115025	SAMD00115027	SAMD00114971	SAMD00114972	SAMD00115039	SAMD00114968	SAMD00114970	SAMD00115016	SAMD00115017	SAMD00115019	SAMD00115021	SAMD00115023	SAMD00114973	SAMD00114969	SAMD00115018	SAMD00115020	SAMD00115022	SAMD00115024	SAMD00115064	SAMD00115029	SAMD00115026	SAMD00115028	SAMD00115060	SAMD00115061	SAMD00115062	SAMD00114997	SAMD00115030	SAMD00115063	SAMD00114999	SAMD00115031	SAMD00115032	SAMD00115065	SAMD00115034	SAMD00115035	SAMD00114998	SAMD00115000	SAMD00114995	SAMD00114996	SAMD00115033	SAMD00114801	SAMD00114735	SAMD00114736	SAMD00115036	SAMD00114737	SAMD00114738	SAMD00115037	SAMD00114739	SAMD00114744	SAMD00114745	SAMD00114746	SAMD00114747	SAMD00114831	SAMD00114748	SAMD00114832	SAMD00114740	SAMD00114741	SAMD00114833	SAMD00114742	SAMD00114743	SAMD00114757	SAMD00114758	SAMD00114759	SAMD00114760	SAMD00114834	SAMD00114761	SAMD00114762	SAMD00114763	SAMD00114802	SAMD00114815	SAMD00114764	SAMD00114974	SAMD00114755	SAMD00114756	SAMD00114765	SAMD00114978	SAMD00114766	SAMD00114979	SAMD00114767	SAMD00114768	SAMD00114769	SAMD00114770	SAMD00114771	SAMD00114980	SAMD00114975	SAMD00114772	SAMD00114773	SAMD00114718	SAMD00115040	SAMD00114976	SAMD00114977	SAMD00114719	SAMD00114720	SAMD00115042	SAMD00114721	SAMD00114722	SAMD00115043	SAMD00114984	SAMD00114723	SAMD00114724	SAMD00115041	SAMD00114981	SAMD00114800	SAMD00114982	SAMD00114793	SAMD00114794	SAMD00114795	SAMD00114985	SAMD00115045	SAMD00114986	SAMD00115046	SAMD00115047	SAMD00114796	SAMD00114987	SAMD00114797	SAMD00114988	SAMD00114798	SAMD00114799	SAMD00114753	SAMD00114754	SAMD00115044	SAMD00114989	SAMD00114990	SAMD00114991	SAMD00114992	SAMD00115048	SAMD00114749	SAMD00115049	SAMD00115050	SAMD00115051	SAMD00115052	SAMD00114750	SAMD00115053	SAMD00115054	SAMD00114993	SAMD00115055	SAMD00114751	SAMD00114752	SAMD00114780	SAMD00114781	SAMD00114782	SAMD00114994	SAMD00114774	SAMD00114775	SAMD00114776	SAMD00114777	SAMD00115056	SAMD00115058	SAMD00114778	SAMD00114779	SAMD00114730	SAMD00115001	SAMD00114731	SAMD00114732	SAMD00114733	SAMD00114734	SAMD00114725	SAMD00115057	SAMD00114726	SAMD00114727	SAMD00114728	SAMD00114729	SAMD00115002	SAMD00114787	SAMD00114788	SAMD00115003	SAMD00115004	SAMD00114789	SAMD00114790	SAMD00114791	SAMD00114792	SAMD00114783	SAMD00114784	SAMD00115008	SAMD00114785	SAMD00114786	SAMD00115009	SAMD00115005	SAMD00115006	SAMD00115038	SAMD00115007	SAMD00115059	SAMD00115011	SAMD00115012	SAMD00115013	SAMD00115010	SAMD00114816	SAMD00114819	SAMD00114804	SAMD00114805	SAMD00114806	SAMD00114807	SAMD00114808	SAMD00114809	SAMD00114810	SAMD00114811	SAMD00114820	SAMD00114821	SAMD00114812	SAMD00114813	SAMD00114814	SAMD00114826	SAMD00114827	SAMD00114828	SAMD00114829	SAMD00114830	SAMD00114862	SAMD00114822	SAMD00114823	SAMD00114857	SAMD00114858	SAMD00114824	SAMD00114825	SAMD00114817	SAMD00114818	SAMD00114835	SAMD00114836	SAMD00114803	SAMD00114841	SAMD00114842	SAMD00114843	SAMD00114844	SAMD00114845	SAMD00114846	SAMD00114847	SAMD00114848	SAMD00114849	SAMD00114850	SAMD00114863	SAMD00114864	SAMD00114865	SAMD00114866	SAMD00114851	SAMD00114852	SAMD00114867	SAMD00114853	SAMD00114868	SAMD00114869	SAMD00114854	SAMD00114859	SAMD00114837	SAMD00114838	SAMD00114860	SAMD00114839	SAMD00114840	SAMD00114855	SAMD00114856	SAMD00114861	SAMD00114887	SAMD00114870	SAMD00114871	SAMD00114926	SAMD00114937	SAMD00114888	SAMD00114889	SAMD00114872	SAMD00114873	SAMD00114927	SAMD00114928	SAMD00114938	SAMD00114890	SAMD00114891	SAMD00114929	SAMD00114930	SAMD00114939	SAMD00114892	SAMD00114893	SAMD00114874	SAMD00114875	SAMD00114931	SAMD00114932	SAMD00114940	SAMD00114894	SAMD00114895	SAMD00114876	SAMD00114933	SAMD00114941	SAMD00114896	SAMD00114897	SAMD00114877	SAMD00114878	SAMD00114934	SAMD00114942	SAMD00114898	SAMD00114935	SAMD00114936	SAMD00114943	SAMD00114908	SAMD00114944	SAMD00114918	SAMD00114909	SAMD00114919	SAMD00114920	SAMD00114949	SAMD00114950	SAMD00114910	SAMD00114911	SAMD00114921	SAMD00114922	SAMD00114951	SAMD00114912	SAMD00114913	SAMD00114923	SAMD00114952	SAMD00114953	SAMD00114945	SAMD00114924	SAMD00114954	SAMD00114914	SAMD00114946	SAMD00114925	SAMD00114955	SAMD00114956	SAMD00114915	SAMD00114916	SAMD00114917	SAMD00114947	SAMD00114948	SAMD00114957	SAMD00114958	SAMD00114879	SAMD00114880	SAMD00114959	SAMD00114960	SAMD00114899	SAMD00114881	SAMD00114882	SAMD00114900	SAMD00114901	SAMD00114961	SAMD00114962	SAMD00114883	SAMD00114884	SAMD00114902	SAMD00114903	SAMD00114963	SAMD00114964	SAMD00114904	SAMD00114905	SAMD00114965	SAMD00114885	SAMD00114906	SAMD00114907	SAMD00114966	SAMD00114967	SAMD00114886	SAMD00164694	SAMD00164695	SAMD00164708	SAMD00164713	SAMD00136653	SAMD00164717	SAMD00164721	SAMD00164723	SAMD00164727	SAMD00164728	SAMD00164729	SAMD00164734	SAMD00164744	SAMD00164745	SAMD00164746	SAMD00164748	SAMD00164750	SAMD00154991	SAMD00164755	SAMD00164756	SAMD00164757	SAMD00164758	SAMD00154992	SAMD00164760	SAMD00154993	SAMD00164764	SAMD00164765	SAMD00136648	SAMD00164767	SAMD00164769	SAMD00154994	SAMD00164771	SAMD00164772	SAMD00154995	SAMD00164773	SAMD00164774	SAMD00164776	SAMD00164778	SAMD00164779	SAMD00164780	SAMD00164791	SAMD00164801	SAMD00164803	SAMD00164804	SAMD00164805	SAMD00164806	SAMD00164807	SAMD00164808	SAMD00164809	SAMD00164812	SAMD00164813	SAMD00164814	SAMD00164817	SAMD00164818	SAMD00164819	SAMD00164820	SAMD00164821	SAMD00164822	SAMD00164823	SAMD00164824	SAMD00164825	SAMD00164826	SAMD00164827	SAMD00164828	SAMD00164829	SAMD00164830	SAMD00164831	SAMD00164832	SAMD00164833	SAMD00164834	SAMD00164835	SAMD00164836	SAMD00164837	SAMD00164838	SAMD00164839	SAMD00164840	SAMD00164841	SAMD00164842	SAMD00164843	SAMD00164844	SAMD00164845	SAMD00164846	SAMD00164847	SAMD00164848	SAMD00164849	SAMD00164850	SAMD00164851	SAMD00164852	SAMD00164853	SAMD00164854	SAMD00164855	SAMD00164856	SAMD00164857	SAMD00164858	SAMD00164859	SAMD00164860	SAMD00164861	SAMD00164862	SAMD00164863	SAMD00164864	SAMD00164865	SAMD00164866	SAMD00164867	SAMD00164868	SAMD00164869	SAMD00164870	SAMD00164871	SAMD00164872	SAMD00164873	SAMD00164874	SAMD00164875	SAMD00164876	SAMD00164877	SAMD00164878	SAMD00164879	SAMD00164880	SAMD00164881	SAMD00164882	SAMD00164883	SAMD00164884	SAMD00164885	SAMD00164887	SAMD00164888	SAMD00164889	SAMD00164890	SAMD00164891	SAMD00164892	SAMD00164893	SAMD00164894	SAMD00164895	SAMD00164896	SAMD00164897	SAMD00164898	SAMD00164899	SAMD00164900	SAMD00164901	SAMD00164902	SAMD00164903	SAMD00164904	SAMD00164905	SAMD00164906	SAMD00164907	SAMD00164908	SAMD00164909	SAMD00164910	SAMD00164911	SAMD00164912	SAMD00164913	SAMD00164914	SAMD00164915	SAMD00164916	SAMD00164917	SAMD00164918	SAMD00164919	SAMD00164920	SAMD00164921	SAMD00164922	SAMD00164923	SAMD00164924	SAMD00164925	SAMD00164926	SAMD00164927	SAMD00164928	SAMD00164929	SAMD00164930	SAMD00164931	SAMD00164932	SAMD00164933	SAMD00164934	SAMD00164935	SAMD00164936	SAMD00164937	SAMD00164938	SAMD00164939	SAMD00164940	SAMD00164941	SAMD00164942	SAMD00164943	SAMD00164944	SAMD00164945	SAMD00164946	SAMD00164947	SAMD00164948	SAMD00164949	SAMD00164950	SAMD00164951	SAMD00164952	SAMD00164953	SAMD00164954	SAMD00164955	SAMD00164956	SAMD00164957	SAMD00164958	SAMD00164959	SAMD00164960	SAMD00164961	SAMD00164962	SAMD00164963	SAMD00164964	SAMD00164965	SAMD00164966	SAMD00164967	SAMD00164968	SAMD00164969	SAMD00164970	SAMD00164971	SAMD00164972	SAMD00164973	SAMD00164974	SAMD00164975	SAMD00164976	SAMD00164977	SAMD00164978	SAMD00164979	SAMD00164980	SAMD00164981	SAMD00164982	SAMD00164983	SAMD00164984	SAMD00164985	SAMD00164986	SAMD00164987	SAMD00164988	SAMD00164989	SAMD00164990	SAMD00164991	SAMD00164992	SAMD00164993	SAMD00164994	SAMD00164995	SAMD00164996	SAMD00164997	SAMD00164998	SAMD00164999	SAMD00165000	SAMD00165001	SAMD00165002	SAMD00165003	SAMD00165004	SAMD00165005	SAMD00165006	SAMD00165007	SAMD00165008	SAMD00165009	SAMD00165010	SAMD00165011	SAMD00165012	SAMD00165013	SAMD00165014	SAMD00165015	SAMD00165016	SAMD00165017	SAMD00165018	SAMD00165019	SAMD00165020	SAMD00165021	SAMD00165022	SAMD00165023	SAMD00165024	SAMD00165025	SAMD00165026	SAMD00165027	SAMD00165028	SAMD00165029	SAMD00165030	SAMD00165031	SAMD00165032	SAMD00165033
k__Bacteria	100.0	100.0	100.0	100.0	100.0	95.59064	100.0	100.0	100.0	100.0	100.0	100.0	99.57027	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.39965	100.0	100.0	100.0	99.99823	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.55427	100.0	100.0	99.95209	100.0	100.0	100.0	99.99436	100.0	99.90513	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.91977	100.0	100.0	99.12595	100.0	100.0	100.0	100.0	99.9804	100.0	99.91371	100.0	100.0	100.0	100.0	99.92266	100.0	100.0	100.0	99.992	100.0	100.0	99.99026	100.0	100.0	100.0	100.0	99.56758	100.0	99.99642	100.0	100.0	100.0	99.99136	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.9828	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.65761	99.97559	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.685	99.2654	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99545	99.42611	100.0	100.0	100.0	99.96455	100.0	100.0	100.0	99.73058	100.0	100.0	99.99945	100.0	100.0	100.0	100.0	100.0	99.99315	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99276	99.67811	100.0	100.0	99.92372	100.0	100.0	100.0	100.0	99.98829	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99989	100.0	100.0	100.0	100.0	100.0	100.0	99.99321	99.99484	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99681	100.0	100.0	100.0	100.0	100.0	99.26227	99.99857	100.0	100.0	99.82496	100.0	99.95035	100.0	100.0	100.0	100.0	100.0	99.99946	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.93001	100.0	100.0	100.0	100.0	100.0	100.0	99.99714	99.94328	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99276	100.0	100.0	100.0	100.0	100.0	99.97895	100.0	100.0	100.0	99.95702	100.0	100.0	99.9886	99.83935	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.97431	100.0	100.0	99.93818	99.9933	100.0	100.0	100.0	99.83148	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.9457	100.0	99.98697	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.98082	100.0	99.99855	100.0	100.0	100.0	100.0	99.58469	99.4573	100.0	99.4118	100.0	100.0	100.0	100.0	99.91957	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99786	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.91548	100.0	100.0	99.99508	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99603	99.89254	99.89932	100.0	100.0	99.99991	100.0	100.0	98.84128	100.0	100.0	99.99281	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.97281	100.0	100.0	100.0	99.94554	100.0	100.0	99.98675	100.0	100.0	100.0	100.0	100.0	99.98851	100.0	100.0	100.0	100.0	100.0	100.0	99.84851	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.98628	99.32154	100.0	100.0	100.0	100.0	100.0	99.87812	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.16446	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.92014	100.0	100.0	100.0	99.97896	100.0	100.0	100.0	100.0	100.0	100.0	99.99982	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.89893	100.0	100.0	99.99961	100.0	100.0	100.0	99.99362	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.9995	100.0	99.62765	100.0	100.0	99.89029	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99681	100.0	100.0	100.0	99.9871	100.0	100.0	100.0	100.0	100.0	100.0	99.98803	100.0	100.0	100.0	99.99916	100.0	100.0	100.0	100.0	100.0	100.0	99.96756	100.0	100.0	100.0	100.0	100.0	100.0	99.42213	99.98273	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.94929	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.97118	99.94992	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99947	100.0	99.40253	99.99616	100.0	100.0	100.0	99.48074	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.96567	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
k__Archaea	0.0	0.0	0.0	0.0	0.0	4.40936	0.0	0.0	0.0	0.0	0.0	0.0	0.42973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44573	0.0	0.0	0.04791	0.0	0.0	0.0	0.00564	0.0	0.09487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08023	0.0	0.0	0.87405	0.0	0.0	0.0	0.0	0.0196	0.0	0.08629	0.0	0.0	0.0	0.0	0.07734	0.0	0.0	0.0	0.008	0.0	0.0	0.00974	0.0	0.0	0.0	0.0	0.43242	0.0	0.00358	0.0	0.0	0.0	0.00864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34239	0.02441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.315	0.7346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.57389	0.0	0.0	0.0	0.02811	0.0	0.0	0.0	0.26942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00724	0.32189	0.0	0.0	0.07628	0.0	0.0	0.0	0.0	0.01171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.0	0.73773	0.00143	0.0	0.0	0.17504	0.0	0.04965	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00724	0.0	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.0	0.04298	0.0	0.0	0.0	0.16065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02569	0.0	0.0	0.06182	0.0	0.0	0.0	0.0	0.16852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0543	0.0	0.01303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01918	0.0	0.00145	0.0	0.0	0.0	0.0	0.41531	0.5427	0.0	0.5882	0.0	0.0	0.0	0.0	0.08043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08452	0.0	0.0	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00397	0.10746	0.10068	0.0	0.0	9e-05	0.0	0.0	0.05813	0.0	0.0	0.00719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02719	0.0	0.0	0.0	0.05446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01149	0.0	0.0	0.0	0.0	0.0	0.0	0.15149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01372	0.67846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07986	0.0	0.0	0.0	0.02104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10107	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37235	0.0	0.0	0.10971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03244	0.0	0.0	0.0	0.0	0.0	0.0	0.57787	0.01727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02882	0.05008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.59747	0.00384	0.0	0.0	0.0	0.51926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes	28.44673	52.0345	68.8604	62.49886	37.90963	51.7428	66.10898	44.09263	39.58723	27.71315	67.68059	51.2608	47.38248	65.16112	52.7444	47.84647	39.60117	48.20296	53.83937	43.02527	46.78482	39.00999	59.61019	54.81615	21.37027	55.23747	26.08225	39.03686	61.39696	34.5852	44.07011	60.42478	44.03393	62.41342	32.95659	47.52786	37.49199	43.99452	58.32981	34.93986	40.43568	29.76205	50.29503	49.04861	44.0989	66.24294	27.82942	32.47686	49.26864	31.02639	54.71964	57.24046	77.94362	30.75971	50.92434	63.48258	55.76589	44.5523	64.03846	48.25305	28.71368	37.58245	55.30706	65.97218	50.18882	51.35319	60.04093	31.26086	64.28277	38.17573	19.51579	25.77385	26.53623	42.10775	11.03868	37.01716	51.80421	43.52765	56.24936	42.22045	29.07029	24.07865	31.69434	67.39285	30.56857	33.97625	23.54867	43.31905	46.11645	26.46932	63.41325	38.34014	50.87036	54.10253	34.70515	22.33008	45.48084	43.44018	27.68218	17.77774	62.07106	49.5054	36.70454	31.44111	19.63156	40.81717	45.33954	64.27183	18.78459	42.90385	59.15231	41.07461	23.37469	26.42669	47.18888	57.43972	40.49505	37.04642	58.69372	45.62267	29.37341	56.17135	58.86379	42.9063	56.63026	33.97383	39.72807	63.89473	34.42162	51.59267	70.11845	46.62318	51.44796	50.20154	36.73415	42.42329	43.75018	71.14816	52.63412	31.23469	34.57247	45.49561	44.91521	48.06493	49.20257	63.40398	25.852	63.91942	71.02425	50.60139	48.83189	31.40193	65.58166	69.07472	39.29772	46.00111	39.18384	29.6662	46.00997	20.94617	35.59916	57.96197	48.87118	73.72032	61.1882	45.90999	38.7386	37.12091	57.38255	41.46297	54.94567	31.5279	43.01208	39.4265	44.39812	56.35372	21.27764	54.54505	23.10549	48.75319	61.84975	51.59716	19.75018	59.78798	53.30235	58.56098	26.3308	24.55504	51.6591	55.27915	34.07593	28.96499	66.47366	51.7875	28.92342	45.68304	30.9637	62.59539	72.55685	57.6751	13.28777	22.46705	40.21462	36.10594	29.90178	62.79815	52.0469	52.12046	19.82597	67.28218	54.52519	43.77367	20.96887	33.86217	29.7399	38.52442	28.37553	26.18459	24.13663	48.53095	78.89383	46.70881	28.02159	36.91672	41.46726	56.37112	34.78573	29.01439	51.82695	40.80327	15.25751	32.53374	32.53674	47.8875	42.37446	29.63161	35.33012	36.64745	33.73484	45.0145	46.58159	32.19835	46.05588	30.50319	15.82495	37.7585	42.64571	47.7196	39.86331	38.63078	70.56655	41.50503	46.66416	60.45365	23.44776	29.58337	18.9286	40.17543	74.09883	41.30195	46.47226	21.36808	62.58565	14.86516	22.31855	54.8761	68.05137	32.50611	59.33778	11.18449	50.69054	52.66743	70.77881	53.26194	38.31312	21.44491	32.23537	52.48965	45.1317	36.58934	18.02925	26.0939	68.35011	38.68814	49.43755	55.31673	35.83554	56.46375	40.62452	34.33149	29.93491	26.86618	42.55286	40.27988	24.27451	34.05954	38.55491	16.51843	21.62176	21.80637	29.10484	23.52449	14.9421	46.67211	59.72058	46.83355	23.62194	29.29525	36.02551	30.17855	58.36997	38.73685	29.27022	26.27062	54.32603	61.44316	11.87236	27.25598	38.26176	41.12885	39.46212	41.87275	23.05939	25.09823	22.11025	25.00448	92.27637	38.76436	30.95816	25.46771	47.70127	35.70568	25.86592	33.80128	8.85668	49.72733	69.85182	15.76378	65.99692	32.29083	31.36103	37.78063	53.96917	33.6591	46.00529	38.66085	18.27254	35.90483	23.08542	33.66496	58.5514	17.29431	28.2052	64.51559	40.84159	80.68298	28.27215	51.98624	49.40226	41.42731	31.57094	45.58376	32.83851	44.36082	34.94875	45.11134	42.9317	78.9426	39.0885	25.09238	36.51857	49.06161	59.21426	34.45216	26.8167	68.58242	45.16373	58.92063	49.55336	37.08577	45.82899	35.55348	8.45867	54.78405	55.17694	59.21634	35.6535	42.55637	45.09876	36.63491	35.38375	35.46549	66.35855	73.0878	26.50385	26.81631	63.35666	51.93452	42.74502	26.98363	41.99644	73.61351	22.12483	32.30838	31.49071	49.83395	54.45063	63.61368	31.88911	11.9919	25.10743	24.29734	22.4163	40.19467	19.67749	70.50556	35.21921	46.33912	35.10009	35.65675	47.83761	34.17476	24.86643	17.88264	57.85746	28.10388	23.23005	47.10915	54.56678	29.35658	33.08108	40.4366	39.91594	19.6716	27.96702	43.87767	52.43396	60.57097	14.97185	30.47619	41.41028	26.84997	40.08714	18.1171	50.20919	40.28477	35.89033	30.92857	37.2182	17.64031	31.9418	70.26113	22.11949	22.62467	44.56791	51.11857	39.83016	33.44681	27.32238	54.82132	43.02941	56.95269	62.49487	25.46985	49.17003	35.8964	64.03561	31.91441	49.10459	16.21344	32.1221	35.98944	28.09184	30.37601	59.88182	30.96519	63.38942	48.69266	41.88813	32.25171	43.27386	54.44851	38.10334	24.20123	49.30332	27.13871	29.33895	34.49297	33.26773	54.0335	31.20134	46.57362	43.91508	19.76319	35.18601	46.2144	43.9912	37.97181	42.6219	33.67854	46.99073	47.53802	31.33741	18.06129	41.9521	36.66348	33.88456	20.21787	22.92934	39.01245	51.56791	42.38669	74.64144	64.00341	20.91733	29.24738	37.55568	35.9573	36.67789	35.23154	23.56112	19.13842	23.17811	45.79439	12.91045	47.59439	18.74511	72.01863	32.34188	23.39398	40.56904	35.76889	36.9456	50.18018	52.57572	47.33099	52.11166	25.61642	42.32306	72.48536	39.83384	53.17592	71.5415	50.65098	40.41861	53.61554	57.49538	66.81669	36.67946	50.34925	44.20752	31.78423	41.42124	46.90909	27.64292	48.81566	37.57345	55.38634	60.21238	47.49135	39.12379	57.29439	88.82556	20.15899	55.76997	23.19434	55.80132	57.52961	44.76144	58.97819	17.56465	50.96689	21.18056	34.7821	46.91982	44.64897	38.55908	73.05932	17.89942	43.37031	57.07516	38.2979	43.66339	12.55174	40.00573	51.609	26.1846	25.70338	56.73718	34.98629	41.41033	41.76009	73.36383	74.21711	79.16977	54.09902	51.66878	43.1341	51.19231	86.88293	39.25799	80.71772	30.24403	70.5104	59.80473	21.4033	56.03939	46.80673	53.67977	62.16388	38.95321	30.49503	60.04298	30.1979	31.96571
