run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR688425	ERP008729	SAMEA3136750	ERS608601	ERX633426	PRJEB7774	408170	human gut metagenome	SZAXPI021652-111	WGS	METAGENOMIC	1003875	31871	Stool sample from carcinoma
ERR688431	ERP008729	SAMEA3136731	ERS608582	ERX633432	PRJEB7774	408170	human gut metagenome	SZAXPI021633-26	WGS	METAGENOMIC	1090250	31877	Stool sample from carcinoma
ERR688433	ERP008729	SAMEA3136767	ERS608618	ERX633434	PRJEB7774	408170	human gut metagenome	SZAXPI021647-94	WGS	METAGENOMIC	1096236	31879	Stool sample from carcinoma
ERR688434	ERP008729	SAMEA3136761	ERS608612	ERX633435	PRJEB7774	408170	human gut metagenome	SZAXPI021715-16	WGS	METAGENOMIC	642016	31880	Stool sample from carcinoma
ERR688441	ERP008729	SAMEA3136710	ERS608561	ERX633442	PRJEB7774	408170	human gut metagenome	SZAXPI022088-140	WGS	METAGENOMIC	601119	530039	Stool sample from advanced adenoma
ERR688448	ERP008729	SAMEA3136678	ERS608529	ERX633449	PRJEB7774	408170	human gut metagenome	SZAXPI022052-129	WGS	METAGENOMIC	956165	530075	Stool sample from controls
ERR688454	ERP008729	SAMEA3136682	ERS608533	ERX633455	PRJEB7774	408170	human gut metagenome	SZAXPI021721-27	WGS	METAGENOMIC	537270	530168	Stool sample from advanced adenoma
ERR688455	ERP008729	SAMEA3136711	ERS608562	ERX633456	PRJEB7774	408170	human gut metagenome	SZAXPI021944-142	WGS	METAGENOMIC	752839	530172	Stool sample from advanced adenoma
ERR688458	ERP008729	SAMEA3136666	ERS608517	ERX633459	PRJEB7774	408170	human gut metagenome	SZAXPI022070-39	WGS	METAGENOMIC	838838	530215	Stool sample from controls
ERR688460	ERP008729	SAMEA3136649	ERS608500	ERX633461	PRJEB7774	408170	human gut metagenome	SZAXPI022054-136	WGS	METAGENOMIC	919201	530251	Stool sample from controls
ERR688463	ERP008729	SAMEA3136642	ERS608493	ERX633464	PRJEB7774	408170	human gut metagenome	SZAXPI022047-102	WGS	METAGENOMIC	1198541	530295	Stool sample from controls
ERR688465	ERP008729	SAMEA3136628	ERS608479	ERX633466	PRJEB7774	408170	human gut metagenome	SZAXPI021959-37	WGS	METAGENOMIC	647403	530315	Stool sample from controls
ERR688469	ERP008729	SAMEA3136653	ERS608504	ERX633470	PRJEB7774	408170	human gut metagenome	SZAXPI022058-166	WGS	METAGENOMIC	937035	530364	Stool sample from controls
ERR688472	ERP008729	SAMEA3136641	ERS608492	ERX633473	PRJEB7774	408170	human gut metagenome	SZAXPI022046-95	WGS	METAGENOMIC	1146725	530394	Stool sample from controls
ERR688476	ERP008729	SAMEA3136717	ERS608568	ERX633477	PRJEB7774	408170	human gut metagenome	SZAXPI021950-20	WGS	METAGENOMIC	913266	530450	Stool sample from advanced adenoma
ERR688481	ERP008729	SAMEA3136688	ERS608539	ERX633482	PRJEB7774	408170	human gut metagenome	SZAXPI021724-36	WGS	METAGENOMIC	689202	530697	Stool sample from advanced adenoma
ERR688486	ERP008729	SAMEA3136700	ERS608551	ERX633487	PRJEB7774	408170	human gut metagenome	SZAXPI021935-95	WGS	METAGENOMIC	1129621	530867	Stool sample from advanced adenoma
ERR688489	ERP008729	SAMEA3136733	ERS608584	ERX633490	PRJEB7774	408170	human gut metagenome	SZAXPI021635-32	WGS	METAGENOMIC	1050976	531155	Stool sample from carcinoma
ERR688492	ERP008729	SAMEA3136749	ERS608600	ERX633493	PRJEB7774	408170	human gut metagenome	SZAXPI021651-109	WGS	METAGENOMIC	1094113	531277	Stool sample from carcinoma
ERR688494	ERP008729	SAMEA3136744	ERS608595	ERX633495	PRJEB7774	408170	human gut metagenome	SZAXPI021645-90	WGS	METAGENOMIC	798802	531333	Stool sample from carcinoma
ERR688502	ERP008729	SAMEA3136739	ERS608590	ERX633503	PRJEB7774	408170	human gut metagenome	SZAXPI021639-45	WGS	METAGENOMIC	765051	531469	Stool sample from carcinoma
ERR688507	ERP008729	SAMEA3136638	ERS608489	ERX633508	PRJEB7774	408170	human gut metagenome	SZAXPI022043-90	WGS	METAGENOMIC	29839288	31021	Stool sample from controls
ERR688517	ERP008729	SAMEA3136738	ERS608589	ERX633518	PRJEB7774	408170	human gut metagenome	SZAXPI021638-43	WGS	METAGENOMIC	25516040	31223	Stool sample from carcinoma
ERR688519	ERP008729	SAMEA3136714	ERS608565	ERX633520	PRJEB7774	408170	human gut metagenome	SZAXPI021947-169	WGS	METAGENOMIC	30352133	31233	Stool sample from advanced adenoma
ERR688522	ERP008729	SAMEA3136693	ERS608544	ERX633523	PRJEB7774	408170	human gut metagenome	SZAXPI021671-62	WGS	METAGENOMIC	27200088	31256	Stool sample from advanced adenoma
ERR688523	ERP008729	SAMEA3136676	ERS608527	ERX633524	PRJEB7774	408170	human gut metagenome	SZAXPI022076-89	WGS	METAGENOMIC	25384083	31267	Stool sample from controls
ERR688527	ERP008729	SAMEA3136754	ERS608605	ERX633528	PRJEB7774	408170	human gut metagenome	SZAXPI021656-133	WGS	METAGENOMIC	29927254	31285	Stool sample from carcinoma
ERR688537	ERP008729	SAMEA3136650	ERS608501	ERX633538	PRJEB7774	408170	human gut metagenome	SZAXPI022055-140	WGS	METAGENOMIC	29365450	31416	Stool sample from controls
ERR688538	ERP008729	SAMEA3136691	ERS608542	ERX633539	PRJEB7774	408170	human gut metagenome	SZAXPI021925-43	WGS	METAGENOMIC	33467260	31424	Stool sample from advanced adenoma
ERR688542	ERP008729	SAMEA3136706	ERS608557	ERX633543	PRJEB7774	408170	human gut metagenome	SZAXPI021940-123	WGS	METAGENOMIC	33080606	31449	Stool sample from advanced adenoma
ERR688543	ERP008729	SAMEA3136668	ERS608519	ERX633544	PRJEB7774	408170	human gut metagenome	SZAXPI021674-45	WGS	METAGENOMIC	19512735	31450	Stool sample from controls
ERR688549	ERP008729	SAMEA3136692	ERS608543	ERX633550	PRJEB7774	408170	human gut metagenome	SZAXPI021927-47	WGS	METAGENOMIC	39170675	31501	Stool sample from advanced adenoma
ERR688554	ERP008729	SAMEA3136635	ERS608486	ERX633555	PRJEB7774	408170	human gut metagenome	SZAXPI021966-87	WGS	METAGENOMIC	27144355	31557	Stool sample from controls
ERR688557	ERP008729	SAMEA3136679	ERS608530	ERX633558	PRJEB7774	408170	human gut metagenome	SZAXPI022082-24	WGS	METAGENOMIC	21517664	31637	Stool sample from controls
ERR688560	ERP008729	SAMEA3136722	ERS608573	ERX633561	PRJEB7774	408170	human gut metagenome	SZAXPI021926-45	WGS	METAGENOMIC	29190565	31705	Stool sample from advanced adenoma
ERR688566	ERP008729	SAMEA3136623	ERS608474	ERX633567	PRJEB7774	408170	human gut metagenome	SZAXPI021955-26	WGS	METAGENOMIC	19453783	31766	Stool sample from controls
ERR688570	ERP008729	SAMEA3136734	ERS608585	ERX633571	PRJEB7774	408170	human gut metagenome	SZAXPI021666-33	WGS	METAGENOMIC	22124801	31868	Stool sample from carcinoma
ERR688572	ERP008729	SAMEA3136750	ERS608601	ERX633573	PRJEB7774	408170	human gut metagenome	SZAXPI021652-111	WGS	METAGENOMIC	32431127	31871	Stool sample from carcinoma
ERR688576	ERP008729	SAMEA3136752	ERS608603	ERX633577	PRJEB7774	408170	human gut metagenome	SZAXPI021654-123	WGS	METAGENOMIC	29991991	31875	Stool sample from carcinoma
ERR688577	ERP008729	SAMEA3136740	ERS608591	ERX633578	PRJEB7774	408170	human gut metagenome	SZAXPI021641-62	WGS	METAGENOMIC	28686450	31876	Stool sample from carcinoma
ERR688578	ERP008729	SAMEA3136731	ERS608582	ERX633579	PRJEB7774	408170	human gut metagenome	SZAXPI021633-26	WGS	METAGENOMIC	27061552	31877	Stool sample from carcinoma
ERR688579	ERP008729	SAMEA3136729	ERS608580	ERX633580	PRJEB7774	408170	human gut metagenome	SZAXPI021664-24	WGS	METAGENOMIC	25170549	31878	Stool sample from carcinoma
ERR688581	ERP008729	SAMEA3136761	ERS608612	ERX633582	PRJEB7774	408170	human gut metagenome	SZAXPI021715-16	WGS	METAGENOMIC	30717938	31880	Stool sample from carcinoma
ERR688585	ERP008729	SAMEA3136696	ERS608547	ERX633586	PRJEB7774	408170	human gut metagenome	SZAXPI021930-88	WGS	METAGENOMIC	23642060	530026	Stool sample from advanced adenoma
ERR688586	ERP008729	SAMEA3136705	ERS608556	ERX633587	PRJEB7774	408170	human gut metagenome	SZAXPI021939-113	WGS	METAGENOMIC	25396770	530028	Stool sample from advanced adenoma
ERR688593	ERP008729	SAMEA3136675	ERS608526	ERX633594	PRJEB7774	408170	human gut metagenome	SZAXPI022078-93	WGS	METAGENOMIC	21987677	530055	Stool sample from controls
ERR688596	ERP008729	SAMEA3136651	ERS608502	ERX633597	PRJEB7774	408170	human gut metagenome	SZAXPI022056-142	WGS	METAGENOMIC	28090317	530119	Stool sample from controls
ERR688603	ERP008729	SAMEA3136631	ERS608482	ERX633604	PRJEB7774	408170	human gut metagenome	SZAXPI021962-45	WGS	METAGENOMIC	24780764	530177	Stool sample from controls
ERR688604	ERP008729	SAMEA3136683	ERS608534	ERX633605	PRJEB7774	408170	human gut metagenome	SZAXPI021722-32	WGS	METAGENOMIC	26145505	530185	Stool sample from advanced adenoma
ERR688605	ERP008729	SAMEA3136666	ERS608517	ERX633606	PRJEB7774	408170	human gut metagenome	SZAXPI022070-39	WGS	METAGENOMIC	20578474	530215	Stool sample from controls
ERR688607	ERP008729	SAMEA3136649	ERS608500	ERX633608	PRJEB7774	408170	human gut metagenome	SZAXPI022054-136	WGS	METAGENOMIC	19278860	530251	Stool sample from controls
ERR688609	ERP008729	SAMEA3136709	ERS608560	ERX633610	PRJEB7774	408170	human gut metagenome	SZAXPI021943-136	WGS	METAGENOMIC	15513169	530262	Stool sample from advanced adenoma
ERR688610	ERP008729	SAMEA3136642	ERS608493	ERX633611	PRJEB7774	408170	human gut metagenome	SZAXPI022047-102	WGS	METAGENOMIC	28554120	530295	Stool sample from controls
ERR688617	ERP008729	SAMEA3136643	ERS608494	ERX633618	PRJEB7774	408170	human gut metagenome	SZAXPI022048-108	WGS	METAGENOMIC	20561125	530368	Stool sample from controls
ERR688619	ERP008729	SAMEA3136641	ERS608492	ERX633620	PRJEB7774	408170	human gut metagenome	SZAXPI022046-95	WGS	METAGENOMIC	32723661	530394	Stool sample from controls
ERR688622	ERP008729	SAMEA3136637	ERS608488	ERX633623	PRJEB7774	408170	human gut metagenome	SZAXPI022087-89	WGS	METAGENOMIC	24583040	530444	Stool sample from controls
ERR688632	ERP008729	SAMEA3136723	ERS608574	ERX633633	PRJEB7774	408170	human gut metagenome	SZAXPI021934-94	WGS	METAGENOMIC	30084053	530840	Stool sample from advanced adenoma
ERR688638	ERP008729	SAMEA3136768	ERS608619	ERX633639	PRJEB7774	408170	human gut metagenome	SZAXPI021719-23	WGS	METAGENOMIC	36858391	531274	Stool sample from carcinoma
ERR688640	ERP008729	SAMEA3136730	ERS608581	ERX633641	PRJEB7774	408170	human gut metagenome	SZAXPI021665-25	WGS	METAGENOMIC	28651553	531281	Stool sample from carcinoma
ERR688645	ERP008729	SAMEA3136681	ERS608532	ERX633646	PRJEB7774	408170	human gut metagenome	SZAXPI021720-26	WGS	METAGENOMIC	31902304	531403	Stool sample from advanced adenoma
ERR688647	ERP008729	SAMEA3136741	ERS608592	ERX633648	PRJEB7774	408170	human gut metagenome	SZAXPI021642-84	WGS	METAGENOMIC	26712989	531416	Stool sample from carcinoma
ERR688648	ERP008729	SAMEA3136647	ERS608498	ERX633649	PRJEB7774	408170	human gut metagenome	SZAXPI021673-123	WGS	METAGENOMIC	23309322	531424	Stool sample from controls
ERR688651	ERP008729	SAMEA3136736	ERS608587	ERX633652	PRJEB7774	408170	human gut metagenome	SZAXPI021637-37	WGS	METAGENOMIC	21302038	531775	Stool sample from carcinoma
ERR710416	ERP008729	SAMEA3178942	ERS631832	ERX654638	PRJEB7774	408170	human gut metagenome	RSZAXPI000655-22	WGS	METAGENOMIC	659658	532305	Stool sample from advanced adenoma
ERR710418	ERP008729	SAMEA3178937	ERS631827	ERX654640	PRJEB7774	408170	human gut metagenome	RSZAXPI000650-17	WGS	METAGENOMIC	529613	532779	Stool sample from controls
ERR710424	ERP008729	SAMEA3178944	ERS631834	ERX654646	PRJEB7774	408170	human gut metagenome	RSZAXPI000657-24	WGS	METAGENOMIC	24210213	531663	Stool sample from advanced adenoma
ERR710427	ERP008729	SAMEA3178937	ERS631827	ERX654649	PRJEB7774	408170	human gut metagenome	RSZAXPI000650-17	WGS	METAGENOMIC	27127751	532779	Stool sample from controls
ERR710428	ERP008729	SAMEA3178938	ERS631828	ERX654650	PRJEB7774	408170	human gut metagenome	RSZAXPI000651-18	WGS	METAGENOMIC	25133862	532796	Stool sample from controls
ERR710429	ERP008729	SAMEA3178939	ERS631829	ERX654651	PRJEB7774	408170	human gut metagenome	RSZAXPI000652-19	WGS	METAGENOMIC	20376523	532802	Stool sample from controls
ERR710431	ERP008729	SAMEA3178941	ERS631831	ERX654653	PRJEB7774	408170	human gut metagenome	RSZAXPI000654-21	WGS	METAGENOMIC	20792951	532832	Stool sample from advanced adenoma
ERR688361	ERP008729	SAMEA3136703	ERS608554	ERX633362	PRJEB7774	408170	human gut metagenome	SZAXPI021937-109	WGS	METAGENOMIC	803265	31030	Stool sample from advanced adenoma
ERR688366	ERP008729	SAMEA3136769	ERS608620	ERX633367	PRJEB7774	408170	human gut metagenome	SZAXPI021669-24	WGS	METAGENOMIC	932348	31159	Stool sample from carcinoma
ERR688372	ERP008729	SAMEA3136714	ERS608565	ERX633373	PRJEB7774	408170	human gut metagenome	SZAXPI021947-169	WGS	METAGENOMIC	819620	31233	Stool sample from advanced adenoma
ERR688377	ERP008729	SAMEA3136707	ERS608558	ERX633378	PRJEB7774	408170	human gut metagenome	SZAXPI021941-129	WGS	METAGENOMIC	803052	31275	Stool sample from advanced adenoma
ERR688379	ERP008729	SAMEA3136704	ERS608555	ERX633380	PRJEB7774	408170	human gut metagenome	SZAXPI021938-111	WGS	METAGENOMIC	799388	31282	Stool sample from advanced adenoma
ERR688381	ERP008729	SAMEA3136644	ERS608495	ERX633382	PRJEB7774	408170	human gut metagenome	SZAXPI022049-109	WGS	METAGENOMIC	1239365	31300	Stool sample from controls
ERR688385	ERP008729	SAMEA3136665	ERS608516	ERX633386	PRJEB7774	408170	human gut metagenome	SZAXPI022069-37	WGS	METAGENOMIC	989504	31343	Stool sample from controls
ERR688388	ERP008729	SAMEA3136656	ERS608507	ERX633389	PRJEB7774	408170	human gut metagenome	SZAXPI022061-17	WGS	METAGENOMIC	1000629	31379	Stool sample from controls
ERR688396	ERP008729	SAMEA3136668	ERS608519	ERX633397	PRJEB7774	408170	human gut metagenome	SZAXPI021674-45	WGS	METAGENOMIC	796421	31450	Stool sample from controls
ERR688401	ERP008729	SAMEA3136766	ERS608617	ERX633402	PRJEB7774	408170	human gut metagenome	SZAXPI021643-87	WGS	METAGENOMIC	1249111	31493	Stool sample from carcinoma
ERR688402	ERP008729	SAMEA3136692	ERS608543	ERX633403	PRJEB7774	408170	human gut metagenome	SZAXPI021927-47	WGS	METAGENOMIC	1483092	31501	Stool sample from advanced adenoma
ERR688403	ERP008729	SAMEA3136662	ERS608513	ERX633404	PRJEB7774	408170	human gut metagenome	SZAXPI022066-32	WGS	METAGENOMIC	923475	31512	Stool sample from controls
ERR688410	ERP008729	SAMEA3136679	ERS608530	ERX633411	PRJEB7774	408170	human gut metagenome	SZAXPI022082-24	WGS	METAGENOMIC	1120976	31637	Stool sample from controls
ERR688412	ERP008729	SAMEA3136632	ERS608483	ERX633413	PRJEB7774	408170	human gut metagenome	SZAXPI021963-47	WGS	METAGENOMIC	974418	31700	Stool sample from controls
ERR688414	ERP008729	SAMEA3136677	ERS608528	ERX633415	PRJEB7774	408170	human gut metagenome	SZAXPI022063-23	WGS	METAGENOMIC	1831666	31711	Stool sample from controls
ERR688421	ERP008729	SAMEA3136737	ERS608588	ERX633422	PRJEB7774	408170	human gut metagenome	SZAXPI021667-39	WGS	METAGENOMIC	632227	31865	Stool sample from carcinoma
ERR688423	ERP008729	SAMEA3136734	ERS608585	ERX633424	PRJEB7774	408170	human gut metagenome	SZAXPI021666-33	WGS	METAGENOMIC	953760	31868	Stool sample from carcinoma
ERR688424	ERP008729	SAMEA3136758	ERS608609	ERX633425	PRJEB7774	408170	human gut metagenome	SZAXPI021693-158	WGS	METAGENOMIC	864213	31870	Stool sample from carcinoma
ERR688426	ERP008729	SAMEA3136742	ERS608593	ERX633427	PRJEB7774	408170	human gut metagenome	SZAXPI021644-88	WGS	METAGENOMIC	995090	31872	Stool sample from carcinoma
ERR688428	ERP008729	SAMEA3136727	ERS608578	ERX633429	PRJEB7774	408170	human gut metagenome	SZAXPI021632-21	WGS	METAGENOMIC	1151888	31874	Stool sample from carcinoma
ERR688439	ERP008729	SAMEA3136705	ERS608556	ERX633440	PRJEB7774	408170	human gut metagenome	SZAXPI021939-113	WGS	METAGENOMIC	702420	530028	Stool sample from advanced adenoma
ERR688440	ERP008729	SAMEA3136687	ERS608538	ERX633441	PRJEB7774	408170	human gut metagenome	SZAXPI021723-33	WGS	METAGENOMIC	692473	530002	Stool sample from advanced adenoma
ERR688442	ERP008729	SAMEA3136721	ERS608572	ERX633443	PRJEB7774	408170	human gut metagenome	SZAXPI021954-25	WGS	METAGENOMIC	1303279	530041	Stool sample from advanced adenoma
ERR688445	ERP008729	SAMEA3136698	ERS608549	ERX633446	PRJEB7774	408170	human gut metagenome	SZAXPI021932-90	WGS	METAGENOMIC	1264383	530054	Stool sample from advanced adenoma
ERR688446	ERP008729	SAMEA3136675	ERS608526	ERX633447	PRJEB7774	408170	human gut metagenome	SZAXPI022078-93	WGS	METAGENOMIC	707032	530055	Stool sample from controls
ERR688449	ERP008729	SAMEA3136651	ERS608502	ERX633450	PRJEB7774	408170	human gut metagenome	SZAXPI022056-142	WGS	METAGENOMIC	1236343	530119	Stool sample from controls
ERR688451	ERP008729	SAMEA3136636	ERS608487	ERX633452	PRJEB7774	408170	human gut metagenome	SZAXPI021967-88	WGS	METAGENOMIC	1050429	530154	Stool sample from controls
ERR688452	ERP008729	SAMEA3136655	ERS608506	ERX633453	PRJEB7774	408170	human gut metagenome	SZAXPI022060-16	WGS	METAGENOMIC	955704	530163	Stool sample from controls
ERR688459	ERP008729	SAMEA3136640	ERS608491	ERX633460	PRJEB7774	408170	human gut metagenome	SZAXPI022045-94	WGS	METAGENOMIC	947863	530227	Stool sample from controls
ERR688461	ERP008729	SAMEA3136672	ERS608523	ERX633462	PRJEB7774	408170	human gut metagenome	SZAXPI022074-87	WGS	METAGENOMIC	956538	530258	Stool sample from controls
ERR688464	ERP008729	SAMEA3136694	ERS608545	ERX633465	PRJEB7774	408170	human gut metagenome	SZAXPI021928-84	WGS	METAGENOMIC	2041660	530297	Stool sample from advanced adenoma
ERR688466	ERP008729	SAMEA3136719	ERS608570	ERX633467	PRJEB7774	408170	human gut metagenome	SZAXPI021952-23	WGS	METAGENOMIC	1004165	530323	Stool sample from advanced adenoma
ERR688468	ERP008729	SAMEA3136720	ERS608571	ERX633469	PRJEB7774	408170	human gut metagenome	SZAXPI021953-24	WGS	METAGENOMIC	948586	530348	Stool sample from advanced adenoma
ERR688470	ERP008729	SAMEA3136643	ERS608494	ERX633471	PRJEB7774	408170	human gut metagenome	SZAXPI022048-108	WGS	METAGENOMIC	797017	530368	Stool sample from controls
ERR688473	ERP008729	SAMEA3136715	ERS608566	ERX633474	PRJEB7774	408170	human gut metagenome	SZAXPI021948-16	WGS	METAGENOMIC	932313	530398	Stool sample from advanced adenoma
ERR688484	ERP008729	SAMEA3136690	ERS608541	ERX633485	PRJEB7774	408170	human gut metagenome	SZAXPI022085-39	WGS	METAGENOMIC	974815	530756	Stool sample from advanced adenoma
ERR688485	ERP008729	SAMEA3136723	ERS608574	ERX633486	PRJEB7774	408170	human gut metagenome	SZAXPI021934-94	WGS	METAGENOMIC	1103483	530840	Stool sample from advanced adenoma
ERR688488	ERP008729	SAMEA3136759	ERS608610	ERX633489	PRJEB7774	408170	human gut metagenome	SZAXPI021689-166	WGS	METAGENOMIC	805331	531128	Stool sample from carcinoma
ERR688490	ERP008729	SAMEA3136757	ERS608608	ERX633491	PRJEB7774	408170	human gut metagenome	SZAXPI021692-142	WGS	METAGENOMIC	800302	531248	Stool sample from carcinoma
ERR688493	ERP008729	SAMEA3136730	ERS608581	ERX633494	PRJEB7774	408170	human gut metagenome	SZAXPI021665-25	WGS	METAGENOMIC	1109449	531281	Stool sample from carcinoma
ERR688495	ERP008729	SAMEA3136764	ERS608615	ERX633496	PRJEB7774	408170	human gut metagenome	SZAXPI021718-21	WGS	METAGENOMIC	993916	531352	Stool sample from carcinoma
ERR688496	ERP008729	SAMEA3136735	ERS608586	ERX633497	PRJEB7774	408170	human gut metagenome	SZAXPI021636-36	WGS	METAGENOMIC	780956	531361	Stool sample from carcinoma
ERR688499	ERP008729	SAMEA3136669	ERS608520	ERX633500	PRJEB7774	408170	human gut metagenome	SZAXPI022072-47	WGS	METAGENOMIC	1105483	531414	Stool sample from controls
ERR688501	ERP008729	SAMEA3136647	ERS608498	ERX633502	PRJEB7774	408170	human gut metagenome	SZAXPI021673-123	WGS	METAGENOMIC	678781	531424	Stool sample from controls
ERR688504	ERP008729	SAMEA3136736	ERS608587	ERX633505	PRJEB7774	408170	human gut metagenome	SZAXPI021637-37	WGS	METAGENOMIC	775100	531775	Stool sample from carcinoma
ERR688508	ERP008729	SAMEA3136703	ERS608554	ERX633509	PRJEB7774	408170	human gut metagenome	SZAXPI021937-109	WGS	METAGENOMIC	24748494	31030	Stool sample from advanced adenoma
ERR688513	ERP008729	SAMEA3136769	ERS608620	ERX633514	PRJEB7774	408170	human gut metagenome	SZAXPI021669-24	WGS	METAGENOMIC	26382550	31159	Stool sample from carcinoma
ERR688515	ERP008729	SAMEA3136751	ERS608602	ERX633516	PRJEB7774	408170	human gut metagenome	SZAXPI021653-113	WGS	METAGENOMIC	25837477	31188	Stool sample from carcinoma
ERR688516	ERP008729	SAMEA3136634	ERS608485	ERX633517	PRJEB7774	408170	human gut metagenome	SZAXPI021965-84	WGS	METAGENOMIC	21177564	31219	Stool sample from controls
