run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR1293180	ERP013933	SAMEA3879530	ERS1066664	ERX1364752	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1959797	MMRS17963147ST-27-0-0	stool sample
ERR1293183	ERP013933	SAMEA3879531	ERS1066665	ERX1364755	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1357585	MMRS44203591ST-27-0-0	stool sample
ERR1293186	ERP013933	SAMEA3879532	ERS1066666	ERX1364758	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	784420	MMRS68630931ST-27-0-0	stool sample
ERR1293187	ERP013933	SAMEA3879532	ERS1066666	ERX1364759	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	762626	MMRS68630931ST-27-0-0	stool sample
ERR1293190	ERP013933	SAMEA3879533	ERS1066667	ERX1364762	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	747317	MMRS68910755ST-27-0-0	stool sample
ERR1293194	ERP013933	SAMEA3879534	ERS1066668	ERX1364766	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	976792	MMRS54316675ST-27-0-0	stool sample
ERR1293197	ERP013933	SAMEA3879535	ERS1066669	ERX1364769	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	718054	MMRS93508324ST-27-0-0	stool sample
ERR1293200	ERP013933	SAMEA3879535	ERS1066669	ERX1364772	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	725898	MMRS93508324ST-27-0-0	stool sample
ERR1293201	ERP013933	SAMEA3879536	ERS1066670	ERX1364773	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1039714	MMRS67690541ST-27-0-0	stool sample
ERR1293202	ERP013933	SAMEA3879536	ERS1066670	ERX1364774	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1003068	MMRS67690541ST-27-0-0	stool sample
ERR1293203	ERP013933	SAMEA3879536	ERS1066670	ERX1364775	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1041646	MMRS67690541ST-27-0-0	stool sample
ERR1293206	ERP013933	SAMEA3879537	ERS1066671	ERX1364778	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	689982	MMRS80093644ST-27-0-0	stool sample
ERR1293207	ERP013933	SAMEA3879537	ERS1066671	ERX1364779	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	817251	MMRS80093644ST-27-0-0	stool sample
ERR1293208	ERP013933	SAMEA3879537	ERS1066671	ERX1364780	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	687464	MMRS80093644ST-27-0-0	stool sample
ERR1293209	ERP013933	SAMEA3879538	ERS1066672	ERX1364781	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	879166	MMRS21365932ST-27-0-0	stool sample
ERR1293211	ERP013933	SAMEA3879538	ERS1066672	ERX1364783	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1236216	MMRS21365932ST-27-0-0	stool sample
ERR1293218	ERP013933	SAMEA3879540	ERS1066674	ERX1364790	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1367006	MMRS77018926ST-27-0-0	stool sample
ERR1293220	ERP013933	SAMEA3879540	ERS1066674	ERX1364792	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1317323	MMRS77018926ST-27-0-0	stool sample
ERR1293225	ERP013933	SAMEA3879542	ERS1066676	ERX1364797	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	750936	MMRS33294861ST-27-0-0	stool sample
ERR1293228	ERP013933	SAMEA3879542	ERS1066676	ERX1364800	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	740001	MMRS33294861ST-27-0-0	stool sample
ERR1293231	ERP013933	SAMEA3879543	ERS1066677	ERX1364803	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	848592	MMRS32573774ST-27-0-0	stool sample
ERR1293233	ERP013933	SAMEA3879544	ERS1066678	ERX1364805	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1554842	MMRS31306426ST-27-0-0	stool sample
ERR1293234	ERP013933	SAMEA3879544	ERS1066678	ERX1364806	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1506695	MMRS31306426ST-27-0-0	stool sample
ERR1293235	ERP013933	SAMEA3879544	ERS1066678	ERX1364807	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1588333	MMRS31306426ST-27-0-0	stool sample
ERR1293238	ERP013933	SAMEA3879545	ERS1066679	ERX1364810	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1790114	MMRS41711735ST-27-0-0	stool sample
ERR1293239	ERP013933	SAMEA3879545	ERS1066679	ERX1364811	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1853441	MMRS41711735ST-27-0-0	stool sample
ERR1293245	ERP013933	SAMEA3879547	ERS1066681	ERX1364817	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	723554	MMRS84159866ST-27-0-0	stool sample
ERR1293247	ERP013933	SAMEA3879547	ERS1066681	ERX1364819	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	967257	MMRS84159866ST-27-0-0	stool sample
ERR1293248	ERP013933	SAMEA3879547	ERS1066681	ERX1364820	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	744908	MMRS84159866ST-27-0-0	stool sample
ERR1293249	ERP013933	SAMEA3879548	ERS1066682	ERX1364821	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	961592	MMRS65945127ST-27-0-0	stool sample
ERR1293250	ERP013933	SAMEA3879548	ERS1066682	ERX1364822	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	932045	MMRS65945127ST-27-0-0	stool sample
ERR1293252	ERP013933	SAMEA3879548	ERS1066682	ERX1364824	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	973302	MMRS65945127ST-27-0-0	stool sample
ERR1293253	ERP013933	SAMEA3879549	ERS1066683	ERX1364825	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1219441	MMRS54246132ST-27-0-0	stool sample
ERR1293254	ERP013933	SAMEA3879549	ERS1066683	ERX1364826	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	892638	MMRS54246132ST-27-0-0	stool sample
ERR1293257	ERP013933	SAMEA3879550	ERS1066684	ERX1364829	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1175506	MMRS65742083ST-27-0-0	stool sample
ERR1293258	ERP013933	SAMEA3879550	ERS1066684	ERX1364830	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1134606	MMRS65742083ST-27-0-0	stool sample
ERR1293261	ERP013933	SAMEA3879551	ERS1066685	ERX1364833	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1572071	MMRS25211151ST-27-0-0	stool sample
ERR1293263	ERP013933	SAMEA3879551	ERS1066685	ERX1364835	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1436803	MMRS25211151ST-27-0-0	stool sample
ERR1293266	ERP013933	SAMEA3879552	ERS1066686	ERX1364838	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	639655	MMRS85548821ST-27-0-0	stool sample
ERR1293268	ERP013933	SAMEA3879552	ERS1066686	ERX1364840	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	678674	MMRS85548821ST-27-0-0	stool sample
ERR1293271	ERP013933	SAMEA3879553	ERS1066687	ERX1364843	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	779159	MMRS29805707ST-27-0-0	stool sample
ERR1293273	ERP013933	SAMEA3879554	ERS1066688	ERX1364845	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1772871	MMRS79893829ST-27-0-0	stool sample
ERR1293274	ERP013933	SAMEA3879554	ERS1066688	ERX1364846	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1732761	MMRS79893829ST-27-0-0	stool sample
ERR1293276	ERP013933	SAMEA3879554	ERS1066688	ERX1364848	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1772172	MMRS79893829ST-27-0-0	stool sample
ERR1293278	ERP013933	SAMEA3879555	ERS1066689	ERX1364850	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1796813	MMRS86958796ST-27-0-0	stool sample
ERR1293283	ERP013933	SAMEA3879556	ERS1066690	ERX1364855	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	967856	MMRS55294627ST-27-0-0	stool sample
ERR1293286	ERP013933	SAMEA3879557	ERS1066691	ERX1364858	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	769817	MMRS43939546ST-27-0-0	stool sample
ERR1293287	ERP013933	SAMEA3879557	ERS1066691	ERX1364859	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	819856	MMRS43939546ST-27-0-0	stool sample
ERR1293289	ERP013933	SAMEA3879558	ERS1066692	ERX1364861	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	547288	MMRS44197125ST-27-0-0	stool sample
ERR1293293	ERP013933	SAMEA3879559	ERS1066693	ERX1364865	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	560936	MMRS85382779ST-27-0-0	stool sample
ERR1293299	ERP013933	SAMEA3879560	ERS1066694	ERX1364871	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	929633	MMRS16644320ST-27-0-0	stool sample
ERR1293301	ERP013933	SAMEA3879561	ERS1066695	ERX1364873	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	841525	MMRS94549160ST-27-0-0	stool sample
ERR1293303	ERP013933	SAMEA3879561	ERS1066695	ERX1364875	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	801011	MMRS94549160ST-27-0-0	stool sample
ERR1293305	ERP013933	SAMEA3879562	ERS1066696	ERX1364877	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	893328	MMRS47685461ST-27-0-0	stool sample
ERR1293308	ERP013933	SAMEA3879562	ERS1066696	ERX1364880	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1000952	MMRS47685461ST-27-0-0	stool sample
ERR1293310	ERP013933	SAMEA3879563	ERS1066697	ERX1364882	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1009327	MMRS25641480ST-27-0-0	stool sample
ERR1293314	ERP013933	SAMEA3879564	ERS1066698	ERX1364886	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	916192	MMRS56137463ST-27-0-0	stool sample
ERR1293315	ERP013933	SAMEA3879564	ERS1066698	ERX1364887	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	922844	MMRS56137463ST-27-0-0	stool sample
ERR1293318	ERP013933	SAMEA3879565	ERS1066699	ERX1364890	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	821003	MMRS20257302ST-27-0-0	stool sample
ERR1293322	ERP013933	SAMEA3879566	ERS1066700	ERX1364894	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	539210	MMRS48639115ST-27-0-0	stool sample
ERR1293323	ERP013933	SAMEA3879566	ERS1066700	ERX1364895	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	599035	MMRS48639115ST-27-0-0	stool sample
ERR1293328	ERP013933	SAMEA3879567	ERS1066701	ERX1364900	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	915166	MMRS72980899ST-27-0-0	stool sample
ERR1293329	ERP013933	SAMEA3879568	ERS1066702	ERX1364901	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	871182	MMRS73787048ST-27-0-0	stool sample
ERR1293331	ERP013933	SAMEA3879568	ERS1066702	ERX1364903	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1087765	MMRS73787048ST-27-0-0	stool sample
ERR1293334	ERP013933	SAMEA3879569	ERS1066703	ERX1364906	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1035497	MMRS90191266ST-27-0-0	stool sample
ERR1293335	ERP013933	SAMEA3879569	ERS1066703	ERX1364907	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1057166	MMRS90191266ST-27-0-0	stool sample
ERR1293337	ERP013933	SAMEA3879570	ERS1066704	ERX1364909	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	760723	MMRS85438660ST-27-0-0	stool sample
ERR1293342	ERP013933	SAMEA3879571	ERS1066705	ERX1364914	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	702792	MMRS88581325ST-27-0-0	stool sample
ERR1293343	ERP013933	SAMEA3879571	ERS1066705	ERX1364915	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	664218	MMRS88581325ST-27-0-0	stool sample
ERR1293345	ERP013933	SAMEA3879572	ERS1066706	ERX1364917	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	918677	MMRS77487595ST-27-0-0	stool sample
ERR1293350	ERP013933	SAMEA3879573	ERS1066707	ERX1364922	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1628844	MMRS34525504ST-27-0-0	stool sample
ERR1293351	ERP013933	SAMEA3879573	ERS1066707	ERX1364923	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1601952	MMRS34525504ST-27-0-0	stool sample
ERR1293354	ERP013933	SAMEA3879574	ERS1066708	ERX1364926	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1034217	MMRS38954404ST-27-0-0	stool sample
ERR1293355	ERP013933	SAMEA3879574	ERS1066708	ERX1364927	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1078647	MMRS38954404ST-27-0-0	stool sample
ERR1293356	ERP013933	SAMEA3879574	ERS1066708	ERX1364928	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1050153	MMRS38954404ST-27-0-0	stool sample
ERR1293357	ERP013933	SAMEA3879575	ERS1066709	ERX1364929	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	838461	MMRS41266697ST-27-0-0	stool sample
ERR1293360	ERP013933	SAMEA3879575	ERS1066709	ERX1364932	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	780574	MMRS41266697ST-27-0-0	stool sample
ERR1293362	ERP013933	SAMEA3879576	ERS1066710	ERX1364934	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	963148	MMRS95479054ST-27-0-0	stool sample
ERR1293364	ERP013933	SAMEA3879576	ERS1066710	ERX1364936	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	956416	MMRS95479054ST-27-0-0	stool sample
ERR1293365	ERP013933	SAMEA3879577	ERS1066711	ERX1364937	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1037481	MMRS93621581ST-27-0-0	stool sample
ERR1293367	ERP013933	SAMEA3879577	ERS1066711	ERX1364939	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1048506	MMRS93621581ST-27-0-0	stool sample
ERR1293373	ERP013933	SAMEA3879579	ERS1066713	ERX1364945	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	844739	MMRS17603756ST-27-0-0	stool sample
ERR1293374	ERP013933	SAMEA3879579	ERS1066713	ERX1364946	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	880206	MMRS17603756ST-27-0-0	stool sample
ERR1293377	ERP013933	SAMEA3879580	ERS1066714	ERX1364949	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	977939	MMRS35808664ST-27-0-0	stool sample
ERR1293383	ERP013933	SAMEA3879581	ERS1066715	ERX1364955	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	587648	MMRS96422329ST-27-0-0	stool sample
ERR1293385	ERP013933	SAMEA3879582	ERS1066716	ERX1364957	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	674845	MMRS44587603ST-27-0-0	stool sample
ERR1293386	ERP013933	SAMEA3879582	ERS1066716	ERX1364958	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	621799	MMRS44587603ST-27-0-0	stool sample
ERR1293391	ERP013933	SAMEA3879583	ERS1066717	ERX1364963	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	694488	MMRS78791111ST-27-0-0	stool sample
ERR1293395	ERP013933	SAMEA3879584	ERS1066718	ERX1364967	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1178944	MMRS64281211ST-27-0-0	stool sample
ERR1293399	ERP013933	SAMEA3879585	ERS1066719	ERX1364971	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	845728	MMRS71238091ST-27-0-0	stool sample
ERR1293401	ERP013933	SAMEA3879586	ERS1066720	ERX1364973	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	898123	MMRS92544445ST-27-0-0	stool sample
ERR1293402	ERP013933	SAMEA3879586	ERS1066720	ERX1364974	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	907282	MMRS92544445ST-27-0-0	stool sample
ERR1293405	ERP013933	SAMEA3879587	ERS1066721	ERX1364977	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	963338	MMRS38861560ST-27-0-0	stool sample
ERR1293414	ERP013933	SAMEA3879589	ERS1066723	ERX1364986	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	840263	MMRS62192467ST-27-0-0	stool sample
ERR1293420	ERP013933	SAMEA3879590	ERS1066724	ERX1364992	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1096836	MMRS11664448ST-27-0-0	stool sample
ERR1293421	ERP013933	SAMEA3879591	ERS1066725	ERX1364993	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	886251	MMRS34569532ST-27-0-0	stool sample
ERR1293425	ERP013933	SAMEA3879592	ERS1066726	ERX1364997	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	936544	MMRS87723283ST-27-0-0	stool sample
ERR1293427	ERP013933	SAMEA3879592	ERS1066726	ERX1364999	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	960693	MMRS87723283ST-27-0-0	stool sample
ERR1293434	ERP013933	SAMEA3879594	ERS1066728	ERX1365006	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	910616	MMRS12272136ST-27-0-0	stool sample
ERR1293435	ERP013933	SAMEA3879594	ERS1066728	ERX1365007	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	908965	MMRS12272136ST-27-0-0	stool sample
ERR1293438	ERP013933	SAMEA3879595	ERS1066729	ERX1365010	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1522489	MMRS11932626ST-27-0-0	stool sample
ERR1293440	ERP013933	SAMEA3879595	ERS1066729	ERX1365012	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1512566	MMRS11932626ST-27-0-0	stool sample
ERR1293442	ERP013933	SAMEA3879596	ERS1066730	ERX1365014	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	612863	MMRS81194191ST-27-0-0	stool sample
ERR1293445	ERP013933	SAMEA3879597	ERS1066731	ERX1365017	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1085459	MMRS81671217ST-27-0-0	stool sample
ERR1293451	ERP013933	SAMEA3879598	ERS1066732	ERX1365023	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	895265	MMRS39415781ST-27-0-0	stool sample
ERR1293453	ERP013933	SAMEA3879599	ERS1066733	ERX1365025	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1956213	MMRS42780924ST-27-0-0	stool sample
ERR1293454	ERP013933	SAMEA3879599	ERS1066733	ERX1365026	PRJEB12449	408170	human gut metagenome	unspecified	WGS	METAGENOMIC	1876395	MMRS42780924ST-27-0-0	stool sample
