run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR14205199	ERP157309	SAMEA115284989	ERS18228956	ERX13607671	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	21705552	Sample_S24699_CC_CRC639_FE_DNA_DIA	Sample_S24699_CC_CRC639_FE_DNA_DIA
ERR14205200	ERP157309	SAMEA115284993	ERS18228960	ERX13607672	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	11535808	Sample_S24762_CC_CRC708_FE_DNA_DIA	Sample_S24762_CC_CRC708_FE_DNA_DIA
ERR14205206	ERP157309	SAMEA115284996	ERS18228963	ERX13607678	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	36573346	CC_CRC760_FE_DNA_DIA	CC_CRC760_FE_DNA_DIA
ERR14205207	ERP157309	SAMEA115284995	ERS18228962	ERX13607679	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	40738580	CC_CRC759_FE_DNA_DIA	CC_CRC759_FE_DNA_DIA
ERR14205209	ERP157309	SAMEA115285000	ERS18228967	ERX13607681	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	28248890	Sample_S24936_CC_P127_FE_DNA_DIA	Sample_S24936_CC_P127_FE_DNA_DIA
ERR14205210	ERP157309	SAMEA115285003	ERS18228970	ERX13607682	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	20595164	Sample_S24750_CC_P133_FE_DNA_DIA	Sample_S24750_CC_P133_FE_DNA_DIA
ERR14205211	ERP157309	SAMEA115285005	ERS18228972	ERX13607683	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	16643884	Sample_S24752_CC_P138_FE_DNA_DIA	Sample_S24752_CC_P138_FE_DNA_DIA
ERR14205212	ERP157309	SAMEA115285006	ERS18228973	ERX13607684	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	14685800	Sample_S24753_CC_P140_FE_DNA_DIA	Sample_S24753_CC_P140_FE_DNA_DIA
ERR14205218	ERP157309	SAMEA115284994	ERS18228961	ERX13607690	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	95146984	CC_CRC752_FE_DNA_DIA	CC_CRC752_FE_DNA_DIA
ERR14205220	ERP157309	SAMEA115285014	ERS18228981	ERX13607692	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	24963884	Sample_S24698_CC_CRC638_FE_DNA_DIA	Sample_S24698_CC_CRC638_FE_DNA_DIA
ERR14205223	ERP157309	SAMEA115285010	ERS18228977	ERX13607695	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	36958066	Sample_S24694_CC_CRC627_FE_DNA_DIA	Sample_S24694_CC_CRC627_FE_DNA_DIA
ERR14205272	ERP157309	SAMEA115285015	ERS18228982	ERX13607744	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	36461622	Sample_S24700_CC_CRC641_FE_DNA_DIA	Sample_S24700_CC_CRC641_FE_DNA_DIA
ERR14205274	ERP157309	SAMEA115285021	ERS18228988	ERX13607746	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	15365222	Sample_S24765_CC_CRC694_FE_DNA_DIA	Sample_S24765_CC_CRC694_FE_DNA_DIA
ERR14205362	ERP157309	SAMEA115285018	ERS18228985	ERX13607836	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	22004588	Sample_S24766_CC_CRC671_FE_DNA_DIA	Sample_S24766_CC_CRC671_FE_DNA_DIA
ERR14205365	ERP157309	SAMEA115285024	ERS18228991	ERX13607839	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	8523990	Sample_S24742_CC_P118_FE_DNA_DIA	Sample_S24742_CC_P118_FE_DNA_DIA
ERR14205378	ERP157309	SAMEA115285002	ERS18228969	ERX13607852	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	119343546	Sample_S24749_CC_P132_FE_DNA_DIA	Sample_S24749_CC_P132_FE_DNA_DIA
ERR14205383	ERP157309	SAMEA115285033	ERS18229000	ERX13607857	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	8340028	Sample_S24760_CC_P162_FE_DNA_DIA	Sample_S24760_CC_P162_FE_DNA_DIA
ERR14205385	ERP157309	SAMEA115285027	ERS18228994	ERX13607859	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	29170538	Sample_S24745_CC_P126_FE_DNA_DIA	Sample_S24745_CC_P126_FE_DNA_DIA
ERR14205386	ERP157309	SAMEA115285022	ERS18228989	ERX13607860	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	50806430	CC_CRC757_FE_DNA_DIA	CC_CRC757_FE_DNA_DIA
ERR14205389	ERP157309	SAMEA115285031	ERS18228998	ERX13607863	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	31289636	Sample_S24939_CC_P158_FE_DNA_DIA	Sample_S24939_CC_P158_FE_DNA_DIA
ERR14205392	ERP157309	SAMEA115285036	ERS18229003	ERX13607866	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	22049306	Sample_S24795_CC_P177_FE_DNA_DIA	Sample_S24795_CC_P177_FE_DNA_DIA
ERR14205407	ERP157309	SAMEA115285040	ERS18229007	ERX13607881	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	20470382	Sample_S24717_CC_IK25_FE_DNA_DIA	Sample_S24717_CC_IK25_FE_DNA_DIA
ERR14205408	ERP157309	SAMEA115285039	ERS18229006	ERX13607882	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	32018840	Sample_S24937_CC_P145_FE_DNA_DIA	Sample_S24937_CC_P145_FE_DNA_DIA
ERR14205409	ERP157309	SAMEA115285045	ERS18229012	ERX13607883	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	20888442	Sample_S24793_CC_IK73_FE_DNA_DIA	Sample_S24793_CC_IK73_FE_DNA_DIA
ERR14205968	ERP157309	SAMEA115285056	ERS18229023	ERX13608442	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	11926070	Sample_S24779_CC_IK27_FE_DNA_DIA	Sample_S24779_CC_IK27_FE_DNA_DIA
ERR14205973	ERP157309	SAMEA115285051	ERS18229018	ERX13608447	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	48524580	Sample_S24732_CC_IK5_FE_DNA_DIA	Sample_S24732_CC_IK5_FE_DNA_DIA
ERR14205974	ERP157309	SAMEA115285058	ERS18229025	ERX13608448	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	20990214	CC_IK33_FE_DNA_DIA	CC_IK33_FE_DNA_DIA
ERR14205977	ERP157309	SAMEA115285063	ERS18229030	ERX13608451	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	13198320	Sample_S24780_CC_IK55_FE_DNA_DIA	Sample_S24780_CC_IK55_FE_DNA_DIA
ERR14205980	ERP157309	SAMEA115285065	ERS18229032	ERX13608454	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	19912644	Sample_S24788_CC_IK65_FE_DNA_DIA	Sample_S24788_CC_IK65_FE_DNA_DIA
ERR14205981	ERP157309	SAMEA115285057	ERS18229024	ERX13608455	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	48100066	Sample_S24718_CC_IK28_FE_DNA_DIA	Sample_S24718_CC_IK28_FE_DNA_DIA
ERR14205985	ERP157309	SAMEA115285069	ERS18229036	ERX13608459	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	21910300	Sample_S24794_CC_IK75_FE_DNA_DIA	Sample_S24794_CC_IK75_FE_DNA_DIA
ERR14205986	ERP157309	SAMEA115285076	ERS18229043	ERX13608460	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	9977652	CC_IK112_FE_DNA_DIA	CC_IK112_FE_DNA_DIA
ERR14205988	ERP157309	SAMEA115285077	ERS18229044	ERX13608462	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	16036312	Sample_S24725_CC_IK4_FE_DNA_DIA	Sample_S24725_CC_IK4_FE_DNA_DIA
ERR14205989	ERP157309	SAMEA115285071	ERS18229038	ERX13608463	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	28090544	Sample_S24801_CC_IK80_FE_DNA_DIA	Sample_S24801_CC_IK80_FE_DNA_DIA
ERR14206036	ERP157309	SAMEA115285082	ERS18229049	ERX13608510	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	25778652	Sample_S24785_CC_IK62_FE_DNA_DIA	Sample_S24785_CC_IK62_FE_DNA_DIA
ERR14206332	ERP157309	SAMEA115285083	ERS18229050	ERX13608806	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	22937738	Sample_S24798_CC_IK69_FE_DNA_DIA	Sample_S24798_CC_IK69_FE_DNA_DIA
ERR14206333	ERP157309	SAMEA115285079	ERS18229046	ERX13608807	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	40547286	Sample_S24708_CC_IK15_FE_DNA_DIA	Sample_S24708_CC_IK15_FE_DNA_DIA
ERR14206334	ERP157309	SAMEA115285086	ERS18229053	ERX13608808	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	17218660	Sample_S24741_CC_IK9_FE_DNA_DIA	Sample_S24741_CC_IK9_FE_DNA_DIA
ERR14206353	ERP157309	SAMEA115285066	ERS18229033	ERX13608827	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	102961048	Sample_S24796_CC_IK67_FE_DNA_DIA	Sample_S24796_CC_IK67_FE_DNA_DIA
ERR14206402	ERP157309	SAMEA115285087	ERS18229054	ERX13608876	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	32051858	Sample_S24775_CC_IK34_FE_DNA_DIA	Sample_S24775_CC_IK34_FE_DNA_DIA
ERR14206403	ERP157309	SAMEA115285088	ERS18229055	ERX13608877	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	29875216	Sample_S24730_CC_IK47_FE_DNA_DIA	Sample_S24730_CC_IK47_FE_DNA_DIA
ERR14206975	ERP157309	SAMEA115285097	ERS18229064	ERX13609195	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	9363242	Sample_S24777_CC_IK42_FE_DNA_DIA	Sample_S24777_CC_IK42_FE_DNA_DIA
ERR14206992	ERP157309	SAMEA115285091	ERS18229058	ERX13609212	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	56483540	CC_IK89_FE_DNA_DIA	CC_IK89_FE_DNA_DIA
ERR14206995	ERP157309	SAMEA115285101	ERS18229068	ERX13609215	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	16646370	Sample_S24786_CC_IK63_FE_DNA_DIA	Sample_S24786_CC_IK63_FE_DNA_DIA
ERR14207012	ERP157309	SAMEA115285105	ERS18229072	ERX13609232	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	16340656	Sample_S24747_CC_P129_FE_DNA_DIA	Sample_S24747_CC_P129_FE_DNA_DIA
ERR14207021	ERP157309	SAMEA115285089	ERS18229056	ERX13609241	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	97591470	Sample_S24733_CC_IK51_FE_DNA_DIA	Sample_S24733_CC_IK51_FE_DNA_DIA
ERR14207033	ERP157309	SAMEA115285104	ERS18229071	ERX13609253	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	43623512	Sample_S24809_CC_IK77_FE_DNA_DIA	Sample_S24809_CC_IK77_FE_DNA_DIA
ERR14205194	ERP157309	SAMEA115284984	ERS18228951	ERX13607666	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	13858736	Sample_S24770_CC_CRC669_FE_DNA_DIA	Sample_S24770_CC_CRC669_FE_DNA_DIA
ERR14205196	ERP157309	SAMEA115284988	ERS18228955	ERX13607668	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	15203328	Sample_S24764_CC_CRC710_FE_DNA_DIA	Sample_S24764_CC_CRC710_FE_DNA_DIA
ERR14205197	ERP157309	SAMEA115284992	ERS18228959	ERX13607669	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	17787066	Sample_S24947_CC_CRC695_FE_DNA_DIA	Sample_S24947_CC_CRC695_FE_DNA_DIA
ERR14205201	ERP157309	SAMEA115284985	ERS18228952	ERX13607673	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	28036428	Sample_S24951_CC_CRC673_FE_DNA_DIA	Sample_S24951_CC_CRC673_FE_DNA_DIA
ERR14205202	ERP157309	SAMEA115284983	ERS18228950	ERX13607674	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	27140384	Sample_S24761_CC_CRC698_FE_DNA_DIA	Sample_S24761_CC_CRC698_FE_DNA_DIA
ERR14205208	ERP157309	SAMEA115285001	ERS18228968	ERX13607680	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	26124526	Sample_S24748_CC_P130_FE_DNA_DIA	Sample_S24748_CC_P130_FE_DNA_DIA
ERR14205214	ERP157309	SAMEA115285008	ERS18228975	ERX13607686	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	16562044	Sample_S24755_CC_P149_FE_DNA_DIA	Sample_S24755_CC_P149_FE_DNA_DIA
ERR14205215	ERP157309	SAMEA115285007	ERS18228974	ERX13607687	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	19638762	Sample_S24754_CC_P143_FE_DNA_DIA	Sample_S24754_CC_P143_FE_DNA_DIA
ERR14205216	ERP157309	SAMEA115285009	ERS18228976	ERX13607688	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	20794406	Sample_S24758_CC_P160_FE_DNA_DIA	Sample_S24758_CC_P160_FE_DNA_DIA
ERR14205217	ERP157309	SAMEA115284986	ERS18228953	ERX13607689	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	103789574	Sample_S24763_CC_CRC703_FE_DNA_DIA	Sample_S24763_CC_CRC703_FE_DNA_DIA
ERR14205219	ERP157309	SAMEA115285016	ERS18228983	ERX13607691	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	12296308	Sample_S24701_CC_CRC642_FE_DNA_DIA	Sample_S24701_CC_CRC642_FE_DNA_DIA
ERR14205363	ERP157309	SAMEA115285019	ERS18228986	ERX13607837	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	21046164	Sample_S24767_CC_CRC691_FE_DNA_DIA	Sample_S24767_CC_CRC691_FE_DNA_DIA
ERR14205379	ERP157309	SAMEA115285029	ERS18228996	ERX13607853	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	13359612	Sample_S24756_CC_P150_FE_DNA_DIA	Sample_S24756_CC_P150_FE_DNA_DIA
ERR14205384	ERP157309	SAMEA115285028	ERS18228995	ERX13607858	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	25646004	Sample_S24746_CC_P128_FE_DNA_DIA	Sample_S24746_CC_P128_FE_DNA_DIA
ERR14205387	ERP157309	SAMEA115285035	ERS18229002	ERX13607861	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	13405984	Sample_S24949_CC_P166_FE_DNA_DIA	Sample_S24949_CC_P166_FE_DNA_DIA
ERR14205388	ERP157309	SAMEA115285032	ERS18228999	ERX13607862	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	23156970	Sample_S24759_CC_P161_FE_DNA_DIA	Sample_S24759_CC_P161_FE_DNA_DIA
ERR14205391	ERP157309	SAMEA115285017	ERS18228984	ERX13607865	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	65801576	Sample_S24703_CC_CRC652_FE_DNA_DIA	Sample_S24703_CC_CRC652_FE_DNA_DIA
ERR14205393	ERP157309	SAMEA115285042	ERS18229009	ERX13607867	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	8097090	CC_IK105_FE_DNA_DIA	CC_IK105_FE_DNA_DIA
ERR14205394	ERP157309	SAMEA115285025	ERS18228992	ERX13607868	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	60082064	Sample_S24743_CC_P119_FE_DNA_DIA	Sample_S24743_CC_P119_FE_DNA_DIA
ERR14205410	ERP157309	SAMEA115285037	ERS18229004	ERX13607884	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	43880116	CC_P181_DNA_DIA	CC_P181_DNA_DIA
ERR14205412	ERP157309	SAMEA115285048	ERS18229015	ERX13607886	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	27215998	CC_IK107_FE_DNA_DIA	CC_IK107_FE_DNA_DIA
ERR14205415	ERP157309	SAMEA115285047	ERS18229014	ERX13607889	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	33631398	CC_IK106_FE_DNA_DIA	CC_IK106_FE_DNA_DIA
ERR14205969	ERP157309	SAMEA115285043	ERS18229010	ERX13608443	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	54688156	Sample_S24712_CC_IK2_FE_DNA_DIA	Sample_S24712_CC_IK2_FE_DNA_DIA
ERR14205971	ERP157309	SAMEA115285059	ERS18229026	ERX13608445	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	14961728	Sample_S24726_CC_IK40_FE_DNA_DIA	Sample_S24726_CC_IK40_FE_DNA_DIA
ERR14205972	ERP157309	SAMEA115285053	ERS18229020	ERX13608446	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	38489980	Sample_S24707_CC_IK13_FE_DNA_DIA	Sample_S24707_CC_IK13_FE_DNA_DIA
ERR14205975	ERP157309	SAMEA115285055	ERS18229022	ERX13608449	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	32643996	Sample_S24714_CC_IK22_FE_DNA_DIA	Sample_S24714_CC_IK22_FE_DNA_DIA
ERR14205976	ERP157309	SAMEA115285061	ERS18229028	ERX13608450	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	14420544	Sample_S24734_CC_IK52_FE_DNA_DIA	Sample_S24734_CC_IK52_FE_DNA_DIA
ERR14205978	ERP157309	SAMEA115285062	ERS18229029	ERX13608452	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	28471532	Sample_S24804_CC_IK54_FE_DNA_DIA	Sample_S24804_CC_IK54_FE_DNA_DIA
ERR14205979	ERP157309	SAMEA115285060	ERS18229027	ERX13608453	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	34183956	Sample_S24729_CC_IK45_FE_DNA_DIA	Sample_S24729_CC_IK45_FE_DNA_DIA
ERR14205982	ERP157309	SAMEA115285054	ERS18229021	ERX13608456	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	61813186	Sample_S24709_CC_IK17_FE_DNA_DIA	Sample_S24709_CC_IK17_FE_DNA_DIA
ERR14205984	ERP157309	SAMEA115285067	ERS18229034	ERX13608458	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	30517314	Sample_S24797_CC_IK68_FE_DNA_DIA	Sample_S24797_CC_IK68_FE_DNA_DIA
ERR14205987	ERP157309	SAMEA115285074	ERS18229041	ERX13608461	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	15101976	CC_IK103_FE_DNA_DIA	CC_IK103_FE_DNA_DIA
ERR14205990	ERP157309	SAMEA115285064	ERS18229031	ERX13608464	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	50128390	Sample_S24737_CC_IK57_FE_DNA_DIA	Sample_S24737_CC_IK57_FE_DNA_DIA
ERR14206024	ERP157309	SAMEA115285078	ERS18229045	ERX13608498	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	14593146	Sample_S24740_CC_IK7_FE_DNA_DIA	Sample_S24740_CC_IK7_FE_DNA_DIA
ERR14206027	ERP157309	SAMEA115285075	ERS18229042	ERX13608501	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	32018692	CC_IK111_FE_DNA_DIA	CC_IK111_FE_DNA_DIA
