run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR14204961	ERP157308	SAMEA115284814	ERS18228781	ERX13607433	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	30586756	Sample_S25272_MU-3467	Sample_S25272_MU-3467
ERR14204964	ERP157308	SAMEA115284813	ERS18228780	ERX13607436	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	43534116	Sample_S25362_MU-1464	Sample_S25362_MU-1464
ERR14204969	ERP157308	SAMEA115284819	ERS18228786	ERX13607441	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	34101476	Sample_S25366_MU-5047	Sample_S25366_MU-5047
ERR14204970	ERP157308	SAMEA115284824	ERS18228791	ERX13607442	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	11225332	Sample_S25418_MU-6640	Sample_S25418_MU-6640
ERR14204971	ERP157308	SAMEA115284829	ERS18228796	ERX13607443	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	8081700	Sample_S25371_MU-6453	Sample_S25371_MU-6453
ERR14204979	ERP157308	SAMEA115284836	ERS18228803	ERX13607451	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	8628792	Sample_S25377_MU-5729	Sample_S25377_MU-5729
ERR14204996	ERP157308	SAMEA115284833	ERS18228800	ERX13607468	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	71342138	Sample_S25374_MU-4176	Sample_S25374_MU-4176
ERR14204997	ERP157308	SAMEA115284847	ERS18228814	ERX13607469	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	29251186	Sample_S25385_MU-2516	Sample_S25385_MU-2516
ERR14204999	ERP157308	SAMEA115284841	ERS18228808	ERX13607471	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	49282898	Sample_S25381_MU-4873	Sample_S25381_MU-4873
ERR14205000	ERP157308	SAMEA115284851	ERS18228818	ERX13607472	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	11278008	Sample_S25388_MU-5958	Sample_S25388_MU-5958
ERR14205001	ERP157308	SAMEA115284850	ERS18228817	ERX13607473	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	19544196	Sample_S25276_MU-1265	Sample_S25276_MU-1265
ERR14205003	ERP157308	SAMEA115284853	ERS18228820	ERX13607475	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	14762138	Sample_S25390_MU-2835	Sample_S25390_MU-2835
ERR14205007	ERP157308	SAMEA115284849	ERS18228816	ERX13607479	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	43861812	Sample_S25387_MU-5208	Sample_S25387_MU-5208
ERR14205009	ERP157308	SAMEA115284860	ERS18228827	ERX13607481	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	28081294	Sample_S25395_MU-5830	Sample_S25395_MU-5830
ERR14205011	ERP157308	SAMEA115284845	ERS18228812	ERX13607483	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	93975760	Sample_S25275_MU-7599	Sample_S25275_MU-7599
ERR14205014	ERP157308	SAMEA115284863	ERS18228830	ERX13607486	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	47620218	Sample_S25397_MU-3405	Sample_S25397_MU-3405
ERR14205015	ERP157308	SAMEA115284854	ERS18228821	ERX13607487	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	77434920	Sample_S25269_MU-4469	Sample_S25269_MU-4469
ERR14205016	ERP157308	SAMEA115284856	ERS18228823	ERX13607488	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	75031084	Sample_S25391_MU-2025	Sample_S25391_MU-2025
ERR14205020	ERP157308	SAMEA115284862	ERS18228829	ERX13607492	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	73643548	Sample_S25278_MU-7236	Sample_S25278_MU-7236
ERR14205026	ERP157308	SAMEA115284855	ERS18228822	ERX13607498	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	109375648	Sample_S25277_MU-9201	Sample_S25277_MU-9201
ERR14205027	ERP157308	SAMEA115284875	ERS18228842	ERX13607499	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	20040066	Sample_S25424_MU-5898	Sample_S25424_MU-5898
ERR14205031	ERP157308	SAMEA115284880	ERS18228847	ERX13607503	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	12553992	Sample_S25428_MU-2358	Sample_S25428_MU-2358
ERR14205036	ERP157308	SAMEA115284876	ERS18228843	ERX13607508	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	35663696	Sample_S25280_MU-6476	Sample_S25280_MU-6476
ERR14205038	ERP157308	SAMEA115284883	ERS18228850	ERX13607510	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	15923772	Sample_S25432_MU-1441	Sample_S25432_MU-1441
ERR14205043	ERP157308	SAMEA115284888	ERS18228855	ERX13607515	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	16968348	Sample_S25437_MU-7073	Sample_S25437_MU-7073
ERR14205045	ERP157308	SAMEA115284869	ERS18228836	ERX13607517	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	83747646	Sample_S25402_MU-4255	Sample_S25402_MU-4255
ERR14205048	ERP157308	SAMEA115284894	ERS18228861	ERX13607520	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	16999620	Sample_S25443_MU-9783	Sample_S25443_MU-9783
ERR14205052	ERP157308	SAMEA115284887	ERS18228854	ERX13607524	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	43998160	Sample_S25436_MU-3644	Sample_S25436_MU-3644
ERR14205056	ERP157308	SAMEA115284895	ERS18228862	ERX13607528	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	29353854	Sample_S25444_MU-3449	Sample_S25444_MU-3449
ERR14205058	ERP157308	SAMEA115284898	ERS18228865	ERX13607530	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	14350422	Sample_S25448_MU-7353	Sample_S25448_MU-7353
ERR14205060	ERP157308	SAMEA115284903	ERS18228870	ERX13607532	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	16249118	Sample_S25453_MU-1458	Sample_S25453_MU-1458
ERR14205061	ERP157308	SAMEA115284901	ERS18228868	ERX13607533	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	23388282	Sample_S25451_MU-9117	Sample_S25451_MU-9117
ERR14204532	ERP157308	SAMEA115284781	ERS18228748	ERX13607004	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	21577446	Sample_S25337_MU-9360	Sample_S25337_MU-9360
ERR14205075	ERP157308	SAMEA115284913	ERS18228880	ERX13607547	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	24758104	Sample_S25460_MU-2466	Sample_S25460_MU-2466
ERR14204635	ERP157308	SAMEA115284790	ERS18228757	ERX13607107	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	19147454	Sample_S25410_MU-3994	Sample_S25410_MU-3994
ERR14205076	ERP157308	SAMEA115284912	ERS18228879	ERX13607548	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	32023530	Sample_S25282_MU-2435	Sample_S25282_MU-2435
ERR14204636	ERP157308	SAMEA115284788	ERS18228755	ERX13607108	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	41958380	Sample_S25409_MU-2550	Sample_S25409_MU-2550
ERR14205078	ERP157308	SAMEA115284907	ERS18228874	ERX13607550	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	66103358	Sample_S25456_MU-9881	Sample_S25456_MU-9881
ERR14204637	ERP157308	SAMEA115284792	ERS18228759	ERX13607109	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	18072290	Sample_S25345_MU-3721	Sample_S25345_MU-3721
ERR14205083	ERP157308	SAMEA115284914	ERS18228881	ERX13607555	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	48840150	Sample_S25461_MU-8135	Sample_S25461_MU-8135
ERR14204638	ERP157308	SAMEA115284791	ERS18228758	ERX13607110	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	24316124	Sample_S25344_MU-5424	Sample_S25344_MU-5424
ERR14205085	ERP157308	SAMEA115284916	ERS18228883	ERX13607557	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	46264002	Sample_S25463_MU-5596	Sample_S25463_MU-5596
ERR14204640	ERP157308	SAMEA115284795	ERS18228762	ERX13607112	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	22240334	Sample_S25347_MU-8242	Sample_S25347_MU-8242
ERR14205087	ERP157308	SAMEA115284919	ERS18228886	ERX13607559	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	39005028	Sample_S25465_MU-6129	Sample_S25465_MU-6129
ERR14204775	ERP157308	SAMEA115284796	ERS18228763	ERX13607247	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	33186146	Sample_S25412_MU-1462	Sample_S25412_MU-1462
ERR14205088	ERP157308	SAMEA115284917	ERS18228884	ERX13607560	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	49156000	Sample_S25464_MU-3881	Sample_S25464_MU-3881
ERR14205089	ERP157308	SAMEA115284924	ERS18228891	ERX13607561	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	30783076	Sample_S25286_MU-5085	Sample_S25286_MU-5085
ERR14204776	ERP157308	SAMEA115284803	ERS18228770	ERX13607248	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	18620294	Sample_S25353_MU-2628	Sample_S25353_MU-2628
ERR14205090	ERP157308	SAMEA115284927	ERS18228894	ERX13607562	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	34467370	Sample_S25289_MU-6798	Sample_S25289_MU-6798
ERR14204779	ERP157308	SAMEA115284786	ERS18228753	ERX13607251	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	78803494	Sample_S25408_MU-3011	Sample_S25408_MU-3011
ERR14205093	ERP157308	SAMEA115284940	ERS18228907	ERX13607565	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	8104212	Sample_S25301_MU-3409	Sample_S25301_MU-3409
ERR14205095	ERP157308	SAMEA115284933	ERS18228900	ERX13607567	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	63106904	Sample_S25294_MU-3233	Sample_S25294_MU-3233
ERR14204781	ERP157308	SAMEA115284809	ERS18228776	ERX13607253	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	19818202	Sample_S25358_MU-4351	Sample_S25358_MU-4351
ERR14205097	ERP157308	SAMEA115284932	ERS18228899	ERX13607569	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	76924768	Sample_S25293_MU-5636	Sample_S25293_MU-5636
ERR14204967	ERP157308	SAMEA115284816	ERS18228783	ERX13607439	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	33142602	Sample_S25364_MU-6130	Sample_S25364_MU-6130
ERR14205099	ERP157308	SAMEA115284936	ERS18228903	ERX13607571	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	70585870	Sample_S25297_MU-7459	Sample_S25297_MU-7459
ERR14204973	ERP157308	SAMEA115284818	ERS18228785	ERX13607445	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	45972002	Sample_S25415_MU-3905	Sample_S25415_MU-3905
ERR14204975	ERP157308	SAMEA115284825	ERS18228792	ERX13607447	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	20985200	Sample_S25419_MU-2282	Sample_S25419_MU-2282
ERR14205102	ERP157308	SAMEA115284944	ERS18228911	ERX13607574	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	21746162	Sample_S25305_MU-4300	Sample_S25305_MU-4300
ERR14204976	ERP157308	SAMEA115284826	ERS18228793	ERX13607448	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	22127464	Sample_S25369_MU-9541	Sample_S25369_MU-9541
ERR14204981	ERP157308	SAMEA115284822	ERS18228789	ERX13607453	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	46797082	Sample_S25367_MU-1643	Sample_S25367_MU-1643
ERR14205108	ERP157308	SAMEA115284939	ERS18228906	ERX13607580	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	88899642	Sample_S25300_MU-5706	Sample_S25300_MU-5706
ERR14205111	ERP157308	SAMEA115284951	ERS18228918	ERX13607583	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	32564202	Sample_S25312_MU-4815	Sample_S25312_MU-4815
ERR14204982	ERP157308	SAMEA115284835	ERS18228802	ERX13607454	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	21401274	Sample_S25376_MU-5209	Sample_S25376_MU-5209
ERR14205113	ERP157308	SAMEA115284949	ERS18228916	ERX13607585	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	54559472	Sample_S25310_MU-3709	Sample_S25310_MU-3709
ERR14204983	ERP157308	SAMEA115284834	ERS18228801	ERX13607455	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	23349952	Sample_S25375_MU-3875	Sample_S25375_MU-3875
ERR14205114	ERP157308	SAMEA115284955	ERS18228922	ERX13607586	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	25638910	Sample_S25316_MU-8045	Sample_S25316_MU-8045
ERR14204984	ERP157308	SAMEA115284830	ERS18228797	ERX13607456	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	32844780	Sample_S25273_MU-4770	Sample_S25273_MU-4770
ERR14205117	ERP157308	SAMEA115284958	ERS18228925	ERX13607589	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	22076122	Sample_S25319_MU-7093	Sample_S25319_MU-7093
ERR14204992	ERP157308	SAMEA115284844	ERS18228811	ERX13607464	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	24617832	Sample_S25421_MU-1198	Sample_S25421_MU-1198
ERR14205118	ERP157308	SAMEA115284954	ERS18228921	ERX13607590	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	41382930	Sample_S25315_MU-7985	Sample_S25315_MU-7985
ERR14205004	ERP157308	SAMEA115284857	ERS18228824	ERX13607476	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	8958002	Sample_S25392_MU-9081	Sample_S25392_MU-9081
ERR14205120	ERP157308	SAMEA115284960	ERS18228927	ERX13607592	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	22204296	Sample_S25321_MU-5358	Sample_S25321_MU-5358
ERR14205005	ERP157308	SAMEA115284852	ERS18228819	ERX13607477	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	20636710	Sample_S25389_MU-4991	Sample_S25389_MU-4991
ERR14205010	ERP157308	SAMEA115284858	ERS18228825	ERX13607482	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	47453098	Sample_S25393_MU-3340	Sample_S25393_MU-3340
ERR14205123	ERP157308	SAMEA115284966	ERS18228933	ERX13607595	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	17402690	Sample_S25407_MU-3879	Sample_S25407_MU-3879
ERR14205124	ERP157308	SAMEA115284963	ERS18228930	ERX13607596	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	28457626	Sample_S25324_MU-6990	Sample_S25324_MU-6990
ERR14205019	ERP157308	SAMEA115284866	ERS18228833	ERX13607491	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	33698422	Sample_S25400_MU-1264	Sample_S25400_MU-1264
ERR14205126	ERP157308	SAMEA115284968	ERS18228935	ERX13607598	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	20184534	Sample_S25327_MU-8969	Sample_S25327_MU-8969
ERR14205023	ERP157308	SAMEA115284870	ERS18228837	ERX13607495	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	30760960	Sample_S25403_MU-5805	Sample_S25403_MU-5805
ERR14205130	ERP157308	SAMEA115284971	ERS18228938	ERX13607602	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	23436442	Sample_S25330_MU-1749	Sample_S25330_MU-1749
ERR14205025	ERP157308	SAMEA115284874	ERS18228841	ERX13607497	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	15933092	Sample_S25423_MU-9644	Sample_S25423_MU-9644
ERR14205136	ERP157308	SAMEA115284976	ERS18228943	ERX13607608	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	35801426	Sample_S25335_MU-7980	Sample_S25335_MU-7980
ERR14205032	ERP157308	SAMEA115284873	ERS18228840	ERX13607504	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	40751820	Sample_S25422_MU-5023	Sample_S25422_MU-5023
ERR14205137	ERP157308	SAMEA115284982	ERS18228949	ERX13607609	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	22831466	MU-6387	MU-6387
ERR14205033	ERP157308	SAMEA115284878	ERS18228845	ERX13607505	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	19353972	Sample_S25426_MU-8790	Sample_S25426_MU-8790
ERR14205138	ERP157308	SAMEA115284978	ERS18228945	ERX13607610	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	31669344	MU-3992	MU-3992
ERR14205035	ERP157308	SAMEA115284879	ERS18228846	ERX13607507	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	18693358	Sample_S25427_MU-1626	Sample_S25427_MU-1626
ERR14205141	ERP157308	SAMEA115284977	ERS18228944	ERX13607613	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	91503576	MU-1726	MU-1726
ERR14205037	ERP157308	SAMEA115284881	ERS18228848	ERX13607509	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	18136440	Sample_S25429_MU-6312	Sample_S25429_MU-6312
ERR14651430	ERP157308	SAMEA115284931	ERS18228898	ERX14052582	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	38730820	Sample_S25292_MU-9502	Sample_S25292_MU-9502
ERR14205044	ERP157308	SAMEA115284884	ERS18228851	ERX13607516	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	25495258	Sample_S25433_MU-9534	Sample_S25433_MU-9534
ERR14651435	ERP157308	SAMEA115284921	ERS18228888	ERX14052587	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	86474282	Sample_S25283_MU-4371	Sample_S25283_MU-4371
ERR14651466	ERP157308	SAMEA115284906	ERS18228873	ERX14052618	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	132979484	Sample_S25281_MU-6035	Sample_S25281_MU-6035
ERR14205049	ERP157308	SAMEA115284885	ERS18228852	ERX13607521	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	42972016	Sample_S25434_MU-6855	Sample_S25434_MU-6855
ERR14205050	ERP157308	SAMEA115284896	ERS18228863	ERX13607522	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	12631814	Sample_S25445_MU-2591	Sample_S25445_MU-2591
ERR14205051	ERP157308	SAMEA115284893	ERS18228860	ERX13607523	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	25732904	Sample_S25442_MU-4586	Sample_S25442_MU-4586
ERR14205053	ERP157308	SAMEA115284897	ERS18228864	ERX13607525	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	16129582	Sample_S25446_MU-9005	Sample_S25446_MU-9005
ERR14205054	ERP157308	SAMEA115284892	ERS18228859	ERX13607526	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	36264058	Sample_S25441_MU-2785	Sample_S25441_MU-2785
ERR14205059	ERP157308	SAMEA115284905	ERS18228872	ERX13607531	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	11755400	Sample_S25455_MU-8630	Sample_S25455_MU-8630
ERR14205069	ERP157308	SAMEA115284910	ERS18228877	ERX13607541	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	8955314	Sample_S25458_MU-8670	Sample_S25458_MU-8670
ERR14205074	ERP157308	SAMEA115284909	ERS18228876	ERX13607546	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	26378454	Sample_S25457_MU-1741	Sample_S25457_MU-1741
ERR14205086	ERP157308	SAMEA115284908	ERS18228875	ERX13607558	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	69981916	Sample_S25447_MU-1329	Sample_S25447_MU-1329
ERR14205092	ERP157308	SAMEA115284922	ERS18228889	ERX13607564	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	112662778	Sample_S25284_MU-1708	Sample_S25284_MU-1708
ERR14205096	ERP157308	SAMEA115284923	ERS18228890	ERX13607568	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	135159090	Sample_S25285_MU-4751	Sample_S25285_MU-4751
ERR14205100	ERP157308	SAMEA115284941	ERS18228908	ERX13607572	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	32924544	Sample_S25302_MU-2755	Sample_S25302_MU-2755
ERR14205106	ERP157308	SAMEA115284947	ERS18228914	ERX13607578	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	32720442	Sample_S25308_MU-3443	Sample_S25308_MU-3443
ERR14205107	ERP157308	SAMEA115284950	ERS18228917	ERX13607579	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	27872584	Sample_S25311_MU-5140	Sample_S25311_MU-5140
ERR14205112	ERP157308	SAMEA115284957	ERS18228924	ERX13607584	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	19797346	Sample_S25318_MU-2490	Sample_S25318_MU-2490
ERR14205115	ERP157308	SAMEA115284946	ERS18228913	ERX13607587	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	70736590	Sample_S25307_MU-2153	Sample_S25307_MU-2153
ERR14205125	ERP157308	SAMEA115284967	ERS18228934	ERX13607597	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	14620520	Sample_S25326_MU-3660	Sample_S25326_MU-3660
ERR14205127	ERP157308	SAMEA115284969	ERS18228936	ERX13607599	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	24309244	Sample_S25328_MU-4536	Sample_S25328_MU-4536
ERR14205129	ERP157308	SAMEA115284973	ERS18228940	ERX13607601	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	18982316	Sample_S25332_MU-7634	Sample_S25332_MU-7634
ERR14205131	ERP157308	SAMEA115284972	ERS18228939	ERX13607603	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	23889564	Sample_S25331_MU-8714	Sample_S25331_MU-8714
ERR14205139	ERP157308	SAMEA115284965	ERS18228932	ERX13607611	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	90118842	Sample_S25406_MU-6279	Sample_S25406_MU-6279
ERR14205140	ERP157308	SAMEA115284981	ERS18228948	ERX13607612	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	79849440	MU-9216	MU-9216
ERR14205142	ERP157308	SAMEA115284956	ERS18228923	ERX13607614	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	161626724	MU-7447	MU-7447
ERR14651434	ERP157308	SAMEA115284925	ERS18228892	ERX14052586	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	86984376	Sample_S25287_MU-9506	Sample_S25287_MU-9506
ERR14204531	ERP157308	SAMEA115284787	ERS18228754	ERX13607003	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	21191966	Sample_S25342_MU-5135	Sample_S25342_MU-5135
ERR14204629	ERP157308	SAMEA115284785	ERS18228752	ERX13607101	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	25269518	Sample_S25341_MU-7283	Sample_S25341_MU-7283
ERR14204631	ERP157308	SAMEA115284782	ERS18228749	ERX13607103	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	26177942	Sample_S25338_MU-6132	Sample_S25338_MU-6132
ERR14204632	ERP157308	SAMEA115284780	ERS18228747	ERX13607104	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	27163188	Sample_S25336_MU-1282	Sample_S25336_MU-1282
ERR14204641	ERP157308	SAMEA115284793	ERS18228760	ERX13607113	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	25705818	Sample_S25346_MU-3286	Sample_S25346_MU-3286
ERR14204642	ERP157308	SAMEA115284794	ERS18228761	ERX13607114	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	32890082	Sample_S25411_MU-6873	Sample_S25411_MU-6873
ERR14204771	ERP157308	SAMEA115284799	ERS18228766	ERX13607243	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	19099012	Sample_S25350_MU-1895	Sample_S25350_MU-1895
ERR14204772	ERP157308	SAMEA115284797	ERS18228764	ERX13607244	PRJEB72524	408170	human gut metagenome		WGS	METAGENOMIC	22511868	Sample_S25348_MU-4151	Sample_S25348_MU-4151
