run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR1018271	ERP012177	SAMEA3541555	ERS848704	ERX1097338	PRJEB10878	408170	human gut metagenome	SZAXPI015267-102	WGS	METAGENOMIC	27595011	SZAXPI015267-102	Stool sample from China
ERR1018273	ERP012177	SAMEA3541557	ERS848706	ERX1097340	PRJEB10878	408170	human gut metagenome	SZAXPI015269-94	WGS	METAGENOMIC	31464688	SZAXPI015269-94	Stool sample from China
ERR1018275	ERP012177	SAMEA3541559	ERS848708	ERX1097342	PRJEB10878	408170	human gut metagenome	SZAXPI015271-93	WGS	METAGENOMIC	21608942	SZAXPI015271-93	Stool sample from China
ERR1018276	ERP012177	SAMEA3541560	ERS848709	ERX1097343	PRJEB10878	408170	human gut metagenome	SZAXPI015272-108	WGS	METAGENOMIC	22094138	SZAXPI015272-108	Stool sample from China
ERR1018279	ERP012177	SAMEA3541563	ERS848712	ERX1097346	PRJEB10878	408170	human gut metagenome	SZAXPI017451-16	WGS	METAGENOMIC	31890697	SZAXPI017451-16	Stool sample from China
ERR1018280	ERP012177	SAMEA3541564	ERS848713	ERX1097347	PRJEB10878	408170	human gut metagenome	SZAXPI017452-17	WGS	METAGENOMIC	32566793	SZAXPI017452-17	Stool sample from China
ERR1018283	ERP012177	SAMEA3541567	ERS848716	ERX1097350	PRJEB10878	408170	human gut metagenome	SZAXPI017455-21	WGS	METAGENOMIC	25622872	SZAXPI017455-21	Stool sample from China
ERR1018285	ERP012177	SAMEA3541569	ERS848718	ERX1097352	PRJEB10878	408170	human gut metagenome	SZAXPI017457-24	WGS	METAGENOMIC	31074892	SZAXPI017457-24	Stool sample from China
ERR1018287	ERP012177	SAMEA3541571	ERS848720	ERX1097354	PRJEB10878	408170	human gut metagenome	SZAXPI017459-26	WGS	METAGENOMIC	18445604	SZAXPI017459-26	Stool sample from China
ERR1018293	ERP012177	SAMEA3541577	ERS848726	ERX1097360	PRJEB10878	408170	human gut metagenome	SZAXPI017465-43	WGS	METAGENOMIC	18512218	SZAXPI017465-43	Stool sample from China
ERR1018294	ERP012177	SAMEA3541578	ERS848727	ERX1097361	PRJEB10878	408170	human gut metagenome	SZAXPI017466-84	WGS	METAGENOMIC	20203586	SZAXPI017466-84	Stool sample from China
ERR1018297	ERP012177	SAMEA3541581	ERS848730	ERX1097364	PRJEB10878	408170	human gut metagenome	SZAXPI017580-90	WGS	METAGENOMIC	24143910	SZAXPI017580-90	Stool sample from China
ERR1018299	ERP012177	SAMEA3541583	ERS848732	ERX1097366	PRJEB10878	408170	human gut metagenome	SZAXPI017582-94	WGS	METAGENOMIC	25269573	SZAXPI017582-94	Stool sample from China
ERR1018300	ERP012177	SAMEA3541584	ERS848733	ERX1097367	PRJEB10878	408170	human gut metagenome	SZAXPI017583-102	WGS	METAGENOMIC	20120144	SZAXPI017583-102	Stool sample from China
ERR1018303	ERP012177	SAMEA3541587	ERS848736	ERX1097370	PRJEB10878	408170	human gut metagenome	SZAXPI017586-111	WGS	METAGENOMIC	28657938	SZAXPI017586-111	Stool sample from China
ERR1018304	ERP012177	SAMEA3541588	ERS848737	ERX1097371	PRJEB10878	408170	human gut metagenome	SZAXPI017587-113	WGS	METAGENOMIC	29521220	SZAXPI017587-113	Stool sample from China
ERR1018312	ERP012177	SAMEA3541596	ERS848745	ERX1097379	PRJEB10878	408170	human gut metagenome	SZAXPI017595-169	WGS	METAGENOMIC	31669978	SZAXPI017595-169	Stool sample from China
ERR1018186	ERP012177	SAMEA3541470	ERS848619	ERX1097253	PRJEB10878	408170	human gut metagenome	SZAXPI003410-3	WGS	METAGENOMIC	26427396	SZAXPI003410-3	Stool sample from China
ERR1018190	ERP012177	SAMEA3541474	ERS848623	ERX1097257	PRJEB10878	408170	human gut metagenome	SZAXPI003414-3	WGS	METAGENOMIC	26051114	SZAXPI003414-3	Stool sample from China
ERR1018191	ERP012177	SAMEA3541475	ERS848624	ERX1097258	PRJEB10878	408170	human gut metagenome	SZAXPI003415-12	WGS	METAGENOMIC	31228455	SZAXPI003415-12	Stool sample from China
ERR1018194	ERP012177	SAMEA3541478	ERS848627	ERX1097261	PRJEB10878	408170	human gut metagenome	SZAXPI003418-8	WGS	METAGENOMIC	30736143	SZAXPI003418-8	Stool sample from China
ERR1018205	ERP012177	SAMEA3541489	ERS848638	ERX1097272	PRJEB10878	408170	human gut metagenome	SZAXPI003429-3	WGS	METAGENOMIC	28517594	SZAXPI003429-3	Stool sample from China
ERR1018208	ERP012177	SAMEA3541492	ERS848641	ERX1097275	PRJEB10878	408170	human gut metagenome	SZAXPI003432-12	WGS	METAGENOMIC	29411059	SZAXPI003432-12	Stool sample from China
ERR1018210	ERP012177	SAMEA3541494	ERS848643	ERX1097277	PRJEB10878	408170	human gut metagenome	SZAXPI003434-7	WGS	METAGENOMIC	30410236	SZAXPI003434-7	Stool sample from China
ERR1018211	ERP012177	SAMEA3541495	ERS848644	ERX1097278	PRJEB10878	408170	human gut metagenome	SZAXPI003435-11	WGS	METAGENOMIC	30968869	SZAXPI003435-11	Stool sample from China
ERR1018213	ERP012177	SAMEA3541497	ERS848646	ERX1097280	PRJEB10878	408170	human gut metagenome	SZAXPI003437-3	WGS	METAGENOMIC	28738139	SZAXPI003437-3	Stool sample from China
ERR1018216	ERP012177	SAMEA3541500	ERS848649	ERX1097283	PRJEB10878	408170	human gut metagenome	SZAXPI015211-166	WGS	METAGENOMIC	23514642	SZAXPI015211-166	Stool sample from China
ERR1018217	ERP012177	SAMEA3541501	ERS848650	ERX1097284	PRJEB10878	408170	human gut metagenome	SZAXPI015212-113	WGS	METAGENOMIC	31665069	SZAXPI015212-113	Stool sample from China
ERR1018222	ERP012177	SAMEA3541506	ERS848655	ERX1097289	PRJEB10878	408170	human gut metagenome	SZAXPI015217-140	WGS	METAGENOMIC	28517493	SZAXPI015217-140	Stool sample from China
ERR1018226	ERP012177	SAMEA3541510	ERS848659	ERX1097293	PRJEB10878	408170	human gut metagenome	SZAXPI015221-142	WGS	METAGENOMIC	34219487	SZAXPI015221-142	Stool sample from China
ERR1018229	ERP012177	SAMEA3541513	ERS848662	ERX1097296	PRJEB10878	408170	human gut metagenome	SZAXPI015224-13	WGS	METAGENOMIC	29269564	SZAXPI015224-13	Stool sample from China
ERR1018233	ERP012177	SAMEA3541517	ERS848666	ERX1097300	PRJEB10878	408170	human gut metagenome	SZAXPI015228-14	WGS	METAGENOMIC	35214496	SZAXPI015228-14	Stool sample from China
ERR1018245	ERP012177	SAMEA3541529	ERS848678	ERX1097312	PRJEB10878	408170	human gut metagenome	SZAXPI015241-27	WGS	METAGENOMIC	26349074	SZAXPI015241-27	Stool sample from China
ERR1018246	ERP012177	SAMEA3541530	ERS848679	ERX1097313	PRJEB10878	408170	human gut metagenome	SZAXPI015242-30	WGS	METAGENOMIC	26394471	SZAXPI015242-30	Stool sample from China
ERR1018247	ERP012177	SAMEA3541531	ERS848680	ERX1097314	PRJEB10878	408170	human gut metagenome	SZAXPI015243-31	WGS	METAGENOMIC	28557198	SZAXPI015243-31	Stool sample from China
ERR1018248	ERP012177	SAMEA3541532	ERS848681	ERX1097315	PRJEB10878	408170	human gut metagenome	SZAXPI015244-32	WGS	METAGENOMIC	29295754	SZAXPI015244-32	Stool sample from China
ERR1018254	ERP012177	SAMEA3541538	ERS848687	ERX1097321	PRJEB10878	408170	human gut metagenome	SZAXPI015250-39	WGS	METAGENOMIC	28353974	SZAXPI015250-39	Stool sample from China
ERR1018260	ERP012177	SAMEA3541544	ERS848693	ERX1097327	PRJEB10878	408170	human gut metagenome	SZAXPI015256-47	WGS	METAGENOMIC	30977906	SZAXPI015256-47	Stool sample from China
ERR1018262	ERP012177	SAMEA3541546	ERS848695	ERX1097329	PRJEB10878	408170	human gut metagenome	SZAXPI015258-57	WGS	METAGENOMIC	38631754	SZAXPI015258-57	Stool sample from China
ERR1018263	ERP012177	SAMEA3541547	ERS848696	ERX1097330	PRJEB10878	408170	human gut metagenome	SZAXPI015259-62	WGS	METAGENOMIC	27789674	SZAXPI015259-62	Stool sample from China
ERR1018264	ERP012177	SAMEA3541548	ERS848697	ERX1097331	PRJEB10878	408170	human gut metagenome	SZAXPI015260-74	WGS	METAGENOMIC	29519443	SZAXPI015260-74	Stool sample from China
ERR1018270	ERP012177	SAMEA3541554	ERS848703	ERX1097337	PRJEB10878	408170	human gut metagenome	SZAXPI015266-89	WGS	METAGENOMIC	31670543	SZAXPI015266-89	Stool sample from China
ERR1018272	ERP012177	SAMEA3541556	ERS848705	ERX1097339	PRJEB10878	408170	human gut metagenome	SZAXPI015268-109	WGS	METAGENOMIC	30126113	SZAXPI015268-109	Stool sample from China
ERR1018277	ERP012177	SAMEA3541561	ERS848710	ERX1097344	PRJEB10878	408170	human gut metagenome	SZAXPI015273-95	WGS	METAGENOMIC	30335506	SZAXPI015273-95	Stool sample from China
ERR1018281	ERP012177	SAMEA3541565	ERS848714	ERX1097348	PRJEB10878	408170	human gut metagenome	SZAXPI017453-19	WGS	METAGENOMIC	26093875	SZAXPI017453-19	Stool sample from China
ERR1018292	ERP012177	SAMEA3541576	ERS848725	ERX1097359	PRJEB10878	408170	human gut metagenome	SZAXPI017464-37	WGS	METAGENOMIC	18172884	SZAXPI017464-37	Stool sample from China
ERR1018296	ERP012177	SAMEA3541580	ERS848729	ERX1097363	PRJEB10878	408170	human gut metagenome	SZAXPI017468-88	WGS	METAGENOMIC	5480782	SZAXPI017468-88	Stool sample from China
ERR1018301	ERP012177	SAMEA3541585	ERS848734	ERX1097368	PRJEB10878	408170	human gut metagenome	SZAXPI017584-108	WGS	METAGENOMIC	22170740	SZAXPI017584-108	Stool sample from China
ERR1018302	ERP012177	SAMEA3541586	ERS848735	ERX1097369	PRJEB10878	408170	human gut metagenome	SZAXPI017585-109	WGS	METAGENOMIC	32725364	SZAXPI017585-109	Stool sample from China
ERR1018305	ERP012177	SAMEA3541589	ERS848738	ERX1097372	PRJEB10878	408170	human gut metagenome	SZAXPI017588-123	WGS	METAGENOMIC	29259097	SZAXPI017588-123	Stool sample from China
ERR1018306	ERP012177	SAMEA3541590	ERS848739	ERX1097373	PRJEB10878	408170	human gut metagenome	SZAXPI017589-133	WGS	METAGENOMIC	24678251	SZAXPI017589-133	Stool sample from China
ERR1018307	ERP012177	SAMEA3541591	ERS848740	ERX1097374	PRJEB10878	408170	human gut metagenome	SZAXPI017590-136	WGS	METAGENOMIC	25535223	SZAXPI017590-136	Stool sample from China
ERR1018308	ERP012177	SAMEA3541592	ERS848741	ERX1097375	PRJEB10878	408170	human gut metagenome	SZAXPI017591-140	WGS	METAGENOMIC	29040137	SZAXPI017591-140	Stool sample from China
ERR1018309	ERP012177	SAMEA3541593	ERS848742	ERX1097376	PRJEB10878	408170	human gut metagenome	SZAXPI017592-142	WGS	METAGENOMIC	28609717	SZAXPI017592-142	Stool sample from China
ERR1018310	ERP012177	SAMEA3541594	ERS848743	ERX1097377	PRJEB10878	408170	human gut metagenome	SZAXPI017593-158	WGS	METAGENOMIC	33093058	SZAXPI017593-158	Stool sample from China
ERR1018311	ERP012177	SAMEA3541595	ERS848744	ERX1097378	PRJEB10878	408170	human gut metagenome	SZAXPI017594-166	WGS	METAGENOMIC	29394943	SZAXPI017594-166	Stool sample from China
ERR1018189	ERP012177	SAMEA3541473	ERS848622	ERX1097256	PRJEB10878	408170	human gut metagenome	SZAXPI003413-4	WGS	METAGENOMIC	32217415	SZAXPI003413-4	Stool sample from China
ERR1018193	ERP012177	SAMEA3541477	ERS848626	ERX1097260	PRJEB10878	408170	human gut metagenome	SZAXPI003417-4	WGS	METAGENOMIC	30614519	SZAXPI003417-4	Stool sample from China
ERR1018195	ERP012177	SAMEA3541479	ERS848628	ERX1097262	PRJEB10878	408170	human gut metagenome	SZAXPI003419-6	WGS	METAGENOMIC	32082108	SZAXPI003419-6	Stool sample from China
ERR1018197	ERP012177	SAMEA3541481	ERS848630	ERX1097264	PRJEB10878	408170	human gut metagenome	SZAXPI003421-5	WGS	METAGENOMIC	30037451	SZAXPI003421-5	Stool sample from China
ERR1018199	ERP012177	SAMEA3541483	ERS848632	ERX1097266	PRJEB10878	408170	human gut metagenome	SZAXPI003423-8	WGS	METAGENOMIC	14794931	SZAXPI003423-8	Stool sample from China
ERR1018200	ERP012177	SAMEA3541484	ERS848633	ERX1097267	PRJEB10878	408170	human gut metagenome	SZAXPI003424-12	WGS	METAGENOMIC	29273446	SZAXPI003424-12	Stool sample from China
ERR1018207	ERP012177	SAMEA3541491	ERS848640	ERX1097274	PRJEB10878	408170	human gut metagenome	SZAXPI003431-1	WGS	METAGENOMIC	22818639	SZAXPI003431-1	Stool sample from China
ERR1018209	ERP012177	SAMEA3541493	ERS848642	ERX1097276	PRJEB10878	408170	human gut metagenome	SZAXPI003433-7	WGS	METAGENOMIC	28067170	SZAXPI003433-7	Stool sample from China
ERR1018212	ERP012177	SAMEA3541496	ERS848645	ERX1097279	PRJEB10878	408170	human gut metagenome	SZAXPI003436-7	WGS	METAGENOMIC	29832977	SZAXPI003436-7	Stool sample from China
ERR1018215	ERP012177	SAMEA3541499	ERS848648	ERX1097282	PRJEB10878	408170	human gut metagenome	SZAXPI015210-17	WGS	METAGENOMIC	35808593	SZAXPI015210-17	Stool sample from China
ERR1018218	ERP012177	SAMEA3541502	ERS848651	ERX1097285	PRJEB10878	408170	human gut metagenome	SZAXPI015213-15	WGS	METAGENOMIC	31159534	SZAXPI015213-15	Stool sample from China
ERR1018219	ERP012177	SAMEA3541503	ERS848652	ERX1097286	PRJEB10878	408170	human gut metagenome	SZAXPI015214-19	WGS	METAGENOMIC	36185222	SZAXPI015214-19	Stool sample from China
ERR1018221	ERP012177	SAMEA3541505	ERS848654	ERX1097288	PRJEB10878	408170	human gut metagenome	SZAXPI015216-169	WGS	METAGENOMIC	30593520	SZAXPI015216-169	Stool sample from China
ERR1018223	ERP012177	SAMEA3541507	ERS848656	ERX1097290	PRJEB10878	408170	human gut metagenome	SZAXPI015218-16	WGS	METAGENOMIC	30667313	SZAXPI015218-16	Stool sample from China
ERR1018225	ERP012177	SAMEA3541509	ERS848658	ERX1097292	PRJEB10878	408170	human gut metagenome	SZAXPI015220-136	WGS	METAGENOMIC	21602596	SZAXPI015220-136	Stool sample from China
ERR1018228	ERP012177	SAMEA3541512	ERS848661	ERX1097295	PRJEB10878	408170	human gut metagenome	SZAXPI015223-158	WGS	METAGENOMIC	31284880	SZAXPI015223-158	Stool sample from China
ERR1018231	ERP012177	SAMEA3541515	ERS848664	ERX1097298	PRJEB10878	408170	human gut metagenome	SZAXPI015226-14	WGS	METAGENOMIC	26813809	SZAXPI015226-14	Stool sample from China
ERR1018232	ERP012177	SAMEA3541516	ERS848665	ERX1097299	PRJEB10878	408170	human gut metagenome	SZAXPI015227-13	WGS	METAGENOMIC	33032051	SZAXPI015227-13	Stool sample from China
ERR1018235	ERP012177	SAMEA3541519	ERS848668	ERX1097302	PRJEB10878	408170	human gut metagenome	SZAXPI015230-16	WGS	METAGENOMIC	34236068	SZAXPI015230-16	Stool sample from China
ERR1018239	ERP012177	SAMEA3541523	ERS848672	ERX1097306	PRJEB10878	408170	human gut metagenome	SZAXPI015234-20	WGS	METAGENOMIC	29579886	SZAXPI015234-20	Stool sample from China
ERR1018242	ERP012177	SAMEA3541526	ERS848675	ERX1097309	PRJEB10878	408170	human gut metagenome	SZAXPI015238-24	WGS	METAGENOMIC	31921893	SZAXPI015238-24	Stool sample from China
ERR1018243	ERP012177	SAMEA3541527	ERS848676	ERX1097310	PRJEB10878	408170	human gut metagenome	SZAXPI015239-25	WGS	METAGENOMIC	31904075	SZAXPI015239-25	Stool sample from China
ERR1018251	ERP012177	SAMEA3541535	ERS848684	ERX1097318	PRJEB10878	408170	human gut metagenome	SZAXPI015247-35	WGS	METAGENOMIC	27749839	SZAXPI015247-35	Stool sample from China
ERR1018253	ERP012177	SAMEA3541537	ERS848686	ERX1097320	PRJEB10878	408170	human gut metagenome	SZAXPI015249-37	WGS	METAGENOMIC	24245250	SZAXPI015249-37	Stool sample from China
ERR1018255	ERP012177	SAMEA3541539	ERS848688	ERX1097322	PRJEB10878	408170	human gut metagenome	SZAXPI015251-41	WGS	METAGENOMIC	22009545	SZAXPI015251-41	Stool sample from China
ERR1018257	ERP012177	SAMEA3541541	ERS848690	ERX1097324	PRJEB10878	408170	human gut metagenome	SZAXPI015253-44	WGS	METAGENOMIC	30797686	SZAXPI015253-44	Stool sample from China
ERR1018258	ERP012177	SAMEA3541542	ERS848691	ERX1097325	PRJEB10878	408170	human gut metagenome	SZAXPI015254-45	WGS	METAGENOMIC	28981180	SZAXPI015254-45	Stool sample from China
ERR1018259	ERP012177	SAMEA3541543	ERS848692	ERX1097326	PRJEB10878	408170	human gut metagenome	SZAXPI015255-46	WGS	METAGENOMIC	28280953	SZAXPI015255-46	Stool sample from China
ERR1018261	ERP012177	SAMEA3541545	ERS848694	ERX1097328	PRJEB10878	408170	human gut metagenome	SZAXPI015257-56	WGS	METAGENOMIC	27160683	SZAXPI015257-56	Stool sample from China
ERR1018269	ERP012177	SAMEA3541553	ERS848702	ERX1097336	PRJEB10878	408170	human gut metagenome	SZAXPI015265-88	WGS	METAGENOMIC	30338245	SZAXPI015265-88	Stool sample from China
ERR1018274	ERP012177	SAMEA3541558	ERS848707	ERX1097341	PRJEB10878	408170	human gut metagenome	SZAXPI015270-90	WGS	METAGENOMIC	31640182	SZAXPI015270-90	Stool sample from China
ERR1018278	ERP012177	SAMEA3541562	ERS848711	ERX1097345	PRJEB10878	408170	human gut metagenome	SZAXPI015274-111	WGS	METAGENOMIC	31661345	SZAXPI015274-111	Stool sample from China
ERR1018282	ERP012177	SAMEA3541566	ERS848715	ERX1097349	PRJEB10878	408170	human gut metagenome	SZAXPI017454-20	WGS	METAGENOMIC	28451973	SZAXPI017454-20	Stool sample from China
ERR1018284	ERP012177	SAMEA3541568	ERS848717	ERX1097351	PRJEB10878	408170	human gut metagenome	SZAXPI017456-23	WGS	METAGENOMIC	25906119	SZAXPI017456-23	Stool sample from China
ERR1018286	ERP012177	SAMEA3541570	ERS848719	ERX1097353	PRJEB10878	408170	human gut metagenome	SZAXPI017458-25	WGS	METAGENOMIC	27860482	SZAXPI017458-25	Stool sample from China
ERR1018288	ERP012177	SAMEA3541572	ERS848721	ERX1097355	PRJEB10878	408170	human gut metagenome	SZAXPI017460-27	WGS	METAGENOMIC	19465986	SZAXPI017460-27	Stool sample from China
ERR1018289	ERP012177	SAMEA3541573	ERS848722	ERX1097356	PRJEB10878	408170	human gut metagenome	SZAXPI017461-32	WGS	METAGENOMIC	17512836	SZAXPI017461-32	Stool sample from China
ERR1018290	ERP012177	SAMEA3541574	ERS848723	ERX1097357	PRJEB10878	408170	human gut metagenome	SZAXPI017462-33	WGS	METAGENOMIC	19143105	SZAXPI017462-33	Stool sample from China
ERR1018291	ERP012177	SAMEA3541575	ERS848724	ERX1097358	PRJEB10878	408170	human gut metagenome	SZAXPI017463-36	WGS	METAGENOMIC	19210534	SZAXPI017463-36	Stool sample from China
ERR1018295	ERP012177	SAMEA3541579	ERS848728	ERX1097362	PRJEB10878	408170	human gut metagenome	SZAXPI017467-87	WGS	METAGENOMIC	21211853	SZAXPI017467-87	Stool sample from China
ERR1018298	ERP012177	SAMEA3541582	ERS848731	ERX1097365	PRJEB10878	408170	human gut metagenome	SZAXPI017581-93	WGS	METAGENOMIC	18813807	SZAXPI017581-93	Stool sample from China
