run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR15204825	ERP157310	SAMEA118674684	ERS25165605	ERX14610534	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	2451494	VF459	VF459
ERR15204827	ERP157310	SAMEA118674686	ERS25165607	ERX14610536	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	6170494	VF444	VF444
ERR15204864	ERP157310	SAMEA118674682	ERS25165603	ERX14610573	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	64634954	VF445	VF445
ERR15204928	ERP157310	SAMEA118674693	ERS25165614	ERX14610637	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	5899286	VF453	VF453
ERR14218610	ERP157310	SAMEA115285131	ERS18229098	ERX13620829	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	13200316	LILT_VF348	LILT_VF348
ERR14218612	ERP157310	SAMEA115285160	ERS18229127	ERX13620831	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	22893372	LILT_VF243	LILT_VF243
ERR14218617	ERP157310	SAMEA115285182	ERS18229149	ERX13620836	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	26441320	LILT_VF362	LILT_VF362
ERR14218619	ERP157310	SAMEA115285110	ERS18229077	ERX13620838	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	28139034	LILT_VF334	LILT_VF334
ERR14218620	ERP157310	SAMEA115285154	ERS18229121	ERX13620839	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	27933770	LILT_VF303	LILT_VF303
ERR14218627	ERP157310	SAMEA115285120	ERS18229087	ERX13620846	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	3354366	LILT_VF379	LILT_VF379
ERR14218632	ERP157310	SAMEA115285129	ERS18229096	ERX13620851	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	3518802	LILT_VF392	LILT_VF392
ERR14218637	ERP157310	SAMEA115285179	ERS18229146	ERX13620856	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	34890914	LILT_VF382	LILT_VF382
ERR14218661	ERP157310	SAMEA115285184	ERS18229151	ERX13620880	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	44280080	LILT_VF391	LILT_VF391
ERR14218663	ERP157310	SAMEA115285147	ERS18229114	ERX13620882	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	42864132	LILT_VF311	LILT_VF311
ERR14218885	ERP157310	SAMEA115285183	ERS18229150	ERX13621104	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	18988286	LILT_VF390	LILT_VF390
ERR14218892	ERP157310	SAMEA115285170	ERS18229137	ERX13621111	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	31134598	LILT_VF370	LILT_VF370
ERR14225581	ERP157310	SAMEA115285118	ERS18229085	ERX13625876	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	3052288	LILT_VF106_16	LILT_VF106_16
ERR14225583	ERP157310	SAMEA115285123	ERS18229090	ERX13625878	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	3636884	LILT_VF142_T017	LILT_VF142_T017
ERR14225623	ERP157310	SAMEA115285156	ERS18229123	ERX13625905	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	29075524	LILT_VF12_16	LILT_VF12_16
ERR14225625	ERP157310	SAMEA115285165	ERS18229132	ERX13625907	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	29213108	LILT_VF81_16	LILT_VF81_16
ERR14225627	ERP157310	SAMEA115285153	ERS18229120	ERX13625909	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	32890586	LILT_VF74_16	LILT_VF74_16
ERR14225629	ERP157310	SAMEA115285157	ERS18229124	ERX13625911	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	31610308	LILT_VF41_16	LILT_VF41_16
ERR14225630	ERP157310	SAMEA115285132	ERS18229099	ERX13625912	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	7118154	LILT_VF240_T017	LILT_VF240_T017
ERR14225631	ERP157310	SAMEA115285159	ERS18229126	ERX13625913	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	32184092	LILT_VF78_16_A	LILT_VF78_16_A
ERR14225634	ERP157310	SAMEA115285161	ERS18229128	ERX13625916	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	39733636	LILT_VF01_16	LILT_VF01_16
ERR14225638	ERP157310	SAMEA115285149	ERS18229116	ERX13625920	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	53493142	LILT_GF04_16	LILT_GF04_16
ERR14225639	ERP157310	SAMEA115285180	ERS18229147	ERX13625921	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	53344854	LILT_VF236_T017	LILT_VF236_T017
ERR15197993	ERP157310	SAMEA115285111	ERS18229078	ERX14603649	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	47470636	VF419	VF419
ERR15198001	ERP157310	SAMEA115285124	ERS18229091	ERX14603657	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	12227912	VF401	VF401
ERR15198030	ERP157310	SAMEA115285117	ERS18229084	ERX14603686	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	56750022	VF425	VF425
ERR15198037	ERP157310	SAMEA115285133	ERS18229100	ERX14603693	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	29675998	VF400	VF400
ERR15198040	ERP157310	SAMEA115285139	ERS18229106	ERX14603696	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	1941336	VF423	VF423
ERR15198058	ERP157310	SAMEA115285126	ERS18229093	ERX14603714	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	65583770	VF412	VF412
ERR15198295	ERP157310	SAMEA115285178	ERS18229145	ERX14603936	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	102229566	VF397	VF397
ERR15204799	ERP157310	SAMEA118674671	ERS25165592	ERX14610508	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	24950066	VF463	VF463
ERR15204801	ERP157310	SAMEA118674670	ERS25165591	ERX14610510	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	29057776	VF465	VF465
ERR15204803	ERP157310	SAMEA118674668	ERS25165589	ERX14610512	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	30702566	VF439	VF439
ERR15204806	ERP157310	SAMEA118674672	ERS25165593	ERX14610515	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	20839038	VF461	VF461
ERR15204919	ERP157310	SAMEA118674691	ERS25165612	ERX14610628	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	11942868	VF440	VF440
ERR15204952	ERP157310	SAMEA118674688	ERS25165609	ERX14610661	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	74507594	VF442	VF442
ERR14218623	ERP157310	SAMEA115285174	ERS18229141	ERX13620842	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	36497556	LILT_VF314	LILT_VF314
ERR14218624	ERP157310	SAMEA115285155	ERS18229122	ERX13620843	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	36961990	LILT_VF337	LILT_VF337
ERR14218626	ERP157310	SAMEA115285114	ERS18229081	ERX13620845	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	17103084	LILT_VF318	LILT_VF318
ERR14218630	ERP157310	SAMEA115285171	ERS18229138	ERX13620849	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	46846254	LILT_VF335	LILT_VF335
ERR14218638	ERP157310	SAMEA115285136	ERS18229103	ERX13620857	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	38694002	LILT_VF222	LILT_VF222
ERR14218641	ERP157310	SAMEA115285140	ERS18229107	ERX13620860	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	37367516	LILT_VF315	LILT_VF315
ERR14218705	ERP157310	SAMEA115285108	ERS18229075	ERX13620924	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	41685308	LILT_VF378	LILT_VF378
ERR14218884	ERP157310	SAMEA115285138	ERS18229105	ERX13621103	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	14664770	LILT_VF328	LILT_VF328
ERR14218887	ERP157310	SAMEA115285172	ERS18229139	ERX13621106	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	39341752	LILT_VF293	LILT_VF293
ERR14218891	ERP157310	SAMEA115285121	ERS18229088	ERX13621110	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	48101706	LILT_VF394	LILT_VF394
ERR14225582	ERP157310	SAMEA115285145	ERS18229112	ERX13625877	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	3391764	LILT_VF63_16	LILT_VF63_16
ERR14225626	ERP157310	SAMEA115285158	ERS18229125	ERX13625908	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	32932190	LILT_VF76_16	LILT_VF76_16
ERR14225632	ERP157310	SAMEA115285152	ERS18229119	ERX13625914	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	49231528	LILT_VF75_16	LILT_VF75_16
ERR14225633	ERP157310	SAMEA115285144	ERS18229111	ERX13625915	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	64480652	LILT_VF109_16	LILT_VF109_16
ERR14225635	ERP157310	SAMEA115285162	ERS18229129	ERX13625917	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	33686208	LILT_VF14_16	LILT_VF14_16
ERR14225637	ERP157310	SAMEA115285146	ERS18229113	ERX13625919	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	68642774	LILT_GF11_16	LILT_GF11_16
ERR14225640	ERP157310	SAMEA115285142	ERS18229109	ERX13625922	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	31866542	LILT_VF167_T017	LILT_VF167_T017
ERR14225641	ERP157310	SAMEA115285166	ERS18229133	ERX13625923	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	65822300	LILT_VF39_16	LILT_VF39_16
ERR15196544	ERP157310	SAMEA115285113	ERS18229080	ERX14602200	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	20242278	VF417	VF417
ERR15197990	ERP157310	SAMEA115285109	ERS18229076	ERX14603646	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	48665828	VF399	VF399
ERR15197991	ERP157310	SAMEA115285116	ERS18229083	ERX14603647	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	26042048	VF403	VF403
ERR15198254	ERP157310	SAMEA115285125	ERS18229092	ERX14603895	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	192586912	VF402	VF402
ERR15204456	ERP157310	SAMEA118674669	ERS25165590	ERX14610165	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	16386520	VF458	VF458
ERR15204807	ERP157310	SAMEA118674673	ERS25165594	ERX14610516	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	13365158	VF455	VF455
ERR15204809	ERP157310	SAMEA118674674	ERS25165595	ERX14610518	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	16108098	VF274	VF274
ERR15204814	ERP157310	SAMEA118674678	ERS25165599	ERX14610523	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	42805358	VF462	VF462
ERR15204820	ERP157310	SAMEA118674680	ERS25165601	ERX14610529	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	8242462	VF469	VF469
ERR15204823	ERP157310	SAMEA118674675	ERS25165596	ERX14610532	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	88194310	VF446	VF446
ERR15204824	ERP157310	SAMEA118674681	ERS25165602	ERX14610533	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	21362182	VF448	VF448
ERR15204826	ERP157310	SAMEA118674685	ERS25165606	ERX14610535	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	3281012	VF464	VF464
ERR15204860	ERP157310	SAMEA118674687	ERS25165608	ERX14610569	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	14100200	VF452	VF452
ERR15204861	ERP157310	SAMEA118674679	ERS25165600	ERX14610570	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	63269868	VF322	VF322
ERR15204913	ERP157310	SAMEA118674683	ERS25165604	ERX14610622	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	54319426	VF443	VF443
ERR15204914	ERP157310	SAMEA118674689	ERS25165610	ERX14610623	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	27190840	VF347	VF347
ERR15204937	ERP157310	SAMEA118674690	ERS25165611	ERX14610646	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	39797338	VF449	VF449
ERR15204959	ERP157310	SAMEA118674692	ERS25165613	ERX14610668	PRJEB72526	408170	human gut metagenome		WGS	METAGENOMIC	51164794	VF388	VF388
