Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate?,Sample Name,SRA Study,create_date,version
SRR6456373,WGS,300,5479865100,PRJNA429097,SAMN08335933,Metagenome or environmental,2440618690,"WHEALTHGENE CO., LTD.",2016-06-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547056,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90042646,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 215,K0000215,SRP128485,2018-01-10T07:53:00Z,1
SRR6456374,WGS,300,4307009700,PRJNA429097,SAMN08335936,Metagenome or environmental,1850262266,"WHEALTHGENE CO., LTD.",2016-08-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547055,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90042813,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 218,K0000218,SRP128485,2018-01-10T07:50:00Z,1
SRR6456375,WGS,300,4802863200,PRJNA429097,SAMN08335935,Metagenome or environmental,2061365772,"WHEALTHGENE CO., LTD.",2016-08-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547054,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90042722,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 217,K0000217,SRP128485,2018-01-10T07:59:00Z,1
SRR6456376,WGS,300,6152553300,PRJNA429097,SAMN08335938,Metagenome or environmental,2592850202,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547053,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90042998,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 220,K0000220,SRP128485,2018-01-10T07:53:00Z,1
SRR6456377,WGS,300,4932633300,PRJNA429097,SAMN08335937,Metagenome or environmental,2117318092,"WHEALTHGENE CO., LTD.",2016-08-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547052,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90042913,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 219,K0000219,SRP128485,2018-01-10T07:53:00Z,1
SRR6451254,WGS,300,5108347500,PRJNA429097,SAMN08329229,Metagenome or environmental,2132371322,"WHEALTHGENE CO., LTD.",2016-01-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542160,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02051,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 8,K0000009,SRP128485,2018-01-09T05:46:00Z,1
SRR6451255,WGS,300,5553688500,PRJNA429097,SAMN08329228,Metagenome or environmental,2329102143,"WHEALTHGENE CO., LTD.",2016-01-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542159,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02050,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 7,K0000008,SRP128485,2018-01-09T05:47:00Z,1
SRR6451256,WGS,300,7303893900,PRJNA429097,SAMN08329227,Metagenome or environmental,3358465553,"WHEALTHGENE CO., LTD.",2016-01-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542158,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02175,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 6,K0000007,SRP128485,2018-01-09T05:51:00Z,1
SRR6451257,WGS,300,5095053300,PRJNA429097,SAMN08329226,Metagenome or environmental,2116974452,"WHEALTHGENE CO., LTD.",2015-12-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542157,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02049,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 5,K0000006,SRP128485,2018-01-09T05:45:00Z,1
SRR6451258,WGS,300,6097653000,PRJNA429097,SAMN08329225,Metagenome or environmental,2542067760,"WHEALTHGENE CO., LTD.",2015-12-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542156,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02047,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 4,K0000004,SRP128485,2018-01-09T06:01:00Z,1
SRR6451259,WGS,300,4492124100,PRJNA429097,SAMN08329224,Metagenome or environmental,1877049948,"WHEALTHGENE CO., LTD.",2015-12-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542155,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02046,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 3,K0000003,SRP128485,2018-01-09T05:45:00Z,1
SRR6451260,WGS,300,5543611800,PRJNA429097,SAMN08329223,Metagenome or environmental,2210297102,"WHEALTHGENE CO., LTD.",2015-12-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542154,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02124,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 2,K0000002,SRP128485,2018-01-09T05:49:00Z,1
SRR6451261,WGS,300,4947815400,PRJNA429097,SAMN08329222,Metagenome or environmental,1871190906,"WHEALTHGENE CO., LTD.",2015-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542153,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02134,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 1,K0000001,SRP128485,2018-01-09T05:49:00Z,1
SRR6451262,WGS,300,5116312200,PRJNA429097,SAMN08329230,Metagenome or environmental,2139329269,"WHEALTHGENE CO., LTD.",2016-01-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542152,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02052,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 9,K0000010,SRP128485,2018-01-09T05:51:00Z,1
SRR6451662,WGS,300,5575700100,PRJNA429097,SAMN08330750,Metagenome or environmental,2245825557,"WHEALTHGENE CO., LTD.",2016-03-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542586,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02125,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 38,K0000047,SRP128485,2018-01-09T12:31:00Z,1
SRR6451663,WGS,300,5675220000,PRJNA429097,SAMN08330751,Metagenome or environmental,2273182174,"WHEALTHGENE CO., LTD.",2016-03-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542585,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02084,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 39,K0000048,SRP128485,2018-01-09T12:30:00Z,1
SRR6451664,WGS,300,6627430200,PRJNA429097,SAMN08330746,Metagenome or environmental,3183176618,"WHEALTHGENE CO., LTD.",2016-03-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542584,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02081,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 34,K0000043,SRP128485,2018-01-09T12:33:00Z,1
SRR6451665,WGS,300,6067572900,PRJNA429097,SAMN08330747,Metagenome or environmental,2404514139,"WHEALTHGENE CO., LTD.",2016-03-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542583,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02082,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 35,K0000044,SRP128485,2018-01-09T12:33:00Z,1
SRR6451666,WGS,300,5312971500,PRJNA429097,SAMN08330748,Metagenome or environmental,2116367433,"WHEALTHGENE CO., LTD.",2016-03-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542582,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02083,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 36,K0000045,SRP128485,2018-01-09T12:30:00Z,1
SRR6451667,WGS,300,6346558800,PRJNA429097,SAMN08330749,Metagenome or environmental,2925202258,"WHEALTHGENE CO., LTD.",2016-03-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542581,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02177,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 37,K0000046,SRP128485,2018-01-09T12:34:00Z,1
SRR6451668,WGS,300,5925320400,PRJNA429097,SAMN08330742,Metagenome or environmental,2520950876,"WHEALTHGENE CO., LTD.",2016-03-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542580,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02077,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 30,K0000038,SRP128485,2018-01-09T12:54:00Z,1
SRR6451669,WGS,300,5637801600,PRJNA429097,SAMN08330743,Metagenome or environmental,2391812376,"WHEALTHGENE CO., LTD.",2016-03-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542579,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02078,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 31,K0000039,SRP128485,2018-01-09T12:31:00Z,1
SRR6451670,WGS,300,6334929300,PRJNA429097,SAMN08330744,Metagenome or environmental,2674723646,"WHEALTHGENE CO., LTD.",2016-03-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542578,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02079,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 32,K0000040,SRP128485,2018-01-09T12:32:00Z,1
SRR6451671,WGS,300,6413659500,PRJNA429097,SAMN08330745,Metagenome or environmental,3066326954,"WHEALTHGENE CO., LTD.",2016-03-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542577,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02080,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 33,K0000041,SRP128485,2018-01-09T12:34:00Z,1
SRR6451672,WGS,300,4991274300,PRJNA429097,SAMN08330731,Metagenome or environmental,2110309200,"WHEALTHGENE CO., LTD.",2016-01-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542576,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02065,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 19,K0000023,SRP128485,2018-01-09T12:30:00Z,1
SRR6451673,WGS,300,5391375600,PRJNA429097,SAMN08330730,Metagenome or environmental,2278487648,"WHEALTHGENE CO., LTD.",2016-01-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542575,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02064,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 18,K0000022,SRP128485,2018-01-09T12:31:00Z,1
SRR6451674,WGS,300,5664608100,PRJNA429097,SAMN08330725,Metagenome or environmental,2382875945,"WHEALTHGENE CO., LTD.",2016-01-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542574,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02056,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 13,K0000014,SRP128485,2018-01-09T12:32:00Z,1
SRR6451675,WGS,300,5591977200,PRJNA429097,SAMN08330724,Metagenome or environmental,2333512488,"WHEALTHGENE CO., LTD.",2016-01-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542573,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02055,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 12,K0000013,SRP128485,2018-01-09T12:33:00Z,1
SRR6451676,WGS,300,4844585700,PRJNA429097,SAMN08330723,Metagenome or environmental,2017696672,"WHEALTHGENE CO., LTD.",2016-01-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542572,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02054,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 11,K0000012,SRP128485,2018-01-09T12:31:00Z,1
SRR6451677,WGS,300,4675761000,PRJNA429097,SAMN08330722,Metagenome or environmental,1960013570,"WHEALTHGENE CO., LTD.",2016-01-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542571,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02053,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 10,K0000011,SRP128485,2018-01-09T12:31:00Z,1
SRR6451678,WGS,300,5536133100,PRJNA429097,SAMN08330729,Metagenome or environmental,2338512195,"WHEALTHGENE CO., LTD.",2016-01-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542570,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02062,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 17,K0000020,SRP128485,2018-01-09T12:32:00Z,1
SRR6451679,WGS,300,5221452300,PRJNA429097,SAMN08330728,Metagenome or environmental,2187156790,"WHEALTHGENE CO., LTD.",2016-01-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542569,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02060,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 16,K0000018,SRP128485,2018-01-09T12:31:00Z,1
SRR6451680,WGS,300,4468259100,PRJNA429097,SAMN08330727,Metagenome or environmental,1882536177,"WHEALTHGENE CO., LTD.",2016-01-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542568,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02059,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 15,K0000017,SRP128485,2018-01-09T12:30:00Z,1
SRR6451681,WGS,300,5075984100,PRJNA429097,SAMN08330726,Metagenome or environmental,2146712177,"WHEALTHGENE CO., LTD.",2016-01-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542567,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02057,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 14,K0000015,SRP128485,2018-01-09T12:32:00Z,1
SRR6451682,WGS,300,5994086700,PRJNA429097,SAMN08330741,Metagenome or environmental,2539049341,"WHEALTHGENE CO., LTD.",2016-03-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542566,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02076,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 29,K0000037,SRP128485,2018-01-09T12:34:00Z,1
SRR6451683,WGS,300,5782718700,PRJNA429097,SAMN08330740,Metagenome or environmental,2453473570,"WHEALTHGENE CO., LTD.",2016-03-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542565,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02075,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 28,K0000036,SRP128485,2018-01-09T12:32:00Z,1
SRR6451684,WGS,300,6158988900,PRJNA429097,SAMN08330733,Metagenome or environmental,2612101791,"WHEALTHGENE CO., LTD.",2016-01-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542564,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02068,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 21,K0000026,SRP128485,2018-01-09T12:33:00Z,1
SRR6451685,WGS,300,6060532200,PRJNA429097,SAMN08330732,Metagenome or environmental,2559227182,"WHEALTHGENE CO., LTD.",2016-01-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542563,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02067,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 20,K0000025,SRP128485,2018-01-09T12:33:00Z,1
SRR6451686,WGS,300,5681482200,PRJNA429097,SAMN08330735,Metagenome or environmental,2401709166,"WHEALTHGENE CO., LTD.",2016-02-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542562,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02069,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 23,K0000028,SRP128485,2018-01-09T12:33:00Z,1
SRR6451687,WGS,300,6725452200,PRJNA429097,SAMN08330734,Metagenome or environmental,3051403191,"WHEALTHGENE CO., LTD.",2016-01-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542561,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02176,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 22,K0000027,SRP128485,2018-01-09T12:35:00Z,1
SRR6451688,WGS,300,6663794400,PRJNA429097,SAMN08330737,Metagenome or environmental,2815086701,"WHEALTHGENE CO., LTD.",2016-03-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542560,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02071,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 25,K0000031,SRP128485,2018-01-09T12:35:00Z,1
SRR6451689,WGS,300,4544724300,PRJNA429097,SAMN08330736,Metagenome or environmental,1903297006,"WHEALTHGENE CO., LTD.",2016-03-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542559,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02070,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 24,K0000029,SRP128485,2018-01-09T12:31:00Z,1
SRR6451690,WGS,300,6163803000,PRJNA429097,SAMN08330739,Metagenome or environmental,2611600513,"WHEALTHGENE CO., LTD.",2016-03-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542558,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02074,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 27,K0000035,SRP128485,2018-01-09T12:33:00Z,1
SRR6451691,WGS,300,7113486300,PRJNA429097,SAMN08330738,Metagenome or environmental,3004056258,"WHEALTHGENE CO., LTD.",2016-03-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542557,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02072,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 26,K0000032,SRP128485,2018-01-09T12:35:00Z,1
SRR6451692,WGS,300,6314430900,PRJNA429097,SAMN08330752,Metagenome or environmental,2545228741,"WHEALTHGENE CO., LTD.",2016-03-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3542556,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02086,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 40,K0000050,SRP128485,2018-01-09T12:42:00Z,1
