Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate?,Sample Name,SRA Study,create_date,version
SRR6456175,WGS,300,5876703000,PRJNA429097,SAMN08335037,Metagenome or environmental,2256998093,"WHEALTHGENE CO., LTD.",2016-06-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546943,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02496,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 122,K0000106,SRP128485,2018-01-09T23:54:00Z,1
SRR6456176,WGS,300,5706970800,PRJNA429097,SAMN08335036,Metagenome or environmental,2177355385,"WHEALTHGENE CO., LTD.",2016-06-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546942,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02495,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 121,K0000105,SRP128485,2018-01-09T23:53:00Z,1
SRR6456177,WGS,300,7053581100,PRJNA429097,SAMN08335039,Metagenome or environmental,2661283571,"WHEALTHGENE CO., LTD.",2016-07-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546941,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02498,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 124,K0000108,SRP128485,2018-01-09T23:59:00Z,1
SRR6456178,WGS,300,7555026900,PRJNA429097,SAMN08335038,Metagenome or environmental,2874077530,"WHEALTHGENE CO., LTD.",2016-07-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546940,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02497,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 123,K0000107,SRP128485,2018-01-09T23:57:00Z,1
SRR6456179,WGS,300,6751838100,PRJNA429097,SAMN08335033,Metagenome or environmental,2526481054,"WHEALTHGENE CO., LTD.",2016-04-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546939,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02492,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 118,K0000102,SRP128485,2018-01-09T23:52:00Z,1
SRR6456180,WGS,300,5597870700,PRJNA429097,SAMN08335032,Metagenome or environmental,2132975144,"WHEALTHGENE CO., LTD.",2016-08-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546938,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02491,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 67,K0000101,SRP128485,2018-01-09T23:52:00Z,1
SRR6456181,WGS,300,5884281600,PRJNA429097,SAMN08335035,Metagenome or environmental,2220689121,"WHEALTHGENE CO., LTD.",2016-05-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546937,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02494,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 120,K0000104,SRP128485,2018-01-09T23:50:00Z,1
SRR6456182,WGS,300,5993970300,PRJNA429097,SAMN08335034,Metagenome or environmental,2260014338,"WHEALTHGENE CO., LTD.",2016-05-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546936,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02493,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 119,K0000103,SRP128485,2018-01-09T23:52:00Z,1
SRR6456183,WGS,300,5788828500,PRJNA429097,SAMN08335113,Metagenome or environmental,2446183953,"WHEALTHGENE CO., LTD.",2016-11-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546935,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06108,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 97,K0000191,SRP128485,2018-01-09T23:51:00Z,1
SRR6456184,WGS,300,6216172500,PRJNA429097,SAMN08335112,Metagenome or environmental,2667482336,"WHEALTHGENE CO., LTD.",2016-11-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546934,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06107,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 96,K0000190,SRP128485,2018-01-09T23:52:00Z,1
SRR6456185,WGS,300,6473485500,PRJNA429097,SAMN08335114,Metagenome or environmental,2669148661,"WHEALTHGENE CO., LTD.",2016-11-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546933,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06109,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 98,K0000192,SRP128485,2018-01-09T23:53:00Z,1
SRR6456186,WGS,300,6500019900,PRJNA429097,SAMN08335108,Metagenome or environmental,2779052578,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546932,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06101,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 92,K0000184,SRP128485,2018-01-10T00:03:00Z,1
SRR6456187,WGS,300,5666274300,PRJNA429097,SAMN08335109,Metagenome or environmental,2405445535,"WHEALTHGENE CO., LTD.",2016-11-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546931,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06103,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 93,K0000186,SRP128485,2018-01-09T23:52:00Z,1
SRR6456188,WGS,300,5787260700,PRJNA429097,SAMN08335106,Metagenome or environmental,2428363945,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546930,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06099,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 90,K0000182,SRP128485,2018-01-09T23:52:00Z,1
SRR6456189,WGS,300,5942529300,PRJNA429097,SAMN08335107,Metagenome or environmental,2554560732,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546929,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06100,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 91,K0000183,SRP128485,2018-01-09T23:53:00Z,1
SRR6456190,WGS,300,5244667800,PRJNA429097,SAMN08335104,Metagenome or environmental,2231703856,"WHEALTHGENE CO., LTD.",2016-10-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546928,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06097,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 88,K0000180,SRP128485,2018-01-09T23:52:00Z,1
SRR6456191,WGS,300,5486689500,PRJNA429097,SAMN08335105,Metagenome or environmental,2342152769,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546927,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06098,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 89,K0000181,SRP128485,2018-01-09T23:51:00Z,1
SRR6456192,WGS,300,5639731500,PRJNA429097,SAMN08335102,Metagenome or environmental,2404235342,"WHEALTHGENE CO., LTD.",2016-10-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546926,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06095,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 86,K0000178,SRP128485,2018-01-09T23:54:00Z,1
SRR6456193,WGS,300,5993285700,PRJNA429097,SAMN08335103,Metagenome or environmental,2560272142,"WHEALTHGENE CO., LTD.",2016-10-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546925,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06096,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 87,K0000179,SRP128485,2018-01-09T23:54:00Z,1
SRR6456194,WGS,300,5458591800,PRJNA429097,SAMN08335110,Metagenome or environmental,2326068346,"WHEALTHGENE CO., LTD.",2016-11-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546924,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06105,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 94,K0000188,SRP128485,2018-01-09T23:53:00Z,1
SRR6456195,WGS,300,4972753500,PRJNA429097,SAMN08335111,Metagenome or environmental,2105091454,"WHEALTHGENE CO., LTD.",2016-11-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546923,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06106,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 95,K0000189,SRP128485,2018-01-09T23:52:00Z,1
SRR6456196,WGS,300,5722676100,PRJNA429097,SAMN08335101,Metagenome or environmental,2589912034,"WHEALTHGENE CO., LTD.",2016-10-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546922,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06521,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 85,K0000177,SRP128485,2018-01-10T00:04:00Z,1
SRR6456197,WGS,300,5671930200,PRJNA429097,SAMN08335100,Metagenome or environmental,2409855673,"WHEALTHGENE CO., LTD.",2016-10-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546921,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06094,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 84,K0000176,SRP128485,2018-01-09T23:54:00Z,1
SRR6456198,WGS,300,5653458000,PRJNA429097,SAMN08335095,Metagenome or environmental,2354049901,"WHEALTHGENE CO., LTD.",2016-10-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546920,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06519,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 79,K0000171,SRP128485,2018-01-09T23:54:00Z,1
SRR6456199,WGS,300,5224173900,PRJNA429097,SAMN08335094,Metagenome or environmental,2133516736,"WHEALTHGENE CO., LTD.",2016-10-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546919,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05983,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 78,K0000170,SRP128485,2018-01-09T23:54:00Z,1
SRR6456200,WGS,300,5447199300,PRJNA429097,SAMN08335093,Metagenome or environmental,2341942530,"WHEALTHGENE CO., LTD.",2016-10-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546918,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06092,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 77,K0000169,SRP128485,2018-01-10T00:01:00Z,1
SRR6456201,WGS,300,5729374800,PRJNA429097,SAMN08335092,Metagenome or environmental,2413077592,"WHEALTHGENE CO., LTD.",2016-10-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546917,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06518,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 76,K0000168,SRP128485,2018-01-09T23:59:00Z,1
SRR6456202,WGS,300,5648337000,PRJNA429097,SAMN08335099,Metagenome or environmental,2473419945,"WHEALTHGENE CO., LTD.",2016-10-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546916,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06093,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 83,K0000175,SRP128485,2018-01-09T23:54:00Z,1
SRR6456203,WGS,300,5794179000,PRJNA429097,SAMN08335098,Metagenome or environmental,2445935103,"WHEALTHGENE CO., LTD.",2016-10-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546915,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06520,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 82,K0000174,SRP128485,2018-01-09T23:56:00Z,1
SRR6456204,WGS,300,5390236800,PRJNA429097,SAMN08335097,Metagenome or environmental,2252687008,"WHEALTHGENE CO., LTD.",2016-10-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546914,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05985,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 81,K0000173,SRP128485,2018-01-09T23:52:00Z,1
SRR6456205,WGS,300,6369581700,PRJNA429097,SAMN08335096,Metagenome or environmental,2636998827,"WHEALTHGENE CO., LTD.",2016-10-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546913,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05984,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 80,K0000172,SRP128485,2018-01-09T23:56:00Z,1
SRR6456206,WGS,300,5262722400,PRJNA429097,SAMN08335086,Metagenome or environmental,2136701671,"WHEALTHGENE CO., LTD.",2016-08-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546912,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05981,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 70,K0000158,SRP128485,2018-01-09T23:54:00Z,1
SRR6456207,WGS,300,5955465600,PRJNA429097,SAMN08335087,Metagenome or environmental,2524329603,"WHEALTHGENE CO., LTD.",2016-09-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546911,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06086,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 71,K0000160,SRP128485,2018-01-09T23:57:00Z,1
SRR6456208,WGS,300,5320699800,PRJNA429097,SAMN08335088,Metagenome or environmental,2430278121,"WHEALTHGENE CO., LTD.",2016-09-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546910,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06720,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 72,K0000161,SRP128485,2018-01-09T23:55:00Z,1
SRR6456209,WGS,300,5859126600,PRJNA429097,SAMN08335089,Metagenome or environmental,2428840518,"WHEALTHGENE CO., LTD.",2016-09-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546909,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06517,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 73,K0000162,SRP128485,2018-01-09T23:56:00Z,1
SRR6456210,WGS,300,5941777500,PRJNA429097,SAMN08335082,Metagenome or environmental,2443332313,"WHEALTHGENE CO., LTD.",2016-11-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546908,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05979,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 163,K0000152,SRP128485,2018-01-09T23:56:00Z,1
SRR6456211,WGS,300,5531937300,PRJNA429097,SAMN08335083,Metagenome or environmental,2317358852,"WHEALTHGENE CO., LTD.",2016-11-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546907,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06081,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 164,K0000153,SRP128485,2018-01-09T23:58:00Z,1
SRR6456212,WGS,300,5668126200,PRJNA429097,SAMN08335084,Metagenome or environmental,2383478493,"WHEALTHGENE CO., LTD.",2016-08-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546906,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06083,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 68,K0000156,SRP128485,2018-01-09T23:55:00Z,1
SRR6456213,WGS,300,4800365400,PRJNA429097,SAMN08335085,Metagenome or environmental,2020684126,"WHEALTHGENE CO., LTD.",2016-08-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546905,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06084,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 69,K0000157,SRP128485,2018-01-09T23:57:00Z,1
SRR6456214,WGS,300,5918167800,PRJNA429097,SAMN08335090,Metagenome or environmental,2453725276,"WHEALTHGENE CO., LTD.",2016-10-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546904,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05982,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 74,K0000166,SRP128485,2018-01-09T23:57:00Z,1
SRR6456215,WGS,300,5819127600,PRJNA429097,SAMN08335091,Metagenome or environmental,2442772536,"WHEALTHGENE CO., LTD.",2016-10-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546903,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06091,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 75,K0000167,SRP128485,2018-01-09T23:55:00Z,1
SRR6456216,WGS,300,6536969100,PRJNA429097,SAMN08335029,Metagenome or environmental,2631551395,"WHEALTHGENE CO., LTD.",2016-08-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546902,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02116,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 64,K0000098,SRP128485,2018-01-10T00:05:00Z,1
SRR6456217,WGS,300,7233782700,PRJNA429097,SAMN08335028,Metagenome or environmental,2762573719,"WHEALTHGENE CO., LTD.",2016-08-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546901,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02488,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 63,K0000097,SRP128485,2018-01-09T23:57:00Z,1
SRR6456218,WGS,300,6407222400,PRJNA429097,SAMN08335027,Metagenome or environmental,2423214606,"WHEALTHGENE CO., LTD.",2016-08-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546900,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02487,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 62,K0000096,SRP128485,2018-01-09T23:56:00Z,1
SRR6456219,WGS,300,5599295700,PRJNA429097,SAMN08335026,Metagenome or environmental,2142850255,"WHEALTHGENE CO., LTD.",2016-07-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546899,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02486,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 61,K0000095,SRP128485,2018-01-09T23:55:00Z,1
SRR6456220,WGS,300,6169173600,PRJNA429097,SAMN08335025,Metagenome or environmental,2355239947,"WHEALTHGENE CO., LTD.",2016-07-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546898,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02485,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 60,K0000094,SRP128485,2018-01-10T00:00:00Z,1
SRR6456221,WGS,300,7395281400,PRJNA429097,SAMN08335024,Metagenome or environmental,3062074240,"WHEALTHGENE CO., LTD.",2016-07-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546897,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02115,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 59,K0000093,SRP128485,2018-01-10T00:02:00Z,1
SRR6456222,WGS,300,5790098400,PRJNA429097,SAMN08335023,Metagenome or environmental,2211942192,"WHEALTHGENE CO., LTD.",2016-07-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546896,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02484,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 58,K0000092,SRP128485,2018-01-10T00:01:00Z,1
SRR6456223,WGS,300,6178208400,PRJNA429097,SAMN08335022,Metagenome or environmental,2342437503,"WHEALTHGENE CO., LTD.",2016-07-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546895,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02483,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 57,K0000091,SRP128485,2018-01-09T23:59:00Z,1
SRR6456224,WGS,300,6439057200,PRJNA429097,SAMN08335031,Metagenome or environmental,2439069851,"WHEALTHGENE CO., LTD.",2016-08-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546894,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02490,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 66,K0000100,SRP128485,2018-01-10T00:09:00Z,1
SRR6456225,WGS,300,6583299600,PRJNA429097,SAMN08335030,Metagenome or environmental,2538830502,"WHEALTHGENE CO., LTD.",2016-08-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546893,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME02489,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 65,K0000099,SRP128485,2018-01-09T23:58:00Z,1
