Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR17605968,AMPLICON,602,34096076,PRJNA796956,SAMN24934230,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18553472,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774712,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S31,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,JYYing,SRP354914,not applicable
SRR17605969,AMPLICON,602,26221314,PRJNA796956,SAMN24934203,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",14298876,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774711,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S4,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029LJYun,SRP354914,not applicable
SRR17605970,AMPLICON,602,37280054,PRJNA796956,SAMN24934229,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",19859111,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774710,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S30,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:01:00Z,1,JXHua,SRP354914,not applicable
SRR17605971,AMPLICON,602,23322684,PRJNA796956,SAMN24934228,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12395930,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774709,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S29,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,JSLiang,SRP354914,not applicable
SRR17605972,AMPLICON,602,22370320,PRJNA796956,SAMN24934227,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12102665,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774708,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S28,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,JMZhu,SRP354914,not applicable
SRR17605973,AMPLICON,602,31634498,PRJNA796956,SAMN24934226,"MIGS/MIMS/MIMARKS.human-gut,MIMARKS.specimen",16842864,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774707,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S27,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,HSBo,SRP354914,not applicable
SRR17605974,AMPLICON,602,25356240,PRJNA796956,SAMN24934225,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13580626,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774706,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S26,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,HLRong,SRP354914,not applicable
SRR17605975,AMPLICON,602,22811586,PRJNA796956,SAMN24934224,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12209616,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774705,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S25,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,HJJuan,SRP354914,not applicable
SRR17605976,AMPLICON,602,36788822,PRJNA796956,SAMN24934223,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",19423277,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774704,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S24,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,GHMei,SRP354914,not applicable
SRR17605977,AMPLICON,602,24778922,PRJNA796956,SAMN24934222,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13262426,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774703,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S23,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,DSJuan,SRP354914,not applicable
SRR17605978,AMPLICON,602,35781676,PRJNA796956,SAMN24934221,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18799641,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774702,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S22,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19XLXiang,SRP354914,not applicable
SRR17605979,AMPLICON,602,28988708,PRJNA796956,SAMN24934220,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15578978,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774701,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S21,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19XGWen,SRP354914,not applicable
SRR17605980,AMPLICON,602,28301224,PRJNA796956,SAMN24934202,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15445944,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774700,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S3,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029LBin,SRP354914,not applicable
SRR17605981,AMPLICON,602,33533808,PRJNA796956,SAMN24934219,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18743053,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774699,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S20,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19WBing,SRP354914,not applicable
SRR17605982,AMPLICON,602,28313264,PRJNA796956,SAMN24934218,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15810543,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774698,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S19,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19SSLi,SRP354914,not applicable
SRR17605983,AMPLICON,602,32581444,PRJNA796956,SAMN24934217,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18198624,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774697,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S18,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19SGKai,SRP354914,not applicable
SRR17605984,AMPLICON,602,30734508,PRJNA796956,SAMN24934216,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16876242,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774696,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S17,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19MJTing,SRP354914,not applicable
SRR17605985,AMPLICON,602,32267802,PRJNA796956,SAMN24934215,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18137736,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774695,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S16,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19LYYi,SRP354914,not applicable
SRR17605986,AMPLICON,602,29441412,PRJNA796956,SAMN24934214,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15717214,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774694,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S15,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19LCMei,SRP354914,not applicable
SRR17605987,AMPLICON,602,24798186,PRJNA796956,SAMN24934213,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",14098028,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774693,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S14,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19CCYu,SRP354914,not applicable
SRR17605988,AMPLICON,602,33364646,PRJNA796956,SAMN24934212,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18365035,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774692,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S13,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,18ZMYing,SRP354914,not applicable
SRR17605989,AMPLICON,602,31656772,PRJNA796956,SAMN24934211,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17536083,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774691,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S12,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,18ZJLan,SRP354914,not applicable
SRR17605990,AMPLICON,602,20294022,PRJNA796956,SAMN24934307,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11009058,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774690,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S108,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,ZQYun,SRP354914,not applicable
SRR17605991,AMPLICON,602,37541322,PRJNA796956,SAMN24934306,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",20390892,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774689,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S107,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,SZHong,SRP354914,not applicable
SRR17605992,AMPLICON,602,54919858,PRJNA796956,SAMN24934305,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",32610475,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774688,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S106,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,SYZhen,SRP354914,not applicable
SRR17605993,AMPLICON,602,102252710,PRJNA796956,SAMN24934304,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",54745037,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774687,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S105,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:01:00Z,1,LLei,SRP354914,not applicable
SRR17605994,AMPLICON,602,23710974,PRJNA796956,SAMN24934303,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13128023,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774686,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S104,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,LJHong,SRP354914,not applicable
SRR17605995,AMPLICON,602,32531478,PRJNA796956,SAMN24934302,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17454266,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774685,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S103,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,HWGen,SRP354914,not applicable
SRR17605996,AMPLICON,602,37549148,PRJNA796956,SAMN24934301,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",21193830,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774684,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S102,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,HC_ZPeng,SRP354914,not applicable
SRR17605997,AMPLICON,602,31789212,PRJNA796956,SAMN24934300,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18321361,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774683,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S101,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,HC_YXQing,SRP354914,not applicable
SRR17605998,AMPLICON,602,27034014,PRJNA796956,SAMN24934210,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",14792604,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774682,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S11,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,18LWWen,SRP354914,not applicable
SRR17605999,AMPLICON,602,33987716,PRJNA796956,SAMN24934201,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18263668,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774681,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S2,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029HGXiang,SRP354914,not applicable
SRR17606000,AMPLICON,602,32326798,PRJNA796956,SAMN24934200,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17497382,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774680,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S1,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029CJXin,SRP354914,not applicable
