Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR17605927,AMPLICON,602,23692914,PRJNA796956,SAMN24934268,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13219355,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774753,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S69,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c29,SRP354914,not applicable
SRR17605928,AMPLICON,602,34890716,PRJNA796956,SAMN24934267,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",19296204,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774752,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S68,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c28,SRP354914,not applicable
SRR17605929,AMPLICON,602,29669570,PRJNA796956,SAMN24934266,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16110071,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774751,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S67,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c24,SRP354914,not applicable
SRR17605930,AMPLICON,602,89627566,PRJNA796956,SAMN24934265,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",50462155,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774750,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S66,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c23,SRP354914,not applicable
SRR17605931,AMPLICON,602,30797718,PRJNA796956,SAMN24934264,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17140222,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774749,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S65,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c21,SRP354914,not applicable
SRR17605932,AMPLICON,602,34779948,PRJNA796956,SAMN24934263,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18913851,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774748,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S64,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c20,SRP354914,not applicable
SRR17605933,AMPLICON,602,21513674,PRJNA796956,SAMN24934262,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11803928,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774747,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S63,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c19,SRP354914,not applicable
SRR17605934,AMPLICON,602,31099320,PRJNA796956,SAMN24934261,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17206862,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774746,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S62,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c18,SRP354914,not applicable
SRR17605935,AMPLICON,602,39116756,PRJNA796956,SAMN24934260,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",20632850,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774745,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S61,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c16,SRP354914,not applicable
SRR17605936,AMPLICON,602,31456306,PRJNA796956,SAMN24934206,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16762915,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774744,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S7,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T13:59:00Z,1,181029SAXiang,SRP354914,not applicable
SRR17605937,AMPLICON,602,32945654,PRJNA796956,SAMN24934259,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17364820,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774743,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S60,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c15,SRP354914,not applicable
SRR17605938,AMPLICON,602,31772958,PRJNA796956,SAMN24934258,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16845792,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774742,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S59,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c13,SRP354914,not applicable
SRR17605939,AMPLICON,602,18733638,PRJNA796956,SAMN24934257,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10021703,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774741,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S58,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c11,SRP354914,not applicable
SRR17605940,AMPLICON,602,56720440,PRJNA796956,SAMN24934256,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",33326619,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774740,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S57,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,c10,SRP354914,not applicable
SRR17605941,AMPLICON,602,34353130,PRJNA796956,SAMN24934255,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18361654,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774739,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S56,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19QXLong,SRP354914,not applicable
SRR17605942,AMPLICON,602,30789892,PRJNA796956,SAMN24934254,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16864921,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774738,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S55,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,19MGDao,SRP354914,not applicable
SRR17605943,AMPLICON,602,24756648,PRJNA796956,SAMN24934253,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13899847,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774737,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S54,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,18ZQFang,SRP354914,not applicable
SRR17605944,AMPLICON,602,27623372,PRJNA796956,SAMN24934252,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",14728711,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774736,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S53,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029ZXQin,SRP354914,not applicable
SRR17605945,AMPLICON,602,30100000,PRJNA796956,SAMN24934251,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16051943,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774735,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S52,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029ZMLong,SRP354914,not applicable
SRR17605946,AMPLICON,602,29327634,PRJNA796956,SAMN24934250,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15710354,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774734,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S51,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029LGLin,SRP354914,not applicable
SRR17605947,AMPLICON,602,35378336,PRJNA796956,SAMN24934205,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18735346,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774733,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S6,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029MJChao,SRP354914,not applicable
SRR17605948,AMPLICON,602,30224614,PRJNA796956,SAMN24934249,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16141390,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774732,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S50,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,ZZHu,SRP354914,not applicable
SRR17605949,AMPLICON,602,20746726,PRJNA796956,SAMN24934248,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11131502,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774731,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S49,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,ZXMei,SRP354914,not applicable
SRR17605950,AMPLICON,602,24380398,PRJNA796956,SAMN24934247,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13129162,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774730,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S48,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,ZQYang,SRP354914,not applicable
SRR17605951,AMPLICON,602,24000536,PRJNA796956,SAMN24934246,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12859710,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774729,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S47,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,ZQFang,SRP354914,not applicable
SRR17605952,AMPLICON,602,27951462,PRJNA796956,SAMN24934245,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15209723,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774728,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S46,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,ZJing,SRP354914,not applicable
SRR17605953,AMPLICON,602,25826402,PRJNA796956,SAMN24934244,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13729697,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774727,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S45,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,XXJing,SRP354914,not applicable
SRR17605954,AMPLICON,602,41174392,PRJNA796956,SAMN24934243,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",22084124,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774726,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S44,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,XJJing,SRP354914,not applicable
SRR17605955,AMPLICON,602,34213466,PRJNA796956,SAMN24934242,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",18782648,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774725,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S43,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,WYQian,SRP354914,not applicable
SRR17605956,AMPLICON,602,25796904,PRJNA796956,SAMN24934241,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13903929,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774724,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S42,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,WHYing,SRP354914,not applicable
SRR17605957,AMPLICON,602,28171192,PRJNA796956,SAMN24934240,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15364823,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774723,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S41,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,WGJie,SRP354914,not applicable
SRR17605958,AMPLICON,602,27254948,PRJNA796956,SAMN24934204,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",14583043,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774722,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S5,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,181029LPing,SRP354914,not applicable
SRR17605959,AMPLICON,602,22065106,PRJNA796956,SAMN24934239,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11817157,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774721,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S40,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,SXLu,SRP354914,not applicable
SRR17605960,AMPLICON,602,23093924,PRJNA796956,SAMN24934238,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12599702,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774720,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S39,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,QXLong,SRP354914,not applicable
SRR17605961,AMPLICON,602,42144214,PRJNA796956,SAMN24934237,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",22879267,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774719,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S38,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,QHYuan,SRP354914,not applicable
SRR17605962,AMPLICON,602,43992956,PRJNA796956,SAMN24934236,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",23549276,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774718,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S37,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,QFQiang,SRP354914,not applicable
SRR17605963,AMPLICON,602,30012710,PRJNA796956,SAMN24934235,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",15842746,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774717,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S36,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,MXJiao,SRP354914,not applicable
SRR17605964,AMPLICON,602,22219218,PRJNA796956,SAMN24934234,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12168718,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774716,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S35,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,LYZhen,SRP354914,not applicable
SRR17605965,AMPLICON,602,23263086,PRJNA796956,SAMN24934233,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",12518789,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774715,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S34,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,LYXia,SRP354914,not applicable
SRR17605966,AMPLICON,602,29825488,PRJNA796956,SAMN24934232,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",16277706,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774714,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S33,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,LQFei,SRP354914,not applicable
SRR17605967,AMPLICON,602,32323788,PRJNA796956,SAMN24934231,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",17479377,SHANGHAI TENTH'S HOSPITAL,2022-01-07,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,ENVO:00000428,ENVO:00000486,ENVO:00010483,SRX13774713,China,Asia,China,Homo sapiens,Illumina MiniSeq,PMID: 17934076,missing,31.35 N 120.31 E,S32,PAIRED,PCR,GENOMIC,Escherichia coli,ILLUMINA,2022-06-01T00:00:00Z,2022-01-13T14:00:00Z,1,LJGen,SRP354914,not applicable
