Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR280052,AMPLICON,450,22873050,PRJDB11246,SAMD00285747,MIMS.me.human-gut,13443764,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269635,Japan,Asia,Japan,Homo sapiens,Subject0821,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:02:00Z,1,SAMD00285747,Subject0821,DRP007554
DRR280053,AMPLICON,450,22038300,PRJDB11246,SAMD00285748,MIMS.me.human-gut,12612445,GIRC,missing,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269636,Japan,Asia,Japan,Homo sapiens,Subject0822,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:22:00Z,1,SAMD00285748,Subject0822,DRP007554
DRR280054,AMPLICON,450,32056650,PRJDB11246,SAMD00285749,MIMS.me.human-gut,16973342,GIRC,missing,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269637,Japan,Asia,Japan,Homo sapiens,Subject0823,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:12:00Z,1,SAMD00285749,Subject0823,DRP007554
DRR280055,AMPLICON,450,27581400,PRJDB11246,SAMD00285750,MIMS.me.human-gut,15601878,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269638,Japan,Asia,Japan,Homo sapiens,Subject0824,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285750,Subject0824,DRP007554
DRR280056,AMPLICON,450,27207450,PRJDB11246,SAMD00285751,MIMS.me.human-gut,15591801,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269639,Japan,Asia,Japan,Homo sapiens,Subject0825,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285751,Subject0825,DRP007554
DRR280057,AMPLICON,450,33338700,PRJDB11246,SAMD00285752,MIMS.me.human-gut,19056494,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269640,Japan,Asia,Japan,Homo sapiens,Subject0826,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285752,Subject0826,DRP007554
DRR280058,AMPLICON,450,28080450,PRJDB11246,SAMD00285753,MIMS.me.human-gut,16342610,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269641,Japan,Asia,Japan,Homo sapiens,Subject0827,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285753,Subject0827,DRP007554
DRR280059,AMPLICON,450,37563300,PRJDB11246,SAMD00285754,MIMS.me.human-gut,23943851,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269642,Japan,Asia,Japan,Homo sapiens,Subject0828,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:20:00Z,1,SAMD00285754,Subject0828,DRP007554
DRR280060,AMPLICON,450,19392300,PRJDB11246,SAMD00285755,MIMS.me.human-gut,9888409,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269643,Japan,Asia,Japan,Homo sapiens,Subject0829,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285755,Subject0829,DRP007554
DRR280061,AMPLICON,450,41764050,PRJDB11246,SAMD00285756,MIMS.me.human-gut,23431874,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269644,Japan,Asia,Japan,Homo sapiens,Subject0830,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285756,Subject0830,DRP007554
DRR280062,AMPLICON,450,20025900,PRJDB11246,SAMD00285757,MIMS.me.human-gut,10619136,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269645,Japan,Asia,Japan,Homo sapiens,Subject0831,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:19:00Z,1,SAMD00285757,Subject0831,DRP007554
DRR280063,AMPLICON,450,27032400,PRJDB11246,SAMD00285758,MIMS.me.human-gut,14624257,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269646,Japan,Asia,Japan,Homo sapiens,Subject0832,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:26:00Z,1,SAMD00285758,Subject0832,DRP007554
DRR280064,AMPLICON,450,37028250,PRJDB11246,SAMD00285759,MIMS.me.human-gut,20928513,GIRC,missing,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269647,Japan,Asia,Japan,Homo sapiens,Subject0833,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:12:00Z,1,SAMD00285759,Subject0833,DRP007554
DRR280065,AMPLICON,450,32767650,PRJDB11246,SAMD00285760,MIMS.me.human-gut,18244319,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269648,Japan,Asia,Japan,Homo sapiens,Subject0834,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:22:00Z,1,SAMD00285760,Subject0834,DRP007554
DRR280066,AMPLICON,450,28947600,PRJDB11246,SAMD00285761,MIMS.me.human-gut,16358481,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269649,Japan,Asia,Japan,Homo sapiens,Subject0835,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:03:00Z,1,SAMD00285761,Subject0835,DRP007554
DRR280067,AMPLICON,450,24403500,PRJDB11246,SAMD00285762,MIMS.me.human-gut,12824138,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269650,Japan,Asia,Japan,Homo sapiens,Subject0836,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285762,Subject0836,DRP007554
DRR280068,AMPLICON,450,29646900,PRJDB11246,SAMD00285763,MIMS.me.human-gut,16456251,GIRC,missing,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269651,Japan,Asia,Japan,Homo sapiens,Subject0837,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:02:00Z,1,SAMD00285763,Subject0837,DRP007554
DRR280069,AMPLICON,450,27162900,PRJDB11246,SAMD00285764,MIMS.me.human-gut,14957172,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269652,Japan,Asia,Japan,Homo sapiens,Subject0838,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:03:00Z,1,SAMD00285764,Subject0838,DRP007554
DRR280070,AMPLICON,450,20795400,PRJDB11246,SAMD00285765,MIMS.me.human-gut,10508299,GIRC,missing,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269653,Japan,Asia,Japan,Homo sapiens,Subject0839,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:19:00Z,1,SAMD00285765,Subject0839,DRP007554
DRR280071,AMPLICON,450,20927250,PRJDB11246,SAMD00285766,MIMS.me.human-gut,11100475,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269654,Japan,Asia,Japan,Homo sapiens,Subject0840,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:36:00Z,1,SAMD00285766,Subject0840,DRP007554
DRR280072,AMPLICON,450,33990750,PRJDB11246,SAMD00285767,MIMS.me.human-gut,19352964,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269655,Japan,Asia,Japan,Homo sapiens,Subject0841,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:01:00Z,1,SAMD00285767,Subject0841,DRP007554
DRR280073,AMPLICON,450,22118400,PRJDB11246,SAMD00285768,MIMS.me.human-gut,12960400,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269656,Japan,Asia,Japan,Homo sapiens,Subject0842,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285768,Subject0842,DRP007554
DRR280074,AMPLICON,450,17978850,PRJDB11246,SAMD00285769,MIMS.me.human-gut,9370507,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269657,Japan,Asia,Japan,Homo sapiens,Subject0843,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:27:00Z,1,SAMD00285769,Subject0843,DRP007554
DRR280075,AMPLICON,450,20316150,PRJDB11246,SAMD00285770,MIMS.me.human-gut,10653460,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269658,Japan,Asia,Japan,Homo sapiens,Subject0844,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:22:00Z,1,SAMD00285770,Subject0844,DRP007554
DRR280076,AMPLICON,450,27746100,PRJDB11246,SAMD00285771,MIMS.me.human-gut,15630619,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269659,Japan,Asia,Japan,Homo sapiens,Subject0845,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285771,Subject0845,DRP007554
DRR280077,AMPLICON,450,18947250,PRJDB11246,SAMD00285772,MIMS.me.human-gut,9881120,GIRC,missing,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269660,Japan,Asia,Japan,Homo sapiens,Subject0846,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:52:00Z,1,SAMD00285772,Subject0846,DRP007554
DRR280078,AMPLICON,450,23794200,PRJDB11246,SAMD00285773,MIMS.me.human-gut,12226292,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269661,Japan,Asia,Japan,Homo sapiens,Subject0847,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:09:00Z,1,SAMD00285773,Subject0847,DRP007554
DRR280079,AMPLICON,450,30566700,PRJDB11246,SAMD00285774,MIMS.me.human-gut,17411085,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269662,Japan,Asia,Japan,Homo sapiens,Subject0848,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:12:00Z,1,SAMD00285774,Subject0848,DRP007554
DRR280080,AMPLICON,450,32600700,PRJDB11246,SAMD00285775,MIMS.me.human-gut,18152554,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269663,Japan,Asia,Japan,Homo sapiens,Subject0849,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:05:00Z,1,SAMD00285775,Subject0849,DRP007554
DRR280081,AMPLICON,450,20821500,PRJDB11246,SAMD00285776,MIMS.me.human-gut,11050497,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269664,Japan,Asia,Japan,Homo sapiens,Subject0850,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285776,Subject0850,DRP007554
DRR280082,AMPLICON,450,40290750,PRJDB11246,SAMD00285777,MIMS.me.human-gut,22933430,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269665,Japan,Asia,Japan,Homo sapiens,Subject0851,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:37:00Z,1,SAMD00285777,Subject0851,DRP007554
DRR280083,AMPLICON,450,26410050,PRJDB11246,SAMD00285778,MIMS.me.human-gut,13764158,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269666,Japan,Asia,Japan,Homo sapiens,Subject0852,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285778,Subject0852,DRP007554
DRR280084,AMPLICON,450,18840150,PRJDB11246,SAMD00285779,MIMS.me.human-gut,9779554,GIRC,missing,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269667,Japan,Asia,Japan,Homo sapiens,Subject0853,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285779,Subject0853,DRP007554
DRR280085,AMPLICON,450,27447750,PRJDB11246,SAMD00285780,MIMS.me.human-gut,15860227,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269668,Japan,Asia,Japan,Homo sapiens,Subject0854,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:17:00Z,1,SAMD00285780,Subject0854,DRP007554
DRR280086,AMPLICON,450,34551000,PRJDB11246,SAMD00285781,MIMS.me.human-gut,20015317,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269669,Japan,Asia,Japan,Homo sapiens,Subject0855,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:03:00Z,1,SAMD00285781,Subject0855,DRP007554
DRR280087,AMPLICON,450,25832700,PRJDB11246,SAMD00285782,MIMS.me.human-gut,13579883,GIRC,missing,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269670,Japan,Asia,Japan,Homo sapiens,Subject0856,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:28:00Z,1,SAMD00285782,Subject0856,DRP007554
DRR280088,AMPLICON,450,29944800,PRJDB11246,SAMD00285783,MIMS.me.human-gut,16704150,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269671,Japan,Asia,Japan,Homo sapiens,Subject0857,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:36:00Z,1,SAMD00285783,Subject0857,DRP007554
DRR280089,AMPLICON,450,30163950,PRJDB11246,SAMD00285784,MIMS.me.human-gut,17708450,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269672,Japan,Asia,Japan,Homo sapiens,Subject0858,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:30:00Z,1,SAMD00285784,Subject0858,DRP007554
DRR280090,AMPLICON,450,20521350,PRJDB11246,SAMD00285785,MIMS.me.human-gut,10513739,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269673,Japan,Asia,Japan,Homo sapiens,Subject0859,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:37:00Z,1,SAMD00285785,Subject0859,DRP007554
DRR280091,AMPLICON,450,21473550,PRJDB11246,SAMD00285786,MIMS.me.human-gut,12309850,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269674,Japan,Asia,Japan,Homo sapiens,Subject0860,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:17:00Z,1,SAMD00285786,Subject0860,DRP007554
DRR280092,AMPLICON,450,27039600,PRJDB11246,SAMD00285787,MIMS.me.human-gut,14948317,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269675,Japan,Asia,Japan,Homo sapiens,Subject0861,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:20:00Z,1,SAMD00285787,Subject0861,DRP007554
DRR280093,AMPLICON,450,17354700,PRJDB11246,SAMD00285788,MIMS.me.human-gut,9137274,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269676,Japan,Asia,Japan,Homo sapiens,Subject0862,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:09:00Z,1,SAMD00285788,Subject0862,DRP007554
DRR280094,AMPLICON,450,22286700,PRJDB11246,SAMD00285789,MIMS.me.human-gut,11653820,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269677,Japan,Asia,Japan,Homo sapiens,Subject0863,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:36:00Z,1,SAMD00285789,Subject0863,DRP007554
DRR280095,AMPLICON,450,23738850,PRJDB11246,SAMD00285790,MIMS.me.human-gut,13650454,GIRC,missing,public,"run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269678,Japan,Asia,Japan,Homo sapiens,Subject0864,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:17:00Z,1,SAMD00285790,Subject0864,DRP007554
DRR280096,AMPLICON,450,22256100,PRJDB11246,SAMD00285791,MIMS.me.human-gut,12794283,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269679,Japan,Asia,Japan,Homo sapiens,Subject0865,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:53:00Z,1,SAMD00285791,Subject0865,DRP007554
DRR280097,AMPLICON,450,24143400,PRJDB11246,SAMD00285792,MIMS.me.human-gut,13698543,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269680,Japan,Asia,Japan,Homo sapiens,Subject0866,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:00:00Z,1,SAMD00285792,Subject0866,DRP007554
