Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR4795979,AMPLICON,598,79244675,PRJEB26531,SAMEA7529393,43754837,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670222,SAMEA7529393,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:46:00Z,1,SAMEA7529393,No_87,metagenome,ERP108523,No_87
ERR4795980,AMPLICON,597,81315625,PRJEB26531,SAMEA7529394,45143779,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670223,SAMEA7529394,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T15:23:00Z,1,SAMEA7529394,No_88,metagenome,ERP108523,No_88
ERR4795981,AMPLICON,595,83444285,PRJEB26531,SAMEA7529395,46077471,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670224,SAMEA7529395,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T15:22:00Z,1,SAMEA7529395,No_89,metagenome,ERP108523,No_89
ERR4795982,AMPLICON,592,77746474,PRJEB26531,SAMEA7529396,42461165,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670225,SAMEA7529396,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-17T17:29:00Z,1,SAMEA7529396,No_90,metagenome,ERP108523,No_90
ERR4795983,AMPLICON,598,70917452,PRJEB26531,SAMEA7529397,39811620,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670226,SAMEA7529397,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T15:22:00Z,1,SAMEA7529397,No_91,metagenome,ERP108523,No_91
ERR4795984,AMPLICON,593,82117764,PRJEB26531,SAMEA7529398,45248937,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670227,SAMEA7529398,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-20T02:42:00Z,1,SAMEA7529398,No_92,metagenome,ERP108523,No_92
ERR4795985,AMPLICON,592,72837179,PRJEB26531,SAMEA7529399,40634111,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670228,SAMEA7529399,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T15:22:00Z,1,SAMEA7529399,No_93,metagenome,ERP108523,No_93
ERR4795986,AMPLICON,595,78400851,PRJEB26531,SAMEA7529400,43440975,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670229,SAMEA7529400,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T15:23:00Z,1,SAMEA7529400,No_94,metagenome,ERP108523,No_94
ERR4795987,AMPLICON,597,81217074,PRJEB26531,SAMEA7529401,44875527,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670230,SAMEA7529401,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:46:00Z,1,SAMEA7529401,No_95,metagenome,ERP108523,No_95
ERR4795988,AMPLICON,585,73068839,PRJEB26531,SAMEA7529402,40532681,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670231,SAMEA7529402,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:47:00Z,1,SAMEA7529402,No_96,metagenome,ERP108523,No_96
ERR4795989,AMPLICON,596,81281487,PRJEB26531,SAMEA7529403,45203835,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670232,SAMEA7529403,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:46:00Z,1,SAMEA7529403,No_97,metagenome,ERP108523,No_97
ERR4795990,AMPLICON,597,77672027,PRJEB26531,SAMEA7529404,43114343,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670233,SAMEA7529404,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:46:00Z,1,SAMEA7529404,No_98,metagenome,ERP108523,No_98
ERR4795991,AMPLICON,587,68823160,PRJEB26531,SAMEA7529405,38470589,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670234,SAMEA7529405,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:46:00Z,1,SAMEA7529405,No_99,metagenome,ERP108523,No_99
ERR4795992,AMPLICON,596,84409597,PRJEB26531,SAMEA7529406,46478634,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670235,SAMEA7529406,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:47:00Z,1,SAMEA7529406,No_100,metagenome,ERP108523,No_100
ERR4795993,AMPLICON,594,69339438,PRJEB26531,SAMEA7529407,38063626,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670236,SAMEA7529407,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-17T17:29:00Z,1,SAMEA7529407,No_101,metagenome,ERP108523,No_101
ERR4795994,AMPLICON,595,80866248,PRJEB26531,SAMEA7529408,44451081,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670237,SAMEA7529408,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:47:00Z,1,SAMEA7529408,No_102,metagenome,ERP108523,No_102
ERR4795995,AMPLICON,591,84280782,PRJEB26531,SAMEA7529409,46967539,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670238,SAMEA7529409,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-20T02:42:00Z,1,SAMEA7529409,No_103,metagenome,ERP108523,No_103
ERR4795996,AMPLICON,595,74316752,PRJEB26531,SAMEA7529410,40424106,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670239,SAMEA7529410,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T16:03:00Z,1,SAMEA7529410,No_104,metagenome,ERP108523,No_104
ERR4795997,AMPLICON,596,67119233,PRJEB26531,SAMEA7529411,37092860,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670240,SAMEA7529411,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T16:02:00Z,1,SAMEA7529411,No_105,metagenome,ERP108523,No_105
ERR4795998,AMPLICON,590,77190671,PRJEB26531,SAMEA7529412,42387442,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670241,SAMEA7529412,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T16:03:00Z,1,SAMEA7529412,No_106,metagenome,ERP108523,No_106
ERR4795999,AMPLICON,588,74476829,PRJEB26531,SAMEA7529413,41488196,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670242,SAMEA7529413,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:52:00Z,1,SAMEA7529413,No_107,metagenome,ERP108523,No_107
ERR4796000,AMPLICON,599,79719326,PRJEB26531,SAMEA7529414,44401287,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670243,SAMEA7529414,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T16:03:00Z,1,SAMEA7529414,No_108,metagenome,ERP108523,No_108
ERR4796001,AMPLICON,595,73345446,PRJEB26531,SAMEA7529415,40940914,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670244,SAMEA7529415,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T17:06:00Z,1,SAMEA7529415,No_109,metagenome,ERP108523,No_109
ERR4796002,AMPLICON,596,80692502,PRJEB26531,SAMEA7529416,44959076,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670245,SAMEA7529416,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T17:07:00Z,1,SAMEA7529416,No_110,metagenome,ERP108523,No_110
ERR4796003,AMPLICON,596,72966844,PRJEB26531,SAMEA7529417,40718694,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670246,SAMEA7529417,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T16:03:00Z,1,SAMEA7529417,No_111,metagenome,ERP108523,No_111
ERR4796004,AMPLICON,589,69395741,PRJEB26531,SAMEA7529418,37917276,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670247,SAMEA7529418,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T16:03:00Z,1,SAMEA7529418,No_112,metagenome,ERP108523,No_112
ERR4796005,AMPLICON,594,67148133,PRJEB26531,SAMEA7529419,37653252,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670248,SAMEA7529419,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:34:00Z,1,SAMEA7529419,No_113,metagenome,ERP108523,No_113
ERR4796006,AMPLICON,599,70827363,PRJEB26531,SAMEA7529420,38921764,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670249,SAMEA7529420,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529420,No_114,metagenome,ERP108523,No_114
ERR4796007,AMPLICON,593,68161580,PRJEB26531,SAMEA7529421,37834107,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670250,SAMEA7529421,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:34:00Z,1,SAMEA7529421,No_115,metagenome,ERP108523,No_115
ERR4796008,AMPLICON,598,76383623,PRJEB26531,SAMEA7529422,42357326,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670251,SAMEA7529422,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529422,No_116,metagenome,ERP108523,No_116
ERR4796009,AMPLICON,599,68493457,PRJEB26531,SAMEA7529423,36530439,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670252,SAMEA7529423,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-11-16T17:42:00Z,1,SAMEA7529423,No_117,metagenome,ERP108523,No_117
ERR4796010,AMPLICON,597,72619931,PRJEB26531,SAMEA7529424,40009636,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:47Z,ERX4670253,SAMEA7529424,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:47Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529424,No_118,metagenome,ERP108523,No_118
ERR4796011,AMPLICON,590,78551721,PRJEB26531,SAMEA7529425,42888215,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670254,SAMEA7529425,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:34:00Z,1,SAMEA7529425,No_119,metagenome,ERP108523,No_119
ERR4796012,AMPLICON,599,73132668,PRJEB26531,SAMEA7529426,41120756,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670255,SAMEA7529426,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:35:00Z,1,SAMEA7529426,No_120,metagenome,ERP108523,No_120
ERR4796013,AMPLICON,596,64077394,PRJEB26531,SAMEA7529427,35538847,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670256,SAMEA7529427,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529427,No_121,metagenome,ERP108523,No_121
ERR4796014,AMPLICON,587,71796832,PRJEB26531,SAMEA7529428,39382063,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670257,SAMEA7529428,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529428,No_122,metagenome,ERP108523,No_122
ERR4796015,AMPLICON,587,61315485,PRJEB26531,SAMEA7529429,33758936,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670258,SAMEA7529429,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529429,No_123,metagenome,ERP108523,No_123
ERR4796016,AMPLICON,590,64787547,PRJEB26531,SAMEA7529430,35373566,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670259,SAMEA7529430,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:34:00Z,1,SAMEA7529430,No_124,metagenome,ERP108523,No_124
ERR4796017,AMPLICON,599,62012499,PRJEB26531,SAMEA7529431,34099554,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670260,SAMEA7529431,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:33:00Z,1,SAMEA7529431,No_125,metagenome,ERP108523,No_125
ERR4796018,AMPLICON,583,77383420,PRJEB26531,SAMEA7529432,42419811,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670261,SAMEA7529432,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:34:00Z,1,SAMEA7529432,No_126,metagenome,ERP108523,No_126
ERR4796019,AMPLICON,590,70496907,PRJEB26531,SAMEA7529433,38746649,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670262,SAMEA7529433,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-23T08:34:00Z,1,SAMEA7529433,No_127,metagenome,ERP108523,No_127
ERR4796020,AMPLICON,589,71574466,PRJEB26531,SAMEA7529434,40066360,"SEOUL NATIONAL UNIVERSITY, KOREA",feces,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-11-05,2020-11-05T04:08:20Z,2020-11-04,2020-11-04T18:23:48Z,ERX4670263,SAMEA7529434,SNU,2020-11-05T04:08:20Z,2020-11-04T18:23:48Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-11-09T00:00:00Z,2020-12-21T02:52:00Z,1,SAMEA7529434,No_128,metagenome,ERP108523,No_128
