Run,Assay Type,AvgSpotLen,Bases,BioProject,Biosample_accession (run),BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,No.,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR15324959,AMPLICON,271,18573634,PRJNA751260,SAMN20518893,SAMN20518892,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11323161,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-12,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629322,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC4,PAIRED,PCR,GENOMIC,7,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC4_1.fq,SRP330867
SRR15324960,AMPLICON,275,18672948,PRJNA751260,SAMN20518945,SAMN20518944,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11264707,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-04,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Qinghai,missing,missing,missing,SRX11629321,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN4,PAIRED,PCR,GENOMIC,59,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BN4_1.fq,SRP330867
SRR15324962,AMPLICON,274,18673300,PRJNA751260,SAMN20518941,SAMN20518940,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11527225,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-04,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629319,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN2,PAIRED,PCR,GENOMIC,55,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BN2_1.fq,SRP330867
SRR15324966,AMPLICON,274,18745754,PRJNA751260,SAMN20518933,SAMN20518932,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11266524,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-29,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629315,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC24,PAIRED,PCR,GENOMIC,47,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC24_1.fq,SRP330867
SRR15324967,AMPLICON,271,18502150,PRJNA751260,SAMN20518931,SAMN20518930,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11145830,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-29,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629314,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC23,PAIRED,PCR,GENOMIC,45,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC23_1.fq,SRP330867
SRR15324968,AMPLICON,274,18756132,PRJNA751260,SAMN20518929,SAMN20518928,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11425517,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-25,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629313,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC22,PAIRED,PCR,GENOMIC,43,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC22_1.fq,SRP330867
SRR15324969,AMPLICON,271,18683084,PRJNA751260,SAMN20518927,SAMN20518926,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11533507,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-25,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629312,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC21,PAIRED,PCR,GENOMIC,41,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC21_1.fq,SRP330867
SRR15324970,AMPLICON,276,18809652,PRJNA751260,SAMN20518891,SAMN20518890,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11426855,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-03,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Qinghai,missing,missing,missing,SRX11629311,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC3,PAIRED,PCR,GENOMIC,5,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC3_1.fq,SRP330867
SRR15324971,AMPLICON,271,18753666,PRJNA751260,SAMN20518925,SAMN20518924,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10600719,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-25,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629310,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC20,PAIRED,PCR,GENOMIC,39,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC20_1.fq,SRP330867
SRR15324972,AMPLICON,275,18643245,PRJNA751260,SAMN20518923,SAMN20518922,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11605878,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-25,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Qinghai,missing,missing,missing,SRX11629309,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC19,PAIRED,PCR,GENOMIC,37,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC19_1.fq,SRP330867
SRR15324973,AMPLICON,269,18551533,PRJNA751260,SAMN20518921,SAMN20518920,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11173742,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-25,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629308,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC18,PAIRED,PCR,GENOMIC,35,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC18_1.fq,SRP330867
SRR15324974,AMPLICON,274,17094881,PRJNA751260,SAMN20518919,SAMN20518918,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",9616018,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-25,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629307,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC17,PAIRED,PCR,GENOMIC,33,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC17_1.fq,SRP330867
SRR15324975,AMPLICON,275,18755235,PRJNA751260,SAMN20518917,SAMN20518916,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",9975474,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-18,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Qinghai,missing,missing,missing,SRX11629306,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC16,PAIRED,PCR,GENOMIC,31,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC16_1.fq,SRP330867
SRR15324976,AMPLICON,279,18932292,PRJNA751260,SAMN20518915,SAMN20518914,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",8798696,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-18,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Qinghai,missing,missing,missing,SRX11629305,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC15,PAIRED,PCR,GENOMIC,29,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC15_1.fq,SRP330867
SRR15324977,AMPLICON,276,18829524,PRJNA751260,SAMN20518913,SAMN20518912,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11479563,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-18,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629304,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC14,PAIRED,PCR,GENOMIC,27,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC14_1.fq,SRP330867
SRR15324979,AMPLICON,277,18866533,PRJNA751260,SAMN20518909,SAMN20518908,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10530116,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-16,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629302,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC12,PAIRED,PCR,GENOMIC,23,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC12_1.fq,SRP330867
SRR15324980,AMPLICON,277,18967818,PRJNA751260,SAMN20518907,SAMN20518906,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",9767646,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-16,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629301,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC11,PAIRED,PCR,GENOMIC,21,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC11_1.fq,SRP330867
SRR15324981,AMPLICON,271,18674261,PRJNA751260,SAMN20518889,SAMN20518888,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10516660,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-03,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629300,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC2,PAIRED,PCR,GENOMIC,3,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC2_1.fq,SRP330867
SRR15324982,AMPLICON,268,18168999,PRJNA751260,SAMN20518887,SAMN20518886,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11466912,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-03,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629299,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC1,PAIRED,PCR,GENOMIC,1,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC1_1.fq,SRP330867
SRR15324918,AMPLICON,277,18802629,PRJNA751260,SAMN20518903,SAMN20518902,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10477717,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-16,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629363,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC9,PAIRED,PCR,GENOMIC,17,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:20:00Z,1,BC9_1.fq,SRP330867
SRR15324929,AMPLICON,278,18925470,PRJNA751260,SAMN20519001,SAMN20519000,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10782912,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-10,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629352,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,H12,PAIRED,PCR,GENOMIC,115,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:20:00Z,1,H12_1.fq,SRP330867
SRR15324937,AMPLICON,271,18606644,PRJNA751260,SAMN20518897,SAMN20518896,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11559122,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-12,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629344,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC6,PAIRED,PCR,GENOMIC,11,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC6_1.fq,SRP330867
SRR15324947,AMPLICON,275,18776127,PRJNA751260,SAMN20518967,SAMN20518966,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10533314,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-16,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629334,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN15,PAIRED,PCR,GENOMIC,81,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BN15_1.fq,SRP330867
SRR15324949,AMPLICON,273,18596382,PRJNA751260,SAMN20518965,SAMN20518964,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11296597,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-16,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629332,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN14,PAIRED,PCR,GENOMIC,79,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BN14_1.fq,SRP330867
SRR15324955,AMPLICON,275,18863412,PRJNA751260,SAMN20518953,SAMN20518952,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10627891,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-09,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629326,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN8,PAIRED,PCR,GENOMIC,67,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BN8_1.fq,SRP330867
SRR15324961,AMPLICON,273,18731993,PRJNA751260,SAMN20518943,SAMN20518942,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11386887,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-04,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629320,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN3,PAIRED,PCR,GENOMIC,57,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BN3_1.fq,SRP330867
SRR15324965,AMPLICON,273,18759473,PRJNA751260,SAMN20518935,SAMN20518934,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11283274,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-29,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629316,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC25,PAIRED,PCR,GENOMIC,49,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC25_1.fq,SRP330867
SRR15324978,AMPLICON,274,18864620,PRJNA751260,SAMN20518911,SAMN20518910,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10630887,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-18,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629303,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC13,PAIRED,PCR,GENOMIC,25,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BC13_1.fq,SRP330867
SRR15324924,AMPLICON,276,15274312,PRJNA751260,SAMN20519009,SAMN20519008,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",8669199,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-19,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629357,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,H16,PAIRED,PCR,GENOMIC,123,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:20:00Z,1,H16_1.fq,SRP330867
SRR15324934,AMPLICON,270,18457467,PRJNA751260,SAMN20518991,SAMN20518990,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11248399,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-10,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629347,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,H7,PAIRED,PCR,GENOMIC,105,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,H7_1.fq,SRP330867
SRR15324935,AMPLICON,277,19014755,PRJNA751260,SAMN20518989,SAMN20518988,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10584055,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-10,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629346,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,H6,PAIRED,PCR,GENOMIC,103,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,H6_1.fq,SRP330867
SRR15324936,AMPLICON,275,18719696,PRJNA751260,SAMN20518987,SAMN20518986,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",11638263,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-03,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629345,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,H5,PAIRED,PCR,GENOMIC,101,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,H5_1.fq,SRP330867
SRR15324939,AMPLICON,275,18738454,PRJNA751260,SAMN20518983,SAMN20518982,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10578131,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-03,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Qinghai,missing,missing,missing,SRX11629342,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,H3,PAIRED,PCR,GENOMIC,97,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,H3_1.fq,SRP330867
SRR15324948,AMPLICON,273,18912180,PRJNA751260,SAMN20518895,SAMN20518894,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10501875,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-12,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Qinghai,missing,missing,missing,SRX11629333,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC5,PAIRED,PCR,GENOMIC,9,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC5_1.fq,SRP330867
SRR15324963,AMPLICON,273,18708943,PRJNA751260,SAMN20518939,SAMN20518938,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",10754666,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-04,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Qinghai,missing,missing,missing,SRX11629318,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BN1,PAIRED,PCR,GENOMIC,53,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:23:00Z,1,BN1_1.fq,SRP330867
SRR15324964,AMPLICON,278,16375871,PRJNA751260,SAMN20518937,SAMN20518936,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",9137844,AFFILIATED HOSPITAL OF QINGHAI UNIVERSITY,2021-01-29,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Qinghai,missing,missing,missing,SRX11629317,China,Asia,"China:Qinghai\,Xi'ning",Homo sapiens,Illumina HiSeq 2500,missing,36.38 N 101.55 E,BC26,PAIRED,PCR,GENOMIC,51,Prevotella,ILLUMINA,2022-09-23T00:00:00Z,2021-08-05T23:22:00Z,1,BC26_1.fq,SRP330867
