Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,reads_tax,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR15647988,WGS,199,6550004423,PRJNA758208,SAMN21015591,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2553834501,REALBIO,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944948,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0214,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0214clean,2021-09-02T00:00:00Z,2021-08-27T08:24:00Z,1,LZ-0214,SRP334399
SRR15647989,WGS,199,8162623827,PRJNA758208,SAMN21015590,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3281844904,REALBIO,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944947,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0211,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0211clean,2021-09-02T00:00:00Z,2021-08-27T08:28:00Z,1,LZ-0211,SRP334399
SRR15647990,WGS,199,10477249081,PRJNA758208,SAMN21015589,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4123528892,REALBIO,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944946,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0205,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0205clean,2021-09-02T00:00:00Z,2021-08-27T08:33:00Z,1,LZ-0205,SRP334399
SRR15647991,WGS,199,5776306694,PRJNA758208,SAMN21015588,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2302882002,REALBIO,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944945,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0192,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0192clean,2021-09-02T00:00:00Z,2021-08-27T08:21:00Z,1,LZ-0192,SRP334399
SRR15647992,WGS,199,4428203439,PRJNA758208,SAMN21015587,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1783504884,REALBIO,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944944,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0181,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0181clean,2021-09-02T00:00:00Z,2021-08-27T08:21:00Z,1,LZ-0181,SRP334399
SRR15647993,WGS,199,5265619331,PRJNA758208,SAMN21015586,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2066211476,REALBIO,2017,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944943,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0177,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0177clean,2021-09-02T00:00:00Z,2021-08-27T08:25:00Z,1,LZ-0177,SRP334399
SRR15647994,WGS,199,2741235385,PRJNA758208,SAMN21015585,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1074776391,REALBIO,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944942,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0166,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0166clean,2021-09-02T00:00:00Z,2021-08-27T08:19:00Z,1,LZ-0166,SRP334399
SRR15647995,WGS,199,3342059949,PRJNA758208,SAMN21015584,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1322978697,REALBIO,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944941,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0162,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0162clean,2021-09-02T00:00:00Z,2021-08-27T08:18:00Z,1,LZ-0162,SRP334399
SRR15647996,WGS,199,6096557666,PRJNA758208,SAMN21015575,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2431725355,REALBIO,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944940,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0064,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0064clean,2021-09-02T00:00:00Z,2021-08-27T08:30:00Z,1,LZ-0064,SRP334399
SRR15647997,WGS,199,6503806869,PRJNA758208,SAMN21015574,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2657367151,REALBIO,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944939,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0048,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0048clean,2021-09-02T00:00:00Z,2021-08-27T08:24:00Z,1,LZ-0048,SRP334399
SRR15674129,WGS,99,5077743026,PRJNA758208,SAMN21154952,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3399971244,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970693,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0326-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0326-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-0326-T,SRP334399
SRR15674130,WGS,99,4598856688,PRJNA758208,SAMN21154951,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3056234445,REALBIO,2018,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970692,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0289-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0289-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-0289-T,SRP334399
SRR15674131,WGS,99,7223755497,PRJNA758208,SAMN21154950,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4830115066,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970691,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0274-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0274-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:57:00Z,1,LZ-0274-T,SRP334399
SRR15674132,WGS,99,6156000247,PRJNA758208,SAMN21154949,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4151926034,REALBIO,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970690,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0265-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0265-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:52:00Z,1,LZ-0265-T,SRP334399
SRR15674133,WGS,99,5689231049,PRJNA758208,SAMN21154948,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3795078015,REALBIO,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970689,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01028-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01028-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-01028-T,SRP334399
SRR15674134,WGS,99,3632350526,PRJNA758208,SAMN21154947,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2457084569,REALBIO,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970688,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0919-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0919-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:47:00Z,1,LZ-0919-T,SRP334399
SRR15674135,WGS,99,2054337617,PRJNA758208,SAMN21154946,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1365549393,REALBIO,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970687,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0917-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0917-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:37:00Z,1,LZ-0917-T,SRP334399
SRR15674136,WGS,99,4297489489,PRJNA758208,SAMN21154945,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2895513637,REALBIO,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970686,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0897-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0897-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-0897-T,SRP334399
SRR15674137,WGS,99,4219319191,PRJNA758208,SAMN21154944,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2843605892,REALBIO,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970685,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0894-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0894-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:42:00Z,1,LZ-0894-T,SRP334399
SRR15674138,WGS,99,4682299640,PRJNA758208,SAMN21154943,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3091879907,REALBIO,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970684,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0892-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0892-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:47:00Z,1,LZ-0892-T,SRP334399
SRR15674139,WGS,99,5010739609,PRJNA758208,SAMN21154862,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3268019881,REALBIO,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970683,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01050-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01050-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-01050-T,SRP334399
SRR15674140,WGS,99,4724032840,PRJNA758208,SAMN21154942,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3194769225,REALBIO,2018,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970682,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0845-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0845-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-0845-T,SRP334399
SRR15674141,WGS,99,4605413024,PRJNA758208,SAMN21154941,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3026367186,REALBIO,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970681,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0809-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0809-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-0809-T,SRP334399
SRR15674142,WGS,99,6396556320,PRJNA758208,SAMN21154940,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4271521662,REALBIO,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970680,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0789-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0789-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:56:00Z,1,LZ-0789-T,SRP334399
SRR15674143,WGS,99,4395403291,PRJNA758208,SAMN21154939,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2965156556,REALBIO,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970679,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0763-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0763-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-0763-T,SRP334399
SRR15674144,WGS,99,7091539218,PRJNA758208,SAMN21154938,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4735089198,REALBIO,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970678,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0762-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0762-Tclean,2021-09-01T00:00:00Z,2021-08-30T22:09:00Z,1,LZ-0762-T,SRP334399
SRR15674145,WGS,99,5083691529,PRJNA758208,SAMN21154937,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3418565888,REALBIO,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970677,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0761-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0761-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:44:00Z,1,LZ-0761-T,SRP334399
SRR15674146,WGS,99,4824225959,PRJNA758208,SAMN21154936,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3024755474,REALBIO,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970676,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0758-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0758-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-0758-T,SRP334399
SRR15674147,WGS,99,6818722602,PRJNA758208,SAMN21154935,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4183715644,REALBIO,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970675,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0740-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0740-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:51:00Z,1,LZ-0740-T,SRP334399
SRR15674148,WGS,99,5488696471,PRJNA758208,SAMN21154934,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3422959428,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970674,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0739-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0739-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-0739-T,SRP334399
SRR15674149,WGS,99,5530695759,PRJNA758208,SAMN21154933,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3446603727,REALBIO,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970673,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0732-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0732-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:49:00Z,1,LZ-0732-T,SRP334399
SRR15674150,WGS,99,4234111717,PRJNA758208,SAMN21154861,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2715953122,REALBIO,2018,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970672,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01040-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01040-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-01040-T,SRP334399
SRR15674151,WGS,99,5182225088,PRJNA758208,SAMN21154932,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3217052386,REALBIO,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970671,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0711-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0711-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-0711-T,SRP334399
SRR15674152,WGS,99,3599849601,PRJNA758208,SAMN21154931,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2301763929,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970670,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0670-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0670-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:44:00Z,1,LZ-0670-T,SRP334399
SRR15674153,WGS,99,5454018030,PRJNA758208,SAMN21154930,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3653743222,REALBIO,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970669,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01042-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01042-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-01042-T,SRP334399
SRR15674154,WGS,99,6237689657,PRJNA758208,SAMN21154929,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4189855940,REALBIO,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970668,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01036-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01036-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:53:00Z,1,LZ-01036-T,SRP334399
SRR15674155,WGS,99,6497037114,PRJNA758208,SAMN21154928,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4376543234,REALBIO,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970667,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01029-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01029-Tclean,2021-09-01T00:00:00Z,2021-08-30T22:12:00Z,1,LZ-01029-T,SRP334399
SRR15674156,WGS,99,6507458564,PRJNA758208,SAMN21154927,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4344089762,REALBIO,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970666,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0984-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0984-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:55:00Z,1,LZ-0984-T,SRP334399
SRR15674157,WGS,99,4879217056,PRJNA758208,SAMN21154926,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3311769059,REALBIO,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970665,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0970-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0970-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-0970-T,SRP334399
SRR15674158,WGS,99,7170397382,PRJNA758208,SAMN21154925,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4804816001,REALBIO,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970664,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0957-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0957-Tclean,2021-09-01T00:00:00Z,2021-08-30T22:01:00Z,1,LZ-0957-T,SRP334399
SRR15674159,WGS,99,3751188724,PRJNA758208,SAMN21154924,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2508584089,REALBIO,2018,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970663,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0941-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0941-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:44:00Z,1,LZ-0941-T,SRP334399
SRR15674160,WGS,99,3890295240,PRJNA758208,SAMN21154923,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2609279435,REALBIO,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970662,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0926-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0926-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-0926-T,SRP334399
SRR15674161,WGS,99,6622369030,PRJNA758208,SAMN21154860,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4063150730,REALBIO,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970661,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01039-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01039-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:53:00Z,1,LZ-01039-T,SRP334399
SRR15674162,WGS,99,4685285004,PRJNA758208,SAMN21154922,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3140633648,REALBIO,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970660,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0918-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0918-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:49:00Z,1,LZ-0918-T,SRP334399
SRR15674163,WGS,99,5357040674,PRJNA758208,SAMN21154921,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3611020465,REALBIO,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970659,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0885-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0885-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:51:00Z,1,LZ-0885-T,SRP334399
SRR15674164,WGS,99,2428840766,PRJNA758208,SAMN21154920,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1662854721,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970658,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0884-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0884-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:38:00Z,1,LZ-0884-T,SRP334399
