Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,reads_tax,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR15647941,WGS,199,4336640562,PRJNA758208,SAMN21015580,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1712751913,REALBIO,2017,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944995,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0136,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0136clean,2021-09-02T00:00:00Z,2021-08-27T08:12:00Z,1,LZ-0136,SRP334399
SRR15647942,WGS,199,4970735062,PRJNA758208,SAMN21015633,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1944949690,REALBIO,2017,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944994,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0221,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0221clean,2021-09-02T00:00:00Z,2021-08-27T08:12:00Z,1,LZ-0221,SRP334399
SRR15647943,WGS,199,4077814363,PRJNA758208,SAMN21015632,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1638127894,REALBIO,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944993,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0201,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0201clean,2021-09-02T00:00:00Z,2021-08-27T08:12:00Z,1,LZ-0201,SRP334399
SRR15647944,WGS,199,5210362777,PRJNA758208,SAMN21015631,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2068616350,REALBIO,2017,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944992,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0173,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0173clean,2021-09-02T00:00:00Z,2021-08-27T08:12:00Z,1,LZ-0173,SRP334399
SRR15647945,WGS,199,9542389294,PRJNA758208,SAMN21015630,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3735648493,REALBIO,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944991,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0169,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0169clean,2021-09-02T00:00:00Z,2021-08-27T08:25:00Z,1,LZ-0169,SRP334399
SRR15647946,WGS,199,5964245849,PRJNA758208,SAMN21015629,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2373174062,REALBIO,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944990,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0161,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0161clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0161,SRP334399
SRR15647947,WGS,199,4359844729,PRJNA758208,SAMN21015628,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1717268220,REALBIO,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944989,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0133,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0133clean,2021-09-02T00:00:00Z,2021-08-27T08:12:00Z,1,LZ-0133,SRP334399
SRR15647948,WGS,199,6707122483,PRJNA758208,SAMN21015627,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2589592711,REALBIO,2017,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944988,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0129,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0129clean,2021-09-02T00:00:00Z,2021-08-27T08:17:00Z,1,LZ-0129,SRP334399
SRR15647949,WGS,199,8753469269,PRJNA758208,SAMN21015626,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3498451249,REALBIO,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944987,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0127,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0127clean,2021-09-02T00:00:00Z,2021-08-27T08:17:00Z,1,LZ-0127,SRP334399
SRR15647950,WGS,199,10063405852,PRJNA758208,SAMN21015625,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3932203803,REALBIO,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944986,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0126,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0126clean,2021-09-02T00:00:00Z,2021-08-27T08:21:00Z,1,LZ-0126,SRP334399
SRR15647951,WGS,199,4825792038,PRJNA758208,SAMN21015624,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1922277906,REALBIO,2017,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944985,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0087,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0087clean,2021-09-02T00:00:00Z,2021-08-27T08:16:00Z,1,LZ-0087,SRP334399
SRR15647952,WGS,199,4243461957,PRJNA758208,SAMN21015579,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1673174923,REALBIO,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944984,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0132,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0132clean,2021-09-02T00:00:00Z,2021-08-27T08:11:00Z,1,LZ-0132,SRP334399
SRR15647953,WGS,199,10243323661,PRJNA758208,SAMN21015623,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4077193547,REALBIO,2017,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944983,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0044,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0044clean,2021-09-02T00:00:00Z,2021-08-27T08:25:00Z,1,LZ-0044,SRP334399
SRR15647954,WGS,199,5713234431,PRJNA758208,SAMN21015622,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2484744657,REALBIO,2017,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944982,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0697,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0697clean,2021-09-02T00:00:00Z,2021-08-27T08:14:00Z,1,LZ-0697,SRP334399
SRR15647955,WGS,199,5486314321,PRJNA758208,SAMN21015621,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2191738777,REALBIO,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944981,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0691,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0691clean,2021-09-02T00:00:00Z,2021-08-27T08:15:00Z,1,LZ-0691,SRP334399
SRR15647956,WGS,199,8328322863,PRJNA758208,SAMN21015620,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3267419928,REALBIO,2017,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944980,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0681,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0681clean,2021-09-02T00:00:00Z,2021-08-27T08:16:00Z,1,LZ-0681,SRP334399
SRR15647957,WGS,199,7612397683,PRJNA758208,SAMN21015619,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2964377465,REALBIO,2017,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944979,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0674,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0674clean,2021-09-02T00:00:00Z,2021-08-27T08:17:00Z,1,LZ-0674,SRP334399
SRR15647958,WGS,199,5156594300,PRJNA758208,SAMN21015618,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2049212987,REALBIO,2017,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944978,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0632,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0632clean,2021-09-02T00:00:00Z,2021-08-27T08:15:00Z,1,LZ-0632,SRP334399
SRR15647959,WGS,199,6133069152,PRJNA758208,SAMN21015617,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2425952456,REALBIO,2017,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944977,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0631,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0631clean,2021-09-02T00:00:00Z,2021-08-27T08:16:00Z,1,LZ-0631,SRP334399
SRR15647960,WGS,199,8273557377,PRJNA758208,SAMN21015616,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3285053687,REALBIO,2017,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944976,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0627,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0627clean,2021-09-02T00:00:00Z,2021-08-27T08:24:00Z,1,LZ-0627,SRP334399
SRR15647961,WGS,199,5979471134,PRJNA758208,SAMN21015615,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2357949690,REALBIO,2017,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944975,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0625,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0625clean,2021-09-02T00:00:00Z,2021-08-27T08:19:00Z,1,LZ-0625,SRP334399
SRR15647962,WGS,199,5402933864,PRJNA758208,SAMN21015614,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2142003681,REALBIO,2017,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944974,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0621,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0621clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0621,SRP334399
SRR15647963,WGS,199,4754551550,PRJNA758208,SAMN21015578,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1865943475,REALBIO,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944973,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0118,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0118clean,2021-09-02T00:00:00Z,2021-08-27T08:16:00Z,1,LZ-0118,SRP334399
SRR15647964,WGS,199,5234864184,PRJNA758208,SAMN21015613,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2114426814,REALBIO,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944972,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0617,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0617clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0617,SRP334399
SRR15647965,WGS,199,8172663500,PRJNA758208,SAMN21015612,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3329277574,REALBIO,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944971,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0612,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0612clean,2021-09-02T00:00:00Z,2021-08-27T08:29:00Z,1,LZ-0612,SRP334399
SRR15647966,WGS,199,6009217132,PRJNA758208,SAMN21015611,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2484571912,REALBIO,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944970,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0605,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0605clean,2021-09-02T00:00:00Z,2021-08-27T08:23:00Z,1,LZ-0605,SRP334399
SRR15647967,WGS,199,6356655679,PRJNA758208,SAMN21015610,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2617376538,REALBIO,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944969,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0604,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0604clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0604,SRP334399
SRR15647968,WGS,199,7200413949,PRJNA758208,SAMN21015609,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2847545847,REALBIO,2017,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944968,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0388,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0388clean,2021-09-02T00:00:00Z,2021-08-27T08:26:00Z,1,LZ-0388,SRP334399
SRR15647969,WGS,199,3916271526,PRJNA758208,SAMN21015608,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1515398409,REALBIO,2017,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944967,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0387,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0387clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0387,SRP334399
SRR15647970,WGS,199,4629808179,PRJNA758208,SAMN21015607,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1843557163,REALBIO,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944966,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0384,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0384clean,2021-09-02T00:00:00Z,2021-08-27T08:22:00Z,1,LZ-0384,SRP334399
SRR15647971,WGS,199,5942094342,PRJNA758208,SAMN21015606,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2348803272,REALBIO,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944965,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0373,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0373clean,2021-09-02T00:00:00Z,2021-08-27T08:19:00Z,1,LZ-0373,SRP334399
SRR15647972,WGS,199,4782937519,PRJNA758208,SAMN21015605,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1952910568,REALBIO,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944964,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0349,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0349clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0349,SRP334399
SRR15647973,WGS,199,4916633123,PRJNA758208,SAMN21015604,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1951972599,REALBIO,2017,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944963,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0327,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0327clean,2021-09-02T00:00:00Z,2021-08-27T08:17:00Z,1,LZ-0327,SRP334399
SRR15647974,WGS,199,4907171524,PRJNA758208,SAMN21015577,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1909122721,REALBIO,2017,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944962,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0111,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0111clean,2021-09-02T00:00:00Z,2021-08-27T08:21:00Z,1,LZ-0111,SRP334399
SRR15647975,WGS,199,5934931472,PRJNA758208,SAMN21015603,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2344119055,REALBIO,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944961,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0322,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0322clean,2021-09-02T00:00:00Z,2021-08-27T08:25:00Z,1,LZ-0322,SRP334399
SRR15647976,WGS,199,7160580528,PRJNA758208,SAMN21015602,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2812744662,REALBIO,2017,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944960,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0321,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0321clean,2021-09-02T00:00:00Z,2021-08-27T08:25:00Z,1,LZ-0321,SRP334399
SRR15647977,WGS,199,7944038331,PRJNA758208,SAMN21015601,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3141442328,REALBIO,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944959,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0316,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0316clean,2021-09-02T00:00:00Z,2021-08-27T08:25:00Z,1,LZ-0316,SRP334399
SRR15647978,WGS,199,3512218573,PRJNA758208,SAMN21015600,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1383267249,REALBIO,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11944958,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0312,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0312clean,2021-09-02T00:00:00Z,2021-08-27T08:17:00Z,1,LZ-0312,SRP334399
SRR15647979,WGS,199,3861420960,PRJNA758208,SAMN21015599,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1539564747,REALBIO,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944957,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0304,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0304clean,2021-09-02T00:00:00Z,2021-08-27T08:15:00Z,1,LZ-0304,SRP334399
SRR15647980,WGS,199,6985631932,PRJNA758208,SAMN21015598,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2718842019,REALBIO,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944956,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0291,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0291clean,2021-09-02T00:00:00Z,2021-08-27T08:26:00Z,1,LZ-0291,SRP334399
SRR15647981,WGS,199,8983371150,PRJNA758208,SAMN21015597,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3471112865,REALBIO,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944955,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0263,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0263clean,2021-09-02T00:00:00Z,2021-08-27T08:28:00Z,1,LZ-0263,SRP334399
SRR15647982,WGS,199,3552449152,PRJNA758208,SAMN21015596,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1378554482,REALBIO,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11944954,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0256,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0256clean,2021-09-02T00:00:00Z,2021-08-27T08:18:00Z,1,LZ-0256,SRP334399
SRR15647983,WGS,199,4816984130,PRJNA758208,SAMN21015595,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1932126584,REALBIO,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944953,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0252,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0252clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0252,SRP334399
SRR15647984,WGS,199,7319848468,PRJNA758208,SAMN21015594,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2876107619,REALBIO,2017,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11944952,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0243,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0243clean,2021-09-02T00:00:00Z,2021-08-27T08:23:00Z,1,LZ-0243,SRP334399
SRR15647985,WGS,199,3678614328,PRJNA758208,SAMN21015576,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1486902722,REALBIO,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944951,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0098,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0098clean,2021-09-02T00:00:00Z,2021-08-27T08:20:00Z,1,LZ-0098,SRP334399
SRR15647986,WGS,199,8888383716,PRJNA758208,SAMN21015593,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3480172738,REALBIO,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11944950,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0240,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0240clean,2021-09-02T00:00:00Z,2021-08-27T08:27:00Z,1,LZ-0240,SRP334399
SRR15647987,WGS,199,5159730336,PRJNA758208,SAMN21015592,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2020498951,REALBIO,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11944949,China,Asia,China:Beijing,Homo sapiens,HiSeq X Ten,39.9 N 116.3 E,LZ-0215,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,LZ-0215clean,2021-09-02T00:00:00Z,2021-08-27T08:22:00Z,1,LZ-0215,SRP334399
