Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_material_id,SRA Study,create_date,version
SRR7212562,WGS,300,11238490500,PRJNA453965,SAMN08993548,Metagenome or environmental,4545800355,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-12,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119864,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076300,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076300,WGC076300D,SRP145558,2018-05-24T09:15:00Z,1
SRR7212563,WGS,300,9896632200,PRJNA453965,SAMN08993549,Metagenome or environmental,4225669364,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-13,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119863,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076308,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076308,WGC076308D,SRP145558,2018-05-24T09:15:00Z,1
SRR7212564,WGS,300,11274945600,PRJNA453965,SAMN08993519,Metagenome or environmental,4760181422,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-29,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119862,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076491,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076491,WGC076491D,SRP145558,2018-05-24T09:19:00Z,1
SRR7212565,WGS,300,9994636800,PRJNA453965,SAMN08993518,Metagenome or environmental,4323049048,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-10,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119861,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076270,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076270,WGC076270D,SRP145558,2018-05-24T09:13:00Z,1
SRR7212566,WGS,300,11431222800,PRJNA453965,SAMN08993540,Metagenome or environmental,4821516472,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2016-02-12,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119860,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076466,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076466,WGC076466D,SRP145558,2018-05-24T09:18:00Z,1
SRR7212567,WGS,300,12791345700,PRJNA453965,SAMN08993541,Metagenome or environmental,4983488353,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-30,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119859,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076527,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076527,WGC076527D,SRP145558,2018-05-24T09:17:00Z,1
SRR7212568,WGS,300,11644829700,PRJNA453965,SAMN08993542,Metagenome or environmental,5113581525,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-26,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119858,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076265,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076265,WGC076265D,SRP145558,2018-05-24T09:24:00Z,1
SRR7212569,WGS,300,8165825700,PRJNA453965,SAMN08993543,Metagenome or environmental,3602677917,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-16,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119857,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076493,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076493,WGC076493D,SRP145558,2018-05-24T09:15:00Z,1
SRR7212570,WGS,300,10634704500,PRJNA453965,SAMN08993544,Metagenome or environmental,4466543506,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-30,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119856,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076485,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076485,WGC076485D,SRP145558,2018-05-24T09:17:00Z,1
SRR7212571,WGS,300,12179403300,PRJNA453965,SAMN08993545,Metagenome or environmental,4852244891,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-13,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119855,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076518,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076518,WGC076518D,SRP145558,2018-05-24T09:26:00Z,1
SRR7212572,WGS,300,11012993700,PRJNA453965,SAMN08993546,Metagenome or environmental,4671127115,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-24,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119854,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076482,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076482,WGC076482D,SRP145558,2018-05-24T09:24:00Z,1
SRR7212573,WGS,300,11483561400,PRJNA453965,SAMN08993547,Metagenome or environmental,5051714256,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-17,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119853,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076261,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076261,WGC076261D,SRP145558,2018-05-24T09:23:00Z,1
SRR7212574,WGS,300,11740639200,PRJNA453965,SAMN08993501,Metagenome or environmental,4702100459,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-11,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119852,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076522,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076522,WGC076522D,SRP145558,2018-05-24T09:22:00Z,1
SRR7212575,WGS,300,9034449600,PRJNA453965,SAMN08993502,Metagenome or environmental,3941938877,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-19,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119851,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076275,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076275,WGC076275D,SRP145558,2018-05-24T09:18:00Z,1
SRR7212576,WGS,300,8852955900,PRJNA453965,SAMN08993497,Metagenome or environmental,3876946233,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-28,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119850,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076495,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076495,WGC076495D,SRP145558,2018-05-24T09:18:00Z,1
SRR7212577,WGS,300,11964391200,PRJNA453965,SAMN08993499,Metagenome or environmental,4790893113,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-28,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119849,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076538,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076538,WGC076538D,SRP145558,2018-05-24T09:29:00Z,1
SRR7212578,WGS,300,11733750000,PRJNA453965,SAMN08993505,Metagenome or environmental,5095278046,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-09,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119848,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076292,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076292,WGC076292D,SRP145558,2018-05-24T09:26:00Z,1
SRR7212579,WGS,300,12470022000,PRJNA453965,SAMN08993506,Metagenome or environmental,5135225566,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-09,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119847,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076511,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076511,WGC076511D,SRP145558,2018-05-24T09:35:00Z,1
SRR7212580,WGS,300,10875741600,PRJNA453965,SAMN08993503,Metagenome or environmental,4370963576,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-10,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119846,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076521,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076521,WGC076521D,SRP145558,2018-05-24T09:28:00Z,1
SRR7212581,WGS,300,11013298800,PRJNA453965,SAMN08993504,Metagenome or environmental,4806417056,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-01,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119845,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076257,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076257,WGC076257D,SRP145558,2018-05-24T09:40:00Z,1
SRR7212582,WGS,300,13300427700,PRJNA453965,SAMN08993526,Metagenome or environmental,5360841256,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-30,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119844,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076501,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076501,WGC076501D,SRP145558,2018-05-24T09:29:00Z,1
SRR7212583,WGS,300,9702265200,PRJNA453965,SAMN08993507,Metagenome or environmental,4235974664,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-22,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119843,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076291,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076291,WGC076291D,SRP145558,2018-05-24T09:31:00Z,1
SRR7212584,WGS,300,10135062600,PRJNA453965,SAMN08993508,Metagenome or environmental,4462983105,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-28,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119842,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076267,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076267,WGC076267D,SRP145558,2018-05-24T09:33:00Z,1
SRR7212585,WGS,300,11708258100,PRJNA453965,SAMN08993527,Metagenome or environmental,4700006866,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-08,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119841,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076295,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076295,WGC076295D,SRP145558,2018-05-24T09:33:00Z,1
SRR7212586,WGS,300,4757382600,PRJNA453965,SAMN08993437,Metagenome or environmental,2120614143,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-09,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119840,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076530,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076530,WGC076530DB,SRP145558,2018-05-24T09:20:00Z,1
SRR7212587,WGS,300,9816428100,PRJNA453965,SAMN08993438,Metagenome or environmental,4258878146,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-02-07,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119839,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076273,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076273,WGC076273D,SRP145558,2018-05-24T09:37:00Z,1
SRR7212588,WGS,300,10248722700,PRJNA453965,SAMN08993439,Metagenome or environmental,4473944075,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-29,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119838,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076259,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076259,WGC076259D,SRP145558,2018-05-24T09:31:00Z,1
SRR7212589,WGS,300,9195707100,PRJNA453965,SAMN08993440,Metagenome or environmental,3719330861,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2016-01-07,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119837,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076471,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076471,WGC076471D,SRP145558,2018-05-24T09:28:00Z,1
SRR7212590,WGS,300,10570579500,PRJNA453965,SAMN08993441,Metagenome or environmental,4637004680,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-08,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119836,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076262,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076262,WGC076262D,SRP145558,2018-05-24T09:33:00Z,1
SRR7212591,WGS,300,13021938000,PRJNA453965,SAMN08993442,Metagenome or environmental,5449620256,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-28,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119835,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076451,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076451,WGC076451D,SRP145558,2018-05-24T09:36:00Z,1
SRR7212592,WGS,300,11028584700,PRJNA453965,SAMN08993443,Metagenome or environmental,4382138083,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-13,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119834,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076475,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076475,WGC076475D,SRP145558,2018-05-24T09:36:00Z,1
SRR7212593,WGS,300,11202890700,PRJNA453965,SAMN08993444,Metagenome or environmental,4875499135,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-30,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119833,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076500,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076500,WGC076500D,SRP145558,2018-05-24T09:37:00Z,1
SRR7212594,WGS,300,13031184000,PRJNA453965,SAMN08993445,Metagenome or environmental,5437627568,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-30,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119832,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076463,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076463,WGC076463D,SRP145558,2018-05-24T09:39:00Z,1
SRR7212595,WGS,300,11781536400,PRJNA453965,SAMN08993446,Metagenome or environmental,4599370721,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-12,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119831,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076532,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076532,WGC076532D,SRP145558,2018-05-24T09:35:00Z,1
SRR7212596,WGS,300,10958262000,PRJNA453965,SAMN08993537,Metagenome or environmental,4588643104,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-02-03,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119830,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076469,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076469,WGC076469D,SRP145558,2018-05-24T09:38:00Z,1
SRR7212597,WGS,300,12307288200,PRJNA453965,SAMN08993536,Metagenome or environmental,5087329655,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-18,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119829,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076478,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076478,WGC076478D,SRP145558,2018-05-24T09:37:00Z,1
SRR7212598,WGS,300,13114018800,PRJNA453965,SAMN08993535,Metagenome or environmental,5263615774,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-22,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119828,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076306,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076306,WGC076306D,SRP145558,2018-05-24T09:41:00Z,1
SRR7212599,WGS,300,10778158800,PRJNA453965,SAMN08993534,Metagenome or environmental,4463689019,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-08,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119827,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076293,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076293,WGC076293D,SRP145558,2018-05-24T09:37:00Z,1
SRR7212600,WGS,300,11208348300,PRJNA453965,SAMN08993533,Metagenome or environmental,4591289664,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-09,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119826,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076508,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076508,WGC076508D,SRP145558,2018-05-24T09:41:00Z,1
SRR7212601,WGS,300,12675206400,PRJNA453965,SAMN08993532,Metagenome or environmental,5136624885,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-09,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119825,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076487,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076487,WGC076487D,SRP145558,2018-05-24T09:41:00Z,1
SRR7212602,WGS,300,8579300100,PRJNA453965,SAMN08993531,Metagenome or environmental,3598799031,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-26,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119824,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076465,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076465,WGC076465D,SRP145558,2018-05-24T09:33:00Z,1
SRR7212603,WGS,300,11341998300,PRJNA453965,SAMN08993530,Metagenome or environmental,4809314739,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-23,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119823,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076468,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076468,WGC076468D,SRP145558,2018-05-24T09:42:00Z,1
SRR7212604,WGS,300,11330213700,PRJNA453965,SAMN08993520,Metagenome or environmental,4573780360,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-07-08,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119822,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076477,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076477,WGC076477D,SRP145558,2018-05-24T09:37:00Z,1
SRR7212605,WGS,300,10916668200,PRJNA453965,SAMN08993521,Metagenome or environmental,4396071756,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-12,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119821,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076299,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076299,WGC076299D,SRP145558,2018-05-24T09:47:00Z,1
SRR7212606,WGS,300,10803089100,PRJNA453965,SAMN08993522,Metagenome or environmental,4245051992,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-12,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119820,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076515,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076515,WGC076515D,SRP145558,2018-05-24T09:43:00Z,1
