Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_material_id,SRA Study,create_date,version
SRR7162377,WGS,300,12028800000,PRJNA453965,SAMN08993525,Metagenome or environmental,5093474934,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-12-02,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080646,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076464,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076464,WGC076464D,SRP145558,2018-05-14T12:38:00Z,1
SRR7162378,WGS,300,13007314800,PRJNA453965,SAMN08993524,Metagenome or environmental,5279772559,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080645,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076467,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076467,WGC076467D,SRP145558,2018-05-14T12:57:00Z,1
SRR7162379,WGS,300,11513325900,PRJNA453965,SAMN08993523,Metagenome or environmental,4464191508,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-16,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080644,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076525,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076525,WGC076525D,SRP145558,2018-05-14T12:51:00Z,1
SRR7162380,WGS,300,10803089100,PRJNA453965,SAMN08993522,Metagenome or environmental,4245051954,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-12,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080643,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076515,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076515,WGC076515D,SRP145558,2018-05-14T12:34:00Z,1
SRR7162381,WGS,300,10916668200,PRJNA453965,SAMN08993521,Metagenome or environmental,4396071705,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-12,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4080642,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076299,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076299,WGC076299D,SRP145558,2018-05-14T12:47:00Z,1
SRR7162382,WGS,300,11330213700,PRJNA453965,SAMN08993520,Metagenome or environmental,4573780612,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-07-08,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4080641,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076477,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076477,WGC076477D,SRP145558,2018-05-14T12:34:00Z,1
SRR7162383,WGS,300,11274945600,PRJNA453965,SAMN08993519,Metagenome or environmental,4760181271,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-29,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4080640,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076491,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076491,WGC076491D,SRP145558,2018-05-14T13:03:00Z,1
SRR7162384,WGS,300,9994636800,PRJNA453965,SAMN08993518,Metagenome or environmental,4323049048,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-10,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4080639,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076270,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076270,WGC076270D,SRP145558,2018-05-14T12:33:00Z,1
SRR7162385,WGS,300,11708258100,PRJNA453965,SAMN08993527,Metagenome or environmental,4700006801,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-08,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080638,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076295,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076295,WGC076295D,SRP145558,2018-05-14T12:32:00Z,1
SRR7162386,WGS,300,13300427700,PRJNA453965,SAMN08993526,Metagenome or environmental,5360840868,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-30,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080637,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076501,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076501,WGC076501D,SRP145558,2018-05-14T12:40:00Z,1
SRR7162387,WGS,300,11781536400,PRJNA453965,SAMN08993446,Metagenome or environmental,4599370597,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-12,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080636,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076532,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076532,WGC076532D,SRP145558,2018-05-14T12:35:00Z,1
SRR7162388,WGS,300,13031184000,PRJNA453965,SAMN08993445,Metagenome or environmental,5437627677,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-30,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080635,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076463,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076463,WGC076463D,SRP145558,2018-05-14T12:44:00Z,1
SRR7162389,WGS,300,11202890700,PRJNA453965,SAMN08993444,Metagenome or environmental,4875499135,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080634,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076500,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076500,WGC076500D,SRP145558,2018-05-14T12:50:00Z,1
SRR7162390,WGS,300,11028584700,PRJNA453965,SAMN08993443,Metagenome or environmental,4382138157,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-13,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080633,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076475,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076475,WGC076475D,SRP145558,2018-05-14T12:35:00Z,1
SRR7162391,WGS,300,13021938000,PRJNA453965,SAMN08993442,Metagenome or environmental,5449620184,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-28,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080632,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076451,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076451,WGC076451D,SRP145558,2018-05-14T12:35:00Z,1
SRR7162392,WGS,300,10570579500,PRJNA453965,SAMN08993441,Metagenome or environmental,4637004680,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-08,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080631,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076262,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076262,WGC076262D,SRP145558,2018-05-14T12:31:00Z,1
SRR7162393,WGS,300,9195707100,PRJNA453965,SAMN08993440,Metagenome or environmental,3719330930,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2016-01-07,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080630,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076471,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076471,WGC076471D,SRP145558,2018-05-14T12:35:00Z,1
SRR7162394,WGS,300,10248722700,PRJNA453965,SAMN08993439,Metagenome or environmental,4473944075,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-29,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080629,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076259,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076259,WGC076259D,SRP145558,2018-05-14T12:34:00Z,1
SRR7162395,WGS,300,9816428100,PRJNA453965,SAMN08993438,Metagenome or environmental,4258878075,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-02-07,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4080628,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076273,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076273,WGC076273D,SRP145558,2018-05-14T12:30:00Z,1
SRR7162396,WGS,300,4757382600,PRJNA453965,SAMN08993437,Metagenome or environmental,2120614189,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-09,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4080627,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076530,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076530,WGC076530DB,SRP145558,2018-05-14T12:21:00Z,1
SRR7162397,WGS,300,10135062600,PRJNA453965,SAMN08993508,Metagenome or environmental,4462983105,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-28,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080626,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076267,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076267,WGC076267D,SRP145558,2018-05-14T12:51:00Z,1
SRR7162398,WGS,300,11314770900,PRJNA453965,SAMN08993509,Metagenome or environmental,4790071592,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2016-02-16,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080625,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076489,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076489,WGC076489D,SRP145558,2018-05-14T12:44:00Z,1
SRR7162399,WGS,300,11188354500,PRJNA453965,SAMN08993510,Metagenome or environmental,4655990828,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-10,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080624,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076484,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076484,WGC076484D,SRP145558,2018-05-14T12:36:00Z,1
SRR7162400,WGS,300,12062167500,PRJNA453965,SAMN08993511,Metagenome or environmental,5067766421,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-21,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080623,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076453,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076453,WGC076453D,SRP145558,2018-05-14T12:42:00Z,1
SRR7162401,WGS,300,9824059800,PRJNA453965,SAMN08993512,Metagenome or environmental,3900447472,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-12,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080622,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076514,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076514,WGC076514DB,SRP145558,2018-05-14T12:31:00Z,1
SRR7162402,WGS,299,11364485100,PRJNA453965,SAMN08993513,Metagenome or environmental,5828510682,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-09,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080621,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC066692,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-25T00:00:00Z,WGC066692,WGC066692D,SRP145558,2018-05-22T02:39:00Z,1
SRR7162403,WGS,300,10678891200,PRJNA453965,SAMN08993514,Metagenome or environmental,4350224791,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-09,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080620,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076509,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076509,WGC076509D,SRP145558,2018-05-14T12:36:00Z,1
SRR7162404,WGS,300,11982748200,PRJNA453965,SAMN08993515,Metagenome or environmental,5112108542,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-02,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4080619,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076450,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076450,WGC076450D,SRP145558,2018-05-14T12:36:00Z,1
SRR7162405,WGS,300,13310322000,PRJNA453965,SAMN08993516,Metagenome or environmental,5198782315,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-21,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080618,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076537,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076537,WGC076537D,SRP145558,2018-05-14T12:38:00Z,1
SRR7162406,WGS,300,10132633200,PRJNA453965,SAMN08993517,Metagenome or environmental,4395861797,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-29,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080617,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076260,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076260,WGC076260D,SRP145558,2018-05-14T12:31:00Z,1
SRR7162407,WGS,300,10035438000,PRJNA453965,SAMN08993559,Metagenome or environmental,4077827735,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-03,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080616,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076506,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076506,WGC076506D,SRP145558,2018-05-14T12:33:00Z,1
SRR7162408,WGS,300,11947786200,PRJNA453965,SAMN08993558,Metagenome or environmental,5168065472,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-18,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080615,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076480,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076480,WGC076480D,SRP145558,2018-05-14T12:46:00Z,1
SRR7162409,WGS,300,10565364300,PRJNA453965,SAMN08993436,Metagenome or environmental,4318534596,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-13,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080614,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076301,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076301,WGC076301D,SRP145558,2018-05-14T12:38:00Z,1
SRR7162410,WGS,300,11493398700,PRJNA453965,SAMN08993435,Metagenome or environmental,5205980322,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-30,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080613,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC066693,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC066693,WGC066693D,SRP145558,2018-05-14T12:39:00Z,1
SRR7162411,WGS,300,8475941400,PRJNA453965,SAMN08993432,Metagenome or environmental,3663094151,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-17,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080612,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076456,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076456,WGC076456D,SRP145558,2018-05-14T12:32:00Z,1
SRR7162412,WGS,300,11689185900,PRJNA453965,SAMN08993431,Metagenome or environmental,4987054141,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-19,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080611,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076315,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076315,WGC076315D,SRP145558,2018-05-14T12:39:00Z,1
SRR7162413,WGS,300,11855771700,PRJNA453965,SAMN08993434,Metagenome or environmental,4963800162,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-19,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080610,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076460,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076460,WGC076460D,SRP145558,2018-05-14T12:38:00Z,1
SRR7162414,WGS,300,12812379300,PRJNA453965,SAMN08993433,Metagenome or environmental,5042112344,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-08,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080609,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076531,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076531,WGC076531D,SRP145558,2018-05-14T12:39:00Z,1
SRR7162415,WGS,300,10511021400,PRJNA453965,SAMN08993428,Metagenome or environmental,4340330200,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-17,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4080608,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076461,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076461,WGC076461D,SRP145558,2018-05-14T12:39:00Z,1
SRR7162416,WGS,300,10337853600,PRJNA453965,SAMN08993427,Metagenome or environmental,4328852056,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-06,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4080607,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076455,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076455,WGC076455D,SRP145558,2018-05-14T12:37:00Z,1
SRR7162417,WGS,300,11468484600,PRJNA453965,SAMN08993430,Metagenome or environmental,4735188558,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-19,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4080606,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076303,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076303,WGC076303D,SRP145558,2018-05-14T12:38:00Z,1
SRR7162418,WGS,300,10908183000,PRJNA453965,SAMN08993429,Metagenome or environmental,4517340192,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-19,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080605,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076462,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076462,WGC076462D,SRP145558,2018-05-14T12:39:00Z,1
SRR7162419,WGS,300,12743477400,PRJNA453965,SAMN08993462,Metagenome or environmental,5000833013,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-14,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4080604,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076266,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076266,WGC076266DB,SRP145558,2018-05-14T12:42:00Z,1
SRR7162420,WGS,300,10293675900,PRJNA453965,SAMN08993461,Metagenome or environmental,4355898646,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-01,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4080603,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076272,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076272,WGC076272D,SRP145558,2018-05-14T12:36:00Z,1
SRR7162421,WGS,300,11168251500,PRJNA453965,SAMN08993464,Metagenome or environmental,4558368856,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-13,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4080602,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076516,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-05-14T00:00:00Z,WGC076516,WGC076516D,SRP145558,2018-05-14T12:39:00Z,1
