Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR12730884,WGS,510,510452100,PRJNA665854,SAMN16273829,Metagenome or environmental,323636248,KANAZAWA UNIVERSITY,2014-10-10,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9204209,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,PK05,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:37:00Z,1,Sample185,PK05,SRP285652
SRR12730885,WGS,214,358276381,PRJNA665854,SAMN16273811,Metagenome or environmental,244997578,KANAZAWA UNIVERSITY,2014-08-22,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9204208,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD13,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:00:00Z,1,Sample58c,HD13,SRP285652
SRR12730886,WGS,511,613589885,PRJNA665854,SAMN16273828,Metagenome or environmental,380960535,KANAZAWA UNIVERSITY,2014-08-28,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9204207,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,PK02,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:37:00Z,1,Sample184,PK02,SRP285652
SRR12730887,WGS,521,453147315,PRJNA665854,SAMN16273827,Metagenome or environmental,295431338,KANAZAWA UNIVERSITY,2014-08-27,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9204206,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,PK01,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:37:00Z,1,Sample176,PK01,SRP285652
SRR12730888,WGS,256,343587206,PRJNA665854,SAMN16273826,Metagenome or environmental,242704952,KANAZAWA UNIVERSITY,2015-04-09,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9204205,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD60,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:01:00Z,1,Sample61c,HD60,SRP285652
SRR12730889,WGS,539,541255019,PRJNA665854,SAMN16273825,Metagenome or environmental,395469161,KANAZAWA UNIVERSITY,2015-04-13,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9204204,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD59,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:01:00Z,1,Sample73c,HD59,SRP285652
SRR12730890,WGS,515,454586874,PRJNA665854,SAMN16273824,Metagenome or environmental,290082129,KANAZAWA UNIVERSITY,2015-02-01,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9204203,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD56,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:37:00Z,1,Sample205,HD56,SRP285652
SRR12730891,WGS,505,546472855,PRJNA665854,SAMN16273823,Metagenome or environmental,376848793,KANAZAWA UNIVERSITY,2015-02-01,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9204202,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD55,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:02:00Z,1,Sample72c,HD55,SRP285652
SRR12730892,WGS,516,419870073,PRJNA665854,SAMN16273822,Metagenome or environmental,258113737,KANAZAWA UNIVERSITY,2015-02-01,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9204201,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD54,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:37:00Z,1,Sample204,HD54,SRP285652
SRR12730893,WGS,236,523651694,PRJNA665854,SAMN16273821,Metagenome or environmental,363114420,KANAZAWA UNIVERSITY,2015-02-01,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9204200,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD51,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:02:00Z,1,Sample60c,HD51,SRP285652
SRR12730894,WGS,238,465424465,PRJNA665854,SAMN16273820,Metagenome or environmental,326207497,KANAZAWA UNIVERSITY,2015-02-01,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9204199,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD50,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:01:00Z,1,Sample59c,HD50,SRP285652
SRR12730895,WGS,533,351851673,PRJNA665854,SAMN16273819,Metagenome or environmental,225896464,KANAZAWA UNIVERSITY,2015-02-01,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9204198,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD49,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:36:00Z,1,Sample203,HD49,SRP285652
SRR12730896,WGS,555,640468005,PRJNA665854,SAMN16273810,Metagenome or environmental,467157744,KANAZAWA UNIVERSITY,2014-07-28,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9204197,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD09,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-29T00:00:00Z,2020-09-29T00:02:00Z,1,Sample70c,HD09,SRP285652
SRR12730897,WGS,491,526926553,PRJNA665854,SAMN16273809,Metagenome or environmental,325239199,KANAZAWA UNIVERSITY,2014-06-30,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9204196,Japan,Asia,Japan: Kanazawa,Homo sapiens,Illumina MiSeq,feces,36.55 N 136.67 E,HD07,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2020-09-28T00:00:00Z,2020-09-28T15:37:00Z,1,Sample200,HD07,SRP285652
