Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR9190671,WGS,134,2680024016,PRJEB42013,SAMEA13321868,940358589,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733474,SAMEA13321868,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264064,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321868,MBJT22320456ST,illumina,ERP125872,MBJT22320456ST
ERR9190672,WGS,133,2588632400,PRJEB42013,SAMEA13321920,914345169,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733475,SAMEA13321920,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264065,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321920,MBJT75856433ST,illumina,ERP125872,MBJT75856433ST
ERR9190673,WGS,135,2916109485,PRJEB42013,SAMEA13321875,1018716897,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733476,SAMEA13321875,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264066,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321875,MBJT28436807ST,illumina,ERP125872,MBJT28436807ST
ERR9190674,WGS,134,2695097354,PRJEB42013,SAMEA13321912,945347150,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733477,SAMEA13321912,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264067,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321912,MBJT65314632ST,illumina,ERP125872,MBJT65314632ST
ERR9190675,WGS,136,3543705457,PRJEB42013,SAMEA13321911,1213247528,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733478,SAMEA13321911,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264069,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:18:00Z,1,SAMEA13321911,MBJT64323881ST,illumina,ERP125872,MBJT64323881ST
ERR9190676,WGS,112,2098456343,PRJEB42013,SAMEA13321902,847759418,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733479,SAMEA13321902,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264070,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321902,MBJT55763017ST,illumina,ERP125872,MBJT55763017ST
ERR9190678,WGS,137,3079388332,PRJEB42013,SAMEA13321908,1052090186,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733481,SAMEA13321908,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264072,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:25:00Z,1,SAMEA13321908,MBJT61989978ST,illumina,ERP125872,MBJT61989978ST
ERR9190679,WGS,136,2916657411,PRJEB42013,SAMEA13321905,995370190,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733482,SAMEA13321905,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264073,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321905,MBJT58818096ST,illumina,ERP125872,MBJT58818096ST
ERR9190680,WGS,111,2415728059,PRJEB42013,SAMEA13321930,985542674,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733483,SAMEA13321930,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264074,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:11:00Z,1,SAMEA13321930,MBJT89319187ST,illumina,ERP125872,MBJT89319187ST
ERR9190684,WGS,135,2476980395,PRJEB42013,SAMEA13321904,851904674,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733487,SAMEA13321904,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264083,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321904,MBJT57869938ST,illumina,ERP125872,MBJT57869938ST
ERR9190685,WGS,137,2437110427,PRJEB42013,SAMEA13321890,830135626,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733488,SAMEA13321890,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264084,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321890,MBJT42733650ST,illumina,ERP125872,MBJT42733650ST
ERR9190687,WGS,136,2750779123,PRJEB42013,SAMEA13321923,935689598,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733490,SAMEA13321923,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264089,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321923,MBJT79123647ST,illumina,ERP125872,MBJT79123647ST
ERR9190690,WGS,137,2657490445,PRJEB42013,SAMEA13321895,902637481,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733493,SAMEA13321895,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264093,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321895,MBJT47376024ST,illumina,ERP125872,MBJT47376024ST
ERR9190691,WGS,136,2951278287,PRJEB42013,SAMEA13321929,1004852065,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733494,SAMEA13321929,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264094,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321929,MBJT87587928ST,illumina,ERP125872,MBJT87587928ST
ERR9190694,WGS,107,2227432890,PRJEB42013,SAMEA13321909,920808297,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733497,SAMEA13321909,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264098,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321909,MBJT63497322ST,illumina,ERP125872,MBJT63497322ST
ERR9190697,WGS,100,1293278594,PRJEB42013,SAMEA13321901,539906878,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733500,SAMEA13321901,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264102,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:09:00Z,1,SAMEA13321901,MBJT55041082ST,illumina,ERP125872,MBJT55041082ST
ERR9190699,WGS,134,2324141327,PRJEB42013,SAMEA13321876,820719185,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733502,SAMEA13321876,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264104,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321876,MBJT28723736ST,illumina,ERP125872,MBJT28723736ST
ERR9190701,WGS,100,1823174627,PRJEB42013,SAMEA13321933,757810771,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733504,SAMEA13321933,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264107,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321933,MBJT92636570ST,illumina,ERP125872,MBJT92636570ST
ERR9190705,WGS,137,2166425420,PRJEB42013,SAMEA13321877,742902108,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733508,SAMEA13321877,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264111,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321877,MBJT30331144ST,illumina,ERP125872,MBJT30331144ST
ERR9190706,WGS,135,4086903833,PRJEB42013,SAMEA13321903,1415468289,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733509,SAMEA13321903,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264112,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:38:00Z,1,SAMEA13321903,MBJT56486370ST,illumina,ERP125872,MBJT56486370ST
ERR9190708,WGS,137,3823525638,PRJEB42013,SAMEA13321862,1300433789,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733511,SAMEA13321862,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264114,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:27:00Z,1,SAMEA13321862,MBJT13966914ST,illumina,ERP125872,MBJT13966914ST
ERR9190710,WGS,136,3243986367,PRJEB42013,SAMEA13321860,1113026797,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733513,SAMEA13321860,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264116,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:19:00Z,1,SAMEA13321860,MBJT10257157ST,illumina,ERP125872,MBJT10257157ST
ERR9190643,WGS,119,3197224711,PRJEB42013,SAMEA13321892,1239159405,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733446,SAMEA13321892,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264036,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321892,MBJT44556531ST,illumina,ERP125872,MBJT44556531ST
ERR9190644,WGS,116,2228407403,PRJEB42013,SAMEA13321897,879302264,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733447,SAMEA13321897,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264037,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321897,MBJT47974019ST,illumina,ERP125872,MBJT47974019ST
ERR9190658,WGS,134,3092528711,PRJEB42013,SAMEA13321900,1073240313,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733461,SAMEA13321900,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264051,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321900,MBJT54773511ST,illumina,ERP125872,MBJT54773511ST
ERR9190661,WGS,134,2988982372,PRJEB42013,SAMEA13321928,1044199455,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733464,SAMEA13321928,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264054,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:14:00Z,1,SAMEA13321928,MBJT85948313ST,illumina,ERP125872,MBJT85948313ST
ERR9190664,WGS,136,2483092926,PRJEB42013,SAMEA13321865,863989140,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733467,SAMEA13321865,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264057,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321865,MBJT19172978ST,illumina,ERP125872,MBJT19172978ST
ERR9190668,WGS,114,2337511889,PRJEB42013,SAMEA13321932,933811655,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733471,SAMEA13321932,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264061,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321932,MBJT92561737ST,illumina,ERP125872,MBJT92561737ST
ERR9190677,WGS,114,2977309683,PRJEB42013,SAMEA13321883,1205636221,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733480,SAMEA13321883,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264071,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:20:00Z,1,SAMEA13321883,MBJT35058600ST,illumina,ERP125872,MBJT35058600ST
ERR9190681,WGS,115,1859445722,PRJEB42013,SAMEA13321907,740647266,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733484,SAMEA13321907,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264077,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:08:00Z,1,SAMEA13321907,MBJT61614909ST,illumina,ERP125872,MBJT61614909ST
