Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR9190635,WGS,115,2578187187,PRJEB42013,SAMEA13321935,1016921451,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733438,SAMEA13321935,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264028,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321935,MBJT94530819ST,illumina,ERP125872,MBJT94530819ST
ERR9190636,WGS,136,2717786037,PRJEB42013,SAMEA13321874,927146749,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733439,SAMEA13321874,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264029,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:14:00Z,1,SAMEA13321874,MBJT26681707ST,illumina,ERP125872,MBJT26681707ST
ERR9190637,WGS,118,2596926270,PRJEB42013,SAMEA13321866,1012670954,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733440,SAMEA13321866,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264030,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321866,MBJT19739988ST,illumina,ERP125872,MBJT19739988ST
ERR9190638,WGS,134,2146350379,PRJEB42013,SAMEA13321896,744737146,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733441,SAMEA13321896,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264031,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321896,MBJT47759212ST,illumina,ERP125872,MBJT47759212ST
ERR9190639,WGS,134,3085472885,PRJEB42013,SAMEA13321885,1074580458,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733442,SAMEA13321885,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264032,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321885,MBJT40435704ST,illumina,ERP125872,MBJT40435704ST
ERR9190640,WGS,114,2311970322,PRJEB42013,SAMEA13321887,920564271,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733443,SAMEA13321887,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264033,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:25:00Z,1,SAMEA13321887,MBJT40707177ST,illumina,ERP125872,MBJT40707177ST
ERR9190641,WGS,134,2885406980,PRJEB42013,SAMEA13321919,1000601122,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733444,SAMEA13321919,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264034,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321919,MBJT75354344ST,illumina,ERP125872,MBJT75354344ST
ERR9190642,WGS,133,2793835825,PRJEB42013,SAMEA13321872,982269101,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733445,SAMEA13321872,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264035,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321872,MBJT24770375ST,illumina,ERP125872,MBJT24770375ST
ERR9190645,WGS,111,2283101326,PRJEB42013,SAMEA13321925,927365287,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733448,SAMEA13321925,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264038,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321925,MBJT83133832ST,illumina,ERP125872,MBJT83133832ST
ERR9190646,WGS,135,2893496970,PRJEB42013,SAMEA13321936,1003920297,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733449,SAMEA13321936,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264039,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:27:00Z,1,SAMEA13321936,MBJT97792954ST,illumina,ERP125872,MBJT97792954ST
ERR9190647,WGS,135,2729801313,PRJEB42013,SAMEA13321889,946137051,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733450,SAMEA13321889,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264040,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:26:00Z,1,SAMEA13321889,MBJT41854002ST,illumina,ERP125872,MBJT41854002ST
ERR9190648,WGS,131,2912936175,PRJEB42013,SAMEA13321869,1057844321,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733451,SAMEA13321869,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264041,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:26:00Z,1,SAMEA13321869,MBJT23133014ST,illumina,ERP125872,MBJT23133014ST
ERR9190649,WGS,116,2645396421,PRJEB42013,SAMEA13321881,1046908053,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733452,SAMEA13321881,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264042,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321881,MBJT35001732ST,illumina,ERP125872,MBJT35001732ST
ERR9190650,WGS,134,2674812334,PRJEB42013,SAMEA13321906,931401036,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733453,SAMEA13321906,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264043,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321906,MBJT59111766ST,illumina,ERP125872,MBJT59111766ST
ERR9190651,WGS,134,3002012209,PRJEB42013,SAMEA13321861,1046937310,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733454,SAMEA13321861,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264044,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321861,MBJT13029530ST,illumina,ERP125872,MBJT13029530ST
ERR9190652,WGS,133,2768805724,PRJEB42013,SAMEA13321921,980754475,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733455,SAMEA13321921,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264045,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:14:00Z,1,SAMEA13321921,MBJT76001019ST,illumina,ERP125872,MBJT76001019ST
ERR9190653,WGS,134,2810060812,PRJEB42013,SAMEA13321879,982111448,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733456,SAMEA13321879,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264046,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:26:00Z,1,SAMEA13321879,MBJT34036667ST,illumina,ERP125872,MBJT34036667ST
ERR9190654,WGS,134,3180311032,PRJEB42013,SAMEA13321924,1112327901,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733457,SAMEA13321924,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264047,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321924,MBJT82870648ST,illumina,ERP125872,MBJT82870648ST
ERR9190655,WGS,135,3105956972,PRJEB42013,SAMEA13321910,1076900029,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733458,SAMEA13321910,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264048,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:18:00Z,1,SAMEA13321910,MBJT64178099ST,illumina,ERP125872,MBJT64178099ST
ERR9190656,WGS,133,2563442550,PRJEB42013,SAMEA13321913,899000876,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733459,SAMEA13321913,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264049,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:19:00Z,1,SAMEA13321913,MBJT66677231ST,illumina,ERP125872,MBJT66677231ST
ERR9190657,WGS,135,2544831221,PRJEB42013,SAMEA13321893,884671218,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733460,SAMEA13321893,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264050,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321893,MBJT46290466ST,illumina,ERP125872,MBJT46290466ST
ERR9190659,WGS,134,3016585124,PRJEB42013,SAMEA13321931,1048358218,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733462,SAMEA13321931,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264052,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:21:00Z,1,SAMEA13321931,MBJT90536787ST,illumina,ERP125872,MBJT90536787ST
ERR9190660,WGS,116,2713611765,PRJEB42013,SAMEA13321899,1073943976,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733463,SAMEA13321899,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264053,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:27:00Z,1,SAMEA13321899,MBJT54598736ST,illumina,ERP125872,MBJT54598736ST
ERR9190662,WGS,134,3093278907,PRJEB42013,SAMEA13321917,1076422677,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733465,SAMEA13321917,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264055,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321917,MBJT73621698ST,illumina,ERP125872,MBJT73621698ST
ERR9190663,WGS,135,2557794297,PRJEB42013,SAMEA13321926,892741425,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733466,SAMEA13321926,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264056,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321926,MBJT83294902ST,illumina,ERP125872,MBJT83294902ST
ERR9190665,WGS,135,3097636568,PRJEB42013,SAMEA13321934,1079256262,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733468,SAMEA13321934,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264058,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:11:00Z,1,SAMEA13321934,MBJT93071877ST,illumina,ERP125872,MBJT93071877ST
ERR9190666,WGS,136,3412417952,PRJEB42013,SAMEA13321886,1186613444,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733469,SAMEA13321886,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264059,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321886,MBJT40701160ST,illumina,ERP125872,MBJT40701160ST
ERR9190667,WGS,134,3135212224,PRJEB42013,SAMEA13321884,1102044395,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733470,SAMEA13321884,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264060,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321884,MBJT40306752ST,illumina,ERP125872,MBJT40306752ST
ERR9190669,WGS,135,3147655967,PRJEB42013,SAMEA13321871,1103939730,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733472,SAMEA13321871,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264062,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:14:00Z,1,SAMEA13321871,MBJT24417068ST,illumina,ERP125872,MBJT24417068ST
ERR9190670,WGS,136,3746122820,PRJEB42013,SAMEA13321863,1297612335,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733473,SAMEA13321863,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264063,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-12T00:00:00Z,2022-05-07T02:21:00Z,1,SAMEA13321863,MBJT14741058ST,illumina,ERP125872,MBJT14741058ST
