Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR3711733,AMPLICON,552,70783356,PRJEB35665,SAMEA6359342,33948186,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715180,SAMEA6359342,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:13:00Z,1,SAMEA6359342,M13F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M13F-V3-V4
ERR3711734,AMPLICON,551,53131775,PRJEB35665,SAMEA6359343,25992321,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715181,SAMEA6359343,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:13:00Z,1,SAMEA6359343,M14F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M14F-V3-V4
ERR3711735,AMPLICON,552,98112626,PRJEB35665,SAMEA6359344,46681780,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715182,SAMEA6359344,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359344,M15F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M15F-V3-V4
ERR3711736,AMPLICON,551,78189012,PRJEB35665,SAMEA6359345,37632765,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715183,SAMEA6359345,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:13:00Z,1,SAMEA6359345,M16F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M16F-V3-V4
ERR3711737,AMPLICON,553,78808291,PRJEB35665,SAMEA6359346,37681678,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715184,SAMEA6359346,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359346,M17F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M17F-V3-V4
ERR3711738,AMPLICON,552,64260518,PRJEB35665,SAMEA6359347,30763535,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715185,SAMEA6359347,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359347,M18F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M18F-V3-V4
ERR3711739,AMPLICON,553,43236195,PRJEB35665,SAMEA6359348,20650634,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715186,SAMEA6359348,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359348,M19F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M19F-V3-V4
ERR3711740,AMPLICON,520,33856121,PRJEB35665,SAMEA6359349,18066957,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715187,SAMEA6359349,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359349,M1F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M1F-V3-V4
ERR3711741,AMPLICON,549,49198394,PRJEB35665,SAMEA6359350,23860643,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715188,SAMEA6359350,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359350,M20F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M20F-V3-V4
ERR3711742,AMPLICON,520,20197503,PRJEB35665,SAMEA6359351,10912571,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715189,SAMEA6359351,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359351,M2F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M2F-V3-V4
ERR3711743,AMPLICON,522,31118576,PRJEB35665,SAMEA6359352,16692343,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715190,SAMEA6359352,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359352,M3F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M3F-V3-V4
ERR3711744,AMPLICON,522,36781313,PRJEB35665,SAMEA6359353,19611722,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715191,SAMEA6359353,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359353,M4F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M4F-V3-V4
ERR3711745,AMPLICON,521,36060767,PRJEB35665,SAMEA6359354,19408870,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715192,SAMEA6359354,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359354,M5F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M5F-V3-V4
ERR3711746,AMPLICON,516,24364539,PRJEB35665,SAMEA6359355,12930910,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715193,SAMEA6359355,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359355,M6F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M6F-V3-V4
ERR3711747,AMPLICON,520,40934454,PRJEB35665,SAMEA6359356,22311933,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715194,SAMEA6359356,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359356,M7F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M7F-V3-V4
ERR3711748,AMPLICON,516,30546578,PRJEB35665,SAMEA6359357,16975428,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715195,SAMEA6359357,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359357,M8F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M8F-V3-V4
ERR3711749,AMPLICON,521,35507866,PRJEB35665,SAMEA6359358,19106917,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715196,SAMEA6359358,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359358,M9F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,M9F-V3-V4
ERR3711750,AMPLICON,549,43437913,PRJEB35665,SAMEA6359359,21277247,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715197,SAMEA6359359,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359359,ML1F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,ML1F-V3-V4
ERR3711751,AMPLICON,549,47402102,PRJEB35665,SAMEA6359360,23374688,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715198,SAMEA6359360,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:14:00Z,1,SAMEA6359360,ML2F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,ML2F-V3-V4
ERR3711752,AMPLICON,548,56725480,PRJEB35665,SAMEA6359361,27582075,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715199,SAMEA6359361,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359361,ML3F-V3-V4,human gut metagenome,Miseq PE 2x300,ERP118751,ML3F-V3-V4
ERR3711753,AMPLICON,548,39875711,PRJEB35665,SAMEA6359362,21687879,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715200,SAMEA6359362,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359362,C10F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C10F-ITS
ERR3711754,AMPLICON,550,34752574,PRJEB35665,SAMEA6359363,14073307,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715201,SAMEA6359363,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359363,C11F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C11F-ITS
ERR3711755,AMPLICON,482,19599187,PRJEB35665,SAMEA6359364,6198705,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715202,SAMEA6359364,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359364,C12F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C12F-ITS
ERR3711756,AMPLICON,473,61629854,PRJEB35665,SAMEA6359365,21710128,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715203,SAMEA6359365,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359365,C13F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C13F-ITS
ERR3711757,AMPLICON,543,27565135,PRJEB35665,SAMEA6359366,13774450,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715204,SAMEA6359366,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359366,C14F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C14F-ITS
ERR3711758,AMPLICON,538,36153905,PRJEB35665,SAMEA6359367,17505174,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715205,SAMEA6359367,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359367,C15F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C15F-ITS
ERR3711759,AMPLICON,504,137735634,PRJEB35665,SAMEA6359368,59688173,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715206,SAMEA6359368,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359368,C16F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C16F-ITS
ERR3711760,AMPLICON,532,9765875,PRJEB35665,SAMEA6359369,4856237,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715207,SAMEA6359369,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:39:00Z,1,SAMEA6359369,C17F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C17F-ITS
ERR3711761,AMPLICON,511,28506840,PRJEB35665,SAMEA6359370,11458487,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715208,SAMEA6359370,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:43:00Z,1,SAMEA6359370,C1F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C1F-ITS
