Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Group1,Group,lat_lon,tissue,isolate,replicate,sample_type,strain
SRR14792621,AMPLICON,500,58325500,PRJNA736821,SAMN19665152,Metagenome or environmental,19331742,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11125808,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A71,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A70,SRP323777,LC_31,Case,Not collected,faeces,,,,
SRR14792622,AMPLICON,500,30200500,PRJNA736821,SAMN19665151,Metagenome or environmental,10091534,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125807,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A70,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A69,SRP323777,LC_30,Case,Not collected,faeces,,,,
SRR14792623,AMPLICON,500,41723500,PRJNA736821,SAMN19665150,Metagenome or environmental,13990982,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11125806,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A69,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A68,SRP323777,LC_29,Case,Not collected,faeces,,,,
SRR14792624,AMPLICON,500,56273000,PRJNA736821,SAMN19665149,Metagenome or environmental,20596573,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11125805,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A68,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A67,SRP323777,LC_28,Case,Not collected,faeces,,,,
SRR14792625,AMPLICON,500,63205500,PRJNA736821,SAMN19665148,Metagenome or environmental,21125037,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11125804,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A67,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A66,SRP323777,LC_27,Case,Not collected,faeces,,,,
SRR14792626,AMPLICON,500,43305500,PRJNA736821,SAMN19665147,Metagenome or environmental,14579590,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125803,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A66,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A65,SRP323777,LC_26,Case,Not collected,faeces,,,,
SRR14792627,AMPLICON,500,42790000,PRJNA736821,SAMN19665146,Metagenome or environmental,15605038,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125802,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A65,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A64,SRP323777,LC_25,Case,Not collected,faeces,,,,
SRR14792628,AMPLICON,500,28744500,PRJNA736821,SAMN19665145,Metagenome or environmental,9610045,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125801,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A64,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A63,SRP323777,LC_24,Case,Not collected,faeces,,,,
SRR14792629,AMPLICON,500,23925000,PRJNA736821,SAMN19665144,Metagenome or environmental,8046182,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11125800,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A63,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A62,SRP323777,LC_23,Case,Not collected,faeces,,,,
SRR14792630,AMPLICON,500,42398500,PRJNA736821,SAMN19665143,Metagenome or environmental,14831125,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11125799,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A62,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A61,SRP323777,LC_22,Case,Not collected,faeces,,,,
SRR14792631,AMPLICON,500,40566000,PRJNA736821,SAMN19665089,Metagenome or environmental,15527587,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11125798,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A7,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A7,SRP323777,HC_7,Health,Not collected,faeces,,,,
SRR14792632,AMPLICON,500,28781500,PRJNA736821,SAMN19665142,Metagenome or environmental,9884374,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11125797,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A61,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A60,SRP323777,LC_21,Case,Not collected,faeces,,,,
SRR14792633,AMPLICON,500,28997000,PRJNA736821,SAMN19665141,Metagenome or environmental,10924642,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125796,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A60,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A59,SRP323777,LC_20,Case,Not collected,faeces,,,,
SRR14792634,AMPLICON,500,32097000,PRJNA736821,SAMN19665140,Metagenome or environmental,11067383,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125795,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A59,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A58,SRP323777,LC_19,Case,Not collected,faeces,,,,
SRR14792635,AMPLICON,500,29348000,PRJNA736821,SAMN19665139,Metagenome or environmental,10286204,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11125794,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A58,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A57,SRP323777,LC_18,Case,Not collected,faeces,,,,
SRR14792636,AMPLICON,500,41503500,PRJNA736821,SAMN19665138,Metagenome or environmental,13823506,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11125793,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A57,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A56,SRP323777,LC_17,Case,Not collected,faeces,,,,
SRR14792637,AMPLICON,500,31153500,PRJNA736821,SAMN19665137,Metagenome or environmental,10435079,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11125792,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A56,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A55,SRP323777,LC_16,Case,Not collected,faeces,,,,
SRR14792638,AMPLICON,500,28077500,PRJNA736821,SAMN19665136,Metagenome or environmental,9668994,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11125791,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A55,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A54,SRP323777,LC_15,Case,Not collected,faeces,,,,
SRR14792639,AMPLICON,500,47922000,PRJNA736821,SAMN19665135,Metagenome or environmental,16134331,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11125790,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A54,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A53,SRP323777,LC_14,Case,Not collected,faeces,,,,
SRR14792640,AMPLICON,500,41602000,PRJNA736821,SAMN19665134,Metagenome or environmental,15431080,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11125789,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A52,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A52,SRP323777,LC_12,Case,Not collected,faeces,,,,
SRR14792641,AMPLICON,500,55834500,PRJNA736821,SAMN19665133,Metagenome or environmental,19219116,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11125788,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A51,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A51,SRP323777,LC_11,Case,Not collected,faeces,,,,
SRR14792642,AMPLICON,500,42494000,PRJNA736821,SAMN19665088,Metagenome or environmental,14199952,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11125787,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A6,SRP323777,HC_6,Health,Not collected,faeces,,,,
SRR14792643,AMPLICON,500,43474000,PRJNA736821,SAMN19665132,Metagenome or environmental,14873808,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125786,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A50,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A50,SRP323777,LC_10,Case,Not collected,faeces,,,,
SRR14792644,AMPLICON,500,42266000,PRJNA736821,SAMN19665131,Metagenome or environmental,14090638,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11125785,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A49,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A49,SRP323777,LC_9,Case,Not collected,faeces,,,,
SRR14792645,AMPLICON,500,56439000,PRJNA736821,SAMN19665130,Metagenome or environmental,18925191,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11125784,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A48,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A48,SRP323777,LC_8,Case,Not collected,faeces,,,,
SRR14792646,AMPLICON,500,28879500,PRJNA736821,SAMN19665129,Metagenome or environmental,9913394,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125783,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A47,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A47,SRP323777,LC_7,Case,Not collected,faeces,,,,
SRR14792647,AMPLICON,500,46695000,PRJNA736821,SAMN19665128,Metagenome or environmental,15796251,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11125782,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A46,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A46,SRP323777,LC_6,Case,Not collected,faeces,,,,
SRR14792648,AMPLICON,500,60361000,PRJNA736821,SAMN19665127,Metagenome or environmental,20407013,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11125781,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A45,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A45,SRP323777,LC_5,Case,Not collected,faeces,,,,
SRR14792649,AMPLICON,500,29058000,PRJNA736821,SAMN19665126,Metagenome or environmental,10609463,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11125780,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A44,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A44,SRP323777,LC_4,Case,Not collected,faeces,,,,
SRR14792650,AMPLICON,500,41070500,PRJNA736821,SAMN19665125,Metagenome or environmental,13941399,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11125779,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A43,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A43,SRP323777,LC_3,Case,Not collected,faeces,,,,
SRR14792651,AMPLICON,500,29198000,PRJNA736821,SAMN19665124,Metagenome or environmental,10086370,ZHEJIANG CHINESE MEDICAL UNIVERSITY,2019-10-30,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11125778,China,Asia,China:Hangzhou,Homo sapiens,Illumina HiSeq 2500,hospital,A42,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-03T00:00:00Z,2021-06-11T18:43:00Z,1,A42,SRP323777,LC_2,Case,Not collected,faeces,,,,
