Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR305695,AMPLICON,502,20470556,PRJDB11845,SAMD00331102,MIMS.me.human-associated,10818516,KAGOSHIMA,2019-06-15,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295131,Japan,Asia,Japan,Homo sapiens,D42,Illumina MiSeq,missing,D42-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331102,D42-stool,DRP007453
DRR305696,AMPLICON,502,19167364,PRJDB11845,SAMD00331103,MIMS.me.human-associated,10147403,KAGOSHIMA,2019-06-19,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295132,Japan,Asia,Japan,Homo sapiens,D43,Illumina MiSeq,missing,D43-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331103,D43-stool,DRP007453
DRR305697,AMPLICON,502,18105132,PRJDB11845,SAMD00331104,MIMS.me.human-associated,9935697,KAGOSHIMA,2019-06-25,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295133,Japan,Asia,Japan,Homo sapiens,D44,Illumina MiSeq,missing,D44-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331104,D44-stool,DRP007453
DRR305698,AMPLICON,502,22707468,PRJDB11845,SAMD00331105,MIMS.me.human-associated,11950909,KAGOSHIMA,2019-08-30,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295134,Japan,Asia,Japan,Homo sapiens,D45,Illumina MiSeq,missing,D45-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331105,D45-stool,DRP007453
DRR305699,AMPLICON,502,18027824,PRJDB11845,SAMD00331106,MIMS.me.human-associated,9781350,KAGOSHIMA,2019-09-09,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295135,Japan,Asia,Japan,Homo sapiens,D47,Illumina MiSeq,missing,D47-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331106,D47-stool,DRP007453
DRR305700,AMPLICON,502,20866132,PRJDB11845,SAMD00331107,MIMS.me.human-associated,11093664,KAGOSHIMA,2019-09-18,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295136,Japan,Asia,Japan,Homo sapiens,D48,Illumina MiSeq,missing,D48-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331107,D48-stool,DRP007453
DRR305701,AMPLICON,502,22521728,PRJDB11845,SAMD00331108,MIMS.me.human-associated,11837570,KAGOSHIMA,2019-09-22,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295137,Japan,Asia,Japan,Homo sapiens,D49,Illumina MiSeq,missing,D49-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331108,D49-stool,DRP007453
DRR305702,AMPLICON,502,23647714,PRJDB11845,SAMD00331109,MIMS.me.human-associated,12562526,KAGOSHIMA,2019-09-27,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295138,Japan,Asia,Japan,Homo sapiens,D50,Illumina MiSeq,missing,D50-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331109,D50-stool,DRP007453
DRR305703,AMPLICON,502,20471058,PRJDB11845,SAMD00331110,MIMS.me.human-associated,11269695,KAGOSHIMA,2019-10-08,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295139,Japan,Asia,Japan,Homo sapiens,D51,Illumina MiSeq,missing,D51-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331110,D51-stool,DRP007453
DRR305704,AMPLICON,502,21968524,PRJDB11845,SAMD00331111,MIMS.me.human-associated,11161786,KAGOSHIMA,2019-11-14,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295140,Japan,Asia,Japan,Homo sapiens,D53,Illumina MiSeq,missing,D53-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331111,D53-stool,DRP007453
DRR305705,AMPLICON,502,17025832,PRJDB11845,SAMD00331112,MIMS.me.human-associated,9036969,KAGOSHIMA,2019-11-19,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295141,Japan,Asia,Japan,Homo sapiens,D54,Illumina MiSeq,missing,D54-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331112,D54-stool,DRP007453
DRR305706,AMPLICON,502,18857630,PRJDB11845,SAMD00331113,MIMS.me.human-associated,9891450,KAGOSHIMA,2019-11-19,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295142,Japan,Asia,Japan,Homo sapiens,D55,Illumina MiSeq,missing,D55-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00331113,D55-stool,DRP007453
DRR305707,AMPLICON,502,18386754,PRJDB11845,SAMD00331114,MIMS.me.human-associated,9648505,KAGOSHIMA,2019-11-19,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295143,Japan,Asia,Japan,Homo sapiens,D56,Illumina MiSeq,missing,D56-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331114,D56-stool,DRP007453
DRR305708,AMPLICON,502,18605124,PRJDB11845,SAMD00331115,MIMS.me.human-associated,9997877,KAGOSHIMA,2018-05-16,public,"run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295144,Japan,Asia,Japan,Homo sapiens,N01,Illumina MiSeq,missing,N01-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331115,N01-stool,DRP007453
DRR305709,AMPLICON,502,15690010,PRJDB11845,SAMD00331116,MIMS.me.human-associated,8315830,KAGOSHIMA,2018-05-30,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295145,Japan,Asia,Japan,Homo sapiens,N02,Illumina MiSeq,missing,N02-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331116,N02-stool,DRP007453
DRR305710,AMPLICON,502,17095610,PRJDB11845,SAMD00331117,MIMS.me.human-associated,9070202,KAGOSHIMA,2018-06-18,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295146,Japan,Asia,Japan,Homo sapiens,N03,Illumina MiSeq,missing,N03-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331117,N03-stool,DRP007453
DRR305711,AMPLICON,502,13390348,PRJDB11845,SAMD00331118,MIMS.me.human-associated,7115428,KAGOSHIMA,2018-07-03,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295147,Japan,Asia,Japan,Homo sapiens,N04,Illumina MiSeq,missing,N04-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331118,N04-stool,DRP007453
DRR305712,AMPLICON,502,16567004,PRJDB11845,SAMD00331119,MIMS.me.human-associated,8881651,KAGOSHIMA,2018-07-05,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295148,Japan,Asia,Japan,Homo sapiens,N05,Illumina MiSeq,missing,N05-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331119,N05-stool,DRP007453
DRR305713,AMPLICON,502,16598630,PRJDB11845,SAMD00331120,MIMS.me.human-associated,8987833,KAGOSHIMA,2018-07-05,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295149,Japan,Asia,Japan,Homo sapiens,N06,Illumina MiSeq,missing,N06-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331120,N06-stool,DRP007453
DRR305714,AMPLICON,502,19909320,PRJDB11845,SAMD00331121,MIMS.me.human-associated,10628299,KAGOSHIMA,2018-07-04,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295150,Japan,Asia,Japan,Homo sapiens,N07,Illumina MiSeq,missing,N07-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331121,N07-stool,DRP007453
DRR305715,AMPLICON,502,17062980,PRJDB11845,SAMD00331122,MIMS.me.human-associated,9172784,KAGOSHIMA,2018-07-06,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295151,Japan,Asia,Japan,Homo sapiens,N08,Illumina MiSeq,missing,N08-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331122,N08-stool,DRP007453
DRR305716,AMPLICON,502,15225158,PRJDB11845,SAMD00331123,MIMS.me.human-associated,8205255,KAGOSHIMA,2018-07-03,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295152,Japan,Asia,Japan,Homo sapiens,N09,Illumina MiSeq,missing,N09-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331123,N09-stool,DRP007453
DRR305717,AMPLICON,502,13166456,PRJDB11845,SAMD00331124,MIMS.me.human-associated,7223355,KAGOSHIMA,2018-07-02,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295153,Japan,Asia,Japan,Homo sapiens,N10,Illumina MiSeq,missing,N10-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331124,N10-stool,DRP007453
DRR305718,AMPLICON,502,14244752,PRJDB11845,SAMD00331125,MIMS.me.human-associated,7467667,KAGOSHIMA,2018-07-06,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295154,Japan,Asia,Japan,Homo sapiens,N11,Illumina MiSeq,missing,N11-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331125,N11-stool,DRP007453
DRR305719,AMPLICON,502,15163412,PRJDB11845,SAMD00331126,MIMS.me.human-associated,8111847,KAGOSHIMA,2018-07-19,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295155,Japan,Asia,Japan,Homo sapiens,N12,Illumina MiSeq,missing,N12-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331126,N12-stool,DRP007453
DRR305720,AMPLICON,502,15994222,PRJDB11845,SAMD00331127,MIMS.me.human-associated,8719971,KAGOSHIMA,2018-07-19,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295156,Japan,Asia,Japan,Homo sapiens,N13,Illumina MiSeq,missing,N13-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331127,N13-stool,DRP007453
DRR305721,AMPLICON,502,19894762,PRJDB11845,SAMD00331128,MIMS.me.human-associated,10789434,KAGOSHIMA,2018-07-19,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295157,Japan,Asia,Japan,Homo sapiens,N14,Illumina MiSeq,missing,N14-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331128,N14-stool,DRP007453
DRR305722,AMPLICON,502,15049960,PRJDB11845,SAMD00331129,MIMS.me.human-associated,7808283,KAGOSHIMA,2018-07-20,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295158,Japan,Asia,Japan,Homo sapiens,N15,Illumina MiSeq,missing,N15-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331129,N15-stool,DRP007453
DRR305723,AMPLICON,502,16097132,PRJDB11845,SAMD00331130,MIMS.me.human-associated,8515565,KAGOSHIMA,2018-07-20,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295159,Japan,Asia,Japan,Homo sapiens,N16,Illumina MiSeq,missing,N16-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331130,N16-stool,DRP007453
DRR305724,AMPLICON,502,15240218,PRJDB11845,SAMD00331131,MIMS.me.human-associated,7999955,KAGOSHIMA,2018-07-25,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295160,Japan,Asia,Japan,Homo sapiens,N17,Illumina MiSeq,missing,N17-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331131,N17-stool,DRP007453
DRR305725,AMPLICON,502,17738672,PRJDB11845,SAMD00331132,MIMS.me.human-associated,9452699,KAGOSHIMA,2018-08-12,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295161,Japan,Asia,Japan,Homo sapiens,N18,Illumina MiSeq,missing,N18-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331132,N18-stool,DRP007453
DRR305726,AMPLICON,502,13112240,PRJDB11845,SAMD00331133,MIMS.me.human-associated,7157921,KAGOSHIMA,2018-08-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295162,Japan,Asia,Japan,Homo sapiens,N19,Illumina MiSeq,missing,N19-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331133,N19-stool,DRP007453
DRR305727,AMPLICON,502,18515768,PRJDB11845,SAMD00331134,MIMS.me.human-associated,9604985,KAGOSHIMA,2018-08-14,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295163,Japan,Asia,Japan,Homo sapiens,N20,Illumina MiSeq,missing,N20-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331134,N20-stool,DRP007453
DRR305728,AMPLICON,502,16775334,PRJDB11845,SAMD00331135,MIMS.me.human-associated,8680395,KAGOSHIMA,2018-08-14,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295164,Japan,Asia,Japan,Homo sapiens,N21,Illumina MiSeq,missing,N21-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331135,N21-stool,DRP007453
DRR305729,AMPLICON,502,15687500,PRJDB11845,SAMD00331136,MIMS.me.human-associated,8402403,KAGOSHIMA,2018-08-16,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295165,Japan,Asia,Japan,Homo sapiens,N22,Illumina MiSeq,missing,N22-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331136,N22-stool,DRP007453
DRR305730,AMPLICON,502,19365654,PRJDB11845,SAMD00331137,MIMS.me.human-associated,9972415,KAGOSHIMA,2018-08-19,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295166,Japan,Asia,Japan,Homo sapiens,N23,Illumina MiSeq,missing,N23-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:54:00Z,1,SAMD00331137,N23-stool,DRP007453
DRR305731,AMPLICON,502,20967034,PRJDB11845,SAMD00331138,MIMS.me.human-associated,11575878,KAGOSHIMA,2018-09-28,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295167,Japan,Asia,Japan,Homo sapiens,N24,Illumina MiSeq,missing,N24-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:55:00Z,1,SAMD00331138,N24-stool,DRP007453
DRR305732,AMPLICON,502,19920364,PRJDB11845,SAMD00331139,MIMS.me.human-associated,10376551,KAGOSHIMA,2018-09-28,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295168,Japan,Asia,Japan,Homo sapiens,N25,Illumina MiSeq,missing,N25-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331139,N25-stool,DRP007453
DRR305733,AMPLICON,502,17860156,PRJDB11845,SAMD00331140,MIMS.me.human-associated,9675669,KAGOSHIMA,2018-09-28,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295169,Japan,Asia,Japan,Homo sapiens,N26,Illumina MiSeq,missing,N26-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331140,N26-stool,DRP007453
DRR305734,AMPLICON,502,16179962,PRJDB11845,SAMD00331141,MIMS.me.human-associated,8822487,KAGOSHIMA,2018-09-28,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295170,Japan,Asia,Japan,Homo sapiens,N27,Illumina MiSeq,missing,N27-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331141,N27-stool,DRP007453
DRR305735,AMPLICON,502,19463042,PRJDB11845,SAMD00331142,MIMS.me.human-associated,10257549,KAGOSHIMA,2018-09-28,public,"run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295171,Japan,Asia,Japan,Homo sapiens,N28,Illumina MiSeq,missing,N28-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331142,N28-stool,DRP007453
DRR305736,AMPLICON,502,16436484,PRJDB11845,SAMD00331143,MIMS.me.human-associated,8643682,KAGOSHIMA,2018-09-28,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295172,Japan,Asia,Japan,Homo sapiens,N29,Illumina MiSeq,missing,N29-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331143,N29-stool,DRP007453
DRR305737,AMPLICON,502,13809518,PRJDB11845,SAMD00331144,MIMS.me.human-associated,7386106,KAGOSHIMA,2018-09-28,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295173,Japan,Asia,Japan,Homo sapiens,N30,Illumina MiSeq,missing,N30-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331144,N30-stool,DRP007453
DRR305738,AMPLICON,502,19853598,PRJDB11845,SAMD00331145,MIMS.me.human-associated,10580131,KAGOSHIMA,2018-09-28,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295174,Japan,Asia,Japan,Homo sapiens,N31,Illumina MiSeq,missing,N31-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331145,N31-stool,DRP007453
DRR305739,AMPLICON,502,17553936,PRJDB11845,SAMD00331146,MIMS.me.human-associated,9067019,KAGOSHIMA,2018-09-28,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295175,Japan,Asia,Japan,Homo sapiens,N32,Illumina MiSeq,missing,N32-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331146,N32-stool,DRP007453
DRR305740,AMPLICON,502,16731158,PRJDB11845,SAMD00331147,MIMS.me.human-associated,8817017,KAGOSHIMA,2018-09-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295176,Japan,Asia,Japan,Homo sapiens,N33,Illumina MiSeq,missing,N33-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00331147,N33-stool,DRP007453
DRR305741,AMPLICON,502,18426412,PRJDB11845,SAMD00331148,MIMS.me.human-associated,9744909,KAGOSHIMA,2018-09-28,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295177,Japan,Asia,Japan,Homo sapiens,N34,Illumina MiSeq,missing,N34-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331148,N34-stool,DRP007453
