Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR305742,AMPLICON,502,16430962,PRJDB11845,SAMD00331149,MIMS.me.human-associated,8916603,KAGOSHIMA,2018-09-20,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295178,Japan,Asia,Japan,Homo sapiens,N35,Illumina MiSeq,missing,N35-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331149,N35-stool,DRP007453
DRR305743,AMPLICON,502,14070558,PRJDB11845,SAMD00331150,MIMS.me.human-associated,7138454,KAGOSHIMA,2018-09-28,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295179,Japan,Asia,Japan,Homo sapiens,N36,Illumina MiSeq,missing,N36-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331150,N36-stool,DRP007453
DRR305744,AMPLICON,502,15568024,PRJDB11845,SAMD00331151,MIMS.me.human-associated,8284025,KAGOSHIMA,2018-09-28,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295180,Japan,Asia,Japan,Homo sapiens,N37,Illumina MiSeq,missing,N37-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00331151,N37-stool,DRP007453
DRR305745,AMPLICON,502,17665882,PRJDB11845,SAMD00331152,MIMS.me.human-associated,9387189,KAGOSHIMA,2018-09-28,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295181,Japan,Asia,Japan,Homo sapiens,N38,Illumina MiSeq,missing,N38-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331152,N38-stool,DRP007453
DRR305746,AMPLICON,502,14863718,PRJDB11845,SAMD00331153,MIMS.me.human-associated,7748627,KAGOSHIMA,2018-09-28,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295182,Japan,Asia,Japan,Homo sapiens,N39,Illumina MiSeq,missing,N39-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331153,N39-stool,DRP007453
DRR305747,AMPLICON,502,18530326,PRJDB11845,SAMD00331154,MIMS.me.human-associated,9964839,KAGOSHIMA,2018-09-27,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295183,Japan,Asia,Japan,Homo sapiens,N40,Illumina MiSeq,missing,N40-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331154,N40-stool,DRP007453
DRR305748,AMPLICON,502,20224576,PRJDB11845,SAMD00331155,MIMS.me.human-associated,10972678,KAGOSHIMA,2019-09-12,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,stool,DRX295184,Japan,Asia,Japan,Homo sapiens,N41,Illumina MiSeq,missing,N41-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331155,N41-stool,DRP007453
DRR305749,AMPLICON,502,22457974,PRJDB11845,SAMD00331156,MIMS.me.human-associated,11815049,KAGOSHIMA,2019-09-24,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295185,Japan,Asia,Japan,Homo sapiens,N42,Illumina MiSeq,missing,N42-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331156,N42-stool,DRP007453
DRR305750,AMPLICON,502,19655810,PRJDB11845,SAMD00331157,MIMS.me.human-associated,10373384,KAGOSHIMA,2019-10-07,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295186,Japan,Asia,Japan,Homo sapiens,N43,Illumina MiSeq,missing,N43-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331157,N43-stool,DRP007453
DRR305751,AMPLICON,502,15629770,PRJDB11845,SAMD00331158,MIMS.me.human-associated,8760750,KAGOSHIMA,2019-11-05,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,stool,DRX295187,Japan,Asia,Japan,Homo sapiens,N44,Illumina MiSeq,missing,N44-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00331158,N44-stool,DRP007453
DRR305752,AMPLICON,502,16870212,PRJDB11845,SAMD00331159,MIMS.me.human-associated,9040940,KAGOSHIMA,2019-11-03,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295188,Japan,Asia,Japan,Homo sapiens,N45,Illumina MiSeq,missing,N45-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331159,N45-stool,DRP007453
DRR305753,AMPLICON,502,18759740,PRJDB11845,SAMD00331160,MIMS.me.human-associated,10083990,KAGOSHIMA,2019-11-18,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295189,Japan,Asia,Japan,Homo sapiens,N46,Illumina MiSeq,missing,N46-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331160,N46-stool,DRP007453
DRR305754,AMPLICON,502,17662368,PRJDB11845,SAMD00331161,MIMS.me.human-associated,9289564,KAGOSHIMA,2019-11-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295190,Japan,Asia,Japan,Homo sapiens,N47,Illumina MiSeq,missing,N47-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331161,N47-stool,DRP007453
DRR305755,AMPLICON,502,18936946,PRJDB11845,SAMD00331162,MIMS.me.human-associated,10225724,KAGOSHIMA,2019-12-09,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,stool,DRX295191,Japan,Asia,Japan,Homo sapiens,N48,Illumina MiSeq,missing,N48-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00331162,N48-stool,DRP007453
DRR305756,AMPLICON,502,20885208,PRJDB11845,SAMD00331163,MIMS.me.human-associated,11081412,KAGOSHIMA,2019-12-09,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,stool,DRX295192,Japan,Asia,Japan,Homo sapiens,N49,Illumina MiSeq,missing,N49-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00331163,N49-stool,DRP007453
DRR305757,AMPLICON,502,16120224,PRJDB11845,SAMD00331164,MIMS.me.human-associated,8733924,KAGOSHIMA,2020-01-01,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,stool,DRX295193,Japan,Asia,Japan,Homo sapiens,N50,Illumina MiSeq,missing,N50-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331164,N50-stool,DRP007453
DRR305758,AMPLICON,502,18865160,PRJDB11845,SAMD00331165,MIMS.me.human-associated,10086984,KAGOSHIMA,2020-01-08,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,stool,DRX295194,Japan,Asia,Japan,Homo sapiens,N51,Illumina MiSeq,missing,N51-stool,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331165,N51-stool,DRP007453
