Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,SRA Study,create_date,version
SRR6498076,AMPLICON,502,31916658,PRJNA430990,SAMN08381562,Metagenome or environmental,19477634,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587279,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P064,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P064,stool,SRP131074,2018-01-23T17:38:00Z,1
SRR6498077,AMPLICON,502,34878960,PRJNA430990,SAMN08381561,Metagenome or environmental,22115136,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587278,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P063,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P063,stool,SRP131074,2018-01-23T17:38:00Z,1
SRR6498078,AMPLICON,502,32418156,PRJNA430990,SAMN08381554,Metagenome or environmental,19910679,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587277,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P055,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P055,stool,SRP131074,2018-01-23T17:38:00Z,1
SRR6498079,AMPLICON,502,33126478,PRJNA430990,SAMN08381553,Metagenome or environmental,20347668,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587276,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P054,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P054,stool,SRP131074,2018-01-23T17:39:00Z,1
SRR6498080,AMPLICON,502,30298210,PRJNA430990,SAMN08381556,Metagenome or environmental,18718432,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587275,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P057,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P057,stool,SRP131074,2018-01-23T17:39:00Z,1
SRR6498081,AMPLICON,502,34492420,PRJNA430990,SAMN08381555,Metagenome or environmental,20592192,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587274,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P056,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P056,stool,SRP131074,2018-01-23T17:39:00Z,1
SRR6498082,AMPLICON,502,31272090,PRJNA430990,SAMN08381558,Metagenome or environmental,19240021,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587273,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P059,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P059,stool,SRP131074,2018-01-23T17:39:00Z,1
SRR6498083,AMPLICON,502,33489926,PRJNA430990,SAMN08381557,Metagenome or environmental,21696966,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587272,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P058,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P058,stool,SRP131074,2018-01-23T17:40:00Z,1
SRR6498084,AMPLICON,502,31346386,PRJNA430990,SAMN08381560,Metagenome or environmental,19475101,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587271,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P061,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P061,stool,SRP131074,2018-01-23T17:40:00Z,1
SRR6498085,AMPLICON,502,37535544,PRJNA430990,SAMN08381559,Metagenome or environmental,23208989,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587270,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P060,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P060,stool,SRP131074,2018-01-23T17:40:00Z,1
SRR6498086,AMPLICON,502,22209986,PRJNA430990,SAMN08381633,Metagenome or environmental,14110223,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587269,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P217,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P217,stool,SRP131074,2018-01-23T17:40:00Z,1
SRR6498087,AMPLICON,502,24676814,PRJNA430990,SAMN08381392,Metagenome or environmental,15558679,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587268,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC128,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC128,stool,SRP131074,2018-01-23T17:41:00Z,1
SRR6498088,AMPLICON,502,22899232,PRJNA430990,SAMN08381385,Metagenome or environmental,14187177,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587267,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC111,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC111,stool,SRP131074,2018-01-23T17:41:00Z,1
SRR6498089,AMPLICON,502,56576404,PRJNA430990,SAMN08381386,Metagenome or environmental,36107002,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587266,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC114,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC114,stool,SRP131074,2018-01-23T17:42:00Z,1
SRR6498090,AMPLICON,502,24021202,PRJNA430990,SAMN08381383,Metagenome or environmental,15162927,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587265,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC106,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC106,stool,SRP131074,2018-01-23T17:42:00Z,1
SRR6498091,AMPLICON,502,19288346,PRJNA430990,SAMN08381384,Metagenome or environmental,12285763,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587264,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC108,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC108,stool,SRP131074,2018-01-23T17:42:00Z,1
SRR6498092,AMPLICON,502,25247588,PRJNA430990,SAMN08381389,Metagenome or environmental,15692566,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587263,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC125_131,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC125_131,stool,SRP131074,2018-01-23T17:43:00Z,1
SRR6498093,AMPLICON,502,28944316,PRJNA430990,SAMN08381390,Metagenome or environmental,18156609,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587262,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC126,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC126,stool,SRP131074,2018-01-23T17:43:00Z,1
SRR6498094,AMPLICON,502,25842960,PRJNA430990,SAMN08381387,Metagenome or environmental,16213445,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587261,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC122,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC122,stool,SRP131074,2018-01-23T17:43:00Z,1
SRR6498095,AMPLICON,502,19310936,PRJNA430990,SAMN08381388,Metagenome or environmental,11938736,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587260,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_CC124,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_CC124,stool,SRP131074,2018-01-23T17:44:00Z,1
SRR6498096,AMPLICON,502,36945694,PRJNA430990,SAMN08381465,Metagenome or environmental,25955537,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587259,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N120,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N120,stool,SRP131074,2018-01-23T17:44:00Z,1
SRR6498097,AMPLICON,502,32603394,PRJNA430990,SAMN08381466,Metagenome or environmental,22932557,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587258,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N122,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N122,stool,SRP131074,2018-01-23T17:45:00Z,1
SRR6498098,AMPLICON,502,36003440,PRJNA430990,SAMN08381463,Metagenome or environmental,25329986,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587257,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N117,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N117,stool,SRP131074,2018-01-23T17:45:00Z,1
SRR6498099,AMPLICON,502,37324202,PRJNA430990,SAMN08381464,Metagenome or environmental,26232258,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587256,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N119,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N119,stool,SRP131074,2018-01-23T17:45:00Z,1
SRR6498100,AMPLICON,502,35943702,PRJNA430990,SAMN08381469,Metagenome or environmental,25354627,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587255,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N126,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N126,stool,SRP131074,2018-01-23T17:45:00Z,1
SRR6498101,AMPLICON,502,29835868,PRJNA430990,SAMN08381470,Metagenome or environmental,18454410,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587254,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N127,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N127,stool,SRP131074,2018-01-23T17:45:00Z,1
SRR6498102,AMPLICON,502,28052764,PRJNA430990,SAMN08381467,Metagenome or environmental,19841994,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587253,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N123,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N123,stool,SRP131074,2018-01-23T17:45:00Z,1
SRR6498103,AMPLICON,502,34013010,PRJNA430990,SAMN08381468,Metagenome or environmental,23879580,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587252,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N125,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N125,stool,SRP131074,2018-01-23T17:46:00Z,1
SRR6498104,AMPLICON,502,24793278,PRJNA430990,SAMN08381575,Metagenome or environmental,15396945,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587251,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P085,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P085,stool,SRP131074,2018-01-23T17:46:00Z,1
SRR6498105,AMPLICON,502,30617482,PRJNA430990,SAMN08381576,Metagenome or environmental,18877028,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587250,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P093,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P093,stool,SRP131074,2018-01-23T17:47:00Z,1
SRR6498106,AMPLICON,502,41801038,PRJNA430990,SAMN08381471,Metagenome or environmental,29450958,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587249,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N129,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N129,stool,SRP131074,2018-01-23T17:47:00Z,1
SRR6498107,AMPLICON,502,33580286,PRJNA430990,SAMN08381472,Metagenome or environmental,23852574,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587248,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_N132,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_N132,stool,SRP131074,2018-01-23T17:47:00Z,1
SRR6498108,AMPLICON,502,31084844,PRJNA430990,SAMN08381579,Metagenome or environmental,19100587,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587247,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P102,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P102,stool,SRP131074,2018-01-23T17:48:00Z,1
SRR6498109,AMPLICON,502,20680894,PRJNA430990,SAMN08381580,Metagenome or environmental,13190954,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587246,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P103,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P103,stool,SRP131074,2018-01-23T17:49:00Z,1
SRR6498110,AMPLICON,502,30735954,PRJNA430990,SAMN08381577,Metagenome or environmental,19270483,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587245,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P094,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P094,stool,SRP131074,2018-01-23T17:49:00Z,1
SRR6498111,AMPLICON,502,36155546,PRJNA430990,SAMN08381578,Metagenome or environmental,22360411,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587244,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P096,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P096,stool,SRP131074,2018-01-23T17:49:00Z,1
SRR6498112,AMPLICON,502,28608478,PRJNA430990,SAMN08381527,Metagenome or environmental,17806495,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587243,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P012,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P012,stool,SRP131074,2018-01-23T17:49:00Z,1
SRR6498113,AMPLICON,502,36140988,PRJNA430990,SAMN08381528,Metagenome or environmental,21628420,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587242,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P014,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P014,stool,SRP131074,2018-01-23T17:50:00Z,1
SRR6498114,AMPLICON,502,46134302,PRJNA430990,SAMN08381529,Metagenome or environmental,31892349,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587241,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P016,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P016,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498115,AMPLICON,502,35445718,PRJNA430990,SAMN08381530,Metagenome or environmental,22343724,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587240,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P017,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P017,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498116,AMPLICON,502,47390808,PRJNA430990,SAMN08381523,Metagenome or environmental,28755318,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587239,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P006,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P006,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498117,AMPLICON,502,36759954,PRJNA430990,SAMN08381524,Metagenome or environmental,22587401,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587238,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P007,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P007,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498118,AMPLICON,502,29668200,PRJNA430990,SAMN08381525,Metagenome or environmental,18248316,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587237,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P010,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P010,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498119,AMPLICON,502,23171818,PRJNA430990,SAMN08381526,Metagenome or environmental,14690308,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587236,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P011,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P011,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498120,AMPLICON,502,43262862,PRJNA430990,SAMN08381637,Metagenome or environmental,27021653,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587235,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P226,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P226,stool,SRP131074,2018-01-23T18:37:00Z,1
SRR6498121,AMPLICON,502,53576452,PRJNA430990,SAMN08381638,Metagenome or environmental,33514380,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587234,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P228,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P228,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498122,AMPLICON,502,44665952,PRJNA430990,SAMN08381639,Metagenome or environmental,28146240,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587233,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P234,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P234,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498123,AMPLICON,502,63465350,PRJNA430990,SAMN08381640,Metagenome or environmental,38698114,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587232,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P237,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P237,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498124,AMPLICON,502,45731698,PRJNA430990,SAMN08381531,Metagenome or environmental,31938109,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587231,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P019_N025,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P019_N025,stool,SRP131074,2018-01-23T18:36:00Z,1
SRR6498125,AMPLICON,502,25622582,PRJNA430990,SAMN08381532,Metagenome or environmental,15714253,NATIONAL CHIAO TUNG UNIVERSITY,2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587230,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P020,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P020,stool,SRP131074,2018-01-23T18:37:00Z,1
SRR6498126,AMPLICON,502,48927932,PRJNA430990,SAMN08381635,Metagenome or environmental,31203946,NATIONAL CHIAO TUNG UNIVERSITY,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3587229,Taiwan,Asia,Taiwan,Homo sapiens,Illumina MiSeq,stool,missing,Stool_P221,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2018-01-24T00:00:00Z,Stool_P221,stool,SRP131074,2018-01-23T18:37:00Z,1
