# Pathway	SID31004	SID31009	SID31021	SID31030	SID31071	SID31112	SID31129	SID31137	SID31159	SID31160	SID31188	SID31219	SID31223	SID31233	SID31236	SID31237	SID31256	SID31267	SID31275	SID31276	SID31282	SID31285	SID31300	SID31328	SID31333	SID31337	SID31343	SID31360	SID31367	SID31379	SID31398	SID31416	SID31424	SID31428	SID31431	SID31446	SID31449	SID31450	SID31452	SID31455	SID31477	SID31489	SID31493	SID31501	SID31512	SID31519	SID31537	SID31549	SID31557	SID31582	SID31637	SID31685	SID31700	SID31705	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID31865	SID31866	SID31868	SID31870	SID31871	SID31872	SID31873	SID31874	SID31875	SID31876	SID31877	SID31878	SID31879	SID31880	SID31881	SID31883	SID31884	SID530002	SID530018	SID530026	SID530028	SID530039	SID530041	SID530050	SID530052	SID530054	SID530055	SID530074	SID530075	SID530119	SID530142	SID530154	SID530163	SID530167	SID530168	SID530172	SID530177	SID530185	SID530215	SID530227	SID530251	SID530258	SID530262	SID530295	SID530297	SID530315	SID530323	SID530331	SID530348	SID530364	SID530368	SID530373	SID530394	SID530398	SID530403	SID530444	SID530450	SID530451	SID530558	SID530600	SID530623	SID530697	SID530705	SID530743	SID530756	SID530840	SID530867	SID530890	SID531128	SID531155	SID531248	SID531274	SID531277	SID531281	SID531333	SID531352	SID531361	SID531382	SID531403	SID531414	SID531416	SID531424	SID531469	SID531663	SID531766	SID531775	SID532305	SID532749	SID532779	SID532796	SID532802	SID532826	SID532832	SID532915
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00357448	0.00332936	0.00259534	0.00246929	0.00256803	0.00357976	0.00467506	0.00500048	0.00448243	0.00296062	0.00333301	0.00355648	0.00309732	0.00379713	0.0024094	0.00407226	0.00452127	0.00278934	0.00454365	0.00262603	0.00378088	0.00257771	0.00200021	0.00290336	0.00322986	0.00701469	0.00515489	0.00370607	0.00582733	0.00398326	0.00465767	0.00780315	0.00356941	0.00458017	0.00237256	0.00495664	0.00398378	0.00582712	0.00200639	0.00359315	0.0031836	0.00252819	0.00517788	0.00328071	0.00328707	0.00205038	0.00337153	0.00376718	0.00427734	0.00318653	0.00474719	0.00157749	0.00321626	0.0051383	0.00659915	0.00480334	0.00321353	0.00336729	0.00334212	0.00377506	0.00531753	0.00184583	0.00533312	0.00399055	0.00398664	0.00420403	0.0029337	0.0049928	0.00284116	0.00470274	0.00441662	0.0033668	0.00420464	0.00468784	0.00300552	0.00580611	0.003651	0.00458538	0.00406026	0.00322891	0.00411694	0.00572128	0.00207924	0.00392553	0.00506852	0.00387248	0.00224597	0.0049686	0.0048911	0.0030391	0.00284609	0.00653772	0.0048566	0.00298318	0.002347	0.005234	0.00362348	0.0030854	0.00260637	0.00417136	0.00655955	0.00279396	0.00395971	0.0033216	0.00319037	0.00465638	0.00305328	0.0047708	0.00342634	0.00436994	0.00417559	0.00292246	0.00334095	0.00336802	0.00508059	0.00438827	0.0040311	0.00392063	0.00276301	0.00337758	0.00347944	0.00288034	0.0048598	0.0039108	0.00579665	0.0052008	0.00363898	0.00362614	0.00398768	0.00232943	0.00710339	0.00571264	0.00425383	0.00380438	0.0047339	0.00363779	0.00968519	0.00930033	0.00339566	0.00296994	0.00331128	0.0120782	0.00423135	0.00302793	0.00595759	0.003147	0.00573077	0.00432553	0.00296369	0.00296714	0.00293796	0.00439823	0.00291933	0.00275337
AST-PWY: L-arginine degradation II (AST pathway)	0.0	0.0	0.0	0.0	0.0	1.6813e-05	6.50384e-05	0.0	0.00120201	0.0	1.04328e-05	0.000627393	3.74589e-05	0.0	0.0	0.0	0.0	0.0	0.0001895	0.0	1.42629e-05	0.0	0.0	0.0	0.0	0.000518607	0.000776196	6.53669e-06	0.0023433	0.0	6.09975e-06	0.0	0.0	0.0	0.000107185	0.000765392	0.0	0.00144595	7.49763e-05	0.000298968	4.76627e-06	0.0	0.00168579	0.000139638	0.0	1.26233e-05	0.0	2.16166e-05	1.576e-05	0.0	0.00128061	0.0	0.000531485	0.00188182	5.49533e-05	0.000857288	4.45637e-05	0.000204825	4.30334e-05	0.0	0.0	0.000117133	0.000997838	2.85415e-05	0.0	2.22869e-05	0.0	1.4634e-05	0.0	0.0011511	2.29917e-05	0.0	0.00136816	9.84679e-05	0.0	0.000558511	0.000363365	0.0	0.0	7.63069e-06	0.0	0.0	0.0	5.97953e-05	0.0	8.58356e-06	0.0	0.0	0.00197413	0.0	0.0	6.2676e-05	9.46669e-06	0.000341156	0.0	0.0	0.0	0.000312886	2.42128e-05	0.0	0.000112231	0.0	1.05851e-05	0.0	0.0	0.000751503	0.000380121	0.0	0.0	0.000277983	0.0	5.98648e-05	0.0	0.0	0.00100439	0.0	0.0	0.000410487	0.0	2.29413e-05	0.0	0.0	0.000182934	1.81869e-05	0.00105938	0.00200107	0.0	4.41691e-05	0.0	0.000114092	0.0	0.00226355	4.22065e-05	0.00119665	4.89844e-05	0.000188797	1.43633e-05	0.0	0.000376912	0.0	0.000110918	0.0	1.63474e-05	0.0	1.00034e-05	0.000217167	0.0	0.0	0.0	0.0	5.60693e-05	4.7378e-05	0.0	3.66617e-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.00189549	0.00072745	0.00120844	0.000395418	0.000831027	0.00033689	0.000282351	7.26361e-05	0.00264577	5.57777e-05	0.000473954	0.00178438	0.000970686	0.000602837	0.00105946	9.80978e-05	0.00105557	0.000326179	0.00192145	0.000393955	0.000443418	0.00225744	0.000825148	0.000680094	0.00105595	0.00160221	0.00240968	0.0014491	0.00378588	0.000721495	0.000352063	0.0	0.000466353	0.0	0.00153582	0.00355475	0.000709925	0.00427914	0.00093256	0.00195979	0.000436369	0.000757524	0.00272765	0.00124964	0.000408909	0.000770609	0.000829723	0.000739184	0.000663569	0.000373284	0.00274682	0.000521973	0.00140333	0.00418341	0.000479913	0.00213782	0.00046158	0.00149482	0.00110169	8.1342e-05	0.000369826	0.00215759	0.00299128	0.00040129	0.00042484	0.00208897	0.00129481	0.00197735	0.000603257	0.00387637	0.00146094	0.00205699	0.00251963	0.00306713	0.000961327	0.00403175	0.00249268	0.000336809	0.000585077	0.000803771	0.00217809	0.0	0.000728545	0.00157457	0.0	0.00122393	0.000916155	0.000780459	0.00349823	0.000954358	0.000348126	0.000666789	0.000305767	0.0017469	0.000685666	0.000180625	0.000109206	0.00249781	0.000711184	0.000558094	0.000530238	0.000797529	0.000723628	0.000416239	0.000991954	0.00205259	0.00116327	0.000608973	0.000728786	0.0020531	0.000967125	0.001544	0.00135351	0.000632618	0.00146737	0.000575039	0.00106461	0.00228646	0.00214741	0.00133042	0.000990676	0.00181905	0.00294186	0.000721978	0.00440712	0.00377538	0.00135792	0.00115605	0.00188333	0.000775025	0.000620494	0.00437536	0.00200821	0.00272375	0.000467692	0.00264632	0.000763104	0.000284821	0.00220445	0.00122963	0.00189896	0.00523693	0.00216248	0.000724255	0.0019531	0.00129508	0.00153746	0.000958488	0.000880556	0.00252473	0.000833225	0.00121404	0.000454843	0.00184127
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00958093	0.00963953	0.011672	0.0118717	0.0104951	0.0105976	0.0110836	0.011982	0.00854926	0.0109426	0.0104601	0.00783569	0.00845107	0.0107284	0.0105015	0.0114084	0.011362	0.0105433	0.00821423	0.00992876	0.0103007	0.00891034	0.00921892	0.00957896	0.0114342	0.00891564	0.00895614	0.00939669	0.00630226	0.0115954	0.00995759	0.0123909	0.0119448	0.0101518	0.00988398	0.00647772	0.0106476	0.00614699	0.00894333	0.00854939	0.0108007	0.0108611	0.00657655	0.00945808	0.0124108	0.0119506	0.0115535	0.0118526	0.0115831	0.0115161	0.00708516	0.0112201	0.00894498	0.00517348	0.009783	0.00946083	0.010656	0.00948513	0.00940157	0.0124129	0.0108998	0.0110831	0.00749868	0.0110691	0.0123318	0.0107286	0.0105756	0.0099776	0.00976919	0.00713125	0.00858323	0.00936867	0.0078141	0.00769434	0.00819138	0.00738837	0.00948501	0.0104687	0.0121527	0.0121204	0.00912121	0.0115329	0.0121889	0.00945151	0.0121339	0.012236	0.0115489	0.0126089	0.00663009	0.0121034	0.0117541	0.0105694	0.00949196	0.00885379	0.00991929	0.0121033	0.0120032	0.00766501	0.0123725	0.00993526	0.0107364	0.011482	0.0107935	0.00924161	0.0114876	0.00795219	0.0108173	0.00966787	0.0116043	0.0102653	0.0110107	0.00955408	0.011551	0.0119228	0.00818573	0.0110811	0.0104417	0.00800794	0.0105174	0.010323	0.0096665	0.0100121	0.00866303	0.00987117	0.00653506	0.00587811	0.00965575	0.0091677	0.0100129	0.00939741	0.0141418	0.00555545	0.00958976	0.00679877	0.0111318	0.0084427	0.0142277	0.00804176	0.00639247	0.0110336	0.0108188	0.00480258	0.00871011	0.00764099	0.00875349	0.00865121	0.00847569	0.0123945	0.00962163	0.00908381	0.00930295	0.00794249	0.00865664	0.00973736
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.0095099	0.00959693	0.0106622	0.0114888	0.0107694	0.0105937	0.011816	0.0103534	0.00674925	0.0130331	0.010987	0.008194	0.0110479	0.0113645	0.01093	0.0122186	0.0109567	0.011545	0.00927642	0.0113566	0.0120411	0.00949346	0.010865	0.0108439	0.0107592	0.0108404	0.00604955	0.0101411	0.00566537	0.0115132	0.0108756	0.0130919	0.0118359	0.0126879	0.00929959	0.00707355	0.0123886	0.0074993	0.0107777	0.0089331	0.0115402	0.0111664	0.00672912	0.0135316	0.0113007	0.0109411	0.0110806	0.0116908	0.00890732	0.0106457	0.00728632	0.00969048	0.00911872	0.00547897	0.0120653	0.00829025	0.0106269	0.00943814	0.00964135	0.0125037	0.0140143	0.00966139	0.00685696	0.0110259	0.0116603	0.0103665	0.00978608	0.00892839	0.0103733	0.00650024	0.00886018	0.00912825	0.00657661	0.00782351	0.0118575	0.00716969	0.00839188	0.0119828	0.0105104	0.0097752	0.00967174	0.0140789	0.0114847	0.00912571	0.010218	0.00851748	0.010361	0.0080014	0.00632066	0.00873599	0.0121651	0.0109463	0.0116695	0.00988068	0.0105503	0.0139795	0.0120867	0.00812669	0.00933491	0.0141954	0.0122542	0.0105527	0.0112984	0.0110179	0.011406	0.00842901	0.00952546	0.0116259	0.00893348	0.0101822	0.0116549	0.00942303	0.00937314	0.0120737	0.0097528	0.0116719	0.0109102	0.00864011	0.010775	0.00982878	0.00917033	0.00984805	0.00864067	0.0100113	0.00782335	0.00599664	0.00899028	0.00990395	0.00861627	0.0106855	0.0106013	0.00451607	0.00928191	0.00742534	0.0130527	0.00852799	0.010285	0.00569393	0.0100966	0.00890004	0.0105423	0.00549239	0.0101449	0.00825607	0.00786968	0.0092072	0.00702946	0.0109554	0.0101375	0.00818083	0.00928001	0.0103843	0.010382	0.00773992
CARNMET-PWY: L-carnitine degradation I	0.0	0.0	0.0	0.0	0.0	0.0	1.26457e-05	0.0	0.000271575	0.0	0.0	0.000161447	0.0	0.0	0.0	0.0	0.0	0.0	6.19032e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.63079e-05	1.52798e-05	0.0	0.000464743	0.0	0.0	0.0	0.0	0.0	2.80248e-05	0.000127976	0.0	7.77765e-06	0.0	0.000125975	0.0	0.0	0.000357568	4.5959e-05	0.0	0.0	0.0	0.0	4.83101e-06	0.0	0.000157847	0.0	5.96267e-05	0.000590322	3.57138e-05	0.000124169	3.94411e-05	0.000110425	1.686e-05	0.0	0.0	4.0412e-05	0.000230455	2.15087e-06	0.0	6.16248e-06	0.0	0.0	0.0	0.000208421	0.0	0.0	0.000193039	2.29869e-05	0.0	2.46811e-05	0.000118918	0.0	0.0	0.0	0.0	0.0	0.0	2.19681e-05	0.0	0.0	0.0	0.0	0.000348873	0.0	0.0	2.78751e-05	2.46544e-06	9.98329e-05	0.0	0.0	0.0	0.000102623	0.0	0.0	9.51567e-05	0.0	0.0	0.0	0.0	0.000154717	8.54277e-05	0.0	0.0	0.000134711	0.0	1.80636e-05	0.0	0.0	0.0	0.0	0.0	5.68214e-05	0.0	0.0	0.0	0.0	0.000121517	3.00029e-06	0.000253358	0.000428045	0.0	1.49135e-05	0.0	0.0	0.0	0.000643752	1.11559e-05	0.000662017	1.0368e-05	4.85174e-05	0.0	0.0	0.000105358	0.0	2.49181e-05	0.0	0.0	0.0	0.0	5.31603e-05	0.0	0.0	0.0	0.0	0.0	8.65852e-06	0.0	4.99033e-06
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000223282	0.00037503	0.0	7.84988e-05	1.56247e-05	1.19259e-05	0.0	0.0	0.0	0.0	0.000229373	0.0	0.00073851	5.82534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07362e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9771e-05	0.0	0.0	0.0	0.0	1.91588e-05	0.0	0.0	0.000548402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00017336	0.0	0.000239162	0.0	0.000490827	0.0	0.0	0.0	0.0	0.000137663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	0.00115439	0.000664255	0.00175161	0.000612358	0.000883175	0.000617207	0.000459893	0.00105413	0.0	0.000941808	0.00161894	0.00102976	0.00112725	0.000595973	0.00108162	0.000355971	0.00115501	0.0010587	0.00140808	0.000705577	0.000934426	0.00119804	0.00089176	0.00118961	0.000556232	6.85787e-05	4.58016e-05	0.000824638	6.86185e-05	0.000411562	0.000521174	6.14956e-05	0.000920383	0.000218714	0.00144955	0.000672572	0.000502869	6.40125e-05	0.000705323	0.000653563	0.000898362	0.00156464	9.66686e-05	0.000125703	0.00078753	0.00169345	0.00051335	0.000943374	0.000327881	0.00114907	4.38768e-05	0.000152567	0.0006968	5.75104e-05	0.0	0.000226837	0.000649358	0.00138347	0.00117711	0.000977403	0.00107467	0.00103912	0.000335247	5.14562e-05	0.000987969	0.000997304	0.000439392	0.000739958	0.00147541	0.000530836	0.00093975	0.000849618	0.00025535	0.000567756	0.000881225	0.000478696	0.000406289	0.00090978	0.000658245	0.000690219	0.000779676	0.000143691	0.000315305	0.000492991	0.000412643	0.000862713	0.0011965	0.000737827	0.000236211	0.00126993	0.00153136	0.000354134	8.14995e-05	0.00174323	0.00109005	0.000670454	0.000736062	0.000963142	0.000303327	0.000105994	0.0	0.00112527	0.000775993	0.00203695	0.00118718	0.000383761	0.000714133	0.000713595	0.000488961	0.000927069	0.000847745	0.00134194	0.000798424	0.000548193	0.00079349	0.000942488	0.0005865	0.0010179	0.00129695	0.00140627	0.00132207	0.000523841	0.000520405	0.000256724	0.000254962	0.000199552	0.000827271	0.000935498	0.00129849	0.000788162	0.00115554	1.5157e-05	0.000651723	0.000581272	0.00039781	0.000534759	0.000604417	0.000495213	0.00148929	0.00123166	0.0010773	0.0	0.000704135	0.00097088	0.000746417	0.000729146	0.000460277	0.000732305	0.000925089	0.00162446	0.000770606	0.000341046	0.00102977	0.00111474
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.454e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15584e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03939e-05	0.0	0.0	0.0	0.0	5.36536e-05	0.0	0.0	0.0	0.0	2.15887e-05	0.000172945	0.0	0.0	5.57171e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4554e-05	8.02667e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62759e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23753e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23431e-05	0.0	0.0	6.15701e-05	0.0	0.0	0.0	1.87538e-05	0.0	0.0	0.0	3.83312e-05
CITRULBIO-PWY: L-citrulline biosynthesis	0.000888047	0.00170038	0.000815141	0.00103636	0.000412546	0.000538666	0.000488665	0.000303917	0.0028344	0.00042432	0.000626276	0.00178198	0.000599284	0.000405737	0.000780619	0.000379527	0.00043859	0.000960493	0.00280947	0.000669507	0.000577444	0.00373757	0.000643432	0.0009561	0.000315984	0.000792404	0.00148444	0.000944505	0.00374891	0.00068312	0.00019219	3.71094e-05	0.000157042	0.000266618	0.00100133	0.00314498	0.00072992	0.00453199	0.000668297	0.00191067	0.000304261	0.00133011	0.00285788	0.000795305	0.000305162	0.000839393	0.000221555	0.000508881	8.3993e-05	0.000409045	0.00266406	0.000766281	0.00130507	0.00405621	0.00034854	0.001891	0.000749393	0.000997199	0.00108211	0.000364208	0.000129895	0.00220174	0.00270979	0.000102736	0.000210499	0.000460275	0.00217181	0.00388655	0.00137989	0.00320047	0.00395051	0.00348689	0.00270664	0.00353999	0.00189422	0.00292623	0.00161622	0.000204524	0.000216575	0.000200569	0.00426669	0.000161504	0.000448756	0.00282357	0.000149804	0.000850851	0.000368019	0.000178827	0.00317907	0.00168693	0.000696977	0.000297678	0.000508269	0.00136065	0.000900968	0.0001819	0.000247916	0.00207964	0.000497866	0.00126121	0.000331763	0.000887007	0.0016269	0.00123662	0.000509422	0.001944	0.00113444	0.00118964	0.000105375	0.00105608	0.000285077	0.00108775	0.00341996	0.000244625	0.00118427	0.000282474	0.000810586	0.00114337	0.00240401	0.00146877	0.00164572	0.00239367	0.00288938	0.00121988	0.00322496	0.0031276	0.00434978	0.00198169	0.00304332	0.000216958	0.00127791	0.0037797	0.00303284	0.00034568	0.000797014	0.00405631	0.00134288	0.00445718	0.00139607	0.00173666	0.00249547	0.00369968	0.0033567	0.00192441	0.00576594	0.000995296	0.00581055	0.00216883	0.00217528	0.00324831	0.00240714	0.000252455	0.002331	0.00460987
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00947529	0.0086411	0.010249	0.00936371	0.0105565	0.00942923	0.00862971	0.00950845	0.00516461	0.0104852	0.00999544	0.00767825	0.00978545	0.00927212	0.011068	0.00981723	0.0087833	0.00992737	0.00711718	0.00886408	0.0105094	0.00969324	0.0104434	0.0109245	0.010237	0.00624621	0.00572384	0.0102235	0.00303899	0.00920204	0.00939818	0.00862548	0.0100017	0.00991341	0.0089784	0.0055708	0.00986806	0.00483581	0.0104595	0.00770213	0.00930044	0.00937114	0.00468517	0.00777372	0.0109875	0.0108996	0.00817437	0.0101972	0.00901048	0.00952013	0.00491211	0.0082123	0.00903721	0.00406881	0.00961759	0.00594433	0.00941079	0.00871645	0.00908681	0.0110012	0.00947939	0.00665034	0.00474218	0.00953521	0.0100818	0.00873884	0.00860871	0.0104723	0.011041	0.00587824	0.00991855	0.0112125	0.00519019	0.00798875	0.00889653	0.00600178	0.00686577	0.0107968	0.00963384	0.00938566	0.00919012	0.00987836	0.00786755	0.00946119	0.00925431	0.00865052	0.011151	0.00885405	0.00398809	0.00970908	0.0104411	0.00777153	0.0082022	0.00801795	0.010912	0.00965442	0.00919189	0.00866303	0.00996571	0.00974715	0.00923475	0.0098847	0.0098378	0.00949022	0.00949246	0.00596399	0.0081193	0.0103725	0.00959603	0.00777895	0.00920329	0.00950615	0.0103547	0.0103406	0.00704476	0.00938899	0.00878326	0.00803586	0.00932134	0.00949565	0.010247	0.00952944	0.00808009	0.00926864	0.00518846	0.00340728	0.0109493	0.00991674	0.0090136	0.00932868	0.00769744	0.00312436	0.00997034	0.00587516	0.00948118	0.0074241	0.00688703	0.0114913	0.00732268	0.0111594	0.00893309	0.0104296	0.00894013	0.0114432	0.00886649	0.00872749	0.0105188	0.00934655	0.0112728	0.0108662	0.0110234	0.0102202	0.0109889	0.00859834
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.00886655	0.00840782	0.00999993	0.0111263	0.00982338	0.00900838	0.0081481	0.00928626	0.00494804	0.00974232	0.00934966	0.00725673	0.00909697	0.0091083	0.0100679	0.00918019	0.008146	0.00945734	0.00661886	0.00862595	0.0104856	0.00919376	0.00972224	0.0100353	0.00949078	0.00612972	0.00526233	0.00970334	0.00290528	0.00869348	0.00903745	0.00886801	0.0100773	0.00956478	0.00865645	0.0052154	0.0092398	0.00494182	0.00972633	0.00712427	0.00860739	0.0086003	0.00440026	0.00751342	0.0103121	0.0108235	0.00810649	0.0096188	0.00883844	0.00894792	0.00458157	0.00741553	0.00844675	0.00374926	0.00891805	0.00571219	0.00984049	0.00814309	0.00854626	0.0103489	0.008938	0.00876177	0.00451908	0.00889945	0.009418	0.00837513	0.00916254	0.0100911	0.010484	0.00554855	0.00964741	0.0108547	0.00483508	0.00754833	0.00869777	0.00572883	0.00676551	0.0101518	0.00937996	0.00945146	0.00869541	0.00930534	0.00916199	0.00906847	0.00881519	0.00817012	0.0103268	0.00839322	0.00384923	0.0092443	0.00979094	0.00749358	0.00780797	0.00781443	0.0102485	0.00925133	0.00902961	0.0079987	0.00942529	0.00936134	0.00920092	0.00925563	0.00924413	0.00871174	0.00900744	0.0056012	0.00762757	0.00956654	0.00931287	0.00738295	0.0087194	0.00953194	0.0100447	0.00980732	0.00662451	0.00882591	0.00839867	0.00743883	0.00913471	0.0090061	0.00975352	0.00925086	0.00790305	0.00941713	0.00478913	0.00319541	0.0103079	0.00923555	0.00890961	0.0089623	0.00771418	0.00282124	0.00937121	0.00543795	0.00983981	0.00681922	0.00755045	0.0112835	0.00685427	0.0105435	0.00860756	0.0104371	0.00848427	0.010896	0.00841396	0.00811636	0.00980668	0.00904488	0.0105675	0.0102789	0.0101368	0.00988843	0.010318	0.00799962
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	0.00366357	0.00367673	0.00427317	0.00317258	0.00462915	0.00448575	0.00701689	0.00429803	0.00214157	0.00377879	0.00408343	0.00245303	0.00130375	0.00417325	0.00404995	0.00565367	0.00640802	0.00441835	0.00166942	0.00406535	0.0058036	0.00286648	0.00218921	0.00275534	0.00421244	0.00418041	0.00183729	0.00372005	0.00229618	0.00436793	0.00451282	0.00640431	0.00552339	0.00336355	0.0028984	0.00235656	0.00400068	0.00384168	0.00255202	0.00369969	0.00409716	0.00397169	0.00286841	0.00393978	0.00531983	0.00427973	0.00300886	0.005088	0.00220108	0.00343055	0.00279372	0.00195642	0.00278511	0.00197617	0.00461357	0.00293688	0.0013886	0.00453941	0.00330547	0.00476423	0.00438125	0.00204788	0.00210564	0.00315679	0.00527607	0.00452415	0.00272142	0.00274209	0.00451261	0.00220479	0.00422298	0.00440202	0.00211353	0.00193298	0.00183898	0.0023368	0.00252213	0.00557121	0.00440609	0.00312814	0.00385126	0.00588325	0.00163429	0.00356669	0.00360601	0.00175363	0.00424144	0.00308095	0.00244265	0.0042444	0.00381696	0.00479975	0.00441037	0.00273142	0.00459042	0.00582412	0.00435688	0.00247671	0.00403836	0.00243295	0.00518719	0.00470827	0.00546114	0.00181421	0.00343581	0.00342276	0.0032109	0.00383237	0.00284094	0.00456618	0.00456822	0.00302532	0.00304765	0.00511133	0.00451572	0.00601054	0.0038461	0.00276633	0.00448253	0.0028089	0.00343756	0.00422122	0.00350316	0.00287626	0.00228387	0.00230189	0.00350129	0.00432907	0.00219476	0.00472525	0.00151721	0.00266455	0.0035937	0.00269251	0.00555762	0.00301877	0.00138583	0.00203751	0.00388271	0.00439409	0.00361041	0.000716966	0.00328732	0.00298942	0.0024845	0.00219696	0.00281774	0.00481703	0.00332956	0.00291843	0.00405225	0.00489012	0.00485058	0.00232796
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.00342961	0.00328746	0.00337971	0.00221298	0.00279245	0.00251385	0.00110861	0.00172123	0.00233574	0.00300772	0.00251605	0.00248583	0.00128927	0.00371222	0.00288634	0.00171535	0.0025582	0.00272024	0.00294511	0.00227924	0.00271889	0.00344182	0.00265965	0.00271128	0.00268487	0.00157354	0.00182424	0.00244016	0.00381305	0.00233742	0.00327434	0.00124048	0.00258995	0.00230747	0.00335253	0.00312859	0.00242587	0.00283473	0.00308698	0.00284882	0.00301838	0.00298127	0.00347837	0.00217993	0.0015753	0.0032553	0.00231439	0.00234746	0.00192897	0.00258449	0.00305099	0.00191067	0.00302798	0.00329493	0.00348138	0.00269585	0.00122228	0.00291479	0.00302412	0.00297229	0.00192171	0.0024918	0.00343196	0.000329422	0.0021214	0.0018472	0.00212661	0.00377892	0.00266332	0.00372729	0.00404229	0.00229749	0.00293728	0.0033566	0.00184129	0.00412987	0.00233438	0.00237611	0.00174001	0.00169679	0.00328863	0.00193434	0.0026379	0.00355158	0.00294675	0.0023246	0.00326574	0.0016043	0.00380912	0.00220502	0.00325705	0.00204533	0.000601187	0.00355295	0.00374561	0.00372197	0.00345963	0.00277267	0.00235442	0.001092	0.00328602	0.00249021	0.00219855	0.00242528	0.00319461	0.00195067	0.00198337	0.00306082	0.000248899	0.00220254	0.00324222	0.00308366	0.00291587	0.00195741	0.00152263	0.00275703	0.00294643	0.00214926	0.00395679	0.00249649	0.00337786	0.00256571	0.00298167	0.00302856	0.00357823	0.00374026	0.0023061	0.00299695	0.00295597	0.00303447	0.00257828	0.00371538	0.00329125	0.00240046	0.00277893	0.00276858	0.00224075	0.0020622	0.0028159	0.00378159	0.00246064	0.00177957	0.00373055	0.00287675	0.00262915	0.00224243	0.00337174	0.00223951	0.00339797	0.00264587	0.00318552	0.00256084	0.00391133	0.00327932
