# Pathway	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
P441-PWY: superpathway of N-acetylneuraminate degradation	0.0026043	0.00290767	0.00072427	0.0017788	0.00389986	0.00202766	0.00183604	0.00289691	0.00155761	0.00387217	0.00182484	0.00111045	0.00243559	0.00176887	0.00398289	0.00273359	0.00363306	0.0	0.0026233	0.00426625	0.0	0.00414566	0.00201869	0.00417464	0.000689963	0.00222624	0.00314084	0.0	0.00118365	0.0	0.00045598	0.0	0.0	0.00125154	0.0	0.00175286	0.00353155	0.00201393	0.000709391	0.000845916	0.0	0.000923282	0.0	0.0	0.00329509	0.0	0.00214182	0.000542275	0.000168021	0.00137059	0.00050508	0.000639707	0.00143134	0.00156399	0.000698911	0.001812	0.0	0.0	0.000535972	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.00290772	0.00325089	0.000104154	0.00172056	0.00426042	0.00151556	0.00162103	0.00332662	0.00133899	0.00367552	0.00118545	0.00114363	0.00252803	0.00173472	0.00520615	0.00232782	0.00366717	0.000164578	0.00244873	0.00838073	0.000940821	0.00488735	0.00195912	0.00857743	0.000323236	0.00383546	0.00240024	0.0	0.00138301	0.0	0.000525192	0.0	0.0	0.000293911	0.0	0.00112747	0.00393762	0.000128835	0.00053747	0.00034524	0.0	0.00104721	0.000531196	0.0	0.00365993	0.0	0.00296462	0.0	0.0	0.00215514	0.000853005	0.00108036	0.000936171	0.00017051	0.0	0.00127291	0.000191945	0.000281194	0.000707634	0.0
P562-PWY: myo-inositol degradation I	0.0	0.0	0.0	0.0	0.000423429	0.0	0.0	0.000142808	0.0	0.0	0.0	0.0	0.0	0.0	0.00013521	0.0	0.0	0.0	0.0	0.0	0.0	0.000215741	0.0	0.0	0.0	0.0	0.000370081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P621-PWY: nylon-6 oligomer degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20199e-05	0.0	0.0	0.0	0.0	1.68416e-05	0.0	0.000136127	0.0	2.04174e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I	0.00632187	0.00562431	0.00931759	0.00958758	0.00422448	0.00981454	0.00812657	0.00521317	0.00327522	0.00632418	0.00893239	0.00941673	0.00849814	0.00846106	0.00407918	0.00851754	0.00389205	0.00841719	0.00758008	0.00273845	0.00937302	0.00376742	0.00665042	0.0028608	0.0104193	0.00794032	0.00753865	0.00937032	0.00912008	0.00875655	0.00718648	0.00870589	0.00619865	0.00650534	0.00525672	0.00780341	0.00553653	0.00805145	0.00813892	0.00628119	0.00247875	0.00497647	0.00871647	0.0067421	0.00594066	0.0071748	0.00545121	0.00792283	0.00946726	0.00728435	0.0080631	0.0147988	0.00788097	0.00586775	0.00855464	0.00770493	0.00779438	0.00849674	0.00553346	0.00651084
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.00573635	0.00426796	0.00975034	0.00948768	0.00389254	0.00959479	0.00767865	0.00482762	0.00327817	0.00562411	0.00881443	0.00943803	0.00781574	0.00806193	0.00379539	0.00862963	0.00335299	0.00484222	0.00732583	0.00219244	0.00768898	0.00335289	0.00496228	0.00218577	0.0105057	0.00783434	0.00764308	0.0103383	0.00924681	0.00535486	0.00865304	0.008713	0.00815358	0.00715024	0.00674028	0.00832121	0.00458067	0.00805748	0.00914782	0.00556953	0.00445833	0.00627949	0.00886207	0.00766809	0.00550053	0.00862777	0.00620188	0.00950423	0.00933674	0.00632861	0.00861248	0.0102138	0.00651736	0.00672777	0.00968383	0.00700677	0.00898294	0.00836107	0.00577232	0.00734872
PENTOSE-P-PWY: pentose phosphate pathway	0.00256844	0.00295674	0.00133915	0.00400447	0.00324875	0.00330137	0.0032574	0.00339952	0.00263047	0.00362478	0.00421823	0.00446309	0.00322133	0.00287934	0.00425701	0.0022184	0.00534647	0.000878828	0.00365154	0.00473482	0.00336647	0.00481993	0.00162121	0.00463748	0.00327199	0.0036412	0.00299273	0.00219656	0.00240175	0.000776425	0.000441822	0.00484253	0.000654049	0.000686989	0.000414809	0.00120513	0.00272033	0.00503022	0.00159657	0.00081228	0.0	0.00149332	0.00267191	0.00279242	0.00425321	0.000279296	0.00233908	0.000526018	0.0046148	0.00152679	0.000541045	0.00351533	0.00147907	0.00234471	0.000417167	0.00293732	0.000183466	0.000591675	0.00264976	0.00261114
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.01142	0.00988872	0.022138	0.00992566	0.00449231	0.0126529	0.0110392	0.006794	0.0150102	0.00765663	0.0102567	0.0103098	0.0108783	0.0110636	0.00495035	0.015456	0.00495119	0.0165885	0.00830317	0.00390269	0.010776	0.00492724	0.0135258	0.00407692	0.00982799	0.00911328	0.00745681	0.0135761	0.0130258	0.0166947	0.015518	0.0103858	0.0183787	0.0182581	0.0196088	0.0122571	0.00930364	0.00972649	0.0131357	0.0171094	0.0239077	0.0137215	0.0099077	0.0139219	0.00806769	0.0202678	0.00820113	0.0213326	0.0111475	0.0142619	0.0156517	0.0112252	0.015289	0.014817	0.0204707	0.0111884	0.0152756	0.0158587	0.017269	0.0140083
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00451674	0.0047843	0.00081635	0.00360257	0.00497351	0.002584	0.00421743	0.0048504	0.00251507	0.00612912	0.00380579	0.00240598	0.00398394	0.00346172	0.00466334	0.00222197	0.00402271	0.00263593	0.00438386	0.00481241	0.00316118	0.00431307	0.00372932	0.00465202	0.00176587	0.00432501	0.00470619	0.00446251	0.00505123	0.00212038	0.00552738	0.00274494	0.00450673	0.00424438	0.00387383	0.00445483	0.00417956	0.00420824	0.00451237	0.00196785	0.00111071	0.00394091	0.00499851	0.00582361	0.00484038	0.00245404	0.00584505	0.0036489	0.00358488	0.00429276	0.00515027	0.00195963	0.0035797	0.00501082	0.00379137	0.00231644	0.00294437	0.00516017	0.00256971	0.00590392
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.000447533	0.0	0.00045462	0.0	0.000163014	0.0	0.0	0.0	0.000371185	0.000795655	0.0	0.0	0.0	0.0	0.000304967	0.0	0.0	0.000263334	0.000218914	0.0	0.0	0.0	0.000512436	0.0	0.0	0.0	8.27441e-05	0.0	0.0	0.0	0.0002168	0.00101033	0.0	0.0	0.000451891	0.0	0.0	0.000545507	0.000539649	0.000284079	0.0	0.0	0.000508047	0.000608078	0.000547638	0.0	0.0	0.0	0.000339064	0.000574005	0.0	0.000414492	0.0	0.000550589	0.0	0.0	0.0	0.000403481	0.0	0.0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.00189634	0.00231021	0.000447122	0.00114341	0.00240686	0.000637925	0.00164257	0.00354817	0.000863264	0.00188893	0.00105455	0.00117798	0.00179802	0.00148774	0.00257761	0.00149504	0.00354238	0.00122785	0.00218368	0.00315488	0.0	0.00331343	0.00241324	0.0030799	0.000943871	0.00160632	0.00335298	0.000414054	0.000871654	0.0	0.000705648	0.000981762	0.000349706	0.000417692	0.000547501	0.00118277	0.00215985	0.000947081	0.000973793	0.00121747	0.0	0.0015876	0.00127895	0.00184998	0.0023371	0.0	0.00344616	0.0	0.00135367	0.00102285	0.000908821	0.00244512	0.00149458	0.00119841	0.0	0.00182105	0.0	0.00120916	0.000778015	0.00170694
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.000978761	0.00180808	0.0	0.00297387	0.0023436	0.00167823	0.00169236	0.00187914	0.000967492	0.00180484	0.00235522	0.00290609	0.00161264	0.00171884	0.00283605	0.00122828	0.00264217	0.000251295	0.00256977	0.00367103	0.00408183	0.00274964	0.00113919	0.00353454	0.00423015	0.0018629	0.00170748	0.000686192	0.0014052	0.000336676	0.0	0.00305664	0.000111858	0.000160097	0.0	0.000630518	0.00124674	0.00313513	0.000794911	4.83395e-05	0.0	0.00075909	0.00274874	0.000532794	0.00241216	0.0	0.00135602	0.0	0.00101911	0.0007431	0.000333356	0.00077242	0.000323079	0.000791107	0.000197642	0.00197126	0.0	0.000159897	0.000413841	0.000363441
PPGPPMET-PWY: ppGpp metabolism	0.000254889	0.000326024	0.0	0.0	0.00224797	0.0	0.000287553	0.00176215	0.000925032	0.00349755	0.0	0.000197033	0.0006041	0.00029275	0.00141661	0.0	0.00224311	0.0	0.000550118	0.000446152	0.0	0.00135791	0.00018461	0.000432308	0.0	8.14296e-05	0.00102446	0.0	0.000116173	0.0	0.00022593	0.0	0.0	0.0	0.0	0.000796523	0.000685016	0.000934696	0.000598256	0.000609113	0.0	0.000674256	0.0	0.0	0.000513354	0.0	0.000646241	0.0	0.000268072	7.4466e-05	0.00024473	0.000414224	0.0001823	0.0	0.0	0.000161767	0.0	3.10101e-05	0.000199281	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0.0	0.0	0.0	0.0	0.000555527	0.0	0.0	0.000718877	0.0	0.0	0.0	0.0	0.0	0.0	0.000152997	0.0	0.00128847	0.0	0.0	0.0	0.0	0.00013247	0.0	0.0	0.0	0.0	0.000171426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.72211e-05	0.000316485	0.0	0.000192586	0.0	0.0	0.0	0.0	0.00052496	0.0	0.0	0.0	0.0	0.000276981	0.0	0.0	0.0	0.0	0.0	0.0	0.000136161	0.0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.00200341	0.00239665	0.0	0.000962095	0.00341681	0.0	0.000959473	0.00295901	0.0	0.00204519	0.000592512	0.00072537	0.00215089	0.000896934	0.00264506	0.0	0.0024303	0.0	0.000996686	0.00197291	0.0	0.00278593	0.0	0.00194432	0.0	0.00217747	0.0016638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118108	0.00187688	0.0	0.000832595	0.000916298	0.0	0.00177383	0.0	0.0	0.0	0.0	0.00192081	0.0	0.0	0.0	0.00108303	0.000764078	0.0010313	0.0	0.0	0.0	0.0	0.0	0.000738096	0.0
PWY-1042: glycolysis IV	0.0113401	0.0109276	0.0143429	0.0102478	0.00786424	0.0124405	0.0104561	0.00820958	0.0124509	0.00879315	0.00884463	0.0100957	0.00912699	0.0123201	0.00712516	0.0129346	0.00772901	0.0143977	0.00933885	0.00677078	0.0130042	0.00637511	0.0121306	0.00624302	0.0113735	0.00805731	0.00984218	0.0136837	0.016552	0.0156869	0.0204873	0.011173	0.0214691	0.0242935	0.0253974	0.0156722	0.0103557	0.0121475	0.0154449	0.0255952	0.0305111	0.0158451	0.0107439	0.0190409	0.0116055	0.0304943	0.00861871	0.0235463	0.0103463	0.0139216	0.0197638	0.0073381	0.0189092	0.0140215	0.0221731	0.0107091	0.0183875	0.019199	0.0240491	0.0183839
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.00290319	0.00200898	0.00245454	0.0028367	0.00265972	0.00204567	0.00349371	0.00409648	0.000954311	0.00308976	0.00362874	0.00294403	0.00238602	0.00377027	0.00326428	0.00323443	0.0028961	0.00164661	0.0035212	0.00360593	0.00308655	0.00310734	0.0040891	0.00414321	0.00228069	0.00305494	0.0048782	0.00457814	0.0049196	0.00145439	0.00801515	0.00435434	0.00838192	0.00893093	0.0105969	0.00567606	0.00263086	0.0044163	0.00635907	0.00911227	0.0132024	0.00754812	0.00660005	0.00519226	0.00546443	0.00813527	0.00492523	0.00885506	0.0055939	0.00342575	0.0065063	0.0118217	0.00702748	0.00383791	0.00885677	0.0028644	0.00708419	0.00948133	0.0103929	0.00650914
PWY-1501: mandelate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62793e-05	0.0	8.58946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	0.0	0.000313811	0.0	0.0	8.08976e-05	0.0	0.000474618	0.000184975	0.00320231	0.0	0.000394872	0.0	0.000627026	0.000143319	0.000542158	0.0	0.000658903	0.000758345	0.000147095	0.00186561	0.00189073	0.0	0.000925067	0.00185393	0.000614327	0.00036958	0.0	0.0	0.0	0.00162451	0.000169202	0.0	0.0	0.0	0.0	0.000265268	0.000283011	0.0	0.000240831	0.0	0.0	0.000178423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000472736	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	0.0	0.0	0.0	0.0	0.000139018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24266e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000251589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.00183541	0.00250571	0.000301776	0.00051767	0.00343578	0.000447551	0.00105667	0.00364817	0.000942646	0.0035281	0.000698586	0.000572796	0.00111087	0.00123576	0.00272422	0.000999304	0.00237079	0.000318922	0.00170672	0.000259758	0.000959347	0.00177505	0.00185949	0.000196186	0.000613838	0.00157223	0.0029574	0.000425232	0.000662567	0.0	0.00111043	0.0	0.000214151	0.000741168	0.000209918	0.00158898	0.00355178	0.00127016	0.000799699	0.000814737	0.0	0.00211026	0.000351228	0.00332698	0.00355748	0.000221016	0.00300614	0.000526747	0.0024404	0.000369322	0.000397428	0.000535801	0.00143358	0.00163086	0.000497044	0.00224704	0.000411745	0.000184724	0.000488145	0.00259069
PWY-2941: L-lysine biosynthesis II	0.000620707	0.00057883	0.00174846	0.0048877	0.000674232	0.00284237	0.00359477	0.00039422	0.000577896	0.0016085	0.00611424	0.00539989	0.00379962	0.00330734	0.00120732	0.00123784	0.00140983	0.00142233	0.00221521	0.000398084	0.00606613	0.00230607	0.00127521	0.000307219	0.00383641	0.00412754	0.000172722	0.00248866	0.00203865	0.0021389	0.0	0.0040513	0.00116946	0.00213474	0.000644099	0.000629788	0.00147681	0.00376168	0.00255902	0.000885863	0.000418789	0.00135455	0.00593648	0.00373499	0.00249718	0.0	0.000577529	0.00101699	0.0	0.000488034	0.000501216	0.0029919	0.0	0.00317039	0.000580823	0.000923439	0.0	0.0	0.00163671	0.00366334
PWY-2942: L-lysine biosynthesis III	0.00792204	0.00662253	0.00958583	0.0100271	0.00480313	0.0120507	0.00989993	0.00518376	0.00572505	0.0054473	0.010475	0.0100155	0.00879045	0.00991537	0.0047889	0.0130553	0.00538406	0.00997071	0.00815551	0.00437882	0.00999239	0.00477919	0.00758282	0.00447397	0.0105888	0.0085055	0.00697838	0.0105845	0.0118967	0.0112196	0.0118989	0.00889584	0.0131755	0.0133553	0.0151101	0.00982844	0.00648205	0.00764889	0.0120909	0.012644	0.0175253	0.0114977	0.00910199	0.0095799	0.00599481	0.0150182	0.00613199	0.0123517	0.0086361	0.00999478	0.0121253	0.00529735	0.0104585	0.00933198	0.0128099	0.00738869	0.0127528	0.0123876	0.0131502	0.00959823
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.00495162	0.00512199	0.00603808	0.00502693	0.0047126	0.00471348	0.00489571	0.00496109	0.00265616	0.00424909	0.00526297	0.00498121	0.00473936	0.0049301	0.00510669	0.0042056	0.00519777	0.0057869	0.00463594	0.00593157	0.0065986	0.00524913	0.00598563	0.0059172	0.00558984	0.0045061	0.00581327	0.00752453	0.00539506	0.00567836	0.0060849	0.00787961	0.00448148	0.00524283	0.00262976	0.00584783	0.00583335	0.00778219	0.00433094	0.0032826	0.0	0.00395533	0.00465663	0.00885319	0.00510052	0.00159099	0.00453713	0.00565358	0.00805177	0.00544957	0.00574295	0.00571381	0.00445196	0.00866779	0.00564381	0.00649533	0.00542303	0.00647601	0.00550866	0.00866192
PWY-3801: sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	0.0	0.00028969	0.0	0.0	0.000780684	0.0	0.0	0.0	0.0	0.0	0.0	0.000132728	0.0	0.00140885	0.0	0.0	0.0	0.0	0.000102803	0.0	8.38511e-05	0.0	0.0	0.000172791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000243007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000916311	0.0	0.0	0.0	0.000637047	0.000181978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3841: folate transformations II (plants)	0.0125298	0.0120983	0.0152764	0.0117257	0.00496654	0.014783	0.0111438	0.00632957	0.0301707	0.00683762	0.0119543	0.0123432	0.0129705	0.0113123	0.00469449	0.0174369	0.00496848	0.0187758	0.00859085	0.00376368	0.0102695	0.00457974	0.0150492	0.00369233	0.0122672	0.0105317	0.00657715	0.0137392	0.0138657	0.0191244	0.0132128	0.00990266	0.0137772	0.0117124	0.0139784	0.0105133	0.00931223	0.00900263	0.0109031	0.0134931	0.0168807	0.0107105	0.0103242	0.0110976	0.00741829	0.0129998	0.00922628	0.0141996	0.0101352	0.0135023	0.0121801	0.00630509	0.0122301	0.0142996	0.0139645	0.0121448	0.0130662	0.013456	0.0133013	0.0110255
PWY-4041: &gamma;-glutamyl cycle	0.00156719	0.00191704	0.000205878	0.000760949	0.00315437	0.000630814	0.0013617	0.00246792	0.00117237	0.00322966	0.00117834	0.000630925	0.00148105	0.000942403	0.00359844	0.00051903	0.00388538	0.0	0.00208655	0.00488977	0.0	0.00367856	0.000793852	0.00496471	0.00104345	0.00193075	0.00234544	0.000585298	0.000586689	0.000151206	0.000287379	0.000296559	0.00014659	0.000111296	0.000223294	0.0005688	0.00196574	0.000813721	0.00101708	0.000382542	0.0	0.00199456	0.000392769	0.00107288	0.003554	0.0	0.00163299	0.000176262	0.00200751	0.00113109	0.000233076	0.000919024	0.000700761	0.00199711	0.0	0.00155382	0.000254338	7.74067e-05	0.00040582	0.00101168
PWY-4984: urea cycle	0.00127553	0.0	0.000371911	0.00304451	0.00223196	0.00236664	0.00335809	0.000624657	0.00124911	0.000770628	0.00365899	0.00314458	0.0022084	0.00319182	0.00171954	0.00293107	0.00178964	0.000773486	0.00218958	0.000210368	0.00574146	0.000428072	0.000507358	0.00011763	0.00205525	0.00291031	0.00371621	0.00447285	0.0031677	0.0	0.00017509	0.00401944	0.000349386	0.0	0.000528208	0.0	0.00077234	0.00109748	0.000478148	0.000256664	0.0	0.0	0.00197898	0.00324094	0.000898892	0.0	9.45675e-05	0.0	0.00417619	0.00057074	0.0	0.000411588	0.0	0.00118483	0.0	0.00534242	0.0	0.00036885	0.00238907	0.00179318
PWY-5004: superpathway of L-citrulline metabolism	0.000599774	0.0	0.0	0.000280349	0.0	0.000135928	0.000211165	8.09666e-05	0.0	0.0	0.0	0.000237081	0.000510433	0.000347815	0.0	0.0	0.0	0.0	0.0	6.81615e-05	0.0	0.0	0.0	6.10711e-05	0.0	0.000688226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000135615	0.0	8.03212e-05	0.0	0.0	0.0	0.000345262	0.0	0.0	0.0	0.0
PWY-5005: biotin biosynthesis II	0.00106328	0.000867209	0.00150879	0.00160564	0.000151523	0.00132166	0.00121351	0.00151782	0.0	0.000469644	0.00137478	0.00133967	0.00136791	0.00121698	0.000261626	0.000920491	0.000855635	0.000430501	0.000883039	0.0	0.000787171	0.00084288	0.000789832	0.0	0.00162423	0.00138769	0.000383467	0.0	0.00108412	0.000459011	0.00016324	0.0	0.00060822	0.000436304	0.0	0.000350346	0.000586252	0.00043545	0.00101142	0.0	0.0	0.0	0.0	0.00128356	0.0	0.0	0.00169545	0.0	0.00161168	0.000741435	0.000307059	0.000578171	0.000728982	0.0	0.0	0.00220469	0.000252544	0.000321295	0.00147734	0.00119048
PWY-5022: 4-aminobutanoate degradation V	0.00076783	0.000287483	0.0	0.000526403	0.0	0.000404802	0.000788323	0.000452506	0.000569868	0.00144739	0.000773929	0.000374256	0.00123211	0.000900335	0.00119187	0.0	0.00142832	0.0	0.00143475	0.0	0.0	0.000637887	0.000671776	0.000222433	0.0	0.00111785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145423	0.0	0.0	0.000193329	0.0	0.0	0.0	0.00121346	0.0	0.0	0.0	0.0
PWY-5028: L-histidine degradation II	0.0	0.0	0.0	0.0	0.000187526	0.0	0.0	0.000678459	0.0	0.0	0.0	0.0	0.0	0.0	3.92709e-05	0.0	7.68862e-05	0.0	0.0	0.0	0.0	8.69055e-05	0.0	0.0	0.0	0.0	0.000654871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5030: L-histidine degradation III	0.00112531	0.0	0.000560924	0.00513053	0.000373261	0.00393384	0.00292698	0.000283004	0.00611298	0.00460529	0.00464515	0.00489546	0.00268535	0.00288584	0.00150894	0.00217971	0.00108241	0.000397498	0.0039502	0.000178417	0.00495968	0.000604127	0.00174965	0.000234553	0.00557757	0.00293416	0.000693296	0.00533839	0.00321803	0.0	0.000215196	0.00481145	0.00029614	0.0	0.0	0.0	0.00107939	0.0043716	0.000823351	0.000888919	0.0	0.0	0.00756064	0.000550077	0.00129011	0.0	0.0	0.0	0.00486288	0.000771417	0.0	0.000446521	0.0	0.000570875	0.000199204	0.00340812	0.0	0.000237087	0.000839164	0.000386111
PWY-5088: L-glutamate degradation VIII (to propanoate)	0.0	0.0	0.0	0.0	0.000214797	0.0	0.000170553	0.0	0.0	0.0	0.0	0.000153592	0.000295296	0.000159295	0.000496198	0.0	0.0	0.0	0.000274435	0.0	0.0	0.000575482	0.0	0.0	0.0	0.00034424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000242926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5097: L-lysine biosynthesis VI	0.00813685	0.00663628	0.0108577	0.00925008	0.00476621	0.0111225	0.00980148	0.00547335	0.00636162	0.00510001	0.00930944	0.00915026	0.00847979	0.0099268	0.00476476	0.0122581	0.00553989	0.0125725	0.00828784	0.00422414	0.0100061	0.00475713	0.00812765	0.00423898	0.00966408	0.00763031	0.00817416	0.0119377	0.0118923	0.0128561	0.0128527	0.00940889	0.0140914	0.0143588	0.0152729	0.0100736	0.00695654	0.00806321	0.0130087	0.0128406	0.018237	0.0118032	0.0085272	0.0103804	0.00719068	0.0156338	0.00641069	0.0136818	0.00855724	0.0105933	0.0127035	0.0059484	0.0117845	0.00993007	0.0139212	0.00914246	0.013317	0.0127681	0.0136841	0.0101289
PWY-5100: pyruvate fermentation to acetate and lactate II	0.00230417	0.00287293	0.00469072	0.00161367	0.00217728	0.0015139	0.00200103	0.00214207	0.0030773	0.00218057	0.00253232	0.00170106	0.00202357	0.0020547	0.00197232	0.00260999	0.00347577	0.00109207	0.00142222	0.00240072	0.00272869	0.00238615	0.00622551	0.00229946	0.00225856	0.00168877	0.00191599	0.00119731	0.00189059	0.00153301	0.00353466	0.00314565	0.00236782	0.00367875	0.00182464	0.00396744	0.00365672	0.00301566	0.00411834	0.00455902	0.00153405	0.00411987	0.000185846	0.00684926	0.00362584	0.00205004	0.00243489	0.000960778	0.00246279	0.00621119	0.00601871	0.00218507	0.00308917	0.00410249	0.000464373	0.00148451	0.00499857	0.00370372	0.00296174	0.00701814
PWY-5103: L-isoleucine biosynthesis III	0.00693394	0.00704222	0.010159	0.00680823	0.00615931	0.00717187	0.00825179	0.00621085	0.00346447	0.00662591	0.00637528	0.00660002	0.00534501	0.00864178	0.00612608	0.00657614	0.00531988	0.0109603	0.00658876	0.00791747	0.0099774	0.00609673	0.00698636	0.00790711	0.00747782	0.00508031	0.00616363	0.0120398	0.0113487	0.0112778	0.0166267	0.00973563	0.020582	0.0210562	0.0218087	0.0128664	0.00747417	0.00934373	0.0126126	0.0193441	0.0248263	0.0161461	0.0100093	0.0155358	0.00985899	0.0247525	0.00731565	0.0146466	0.0110872	0.00830577	0.0173425	0.0218862	0.0172863	0.0124785	0.0160783	0.00673852	0.0170534	0.0158783	0.0173548	0.0143599
PWY-5104: L-isoleucine biosynthesis IV	0.000560647	0.0	0.0	0.000229866	0.000836088	0.00025757	0.000386008	0.000342758	0.000480974	0.00205824	0.000888419	0.000318215	0.000745844	0.000386993	0.00132399	0.0	0.000234544	0.000314963	0.000926517	2.07717e-05	0.0	0.000315483	0.000305492	0.0	0.000164115	0.000491755	0.000159164	0.0	0.000202453	0.0	0.0	0.0	8.53486e-05	0.0	0.0	0.0	0.000120066	0.000141438	0.0	0.0	0.0	0.0	0.000387304	0.0	0.000720856	0.0	0.0	0.0	0.0	0.000352788	0.0	0.0	0.0	0.0	0.0	0.00078943	0.000125564	0.0	0.0	0.0
