# Pathway	C10	C15	C41	C46	C6	C9	C11	C12	C16	C18	C19	C1	C20	C21	C22	C23	C24	C25	C26	C28	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C3	C40	C42	C43	C44	C45	C4	C5	C7	H15_1	H18_1	H2_1	H25_1	H26_1	H41_1	H42_1	H50_1	H5_1	H60_1	H61_1	H8_1	H9_1	H32_1	H49_1	H59_1	H78_1	H83_1
PWY-5022: 4-aminobutanoate degradation V	5.1216e-05	0.000236979	0.000319293	0.000266529	0.000606726	0.000286049	0.00146013	0.000259497	0.00103656	0.000287986	0.000277485	0.000389398	0.000242585	0.000242618	0.000480861	0.000868504	0.00257475	0.000696246	0.000206492	0.0003433	0.000344481	0.000669095	0.000286903	0.00016279	0.00239351	0.000201474	0.00015017	9.64622e-05	0.000195471	0.000120025	0.000574354	0.000578948	0.000241749	0.000270381	0.000776411	0.000941695	0.000215925	0.000333821	0.000749738	0.000305764	0.000128533	0.00109948	0.000308606	0.00093555	0.000862375	0.000536437	0.000261478	0.00199634	0.000523891	0.000223261	0.000414581	0.0	0.00129449	0.0	0.000939527	0.000197975	4.9221e-05
PWY-5028: L-histidine degradation II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5030: L-histidine degradation III	0.000153884	0.00109286	0.0022128	0.000623186	0.00226743	0.00699745	0.00157731	0.00444728	0.00153366	0.000735997	0.000742828	0.00225747	0.000371789	0.000609848	0.00219884	0.00113333	0.000666042	0.00181688	0.001069	0.0012174	0.00564312	0.00383388	0.000580144	0.000889085	0.00161894	0.00321689	0.000242449	0.00150876	0.00060239	0.000107803	0.00209505	0.00262605	0.000725665	0.000394919	0.000959078	0.00119996	0.00227456	0.00510131	0.00139008	0.000920693	0.000726712	0.00100381	0.00164134	0.00191037	0.00239993	0.000613596	0.00123961	0.00172503	0.00449732	0.0011177	0.0037535	0.0088116	0.00290774	0.00910425	0.000802163	0.00257349	0.00425118
PWY-5055: nicotinate degradation III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5088: L-glutamate degradation VIII (to propanoate)	0.0	0.0	0.0	0.0	1.56742e-05	0.0	0.0	0.0	5.49258e-05	0.0	0.0	0.0	0.0	0.0	4.21377e-05	5.5107e-05	0.0	4.44808e-05	1.40445e-05	3.83089e-06	2.55341e-05	4.31962e-06	0.000378008	0.0	4.10173e-05	0.0	0.0	0.0	0.0	4.86042e-06	0.0	8.98013e-06	0.0	2.94475e-05	4.39519e-06	2.81248e-05	0.0	1.88987e-05	5.30175e-06	0.0	0.0	0.0	0.0	0.000132445	0.0	0.000159549	7.68765e-06	1.57313e-05	0.000112501	0.0	0.0	0.0	0.00021155	0.0	5.93556e-05	7.96523e-06	0.0
PWY-5097: L-lysine biosynthesis VI	0.0112777	0.0102323	0.0112613	0.0145896	0.0107352	0.00974359	0.0058188	0.00912818	0.00833931	0.0106969	0.0110194	0.010918	0.0124649	0.0106823	0.00960852	0.0072641	0.00651154	0.00972983	0.0102345	0.0111688	0.00870728	0.00866394	0.00615049	0.0106674	0.00632848	0.00897154	0.0121447	0.012355	0.0111974	0.00844271	0.0100432	0.0101355	0.0120315	0.0104609	0.0118332	0.0112426	0.0115859	0.00937059	0.0112348	0.0104965	0.011346	0.00518433	0.00998929	0.00854417	0.00709012	0.00740427	0.0102818	0.00493788	0.00755557	0.00991799	0.0107199	0.00402757	0.00567957	0.00773592	0.00745498	0.00998592	0.00955524
PWY-5100: pyruvate fermentation to acetate and lactate II	0.00441907	0.00317187	0.00372713	0.00347367	0.00519856	0.00183238	0.00337461	0.003608	0.00545992	0.00233001	0.00536749	0.00274941	0.0055627	0.00518402	0.00447189	0.00398375	0.0028396	0.00256488	0.00437018	0.00280931	0.00307268	0.0037338	0.00242588	0.0034004	0.00288476	0.00399203	0.00500193	0.00312808	0.00366457	0.00570432	0.0061565	0.00255649	0.00393761	0.00433672	0.0022869	0.00338457	0.00374753	0.00235905	0.00448583	0.00436541	0.00417282	0.00333263	0.00313507	0.00345791	0.00495346	0.00395346	0.00338417	0.00280366	0.00232718	0.00389205	0.00289303	0.00484655	0.00283414	0.00432172	0.00267644	0.00358371	0.00280606
PWY-5103: L-isoleucine biosynthesis III	0.0134981	0.0109195	0.0146455	0.0169118	0.00765988	0.00740809	0.00543384	0.00743882	0.00756078	0.00810322	0.0131882	0.0104107	0.0137378	0.0102294	0.00765559	0.0073286	0.00617537	0.00850131	0.0101999	0.00971306	0.00907017	0.00857578	0.00778058	0.00858159	0.00597571	0.00753332	0.0136919	0.0164215	0.0117842	0.0082456	0.00980134	0.0106669	0.0137447	0.0110726	0.0084812	0.0127166	0.0142697	0.00807636	0.0137765	0.012421	0.0121279	0.00570485	0.0064821	0.0106438	0.00785473	0.00883354	0.00808325	0.00555666	0.00815992	0.0088199	0.00742043	0.00422551	0.00660349	0.00728889	0.00963115	0.00983779	0.00611591
PWY-5104: L-isoleucine biosynthesis IV	0.00030816	0.0	0.000113234	4.71468e-05	3.8732e-05	0.000143971	0.00122524	0.0	0.000788395	1.29212e-05	0.0	0.0	1.72383e-05	0.0	0.000184602	0.000797456	0.0009855	0.000504078	3.03885e-05	0.000122332	9.46657e-05	4.92549e-05	0.00053571	0.0	0.00047281	6.00263e-05	1.03956e-05	0.0	0.0	1.4644e-05	5.3359e-06	0.000478906	0.0	0.000200686	3.9447e-05	0.000314395	1.21049e-05	0.00013633	0.000113549	8.42923e-05	0.0	0.00138027	2.89699e-05	0.000532482	0.000781312	0.000117537	5.50803e-05	0.00152353	2.47104e-05	0.000341998	0.000405628	0.0	0.0014475	0.0	0.000499358	5.94047e-05	0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.000606282	0.0018076	0.00243204	0.000836621	0.00352254	0.00705319	0.0023501	0.0042167	0.00202267	0.00106487	0.00134342	0.0019093	0.000640464	0.000832854	0.00174359	0.00179229	0.00221898	0.00199576	0.00168076	0.0010029	0.000527587	0.00252868	0.00133821	0.000988302	0.00130945	0.00389311	0.000730979	0.00197028	0.00142867	0.000863025	0.00229887	0.00218396	0.000682291	0.000701017	0.00128323	0.00215	0.00272574	0.00353058	0.00177309	0.00304654	0.00159779	0.00300111	0.00166181	0.00174124	0.000896246	0.00167573	0.00167021	0.0023666	0.00433268	0.00160594	0.00092375	0.00857512	0.00279254	0.00712171	0.00136881	0.00249582	0.00230317
PWY-5130: 2-oxobutanoate degradation I	7.92848e-05	0.000134909	0.000485061	0.000104981	0.000582037	0.000114226	0.000479096	0.00180753	0.000499294	0.000500054	0.000143327	0.00103271	0.000142804	9.06593e-05	0.00117565	0.000411849	7.21743e-05	0.000719719	0.000814281	0.00060206	0.000165539	0.00193924	0.000284642	8.62311e-05	0.000434653	0.00103023	9.66743e-05	0.000637489	9.57094e-05	1.39472e-05	0.000948122	0.000558185	0.000495053	4.25032e-05	0.000190747	0.000306712	0.000852624	0.000273708	0.000713134	0.000631837	0.000252846	0.000388217	0.000424793	0.000871696	0.0	0.000468738	0.000384285	0.000153928	0.00153441	0.0	0.00133827	0.0	0.000505512	0.0	0.000538624	0.000632251	0.00138306
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	0.000485109	4.57825e-05	0.000182511	0.000147778	0.000256379	0.000543005	0.00336857	0.000133072	0.000994395	7.31555e-05	0.000236006	4.13743e-05	0.000115341	0.000118558	0.000606234	0.00147449	0.00301135	0.000841293	0.000202856	0.000292577	0.000475954	0.000637006	0.00383675	0.000196949	0.00350136	0.000331853	0.000134551	0.000192198	0.000116441	0.00234961	9.03167e-05	0.000556411	2.66582e-05	0.000539744	0.000144659	0.000580268	0.000107246	0.000581078	0.00012775	0.000437045	0.000170851	0.00379832	0.000232918	0.00189149	0.00227766	0.00170572	0.000378817	0.00293232	0.00115898	0.000504367	0.00133014	0.0	0.00291952	0.0	0.00275433	0.000232139	0.000234817
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	0.000219339	0.0	3.44554e-05	8.2471e-06	8.81709e-06	7.53215e-05	0.000872489	0.0	0.000384117	0.0	2.1885e-05	0.0	4.52418e-06	0.0	9.33246e-05	0.000769929	0.00060694	0.000316182	1.36977e-05	1.20044e-05	0.00016439	0.000290383	0.00147893	0.0	0.0006229	2.51424e-05	2.40272e-05	0.0	0.0	0.00103898	0.0	0.000125524	0.0	0.000162688	1.80213e-05	7.9299e-05	0.0	8.33331e-05	1.34317e-05	2.31781e-05	2.89048e-05	0.000659988	6.11951e-06	0.00101421	0.000776225	0.000696248	5.23941e-05	0.000732445	0.000278768	0.0	0.000130323	0.0	0.000288097	0.0	0.0005673	3.46561e-05	0.0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.00683842	0.00775222	0.00599504	0.00656802	0.00579754	0.00364338	0.0058036	0.00533684	0.00370366	0.00432578	0.00800601	0.00794549	0.00795089	0.00771478	0.00271379	0.00329843	0.00437007	0.00317124	0.00850902	0.00721397	0.00501808	0.0048142	0.00565603	0.00735571	0.0036428	0.00476622	0.00811842	0.00620578	0.00810314	0.00474605	0.00498405	0.00613773	0.00723109	0.00746747	0.00437814	0.00710978	0.00629577	0.00658597	0.00848555	0.00709203	0.00558408	0.00339714	0.00324063	0.00546762	0.0042713	0.00613031	0.00603262	0.00353795	0.00403547	0.00511559	0.00227324	0.000606206	0.00317041	0.0	0.00460362	0.0071466	0.00537622
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0.000137532	0.0	0.0	0.0	0.0	0.0	0.00144638	0.0	0.000406123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93867e-05	0.0	0.0	0.0	0.000105381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205167	0.0	0.000278049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136705	0.0	0.0	0.00243664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.00186873	0.00207328	0.00156143	0.00151151	0.00166892	0.00111226	0.00258356	0.0022941	0.00257766	0.00197852	0.00190816	0.00192284	0.00154902	0.00200174	0.00338614	0.00237913	0.00352506	0.00417406	0.00240747	0.00216605	0.00197806	0.00204374	0.00271928	0.00202162	0.00253383	0.00250795	0.00220681	0.00127554	0.00235549	0.00234602	0.00196273	0.00249599	0.00133176	0.0017212	0.00173793	0.00270246	0.00158552	0.00225076	0.00172071	0.00155695	0.00107374	0.00224977	0.00235365	0.00190729	0.00260452	0.00255537	0.00112465	0.00295642	0.0014399	0.00230858	0.00164612	0.00311914	0.00238352	0.0	0.00242672	0.00248612	0.00106856
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0.000414598	0.000148638	6.56317e-05	4.77267e-05	4.28864e-06	0.000112848	0.00125849	0.000852322	0.000467938	4.9444e-05	0.000252217	8.66003e-05	0.000140379	0.000253429	0.000329433	0.000776764	0.00173074	0.00042956	0.000221797	0.000108985	7.58509e-05	0.000316547	0.00146898	4.45311e-05	0.00123045	4.55293e-05	0.000153843	3.39008e-05	4.45798e-05	0.000946327	3.01674e-05	0.00101774	0.0	0.000354222	2.32487e-05	0.000330342	5.85806e-05	6.6985e-05	6.39179e-05	0.000322602	3.05733e-05	0.00183761	0.000127129	0.0010143	0.000749497	0.000996097	0.000221277	0.00165652	0.000398181	0.0	0.000306879	0.00163602	0.0021063	0.0	0.00126392	0.000474637	3.70244e-05
PWY-5198: factor 420 biosynthesis II (mycobacteria)	5.43516e-06	0.000101998	0.0	0.0	0.0	0.0	0.0	0.000583354	6.06104e-05	4.03759e-05	6.78868e-05	5.72358e-05	0.000117565	0.000120486	5.27349e-05	6.52359e-05	0.0	0.00014414	6.43974e-05	5.51793e-05	0.0	0.0	3.67312e-05	7.69795e-05	4.16726e-05	0.0	8.41079e-05	0.0	3.54878e-05	2.63431e-05	1.88987e-05	3.42732e-05	0.0	1.1947e-05	1.8615e-05	1.84128e-05	0.0	5.68341e-05	0.0	0.0	0.0	0.0	0.000101759	2.17572e-05	0.0	0.0	2.55744e-05	0.0	0.0	0.000138736	0.000109248	0.0	0.0	0.0	0.0	0.0	7.57257e-05
PWY-5209: methyl-coenzyme M oxidation to CO2	4.31148e-06	9.9431e-05	0.0	0.0	0.0	0.0	0.0	0.000595717	4.40049e-05	3.5446e-05	6.67367e-05	4.98789e-05	9.78673e-05	9.65379e-05	5.23647e-05	6.34342e-05	0.0	0.000130966	6.68155e-05	5.12673e-05	0.0	0.0	3.8461e-05	5.95121e-05	3.16599e-05	0.0	7.70798e-05	0.0	2.95108e-05	2.32506e-05	1.56633e-05	2.66774e-05	0.0	5.80584e-06	1.61985e-05	2.1268e-05	0.0	4.50182e-05	0.0	0.0	0.0	0.0	8.41153e-05	2.17211e-05	0.0	0.0	1.7621e-05	0.0	0.0	9.78786e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.16058e-05
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0.00259149	0.000228646	0.0	0.0	0.000164848	4.07204e-05	0.0	0.0	6.64511e-05	0.000148166	0.0	0.0	0.000664506	0.00158011	6.62573e-05	0.000140306	0.0	0.000548715	0.0	0.000351253	6.76587e-05	2.58084e-05	0.000241239	0.0	0.000115132	0.0	0.0	0.0	0.000799619	2.75669e-05	0.000517709	0.00010896	0.00112383	0.0	0.0	0.0	0.000208706	0.00015828	0.0	0.000483032	0.000273197	0.000773533	0.0	0.0003703	0.000393105	0.000960361	0.0	0.00256245	3.17933e-05	0.00177355	0.0	0.0	0.0	0.0	0.000163618	0.00014781	0.0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.00136128	0.00306472	0.00383829	0.00227755	0.000178282	0.000744009	0.00329463	0.00128166	0.00275584	0.00107404	0.000207658	0.00113876	0.000242223	0.000204348	0.000931874	0.0034999	0.00310194	0.00194453	0.00374221	0.00347162	0.000637098	0.00121991	0.00373263	0.00167946	0.00375098	0.000338491	0.00257788	5.21408e-05	0.000614434	0.00304018	0.00136091	0.00164352	0.0	0.00259941	0.000912122	0.00372127	0.000131894	0.00109781	0.000325801	0.000598168	0.000367652	0.00286796	0.000356507	0.00271695	0.00421746	0.00292822	0.000585965	0.0029513	0.00234613	0.000262501	0.00246838	0.000709534	0.00303216	0.0	0.00242801	0.000414044	0.00136716
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.00108012	0.000133302	0.000121134	7.57688e-05	0.000166014	0.000254241	0.00308034	0.000301596	0.0010351	8.76199e-05	0.000133205	8.54912e-05	9.91191e-05	0.000177975	0.000554305	0.00245859	0.00300016	0.00137076	0.000155592	0.000234906	0.000166284	0.000600621	0.00327352	0.000102304	0.00241084	0.00022705	0.000105949	1.2062e-05	0.00011872	0.00254483	8.89092e-05	0.000749146	0.000112789	0.000601134	9.15457e-05	0.000583135	7.59671e-05	0.000317156	0.000433003	0.000261712	0.000243571	0.00355436	0.000321955	0.00207114	0.00255926	0.00184517	0.000243394	0.00336232	0.000813519	0.000197884	0.000371402	0.0	0.00248965	0.0	0.00267448	0.00014991	7.76654e-05
PWY-5367: petroselinate biosynthesis	0.000551434	0.000105207	0.000173168	7.594e-05	1.95361e-05	7.14589e-05	0.000711044	1.51895e-05	0.000314806	0.000110889	0.000360454	7.37606e-05	0.000246249	0.000217102	6.22713e-05	0.000628338	0.000890222	0.000236711	0.000184877	0.000100004	0.000211638	0.000213702	0.000847866	4.49932e-06	0.000628096	2.38328e-05	3.29705e-05	2.00084e-05	0.000239103	3.21654e-05	0.000147387	0.000134755	0.000251299	0.000149788	1.70568e-05	0.000169613	2.9665e-05	7.57305e-05	0.000168209	0.000297397	6.04665e-05	0.00197409	3.42358e-05	0.000181948	0.00054073	0.000527425	0.000308414	0.00159473	0.000499219	0.00028412	0.0	0.000176303	0.000877952	0.0	0.000887851	7.38228e-05	0.000101069
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.00159738	0.00102664	0.00229976	0.000853764	0.00128969	0.00262993	0.00305973	0.00200446	0.00211147	0.00108307	0.00140912	0.00112698	0.000859161	0.00121641	0.00216874	0.0021391	0.00317479	0.000869656	0.00203445	0.000932095	0.0059028	0.00244217	0.00258891	0.000730257	0.00229206	0.00214166	0.00184425	0.00324022	0.00160186	0.00398386	0.00328186	0.00162569	0.000294616	0.00137145	0.00130205	0.00165604	0.00195247	0.00190086	0.00162923	0.00143525	0.00137948	0.0029352	0.00116637	0.00191463	0.00374869	0.00249456	0.000812423	0.00409056	0.00268525	0.00173872	0.00172225	0.000389303	0.00382778	0.0	0.00257071	0.00164662	0.00143083
PWY-5392: reductive TCA cycle II	2.3656e-05	0.0	0.0	0.0	0.0	1.86721e-05	0.000382957	0.0	0.000186402	8.09092e-05	0.0	1.6244e-05	0.0	0.0	0.0	2.90591e-05	1.97859e-05	0.000313648	0.00014508	5.00349e-06	5.48323e-05	8.40214e-06	0.000154759	0.0	0.000430378	0.0	1.16301e-05	0.0	0.0	9.89955e-06	8.38872e-06	2.95414e-05	5.59464e-05	2.41552e-05	3.84076e-06	4.68745e-05	0.0	1.54621e-05	5.95112e-06	6.28211e-05	0.000123144	2.30664e-05	0.0	6.17953e-05	0.000199842	1.31402e-05	1.65575e-05	1.50364e-05	0.0	0.0	0.0	0.0	0.000169997	0.0	0.00012654	2.48953e-05	2.7311e-05
PWY-5415: catechol degradation I (meta-cleavage pathway)	2.79106e-05	0.0	0.0	0.0	0.0	0.0	5.88658e-06	0.0	2.91487e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36257e-05	0.0	0.0	0.0	6.85341e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12058e-05	0.0	2.09763e-05	0.0	0.0	0.0	2.48057e-05	0.0	0.0	0.0	0.0	0.000110013	0.0	0.0	9.37328e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	2.55589e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82916e-06	0.0	4.10226e-05	0.0	0.0	0.0	5.22987e-05	0.0	0.0	0.00117692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187853	0.0	9.73151e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.03719e-06	0.0	0.0
PWY-5419: catechol degradation to 2-hydroxypentadienoate II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27824e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5420: catechol degradation II (meta-cleavage pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98415e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	2.55589e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82916e-06	0.0	4.10226e-05	0.0	0.0	0.0	5.22987e-05	0.0	0.0	0.00117692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187853	0.0	9.73151e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.03719e-06	0.0	0.0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0.00024276	5.10193e-05	2.10603e-05	2.33036e-05	0.000127914	3.04618e-05	7.6892e-05	0.0	0.00026164	3.60929e-05	0.000113787	0.0	2.35785e-05	0.0	6.49266e-05	0.0	5.05111e-05	0.000257021	0.000162041	8.53993e-05	2.42751e-05	3.53632e-05	7.82631e-06	0.0	2.40368e-05	3.4987e-05	9.27028e-05	0.0	5.05022e-05	0.000165012	0.0	4.11531e-05	1.31167e-05	0.000147561	0.0	0.00028521	2.14058e-05	7.51233e-05	8.88198e-05	0.0	0.000232542	3.33918e-05	7.80887e-05	0.000397803	0.0	0.000201699	0.000102942	8.59691e-05	0.000196715	0.000198541	0.0	0.0	0.0	0.0	8.66063e-05	0.000134001	0.0
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.00286548	0.0038215	0.00286608	0.00241758	0.00413599	0.00409959	0.0048798	0.00515911	0.00424747	0.00332043	0.00249184	0.00315096	0.00236268	0.00291765	0.00328231	0.00439875	0.00478497	0.00475103	0.00225785	0.0033362	0.00459779	0.00437927	0.00459976	0.00350091	0.00545072	0.00308892	0.00146187	0.00194789	0.00319056	0.00458553	0.00535005	0.00394731	0.00281268	0.00323315	0.00314388	0.00256862	0.00186424	0.00454987	0.00198406	0.00345912	0.00344659	0.00521104	0.00436305	0.00337339	0.00530248	0.00496328	0.00279167	0.00524504	0.0043337	0.00425241	0.00461239	0.00836115	0.00531412	0.00673426	0.00477456	0.0036915	0.0027863
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	5.88595e-06	0.0	0.0	0.0	0.0	1.33759e-05	3.25728e-05	1.03637e-05	0.0	0.0	9.44056e-06	2.36945e-05	0.0	0.0	5.93339e-05	0.0	7.10485e-06	3.03396e-05	1.30749e-05	5.7339e-05	0.0	0.0	0.0	1.1801e-05	8.98882e-06	1.82125e-05	0.0	1.12091e-05	1.64077e-05	0.0	1.83045e-05	0.0	0.0	0.0	2.20704e-05	0.0	2.03384e-05	0.0	0.0	1.48964e-05	4.28051e-05	2.31382e-05	0.0	1.40967e-05	0.0	0.0	2.41765e-05	1.16228e-05	2.37089e-05	0.000120607	0.0	0.0	0.0	0.0	1.73995e-05	5.30167e-05	6.79254e-05
PWY-5497: purine nucleobases degradation II (anaerobic)	0.000195178	0.000263054	0.000544847	0.000201727	0.00041729	0.000937344	0.00141045	0.000545739	0.00110079	0.000150523	0.000226268	0.0	0.000115766	0.0001693	0.000793693	0.000472605	0.00128551	0.000882394	0.000382852	0.000308508	0.00163682	0.00124209	0.000891858	0.000220923	0.00151592	0.000805064	0.000170733	0.000224109	0.00012495	0.000309852	0.000231511	0.000632417	0.000209536	0.00030948	0.0002781	0.000167627	0.000214984	0.000829516	0.000315025	0.00036265	0.000166184	0.000964694	0.00045272	0.000906664	0.00123431	0.000530753	0.000423314	0.00128421	0.0018595	0.000473671	0.000317468	7.54779e-05	0.00136876	0.0	0.000739159	0.000292197	0.000413327
PWY-5505: L-glutamate and L-glutamine biosynthesis	0.000685265	0.00150639	0.00219317	0.000820178	0.00144779	0.000370675	0.00148838	0.00145154	0.00142465	0.000864426	0.00125395	0.0021412	0.000558348	0.000783191	0.00130906	0.00154486	0.00147119	0.000691691	0.00137659	0.00130795	0.000969607	0.00154476	0.00119299	0.000955362	0.000423247	0.00129758	0.000504664	0.00280642	0.00109093	0.000573923	0.00176189	0.00139989	0.000497227	0.00117473	0.00137419	0.00110103	0.00204704	0.00107236	0.0018792	0.00134036	0.000747675	0.00165778	0.00104433	0.0013519	0.00117459	0.000781731	0.00195853	0.00108417	0.0011273	0.0012072	0.000503716	0.0	0.00144517	0.0	0.00139136	0.00163706	0.00104124
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54429e-06	0.0	0.0	0.0	8.9945e-06	0.0	3.37805e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000161965	0.0	7.85846e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	0.0	0.0	0.0	0.0	0.0	7.13976e-06	0.0	1.16041e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06114e-05	0.0	0.0	8.68351e-06	5.75296e-05	0.0	0.0	2.68268e-05	8.06589e-06	7.15767e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47897e-05	7.73582e-06	0.0	0.0	0.0	1.0082e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29966e-05
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0.00044762	1.75102e-05	4.83774e-05	3.80408e-05	5.74135e-05	0.000186442	0.00262548	1.44167e-05	0.000845461	1.62952e-05	4.92344e-05	1.25297e-05	0.0	1.92979e-05	0.000263911	0.00125889	0.00218661	0.000641484	7.37262e-05	0.000102008	0.00012443	0.000378203	0.00245996	2.10085e-05	0.00177999	7.643e-05	0.000137108	0.0	0.0	0.0023585	0.0	0.000536784	0.0	0.000400186	8.37651e-05	0.000414415	4.33501e-05	0.000261378	7.55477e-05	8.46473e-05	1.08998e-05	0.00276825	7.42128e-05	0.00129353	0.00154635	0.00126127	0.000146807	0.00240799	0.000700192	0.000129195	0.0	0.0	0.00223066	0.0	0.00209965	8.61248e-05	0.0
PWY-5647: 2-nitrobenzoate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76707e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15037e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.97061e-07	0.0	0.0	0.0	0.0	0.0	0.0	3.4349e-06	0.0	0.0	0.0	0.0	0.0	7.1557e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.95538e-06	0.0	0.0	5.03647e-05	0.0	1.35332e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
