# Pathway	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0.00187608	0.00264746	0.00175696	0.00224122	0.00169282	0.00195079	0.00194532	0.00128325	0.00215608	0.00160085	0.0019267	0.00229124	0.00105285	0.0025403	0.000799108	0.00196953	0.00207743	0.00234868	0.00205029	0.00126867	0.00288881	0.00273485	0.00312715	0.00214532	0.00206157	0.0022902	0.00244169	0.00290889	0.000643575	0.00172034	0.00267205	0.0023816	0.00162622	0.00196604	0.00210302	0.00191699	0.0015518	0.00218741	0.001777	0.00220752	0.0026132	0.00250842	0.00178693	0.00170798	0.00160637	0.0032678	0.00169221	0.00181025	0.00197909	0.00246359	0.00274184	0.00223957	0.00157284	0.00130982	0.0028731	0.00203189	0.00215886	0.00174025	0.00205588	0.00183316	0.00183503	0.0012946	0.00199279	0.00167037	0.00341553	0.00202093	0.00185123	0.00167716	0.00236263	0.00250984	0.0032807	0.00120509	0.000686867	0.00179431	0.00179989	0.00193461	0.000917587	0.00100456	0.002578	0.00179343	0.00168293	0.00196474	0.00142109	0.00181221	0.00112746	0.0018894	0.00235729	0.00230219	0.00213884	0.00257552	0.00145911	0.00201701	0.00263248	0.00231661	0.00112286	0.00165776	0.00243331	0.00224311	0.00115011	0.00253777	0.00232168	0.00135936	0.00215714	0.00139387	0.00220489	0.00134776	0.000741281	0.00121196	0.00157312	0.00215027	0.00309543	0.00191376	0.00181027	0.00121626	0.00113705	0.00251815	0.0018874	0.00248485	0.00121635	0.00264321	0.0013126	0.00197134	0.00172186	0.00305446	0.0014178
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.0	0.0	0.0	0.00024692	1.1461e-05	0.0	0.0	1.44062e-05	0.0	0.0	0.0	0.0	1.13243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55543e-05	0.0	2.12701e-05	9.30677e-05	0.0	0.000101553	0.0	0.000288958	0.0	2.00429e-05	0.0	0.000132717	0.0	0.000147596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000307136	0.0	2.0675e-05	0.0	0.0	1.45768e-05	0.0	0.0	0.0	3.60508e-05	0.0	1.04535e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31213e-05	2.24167e-05	0.0	0.0	9.82016e-05	0.0	0.0	0.0	0.0	0.000296876	0.0	0.000268607	0.0	0.0	1.89683e-05	9.04751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124575	0.0	9.11107e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000317456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000573354	2.90297e-05	0.0	0.0	0.0	0.0	0.000478924	4.32409e-05	0.0	0.000117378	0.0	0.0	0.0	0.0	0.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.00491091	0.00473956	0.00391852	0.00382804	0.00438542	0.00370445	0.00492889	0.00636206	0.00409116	0.00443993	0.00368113	0.00311513	0.00450508	0.00372239	0.00404569	0.00582071	0.00456002	0.00380563	0.00301822	0.00389548	0.0047731	0.00483641	0.0053543	0.00426031	0.00428659	0.00423215	0.00451448	0.00383092	0.00504682	0.00507	0.00521351	0.00350515	0.00433417	0.00267416	0.00322265	0.00369048	0.00217402	0.00467553	0.00391148	0.00357224	0.00371233	0.00410351	0.00392237	0.00437893	0.00365147	0.00614923	0.00262963	0.00337467	0.00462345	0.00440305	0.00436034	0.00515488	0.00276764	0.00333717	0.0057259	0.00305246	0.00524281	0.00278089	0.00312139	0.00397463	0.00578636	0.00277501	0.00617559	0.0042633	0.00601694	0.00335334	0.00267258	0.00339713	0.00367039	0.00462684	0.00471045	0.00294497	0.00326024	0.00425887	0.00407803	0.00454981	0.00503502	0.00202541	0.00450813	0.00275058	0.00282923	0.00293753	0.00340365	0.00334934	0.00202486	0.00257013	0.00667314	0.00526715	0.00310223	0.00373492	0.00437452	0.00267844	0.00503721	0.00424369	0.00383775	0.00403516	0.0040168	0.00321589	0.0041323	0.00431727	0.00364468	0.00335719	0.007102	0.00416665	0.00313492	0.0032691	0.00782743	0.00338271	0.00305539	0.00311761	0.00579257	0.00492076	0.00521974	0.00276833	0.00248422	0.00541542	0.00465356	0.00587775	0.00379828	0.00424393	0.00262171	0.00424093	0.00508695	0.00484391	0.00453136
GLYOXYLATE-BYPASS: glyoxylate cycle	0.0	0.0	3.91318e-05	0.000410868	8.26918e-05	1.24039e-05	1.61241e-05	0.000153697	1.27768e-05	1.95149e-05	0.0	0.0	0.000116292	0.0	0.0	0.000121202	0.0	0.0	2.3085e-05	0.0	0.000663266	0.0	0.000128244	0.000540781	4.59376e-05	0.00110187	1.50295e-05	0.000959357	0.0	0.00025857	0.000146354	0.000662952	2.63424e-05	0.000275393	0.0	0.0	2.21717e-05	0.0	0.0	2.03531e-05	3.78813e-05	0.0	4.05027e-05	0.0	0.000227717	0.00239985	4.75105e-06	0.000263174	1.2148e-05	5.07035e-05	0.000361348	5.20219e-05	7.34291e-05	0.0	0.00195755	7.28568e-05	0.000123319	0.0	0.0	6.0375e-05	0.0	0.00012451	0.0	0.000387631	0.00153862	0.00037904	6.04394e-05	2.59175e-05	0.000135656	0.0	0.0	2.00571e-05	8.36575e-05	0.000812332	0.0	0.000215806	0.0	0.0	0.000497111	0.000780249	0.0	0.0	0.0	0.000104241	0.0	1.56526e-05	3.71163e-05	0.000244899	5.29545e-05	0.000260192	3.30812e-05	0.0	0.0	5.54869e-05	1.04851e-05	0.0	0.000523463	7.31336e-05	4.2816e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.81103e-05	0.0	0.0	2.24596e-05	0.0	0.00256138	0.00011776	0.0	6.24514e-06	4.49049e-05	5.98377e-05	0.000624775	0.000116344	6.44309e-05	0.000353382	0.0	5.50557e-05	2.22447e-05	0.0	0.0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.000870259	0.00103948	0.000431984	0.000516515	0.000293653	0.000312812	0.000328898	0.0002085	0.000221787	0.000830808	0.000205187	0.000344766	0.000525194	0.000446792	0.000872165	0.000404079	0.000156877	0.000346035	0.000425959	9.19016e-05	0.000116416	0.000236018	0.000241673	0.000342866	0.000395189	0.000277553	0.0001535	0.000339689	0.00010416	0.000338971	0.00028824	0.000328448	0.000122292	0.000518773	0.000309751	0.000131739	0.000187327	0.000164742	0.000371127	0.00020085	0.000570722	0.000207448	0.000207417	6.87554e-05	0.000433168	0.000209794	0.000307453	0.000404111	0.000294863	0.000250002	0.000671833	0.000205855	0.000573798	0.00025252	0.000180401	0.000168571	0.00023466	0.000247785	0.000218673	0.00012935	0.000415662	0.000151042	0.000205396	0.000534147	0.000143511	0.000343705	7.70034e-05	0.000487065	0.000275237	0.000280449	0.000123158	0.000151148	0.000560244	0.000159454	0.000379457	0.000677437	0.000292173	0.000372789	0.000249644	0.000428436	0.000210979	0.000138194	8.48982e-05	0.000281586	0.000137373	0.000206669	0.000317331	0.000123354	0.000481581	0.000140104	8.52356e-05	0.000489369	0.00014872	0.000263847	0.000197769	0.00041776	0.00144325	0.000123382	0.000136744	0.000363542	8.95924e-05	0.000620224	0.000384753	0.000260184	0.000335737	0.000195905	0.000167257	0.00017327	0.00042002	0.000168764	0.000773954	0.000242458	0.000559512	7.26758e-05	5.90233e-05	0.000328713	0.000226495	0.000117855	0.000117668	0.000333792	7.5762e-05	0.000153425	9.73479e-05	0.000159414	0.000256227
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	7.72816e-06	0.0	0.0	2.91579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000301196	0.0	5.55531e-05	0.000293049	9.09358e-06	0.000262859	0.0	0.000454148	0.0	0.0	2.28472e-05	0.000114176	0.0	0.0	0.0	0.0	4.37759e-06	0.0	0.0	0.0	7.35687e-06	0.0	3.98346e-06	0.0	8.91262e-05	0.00225987	0.0	3.55586e-05	0.0	0.0	0.0	8.21239e-06	0.0	0.0	0.0013198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5978e-05	0.000515384	7.63171e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.62169e-05	0.000239021	0.0	5.70947e-05	0.0	0.0	7.50737e-05	0.000238433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63264e-06	7.04222e-06	4.82539e-05	0.0	0.0	0.0	1.26282e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154031	2.95493e-05	0.0	0.0	0.0	0.0	0.0	1.45838e-06	0.0	3.18804e-05	0.0	0.0	0.0	0.0	0.0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	4.05018e-05	0.0	0.0	0.000229942	2.90309e-05	5.02314e-05	1.03531e-05	0.000110432	1.43574e-05	1.22908e-05	2.45095e-05	0.0	3.65931e-05	1.22235e-05	6.25293e-05	5.23854e-05	0.0	1.26161e-05	1.18954e-05	0.0	0.000278498	0.0	0.000132464	0.00036425	8.23077e-05	0.00045788	6.94682e-06	0.000946488	5.14224e-05	7.73593e-05	6.79021e-05	0.000261508	1.91158e-05	0.000121035	0.0	0.0	9.0512e-06	5.19034e-05	0.0	0.0	5.91782e-06	4.09018e-06	2.63224e-05	0.0	0.000141875	0.00145926	1.32024e-05	0.000132104	0.0	9.0248e-05	0.000212262	3.79089e-05	0.0	0.0	0.00135323	1.91874e-05	4.88678e-05	1.82573e-05	6.1849e-05	8.23673e-05	0.0	0.0	0.0	0.000142988	0.00077609	0.000124788	1.86982e-05	2.44339e-05	5.72213e-05	0.0	0.0	2.60334e-05	7.41816e-05	0.000333986	0.0	0.000232721	0.0	1.05309e-05	8.15565e-05	0.000325495	0.0	0.0	7.17177e-06	2.34809e-05	0.0	0.0	5.39593e-05	9.50782e-05	3.14234e-05	0.000106172	6.91867e-05	0.0	0.0	5.9124e-05	1.818e-05	2.89969e-05	0.000482786	2.1437e-05	2.33765e-05	0.0	0.0	3.13917e-05	0.0	0.0	2.70908e-05	4.50768e-05	6.39543e-05	0.0	5.35273e-05	0.0	0.00141123	7.09598e-05	1.52137e-05	0.0	0.0	3.94135e-05	0.000766396	6.89045e-05	4.95186e-05	0.00030029	2.21325e-05	0.0	3.65595e-05	0.0	0.000102972
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	0.000244076	5.44893e-05	2.30329e-05	0.000229942	4.62084e-05	0.000157872	6.50421e-05	0.000110432	0.000182245	6.20881e-05	5.83726e-05	9.60717e-05	1.96121e-05	5.53678e-05	0.000584264	0.000212501	0.000166424	0.000149028	0.00010501	0.000100296	0.000380599	0.000183189	0.000242077	0.000379918	0.000283992	0.000623758	1.68001e-05	0.000946488	5.55758e-05	0.000147229	6.79021e-05	0.000249566	0.000137093	0.000306182	0.000244406	0.000205843	9.0512e-06	1.93624e-05	0.0	0.000165752	4.38364e-05	4.58045e-05	2.63224e-05	0.000200349	0.00013521	0.00128168	4.62209e-05	0.000152896	0.0	2.40313e-05	0.000423746	0.000130353	3.22529e-05	8.61885e-05	0.00137328	7.70957e-05	0.000146593	5.64209e-05	0.000202069	0.000156756	2.57654e-05	0.000245642	0.000209616	0.0001536	0.000825379	0.000175057	7.84948e-05	9.79588e-05	0.000207499	0.000102444	0.000168962	8.1339e-05	7.41816e-05	0.000352056	0.0	0.000503963	4.30028e-05	8.30794e-05	0.000236582	0.00040045	9.14852e-05	0.000234102	4.03807e-05	0.000119983	4.46516e-05	7.81561e-05	9.16297e-05	0.000192448	0.000113605	0.000152847	9.36133e-05	0.000164233	0.000104146	0.000484372	6.0833e-05	7.16563e-05	0.000482786	0.000103835	7.82957e-05	8.357e-05	9.3309e-05	0.000361253	0.000115659	9.06901e-05	0.000130209	6.04219e-05	0.000367099	0.000126182	7.98759e-05	0.000156248	0.00126563	0.000109708	5.55729e-05	3.15843e-05	5.55454e-05	0.000125755	0.000766396	0.000179449	0.000205442	0.000871405	0.000104736	3.15086e-05	0.000168045	0.000174194	0.000148901
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	0.000300651	6.41913e-05	0.000430997	0.000366983	6.06809e-05	0.000311745	6.91577e-05	0.000218826	0.000253993	0.000239133	0.000181381	0.000186651	0.000140659	0.000146156	0.000619147	0.000286198	0.000176356	0.000203914	0.000188293	0.000562613	0.000399156	0.000336099	0.000275306	0.000499971	0.00033009	0.000709144	1.84709e-05	0.001031	0.000102358	0.000163044	0.000126206	0.000362004	0.000178908	0.000349752	0.000329706	0.000256688	0.000133245	0.000128332	0.000252257	0.000277093	4.74728e-05	0.000467375	0.000370779	0.000454799	0.000366817	0.00193549	0.000243261	0.000231444	5.87225e-05	0.000198223	0.000458284	0.000267615	0.000322001	0.00022542	0.00175541	0.000262664	0.000459648	0.000211466	0.000309963	0.000189916	0.000167356	0.000351438	0.000305179	0.000214775	0.00124387	0.000210377	9.53393e-05	0.000108244	0.000415132	0.000275226	0.000321427	0.000196148	0.00028592	0.000690622	0.000259215	0.000648635	0.000104794	0.000115968	0.000286533	0.000661891	0.000151975	0.000414107	4.23251e-05	0.000162447	9.68907e-05	0.000363433	0.000119606	0.000452359	0.00016896	0.000345035	0.000225577	0.000230227	0.000227271	0.000594318	0.000374188	0.000282786	0.000779665	0.000216703	0.000395013	0.00022532	0.000113123	0.000329658	0.000198603	0.000113064	0.000245171	0.000152531	0.00037112	0.000353392	0.000171292	0.000277141	0.00181759	0.000324982	0.000314068	0.000298852	0.000295442	0.0001449	0.00116614	0.000240183	0.000224356	0.00081966	0.000328795	0.000200338	0.000684639	0.000223232	0.000252716
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.0	0.000280202	6.87306e-05	0.000719363	0.0	0.0	5.95581e-05	0.000124973	0.0005818	0.0	0.0	0.0	0.000254563	5.60182e-05	0.000585774	0.000113537	0.0	5.13516e-05	0.0	0.0	0.000716565	0.000411626	0.000182672	0.000309883	8.3992e-05	0.00112143	0.0	0.00168076	8.37105e-05	0.000269978	7.86406e-05	0.000229709	0.0	0.000368448	0.000699446	0.000209553	0.000151634	0.0	0.000866545	5.73712e-05	1.81966e-05	8.55024e-05	6.712e-05	0.0	0.0	0.0	7.82735e-05	0.000294464	0.0	0.000172605	0.000376963	0.000372295	0.000119901	0.0	0.00273194	0.000143779	6.56331e-05	0.000125522	0.000423939	0.0	0.0	5.18216e-05	0.0	0.000226997	0.0018283	0.000342817	6.23643e-05	0.000176418	0.000236409	0.0	0.0	9.43537e-05	0.000127745	0.000589933	0.000543539	0.000658744	0.000110736	0.000240914	0.000555608	0.00082128	0.0	0.0	5.68643e-05	0.000111111	0.0	0.0	0.0	0.000328412	0.0	0.000172845	0.0	0.0	0.0	4.99992e-05	0.0	0.0	0.000931279	0.0	5.36726e-05	0.0	0.0	0.0	0.000476125	0.0	0.0	3.84767e-05	0.0	0.0	8.39109e-05	8.24393e-05	0.00270762	6.7638e-05	0.0	0.0	0.0	5.58216e-05	0.00141621	0.0	0.0	0.000466446	0.0	3.02747e-05	5.63231e-05	0.0	8.93629e-05
HISDEG-PWY: L-histidine degradation I	0.00508165	0.00461067	0.00353886	0.00441538	0.00483841	0.00312829	0.00652702	0.00120791	0.00390994	0.00499277	0.00353813	0.00331307	0.00209808	0.00284566	0.00433681	0.00323173	0.00593397	0.00325689	0.00207016	0.00140606	0.00444255	0.00158285	0.00330131	0.00317878	0.00425054	0.00395956	0.00397662	0.00259093	0.00547255	0.00224293	0.00666721	0.00280779	0.00124876	0.00446262	0.00409783	0.00412447	0.00215409	0.00609606	0.00261017	0.00407155	0.00397422	0.00200642	0.0044836	0.00280482	0.00207909	0.000980823	0.00144691	0.00257954	0.00287571	0.00545799	0.004602	0.00770215	0.00531487	0.00236283	0.000946023	0.00454943	0.00544436	0.00689375	0.00332909	0.00187316	0.000545549	0.000841463	0.00184472	0.00242617	0.0023326	0.00252009	0.0030818	0.00277176	0.00361461	0.00179899	0.00359876	0.00271384	0.000486756	0.00100123	0.00283304	0.00129136	0.00193441	0.00177608	0.00372289	0.00320299	0.00143935	0.00273585	0.0015278	0.00320667	0.0016369	0.00304408	0.00209593	0.00434736	0.00404014	0.00308723	0.000966486	0.00291725	0.00296872	0.00496048	0.00103273	0.00394569	0.00331518	0.0033777	0.00208867	0.00302242	0.00291839	0.0068266	0.00376487	0.005527	0.00289302	0.00114227	0.00751116	0.00146184	0.00192005	0.00267985	0.000963179	0.00185122	0.000987113	0.00589406	0.00378637	0.00324998	0.00464752	0.00200646	0.00540837	0.00532882	0.00171975	0.00308752	0.0030435	0.00320679	0.00348963
HISTSYN-PWY: L-histidine biosynthesis	0.00778069	0.00855021	0.00908303	0.00817599	0.00869158	0.0088156	0.0121661	0.00967392	0.0102357	0.00738719	0.00850954	0.00876923	0.00880918	0.00854407	0.00934548	0.00797165	0.00792911	0.00864049	0.00913601	0.0104203	0.00762251	0.00785931	0.00915841	0.00769998	0.00920195	0.00709299	0.00812224	0.00706549	0.00992398	0.0087218	0.00827666	0.00810257	0.00904219	0.00989608	0.00944212	0.00915984	0.00911852	0.0109249	0.0101851	0.00915164	0.00831199	0.0081241	0.00823986	0.0109446	0.0114071	0.00544507	0.00787089	0.00885845	0.00941327	0.0102864	0.00587004	0.00651819	0.00887076	0.00992249	0.00505173	0.0092898	0.0074309	0.00772057	0.00862517	0.00965762	0.0112496	0.0111147	0.00922374	0.0080001	0.00669275	0.00870575	0.0103368	0.00764931	0.00882325	0.00953134	0.00961102	0.00965108	0.011424	0.00846939	0.00852542	0.00587537	0.0086229	0.00961554	0.00940588	0.00783415	0.0120947	0.00902638	0.0089968	0.00947401	0.0128524	0.00853759	0.0095018	0.00863443	0.00863107	0.00975166	0.0106335	0.0105192	0.0091803	0.00943746	0.00955732	0.00935081	0.00712053	0.00956148	0.00875894	0.00970532	0.00934579	0.00652422	0.0103929	0.00958095	0.00872355	0.0100989	0.01195	0.0129393	0.0100018	0.00905489	0.00483128	0.00932854	0.00997434	0.00871787	0.0098507	0.00844743	0.00772101	0.0107425	0.00826512	0.00650706	0.00938657	0.0101575	0.0089097	0.00805313	0.00857969
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.0	7.32015e-05	0.000244193	0.000460254	2.69552e-05	0.000116385	0.000196202	0.00024834	2.7222e-05	3.56937e-05	3.80983e-05	0.0	0.000129573	0.00013163	0.0	0.000243888	8.7386e-05	0.000122389	5.6455e-05	8.88817e-05	0.000472634	0.0	0.000117293	0.000529742	2.17028e-05	0.000656045	0.000105102	0.00125695	6.80811e-05	0.000227674	0.000123942	0.000589232	3.3706e-05	0.000189921	4.88432e-05	2.26358e-05	7.61081e-05	0.000137758	0.000179065	7.40355e-06	6.31868e-05	5.07873e-05	6.75649e-05	4.82935e-05	0.000129348	0.00229927	4.34947e-05	0.00029803	4.32496e-05	0.000160448	0.000435245	7.53669e-05	4.77616e-05	0.0	0.00209899	3.01314e-05	8.85919e-05	3.65316e-05	9.11376e-05	4.27058e-05	1.67172e-05	0.000276075	0.000204301	0.000381628	0.00119667	0.000223069	0.0	6.32745e-05	0.00019995	0.000158991	0.000188419	4.20548e-05	8.49328e-05	0.000686198	2.03961e-05	0.000403088	0.000117583	3.20284e-05	0.000280174	0.000594585	0.000111101	8.48085e-05	2.34692e-05	2.09378e-05	0.0	0.0	1.30824e-05	0.00032362	1.22176e-05	0.000281398	0.000694328	3.43024e-05	2.20413e-05	0.000150118	4.96349e-05	1.54474e-05	0.000483492	8.26344e-05	1.4842e-05	4.67354e-05	9.53553e-05	0.000303329	1.87346e-05	0.0	4.58097e-05	1.93889e-05	4.83834e-05	9.51688e-05	7.89922e-05	2.81473e-05	0.00238396	0.000233366	3.36636e-05	1.98271e-05	0.0	0.000278615	0.000802687	0.000120547	0.0	0.000237325	0.0	3.96607e-05	0.000206451	0.0	2.64362e-05
HSERMETANA-PWY: L-methionine biosynthesis III	0.00401264	0.00613958	0.00505098	0.00428884	0.00724627	0.00616745	0.00426111	0.00654714	0.00663816	0.00569553	0.00571253	0.00813366	0.00530442	0.00580723	0.00579717	0.00589942	0.0055837	0.0058596	0.00685582	0.00557589	0.00489471	0.00510707	0.00558566	0.00655581	0.00601656	0.00454236	0.00595762	0.003578	0.00607851	0.00584681	0.00467543	0.00545762	0.00599203	0.00476603	0.0049511	0.00689777	0.00588032	0.00479363	0.00794338	0.0063507	0.00542681	0.00571589	0.00588403	0.00380907	0.00649318	0.00368813	0.0055401	0.00561846	0.00482095	0.00535151	0.0041824	0.00574541	0.00701298	0.0066111	0.00368177	0.00663676	0.00466493	0.0045498	0.00532333	0.00497637	0.00630115	0.00792601	0.00536715	0.00488785	0.00403013	0.00580392	0.00568572	0.00589436	0.00517874	0.00522731	0.0044998	0.00688274	0.00696036	0.00476965	0.00680054	0.00476298	0.0057311	0.00612079	0.00526482	0.0058054	0.00515133	0.0047654	0.00516374	0.00594815	0.00527841	0.00527678	0.0056104	0.0047754	0.00648842	0.00491686	0.00620224	0.00616218	0.00627815	0.00510861	0.00563458	0.0070361	0.00558921	0.00602973	0.00750853	0.00398599	0.00623676	0.00370453	0.0058216	0.00591871	0.00596715	0.00607008	0.00202771	0.00453132	0.00720069	0.00698239	0.00362712	0.00522146	0.00633227	0.00700534	0.00692684	0.00570806	0.00445154	0.00565525	0.00506585	0.00524717	0.00603488	0.00522322	0.00405359	0.0058633	0.00644258
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.0083935	0.0105574	0.0108718	0.0090043	0.00838266	0.00973362	0.00913139	0.0119681	0.0102691	0.0108772	0.00976023	0.0105289	0.0112221	0.00953088	0.0090302	0.0101703	0.00872898	0.00903727	0.0104257	0.0130958	0.0091128	0.0102575	0.00922556	0.00805703	0.00864847	0.00845924	0.00974831	0.00674036	0.00989987	0.00893134	0.0082981	0.00788607	0.0112586	0.00957157	0.008872	0.0106239	0.0104043	0.0095163	0.0128933	0.0105697	0.00966689	0.0110331	0.00863216	0.00881208	0.00835698	0.00621621	0.0105051	0.00909231	0.00916337	0.0101039	0.00785002	0.0072233	0.0103362	0.00986469	0.00799296	0.0110609	0.00830735	0.00836201	0.00777711	0.0100434	0.0136223	0.0128213	0.0102813	0.0117186	0.00818217	0.00897953	0.00832955	0.0101576	0.00989576	0.00998356	0.00892717	0.00947237	0.012007	0.0127226	0.00941511	0.01128	0.00943123	0.0105976	0.0101244	0.0090894	0.0137642	0.0100826	0.0133855	0.00806656	0.00738914	0.00888874	0.0110455	0.00873835	0.00876668	0.00933759	0.0115761	0.00934322	0.0100564	0.00924796	0.0105908	0.0109482	0.00979355	0.00823423	0.0121946	0.0107316	0.0105316	0.00795023	0.0119675	0.00993145	0.0100397	0.0102257	0.0108466	0.0146378	0.00996151	0.00949261	0.00643926	0.0101118	0.0103811	0.00712497	0.0103016	0.00912164	0.00950477	0.00894369	0.00744565	0.00911623	0.0106444	0.01031	0.00948333	0.00866083	0.00910339
