# Pathway	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
PWY-5005: biotin biosynthesis II	0.000338018	0.00012105	0.000266964	0.0	0.000621003	0.0001359	0.000758265	7.78544e-05	0.000162497	0.000100683	0.000930969	0.000588446	5.66048e-05	0.000173675	0.00025758	0.000186081	8.94891e-05	8.77302e-05	0.000622801	0.000755342	0.000760212	0.000136473	0.000124788	0.000240403	0.0010195	0.000841681	0.000222983	0.000111763	0.00052564	0.000105555	0.000219824	0.0	0.00109572	0.0	0.000613106	0.000229265	0.000444142	0.000485556	0.000149587	0.000557349	0.000396559	0.000192377	0.000226848	0.00102424	0.000170156	0.000217756	0.0	0.000405212	0.000469366	0.000729866	0.00046995	0.0	0.00109573	0.000882027	0.000204153	0.000398817	0.000853871	0.0	8.10385e-05	0.000851362	0.000871547	0.000496414	0.000411966	0.000443149	0.000653014	0.000294447	0.000216679	0.000819006	0.00158169	0.00012869	0.000615858	0.000529967	0.000264155	9.13346e-05	0.000384182	0.000354036	0.000610037	0.000406068	0.000121967	3.15569e-05	0.001048	0.000110671	0.000726121	0.000705388	0.000811011	0.0011189	0.000588667	0.000193154	0.000347674	0.00069216	0.000348736	0.000868096	0.000682018	0.000271694	0.00104575	0.000873727	0.000120066	0.000271068	0.000345231	0.000444466	0.000451673	0.00023318	0.0	0.000191063	0.000680408	0.000297844	0.000379142	0.000628896	0.00074154	0.000129198	0.000181329	0.000312595	0.0	0.000330288	0.00027298	0.000140689	0.000103546	0.00066067	0.000323095	0.000409512	0.000368715	0.000380406	0.000500335	0.0	0.000559374	6.91497e-05	0.000462178	1.41744e-05	0.000531727	1.90406e-05	9.517e-05	5.53599e-05	0.000765436	0.000366341	0.000428327	0.00108734	0.000192606	0.0	0.000222769	0.000195102	0.00075724	7.33009e-05	0.000240528	0.000499916	0.000561174	0.000612863	2.22381e-05	0.000401868	0.000502523	0.000608573	0.0	0.000109174	0.000512633	0.000862633	0.000501062	9.15286e-05	0.0	7.47247e-05	0.000223964	0.000490988	0.000228829	0.000996356	0.000152438
PWY-5022: 4-aminobutanoate degradation V	0.0	0.000908328	0.000409561	0.000341533	0.000198971	0.000941072	0.0	0.0	0.0	0.000523808	0.000395083	0.00058214	0.000604138	0.000396285	0.000122696	0.00104935	0.000520269	0.000956705	0.000768977	0.0	0.000655814	0.000462192	0.00185877	0.000696249	0.000514201	0.000971327	0.000498965	0.00114565	0.00130651	0.000485756	0.000335355	0.0	0.000234891	0.00046771	0.000621419	0.00080791	0.0	0.00117386	0.000349434	0.00265691	0.000173844	0.000735281	0.0	0.00103301	0.000372858	0.000464606	0.000681701	0.00088524	0.000320068	0.000563945	0.000928103	0.00107722	0.000238602	0.00023446	0.000668317	0.00093517	0.000490032	4.39535e-05	0.00130146	0.000154	0.00055824	0.000167836	0.000238305	0.000233709	0.000894782	0.000573063	0.000921588	0.000506924	0.000218116	0.000496317	0.000758009	0.000364853	0.00148577	0.000556081	0.0	0.000517915	8.21362e-05	0.00136472	0.000388542	0.000657966	0.000432593	0.000246518	0.000321126	0.000318129	0.000910415	0.000107398	0.000388501	0.000513754	0.000140345	0.000147675	0.000726481	0.000760976	0.000724101	0.000310511	0.000496533	0.000356486	0.000743802	0.000789216	0.00058734	0.000186482	0.000224884	0.000464971	0.000899733	7.30355e-05	0.000425826	0.000154586	0.000475745	0.000485593	0.000270979	0.000489824	0.00120278	0.000862865	0.000674719	0.00129614	0.000381518	0.00032356	5.11224e-05	0.000586275	0.00025831	0.000504792	0.000810353	0.000227751	0.000573673	0.000866651	8.11415e-05	0.00143683	0.000610904	0.000305039	0.000401881	0.000668334	0.000906309	8.61051e-05	0.000347606	0.000122119	0.000241027	0.000423189	0.000149874	0.000940452	0.000273085	0.00114782	0.000220716	0.00079241	0.00152091	0.000442669	0.000212332	0.00105945	0.000447997	0.00128423	0.00100661	0.0005024	5.42429e-05	0.000478438	8.98697e-05	0.000727333	0.000683067	0.000145036	0.000201517	0.00101774	0.00150177	0.000751421	0.000446648	0.000108699	0.00034752
PWY-5028: L-histidine degradation II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27932e-05	5.54804e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88532e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4122e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39116e-05	2.89792e-05	0.0	0.0	0.0	0.000243524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22303e-05	0.0	0.0	0.0	0.0	0.0	6.00655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000249055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71593e-05	0.0	0.0	0.0	0.0	0.000105285	2.23372e-05	4.75899e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5030: L-histidine degradation III	0.0045466	0.0029037	0.00535224	0.00387496	0.00125075	0.0021957	0.00101658	0.000230654	0.000148496	0.00110959	0.00453708	0.00466071	0.00168102	0.0105394	0.000263402	0.00385238	0.00136908	0.002434	0.0038839	0.00178913	0.00160164	0.000486031	0.00273314	0.00165352	0.00187487	0.00187785	0.00449926	0.00246235	0.00193407	0.000880042	0.00302786	0.000843475	0.00117166	0.00574538	0.000195988	0.00110386	0.000857302	0.00418961	0.000799954	0.00364852	0.00255467	0.0020024	0.000558912	0.00178594	0.00149188	0.00281687	0.000917562	0.000919459	0.00541563	0.00279817	0.0040287	0.0015501	0.000213785	0.00631029	0.000964453	0.00195226	0.00279894	0.00680103	0.000212783	0.00359481	0.00143994	0.00500277	0.0017671	0.00229106	0.00286434	0.00123592	0.00415912	0.00195222	0.00223351	0.00272892	0.00171911	0.00109881	0.00248484	0.00652575	0.000244428	0.00904661	0.00457423	0.00127893	0.00141788	0.00061632	0.00267459	0.00157628	1.3971e-05	0.00169141	0.001312	0.00085225	0.000791998	0.00184892	0.00249146	0.000319285	0.00181224	0.00282492	0.00104052	0.00467902	0.00156034	0.0038074	0.00157354	0.00380639	0.00245045	0.00099714	0.0020078	0.00172194	0.000983972	0.0053447	0.00457877	0.00112457	0.00482985	0.003262	0.000726101	0.000667256	0.00130211	0.00439364	0.00338504	0.00167304	0.00223211	0.00212164	0.00220325	0.00436828	0.000724489	0.00265263	0.00332456	0.00234139	0.00212502	0.00643435	0.00404471	0.00190164	0.00405789	0.00461115	0.00273801	0.00365657	0.00182725	5.67096e-05	0.000635339	0.000357372	0.000644976	0.00224311	0.000931109	0.00346412	0.000528218	0.00171263	0.0021513	0.000849415	0.00234096	0.0050425	0.00370149	0.00460215	0.000167398	0.00205256	0.0019629	0.00174414	0.00279795	0.000650584	0.00245984	0.00148151	0.00190064	0.00284546	0.00498573	0.00221715	0.000867561	0.00341898	0.00318637	0.00141265	0.000297686
PWY-5055: nicotinate degradation III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88825e-05	0.0	0.0	0.0	4.71033e-05	0.0	0.0	1.27635e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35879e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38455e-05	0.0	0.0	0.0	0.0	8.08006e-06	0.0	0.0	8.94009e-06	0.0
PWY-5080: very long chain fatty acid biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5088: L-glutamate degradation VIII (to propanoate)	0.0	0.0	4.38947e-05	0.0	0.0	0.0	0.0	0.0	8.90552e-06	0.0	0.0	0.0	6.00209e-05	0.0	0.0	4.64916e-05	0.0	0.000219827	0.000101094	0.0	0.0	0.0	0.0	4.59258e-05	0.0	0.000126727	0.0	0.0	0.0	0.000237506	0.0	0.0	0.0	2.52192e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184944	3.78419e-05	5.20947e-05	0.0	0.0	0.0	0.0	0.0	1.40471e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01433e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.74094e-05	0.0	0.0	0.0	4.75195e-05	0.0	0.0	0.0	0.0	0.0	0.000183192	0.0	1.10195e-05	0.0	0.0	0.0	0.0	0.000170817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21939e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36841e-05	0.0	0.0	0.0	0.0	2.47401e-05	0.0	6.47273e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.87452e-05	7.97239e-05	0.0	0.0	0.0	7.35721e-06	0.0	0.0	0.0	0.000277094	0.0	0.0	3.16034e-05	5.3774e-05	0.0	0.0	0.0	5.52925e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.59659e-06	0.0	0.0	0.0	1.09118e-05	0.0	0.0	0.0	0.0	0.000102099
PWY-5097: L-lysine biosynthesis VI	0.00879302	0.0105897	0.00850211	0.0106508	0.00912694	0.00750409	0.0109072	0.0046178	0.00380773	0.00793948	0.009308	0.0081435	0.00754116	0.00682585	0.00981658	0.00786299	0.0100543	0.00741696	0.00705379	0.00861339	0.00903648	0.00689878	0.0059525	0.00820906	0.00966667	0.00793512	0.00949411	0.00728039	0.00689536	0.00750211	0.00802084	0.00470254	0.0101843	0.00846186	0.00706043	0.00583369	0.0102426	0.00647119	0.00956133	0.00700995	0.00948981	0.0103782	0.00877534	0.0080247	0.0085532	0.00887463	0.00908901	0.00754668	0.00856234	0.00792494	0.00838757	0.00617114	0.00931143	0.00949982	0.0116518	0.009335	0.00892907	0.00957725	0.00740977	0.00903974	0.0081083	0.00847363	0.00997117	0.00845119	0.0100324	0.00866681	0.00886053	0.00951492	0.0100536	0.00906082	0.00674388	0.0100683	0.00916037	0.00780286	0.00475197	0.00669862	0.00963157	0.00577123	0.0103903	0.00520812	0.0104183	0.0093345	0.00584462	0.00941982	0.00842166	0.0105395	0.0090862	0.0104472	0.00890686	0.00975908	0.0105719	0.00853501	0.00639935	0.0090532	0.0100095	0.00811737	0.0099156	0.00950321	0.0079595	0.00873417	0.0101074	0.00821868	0.00476939	0.00971634	0.00832605	0.00948604	0.00806614	0.0104648	0.00934155	0.0106827	0.00767072	0.00743479	0.00967665	0.00719492	0.00867334	0.00938473	0.00952455	0.00859163	0.0105128	0.00905387	0.0086854399999999	0.00874748	0.00968831	0.00931611	0.00770856	0.00803766	0.00866123	0.00842237	0.00856263	0.00889318	0.00774466	0.00452231	0.0104148	0.00968897	0.0091113	0.00884949	0.00999396	0.0101576	0.00824545	0.00792802	0.0105145	0.00514979	0.00626023	0.00920628	0.00855268	0.0091493	0.00966807	0.00609015	0.00994993	0.00899373	0.0104125	0.00539724	0.0100508	0.00884398	0.00725634	0.0109578	0.00892973	0.00867812	0.00627367	0.00827529	0.00991648	0.00986372	0.00640962
PWY-5100: pyruvate fermentation to acetate and lactate II	0.00314072	0.00542667	0.00364534	0.00444019	0.00674356	0.00532373	0.00329565	0.00279738	0.00283124	0.00465912	0.00574492	0.00360673	0.00474992	0.00443177	0.00858987	0.00546057	0.00556539	0.00453819	0.00285677	0.00308275	0.00492271	0.00451424	0.00262196	0.00521358	0.00561074	0.0049967	0.0026788	0.00400583	0.0072413	0.00336428	0.00530454	0.002506	0.00489708	0.00490912	0.00503933	0.00313875	0.00475427	0.00318973	0.00703236	0.0030618	0.00527947	0.00456917	0.00465652	0.00440447	0.0063532	0.0033194	0.00635018	0.00385573	0.00334878	0.00292236	0.00303836	0.00235791	0.00604176	0.00288531	0.0040285	0.0049931	0.00302396	0.00196608	0.00482326	0.00322891	0.00546026	0.00315144	0.00420053	0.00494853	0.00342027	0.00299824	0.00334185	0.00435182	0.00464832	0.00549619	0.0047026	0.00579233	0.00327119	0.00583958	0.00249983	0.00392818	0.00338685	0.00260035	0.00465062	0.00333736	0.00363323	0.00444077	0.00497539	0.00578517	0.00620417	0.00506264	0.00601522	0.00553853	0.00533754	0.00790745	0.00557189	0.00381979	0.00442211	0.00270323	0.00495368	0.00369992	0.00515853	0.00294072	0.00507015	0.00611681	0.00645027	0.00468464	0.00351115	0.00314485	0.00423269	0.00532351	0.00262616	0.00365729	0.00794106	0.00583534	0.00408539	0.00136949	0.00328837	0.00350936	0.00551185	0.00332376	0.00391416	0.00312918	0.00526996	0.00640699	0.0031103	0.00545912	0.00406787	0.00257536	0.00367594	0.00371458	0.00363172	0.00388564	0.00229373	0.00405829	0.00470461	0.00201535	0.00330887	0.005483	0.00580361	0.00324381	0.00441314	0.00485668	0.0056837499999999	0.00371326	0.00426204	0.002667	0.00314725	0.00272981	0.00444588	0.00290005	0.00685565	0.00305594	0.00444531	0.00455402	0.00454604	0.00256013	0.00566555	0.00543384	0.0047797	0.00387698	0.00343472	0.0060433	0.00399976	0.0033215	0.00311062	0.00461224	0.00299481
PWY-5101: L-isoleucine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38612e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5103: L-isoleucine biosynthesis III	0.00761538	0.0094619	0.00719432	0.00886884	0.00782905	0.00810161	0.0150922	0.00820272	0.0051171	0.00880814	0.00804431	0.00819644	0.00928658	0.00687738	0.0115996	0.00765674	0.00888562	0.00664942	0.00643689	0.00640144	0.00959464	0.00665179	0.00657374	0.00813866	0.00923648	0.0074035	0.00637439	0.00699658	0.00531011	0.0109609	0.0077342	0.00663871	0.0113944	0.00788097	0.00770748	0.00604152	0.0136775	0.00687689	0.00996173	0.00574582	0.00973074	0.00884622	0.00789794	0.00827596	0.0101519	0.0070612	0.00830104	0.00779577	0.00812762	0.0082823	0.00715292	0.00690394	0.00878346	0.00868876	0.0104139	0.00883515	0.00831903	0.0085411	0.00714614	0.00712987	0.00795026	0.00799039	0.0126544	0.00710097	0.00709336	0.00841189	0.00733947	0.00855583	0.00988617	0.00916082	0.00740015	0.0094974	0.00909521	0.00744475	0.00654548	0.00718756	0.00762353	0.00639988	0.00877196	0.00683784	0.00670206	0.00857981	0.00546539	0.00989222	0.010094	0.0135535	0.0101926	0.00895393	0.00838217	0.0111838	0.00917253	0.00870707	0.00773041	0.00794232	0.00842987	0.00747339	0.00852278	0.00791575	0.00754943	0.00898609	0.0110115	0.00786746	0.00492709	0.00943135	0.00677341	0.0120997	0.00679029	0.00933223	0.00992699	0.0093246	0.00792941	0.00680711	0.00910776	0.00710826	0.00934018	0.00917814	0.00642203	0.00755605	0.0124781	0.00914222	0.00760276	0.00787421	0.00780276	0.00584883	0.00717854	0.00692116	0.00809499	0.00977402	0.00626642	0.00666116	0.00782071	0.00800172	0.00963311	0.00837044	0.0084364	0.00719746	0.00954493	0.00887114	0.00914668	0.0100169	0.0117638	0.00596409	0.00601603	0.00697161	0.00858694	0.00952158	0.00962433	0.00684533	0.011038	0.00846299	0.009455	0.00751435	0.0112085	0.0083747	0.00744308	0.00894266	0.0081537	0.00942167	0.00698219	0.0080858	0.00796116	0.0119051	0.0068011
PWY-5104: L-isoleucine biosynthesis IV	0.0	0.0	0.000321559	0.0	0.000243853	5.81312e-05	0.000287421	0.0	0.000117339	0.000569796	7.7174e-05	0.000129274	0.000601518	0.0	3.51784e-05	0.000502631	8.42118e-05	0.000537009	0.000644831	0.000598901	0.000345939	0.00083761	0.00138782	0.000804919	0.0	0.00099407	0.0	0.000765761	0.000462865	0.000275547	0.000249599	0.00203506	0.0	0.000189597	0.000117373	0.00074793	0.0	0.000353853	8.24731e-05	2.01298e-05	0.0	0.0	0.00063138	0.000588565	0.000233361	0.0	2.79608e-05	0.00044818	0.0	0.000542497	0.000114605	0.000294107	0.000259501	8.99051e-05	7.2014e-05	0.000230173	0.000245099	0.0	0.000552333	7.18861e-05	1.61546e-05	0.0	9.8008e-05	3.79917e-05	0.0	0.000586839	0.0	0.000165407	2.83493e-05	0.000127686	0.0003437	3.95297e-05	0.0	0.000115739	0.000109929	0.000649732	0.0	0.000887506	0.0	0.000519745	9.51779e-05	0.000116195	0.0	2.20439e-05	0.000633401	5.59364e-05	1.89047e-05	2.96569e-05	8.3986e-05	1.67183e-05	6.29246e-05	0.000407581	0.000723864	2.65044e-05	0.000128576	0.000165403	4.35808e-05	3.96652e-05	0.000458481	4.67362e-05	0.0	0.0	0.00022155	5.19953e-05	7.52406e-05	2.01749e-05	1.75861e-05	0.000238558	0.0	0.0	0.00069222	0.000694502	0.0	0.000602661	0.000182739	0.000102979	0.0	0.000479226	3.43247e-05	4.16165e-05	0.000462004	2.75408e-05	0.000484212	0.0	8.44528e-05	0.000767717	0.000105789	0.000166646	0.000418683	0.000351152	0.000727296	0.000203197	4.51411e-05	2.32319e-05	8.95516e-05	4.4874e-05	7.08948e-05	0.0	0.000536211	0.0010765	1.23308e-05	0.000507985	0.00155934	0.0	1.30271e-05	0.000264876	0.000338545	0.00187974	0.0	3.01153e-05	0.0	0.000842712	2.60813e-05	0.000533733	0.00146619	4.6573e-06	0.0	5.81773e-05	0.000920465	0.000219445	0.00039573	1.04884e-05	0.000660423
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.00479264	0.00168282	0.00487414	0.000234652	0.00343163	0.00336932	0.00252479	0.00168296	0.0014891	0.000485535	0.00138816	0.0027885	0.0020433	0.00203518	0.00070752	0.00302891	0.00275823	0.00086021	0.0049111	0.00121597	0.00282464	0.00185553	0.00297632	0.00165225	0.00137642	0.00230372	0.00238011	0.00384303	0.00430517	0.00121976	0.00374665	0.00142314	0.00093038	0.00177013	0.000940717	0.00217007	0.00208199	0.00453878	0.00254931	0.00275867	0.00197838	0.00199559	0.00254842	0.0020932	0.00228512	0.00195776	0.00361734	0.00231462	0.00418795	0.0029269	0.0022501	0.00249342	0.00217459	0.00351182	0.00131197	0.00245914	0.00234337	0.00554061	0.000719029	0.00303774	0.00393723	0.00412486	0.0015713	0.0039095	0.00240721	0.00185435	0.0042509	0.000994998	0.00174753	0.00227192	0.00288925	0.00160921	0.00233679	0.00253615	0.00175376	0.000674745	0.00514756	0.00161504	0.00162517	0.00170411	0.00198214	0.00514456	0.00264917	0.00250408	0.00212533	0.00113858	0.00195909	0.00337193	0.00335363	0.0010235	0.00206445	0.00395456	0.0020953	0.00544659	0.00251992	0.00494812	0.00242187	0.00260032	0.00368744	0.00231694	0.00365027	0.00202859	0.00198668	0.00222216	0.00746833	0.00325311	0.00439897	0.00127278	0.00139304	0.00154182	0.0016181	0.0034839	0.00178772	0.000804081	0.00119604	0.00195604	0.00324748	0.00258031	0.00083725	0.00169836	0.00247356	0.00378015	0.000931691	0.00699632	0.00440634	0.00293073	0.00335244	0.00169312	0.00192138	0.00146857	0.00205762	0.000211549	0.000595796	0.00137475	0.00177983	0.00272512	0.00184564	0.00249394	0.000872934	0.00237784	0.00341246	0.00140513	0.00256781	0.00448581	0.00429669	0.00113148	0.000617092	0.00327638	0.00191466	0.00264136	0.00301118	0.00212103	0.00105973	0.00314319	0.00356739	0.003028	0.00346171	0.00287022	0.00193871	0.00269821	0.00245637	0.00181952	0.00158987
