# Pathway	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.0030871	0.00335516	0.00103289	0.00135979	0.00181741	0.00477069	0.00207932	0.0021309	0.00427982	0.00348377	0.00298232	0.00135274	0.00280879	0.00257288	0.00214005	0.00113123	0.00368641	0.00432615	0.00307982	0.00257981	0.00249321	0.00127323	0.00208943	0.0035858	0.00360918	0.00218693	0.00178433	0.00252068	0.00155251	0.00157538	0.00173473	0.00210456	0.00210347	0.00239375	0.00428174	0.00112641	0.00229024	0.00111796	0.00119844	0.00189327	0.000429724	0.000507103	0.0012996	0.00119019	0.000752173	0.00184586	0.00250474	0.00164827	0.0023582	0.0038874	0.00136461	0.00217811	0.00413957	0.00185165	0.00229148	0.00181604	0.00377553	0.00328124	0.00630441	0.00227598	0.0020932	0.00289524	0.00368933	0.00208676	0.00103174	0.00126393	0.00333798	0.000957556	0.00152348	0.00154487	0.00346344	0.00135061	0.00147552	0.00371286	0.00306009	0.00256007	0.00104551	0.0010495	0.00188264	0.0030701	0.00273383	0.0016125	0.000682142	0.00141505	0.000741227	0.000261715	0.00347322	0.00221593	0.000533006	0.00155682	0.00100049	0.0024059	0.00119376	0.00308485	0.0038759	0.00064747	0.00355347	0.00302251	0.00150329	0.00278252	0.00235692	0.00211102	0.00138755	0.00279875	0.00229011	0.00273862	0.00125427	0.00250962	0.00218037	0.00169265	0.000888873	0.00137363	0.00285106	0.00204461	0.0036895	0.00389768	0.00221348	0.00430555	0.000955189	0.00344694	0.00316221	0.000651251	0.00334148	0.00024928	0.00134181	0.000613337	0.000492784	0.0033362
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00698183	0.0082759	0.011511	0.0101529	0.00810592	0.00707436	0.00760918	0.0100511	0.00593233	0.00555318	0.00872833	0.0103202	0.00994393	0.00812982	0.00821887	0.0120019	0.00637667	0.00520867	0.00874817	0.0124763	0.00856195	0.0116547	0.008027	0.00478825	0.00819637	0.00931286	0.0093287	0.0106054	0.00846319	0.00902598	0.00872898	0.0100522	0.00782027	0.0102368	0.00586818	0.0108238	0.0094467	0.0105807	0.00790371	0.0088047	0.0129522	0.009487	0.00768577	0.0100825	0.00740686	0.0103241	0.0100801	0.0090079	0.00796161	0.00624941	0.00977913	0.0129505	0.00679169	0.00697796	0.00992973	0.0106827	0.00721614	0.00571615	0.00526228	0.00953561	0.00847349	0.00750765	0.00569477	0.00788667	0.0119952	0.00757166	0.00777948	0.00805862	0.00937975	0.0107497	0.00765435	0.0110304	0.00804348	0.00938803	0.00793455	0.00813986	0.0104192	0.00881615	0.00792389	0.00629141	0.00856543	0.00821409	0.0100571	0.0100244	0.00845707	0.00800058	0.00490385	0.00898806	0.0102837	0.0103657	0.00901107	0.0092344	0.00855011	0.00720458	0.00629335	0.00865358	0.00729415	0.00753321	0.00834695	0.00715793	0.00704958	0.00918088	0.00822454	0.00895941	0.00895706	0.00955064	0.00960043	0.00903682	0.0129105	0.00952955	0.0135178	0.0125624	0.00685981	0.00954028	0.00751556	0.00764448	0.00883864	0.00815401	0.00907713	0.00638934	0.00765125	0.0127783	0.00690799	0.0115621	0.0106232	0.00922961	0.0111979	0.00606643
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00780164	0.00767343	0.00929048	0.0097124	0.0108377	0.00684891	0.00783106	0.00825865	0.00559745	0.00653176	0.00673965	0.00856428	0.00753244	0.00874766	0.00768304	0.0106725	0.00699032	0.00573609	0.00844398	0.00847523	0.00732759	0.00833332	0.00812259	0.00470797	0.00682341	0.00789989	0.00840683	0.00715076	0.00900429	0.00721347	0.00928961	0.00921763	0.00831917	0.00827504	0.00769346	0.0100572	0.0103975	0.00851136	0.0108366	0.00860151	0.0102797	0.00850729	0.0100273	0.0094358	0.00982466	0.00901372	0.00827961	0.009127	0.00855095	0.00672113	0.00967482	0.00863969	0.00713705	0.00773101	0.0083276	0.00828319	0.00721422	0.00622513	0.00546943	0.00684008	0.00831271	0.00940926	0.00576023	0.00823972	0.0103624	0.00824006	0.00834773	0.00892238	0.00771014	0.00856381	0.00689802	0.0091663	0.00907479	0.00786821	0.00834923	0.00824482	0.00982894	0.00919602	0.0082996	0.0063398	0.00603107	0.00851646	0.00893656	0.00961926	0.00915594	0.00939472	0.00523251	0.00776286	0.0093107	0.00982462	0.00680519	0.00898364	0.00839446	0.00755902	0.00606983	0.00844012	0.00746267	0.00760218	0.00833158	0.00749027	0.00900665	0.00873578	0.00985633	0.00868646	0.0076657	0.00763925	0.00841498	0.00847109	0.00816394	0.00905919	0.0106681	0.0093271	0.00762587	0.00902241	0.00746446	0.00701702	0.00818686	0.00787047	0.00859328	0.00754973	0.00740069	0.00952455	0.00649451	0.0120645	0.0113998	0.00898662	0.0103694	0.00635742
CARNMET-PWY: L-carnitine degradation I	0.000265944	0.0	5.40054e-06	1.54791e-05	0.0	5.4681e-05	0.000232766	6.10088e-06	0.000338912	9.50694e-05	0.0	0.0	7.89712e-05	0.000179749	0.0	0.0	0.000193435	0.000368688	3.0623e-05	0.000101817	1.21649e-05	3.07602e-06	2.81698e-06	0.000668262	1.86179e-05	3.49002e-05	5.8205e-06	2.7062e-05	0.000165534	0.0	1.98218e-05	2.05153e-05	6.70394e-06	0.0	4.56156e-05	2.38234e-05	0.0	0.0	1.50354e-05	6.50209e-05	0.0	0.0	1.26044e-05	0.0	1.46719e-05	0.0	6.87642e-05	4.49313e-05	0.0	0.00027789	0.0	4.53999e-05	0.000152234	2.47279e-05	0.000102278	1.8741e-05	4.37194e-05	0.000365169	2.41388e-06	1.06544e-05	0.000114392	4.76083e-05	0.000352515	0.000130437	0.0	0.0	1.24566e-05	1.74225e-05	1.55628e-05	0.0	5.0519e-05	0.0	0.000101544	3.20799e-06	2.53151e-05	0.0	5.05292e-06	0.0	1.9116e-05	0.000346547	2.99492e-05	0.0	3.07422e-06	0.0	0.0	0.0	0.000561646	0.0	3.20882e-06	0.0	0.0	0.0	0.0	0.000166244	0.000296472	0.0	0.000148594	0.0	0.0	0.000208692	0.0	2.43462e-05	0.0	0.0	6.86762e-06	3.23605e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108304	2.63764e-05	0.0	9.29453e-06	0.0	0.0	6.70213e-05	0.000135716	1.63485e-05	0.00051986	0.0	5.58063e-05	0.0	0.0	0.000355706
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	4.5218e-05	0.000272321	0.0	0.0	0.0	2.65346e-05	0.0	0.0	1.23732e-05	0.00071047	0.0	4.88137e-05	1.35259e-05	0.000233744	0.0	0.0	2.75182e-05	0.00017147	0.0	0.0	1.2156e-05	0.0	4.8154e-05	0.0	0.0	3.99597e-05	1.35024e-05	0.0	0.0	0.0	0.0	0.0	0.000146986	0.000218683	3.91447e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12364e-05	0.000100202	0.0	0.000128169	0.0	0.000737986	0.0	1.96111e-05	1.79012e-05	6.62825e-05	0.0	4.11408e-05	0.0	0.0	0.0	4.10805e-05	0.0	0.0	1.18021e-05	0.0	2.63695e-05	4.57148e-05	0.000451377	0.0	0.0	1.9739e-05	5.81798e-05	0.0	0.0	0.0	0.000386839	0.0	0.0	8.65786e-06	0.0	8.85694e-06	0.0	0.0	1.79008e-05	0.0	0.0	0.0	2.68074e-05	5.31769e-05	0.0	0.0	0.0	0.0	5.15965e-06	0.0	7.63175e-05	0.0	2.61137e-05	0.000754946	0.0	4.69767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000315625	0.0	0.0	0.0	0.0	0.0	0.000347599	0.0	8.72923e-05	4.76219e-05	0.0	0.0	0.0	0.0	1.39828e-05	0.0	8.74979e-05
CENTFERM-PWY: pyruvate fermentation to butanoate	0.000803117	0.000770189	0.000561131	0.000969143	0.000737403	0.000274977	0.00078292	0.000643386	0.000136349	0.000344139	0.000858167	0.000444641	0.000266487	0.00142408	0.000310965	0.000620965	0.000356491	0.000101916	0.000278519	6.96046e-05	0.000462818	0.00146	0.000263342	0.000117527	0.000492312	0.00131939	0.000788564	0.00103051	0.000437854	0.000306451	0.000813372	0.00073886	0.000879717	0.000698347	0.000138681	0.000516752	0.000677707	0.000615312	0.000939037	0.000104718	0.000426109	0.000890601	0.000339147	0.000807062	0.00109423	0.00111881	0.000590743	0.00102145	0.000287944	2.64167e-05	0.00125623	0.000691475	0.00100677	0.00124131	0.00158488	0.00072157	0.00035354	0.000172249	0.000147558	0.000755195	0.000705852	0.000528697	0.000237622	0.000905696	0.000678778	0.000674335	0.000312916	0.000563607	0.00128347	0.000906052	0.000896288	0.00100208	0.00100253	0.000615552	0.000338048	4.40943e-05	0.000656526	0.000567752	0.0012031	0.000584507	0.00032564	0.000697101	0.000534132	0.00106818	0.000604821	0.00084734	0.000114756	0.000736499	0.000896506	0.000389114	0.00111673	0.000594338	0.000720434	0.000980843	0.0	0.00111075	0.000493032	0.000287672	0.000682184	0.0006669	0.000342817	0.000408338	0.000855045	0.000908739	0.000450979	0.000959558	0.00067772	0.000218371	0.000826614	0.000337683	0.000464158	0.000606401	0.000479966	0.00143121	0.00019669	0.000123646	0.00169617	0.000334478	0.00115003	0.000401824	0.000627437	0.000635735	0.000387631	0.00161542	0.00103179	0.000307849	0.00104493	5.32636e-05
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	2.93061e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54005e-05	9.46517e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90317e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49882e-05	2.9514e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55106e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.00284961	0.00130956	0.000679599	0.000978488	0.00149869	0.00489	0.00291774	0.00389234	0.00325762	0.00248297	0.00427291	0.00118244	0.00256917	0.0016269	0.00399953	0.00123632	0.00344294	0.00311724	0.00556578	0.00179384	0.00730731	0.00158172	0.00534501	0.00321497	0.00341733	0.00293596	0.000927298	0.00303092	0.00176829	0.00583545	0.00281604	0.0018807	0.000212106	0.00211168	0.00501277	0.0012081	0.00454811	0.0019566	0.00111136	0.00232735	0.000349228	0.00208328	0.0016347	0.000723988	0.000364625	0.00280632	0.000695612	0.00086973	0.00409543	0.00267534	0.00236526	0.00149979	0.00171471	0.00202989	0.0013328	0.00201292	0.00368332	0.00289871	0.00487403	0.00304184	0.00176113	0.00181637	0.00351165	0.00199257	0.00133844	0.000996453	0.00249331	0.00229712	0.000454832	0.000771446	0.00401186	0.0013195	0.000783073	0.00294815	0.0029945	0.00437887	0.000719629	0.0011794	0.00159783	0.00345717	0.00192696	0.00426704	0.00299201	0.00216183	0.00246168	0.00222643	0.00314257	0.00431794	0.00130199	0.00346822	0.00213767	0.00565456	0.000962558	0.00316183	0.00238235	0.00210564	0.00271337	0.00259202	0.000513766	0.00209477	0.00436957	0.00145996	0.00131726	0.00518488	0.00489198	0.00377209	0.00619918	0.00428176	0.00149901	0.0025227	0.00212254	0.0014645	0.00549799	0.00148719	0.00393241	0.00488111	0.00248523	0.00280706	0.00296861	0.00386686	0.00306329	0.00119619	0.00394871	0.000363102	0.000854848	0.00105993	0.00117913	0.0032289
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00519365	0.0077736	0.00868695	0.00904231	0.00941924	0.00840476	0.00549541	0.00857361	0.00413652	0.00500146	0.00982555	0.00878026	0.00895472	0.00777043	0.00907626	0.00817672	0.00645661	0.00377039	0.00825892	0.00536438	0.00918394	0.00907597	0.00821303	0.00291196	0.0090468	0.00793755	0.0103757	0.00903882	0.00749557	0.0105943	0.00824189	0.00820457	0.00813583	0.00983436	0.00749851	0.00894772	0.00860348	0.00960037	0.0117692	0.00793913	0.00828745	0.00952939	0.00972164	0.010447	0.0100225	0.00969185	0.00851774	0.00878648	0.0095997	0.00251931	0.0109002	0.00649969	0.00591528	0.00899773	0.00848088	0.0104909	0.00786499	0.00427032	0.00897213	0.0101382	0.00789115	0.0104186	0.00384532	0.00679627	0.00778032	0.011336	0.00786576	0.0104678	0.00867785	0.0104105	0.00820355	0.00987361	0.0100832	0.00905217	0.00726354	0.0106982	0.00952215	0.00953999	0.0094875	0.00424372	0.0101329	0.00965726	0.0101479	0.00913371	0.0101722	0.0108817	0.00318844	0.0104909	0.00954422	0.0104081	0.0125435	0.00960906	0.00930184	0.00699813	0.00432016	0.0111934	0.00643648	0.00521489	0.00885618	0.00663046	0.00885285	0.00878847	0.00954368	0.00932021	0.00861958	0.0092048	0.0101054	0.00857978	0.00666294	0.0101425	0.00730667	0.00649005	0.010823	0.00796465	0.00838229	0.00941525	0.00910305	0.00682573	0.00988208	0.00663437	0.00662573	0.00856487	0.00428079	0.0109651	0.00891572	0.00923477	0.0092771	0.00387267
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.00519473	0.00780877	0.00813102	0.00867779	0.0100186	0.00807633	0.00494899	0.00821641	0.00389296	0.00478677	0.00927066	0.00849976	0.00870422	0.00717712	0.00849881	0.00814431	0.00613904	0.00349012	0.00800786	0.0109175	0.00869845	0.00880745	0.00783553	0.00262861	0.00857297	0.00751512	0.00952432	0.00860712	0.00709123	0.00991846	0.0077861	0.00790089	0.00779896	0.00973699	0.00713043	0.00861087	0.00849151	0.0105299	0.0117273	0.00770859	0.0094086	0.00876776	0.00928676	0.00979753	0.00994268	0.0103923	0.00835957	0.00821141	0.00882735	0.00238198	0.0102211	0.00662276	0.00555433	0.00885803	0.00785847	0.0104847	0.00726829	0.00390282	0.00872854	0.0094751	0.00740164	0.00992638	0.00362505	0.00628721	0.00756693	0.0103913	0.00748022	0.00959643	0.00818828	0.00979546	0.00790499	0.00924841	0.00942608	0.0085275	0.0068804	0.0104545	0.00933692	0.00907383	0.0089988	0.00404819	0.00985591	0.00918847	0.00997243	0.00874734	0.00961056	0.0105907	0.00295923	0.00987736	0.00962584	0.0101424	0.0118392	0.00929949	0.00888211	0.0066014	0.00410865	0.0109552	0.0059855	0.00495422	0.00887848	0.00627942	0.00828427	0.00838715	0.00899759	0.00835391	0.00847715	0.00882851	0.00954385	0.00843324	0.00920322	0.00957433	0.0071445	0.00636987	0.0104367	0.00837928	0.0078232	0.00883657	0.00917842	0.00647226	0.00946425	0.006417	0.00629064	0.00864431	0.00401987	0.0104887	0.00840944	0.00876357	0.00867972	0.00367882
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	0.00210169	0.0023109	0.002801	0.00254491	0.00120028	0.000998711	0.00162533	0.00154872	0.00197474	0.00200345	0.00228013	0.0013414	0.00136706	0.00249608	0.00089002	0.00367223	0.00130995	0.00218913	0.00256932	0.00154089	0.00159515	0.00117577	0.00271687	0.00244003	0.00293724	0.00123566	0.00217105	0.00212935	0.00235077	0.00159204	0.00232892	0.00261691	0.00313912	0.00222987	0.00184914	0.00170818	0.00224428	0.00162979	0.00185463	0.00252724	0.00154815	0.00239293	0.00244917	0.00318138	0.00449347	0.00214333	0.00198663	0.00243204	0.00231548	0.00246322	0.00355583	0.00125341	0.002188	0.00251304	0.00242739	0.00284121	0.00153645	0.00220051	0.000984481	0.00220183	0.00209327	0.00350521	0.00226653	0.00192815	0.00229131	0.00746767	0.00221319	0.00272228	0.00185716	0.00309775	0.00254554	0.00298853	0.00278643	0.00264931	0.00295623	0.000875113	0.00439683	0.00318686	0.0035278	0.00202815	0.00326112	0.00286366	0.00136139	0.00212012	0.00249082	0.00311427	0.00208102	0.00182248	0.00173106	0.00161696	0.00181791	0.00280079	0.00325243	0.00349418	0.00206327	0.00337014	0.0017621099999999	0.00197248	0.00179347	0.00158651	0.00273287	0.00408031	0.00559395	0.00140413	0.00189091	0.00237823	0.00177862	0.00296161	0.000936297	0.00246774	0.00157344	0.00190578	0.00302113	0.00179523	0.00155652	0.00197794	0.0015941	0.00225155	0.00233028	0.00284949	0.0023162	0.00159215	0.0026431	0.00274675	0.00265924	0.00202544	0.00316618	0.00238683
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.00261904	0.00294087	0.00220441	0.00254814	0.002022	0.00209796	0.00213828	0.0034601	0.00311963	0.00278505	0.00371811	0.00315142	0.00265458	0.00254898	0.00426455	0.00215509	0.00295079	0.00371045	0.00371684	0.00257132	0.00357655	0.00317366	0.00283084	0.00391448	0.00458496	0.00340899	0.00276079	0.00317666	0.00144437	0.00455656	0.00366939	0.00238267	0.00316411	0.00296191	0.00386098	0.00264955	0.00263399	0.00243594	0.00229036	0.00218681	0.00207481	0.00310792	0.00264707	0.00284769	0.00227313	0.00255941	0.00350161	0.00338308	0.00440115	0.00371694	0.00338479	0.00366406	0.00320571	0.00416646	0.00274242	0.00266458	0.00342062	0.00335521	0.00208447	0.00267474	0.00355446	0.00262129	0.00414863	0.00236651	0.00344565	0.00291869	0.00306062	0.00267057	0.00202778	0.00284831	0.00316749	0.00336697	0.00234316	0.00247209	0.00280321	0.0028487	0.00206711	0.00413331	0.0029931	0.00101301	0.00304335	0.00356981	0.00282706	0.00300971	0.00313018	0.00266787	0.00313325	0.00256855	0.00249783	0.00281291	0.00298683	0.00293234	0.00315464	0.00318007	0.00221889	0.00270435	0.00284716	0.00262735	0.00244249	0.00317623	0.00319045	0.00322915	0.0026121	0.00266703	0.00327516	0.00250265	0.0022608	0.00411777	0.00167589	0.00227198	0.00340838	0.00285291	0.00287424	0.00277054	0.00262047	0.00281545	0.00276998	0.00375665	0.00338697	0.00346975	0.00346909	0.00235851	0.00295925	0.00315296	0.00217477	0.00298762	0.00250888	0.00283747
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00581672	0.00922473	0.00944999	0.0108201	0.00887331	0.00786194	0.00692823	0.00988218	0.00475927	0.00568142	0.00880556	0.0084294	0.00814103	0.00750489	0.00890334	0.0115293	0.00622934	0.00456665	0.00816548	0.00834868	0.00822443	0.00975659	0.00795239	0.00373587	0.00792615	0.00776687	0.00895611	0.00871152	0.00843662	0.00732938	0.00875563	0.00938412	0.00857857	0.00938919	0.00697467	0.00983261	0.00921441	0.0089559	0.00828612	0.00872419	0.00937445	0.00968703	0.00892714	0.0112902	0.0111766	0.00924122	0.0081195	0.00947914	0.00871639	0.00452514	0.0104574	0.00823183	0.00592932	0.00988067	0.00833383	0.00950149	0.00721505	0.00500452	0.00769327	0.00959852	0.00879222	0.0101192	0.00497074	0.00686676	0.00921625	0.00946422	0.00779437	0.0107992	0.00946776	0.0105207	0.00776637	0.0105322	0.00945534	0.0092281	0.0079148	0.00775979	0.00998293	0.00963672	0.00926703	0.00496271	0.00802986	0.00942491	0.0097617	0.00969799	0.00957798	0.0101902	0.00418575	0.00909207	0.00996525	0.00985399	0.0108786	0.00921411	0.00936008	0.00729899	0.00499728	0.0107094	0.00662996	0.00692154	0.00847085	0.00715625	0.0096043	0.00918987	0.00903422	0.00958896	0.00808929	0.00880496	0.00950642	0.0084591	0.0105734	0.00871561	0.00909769	0.00843545	0.00962153	0.00813874	0.00737409	0.00796326	0.00815677	0.00701002	0.00955975	0.00764863	0.00681468	0.00922241	0.00492783	0.0110647	0.0105178	0.00929231	0.00995574	0.00482847
CRNFORCAT-PWY: creatinine degradation I	0.0	0.0	9.40081e-05	0.0	9.54365e-05	0.0	4.20219e-05	0.0	0.0	0.000675993	0.0	0.00015865	0.000172849	8.97889e-05	0.0	0.0	0.0	7.85063e-05	0.0	0.0	0.0	0.0	0.000194816	0.0	0.0	0.0	8.96289e-05	0.000114864	0.0	0.0	0.0	0.0	2.17874e-05	0.0	0.0	0.0	8.77687e-05	0.000154418	2.88575e-05	0.0	0.0	0.000107257	0.0	0.000242518	4.85965e-05	0.000118856	0.000139037	1.64934e-05	0.0	4.80322e-05	0.0	1.48841e-05	0.0	5.94156e-05	0.0	6.45075e-05	0.0	0.0	0.0	5.51621e-05	0.0	8.60197e-05	1.85077e-05	4.45355e-05	0.0	0.000206256	0.0	0.000538625	0.000376228	2.73011e-05	0.0	0.000402537	0.000323483	0.0	0.000197468	0.0	0.0	3.48203e-05	0.0	2.84894e-05	8.79222e-05	0.0	0.000362285	0.0	0.000287903	0.0	4.64572e-05	0.000193074	0.000410931	0.00025166	0.00053144	0.0	0.0	0.0	0.0	0.000478746	2.19077e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.43327e-05	4.09875e-05	0.00024972	0.0	0.000268972	0.0	0.0	0.00012857	0.0	0.000215144	0.0	0.0	0.000216539	0.0	0.000494904	0.0	0.0	6.96854e-06	3.43053e-05	3.0724e-05	0.0	0.0	0.000556956	0.000510268	8.05082e-05
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.00303053	0.00145958	0.00556639	0.00132913	0.00311056	0.00080123	0.00431635	0.00446644	0.00343309	0.00336524	0.00294442	0.00100004	0.0048651	0.00273761	0.00126256	0.00307814	0.00237844	0.00359345	0.00105885	0.00237682	0.0043585	0.00398923	0.00128025	0.00407428	0.00136618	0.00508816	0.00316539	0.0052827	0.00348072	0.000258333	0.00236186	0.00258909	0.00324814	0.00114869	0.00115549	0.000532919	0.00050641	0.000479883	0.00128439	0.00174892	0.00139411	0.0012417	0.000773138	0.00216185	0.0026497	0.00156454	0.00115133	0.00169307	0.00110168	0.00377859	0.00058788	0.00132098	0.00275209	0.00216205	0.00345094	0.000855996	0.000839895	0.00368314	0.00255251	0.00144525	0.0018654	0.00143931	0.00337987	0.00275149	0.0008015	0.00160815	0.00205645	0.00155727	0.00482005	0.00310666	0.00156751	0.00193601	0.00197566	0.00221567	0.0021775	0.000310154	0.0020924	0.00126987	0.00218447	0.00358149	0.000893693	0.00079066	0.000944651	0.000191763	0.00105625	0.000364908	0.00377397	0.00128197	0.000293614	0.000431266	0.0006794	0.000505422	0.00182887	0.00205611	0.00350759	0.00126221	0.00267479	0.00366417	0.00224531	0.00327591	0.000148111	0.00177095	0.00246116	0.000884533	0.000978185	0.000669308	0.00211616	0.000166836	0.00490673	0.000977227	0.000717933	0.00251938	0.00017773	0.00272985	0.000828096	0.000424325	0.0011991	0.00196456	0.000502656	0.00270947	0.00261929	0.00123261	0.00404768	0.00149988	0.00111949	0.00079209	0.000412188	0.00361491
DARABCATK12-PWY: D-arabinose degradation I	0.000405841	9.03939e-05	1.42703e-05	2.64348e-05	1.39051e-05	7.51384e-05	0.000302818	3.0376e-05	0.000653814	0.00016286	0.0	2.84335e-05	0.00013869	0.000226098	0.0	7.73899e-06	0.000257189	0.000583443	4.52853e-05	0.000115611	1.42446e-05	5.94615e-06	2.76766e-05	0.000920901	2.73932e-05	6.31785e-05	1.85456e-05	1.59722e-05	0.000178635	0.0	1.96664e-05	3.62432e-05	4.9155e-06	0.0	5.83176e-05	2.97391e-05	2.67513e-05	0.000729287	4.51757e-05	0.00012173	0.0	0.0	1.92139e-05	0.0	2.61762e-05	2.45954e-05	9.41712e-06	8.4404e-05	4.42267e-06	0.000813716	0.0	4.66015e-05	0.000146124	4.49994e-05	0.00013425	5.36521e-05	5.21255e-05	0.000643115	2.29469e-05	3.18276e-05	0.000171002	5.68463e-05	0.000512862	0.000165196	8.63355e-06	3.83946e-05	4.55519e-05	2.43199e-05	8.6887e-06	5.21993e-06	0.000109879	3.97902e-06	0.000140569	0.000127738	0.000177996	0.0	2.56508e-05	4.24924e-06	3.08497e-05	0.000421117	3.43281e-05	0.0	2.38415e-05	0.0	0.0	1.4392e-05	0.000946213	1.44475e-05	0.000155623	0.0	8.53809e-05	0.0	0.0	0.000169816	0.000534705	1.33327e-05	0.000133505	0.0001816	1.92535e-06	0.000299819	1.52486e-05	9.33657e-05	0.0	0.0	8.10506e-06	4.80487e-05	0.0	0.0	5.75252e-06	0.0	2.84086e-05	0.0	0.0	9.99368e-05	9.22077e-06	1.2968e-05	1.37073e-05	3.93048e-05	1.37644e-05	0.000150267	0.000210551	3.29518e-05	0.000589206	0.0	5.44702e-05	7.23853e-06	0.0	0.000628326
