# Pathway	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61576e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.10526e-05	6.69282e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48386e-05	0.0	0.0	0.0	0.0	2.11385e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67877e-05	0.0	0.0	1.60618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17166e-05	0.0	0.000112497	0.0	0.0	0.0	0.0	0.0
P163-PWY: L-lysine fermentation to acetate and butanoate	0.0	0.0	0.0	0.0	0.0	0.0	0.000652012	0.0	0.000203808	0.0	0.0	0.000149943	0.0	0.0	6.00952e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136921	1.8716e-05	0.0	0.0	4.95103e-05	1.92527e-05	5.26704e-05	0.000122513	0.0	4.32067e-05	0.000106784	0.0	0.0	0.0	0.000182816	0.0	0.000133305	3.36915e-05	0.0	0.000195232	0.0	0.0	6.86266e-05	0.0	0.0	0.0	0.0	3.99895e-05	2.92305e-05	0.0	0.0	0.0	0.0	0.000109199	0.0	0.000124951	2.16277e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.62219e-05	4.06443e-05	5.62e-05	3.97364e-05	3.01085e-05	4.37545e-05	0.0	5.52824e-05	0.0	0.0	3.9206e-05	0.0	3.9114e-05	0.000221494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000307169	0.0	2.74207e-05	3.4182e-05	0.0	0.0	0.0	0.0	0.0	0.000103147	3.33255e-05	0.000186388	0.0
P164-PWY: purine nucleobases degradation I (anaerobic)	0.000806333	0.000971887	0.0011353	0.00124706	0.000604141	0.0010867	0.00115383	0.00109109	0.00208683	0.000702498	0.000684333	0.000964041	0.000564259	0.00158614	0.000853793	0.000859477	0.00123249	0.00151491	0.000800546	0.000654574	0.000391495	0.000531566	0.0013294	0.000868511	0.000519538	0.000830821	0.0016209	0.00055167	0.00113425	0.0015728	0.00162326	0.00112325	0.0010468	0.000790791	0.00122132	0.0015411	0.00204897	0.000719271	0.00131909	0.00122722	0.0010199	0.000616423	0.000461177	0.0	0.000406833	0.000951965	0.000776317	0.000883922	0.000926848	0.000747628	0.000610511	0.00117694	0.000478466	0.00187909	0.00123987	0.000547023	0.00119346	0.000767337	0.000657212	0.000271668	0.000778201	0.0051016	0.00035976	0.00098224	0.000708106	0.00132933	0.001054	0.000850324	0.00120416	0.00104477	0.00171978	0.00139126	0.00143362	0.00046639	0.000996511	0.000664924	0.00080809	0.000483104	0.00145741	0.001996	0.00125437	0.00132241	0.00121676	0.00104619	0.00113298	0.000785986	0.00114931	0.00200108	0.00140402	0.000132893	0.000761749	0.00120402	0.000812059	0.00101395	0.000869783	0.000685561	0.00129839	0.00103107	0.000361574	0.00100052	0.00116418	0.00077613	0.000486719	0.000770247	0.000561817	0.000702149	0.000397441	0.00029781	0.00157481	0.000986254
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.000594811	0.000290371	0.00026668	0.000286341	0.000504706	0.000556954	0.000338773	0.000454354	0.000101309	0.000128292	0.0004449	4.49175e-05	8.72085e-05	9.56399e-05	0.000203301	8.18324e-05	0.000467612	9.17287e-05	0.000384812	0.000202306	0.000142389	9.06095e-05	0.000581542	0.000512639	0.000528342	0.00027443	7.34294e-05	0.00101779	0.000460639	9.28616e-05	5.48328e-05	8.81047e-05	0.000157245	0.000545835	0.000526122	0.000494916	0.000118776	0.000728698	0.00126563	7.2859e-05	0.00110047	5.83846e-05	6.85763e-05	0.0	0.0002237	0.000238271	0.000109462	0.00017071	0.000172889	0.000289048	0.000245242	0.000200553	0.000290684	0.000577605	0.000214295	0.000201135	0.00011631	0.000252247	0.000162094	0.00175421	9.77755e-05	0.000215182	6.24706e-05	0.000477357	0.000109946	0.000407057	8.77219e-05	6.68341e-05	0.000158316	5.77909e-05	0.000126961	0.000364478	0.000659023	5.70775e-05	0.000463073	0.000139947	0.000117593	0.00023207	0.00049192	0.000396384	0.000118912	0.000304976	0.00019361	0.000328331	0.000372941	0.000228007	5.93187e-05	0.000311422	0.000606478	0.000611832	0.000654329	0.000268249	0.000284238	0.000543744	0.000397577	0.000404162	0.000875434	0.000141481	0.000141317	0.000140282	0.000120287	0.000278329	0.000525232	0.000352347	5.66746e-05	0.000378659	0.000193291	7.39553e-05	0.000414331	5.6724e-05
P221-PWY: octane oxidation	0.0	0.0	0.0	0.0	2.3403e-05	1.77076e-05	2.17541e-05	1.19579e-05	0.0	4.28568e-05	0.0	2.68029e-05	0.0	0.0	3.58258e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000584329	0.0	1.32032e-05	1.33596e-05	0.0	0.0	0.0	0.000113584	0.000437287	0.0	0.0	0.0	1.56803e-06	1.4876e-05	0.0	7.5005e-05	0.000731253	2.32859e-05	4.23773e-05	0.0	0.0	0.000549455	4.17753e-06	2.78095e-05	4.5249e-05	1.65663e-05	2.44015e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.98459e-05	0.000137697	2.16708e-05	2.94325e-06	0.000223582	0.0	6.73707e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52747e-06	0.0	0.000106712	2.70903e-06	0.0	0.0	6.91206e-05	0.0	0.0	5.02337e-05	0.0	0.0	1.49952e-05	3.61178e-06	0.0	0.0	0.0	3.34439e-05	0.0	0.0	0.000506943	1.5575e-05	0.0	0.0	0.0	0.0	2.4122e-05	0.000308196	0.0	0.0	8.618e-06	0.0	2.72189e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.10116e-05	0.0
P23-PWY: reductive TCA cycle I	0.0	0.0	0.0	0.0	0.0	0.000142056	0.000266237	0.000497438	9.00779e-05	0.00011623	5.73587e-05	2.96008e-05	0.0	0.00036838	4.89138e-05	0.0	0.0	0.0	0.000106266	0.0	0.000135958	0.0	0.000169636	0.0	2.81245e-05	0.0	2.10924e-05	0.0	0.0	0.000473894	0.000296192	0.0	0.0	3.54931e-05	0.000130664	0.0	1.92348e-05	2.86721e-05	0.000146992	6.40448e-05	0.0	0.0	0.0	0.0	1.04708e-05	0.000255541	0.000293188	0.0	7.20839e-05	7.8815e-05	0.0	0.0	0.0	0.0	2.01259e-05	0.000169634	0.000355379	9.05825e-05	0.000112534	0.00182309	0.000193437	0.000132256	0.0	2.57585e-05	0.0	0.0	0.0	0.0	0.0	7.63517e-05	2.81044e-05	0.000160193	2.44448e-05	0.0	4.37341e-05	0.000233571	0.0	0.0	0.000200506	0.0	0.0	4.33616e-05	1.52935e-05	0.0	0.0	0.0	0.000265611	0.0	0.0	0.000430062	8.22713e-05	1.41361e-05	2.59559e-05	0.0	0.0	7.06231e-05	0.000190141	0.00017278	0.000210567	0.0	1.30046e-05	0.000138085	0.000118732	0.0	4.99991e-05	0.0	0.0	0.0	0.0	0.0
P241-PWY: coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1899e-05	0.0	3.0846e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.7422e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60496e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000148508	0.0	0.0	0.0	0.0	0.0	0.0	2.69105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09953e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.17365e-05	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.000144891	7.95711e-05	0.000289133	5.76919e-05	0.000160404	0.000485647	0.000677091	0.000829792	0.000166787	0.000229071	0.00020961	0.000210821	0.000383214	4.90524e-05	0.000352798	0.000175548	0.000290806	0.0	0.000196413	0.000246694	0.000165738	0.000294569	0.00193044	0.0	0.000249008	0.00034188	0.0	0.000120937	9.83065e-05	0.0013585	0.00230873	8.15709e-05	4.34889e-05	0.00014621	0.00146768	0.0	0.000201897	0.000612407	0.00215305	0.000159614	0.000280587	0.0	0.000438451	0.00265587	0.000209078	0.000534835	0.000723149	6.57864e-05	0.000277994	0.000197161	5.37355e-05	0.0	7.84738e-05	0.000214036	0.000251887	0.000310028	0.00123061	0.000404645	0.000429737	0.0022497	0.00021247	0.000739547	0.0	0.000404169	0.000114532	0.000225698	0.000297727	0.0	6.49405e-05	0.000162845	0.000143275	0.000261754	0.000584679	0.0	0.000370441	0.000770783	5.97996e-05	0.0	0.00088989	0.0	0.0	0.000208698	0.000184006	9.18303e-05	7.06741e-05	8.89068e-05	0.000687909	0.0	0.0	0.00153307	0.000121665	0.000539636	5.08036e-05	5.2565e-05	0.000205467	0.0	0.00111738	0.0	0.0	0.000157986	8.22575e-05	0.000544932	0.000352511	6.5147e-05	0.000420139	9.50196e-05	0.00018687	0.000105371	3.78189e-05	0.0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.0036247	0.00458367	0.00463318	0.00420266	0.00431522	0.00365389	0.00587238	0.003889	0.00318479	0.00411786	0.00351534	0.00318409	0.00316865	0.00369917	0.00299061	0.00471273	0.00545746	0.00339312	0.00329225	0.00476413	0.00320955	0.00413084	0.0030075	0.00535703	0.00408147	0.00403115	0.00451215	0.00415975	0.00366633	0.00255428	0.00174028	0.00348999	0.00326659	0.00381946	0.00451533	0.00506799	0.00199991	0.00390828	0.00394885	0.00283588	0.00566147	0.00276137	0.00528733	0.00240829	0.00554118	0.00382345	0.00449459	0.00335563	0.00347311	0.00506248	0.00271262	0.00425525	0.00258045	0.00744915	0.00408388	0.00480481	0.00261727	0.0031115	0.00369472	0.00411691	0.00495843	0.00518707	0.00273155	0.00661601	0.00473128	0.0055033	0.00266202	0.00439005	0.0036202	0.00279081	0.00398667	0.00509907	0.00495358	0.00354135	0.00627689	0.0051277	0.00543826	0.00347061	0.00504121	0.0035627	0.00317327	0.00470678	0.00631055	0.0041356	0.00438903	0.00354533	0.00453121	0.00284794	0.00317932	0.0026394	0.00506465	0.0042903	0.00350444	0.00475186	0.00574682	0.00506991	0.00223633	0.0033174	0.00310486	0.00406437	0.0052973	0.00466968	0.00358975	0.00515831	0.00220538	0.00358075	0.00436272	0.0035944	0.00764772	0.00335718
P42-PWY: incomplete reductive TCA cycle	0.000352464	0.00125326	0.00212323	0.000448279	9.73369e-05	0.00144005	0.0033176	0.000713818	0.000851398	0.00115363	0.000517119	0.00165401	0.00108882	0.000643175	0.000355341	0.000916006	0.000676544	0.000837024	0.00172651	0.000782272	0.000712642	0.000312699	0.000744467	0.000283296	0.000430018	0.00132409	0.000980074	0.00157079	0.00150664	0.00119481	0.000639932	0.00116832	0.00039804	0.00173563	0.000318764	0.00151531	7.85219e-05	0.000619825	0.000460365	0.000867867	3.22249e-05	0.00145637	0.00140801	0.000460067	0.00197852	0.000946406	0.00203688	0.00147449	0.000393516	0.00116942	0.000483005	0.0	0.00136682	0.000135962	0.000817704	0.000938173	0.000486643	0.000266099	0.000431854	0.00158687	0.00126795	0.000284594	0.000456443	0.000242154	0.00125297	0.00125583	0.000740228	0.00125124	0.00136337	0.00116454	0.000295715	0.00179387	0.00212428	0.000867436	0.000704189	0.000849432	0.000386037	0.000923888	0.00128153	0.000285384	0.000367152	0.000748373	0.000607774	0.0	0.00182437	0.000558349	0.00104805	0.0	0.00101561	0.00103751	0.000397221	0.000115939	0.000441594	0.00182039	0.00154103	0.00043718	0.000274398	0.000603348	0.000805003	0.00200892	0.000785731	0.00159463	0.000870533	0.000768286	0.000443935	0.000985373	0.00193844	0.000761132	0.0017931	0.000579609
P441-PWY: superpathway of N-acetylneuraminate degradation	0.000879661	0.000577422	0.00102845	0.00117853	0.000967307	0.00167575	0.00315458	0.00138717	0.00143292	0.000805349	0.00114916	0.00149266	0.000591511	0.000894996	0.0010118	0.00136444	0.00149997	0.00163844	0.000888359	0.000957581	0.000501038	0.000608871	0.00331111	0.00143727	0.00105317	0.000846816	0.00146756	0.00139501	0.000658302	0.00276807	0.00415404	0.000743089	0.00140375	0.000706938	0.0021839	0.00142142	0.000437575	0.000844216	0.00278959	0.00182738	0.00146451	0.00275489	0.000836873	0.00329975	0.000889661	0.00130807	0.00259667	0.000646496	0.00173338	0.00114522	0.000387347	0.000845809	0.000796221	0.00234203	0.00176037	0.00082954	0.00278743	0.0015554	0.000880791	0.00298917	0.00119989	0.00268916	0.000368721	0.00124852	0.000758575	0.00132188	0.00106398	0.000943633	0.000790714	0.000852004	0.00172555	0.00197332	0.00194494	0.000939576	0.00143634	0.00187819	0.000814785	0.000264815	0.0023824	0.00109507	0.000641057	0.0021766	0.00147693	0.00128205	0.000778974	0.000615652	0.00215507	0.00226975	0.00092669	0.0022381	0.00103998	0.00145863	0.00119105	0.00138029	0.00126239	0.00136451	0.00154529	0.000973414	0.000957856	0.000719862	0.00160691	0.00139978	0.000718903	0.00133542	0.00114011	0.00107477	0.00222001	0.000671585	0.00222218	0.00115439
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.000985719	0.000230138	0.000210304	0.000568286	0.0010246	0.000635871	0.00141322	0.000713801	0.000812973	0.00027563	0.000374323	0.000828296	0.000248531	0.000702549	0.000644265	0.000163461	0.000866912	0.00029822	0.000271881	0.000288883	0.000172241	0.000203451	0.00283711	0.00167008	0.00037964	0.000438784	0.000576347	0.000568745	0.000932036	0.00186897	0.00412484	0.000302844	0.000511082	0.000282546	0.00191763	0.0002205	0.000675558	0.000489004	0.00214074	0.000946429	0.00234568	0.000293004	0.000283211	0.00409517	0.000364826	0.000394501	0.000834696	0.00027916	0.000550918	0.000427503	0.000768935	0.000331818	0.000427569	0.0010614	0.000392101	0.000314368	0.00226076	0.000948848	0.000418819	0.00182914	0.000252282	0.00136808	0.000457075	0.000777951	0.000195797	0.000323332	0.000227654	0.000399678	0.000342933	0.000461061	0.000544807	0.000952309	0.000869378	0.000208375	0.000521756	0.00172738	0.000308755	9.55079e-05	0.00219857	0.000422976	0.000275527	0.000363811	0.000372287	0.000785405	0.000789548	0.000234764	0.00106446	0.000676276	0.000377311	0.00224304	0.00027501	0.000621593	0.000337581	0.000736404	0.000676386	0.000546564	0.000929795	0.000190016	0.000461773	0.000267616	0.0002496	0.000962108	0.000358824	0.000502708	0.000161079	0.000590421	0.000426035	0.000392279	0.000379748	0.000344752
P562-PWY: myo-inositol degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69175e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P621-PWY: nylon-6 oligomer degradation	0.0	0.0	0.0	0.0	0.0	0.0	4.468e-05	0.000262321	0.000102671	0.0	2.19269e-05	0.0	9.82311e-05	0.0	0.0	0.0	0.0	0.0	1.19906e-05	0.0	0.0	0.0	0.000396492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29964e-05	0.0	0.0	0.0	0.000460459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10665e-05	0.0	5.74551e-05	0.000138014	7.02171e-05	0.0	0.0	0.0	0.000128955	0.000103997	0.0	0.0	0.000154081	1.26631e-05	0.000133794	0.0	0.0	0.0	0.0	0.000124226	0.0	0.0	0.0	0.0	0.0	1.21692e-05	1.52353e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000125152	0.0	0.0	0.0	7.94992e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.61701e-05	8.56942e-05	0.0	0.0	0.0	0.0	0.0	3.52152e-05	0.0	4.51434e-05	0.0	2.75659e-05	0.0	0.0	0.000159928	0.0	1.94496e-05	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I	0.007049	0.00885266	0.00772445	0.00822184	0.0078476	0.0070062	0.00647499	0.00682905	0.00880937	0.00708591	0.00725307	0.00691377	0.00721178	0.00869612	0.00824944	0.00754529	0.00868609	0.00947738	0.00685361	0.00840003	0.00837446	0.00889217	0.00529734	0.00707489	0.00773552	0.00767242	0.00742753	0.00722723	0.0075731	0.00625804	0.00546719	0.00798964	0.00996199	0.00745323	0.00645872	0.00808433	0.009138	0.00643531	0.00556547	0.0075103	0.00793093	0.00637868	0.00757283	0.00371962	0.00734685	0.00788098	0.00689531	0.00717558	0.00816894	0.00688969	0.00811129	0.00805203	0.0078068	0.00782609	0.00748816	0.00806045	0.00638105	0.00837993	0.00772565	0.00579394	0.00719253	0.00627008	0.00782664	0.00553488	0.00853174	0.00788812	0.00785834	0.00848541	0.00810709	0.00716589	0.00801788	0.00821341	0.00620385	0.00720169	0.00655338	0.00791245	0.00718386	0.00735824	0.00666524	0.00858036	0.0100193	0.00904881	0.00767122	0.00701081	0.00670672	0.00760007	0.0067448	0.00873116	0.00771041	0.0055514	0.00749013	0.00759197	0.00911562	0.00700016	0.00758865	0.00839575	0.00795699	0.00879856	0.0103739	0.00669347	0.00854548	0.00644938	0.00629313	0.00768283	0.00890936	0.00737639	0.00842648	0.00698223	0.00696171	0.0087461
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.00772947	0.00853847	0.00819952	0.00836144	0.00805698	0.00740623	0.00693696	0.00723513	0.00882655	0.00753955	0.00762067	0.00740886	0.00753891	0.00891367	0.00878019	0.00817314	0.00861564	0.00937924	0.00723349	0.00860261	0.00734313	0.00886609	0.00488238	0.00773223	0.00783447	0.00812564	0.0080175	0.00739888	0.00781696	0.00595674	0.00462411	0.00840528	0.00999322	0.00745078	0.00703733	0.00832619	0.00842087	0.00706823	0.00515349	0.00760638	0.00818907	0.00741453	0.00771472	0.00307522	0.00779867	0.00753882	0.00717226	0.00772608	0.00786889	0.00747207	0.0079542	0.00805719	0.00796511	0.00760785	0.00770202	0.00869157	0.00634263	0.00746261	0.00843585	0.00574872	0.0080435	0.00679199	0.00785532	0.00653901	0.00890212	0.00811644	0.00786016	0.00860905	0.00868904	0.0076061	0.00808427	0.00843202	0.00663816	0.00755783	0.00733223	0.00764826	0.00775171	0.00769086	0.00699375	0.00840408	0.0100833	0.00889923	0.00808088	0.00780714	0.00710658	0.0081629	0.00671029	0.00865261	0.00795133	0.00577525	0.00824816	0.00789512	0.00896814	0.00771387	0.00825031	0.00858053	0.00737192	0.00837195	0.00926559	0.00739818	0.00945467	0.0067156	0.00706968	0.00819175	0.00835576	0.00793032	0.00895472	0.00744525	0.00733284	0.00919459
PENTOSE-P-PWY: pentose phosphate pathway	0.00396099	0.00368274	0.00352728	0.00433289	0.00447214	0.00427415	0.00328224	0.00355202	0.0055225	0.00427527	0.00262741	0.00442408	0.00369813	0.00475409	0.0043063	0.00388661	0.00452587	0.00517998	0.00374086	0.00463658	0.00216634	0.00255399	0.00349736	0.00357649	0.00392288	0.0036952	0.00544936	0.00202372	0.00459745	0.00477891	0.00448076	0.00412779	0.0033431	0.00331243	0.00383813	0.00539868	0.00457035	0.00288305	0.00444637	0.00520001	0.00391191	0.0030097	0.00204468	0.00410169	0.00316538	0.00212872	0.00262489	0.00359678	0.00409818	0.00184607	0.0053975	0.00569366	0.00437883	0.0058652	0.00475014	0.00239965	0.00501057	0.00351598	0.00244675	0.00277633	0.00322684	0.00576298	0.00302674	0.0041686	0.0040817	0.00308251	0.00535204	0.00590718	0.00426601	0.00529407	0.00338577	0.00452493	0.00321844	0.00271347	0.00300327	0.00297522	0.0024861	0.00282364	0.00304245	0.00525128	0.00490124	0.00356361	0.00168312	0.00417694	0.00197812	0.00413777	0.00363436	0.00587031	0.00545656	0.00205235	0.00449727	0.00414348	0.00502488	0.00316233	0.0029294	0.00475661	0.00538718	0.00521821	0.00428053	0.00333798	0.00334552	0.00278597	0.00214386	0.00264092	0.0043109	0.00417154	0.0052344	0.00377983	0.00373553	0.00597097
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.0116836	0.0112571	0.011121	0.0105641	0.00999752	0.00964273	0.00923666	0.00972939	0.0102584	0.0102654	0.0122937	0.0122018	0.0116908	0.00972422	0.0109238	0.0109295	0.0111961	0.0108056	0.0115695	0.0112387	0.0134383	0.0152632	0.00760281	0.0106953	0.0109381	0.0117359	0.0103207	0.014078	0.0101049	0.00750624	0.00623645	0.0105039	0.0109653	0.011487	0.00893531	0.0113604	0.00962308	0.0112513	0.00716469	0.00975242	0.00979547	0.0154542	0.0124184	0.00526699	0.0112707	0.0127266	0.0113459	0.010715	0.00995308	0.0126276	0.0109131	0.00993992	0.0101558	0.0101784	0.00992655	0.0126977	0.00773288	0.0118109	0.0127176	0.00804162	0.0113313	0.00860863	0.0134588	0.0106472	0.0115842	0.0111236	0.0100234	0.010105	0.0104107	0.0107332	0.0105581	0.0103307	0.0104458	0.0147436	0.0105001	0.0109144	0.0114786	0.0118491	0.00884198	0.00953659	0.0113053	0.0116108	0.0118712	0.0109211	0.0113812	0.0108069	0.00933161	0.0101885	0.0100211	0.0121348	0.010893	0.00971937	0.0106475	0.0119005	0.0116821	0.0107187	0.00865306	0.0110125	0.0127361	0.0120032	0.0123585	0.0122077	0.0153737	0.0121593	0.0101717	0.0119074	0.0113607	0.0125139	0.00969268	0.0114344
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00452058	0.00374075	0.0029641	0.00432267	0.00420789	0.00456922	0.00222406	0.00373756	0.0039601	0.0034787	0.00609442	0.00397031	0.00390632	0.00626118	0.00425172	0.00311556	0.00134206	0.00559193	0.00308098	0.00247057	0.00699333	0.00216787	0.00466757	0.00168676	0.00296461	0.00298953	0.00613727	0.00543579	0.00230196	0.00454253	0.00463709	0.00580611	0.0020939	0.00543269	0.00293159	0.00152434	0.00390941	0.0050353	0.00404205	0.00162613	0.00321973	0.00262364	0.0016903	0.00473902	0.00141653	0.00660145	0.00540502	0.00507089	0.00367003	0.00252966	0.00512319	0.00513224	0.00434992	0.00100373	0.00457185	0.00408715	0.00438874	0.00714832	0.00350545	0.00414488	0.00341301	0.0033892	0.00285427	0.0013119	0.00523462	0.00357834	0.00111918	0.00199933	0.00575578	0.00260969	0.00470807	0.00224864	0.00390628	0.00357497	0.00196851	0.00321734	0.00487509	0.00308903	0.00312553	0.0057342	0.00509887	0.00430473	0.00485581	0.00433804	0.00254575	0.00381192	0.00419499	0.00601533	0.00621014	0.00379988	0.00209071	0.00437793	0.00303894	0.00349156	0.0040732	0.00665528	0.00482788	0.00338259	0.00609112	0.00440755	0.00225988	0.00327321	0.00205105	0.00312638	0.00421188	0.00445034	0.00623142	0.00396352	0.00118504	0.00568068
