# Pathway	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
PWY-5367: petroselinate biosynthesis	0.000643598	0.000477489	3.64312e-05	0.000140691	0.000760741	0.000253061	0.000297216	0.000261368	0.000114208	0.000172514	0.000513921	2.65227e-05	0.000631208	5.83608e-05	1.67832e-05	0.0	0.00114964	0.000470615	0.00012877	5.68607e-05	0.000664229	0.000377824	0.000142558	0.000117993	2.85249e-05	0.0	0.000404688	0.0	3.22428e-05	0.000326243	0.000277879	0.000230165	0.000387586	0.000104097	8.43997e-05	3.1969e-05	0.000372271	0.000755571	3.5869e-05	0.000837374	3.51841e-05	0.00014498	0.00094815	0.000137447	0.000129956	0.00023203	5.74746e-05	3.92389e-05	0.000900606	0.000229823	0.000339869	0.000393615	0.000491691	0.000229342	0.000136894	0.000548264	1.66546e-05	0.000224108	0.000145771	0.000469283
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.00167939	0.00251128	0.00193953	0.00298212	0.00180102	0.00308544	0.00142629	0.00149139	0.00306608	0.00441867	0.00264242	0.0020377	0.00202007	0.0028081	0.00324787	0.00199907	0.00216245	0.00117452	0.00399776	0.00258999	0.00308605	0.00168826	0.00161719	0.00483665	0.0024099	0.00213914	0.00160914	0.00490093	0.00404535	0.00156988	0.00104908	0.00364254	0.00254633	0.00343081	0.000764147	0.00280427	0.000850334	0.00248774	0.00444981	0.00222659	0.00221078	0.00190724	0.00288383	0.00286643	0.002055	0.00332859	0.00196142	0.00264597	0.00214999	0.00310216	0.00313756	0.00291796	0.00244767	0.00398201	0.00219038	0.00195781	0.00399554	0.00261209	0.00254675	0.000997149
PWY-5392: reductive TCA cycle II	0.000109481	0.0	0.0	0.0	0.0	0.000105456	3.31291e-05	1.75298e-05	9.49393e-05	1.17975e-05	0.0	0.0	0.0	3.76837e-05	1.83215e-05	0.0	5.26094e-05	9.87371e-05	6.77993e-05	0.0	2.97454e-05	0.000224448	0.0	0.0	0.0	0.0	8.90328e-05	0.0	0.0	3.61393e-05	0.000121006	3.5709e-05	0.000122987	0.0	0.0	1.5586e-05	0.000119177	0.0	0.0	0.0	0.0	2.57088e-05	0.00013247	5.9079e-05	0.0	0.0	0.0	0.0	0.0	3.60343e-05	0.0	0.0	0.0	0.0	8.01172e-05	0.0	1.14605e-05	0.0	0.0	0.0
PWY-5415: catechol degradation I (meta-cleavage pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52679e-05	0.0	0.0	0.0	0.0	0.0	2.99145e-05	0.0	0.0	0.0	0.0	0.0	9.95552e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27423e-05	1.87604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56325e-05	0.0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0.0	0.0	0.0	0.0	0.0	0.000223499	0.0	0.0	4.45748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15316e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.000223499	0.0	0.0	4.45748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15316e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	8.83739e-05	0.000302955	0.000115016	0.0	8.44105e-05	9.3847e-05	0.00025421	0.0	0.000134279	0.0	0.000157565	0.000117109	9.63056e-05	0.00032409	0.0	0.0	0.000106717	0.0	0.000187599	0.0	0.0	0.0	4.59333e-05	0.000140555	0.0	0.000126628	0.000339499	0.0	0.0	0.000337275	0.000393004	0.0	0.00024207	0.0	0.000267795	0.000159581	0.000204859	0.0	0.000107512	0.000181226	0.0	5.00294e-05	0.000224713	0.000304115	0.000214673	0.000202322	0.000207515	0.0	0.0	0.000190479	0.0	0.0	0.0	0.000150599	0.00019984	0.000128844	0.000282238	0.0	0.000140575	0.0
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.00347296	0.00468182	0.004335	0.00316915	0.00473172	0.00496089	0.00555577	0.00336963	0.00591804	0.00364177	0.00398976	0.00574401	0.00333255	0.00532924	0.00240036	0.00260996	0.00460057	0.00319159	0.00359927	0.00687894	0.00414394	0.00425251	0.00372657	0.00272447	0.00331491	0.00461148	0.00356663	0.00306618	0.00409452	0.00408807	0.00427999	0.00493944	0.00516501	0.00644122	0.00250605	0.00497804	0.00400159	0.00342564	0.00464367	0.00334855	0.00440173	0.00250299	0.00410246	0.00527014	0.00366569	0.00354097	0.00365602	0.00544684	0.00381159	0.00346459	0.003003	0.00508549	0.00482318	0.00465405	0.00523596	0.00453421	0.00612305	0.00344132	0.00258866	0.00320259
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	2.00724e-05	0.0	0.0	4.56762e-05	2.59145e-05	0.0	7.59837e-05	7.76018e-05	0.00012653	0.0	0.0	1.87511e-05	4.50048e-05	0.0	0.0	5.63489e-05	1.92718e-05	0.0	0.000137962	0.0	0.0	0.0	0.000167469	3.32233e-05	0.0	0.0	0.0	0.0	3.18835e-05	9.47848e-05	2.28764e-05	4.10974e-06	8.77826e-05	0.0	0.0	0.0	0.0	0.0	3.60816e-05	0.000139234	0.0	2.23178e-05	1.26657e-05	1.89918e-05	6.77936e-05	0.0	0.0	7.8035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65744e-05	3.43437e-05	6.44818e-05	9.50394e-05
PWY-5497: purine nucleobases degradation II (anaerobic)	0.000373985	0.000444384	0.000309349	0.000119053	0.000838205	0.000425511	0.000649131	0.000310574	0.00117729	0.000134418	0.000495417	0.000209522	0.00100038	0.000331009	0.000674611	0.000469591	6.88458e-05	0.00029168	0.000824531	0.000445506	0.000350365	0.0	0.000748551	0.000461935	0.000345444	0.000272853	0.000397935	0.000256896	0.000725201	0.000297444	0.000549011	0.000892136	0.000104889	0.000111742	0.000398138	0.000602861	0.000619462	0.000170178	0.000143039	0.000524529	0.0	0.000244669	0.00107386	0.00121893	0.000353757	0.000346327	0.000288331	0.000645985	0.000524231	0.000642697	0.000460614	0.000584557	8.56393e-05	0.0	0.000570175	0.0	0.00093941	0.000771735	0.000242371	0.0
PWY-5505: L-glutamate and L-glutamine biosynthesis	0.00226757	0.00104228	0.00202625	0.000444834	0.00220617	0.00124177	0.00157899	0.0012873	0.0013923	0.0010296	0.00163923	0.000684343	0.0021273	0.00142103	0.00242561	0.00206876	0.00139062	0.000957994	0.00251827	0.000951329	0.00182514	0.00191927	0.00182506	0.000520418	0.00194457	0.00177919	0.000925344	0.00132789	0.00173528	0.000522184	0.00106952	0.00150308	0.00112562	0.000840668	0.000157403	0.00132383	0.00118613	0.00147474	0.000471334	0.00138288	0.00132499	0.00157927	0.001314	0.00120559	0.00197051	0.00202442	0.00114004	0.00113674	0.00198706	0.00152635	0.0018487	0.00139952	0.00138159	0.00180079	0.00129259	0.00178418	0.00122373	0.00202419	0.00120305	0.00374904
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	0.0	0.0	0.0	0.0	0.0	1.21134e-05	0.0	0.0	0.0	0.0	2.16848e-05	2.53532e-05	0.0	1.45031e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15945e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79437e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.00058e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103579	0.000119622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0852e-05	0.0	0.0	0.0	0.0	0.0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0.000776289	0.000236834	0.000131176	0.0	0.0	0.00164647	0.000110764	0.000183907	0.000550548	0.0001659	0.0	7.78189e-05	0.0	0.00040499	0.000144644	0.0	0.00251266	0.000573184	2.53918e-05	0.0	0.000408617	0.0	0.000143419	0.00033328	0.0	0.0	0.000591185	0.0	0.000104651	0.000308749	0.000707234	0.000145593	0.0	0.0	0.0	5.27153e-05	0.000300508	0.0	0.0	0.0	0.0	0.0	0.00186993	0.000325209	7.18684e-05	0.0	0.000215031	0.000402064	0.0	0.000207058	0.0	0.000271399	0.0	0.0	0.000437494	0.0	0.000108336	0.0	0.0	0.0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39738e-05	0.0	0.0	0.0	1.43739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57913e-06	0.0	0.0	8.77089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5656: mannosylglycerate biosynthesis I	0.000243632	4.59564e-05	2.04482e-05	0.0	0.0	0.000454973	1.89378e-05	6.03764e-06	6.58427e-05	2.94032e-05	0.0	6.39539e-05	0.0	8.98602e-05	0.0	0.0	0.000860161	0.000334579	0.0	0.0	6.61729e-05	0.0	2.02885e-05	5.35483e-05	0.0	0.0	0.000129243	0.0	1.65401e-05	2.49579e-05	0.000364382	2.23036e-05	0.0	0.0	0.0	9.01407e-06	0.000190901	0.0	0.0	0.0	0.0	0.0	0.00100815	0.000136519	3.34717e-05	0.0	5.41467e-05	0.000123308	0.0	4.20209e-05	0.0	0.0	0.0	0.0	0.000223594	0.0	0.0	0.0	0.0	0.0
PWY-5659: GDP-mannose biosynthesis	0.00198816	0.00233191	0.00160238	0.00327391	0.00321022	0.0024628	0.00263942	0.00360126	0.00306553	0.00362941	0.00350068	0.00332219	0.00223933	0.00224405	0.00385614	0.00240485	0.00253141	0.00185558	0.00382894	0.00208202	0.00210992	0.00230227	0.00207383	0.00460032	0.0034348	0.00265343	0.00199805	0.00272918	0.00324696	0.00206845	0.00201028	0.0031288	0.00287751	0.00272143	0.00176597	0.00148214	0.00244243	0.00292231	0.00403681	0.00161932	0.002078	0.00195125	0.00280915	0.0028504	0.00248454	0.00282181	0.00264971	0.0023763	0.00310671	0.00360814	0.0030199	0.00199219	0.00225777	0.00392159	0.00245987	0.00248171	0.00263676	0.00340452	0.00287897	0.00303484
PWY-5667: CDP-diacylglycerol biosynthesis I	0.00914368	0.00895832	0.00872078	0.0107998	0.00915073	0.00645928	0.00766994	0.00934416	0.00812657	0.0097351	0.00869562	0.00899081	0.00861901	0.00725889	0.0102587	0.0107601	0.0058387	0.00837589	0.0088478	0.005715	0.0103378	0.00998023	0.0101077	0.00962478	0.0104138	0.00861142	0.00940299	0.00861228	0.00827301	0.00979743	0.00747603	0.00875775	0.00758543	0.00881304	0.00681101	0.00755141	0.00914942	0.00869548	0.00930196	0.00920024	0.0104932	0.00952619	0.00656613	0.00823049	0.0089821	0.0101828	0.00854332	0.00837553	0.00906024	0.00970647	0.00973368	0.00856164	0.0087829	0.00832332	0.00884252	0.0097808	0.00831612	0.00986796	0.00983924	0.0104311
PWY-5675: nitrate reduction V (assimilatory)	0.000396254	8.29599e-05	0.000101828	0.0	0.0	0.00124299	8.07323e-05	5.51987e-05	0.000160075	7.23296e-05	0.0	3.34873e-05	0.0	0.000255913	4.94497e-05	4.17087e-05	0.00207749	0.000542319	6.03977e-05	8.69776e-05	0.000340901	8.31166e-05	5.56682e-05	0.00018127	0.0	0.0	0.000382562	0.0	0.0	0.000141138	0.000455551	2.47177e-05	0.0	0.0	4.03885e-05	9.93781e-05	0.000421072	0.0	3.48776e-05	2.03726e-05	0.0	1.07522e-05	0.00147903	0.000169873	5.32409e-05	1.56616e-05	6.5332e-05	0.000354876	0.0	8.09536e-05	0.0	8.97949e-05	0.0	0.0	0.000419082	0.0	4.07375e-05	0.0	7.47369e-05	0.0
PWY-5676: acetyl-CoA fermentation to butanoate II	0.00206673	0.00112861	0.000692843	0.00218752	0.00120172	0.00186888	0.000518906	0.00200815	0.000923461	0.00178302	0.00099812	0.000486807	0.00108914	0.00121401	0.000939251	0.00181782	0.00178954	0.000723878	0.00175174	0.000872065	0.00109028	0.000431326	0.00127393	0.0010468	0.00209218	0.00213194	0.00110231	0.00119872	0.0017415	0.000664905	0.0014245	0.00224991	0.00159297	0.00109498	0.000322326	0.0013316	0.00127669	0.00125836	0.00114471	0.000600784	0.00117014	0.000661657	0.00280754	0.00101519	0.00104844	0.000960486	0.000821809	0.00159884	0.00253127	0.00118325	0.00102541	0.00138906	0.00227642	0.00136607	0.00259666	0.00105028	0.00161056	0.00115966	0.000689173	0.00136353
PWY-5677: succinate fermentation to butanoate	0.0	0.0	8.98539e-05	0.0	0.0	0.0	4.93503e-05	0.000164115	0.000138038	0.0	0.0	2.73814e-06	0.0	0.000134129	0.0	0.000149833	0.0	0.0	7.3955e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.68892e-05	0.0	0.0	4.50572e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.43543e-05	0.0	4.41293e-05	0.0	6.33874e-05	0.0	7.94593e-06	0.000386474	0.000119057	0.0	0.0	0.0	0.0	0.000134325	0.0	0.0	0.0	0.0	0.0	0.000300882	0.0	1.12729e-05	7.48326e-05	0.0	2.19318e-05
PWY-5686: UMP biosynthesis I	0.0110746	0.0111682	0.0116532	0.0135097	0.0113413	0.0093449	0.0109866	0.0128878	0.0103401	0.0131728	0.0118685	0.00985883	0.0117642	0.0114903	0.0126472	0.0120006	0.00587234	0.0134167	0.0101866	0.0129814	0.0128536	0.0126901	0.0119783	0.0126131	0.013513	0.011935	0.0117959	0.0146797	0.0117642	0.0122267	0.0118944	0.0109938	0.0114967	0.0124131	0.0141101	0.0123865	0.013299	0.0136233	0.0139734	0.0119855	0.0135576	0.0137967	0.00705459	0.00954278	0.0124767	0.0132012	0.0131461	0.00941667	0.0114302	0.0119626	0.0131982	0.0119337	0.0130487	0.0109602	0.0108738	0.0117337	0.0106727	0.011679	0.0138278	0.0125626
PWY-5690: TCA cycle II (plants and fungi)	0.000238715	0.00018593	8.2122e-05	0.00022949	0.000181043	5.8621e-05	0.000701748	0.0	7.53949e-05	0.000171753	0.000216129	6.70387e-05	0.000447421	0.000439186	9.382e-05	0.0	5.84245e-05	6.49323e-05	0.000115884	0.0	0.000167754	0.000275016	3.08609e-05	0.000180004	0.000213613	9.51005e-05	0.000233577	0.000394037	0.0	0.000442305	0.000989701	8.82862e-05	0.000137676	0.0	0.000307462	0.000337778	0.000155392	0.000145699	8.51893e-05	0.000295304	5.57414e-05	0.000287475	0.000126907	0.000190458	0.00014298	0.000180921	0.000140316	0.0	0.000251318	0.000127615	0.000165911	0.000270784	0.0	0.000347858	0.000363741	9.32687e-05	0.00023336	0.000287736	0.000102306	0.000280673
PWY-5692: allantoin degradation to glyoxylate II	3.69215e-05	8.58541e-06	2.01952e-05	0.0	0.0	1.50964e-05	5.38448e-06	7.82337e-06	3.24943e-05	7.47792e-06	0.0	3.97498e-06	0.0	1.85436e-05	0.0	0.0	8.44073e-05	1.08689e-05	0.0	0.0	4.13094e-05	0.0	1.25071e-05	5.37639e-06	0.0	0.0	3.58216e-05	0.0	0.0	0.0	1.70175e-05	1.8637e-05	0.0	0.0	0.0	0.0	9.64687e-06	0.0	0.0	0.0	0.0	0.0	8.17047e-05	4.84877e-05	1.17453e-05	0.0	3.77119e-06	0.0	0.0	4.33746e-06	0.0	0.0	0.0	0.0	6.44659e-05	0.0	0.0	0.0	0.0	0.0
PWY-5695: inosine 5'-phosphate degradation	0.00814317	0.0062413	0.00821743	0.00693806	0.00868209	0.00690468	0.0100623	0.00918033	0.0071308	0.00936476	0.0086441	0.00975718	0.0097086	0.00865946	0.00876706	0.00761485	0.00776385	0.00752283	0.00867246	0.00760417	0.00861705	0.00798856	0.00855462	0.0102645	0.00747442	0.00794909	0.00695792	0.0068043	0.0094433	0.00652584	0.00890224	0.00809653	0.00801998	0.00707892	0.00702182	0.00786895	0.00852239	0.00841181	0.00688874	0.00748452	0.00816733	0.00778416	0.00714651	0.00844914	0.00821647	0.00822114	0.00758295	0.0062675	0.00916477	0.00756375	0.00838217	0.00840561	0.00873118	0.00858561	0.0073265	0.00788172	0.0082624	0.00911528	0.00736968	0.0102656
PWY-5705: allantoin degradation to glyoxylate III	8.14439e-05	9.11978e-06	2.31199e-05	0.0	0.0	7.32596e-05	3.12065e-05	7.86152e-06	3.78201e-05	7.53631e-06	0.0	1.64965e-05	0.0	4.67004e-05	7.90891e-06	0.0	0.000665188	7.08798e-05	0.0	0.0	4.82996e-05	0.0	1.38768e-05	2.8315e-05	0.0	0.0	0.000122547	0.0	1.14048e-05	5.84376e-05	0.000111956	2.95412e-05	0.0	0.0	0.0	3.71856e-06	7.41392e-05	0.0	0.0	0.0	0.0	0.0	0.000594191	7.22078e-05	1.3279e-05	0.0	5.54568e-06	3.8141e-05	0.0	4.89553e-06	0.0	0.0	0.0	0.0	8.16285e-05	0.0	3.70984e-06	0.0	0.0	0.0
PWY-5723: Rubisco shunt	0.00121411	0.000417144	0.000471667	0.0	0.0	0.00193528	0.000222066	5.36761e-05	0.000544174	0.000160168	0.0	0.000148183	0.0	0.000504592	0.000191103	0.0	0.00529101	0.00114061	4.98439e-05	0.0	0.000737217	0.00021709	0.000192288	0.000343481	6.94722e-05	0.0	0.00104513	0.0	0.000232225	0.000456159	0.00119833	0.000320729	0.000173843	0.0	5.18354e-05	0.000108428	0.00152713	0.000146547	3.6131e-05	0.0	0.0	0.0	0.00380681	0.000577469	4.94554e-05	0.0	0.000257075	0.000514029	0.0	0.00043244	0.0	0.000419387	0.0	0.0	0.000759451	0.0	0.000127385	0.0	0.0	0.0
PWY-5747: 2-methylcitrate cycle II	7.30123e-05	1.03944e-05	3.62399e-05	0.0	0.0	0.000203729	3.53762e-06	3.39152e-06	2.43963e-05	7.1917e-06	0.0	0.0	0.0	2.76299e-05	5.97842e-06	0.0	0.000452877	7.79619e-05	0.0	0.0	2.34005e-05	0.0	6.34375e-06	3.27064e-05	0.0	0.0	8.94812e-05	0.0	0.0	0.000139268	6.72613e-05	2.65549e-06	0.0	0.0	0.0	3.616e-06	1.28964e-05	0.0	0.0	0.0	0.0	0.0	0.00026795	2.14364e-05	2.81338e-06	0.0	8.6847e-06	1.1381e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.92105e-05	0.0	1.55088e-06	0.0	0.0	0.0
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0.000400318	0.000105007	4.21225e-05	0.000116252	0.0	0.000681916	0.000203671	0.000119614	0.000276487	5.96105e-05	6.73066e-05	7.69452e-05	0.000312844	0.000197895	6.86141e-05	8.68302e-05	0.0012468	0.000222519	0.000294134	1.48496e-05	0.000247392	0.000127981	9.78313e-05	0.000194908	0.000192778	6.36593e-05	0.000393492	0.0	6.54399e-05	0.000146905	0.000333588	0.000135045	0.000741117	5.87322e-05	0.0	0.000164576	0.000177654	0.000159758	0.0	0.0	7.75101e-05	3.37769e-05	0.000953681	0.000210483	3.36826e-05	5.97943e-05	0.000142559	0.000205093	0.0	0.000135742	0.0	0.000108027	0.0	0.00033767	0.000229543	0.0	0.000139126	0.0	9.0259e-05	0.0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.00104117	0.000311402	0.000139206	0.000323711	0.0	0.0014058	0.00062435	0.0003723	0.000755951	0.000179721	0.000215115	0.000253731	0.000902591	0.000580807	0.000222565	0.000279749	0.00218338	0.000625878	0.000798704	5.00782e-05	0.000682579	0.000397407	0.000316349	0.000422153	0.000548099	0.000208696	0.000828061	0.0	0.000213736	0.000404203	0.000882012	0.000417681	0.00107026	0.000189485	0.0	0.000495074	0.000533419	0.000477944	0.0	0.0	0.000247121	0.00011092	0.0018382	0.00065324	0.000111628	0.000191992	0.000433358	0.000556972	0.0	0.000395681	0.0	0.000343408	0.0	0.000949345	0.000644207	0.0	0.000436481	0.0	0.00027343	0.0
PWY-5840: superpathway of menaquinol-7 biosynthesis	0.000688835	0.00029208	0.000117608	0.000279754	0.0	0.00121538	0.00061374	0.000381589	0.000580985	0.000181957	0.000209889	0.000109507	0.0	0.000516913	0.000222131	0.000270553	0.00198724	0.000473149	0.000560109	4.92785e-05	0.000631401	0.000384079	0.0	0.00044035	0.000508194	0.000201757	0.000668781	0.0	0.000186935	0.000309761	0.000775711	0.00023297	0.00113191	0.000180924	0.0	0.000473632	0.000524752	0.000322348	0.0	0.0	0.000235154	0.000107352	0.00167327	0.000556207	0.000104019	0.000180997	0.000424134	0.000449575	0.0	0.000376649	0.0	0.000228335	0.0	0.0	0.00046985	0.0	0.000351853	0.0	0.000211726	0.0
PWY-5845: superpathway of menaquinol-9 biosynthesis	0.000707243	0.000265599	8.79153e-05	0.0	0.0	0.00121538	0.000555851	9.77062e-05	0.000732211	0.000123438	0.0	0.000109507	0.000806099	0.000522171	0.000213083	0.000269987	0.00198724	0.000532187	0.000440301	4.94543e-05	0.000504695	0.0	0.000303699	0.000276212	0.000418228	0.000178431	0.000668781	0.0	0.0	0.000309761	0.000747059	0.000371168	0.0	0.0	0.0	0.000472051	0.000299277	8.24084e-05	0.0	0.0	0.0	0.000109134	0.00167327	0.000631242	0.000110765	0.000179587	0.0	0.000449575	0.0	0.000285756	0.0	0.000273345	0.0	0.000347834	0.00046985	0.0	0.00025167	0.0	0.0	0.0
PWY-5850: superpathway of menaquinol-6 biosynthesis	0.000688835	0.000175727	7.97242e-05	0.0	0.0	0.00121538	0.000220273	0.0	0.000580985	0.000123438	0.0	0.000109507	0.0	0.000309211	0.00012712	0.0	0.00198724	0.000380222	0.000440301	0.0	0.000504695	0.0	0.0	0.000276212	0.0	0.0	0.000668781	0.0	0.0	0.000309761	0.000747059	0.000183632	0.0	0.0	0.0	0.000127738	0.000299277	8.24084e-05	0.0	0.0	0.0	7.70994e-05	0.00167327	0.00041476	0.0	0.0	0.0	0.000449575	0.0	0.000267799	0.0	0.000228335	0.0	0.0	0.00046985	0.0	0.00025167	0.0	0.0	0.0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0.000166115	2.92982e-05	3.24013e-05	0.0	0.0	0.000178935	1.01225e-05	0.0	0.000172015	1.04763e-05	0.0	5.30388e-06	0.0	2.38052e-05	9.41873e-06	0.0	0.000786902	5.00738e-05	0.0	0.0	2.07166e-05	0.0	1.84684e-05	7.5777e-05	0.0	0.0	9.71246e-05	0.0	2.65209e-05	0.000146535	0.000147441	3.12916e-05	0.0	0.0	0.0	8.73512e-06	9.94067e-06	0.0	0.0	0.0	0.0	0.0	0.000453414	6.97061e-05	9.14453e-06	0.0	3.36366e-05	2.15205e-05	0.0	1.67477e-05	0.0	3.19211e-05	0.0	0.0	1.59486e-05	0.0	0.0	0.0	0.0	0.0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0.0004796	0.000119028	5.33953e-05	0.0	0.0	0.000953839	0.000149569	0.0	0.000420076	8.45186e-05	0.0	7.36703e-05	0.0	0.000212768	8.57247e-05	0.0	0.00159967	0.000262618	0.000309536	0.0	0.000358384	0.0	0.0	0.000194204	0.0	0.0	0.000474188	0.0	0.0	0.000215441	0.000528754	0.000125148	0.0	0.0	0.0	8.60819e-05	0.000204708	5.546e-05	0.0	0.0	0.0	5.17326e-05	0.00131995	0.000284636	0.0	0.0	0.0	0.000326937	0.0	0.000184727	0.0	0.000155364	0.0	0.0	0.00033171	0.0	0.00017319	0.0	0.0	0.0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.000741747	0.000213571	9.35563e-05	0.000225797	0.0	0.00113479	0.000438859	0.000253962	0.000560867	0.000124593	0.000148331	0.000172772	0.000647876	0.000411267	0.000151401	0.00018974	0.00179429	0.000442598	0.00058757	3.35758e-05	0.000496091	0.000274907	0.000215944	0.000305641	0.00038854	0.000141472	0.000596146	0.0	0.000145791	0.000284884	0.000631304	0.000292974	0.000796152	0.000128824	0.0	0.000344368	0.000372441	0.000336991	0.0	0.0	0.000169369	7.4638e-05	0.00147673	0.000456005	7.51307e-05	0.000130079	0.000297984	0.00041402	0.0	0.000277539	0.0	0.000236117	0.0	0.000693648	0.000464983	0.0	0.000307656	0.0	0.000185538	0.0
