# Pathway	Sample_S25268_MU-9916	Sample_S25336_MU-1282	Sample_S25337_MU-9360	Sample_S25338_MU-6132	Sample_S25339_MU-4256	Sample_S25340_MU-5572	Sample_S25341_MU-7283	Sample_S25408_MU-3011	Sample_S25342_MU-5135	Sample_S25409_MU-2550	Sample_S25343_MU-8248	Sample_S25410_MU-3994	Sample_S25344_MU-5424	Sample_S25345_MU-3721	Sample_S25346_MU-3286	Sample_S25411_MU-6873	Sample_S25347_MU-8242	Sample_S25412_MU-1462	Sample_S25348_MU-4151	Sample_S25349_MU-6200	Sample_S25350_MU-1895	Sample_S25413_MU-1401	Sample_S25351_MU-2948	Sample_S25352_MU-6910	Sample_S25353_MU-2628	Sample_S25354_MU-1287	Sample_S25355_MU-9106	Sample_S25414_MU-4348	Sample_S25356_MU-2950	Sample_S25357_MU-9940	Sample_S25358_MU-4351	Sample_S25359_MU-2536	Sample_S25360_MU-9775	Sample_S25361_MU-4152	Sample_S25362_MU-1464	Sample_S25272_MU-3467	Sample_S25363_MU-1276	Sample_S25364_MU-6130	Sample_S25365_MU-7376	Sample_S25415_MU-3905	Sample_S25366_MU-5047	Sample_S25416_MU-7117	Sample_S25417_MU-3497	Sample_S25367_MU-1643	Sample_S25368_MU-2307	Sample_S25418_MU-6640	Sample_S25419_MU-2282	Sample_S25369_MU-9541	Sample_S25420_MU-7767	Sample_S25370_MU-7987	Sample_S25371_MU-6453	Sample_S25273_MU-4770	Sample_S25372_MU-9950	Sample_S25373_MU-3120	Sample_S25374_MU-4176	Sample_S25375_MU-3875	Sample_S25376_MU-5209	Sample_S25377_MU-5729	Sample_S25378_MU-5909	Sample_S25379_MU-5595	Sample_S25274_MU-1445	Sample_S25380_MU-7149	Sample_S25381_MU-4873	Sample_S25382_MU-9954	Sample_S25383_MU-8008	Sample_S25421_MU-1198	Sample_S25275_MU-7599	Sample_S25384_MU-8177	Sample_S25385_MU-2516	Sample_S25386_MU-9600	Sample_S25387_MU-5208	Sample_S25276_MU-1265	Sample_S25388_MU-5958	Sample_S25389_MU-4991	Sample_S25390_MU-2835	Sample_S25269_MU-4469	Sample_S25277_MU-9201	Sample_S25391_MU-2025	Sample_S25392_MU-9081	Sample_S25393_MU-3340	Sample_S25394_MU-6099	Sample_S25395_MU-5830	Sample_S25396_MU-2018	Sample_S25278_MU-7236	Sample_S25397_MU-3405	Sample_S25398_MU-8772	Sample_S25399_MU-8035	Sample_S25400_MU-1264	Sample_S25401_MU-7733	Sample_S25279_MU-9140	Sample_S25402_MU-4255	Sample_S25403_MU-5805	Sample_S25404_MU-4009	Sample_S25405_MU-3981	Sample_S25422_MU-5023	Sample_S25423_MU-9644	Sample_S25424_MU-5898	Sample_S25280_MU-6476	Sample_S25425_MU-4671	Sample_S25426_MU-8790	Sample_S25427_MU-1626	Sample_S25428_MU-2358	Sample_S25429_MU-6312	Sample_S25431_MU-9408	Sample_S25432_MU-1441	Sample_S25433_MU-9534	Sample_S25434_MU-6855	Sample_S25435_MU-5961	Sample_S25436_MU-3644	Sample_S25437_MU-7073	Sample_S25438_MU-3192	Sample_S25439_MU-1680	Sample_S25440_MU-9028	Sample_S25441_MU-2785	Sample_S25442_MU-4586	Sample_S25443_MU-9783	Sample_S25444_MU-3449	Sample_S25445_MU-2591	Sample_S25446_MU-9005	Sample_S25448_MU-7353	Sample_S25449_MU-9047	Sample_S25450_MU-1202	Sample_S25451_MU-9117	Sample_S25452_MU-9774	Sample_S25453_MU-1458	Sample_S25454_MU-2993	Sample_S25455_MU-8630	Sample_S25281_MU-6035	Sample_S25456_MU-9881	Sample_S25447_MU-1329	Sample_S25457_MU-1741	Sample_S25458_MU-8670	Sample_S25459_MU-7768	Sample_S25282_MU-2435	Sample_S25460_MU-2466	Sample_S25461_MU-8135	Sample_S25462_MU-5708	Sample_S25463_MU-5596	Sample_S25464_MU-3881	Sample_S25270_MU-3248	Sample_S25465_MU-6129	Sample_S25466_MU-4148	Sample_S25283_MU-4371	Sample_S25284_MU-1708	Sample_S25285_MU-4751	Sample_S25286_MU-5085	Sample_S25287_MU-9506	Sample_S25288_MU-1840	Sample_S25289_MU-6798	Sample_S25290_MU-1071	Sample_S25271_MU-6945	Sample_S25291_MU-3812	Sample_S25292_MU-9502	Sample_S25293_MU-5636	Sample_S25294_MU-3233	Sample_S25295_MU-1507	Sample_S25296_MU-8155	Sample_S25297_MU-7459	Sample_S25298_MU-7000	Sample_S25299_MU-8815	Sample_S25300_MU-5706	Sample_S25301_MU-3409	Sample_S25302_MU-2755	Sample_S25303_MU-3487	Sample_S25304_MU-2721	Sample_S25305_MU-4300	Sample_S25306_MU-9104	Sample_S25307_MU-2153	Sample_S25308_MU-3443	Sample_S25309_MU-2273	Sample_S25310_MU-3709	Sample_S25311_MU-5140	Sample_S25312_MU-4815	Sample_S25313_MU-2238	Sample_S25314_MU-8681	Sample_S25315_MU-7985	Sample_S25316_MU-8045	MU-7447	Sample_S25318_MU-2490	Sample_S25319_MU-7093	Sample_S25320_MU-4480	Sample_S25321_MU-5358	Sample_S25322_MU-4206	Sample_S25323_MU-3351	Sample_S25324_MU-6990	Sample_S25325_MU-2425	Sample_S25406_MU-6279	Sample_S25407_MU-3879	Sample_S25326_MU-3660	Sample_S25327_MU-8969	Sample_S25328_MU-4536	Sample_S25329_MU-6777	Sample_S25330_MU-1749	Sample_S25331_MU-8714	Sample_S25332_MU-7634	Sample_S25333_MU-2653	Sample_S25334_MU-3821	Sample_S25335_MU-7980	MU-1726	MU-3992	MU-3934	MU-9216	MU-6387
12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74872e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17022e-05	4.71541e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74452e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08194e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16612e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81697e-06	0.0	0.0
1CMET2-PWY: folate transformations III (E. coli)	0.00842553	0.00734468	0.00638003	0.00894487	0.00745494	0.00775888	0.0068734	0.00769071	0.0112108	0.00606559	0.00758594	0.00649529	0.00792442	0.00728665	0.00962624	0.00788343	0.00773849	0.00696443	0.00870706	0.00850435	0.00754196	0.0064745	0.00830988	0.00868252	0.00767673	0.00877763	0.00843111	0.00742003	0.00748292	0.00776051	0.00832912	0.00793998	0.00824368	0.00902608	0.00670865	0.00799314	0.00738991	0.00770933	0.00821505	0.00399593	0.00830289	0.00842568	0.00810121	0.00621791	0.00782502	0.00768543	0.00840105	0.0103131	0.00695802	0.00579503	0.00819835	0.00805753	0.00747319	0.00668537	0.00663575	0.0067648	0.00891609	0.00996358	0.00721693	0.00534863	0.00827963	0.00798515	0.00788621	0.00777317	0.00674209	0.00854939	0.00919072	0.00876772	0.00669469	0.00736138	0.0077438	0.00741129	0.00687667	0.00830365	0.00661662	0.0080499	0.00763462	0.00689275	0.00973933	0.00948533	0.00694696	0.00794347	0.00627429	0.00599344	0.00787899	0.0068195	0.00697484	0.00694875	0.00791217	0.00862438	0.00756176	0.00692372	0.00750041	0.00833429	0.00851122	0.00866645	0.00901123	0.00764976	0.00770699	0.00689924	0.00673305	0.00840671	0.00625048	0.00747337	0.00873312	0.00745197	0.00757915	0.00557184	0.007545	0.00630089	0.00682983	0.00950726	0.00684658	0.00717097	0.0078311	0.00655546	0.00883798	0.00726873	0.00694996	0.00683745	0.00762227	0.00882071	0.0076265	0.00751969	0.00755824	0.00838943	0.00640409	0.00813962	0.00643315	0.00713447	0.00848427	0.00579606	0.0074412	0.00781157	0.00904282	0.00923763	0.00749189	0.00861527	0.00778788	0.00650332	0.00856658	0.00753927	0.00809639	0.00592415	0.00872191	0.00696744	0.00795364	0.00725042	0.00674914	0.00500534	0.00784965	0.00872243	0.00717429	0.00651763	0.00719423	0.00785449	0.00750011	0.00749824	0.00639277	0.00602798	0.00604896	0.0057469	0.00702272	0.00826035	0.0081414	0.00783353	0.0104129	0.00811778	0.00919127	0.00809569	0.00905363	0.00845094	0.00681366	0.0070731	0.00754194	0.00761851	0.00856839	0.00737259	0.00728531	0.00647157	0.00761054	0.00647575	0.00720805	0.00467635	0.00788101	0.00880004	0.00767603	0.00737582	0.00862185	0.00745755	0.00804611	0.00775704	0.00773943	0.00570437	0.00733012	0.00844547	0.00849312	0.010028	0.00920977	0.00472537	0.00592497	0.00929884	0.00838595
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	1.43632e-05	0.0	0.000158909	0.0	0.000201472	0.000198235	0.0	0.0	0.0	0.000127839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01836e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.39274e-05	7.41645e-06	0.00023842	3.91067e-05	3.81257e-05	0.0	0.0	0.0	0.0	0.0	1.56004e-05	0.0	0.0	0.000975659	0.0	0.0	0.0	1.42251e-05	0.0	0.0	5.90715e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.79239e-05	0.000187566	0.000249016	0.0	0.0	0.0	0.000503409	5.90505e-06	0.0	5.18744e-05	1.91897e-05	0.0	0.0	0.0	0.0	0.000149274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92922e-05	0.0	0.0	6.60564e-05	3.53249e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000483588	0.0	0.0	0.000143603	0.0	0.0	0.0	8.92476e-05	0.00010789	2.79178e-05	0.0	0.0	0.0	9.85457e-05	0.0	0.0	0.0	0.0	0.00035246	0.0	0.0	0.0	5.89295e-05	3.61668e-05	0.0	0.0	0.00040546	0.0	0.0	0.000240981	0.0	0.000200599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68154e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89975e-05	0.0	0.0	0.0	0.0	6.93999e-05	3.79595e-05	5.90934e-06	0.0	0.000103847	0.0	0.0	2.74485e-05	3.21782e-05	1.34657e-05	0.0	0.0	5.95957e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.41819e-05	0.0	3.30681e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000441304	0.0	0.0	0.0	0.0	0.0	2.37745e-05	0.0	0.0	0.0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	6.14397e-05	0.0	0.0	0.0	0.0	5.06575e-05	0.0	0.0	0.0	2.23232e-05	0.0	0.0	0.0	0.0	0.0	4.1617e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7864e-05	0.0	0.0	0.0	0.000117044	0.0	0.0	0.0	0.0	0.00206729	0.0	0.0	0.0	0.000692756	0.0	0.000200695	0.0	0.0	0.0	0.000202748	0.0	0.0	0.0	6.12615e-05	3.5161e-05	6.12848e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.5597e-05	0.0	0.0	0.0	0.0	2.75232e-05	0.000217152	0.0	2.84603e-05	0.0	0.000225132	0.0	0.0	0.0	5.86259e-06	0.000211855	0.0	0.0	0.000191424	0.0	2.52861e-05	1.27957e-05	0.0	0.0	0.0	4.96293e-05	0.0	4.41407e-05	0.0	0.0	0.0	0.000254079	0.0	0.0	0.0	0.0	0.0	0.0	3.05003e-05	7.1735e-05	0.000423083	0.000167486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19796e-05	0.0	0.0	4.67234e-05	0.0	1.58856e-05	0.0	0.000309865	0.000270715	0.0	0.0	5.01626e-05	0.0	0.0	0.000186868	0.000374588	3.73255e-05	0.0	0.000255621	0.0	0.000174087	0.0	0.0	0.0	0.0	6.25462e-05	0.0	0.0	1.68882e-05	0.0	0.0	2.05753e-05	0.0	0.0	0.0	0.0	2.13328e-05	0.000143004	0.0	0.0	0.0	0.0	0.000278442	0.0	6.91305e-05	0.0	0.0	0.0	0.000356868	0.0	0.0	4.18849e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29463e-05	7.9992e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113273	0.0	0.0	0.0	0.0	0.0	0.0	1.11412e-05	0.0	0.0	0.000325665	0.0	0.0
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000188999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68239e-05	0.0	0.0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0.000448079	8.91152e-05	0.0	0.000315598	8.86942e-05	0.000422449	0.00016125	0.000106907	0.000185518	0.000336891	0.0	0.000116639	0.0	0.0	0.000279864	0.000192385	0.000122868	0.000192554	0.0	0.000138714	7.45291e-05	2.78911e-05	0.000305895	4.62838e-05	0.0	0.0	0.000137411	0.000162965	5.87956e-05	0.000143173	6.50256e-05	8.74441e-05	0.000117755	8.87536e-05	0.000182367	1.78838e-05	3.2939e-05	0.000104452	0.0	0.000167998	6.78948e-05	0.000200129	9.51007e-05	0.00038965	7.71506e-05	0.000360156	0.000144115	0.000254134	1.78155e-05	3.17447e-05	0.0	1.12237e-05	0.000100058	0.000405059	0.000456341	0.000285299	0.0	7.0197e-05	3.64643e-05	2.20389e-07	8.71009e-05	0.000268274	3.00351e-05	4.36434e-05	0.000376904	9.61823e-05	9.07594e-05	4.87286e-05	0.000275472	0.0	3.14081e-05	0.000252353	0.000342233	0.000102727	0.0	9.75138e-06	0.000114465	0.000358235	0.0	0.000228062	2.67085e-05	0.000115069	0.000120149	5.43095e-05	9.16366e-05	0.000105697	9.15728e-05	0.000169415	0.000102454	0.000239723	6.85348e-05	1.29348e-05	4.49733e-05	0.00019929	4.36898e-05	0.000254721	0.000113052	0.0	0.000160162	0.0	0.000590312	0.000176455	0.00033929	0.000357359	0.000279404	0.0	3.84158e-05	0.000314061	0.000187441	4.6901e-05	2.76179e-05	1.6806e-05	1.24775e-05	0.000237304	0.000160161	5.56687e-05	7.55486e-05	6.4419e-05	0.000540621	0.000132086	0.000122254	0.0	0.000185756	6.94869e-05	0.0	0.000209688	0.000102333	0.000106193	0.000521139	0.000498039	0.000243444	0.000238973	9.69857e-05	0.000129537	0.000442517	0.000170205	0.0	2.88505e-05	7.43628e-05	0.00016239	1.96657e-05	8.2683e-05	0.000183551	1.28742e-05	1.36463e-05	0.000116388	5.12572e-05	9.89198e-05	0.000221298	1.19941e-05	6.5134e-05	0.000199454	1.68097e-05	0.000279363	2.39461e-05	0.000191516	0.000124257	0.000113781	0.0	0.00010955	0.000261749	0.000304214	0.000141231	6.36445e-05	2.33909e-05	0.000243447	0.000146234	9.07868e-05	0.00022744	0.000350395	0.000176366	2.93311e-05	0.000161527	9.60913e-05	0.000122003	4.47268e-05	0.00024136	0.00022978	0.000343455	2.66258e-05	3.7794e-05	5.19053e-05	3.8418e-05	6.83627e-05	0.000113654	3.70525e-05	0.000107879	6.52869e-05	8.7417e-05	0.000178155	0.000232825	0.000141546	0.000124817	3.96236e-05	0.000234465	0.000154416	6.43654e-05	9.90436e-05	0.0001096	0.000231264	0.00024708	0.000316637	0.0
ANAEROFRUCAT-PWY: homolactic fermentation	0.00398586	0.00609549	0.00551313	0.00324071	0.00553402	0.00400417	0.00481824	0.00561677	0.00311955	0.004713	0.00464739	0.00647763	0.00564885	0.00475925	0.00483267	0.0041067	0.00358634	0.00415543	0.00256963	0.00478285	0.00279919	0.00612057	0.00424082	0.00370941	0.00353141	0.00355931	0.00724252	0.00418316	0.00503895	0.00397742	0.00371054	0.00620691	0.00377633	0.00451038	0.00512944	0.00482145	0.00289478	0.00494644	0.00427122	0.00457609	0.00360273	0.00503635	0.00367579	0.00511723	0.00440881	0.0047506	0.0049847	0.00358601	0.00552772	0.00441129	0.0031198	0.00461632	0.00599474	0.00468094	0.00412185	0.00460639	0.00382187	0.00254084	0.00645412	0.00459957	0.00363339	0.00376253	0.00329257	0.0026916	0.00539887	0.00385743	0.00421851	0.005613	0.00399495	0.00444572	0.00345352	0.00500957	0.00525368	0.00245117	0.00542157	0.00425384	0.00339338	0.00631047	0.00193921	0.00363673	0.00549072	0.00476707	0.00668257	0.00658889	0.00397374	0.00477352	0.00682182	0.0047778	0.00385457	0.00293304	0.00448375	0.00533551	0.00553619	0.00261666	0.00288165	0.00398806	0.00416901	0.00569541	0.00577769	0.00784641	0.00464891	0.00428502	0.0054838	0.00410072	0.00329162	0.00455523	0.00429808	0.0055304	0.0056766	0.00421725	0.0031816599999999	0.00350583	0.00497752	0.0051061	0.00445393	0.00466124	0.00323819	0.00448196	0.00462909	0.00524828	0.0056774	0.00441751	0.00319697	0.00481096	0.0039459	0.0029535	0.0049762	0.00347991	0.00521158	0.00446074	0.0041469	0.00504067	0.00421218	0.00254213	0.00438428	0.00382869	0.00337161	0.00421828	0.00345495	0.00588717	0.00565309	0.00528515	0.00287993	0.00593834	0.00498334	0.00498892	0.00401707	0.0046945	0.00462685	0.00549352	0.0045301	0.00449335	0.00689974	0.00413239	0.00423614	0.00506458	0.0053773	0.00630689	0.0077005	0.00466631	0.00492829	0.004955	0.00497905	0.00531076	0.00420669	0.00515258	0.00356682	0.00429003	0.00394862	0.00447583	0.00286593	0.00290515	0.00512203	0.00436827	0.0036489	0.00286193	0.00436209	0.00445659	0.00354768	0.00614588	0.00580076	0.00540203	0.00582047	0.00708833	0.00390565	0.00276693	0.00419958	0.00473172	0.00415	0.00364104	0.00377716	0.00461964	0.00642664	0.0048837	0.00529155	0.00407807	0.00291314	0.00378814	0.00411244	0.00425713	0.00446857	0.00371612	0.00543519
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.0107951	0.00955731	0.00883231	0.0101777	0.00807147	0.00918057	0.00922997	0.00951414	0.00931802	0.00887093	0.00888213	0.00879905	0.0100433	0.0105372	0.00954652	0.0100697	0.0115204	0.00819933	0.0101469	0.00962829	0.0111342	0.00851185	0.0103065	0.0107556	0.00982746	0.0108568	0.00922918	0.00877885	0.0088482	0.0100301	0.00974573	0.00885693	0.00955956	0.0101004	0.00786624	0.0099275	0.00957559	0.0091328	0.00964964	0.0052135	0.0112903	0.00982027	0.0103728	0.00756757	0.0115025	0.00924028	0.00935593	0.00948714	0.0101043	0.00839461	0.00977696	0.0100529	0.00919906	0.00721342	0.00877673	0.00798732	0.010967	0.0110911	0.00926506	0.00654332	0.0100391	0.0100251	0.00924144	0.010519	0.00881635	0.0108696	0.010274	0.00899821	0.00824044	0.00985386	0.0102642	0.00960212	0.00801332	0.0109331	0.00957563	0.00991605	0.0104563	0.00872197	0.00864826	0.00988452	0.00856913	0.0112587	0.00924674	0.00825113	0.00993388	0.0100013	0.00903703	0.0076285	0.011056	0.00962526	0.00932233	0.00942819	0.00893416	0.0116561	0.0113783	0.0110198	0.0106339	0.0102022	0.00982542	0.00974579	0.00781377	0.00716643	0.00804367	0.00933276	0.00975467	0.0101093	0.0117742	0.00774882	0.00878664	0.00742081	0.00821092	0.0112621	0.00871494	0.00929837	0.01044	0.00913611	0.00972998	0.0108767	0.00738424	0.00923757	0.0108131	0.011475	0.00966172	0.00974703	0.00952787	0.0097711	0.00694813	0.00917917	0.00749722	0.00793014	0.0105845	0.00749041	0.0112046	0.0102885	0.0104728	0.0105692	0.00805568	0.0105661	0.0109154	0.0082827	0.0104376	0.0097041	0.00982291	0.00916638	0.0103127	0.00943894	0.0108062	0.00991412	0.00849275	0.00882871	0.0101588	0.00966727	0.00879487	0.00727109	0.0111913	0.00853479	0.00993336	0.00891564	0.00948771	0.0070926	0.00851246	0.00715586	0.00896729	0.0105204	0.0105864	0.00917677	0.00913343	0.0104024	0.00963771	0.00841409	0.0105925	0.00906191	0.00861371	0.00651956	0.0100567	0.0101843	0.00944617	0.0094815	0.00894934	0.00894993	0.0102127	0.00964928	0.00955209	0.00974373	0.00944146	0.0109961	0.00962906	0.00938395	0.00904966	0.00907756	0.0102508	0.00986764	0.0102121	0.00623825	0.0106183	0.0110268	0.0092907	0.0102368	0.0113887	0.00707492	0.00696985	0.0103501	0.00984448
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0.00153597	0.00137326	0.00231014	0.000478174	0.00268108	0.00242319	0.00147751	0.0014674	0.0012509	0.00170024	0.00033449	0.00143456	0.00118379	0.000483021	0.000524224	0.00170072	0.00199989	0.00254975	0.00113402	0.00166383	0.00125369	0.00138989	0.00213375	0.0013077	0.00197922	0.00137473	0.00153831	0.00210582	0.00189085	0.00222178	0.00118971	0.00185597	0.0019068	0.00154541	0.00184925	0.00116232	0.00239969	0.000596077	0.000205405	0.00378023	0.000616091	0.00116937	0.00192243	0.00316934	0.000437124	0.00273804	0.00303758	0.00105114	0.00123757	0.00180054	0.000783907	0.00109504	0.00125546	0.00229221	0.00186206	0.00198859	0.000865569	0.0	0.00101076	0.00372422	0.00190589	0.00244251	0.00163731	0.00172503	0.00129137	0.000553834	0.00219135	0.000930357	0.00264942	0.0019059	0.000484906	0.00127412	0.00230216	0.00157395	0.00134808	0.00166775	0.00160121	0.00173101	0.00129988	0.000549931	0.00216416	0.00102865	0.000679053	0.00111125	0.00124233	0.000660206	0.000463881	0.00143588	0.00123582	0.00125088	0.00130236	0.00123849	0.000697241	0.00232001	0.00223839	0.00260214	0.00134099	0.000563718	0.00122082	0.000442861	0.00328017	0.00221483	0.00250863	0.00187896	0.00122796	0.00164834	0.000569333	0.0015356	0.00169736	0.00251133	0.00134473	0.000372461	0.00223624	0.00242006	0.00164473	0.00137189	0.00216974	0.00216608	0.0020124	0.00188862	0.000736392	0.000762472	0.0021038	0.00162415	0.000669501	0.00192905	0.00208253	0.00126465	0.00246476	0.00245366	0.00129316	0.00371459	0.00114465	0.000886201	0.000448483	0.00103252	0.00291454	0.000817896	0.00172051	0.000649806	0.00111493	0.000506189	0.00172397	0.000186593	0.0013732	0.00148172	0.00170683	0.00138643	0.00197017	0.00277626	0.0014375	0.00162973	0.00070518	0.00262419	0.000826571	0.00162523	0.00114285	0.00101261	0.0	0.002563	0.00176968	0.00385499	0.00124396	0.00106169	0.00135528	0.00157077	0.0017192	0.00141448	0.00146063	0.00164814	0.000850527	0.00124683	0.00134797	0.00322719	0.00205329	0.0020476	0.00204836	0.0016321	0.00248562	0.000857154	0.000935668	0.00109351	0.00177006	0.000727828	0.00141634	0.00142159	0.00194567	0.00150409	0.000796358	0.00276934	0.00189759	0.00114178	0.000379887	0.00266168	0.00172175	0.00136291	0.00102385	0.000700799	0.00197556	0.00301627	0.00321858	0.00104354	0.000650605
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.0	0.0	0.000343868	0.0	0.00025802	0.000280343	0.0	0.0	0.0	0.000135731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000239889	0.0	2.29501e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000129294	1.13204e-05	0.000573027	8.56709e-05	0.0	0.0	0.0	0.0	4.20315e-05	0.0	7.60161e-05	0.0	0.0	0.00206628	0.0	0.0	0.0	0.000720417	0.0	0.00018606	0.000137245	0.0	0.0	0.0	0.0	0.0	0.0	0.000154161	0.000289735	0.000347799	0.0	0.0	0.0	0.0012502	0.0	0.000167575	8.94221e-05	8.5187e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85121e-05	0.0	0.0	0.0	0.0	0.000271438	0.0	0.0	0.000123943	0.0	0.0	4.40212e-05	0.0	0.0	0.0	0.0	0.0	9.8424e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220465	0.0	0.0	0.000166109	0.0	0.0	0.0	0.000140561	2.50068e-05	0.0	0.0	0.0	0.0	0.000154485	0.0	0.0	0.0	0.0	0.000352282	0.0	0.0	0.0	1.94067e-05	0.0	0.0	0.0	0.000466115	0.0	0.000237104	0.000306509	0.0	0.000216229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42852e-05	0.0	0.000397756	0.0	0.0	0.0	0.0	0.0	0.000441978	5.42097e-05	0.000812545	0.0	0.0	0.0	0.000151246	1.4789e-05	0.0	0.0	0.000160224	0.0	0.0	0.0	0.00109617	0.000145719	0.0	0.0	7.53959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000114813	0.0	0.0	0.0	0.0	0.000252374	0.0	0.0	0.0	0.000670389	0.0	0.0	0.0	0.0	0.0	0.000899651	0.0	0.0	0.0
