# Pathway	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.0	0.0	0.0	0.0	0.000156373	1.81596e-05	0.0	1.04545e-05	0.000258693	0.0	0.0	1.84242e-05	0.0	0.000295146	0.0	0.0	0.000118142	0.000279011	2.64892e-05	0.000184121	0.0	0.0	1.18484e-05	0.0	8.57803e-06	6.81147e-05	0.0	0.0	7.10501e-05	1.16099e-05	3.10005e-05	0.0	0.0	0.0	5.8918e-05	0.0	0.0	7.59168e-06	3.45819e-05	0.000170557	1.16046e-05	5.53382e-05	5.6427e-05	1.18995e-05	0.0	1.29056e-05	0.0	4.15981e-06	3.74733e-05	5.12744e-05	5.43818e-05	5.0018e-05	0.000480677	0.0	0.0	2.19425e-05	0.000349497	4.58439e-05	5.60056e-05	9.18077e-05	0.0	0.0	0.000134246	8.44492e-06	5.2696e-06	2.40765e-05	1.55237e-05	0.0	2.22146e-05	0.000370339	0.0	5.11532e-05	0.000135238	0.0	9.496e-06	0.0	1.07623e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.70405e-06	0.0	0.0	0.0	7.86263e-05	6.13833e-05	6.31558e-05	0.0	3.96322e-05	6.97995e-06	8.47692e-05	0.0	0.0	0.000111172	1.03073e-05	4.35894e-05	0.000370331	5.01365e-05	0.000147621	5.91076e-05	0.000276816	0.0	1.29938e-05	0.0	8.21496e-06	0.0	0.0	4.93494e-06	0.000304469	0.0	4.34535e-05	0.0	4.17111e-05	3.0772e-06	3.71331e-06	2.20389e-05	0.00040454	0.000221071	0.0	0.0	0.000207645	2.69646e-05	5.98325e-05	0.0	0.0	0.0	0.000318226	0.0	1.08876e-05	7.01698e-05	0.000115303	4.66478e-05	0.000549244	0.000101659	0.0	0.0	0.000238619	4.89706e-05	2.25442e-06	9.4103e-05	0.0	1.80345e-05	0.000192605	0.0	0.0	3.07595e-05	4.93779e-05	1.08608e-05	5.81243e-05	0.0	0.0	8.45324e-05	0.0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0.00137254	0.00131611	0.00189351	0.00217868	0.00260661	0.0024585	0.00080739	0.00247495	0.00243558	0.00179274	0.00255143	0.00127759	0.00120516	0.0035644	0.00157512	0.00130903	0.00303269	0.00195329	0.00221655	0.00199591	0.00138397	0.0	0.00171886	0.00206864	0.0033535	0.00238337	0.00207191	0.0027651	0.00137722	0.00175282	0.00171107	0.00115206	0.0024231	0.00142033	0.00185127	0.000580227	0.00238302	0.00201835	0.00194503	0.00116759	0.00359264	0.00128361	0.00169428	0.00152824	0.00112869	0.00220982	0.00198775	0.000649462	0.00193128	0.0015661	0.00235375	0.00265983	0.00361424	0.000825737	0.00116749	0.0022583	0.00275433	0.00274108	0.0022025	0.00173086	0.00276547	0.00168117	0.00303952	0.00219421	0.00153426	0.00243216	0.00197115	0.00089795	0.00213599	0.0039155	0.00126555	0.00173831	0.0026536	0.00264281	0.00248169	0.00280817	0.00156201	0.00199579	0.000756256	0.00190936	0.00174493	0.00330872	0.000371722	0.00206154	0.00168317	0.00139318	0.0020282	0.00274944	0.00338656	0.00181701	0.00183875	0.00132958	0.0012137	0.00262332	0.00200046	0.00155319	0.002291	0.00121377	0.0020548	0.00265034	0.00201608	0.00266419	0.00150194	0.00321355	0.0017304	0.0024466	0.00101471	0.00210699	0.00197964	0.00268453	0.00139928	0.00284724	0.00135689	0.00148242	0.00152473	0.00295352	0.0019016	0.0016489	0.00215707	0.00195443	0.00193781	0.00301842	0.0020097	0.00272607	0.00133287	0.00217974	0.00112068	0.00142291	0.00105361	0.00227794	0.00143152	0.00278928	0.0019623	0.00256282	0.00210108	0.00188013	0.00277924	0.00209806	0.00209536	0.00262763	0.00215136	0.00211908	0.00207648	0.00189743	0.00211014	0.00255707	0.00168949	0.0017487	0.00228696	0.00246664	0.00202035	0.00152343	0.00163377	0.00176773	0.00269339	0.00202859
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.0	0.0	0.0	0.0	0.000498034	2.42393e-05	0.0	1.71928e-05	0.00058221	0.0	0.0	0.0	0.0	0.000887495	0.0	0.0	0.000117017	2.51632e-05	1.98298e-05	0.000118651	0.0	0.0	0.0	0.0	1.26214e-05	3.45162e-05	0.0	0.0	0.000147567	0.0	0.000167965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134475	0.000359022	0.0	0.0	2.9887e-05	0.0	0.0	1.72641e-05	0.0	0.0	3.59092e-05	1.86413e-05	0.000148999	1.73488e-05	0.000336438	0.0	0.0	0.0	0.000925443	3.61902e-05	1.55204e-05	0.0001249	0.0	0.0	0.000240786	0.0	1.56841e-05	7.79021e-05	9.49818e-06	0.0	0.000120306	0.000321097	0.0	0.000188753	0.000721015	0.0	1.31663e-05	0.0	2.1041e-05	0.000127962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000397452	0.000148091	0.0	0.0	2.11765e-05	0.0	2.4731e-05	0.0	0.0	2.7067e-05	0.0	1.97496e-05	0.000454588	0.000104164	2.91166e-05	0.000156513	0.00091192	0.0	1.42677e-05	0.0	2.88862e-05	0.0	0.0	0.0	0.000961641	0.0	6.21837e-06	0.0	0.000149251	0.0	0.0	8.88499e-05	0.00054939	6.34456e-05	0.0	0.0	0.000187437	0.0	0.000260457	0.0	0.0	0.0	2.22939e-05	0.0	1.46596e-05	0.0	3.7887e-05	0.0	0.000538198	0.0	0.0	0.0	0.000838373	0.000157879	0.0	1.71091e-05	0.0	1.96143e-05	1.49795e-05	0.0	0.0	3.79359e-05	0.000179806	7.48201e-05	0.000301489	0.0	0.0	0.0002135	0.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.00437501	0.00275147	0.00359797	0.00404343	0.00431784	0.00520295	0.00345726	0.00485561	0.00653387	0.00505788	0.0053275	0.00598171	0.00457023	0.0063393	0.00254451	0.00534634	0.00554447	0.00840062	0.00397178	0.0067868	0.00386573	0.00434972	0.00448463	0.00351331	0.00595064	0.00507199	0.00496276	0.00497649	0.00595568	0.00424549	0.0058326	0.00285081	0.00785395	0.00385281	0.00360118	0.00442284	0.00405086	0.00457296	0.0045101	0.00512564	0.00625607	0.00329947	0.00375466	0.00510586	0.00952333	0.00516254	0.00331441	0.0055525	0.00486243	0.00583215	0.0037054	0.00545427	0.00557191	0.0027462	0.00621269	0.0049409	0.00518811	0.00694272	0.00316669	0.00486987	0.00516993	0.00301509	0.00568967	0.00443588	0.00460837	0.00859445	0.00419578	0.00392132	0.00306758	0.00640457	0.00686053	0.00432882	0.00507072	0.00366806	0.00519394	0.00566379	0.00527417	0.0036333	0.00366109	0.00372283	0.00440628	0.00454804	0.00219409	0.00349571	0.00247701	0.0032644	0.00480005	0.00516811	0.00583207	0.00487305	0.00510595	0.00536683	0.00689842	0.00490613	0.0033941	0.00456292	0.00622571	0.00445618	0.00450204	0.00555137	0.00439349	0.00574156	0.00674569	0.00516674	0.00347736	0.00407637	0.00588484	0.00627439	0.00458284	0.0067109	0.00485059	0.00490105	0.00300803	0.00331748	0.00333909	0.00488745	0.00278954	0.0038337	0.0038044	0.00585867	0.00692993	0.00525252	0.00350542	0.0064608	0.00421616	0.00425372	0.00453808	0.00278669	0.00587574	0.00514543	0.00391459	0.00458091	0.00441317	0.00544898	0.00551114	0.00569112	0.00456454	0.00538753	0.00512269	0.00522967	0.00677619	0.00557947	0.00372422	0.00316636	0.00343774	0.00356644	0.00524378	0.00570714	0.0041052	0.00344329	0.00417732	0.00442419	0.00500491	0.00454655	0.00645265	0.00400426
GLYOXYLATE-BYPASS: glyoxylate cycle	2.41946e-05	0.0	2.77844e-05	0.0	0.000850778	0.000562295	0.0	0.00045163	0.00150848	0.0	3.66921e-05	0.0	0.0	0.00180534	0.0	0.0	0.000777518	0.000481162	0.000381362	0.00126043	0.0	0.0	0.000142616	5.97467e-05	0.000204631	0.000426816	0.0	0.0	0.000854385	1.52205e-05	0.000297895	0.0	0.0	0.0	0.000550076	0.0	0.0	8.82058e-06	0.000425096	0.000565058	3.43765e-05	5.28357e-05	0.000475984	0.000248593	0.0	0.000279054	6.84258e-05	2.1591e-05	0.000770078	0.000272725	0.000632143	0.000308732	0.0033496	1.06459e-05	0.0	2.47294e-05	0.00138799	0.000633018	0.000389626	0.000488543	0.0	0.0	0.000958229	0.000153858	0.000153092	9.679e-05	5.45426e-05	4.53682e-05	0.000435773	0.00258115	0.0	0.000437459	0.000744265	6.32622e-05	0.000162394	0.000274159	0.000429109	0.000281802	0.0	0.0	0.0	4.16979e-05	6.93438e-05	0.000128371	0.000480416	1.73978e-05	0.0	0.00101205	0.000426831	8.76706e-05	0.0	0.000230241	0.000106019	0.00100694	0.0	0.000191383	0.000298377	3.54117e-05	0.000386821	0.00221604	0.000458505	0.000982036	0.000308873	0.00148045	0.0	0.00033429	0.0	0.000232949	0.0	0.0	5.84862e-05	0.000761739	0.0	5.78002e-05	1.16115e-05	0.000405508	7.67892e-05	0.000184873	0.000287662	0.000637707	0.00117278	2.89009e-06	0.0	0.000849754	0.000471176	0.000450218	0.0	0.0	0.0	0.000970664	2.88847e-05	0.000399554	0.00013741	0.000664877	4.97148e-05	0.000941214	9.59753e-05	0.0	0.0	0.0011271	0.000569768	3.07556e-05	0.000122868	2.6368e-05	0.000191343	0.000195785	0.0	0.00013318	0.000281763	0.000676427	0.000373179	0.000524004	0.000107303	0.0	0.0011767	0.0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.000752349	0.000319976	0.000833702	0.000331734	0.0002954	0.000665733	0.000313741	0.00065431	0.000208894	0.000560126	0.000432462	0.000936526	0.000588511	0.000142585	0.000114774	0.000678201	0.000554251	0.000627871	0.000721213	0.000438495	0.000142259	0.0	0.000531993	0.000572137	0.000312844	0.00138945	0.000354253	0.000410021	0.000162479	0.000533431	0.000539665	0.00013982	0.000488452	0.000331206	0.000795263	0.00155387	0.00109467	0.00154592	0.000355706	0.000869902	0.000238963	0.0011564	0.000187488	0.000189179	0.000728856	0.000179749	0.000350087	0.00130955	0.00016364	0.000204562	0.000639333	0.000519517	0.000383069	0.00130118	0.00044628	0.000366285	0.00174303	0.000385347	0.000314757	0.000498385	0.000245891	0.000821896	0.00129163	0.000278508	0.00113462	0.000409141	0.000447918	0.000685134	0.000607819	6.81851e-05	0.000387265	0.000432789	0.000267355	9.30209e-05	0.00093961	0.000472509	0.00155184	0.000707787	0.000382369	0.000797748	0.000696876	0.00104051	0.0018554	0.000500891	0.000543825	0.000191644	0.000645452	0.000846113	0.000372658	0.000600697	0.000998655	0.000615491	0.000694717	0.000705661	0.000465039	0.00025773	0.00039912	0.00140613	0.000817099	0.000366026	0.000564146	0.000471898	0.000408003	0.000528376	0.000714768	0.000382149	0.000653696	0.00111356	0.000474348	0.000187962	0.000471241	0.000667217	0.00033703	0.000350919	0.00091692	0.000791603	0.000602217	0.000303376	0.000934591	0.000309812	0.000334565	0.000493251	0.000769316	0.000661012	0.000879286	0.000561565	0.000834297	0.000107604	0.00100865	0.000579186	0.000129478	5.11046e-05	0.000368084	0.000267322	0.000724017	0.00126394	0.000175604	0.000385938	0.000546539	0.000367932	0.00068204	0.000251951	0.00106999	0.000570151	0.0	0.000159456	0.000421297	0.000489155	0.000612772	0.000365491	0.00104132	0.000860806	0.00042294	0.000269377	0.0010439	0.000559424
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	0.0	5.98406e-05	0.0	5.11314e-05	0.000315529	0.0	0.0	0.0	0.0	0.000148173	0.0	0.0	0.000348787	1.61298e-05	4.21113e-05	0.000330726	0.0	0.0	1.39178e-05	9.30627e-06	1.29093e-05	9.32382e-05	0.0	0.0	0.000176861	0.0	3.30269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203614	0.0	0.0	5.61903e-05	0.0	0.0	2.89033e-05	0.0	0.0	0.000104065	9.20665e-05	5.70962e-05	5.34931e-05	0.0015254	0.0	0.0	0.0	6.84015e-05	0.000179785	0.000254852	5.64895e-05	0.0	0.0	0.000370633	0.0	2.35116e-05	0.0	1.46591e-05	0.0	9.78903e-06	0.00152486	0.0	0.0	0.00017774	0.0	2.04099e-05	0.0	0.0	6.70919e-05	0.0	0.0	0.0	0.0	0.0	1.12238e-05	0.0	0.0	0.0	0.000134337	0.0	2.22847e-05	0.0	0.0	1.08674e-05	0.00028628	0.0	0.0	0.0	0.0	8.8919e-05	0.0010212	0.000198055	0.000755472	0.0	0.000838432	0.0	1.14353e-05	0.0	2.67078e-05	0.0	0.0	6.12311e-06	0.000266857	0.0	1.18904e-05	0.0	0.0	0.0	0.0	2.06309e-05	4.68455e-05	0.000381787	0.0	0.0	0.000436659	1.12528e-05	2.33766e-05	0.0	0.0	0.0	0.000117315	0.0	4.04275e-05	2.54117e-05	0.000239468	0.0	0.0	0.0	0.0	0.0	0.000566633	0.000111891	0.0	4.50417e-05	0.0	0.0	1.06763e-05	0.0	0.0	0.000141578	0.0	2.1016e-05	0.0	0.0	0.0	0.0	0.0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	9.61966e-06	0.0	1.31458e-05	0.0	0.000765889	0.000177761	0.0	0.000153147	0.00112435	0.0	3.00713e-05	1.16177e-05	0.0	0.00140665	0.000158851	0.0	0.000361175	0.000233345	0.000115147	0.000849208	0.0	0.0	9.1786e-05	4.09774e-05	0.000248922	0.000400961	2.90503e-05	0.0	0.000385135	0.0	0.000180771	0.0	0.0	0.0	0.000206865	0.0	0.0	0.0	0.000153878	0.000377802	0.00018841	0.0	0.000159305	2.60174e-05	0.0	0.000133446	2.65347e-05	0.0	0.000208901	7.26672e-05	0.000272707	0.000192234	0.00254424	0.0	0.0	0.000160436	0.00112866	0.000297502	0.000202732	0.000261392	0.000173833	0.0	0.000743438	0.0	3.32883e-05	8.86029e-05	6.95301e-05	0.0	0.000165361	0.00198179	0.0	0.000298867	0.000373598	0.0	6.68314e-05	0.000134502	0.000188379	0.000147866	0.0	0.000244848	0.0	0.000104578	0.000149956	3.73539e-05	0.000145826	1.52663e-05	1.40878e-05	0.000539973	0.000325815	2.09903e-05	5.28211e-05	0.000131235	7.92011e-05	0.000408505	0.0	4.90811e-05	0.000217467	3.65312e-05	0.00039529	0.0014388	0.000243246	0.000718412	0.000313855	0.00119698	0.0	0.000165324	0.0	0.000115817	0.0	0.0	2.83605e-05	0.0010714	0.0	3.69562e-05	0.0	0.000227723	5.666e-05	9.69282e-05	0.000118725	0.000362763	0.000595872	1.05811e-05	1.62391e-05	0.00084367	0.000193043	0.000168678	0.0	0.0	0.0	0.000214068	2.7541e-05	7.78483e-05	3.97355e-05	0.000435855	5.5166e-05	0.0010947	6.25801e-05	0.000104259	5.08563e-05	0.00100894	0.000316159	3.38026e-05	8.95219e-05	0.0	5.11697e-05	9.45312e-05	0.0	4.77508e-05	0.000243927	0.000246055	0.000125995	0.000269195	0.0	0.0	0.000503026	0.0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	7.42604e-05	2.66634e-05	0.000153984	0.0	0.000765889	0.000227224	1.96909e-05	0.000143806	0.001902	3.79171e-05	0.000117001	4.60747e-05	0.0	0.00140665	0.000238197	7.03533e-05	0.000459178	0.00034856	0.000187656	0.000545267	0.000154856	0.0	0.000140922	0.000174878	0.000736237	0.000877484	0.000216993	0.000192831	0.000361641	0.000294585	0.000173301	0.0	0.000145351	0.0	0.000363195	1.07338e-05	0.000112506	7.05819e-05	0.000136935	0.00037525	4.66787e-05	0.0	0.000248402	0.0	0.0	0.000133446	3.11065e-05	6.50968e-05	0.000223878	8.28281e-05	0.000284205	0.00027524	0.00201742	0.000100526	6.13971e-05	0.000274034	0.00112866	0.000306413	0.000296147	0.000325805	0.000198463	0.000149805	0.000743438	0.000187646	0.000206237	6.56584e-05	0.000130515	0.0	0.000165361	0.00165021	7.54838e-05	0.000298867	0.000373598	8.54351e-05	6.68314e-05	0.000311414	0.000188379	0.000225943	0.0	0.000175979	8.10828e-05	0.000992894	0.0	0.000260091	0.000235229	0.000107747	6.77132e-05	0.000539973	0.000325815	0.000142525	8.00656e-05	0.000136129	6.60888e-05	0.00056912	0.0	9.06101e-05	0.000569921	0.000116556	0.000479794	0.00144072	0.000207967	0.000697729	0.000431709	0.00119698	6.46371e-05	0.000165324	0.0	0.000323795	0.000235518	0.000103013	7.2536e-05	0.00139027	8.16199e-05	0.000218236	0.000139997	0.000227723	5.666e-05	0.000222592	0.000131298	0.000440623	0.000517287	7.97322e-05	9.74837e-05	0.00084367	0.000277927	0.000283914	0.0	9.77766e-05	0.0	0.000295428	0.000156132	7.78483e-05	0.000175544	0.00040205	4.14671e-05	0.0010947	6.25801e-05	0.0001602	7.71986e-05	0.00100894	0.000316159	4.94213e-05	0.000173827	0.000155383	9.64649e-05	0.000180304	0.000351109	4.77508e-05	0.000243927	0.000246055	9.61359e-05	0.000269195	4.43201e-05	0.0	0.000503026	4.75196e-05
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	8.6578e-05	2.98529e-05	0.000352044	0.0	0.0010056	0.000410683	0.000310461	0.000318928	0.0016146	7.12318e-05	0.000426146	0.000239627	0.0	0.00159299	0.000339834	0.000339818	0.000545121	0.000417134	0.000362125	0.00097181	0.000200243	0.0	0.000152873	0.000198092	0.000828174	0.00151724	0.000376411	0.000319217	0.000668589	0.000378439	0.000358268	0.0	0.000143016	0.000183312	0.000466965	0.00031404	0.000342135	0.00032305	0.000245703	0.000592564	0.000282965	0.0	0.000286108	0.000224235	9.44909e-05	0.000174878	0.000173536	0.000306495	0.000333786	0.00021218	0.000698198	0.000297899	0.00345733	0.000281914	8.87304e-05	0.000425636	0.00131381	0.000388589	0.000440268	0.000332595	0.000228624	0.000417915	0.000815219	0.000246735	0.000278084	0.000143502	0.000530643	0.000138586	0.000288952	0.00273642	9.54254e-05	0.00049333	0.000423702	0.0	0.000119551	0.000360016	0.000547279	0.00034568	8.57801e-05	0.000414901	0.000337805	0.00105257	0.000461048	0.000457502	0.000271133	0.000159157	0.000110642	0.000972482	0.000496731	0.000150491	0.000146627	0.00026532	0.000261101	0.000761375	0.0	0.000113701	0.000603433	0.000559529	0.000800312	0.00180033	0.000334742	0.000845736	0.000421614	0.00128908	7.09146e-05	0.00049018	0.000219048	0.000334457	0.000347978	0.000108758	0.000103983	0.00162119	0.000319362	0.000276366	0.000212141	0.000354288	0.000185734	0.000296825	0.000246143	0.000459484	0.000730071	0.000263369	0.000119477	0.000890168	0.000376628	0.000387847	0.000290474	0.000223812	0.000134578	0.000440633	0.00017653	0.000152483	0.000191982	0.000720118	0.000166581	0.00108301	0.000436071	0.000349887	0.000127792	0.00109348	0.000555677	6.15174e-05	0.000352016	0.000189598	0.000117522	0.000214965	0.000453815	7.38309e-05	0.000288365	0.000355853	0.00038447	0.000333479	5.39465e-05	0.0	0.000668414	0.000249559
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.000611971	0.0	0.0	0.0	0.00177986	0.000620437	0.0	0.00119401	0.00250666	0.0	0.00015454	0.000166463	0.0	0.00296653	0.0	0.0	0.000994144	0.00075693	0.000915746	0.00227017	0.0	0.0	0.000260481	0.0	0.000350979	0.00104656	0.000849794	0.0	0.000455921	7.04103e-05	0.000766016	0.0	0.00136299	0.000567825	0.0	0.000660587	0.000846408	0.0	0.000498174	0.00114745	0.000484435	0.0	0.000181474	0.0	0.000442102	0.000211287	0.0	0.000237681	0.000595743	0.000275916	0.000289366	0.000491539	0.00343631	0.000923422	6.89963e-05	6.4896e-05	0.00331058	0.00114837	0.000748949	0.00117925	0.0	0.0	0.00106998	0.000110329	6.55385e-05	0.000111381	0.00181574	0.00072105	0.00139926	0.00338084	0.000883334	0.00117552	0.00143136	0.000309281	0.000333152	0.0	0.00192386	0.0	0.0	0.00112914	0.000822801	0.0	0.000397651	0.000124661	0.000162331	0.000170879	4.52005e-05	0.000839834	0.0015711	0.0	0.0	0.000477252	0.000101901	0.00123489	0.000183439	0.0	0.000119245	0.0	0.000301928	0.00281726	0.000785735	0.00133196	0.000696869	0.00271402	0.0	0.000449537	0.0	0.000109031	0.0	0.0	4.63306e-05	0.00170095	7.30506e-05	0.000261108	0.00137488	0.000604521	0.000276447	0.00010546	0.00132219	8.52287e-05	0.00228779	0.00102787	0.000321227	0.00256291	0.000535172	0.000935225	0.00109473	7.92459e-05	0.00163789	0.000492279	0.0	0.000248988	5.28564e-05	0.00113906	0.000227148	0.00116394	9.28176e-05	0.00051	0.000134003	0.00231709	0.000885208	6.15773e-05	0.0002556	0.0	0.000122007	0.000384053	0.0	0.0	0.00136018	0.000674726	0.000439206	0.000931036	0.0	0.00025021	0.00110841	0.0
HISDEG-PWY: L-histidine degradation I	0.00198487	0.0014858	0.00148636	0.00397142	0.00290992	0.00144812	0.00174043	0.00209747	0.00364792	0.00127961	0.00298879	0.00210048	0.00261263	0.000917966	0.000991788	0.00170235	0.00484463	0.00286523	0.00333619	0.000607458	0.00417209	0.00999406	0.00341996	0.00304365	0.00533142	0.00216819	0.00117403	0.00246795	0.0014934	0.00305095	0.00246807	0.00118321	0.00173869	0.000913976	0.00270513	0.000746403	0.00183158	0.00265999	0.00376037	0.000170089	0.00621185	0.00816788	0.00436731	0.00225202	4.8678e-05	0.00367959	0.00430578	0.00142779	0.00166405	0.001228	0.002521	0.00458315	0.000696276	0.00106895	0.00142606	0.00280083	0.000296085	0.00449983	0.00208116	0.0027736	0.00325578	0.00222237	0.00221596	0.00562139	0.00125705	0.00196039	0.00499321	0.000825739	0.00277111	0.00200312	0.00136568	0.00170367	0.00400126	0.00601945	0.00311508	0.00456968	0.00136826	0.00416824	0.00116314	0.00135398	0.00133919	0.00528537	0.000132417	0.00249656	0.00216098	0.00208915	0.000653545	0.00161776	0.00419528	0.00271694	0.00270271	0.00144058	0.000886161	0.00214854	0.00299689	0.00248167	0.00310533	0.000149059	0.00212145	0.000714714	0.00213582	0.00339928	0.00233012	0.00131628	0.00182569	0.00316886	0.00105444	0.00315369	0.00191734	0.00573286	0.00152272	0.00303278	0.00118742	0.00189597	0.0014402	0.00187399	0.00185285	0.00142077	0.00143978	0.00435281	0.00149167	0.00240998	0.00181566	0.00120469	0.000948508	0.00202945	0.000503117	0.00271092	0.00143698	0.0017846	0.00606129	0.00347044	0.0024006	0.00451534	0.0031958	0.00618435	0.00714561	0.00197484	0.0049644	0.00244592	0.00141767	0.000905116	0.00570069	0.00313531	0.00294821	0.00459501	0.00220812	0.0018387	0.00135511	0.0019809	0.00112702	0.00109379	0.000834682	0.00228532	0.00261129	0.0023008
