# Pathway	VF421	LILT_VF378	VF399	LILT_VF334	VF419	LILT_VF300_T016	LILT_VF73_16	VF417	LILT_VF318	LILT_VF270_T017	LILT_VF360	LILT_VF234_T017	VF403	VF425	LILT_VF106_16	LILT_VF120_16	LILT_VF155_T017	LILT_VF207_T017	LILT_VF379	LILT_VF100_T016	LILT_VF176_T017	LILT_VF394	LILT_VF174_T017	LILT_VF363	LILT_VF71_16	LILT_VF142_T017	LILT_VF145_T017	VF401	VF402	LILT_VF65_16	LILT_VF232_T017	VF412	LILT_VF77_16	LILT_VF95_16	LILT_VF385	LILT_VF392	LILT_VF377	LILT_VF29_16	LILT_VF208_T017	LILT_VF348	LILT_GF15_16	LILT_VF281_T017	LILT_VF114_T017	LILT_VF154_T017	LILT_VF240_T017	VF400	LILT_VF107_16	LILT_VF264_T017	LILT_VF313	LILT_VF222	VF406	LILT_VF328	LILT_VF217_T017	VF423	LILT_VF166_T017	LILT_VF251_T017	LILT_VF315	VF404	LILT_VF167_T017	LILT_VF273_T017	LILT_VF138_T017	LILT_VF109_16	LILT_VF63_16	LILT_GF11_16	LILT_VF311	LILT_VF110_16	LILT_GF04_16	LILT_VF05_16	LILT_VF306	LILT_VF75_16	LILT_VF74_16	LILT_VF303	LILT_VF337	LILT_VF12_16	LILT_VF41_16	LILT_VF76_16	LILT_VF78_16_A	LILT_VF243	LILT_VF01_16	LILT_VF14_16	LILT_VF34_16	LILT_VF298	LILT_VF81_16	LILT_VF39_16	LILT_VF84_16	LILT_VF31_16	LILT_VF10_T016	LILT_VF43_16	LILT_VF339	LILT_VF380	LILT_VF82_T016	LILT_VF279_T016	LILT_VF326	LILT_VF370	LILT_VF28_T016	LILT_VF18_T016	LILT_VF262_T016	LILT_VF265_T016	LILT_VF189_T016	LILT_VF40_16	LILT_VF140_T016	LILT_VF255_T016	LILT_VF261_T016	LILT_VF06_16	LILT_VF170_T016	LILT_VF259_T016	LILT_VF00TL_16	LILT_VF335	LILT_VF171_T016	LILT_GF06_16	LILT_VF293	LILT_VF206_T016	LILT_VF212_T016	LILT_VF263_T016	LILT_VF351	LILT_VF192_T017	LILT_VF314	VF416	LILT_VF02_T016	LILT_VF04_16	LILT_VF07_16	LILT_VF30_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF62_T017	LILT_VF66_T017	LILT_VF67_16	LILT_VF69_16	LILT_VF70_16	LILT_VF90_16	LILT_VF97_16	LILT_VF102_T017	LILT_VF172_T017	LILT_VF197_T017	LILT_VF214_T016	LILT_VF301_T016	VF397	LILT_VF382	LILT_GF12_16	LILT_VF236_T017	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF216_T017	LILT_VF346	LILT_VF362	LILT_VF390	LILT_VF391	VF359	VF388	VF458	VF444	VF446	VF440	VF453	VF445	VF449	VF465	VF459	VF439	VF450	VF452	VF448	VF463	VF461	VF462	VF455	VF464	VF469	VF443	VF347	VF442	VF274	VF322
PWY-5845: superpathway of menaquinol-9 biosynthesis	0.00020432	0.00198013	0.000130737	0.00123329	0.000223595	0.00187098	0.00108491	0.0	0.000550882	0.000904103	0.00240834	0.00166355	0.000683774	0.0017803	0.00184014	0.000586106	0.0	0.000833049	0.00310644	0.000248173	0.000480423	0.000150698	0.0	0.000736467	0.00225128	0.00123132	0.000362365	0.00230677	0.00251121	0.00137126	0.000567585	0.0	0.00081726	0.00141297	0.00218636	0.00251526	0.0011162	0.0	0.00363394	0.00271799	0.000512395	0.000959172	0.00220906	0.00263817	0.00285898	0.00177378	0.00123113	0.0	0.00147167	0.0	0.00210694	0.00104702	0.00236331	0.0	8.32624e-05	0.000542685	0.00203836	0.000972041	0.000230058	0.00147616	0.00398045	0.00276399	0.0	0.00134434	0.000119358	0.00059472	0.0	0.0	0.00151296	0.000216973	0.00206762	0.00161683	0.0	0.000195998	0.00178552	0.000900626	0.000495743	0.0	0.000287778	0.00225099	0.000102949	0.0	0.0	8.39644e-05	0.000530815	0.000285984	0.0	0.000644225	0.000208841	0.000121337	0.0	0.0	0.00307239	0.00155184	0.0	0.000112744	0.0	0.0	0.000236557	0.000264271	0.000306296	0.000443422	0.000287581	0.000363712	0.000116157	0.00135386	0.000178223	0.00108712	0.000605439	0.00272735	0.0	0.000390511	0.0	7.49859e-05	0.000832428	0.00116619	0.00234885	0.00120939	0.0	0.00164316	0.0	0.00126121	0.0	0.0	0.00180138	0.000276787	0.00184049	0.000496456	0.0	0.00260471	0.000395092	0.000375831	0.0	0.000773545	0.000345559	0.0	0.00122753	0.0023549	0.000234216	0.000155383	0.00100134	0.00328005	0.00214902	0.00132001	0.000447113	0.000222559	0.00205552	0.0	0.000530755	0.000520357	0.00300267	0.00308452	0.0	0.00258044	0.00316441	0.00190443	0.000712069	0.000606056	0.0	0.00170267	0.000950247	0.0018391	0.000324904	0.000839565	0.0	0.00216414	0.000582741	0.0016043	0.00141921	0.000422881	0.00258879	0.00270556	0.000726561	0.00067812	0.00232671	0.000355267	0.00170472	0.00117313	0.0004127	0.000251708	0.000780384
PWY-5850: superpathway of menaquinol-6 biosynthesis	0.0	0.00198013	6.15361e-05	0.000976174	0.000223595	0.00187098	0.000735519	0.0	0.0	0.000586758	0.00240834	0.00166355	0.000683774	0.0017803	0.00184014	0.000586106	0.0	0.000833049	0.00310644	9.55471e-05	0.0	0.0	0.0	0.000410087	0.00197723	0.00123132	0.000293835	0.00230677	0.00251121	0.00137126	0.000300626	0.0	0.0	0.0013205	0.00152598	0.00251526	0.0011162	0.0	0.00363394	0.00271799	0.000512395	0.000446945	0.00220906	0.00263817	0.00285898	0.000876596	0.00123113	0.0	0.00147167	0.0	0.00210694	0.00104702	0.00236331	0.0	0.0	0.000107444	0.00203836	0.00093453	0.000172145	0.00147616	0.00147245	0.00276399	0.0	0.00134434	0.0	0.000365756	0.0	0.0	0.00151296	0.0	0.00171188	0.00161683	0.0	0.0	0.00178552	0.000900626	0.000336785	0.0	0.000159316	0.00225099	0.000102949	0.0	0.0	0.0	0.000530815	0.0	0.0	0.000644225	0.0	0.000121337	0.0	0.0	0.00307239	0.00155184	0.0	0.000112744	0.0	0.0	0.0	0.000159657	0.0	0.000443422	0.000187925	0.000363712	0.0	0.000916016	0.000178223	0.000819368	0.000605439	0.00272735	0.0	0.0	0.0	0.0	0.000832428	0.00103252	0.00234885	0.000573491	0.0	0.00164316	0.0	0.000552368	0.0	0.0	0.00180138	0.000110344	0.00184049	0.000308543	0.0	0.00260471	0.0	0.0	0.0	0.0	0.000138377	0.0	0.000809615	0.0023549	0.000234216	0.0	0.00100134	0.00328005	0.00214902	0.00132001	0.000352513	0.0	0.00202877	0.0	0.000435254	0.000520357	0.00300267	0.00308452	0.0	0.00258044	0.00316441	0.00190443	0.000712069	0.000425024	0.0	0.00123388	9.59613e-05	0.00125104	0.000324904	0.000839565	0.0	0.00142189	0.000158854	0.000773041	0.000997045	0.000258733	0.00234499	0.00270556	0.000582642	0.000445243	0.00232671	0.0	0.00125972	0.00117313	0.000267355	0.0	0.000780384
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	8.63652e-06	9.61947e-06	1.74928e-05	0.000162031	1.40192e-05	0.00078688	8.13727e-05	0.00170121	9.66509e-05	0.000114486	0.000257906	0.000368376	0.000278669	0.000462546	0.000134847	2.4155e-05	0.0	0.000260135	0.00148189	2.5515e-05	0.0	0.0	0.0	7.00443e-05	0.000511495	7.70208e-05	6.78789e-05	0.000883125	0.000462878	0.000505756	0.00015067	0.0	2.0216e-05	2.67094e-05	0.000264095	0.00151449	0.000146639	0.0	0.00390794	0.00106437	8.29644e-05	0.000106982	0.000291986	0.00199703	0.00286018	0.000124539	0.00033761	9.22439e-06	0.000232603	0.0	0.000442903	0.00318207	0.000567865	0.0	0.000208997	0.0	0.000878988	0.000537164	1.2675e-05	0.000949161	0.00021058	0.00104209	0.0	0.000333841	4.43667e-05	8.80895e-05	0.0	0.0	0.000244911	0.0	0.000368262	0.000610308	0.0	0.0	0.000410777	0.000138523	0.0	0.0	1.25967e-05	0.000960262	7.05618e-06	0.0	0.0	0.0	1.36384e-05	0.0	0.0	0.000182266	0.0	9.47234e-06	0.0	0.0	0.0014717	0.000478156	0.0	0.0	0.0	0.0	4.11873e-05	0.0	6.40017e-05	3.07158e-05	6.84619e-05	1.82456e-05	0.0	4.7153e-05	2.05989e-05	5.39997e-05	6.5363e-05	0.00134699	0.0	0.0	0.0	0.0	2.64337e-05	0.000387455	0.000361214	0.000156629	3.09349e-05	0.000159485	0.0	8.2956e-05	0.0	0.0	0.000215153	0.0	0.000498733	3.76146e-05	0.0	0.00108364	0.0	0.0	0.0	0.0	6.70847e-05	0.0	3.37762e-05	0.000771359	1.12887e-05	0.0	0.000192035	0.00317087	0.00104575	6.8011e-05	1.96155e-05	1.15614e-05	0.000460452	0.0	1.89387e-05	7.40889e-05	0.000839399	0.00259809	0.0	0.00106291	0.00284731	0.00048641	0.000195626	0.00074361	0.0	0.000147096	0.0	6.91887e-05	3.8319e-05	0.000941634	0.0	0.000711462	2.18138e-05	0.000105341	0.000134478	5.73592e-05	0.000224081	0.000575061	9.71641e-06	3.8433e-05	0.00134718	4.12112e-05	0.000123497	0.000775109	3.08008e-05	0.0	0.00011653
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0.0	0.00148479	4.11273e-05	0.000689591	0.000161044	0.00146119	0.000514672	0.0	0.0	0.000405543	0.00199452	0.00126143	0.000637148	0.00198993	0.00148926	0.000403231	0.0	0.000580701	0.00296963	6.38948e-05	0.0	0.0	0.0	0.000276752	0.0015675	0.000949156	0.00019843	0.00209628	0.00223075	0.000963342	0.000201982	0.0	0.0	0.000942217	0.00112569	0.00217691	0.000798291	0.0	0.00323876	0.00201337	0.000351617	0.000302361	0.00166291	0.00244325	0.00267332	0.000611509	0.00100723	0.0	0.00106101	0.0	0.00180133	0.000737506	0.00190754	0.0	0.0	7.18917e-05	0.0015386	0.000832645	0.000115713	0.00104183	0.00105602	0.00243284	0.0	0.000959692	0.0	0.000246931	0.0	0.0	0.00113319	0.0	0.00124805	0.00120591	0.0	0.0	0.0012785	0.000632418	0.0002287	0.0	0.000107009	0.0017951	6.91142e-05	0.0	0.0	0.0	0.000362965	0.0	0.0	0.0004393	0.0	8.12821e-05	0.0	0.0	0.00262772	0.00116661	0.0	7.54777e-05	0.0	0.0	0.0	0.000106956	0.0	0.000304016	0.000125992	0.000246914	0.0	0.000634394	0.000120773	0.000567638	0.000429532	0.00219374	0.0	0.0	0.0	0.0	0.000571225	0.000732955	0.00195397	0.000394442	0.0	0.00133268	0.0	0.000382353	0.0	0.0	0.00124031	7.40701e-05	0.00143672	0.00020771	0.0	0.00212054	0.0	0.0	0.0	0.0	9.36577e-05	0.0	0.000571707	0.00199959	0.000158032	0.0	0.000693699	0.00322515	0.00169637	0.000933741	0.000238314	0.0	0.00153491	0.0	0.000296478	0.000359814	0.00284795	0.00280549	0.0	0.0021644	0.0028286	0.00171424	0.000750362	0.000291329	0.0	0.000872886	6.43179e-05	0.000915355	0.000219879	0.000704955	0.0	0.00102333	0.000106844	0.000538503	0.000717463	0.000175013	0.00191284	0.00206885	0.00040272	0.000303376	0.00215978	0.0	0.000900475	0.00112963	0.000182676	0.0	0.000537591
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.000450636	0.00148479	8.85647e-05	0.000957931	0.000541692	0.00163506	0.000962246	0.0	0.000481937	0.000734555	0.00266642	0.00149044	0.00126477	0.00206815	0.00188952	0.000657008	0.0	0.000920025	0.00304535	0.000169674	0.000385933	0.000114129	0.0	0.00064238	0.0020321	0.00132942	0.000283015	0.00251571	0.00267546	0.00127689	0.000701873	0.0	0.000668563	0.00126717	0.00192103	0.00356861	0.00104078	0.0	0.00343189	0.00217866	0.000534809	0.000661362	0.00210573	0.00294149	0.00267332	0.00135953	0.00131125	0.0	0.00132246	0.000250477	0.00252487	0.00107408	0.00220428	0.0	5.59176e-05	0.000556275	0.00175605	0.0015136	0.000155827	0.00136077	0.00393633	0.00330402	0.00046687	0.0020326	9.47801e-05	0.000405684	0.0	0.0	0.00154163	0.000146249	0.00159672	0.00168394	0.0	0.000131456	0.00147739	0.000971232	0.000364529	0.0	0.000200062	0.00209284	0.000115008	0.0	0.0	9.80938e-05	0.000572153	0.000209131	0.0	0.00073021	0.00014564	0.00014603	0.0	0.0	0.00282916	0.00177657	0.0	0.000507795	0.0	0.0	0.00018276	0.000267333	0.000310116	0.000463689	0.000205614	0.000532595	0.000192073	0.00120123	0.00018585	0.000861844	0.000825843	0.00242001	0.0	0.000288509	0.0	6.33897e-05	0.000587333	0.00094091	0.00230906	0.000945143	0.0	0.00157267	0.0	0.00107449	0.0	0.000108815	0.00165229	0.000277255	0.00209159	0.000348989	0.000136318	0.00272185	0.000320661	0.000396057	0.0	0.000531946	0.000255664	0.0	0.000925668	0.00255354	0.000335536	0.000107017	0.000926853	0.00335746	0.00192647	0.00222021	0.000352271	0.000172054	0.00199847	0.000481979	0.0003748	0.000644751	0.00314312	0.00298445	0.0	0.00259664	0.00295108	0.00223393	0.00117974	0.000740533	0.0	0.00125869	0.000676844	0.00146969	0.000426433	0.00117921	0.0	0.00156957	0.000437395	0.00136557	0.00112113	0.000324547	0.00215906	0.00257361	0.000605828	0.00159952	0.00322798	0.000316657	0.00127394	0.00179152	0.000191714	0.000177582	0.000777041
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0.000137346	0.00148479	8.76252e-05	0.000885126	0.000161044	0.00146119	0.000777479	0.0	0.000374889	0.000637547	0.00199452	0.00126143	0.000637148	0.00198993	0.00148926	0.000403231	0.0	0.000580701	0.00296963	0.000166783	0.000326392	0.000101185	0.0	0.000501923	0.00183282	0.000949156	0.000245452	0.00209628	0.00223075	0.000963342	0.000384007	0.0	0.000565441	0.00101318	0.00169077	0.00217691	0.000798291	0.0	0.00323876	0.00201337	0.000351617	0.000660052	0.00166291	0.00244325	0.00267332	0.00129906	0.00100723	0.0	0.00106101	0.0	0.00180133	0.000737506	0.00190754	0.0	5.58139e-05	0.000368589	0.0015386	0.000877923	0.000155072	0.00104183	0.00327782	0.00243284	0.0	0.000959692	7.97667e-05	0.000404724	0.0	0.0	0.00113319	0.000145816	0.00153729	0.00120591	0.0	0.000131371	0.0012785	0.000632418	0.000339625	0.0	0.000194473	0.0017951	6.91142e-05	0.0	0.0	5.62242e-05	0.000362965	0.000194104	0.0	0.0004393	0.000141691	8.12821e-05	0.0	0.0	0.00262772	0.00116661	0.0	7.54777e-05	0.0	0.0	0.000160746	0.000177605	0.000206956	0.000304016	0.000193385	0.000246914	7.79177e-05	0.000955365	0.000120773	0.00076289	0.000429532	0.00219374	0.0	0.000265908	0.0	5.02652e-05	0.000571225	0.000834846	0.00195397	0.0008621	0.0	0.00133268	0.0	0.000918163	0.0	0.0	0.00124031	0.00018775	0.00143672	0.000336217	0.0	0.00212054	0.000267422	0.000256854	0.0	0.000528535	0.000239346	0.0	0.000894149	0.00199959	0.000158032	0.000103957	0.000693699	0.00322515	0.00169637	0.000933741	0.000303413	0.00014971	0.00155792	0.0	0.000363262	0.000359814	0.00284795	0.00280549	0.0	0.0021644	0.0028286	0.00171424	0.000750362	0.000420459	0.0	0.00123317	0.000668888	0.00141026	0.000219879	0.000704955	0.0	0.001625	0.000401466	0.00117427	0.00105677	0.000288726	0.00216196	0.00206885	0.000506802	0.000467445	0.00215978	0.000241076	0.00125047	0.00112963	0.000285856	0.000169982	0.000537591
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40826e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5896: superpathway of menaquinol-10 biosynthesis	0.0	0.00198013	6.15361e-05	0.000976174	0.000223595	0.00187098	0.000735519	0.0	0.0	0.000586758	0.00240834	0.00166355	0.000683774	0.0017803	0.00184014	0.000586106	0.0	0.000833049	0.00310644	9.55471e-05	0.0	0.0	0.0	0.000410087	0.00197723	0.00123132	0.000293835	0.00230677	0.00251121	0.00137126	0.000300626	0.0	0.0	0.0013205	0.00152598	0.00251526	0.0011162	0.0	0.00363394	0.00271799	0.000512395	0.000446945	0.00220906	0.00263817	0.00285898	0.000876596	0.00123113	0.0	0.00147167	0.0	0.00210694	0.00104702	0.00236331	0.0	0.0	0.000107444	0.00203836	0.00093453	0.000172145	0.00147616	0.00147245	0.00276399	0.0	0.00134434	0.0	0.000365756	0.0	0.0	0.00151296	0.0	0.00171188	0.00161683	0.0	0.0	0.00178552	0.000900626	0.000336785	0.0	0.000159316	0.00225099	0.000102949	0.0	0.0	0.0	0.000530815	0.0	0.0	0.000644225	0.0	0.000121337	0.0	0.0	0.00307239	0.00155184	0.0	0.000112744	0.0	0.0	0.0	0.000159657	0.0	0.000443422	0.000187925	0.000363712	0.0	0.000916016	0.000178223	0.000819368	0.000605439	0.00272735	0.0	0.0	0.0	0.0	0.000832428	0.00103252	0.00234885	0.000573491	0.0	0.00164316	0.0	0.000552368	0.0	0.0	0.00180138	0.000110344	0.00184049	0.000308543	0.0	0.00260471	0.0	0.0	0.0	0.0	0.000138377	0.0	0.000809615	0.0023549	0.000234216	0.0	0.00100134	0.00328005	0.00214902	0.00132001	0.000352513	0.0	0.00202877	0.0	0.000435254	0.000520357	0.00300267	0.00308452	0.0	0.00258044	0.00316441	0.00190443	0.000712069	0.000425024	0.0	0.00123388	9.59613e-05	0.00125104	0.000324904	0.000839565	0.0	0.00142189	0.000158854	0.000773041	0.000997045	0.000258733	0.00234499	0.00270556	0.000582642	0.000445243	0.00232671	0.0	0.00125972	0.00117313	0.000267355	0.0	0.000780384
PWY-5897: superpathway of menaquinol-11 biosynthesis	0.000594834	0.00218528	0.000115905	0.00121371	0.000730836	0.00198964	0.00122128	8.91065e-05	0.000640041	0.000939863	0.00300874	0.00179617	0.00115545	0.00197264	0.0020893	0.00084765	0.0	0.00117518	0.00318911	0.000223977	0.000504758	0.000149297	0.0	0.000854093	0.0023472	0.0015114	0.000368655	0.00264572	0.00284296	0.00168616	0.00092087	0.0	0.000870126	0.00158648	0.00233091	0.00369786	0.00130075	0.0	0.00371426	0.00311896	0.000767779	0.00085511	0.00255873	0.00296001	0.00304288	0.00168656	0.00142453	0.0	0.00164713	0.000329227	0.00278523	0.00148518	0.00252264	0.0	7.33111e-05	0.000720999	0.00223375	0.00150998	0.000203678	0.0019541	0.00440551	0.00361869	0.00410665	0.00265072	0.000125094	0.000528392	0.0	0.0	0.001845	0.000191068	0.0019502	0.00202073	0.0	0.000172653	0.0021019	0.00127726	0.000469762	0.0	0.000265142	0.00245489	0.000150063	0.0	0.0	0.00012825	0.000738773	0.00028776	0.0	0.00100334	0.000189421	0.000191243	0.0	0.0	0.00329892	0.00207828	0.0	0.000655835	0.0	0.0	0.000238961	0.000352537	0.000457571	0.000598723	0.000276049	0.000684484	0.000251865	0.00151731	0.000240079	0.00110611	0.00101039	0.00293119	0.0	0.000373518	0.0	8.29603e-05	0.00133208	0.00120381	0.00262397	0.00120589	0.000319462	0.00182207	0.0	0.00133577	0.0	0.000142378	0.0024185	0.000359746	0.00236768	0.000456944	0.000178286	0.0030394	0.000419336	0.000508537	0.0	0.000690531	0.000330172	0.0	0.0011374	0.0027128	0.000434401	0.00014417	0.00120782	0.00334328	0.00231495	0.00265517	0.000474666	0.000224204	0.00241192	0.000631453	0.00048995	0.00111888	0.00313006	0.00319987	0.0	0.00294988	0.00321481	0.00237996	0.000969322	0.000983692	0.0	0.00158844	0.000867591	0.00179802	0.000591245	0.00128452	0.0	0.0020351	0.000569867	0.0017174	0.00145298	0.000419066	0.0025678	0.00314864	0.000775321	0.00199019	0.00307615	0.000412466	0.00165099	0.00161571	0.000370437	0.000231473	0.000996593
PWY-5898: superpathway of menaquinol-12 biosynthesis	0.000594834	0.00218528	0.000115905	0.00121371	0.000730836	0.00198964	0.00122128	8.91065e-05	0.000640041	0.000939863	0.00300874	0.00179617	0.00115545	0.00197264	0.0020893	0.00084765	0.0	0.00117518	0.00318911	0.000223977	0.000504758	0.000149297	0.0	0.000854093	0.0023472	0.0015114	0.000368655	0.00264572	0.00284296	0.00168616	0.00092087	0.0	0.000870126	0.00158648	0.00233091	0.00369786	0.00130075	0.0	0.00371426	0.00311896	0.000767779	0.00085511	0.00255873	0.00296001	0.00304288	0.00168656	0.00142453	0.0	0.00164713	0.000329227	0.00278523	0.00148518	0.00252264	0.0	7.33111e-05	0.000720999	0.00223375	0.00150998	0.000203678	0.0019541	0.00440551	0.00361869	0.00410665	0.00265072	0.000125094	0.000528392	0.0	0.0	0.001845	0.000191068	0.0019502	0.00202073	0.0	0.000172653	0.0021019	0.00127726	0.000469762	0.0	0.000265142	0.00245489	0.000150063	0.0	0.0	0.00012825	0.000738773	0.00028776	0.0	0.00100334	0.000189421	0.000191243	0.0	0.0	0.00329892	0.00207828	0.0	0.000655835	0.0	0.0	0.000238961	0.000352537	0.000457571	0.000598723	0.000276049	0.000684484	0.000251865	0.00151731	0.000240079	0.00110611	0.00101039	0.00293119	0.0	0.000373518	0.0	8.29603e-05	0.00133208	0.00120381	0.00262397	0.00120589	0.000319462	0.00182207	0.0	0.00133577	0.0	0.000142378	0.0024185	0.000359746	0.00236768	0.000456944	0.000178286	0.0030394	0.000419336	0.000508537	0.0	0.000690531	0.000330172	0.0	0.0011374	0.0027128	0.000434401	0.00014417	0.00120782	0.00334328	0.00231495	0.00265517	0.000474666	0.000224204	0.00241192	0.000631453	0.00048995	0.00111888	0.00313006	0.00319987	0.0	0.00294988	0.00321481	0.00237996	0.000969322	0.000983692	0.0	0.00158844	0.000867591	0.00179802	0.000591245	0.00128452	0.0	0.0020351	0.000569867	0.0017174	0.00145298	0.000419066	0.0025678	0.00314864	0.000775321	0.00199019	0.00307615	0.000412466	0.00165099	0.00161571	0.000370437	0.000231473	0.000996593
PWY-5899: superpathway of menaquinol-13 biosynthesis	0.000594834	0.00218528	0.000115905	0.00121371	0.000730836	0.00198964	0.00122128	8.91065e-05	0.000640041	0.000939863	0.00300874	0.00179617	0.00115545	0.00197264	0.0020893	0.00084765	0.0	0.00117518	0.00318911	0.000223977	0.000504758	0.000149297	0.0	0.000854093	0.0023472	0.0015114	0.000368655	0.00264572	0.00284296	0.00168616	0.00092087	0.0	0.000870126	0.00158648	0.00233091	0.00369786	0.00130075	0.0	0.00371426	0.00311896	0.000767779	0.00085511	0.00255873	0.00296001	0.00304288	0.00168656	0.00142453	0.0	0.00164713	0.000329227	0.00278523	0.00148518	0.00252264	0.0	7.33111e-05	0.000720999	0.00223375	0.00150998	0.000203678	0.0019541	0.00440551	0.00361869	0.00410665	0.00265072	0.000125094	0.000528392	0.0	0.0	0.001845	0.000191068	0.0019502	0.00202073	0.0	0.000172653	0.0021019	0.00127726	0.000469762	0.0	0.000265142	0.00245489	0.000150063	0.0	0.0	0.00012825	0.000738773	0.00028776	0.0	0.00100334	0.000189421	0.000191243	0.0	0.0	0.00329892	0.00207828	0.0	0.000655835	0.0	0.0	0.000238961	0.000352537	0.000457571	0.000598723	0.000276049	0.000684484	0.000251865	0.00151731	0.000240079	0.00110611	0.00101039	0.00293119	0.0	0.000373518	0.0	8.29603e-05	0.00133208	0.00120381	0.00262397	0.00120589	0.000319462	0.00182207	0.0	0.00133577	0.0	0.000142378	0.0024185	0.000359746	0.00236768	0.000456944	0.000178286	0.0030394	0.000419336	0.000508537	0.0	0.000690531	0.000330172	0.0	0.0011374	0.0027128	0.000434401	0.00014417	0.00120782	0.00334328	0.00231495	0.00265517	0.000474666	0.000224204	0.00241192	0.000631453	0.00048995	0.00111888	0.00313006	0.00319987	0.0	0.00294988	0.00321481	0.00237996	0.000969322	0.000983692	0.0	0.00158844	0.000867591	0.00179802	0.000591245	0.00128452	0.0	0.0020351	0.000569867	0.0017174	0.00145298	0.000419066	0.0025678	0.00314864	0.000775321	0.00199019	0.00307615	0.000412466	0.00165099	0.00161571	0.000370437	0.000231473	0.000996593
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.0	2.65461e-05	0.0	0.0	0.000285864	0.000213272	0.0	0.00124714	0.0	0.0	0.0	0.0	0.00152929	0.00160646	0.0	0.0	0.0	0.0	0.000168488	0.0	0.0	3.31765e-05	0.0	0.0	0.0	0.0	0.0	0.00125649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09233e-05	0.0	0.0	0.0	0.0	8.2013e-05	0.00044811	0.0	0.000166936	0.0	0.0	0.0	0.00144388	0.0	1.33023e-05	0.0	0.0	0.0	2.60913e-05	0.00223508	0.0	0.0	0.0	0.0	0.00212448	2.33759e-05	0.0	0.0	0.0	0.0	0.0	2.47839e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92076e-05	0.0	0.0	0.0	0.000191938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.18568e-05	0.000130046	0.0	0.0	0.000169904	0.0	0.0	0.0	0.0	0.0	0.000419816	0.0	7.35673e-05	0.0	0.0	0.0	0.0	0.0	9.22341e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000129873	0.0	0.0	0.0	8.61595e-05	0.0	0.0	0.0	0.0	0.00013659	0.000360803	0.000192253	0.0	0.0	0.0	0.0	0.000207866	0.0	3.04562e-05	0.0	3.2499e-05	1.35611e-05	0.000565154	0.000462051	0.0	0.0	8.96574e-05	0.0	0.000262912	1.98809e-05	0.00123334	0.0	0.000175754	0.0	1.51313e-05	0.0	0.0	2.36463e-05	7.73405e-05	0.0	0.0	0.000236336	0.0	0.0	0.00319726	0.0	0.0	4.9957e-05
