Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version
SRR6504857,WGS,300,8384077500,PRJNA429990,SAMN08382826,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3240797132,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593516,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C247F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C247F,SRP131166,2018-01-23T22:31:00Z,1
SRR6504861,WGS,300,18278553000,PRJNA429990,SAMN08382808,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7524997396,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593512,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C122F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C122F,SRP131166,2018-01-23T22:53:00Z,1
SRR6504862,WGS,300,7299699900,PRJNA429990,SAMN08382807,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3040783996,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593511,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C120F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C120F,SRP131166,2018-01-23T22:31:00Z,1
SRR6504863,WGS,300,6911817300,PRJNA429990,SAMN08382806,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2963559411,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593510,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C119F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C119F,SRP131166,2018-01-23T22:29:00Z,1
SRR6504864,WGS,300,6980652900,PRJNA429990,SAMN08382805,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2933392865,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593509,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C118F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C118F,SRP131166,2018-01-23T22:32:00Z,1
SRR6504865,WGS,300,8901471600,PRJNA429990,SAMN08382804,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3672018681,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593508,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C117F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C117F,SRP131166,2018-01-23T22:37:00Z,1
SRR6504868,WGS,300,6864456000,PRJNA429990,SAMN08382859,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3104047871,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593505,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U115F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U115F,SRP131166,2018-01-23T22:32:00Z,1
SRR6504869,WGS,300,6647500200,PRJNA429990,SAMN08382812,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3012213109,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593504,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C131F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C131F,SRP131166,2018-01-23T22:30:00Z,1
SRR6504870,WGS,300,11514860700,PRJNA429990,SAMN08382811,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4348853371,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593503,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C128F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C128F,SRP131166,2018-01-23T22:43:00Z,1
SRR6504871,WGS,300,7271449200,PRJNA429990,SAMN08382860,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3239391301,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593502,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U118F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U118F,SRP131166,2018-01-23T22:38:00Z,1
SRR6504872,WGS,300,9433077000,PRJNA429990,SAMN08382868,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3663447166,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593501,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U229F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U229F,SRP131166,2018-01-23T22:34:00Z,1
SRR6504873,WGS,300,13695444900,PRJNA429990,SAMN08382835,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5989083653,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593500,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N02F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N02F,SRP131166,2018-01-23T22:48:00Z,1
SRR6504874,WGS,300,8317968900,PRJNA429990,SAMN08382864,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3686655912,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593499,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U124F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U124F,SRP131166,2018-01-23T22:34:00Z,1
SRR6504876,WGS,300,7707080100,PRJNA429990,SAMN08382836,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3025347967,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593497,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N03F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N03F,SRP131166,2018-01-23T22:30:00Z,1
SRR6504877,WGS,300,16256438700,PRJNA429990,SAMN08382800,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6907193147,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593496,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C112F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C112F,SRP131166,2018-01-23T22:46:00Z,1
SRR6504878,WGS,300,6496506000,PRJNA429990,SAMN08382844,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2679926205,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX3593495,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N16F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N16F,SRP131166,2018-01-23T22:30:00Z,1
SRR6504880,WGS,300,10857024300,PRJNA429990,SAMN08382799,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4745062627,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX3593493,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C111F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C111F,SRP131166,2018-01-23T22:41:00Z,1
SRR6504881,WGS,300,10200618300,PRJNA429990,SAMN08382845,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4097472604,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593492,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N18F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N18F,SRP131166,2018-01-23T22:36:00Z,1
SRR6504882,WGS,300,40423034100,PRJNA429990,SAMN08382849,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",16150191710,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593491,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U101F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U101F,SRP131166,2018-01-23T23:32:00Z,1
SRR6504883,WGS,300,8260489500,PRJNA429990,SAMN08382837,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3705341659,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593490,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N04F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N04F,SRP131166,,
SRR6504884,WGS,300,9454572300,PRJNA429990,SAMN08382838,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4261117403,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593489,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N05F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N05F,SRP131166,2018-01-23T22:34:00Z,1
SRR6504885,WGS,300,8058950400,PRJNA429990,SAMN08382839,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3684769109,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX3593488,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N08F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N08F,SRP131166,2018-01-23T22:32:00Z,1
SRR6504887,WGS,300,11591062200,PRJNA429990,SAMN08382833,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4510370427,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593486,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C257F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C257F,SRP131166,2018-01-23T22:42:00Z,1
SRR6504888,WGS,300,8694406200,PRJNA429990,SAMN08382834,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3490407111,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593485,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N01F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N01F,SRP131166,2018-01-23T22:35:00Z,1
SRR6504889,WGS,300,8541865800,PRJNA429990,SAMN08382821,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3519272028,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX3593484,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C240F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C240F,SRP131166,2018-01-23T22:34:00Z,1
SRR6504890,WGS,300,8215206000,PRJNA429990,SAMN08382822,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3375143102,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593483,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C243F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C243F,SRP131166,2018-01-23T22:36:00Z,1
SRR6504893,WGS,300,6589374600,PRJNA429990,SAMN08382817,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2612653736,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593480,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C236F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C236F,SRP131166,2018-01-23T22:30:00Z,1
SRR6504894,WGS,300,9714467100,PRJNA429990,SAMN08382818,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3907459058,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593479,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C237F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C237F,SRP131166,2018-01-23T22:37:00Z,1
SRR6504895,WGS,300,11290728600,PRJNA429990,SAMN08382815,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4711601342,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593478,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C134F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C134F,SRP131166,2018-01-23T22:48:00Z,1
SRR6504896,WGS,300,7326968400,PRJNA429990,SAMN08382816,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2940682360,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593477,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C235F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C235F,SRP131166,2018-01-23T22:32:00Z,1
SRR6504897,WGS,300,6508883400,PRJNA429990,SAMN08382813,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2716607993,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593476,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C132F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C132F,SRP131166,2018-01-23T22:32:00Z,1
SRR6504900,WGS,300,6502965600,PRJNA429990,SAMN08382848,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2569296353,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593473,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N25F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N25F,SRP131166,2018-01-23T22:29:00Z,1
SRR6504901,WGS,300,6458094300,PRJNA429990,SAMN08382865,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2908474545,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX3593472,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U125F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U125F,SRP131166,2018-01-23T22:30:00Z,1
SRR6504904,WGS,300,11683499100,PRJNA429990,SAMN08382847,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5203928602,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593469,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,N24F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,N24F,SRP131166,2018-01-23T22:39:00Z,1
SRR6504905,WGS,300,13005250200,PRJNA429990,SAMN08382870,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5649069250,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX3593468,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U231F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U231F,SRP131166,2018-01-23T22:40:00Z,1
SRR6504907,WGS,300,15255151800,PRJNA429990,SAMN08382861,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5808673197,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593466,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U120F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U120F,SRP131166,2018-01-23T22:46:00Z,1
SRR6504908,WGS,300,7492609500,PRJNA429990,SAMN08382855,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3382710490,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593465,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U109F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U109F,SRP131166,2018-01-23T22:34:00Z,1
SRR6504909,WGS,300,10224242400,PRJNA429990,SAMN08382871,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4423984124,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX3593464,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U232F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U232F,SRP131166,2018-01-23T22:41:00Z,1
SRR6504910,WGS,300,8692553400,PRJNA429990,SAMN08382798,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3378714424,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX3593463,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C110F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C110F,SRP131166,2018-01-23T22:35:00Z,1
SRR6504911,WGS,300,6639657000,PRJNA429990,SAMN08382797,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2713684616,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593462,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C109F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C109F,SRP131166,2018-01-23T22:33:00Z,1
SRR6504913,WGS,300,24641185800,PRJNA429990,SAMN08382850,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9943729132,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX3593460,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,U104F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,U104F,SRP131166,2018-01-23T23:11:00Z,1
SRR6504914,WGS,300,6785032200,PRJNA429990,SAMN08382794,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2611137126,"NANFANG HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",2015-02,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX3593459,China,Asia,China,Homo sapiens,HiSeq X Ten,23.08 N 113.14 E,C103F,PAIRED,other,GENOMIC,human gut metagenome,ILLUMINA,2018-01-26T00:00:00Z,C103F,SRP131166,2018-01-23T22:31:00Z,1
