Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13279643,WGS,300,5722895100,PRJNA686835,SAMN17126322,Metagenome or environmental,2245520497,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709473,TO_37,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_37,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TO_37,SRP298654
SRR13279644,WGS,300,5983026000,PRJNA686835,SAMN17126323,Metagenome or environmental,2414151925,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709472,TO_38,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_38,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,TO_38,SRP298654
SRR13279645,WGS,300,5879616600,PRJNA686835,SAMN17126324,Metagenome or environmental,2275247026,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709471,TO_39,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_39,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,TO_39,SRP298654
SRR13279646,WGS,300,4772523600,PRJNA686835,SAMN17126325,Metagenome or environmental,1884190420,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709470,TO_40,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_40,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,TO_40,SRP298654
SRR13279647,WGS,300,4417150200,PRJNA686835,SAMN17126326,Metagenome or environmental,1695612350,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709469,TO_41,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_41,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TO_41,SRP298654
SRR13279648,WGS,300,3912503400,PRJNA686835,SAMN17126183,Metagenome or environmental,1549467595,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709468,NL_160,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_160,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,NL_160,SRP298654
SRR13279649,WGS,300,5222812500,PRJNA686835,SAMN17126327,Metagenome or environmental,2057057004,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709467,TO_42,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_42,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_42,SRP298654
SRR13279650,WGS,300,5967961800,PRJNA686835,SAMN17126328,Metagenome or environmental,2346486724,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709466,TO_45,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_45,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,TO_45,SRP298654
SRR13279651,WGS,300,5618022900,PRJNA686835,SAMN17126329,Metagenome or environmental,2257126415,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709465,TO_47,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_47,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TO_47,SRP298654
SRR13279652,WGS,300,4154471700,PRJNA686835,SAMN17126330,Metagenome or environmental,1621876594,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709464,TO_48,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_48,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,TO_48,SRP298654
SRR13279653,WGS,300,4959991200,PRJNA686835,SAMN17126331,Metagenome or environmental,2007420196,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709463,TO_51,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_51,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TO_51,SRP298654
SRR13279654,WGS,300,5212708500,PRJNA686835,SAMN17126332,Metagenome or environmental,2245948155,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709462,TO_52,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_52,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_52,SRP298654
SRR13279655,WGS,300,4720740300,PRJNA686835,SAMN17126333,Metagenome or environmental,1882550339,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709461,TO_53,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_53,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TO_53,SRP298654
SRR13279656,WGS,300,4963741500,PRJNA686835,SAMN17126334,Metagenome or environmental,1926140267,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709460,TO_54,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_54,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,TO_54,SRP298654
SRR13279657,WGS,300,4750130700,PRJNA686835,SAMN17126335,Metagenome or environmental,1840429726,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709459,TO_57,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_57,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,TO_57,SRP298654
SRR13279658,WGS,300,4654067100,PRJNA686835,SAMN17126336,Metagenome or environmental,1827981748,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709458,TO_58,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_58,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,TO_58,SRP298654
SRR13279659,WGS,300,3906365400,PRJNA686835,SAMN17126184,Metagenome or environmental,1550470800,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709457,NL_162,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_162,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NL_162,SRP298654
SRR13279660,WGS,300,4480712100,PRJNA686835,SAMN17126337,Metagenome or environmental,1720153468,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709456,TO_59,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_59,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TO_59,SRP298654
SRR13279661,WGS,300,6022761300,PRJNA686835,SAMN17126338,Metagenome or environmental,2384978024,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709455,TO_61,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_61,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,TO_61,SRP298654
SRR13279662,WGS,300,5672178300,PRJNA686835,SAMN17126339,Metagenome or environmental,2196043749,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709454,TO_63,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_63,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,TO_63,SRP298654
SRR13279663,WGS,300,5732035800,PRJNA686835,SAMN17126340,Metagenome or environmental,2247527098,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709453,TO_64,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_64,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_64,SRP298654
SRR13279664,WGS,300,4675669200,PRJNA686835,SAMN17126341,Metagenome or environmental,1811478018,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709452,TO_69,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_69,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TO_69,SRP298654
SRR13279665,WGS,300,4834088700,PRJNA686835,SAMN17126342,Metagenome or environmental,1883362292,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709451,TO_72,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_72,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,TO_72,SRP298654
SRR13279666,WGS,300,4812432900,PRJNA686835,SAMN17126343,Metagenome or environmental,1877481330,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709450,TO_73,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_73,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,TO_73,SRP298654
SRR13279667,WGS,300,4286582100,PRJNA686835,SAMN17126344,Metagenome or environmental,1726320888,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709449,TO_74,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_74,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:30:00Z,1,TO_74,SRP298654
SRR13279668,WGS,300,5334689100,PRJNA686835,SAMN17126345,Metagenome or environmental,2086790825,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709448,TO_81,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_81,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_81,SRP298654
SRR13279669,WGS,300,4279147500,PRJNA686835,SAMN17126346,Metagenome or environmental,1643858574,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709447,TO_85,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_85,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,TO_85,SRP298654
SRR13279670,WGS,300,3725397600,PRJNA686835,SAMN17126185,Metagenome or environmental,1479092945,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709446,NL_165,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_165,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,NL_165,SRP298654
SRR13279671,WGS,300,4587779100,PRJNA686835,SAMN17126347,Metagenome or environmental,1804805410,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709445,TO_86,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_86,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TO_86,SRP298654
SRR13279672,WGS,300,4819578600,PRJNA686835,SAMN17126348,Metagenome or environmental,1883060381,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709444,TO_99,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_99,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TO_99,SRP298654
SRR13279673,WGS,300,3671202900,PRJNA686835,SAMN17126186,Metagenome or environmental,1459292202,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709443,NL_166,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_166,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,NL_166,SRP298654
SRR13279674,WGS,300,3886703400,PRJNA686835,SAMN17126169,Metagenome or environmental,1501099408,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709442,NL_116,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_116,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,NL_116,SRP298654
SRR13279675,WGS,300,4719677400,PRJNA686835,SAMN17126187,Metagenome or environmental,1860410581,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709441,NL_172,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_172,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,NL_172,SRP298654
SRR13279676,WGS,300,4086239100,PRJNA686835,SAMN17126188,Metagenome or environmental,1662500751,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709440,NL_178,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_178,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:16:00Z,1,NL_178,SRP298654
SRR13279677,WGS,300,5756385000,PRJNA686835,SAMN17126189,Metagenome or environmental,2378907669,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709439,NL_180,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_180,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:31:00Z,1,NL_180,SRP298654
SRR13279678,WGS,300,5021864700,PRJNA686835,SAMN17126190,Metagenome or environmental,2052146545,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709438,NL_183,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_183,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NL_183,SRP298654
SRR13279679,WGS,300,4588686900,PRJNA686835,SAMN17126191,Metagenome or environmental,1866190310,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709437,NL_184,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_184,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NL_184,SRP298654
SRR13279680,WGS,300,4298931900,PRJNA686835,SAMN17126192,Metagenome or environmental,1751620763,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709436,NL_185,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_185,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:25:00Z,1,NL_185,SRP298654
SRR13279681,WGS,300,4341487800,PRJNA686835,SAMN17126193,Metagenome or environmental,1758403815,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709435,NL_187,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_187,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:29:00Z,1,NL_187,SRP298654
SRR13279682,WGS,300,5168010000,PRJNA686835,SAMN17126194,Metagenome or environmental,2119370430,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709434,NL_194,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_194,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NL_194,SRP298654
SRR13279683,WGS,300,5115167400,PRJNA686835,SAMN17126195,Metagenome or environmental,2110941923,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709433,NL_197,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_197,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:24:00Z,1,NL_197,SRP298654
SRR13279684,WGS,300,4285631700,PRJNA686835,SAMN17126196,Metagenome or environmental,1875000356,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709432,NL_198,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_198,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,NL_198,SRP298654
SRR13279685,WGS,300,5663195400,PRJNA686835,SAMN17126170,Metagenome or environmental,2194537994,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709431,NL_117,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_117,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:25:00Z,1,NL_117,SRP298654
SRR13279686,WGS,300,5959468200,PRJNA686835,SAMN17126197,Metagenome or environmental,2191049346,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709430,NL_19,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_19,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NL_19,SRP298654
SRR13279687,WGS,300,4836558000,PRJNA686835,SAMN17126198,Metagenome or environmental,1894327731,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709429,NL_200,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_200,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NL_200,SRP298654
SRR13279688,WGS,300,4783231200,PRJNA686835,SAMN17126199,Metagenome or environmental,1957311659,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709428,NL_201,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_201,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,NL_201,SRP298654
SRR13279689,WGS,300,6021876600,PRJNA686835,SAMN17126200,Metagenome or environmental,2446755131,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709427,NL_203,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_203,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NL_203,SRP298654
SRR13279690,WGS,300,4563363000,PRJNA686835,SAMN17126201,Metagenome or environmental,1786907800,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709426,NL_212,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_212,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NL_212,SRP298654
SRR13279691,WGS,300,4342697400,PRJNA686835,SAMN17126202,Metagenome or environmental,1702244150,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709425,NL_216,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_216,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,NL_216,SRP298654
SRR13279692,WGS,300,4623442200,PRJNA686835,SAMN17126203,Metagenome or environmental,1823838506,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709424,NL_223,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_223,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NL_223,SRP298654
SRR13279693,WGS,300,4181809200,PRJNA686835,SAMN17126204,Metagenome or environmental,1679586072,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709423,NL_230,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_230,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,NL_230,SRP298654
