Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13279592,WGS,300,4805754600,PRJNA686835,SAMN17126274,Metagenome or environmental,1833138417,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709524,TL_125,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_125,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TL_125,SRP298654
SRR13279593,WGS,300,4712159100,PRJNA686835,SAMN17126275,Metagenome or environmental,1793646201,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709523,TL_135,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_135,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TL_135,SRP298654
SRR13279594,WGS,300,4542487500,PRJNA686835,SAMN17126276,Metagenome or environmental,1841231741,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709522,TL_151,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_151,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:14:00Z,1,TL_151,SRP298654
SRR13279595,WGS,300,4176008100,PRJNA686835,SAMN17126278,Metagenome or environmental,1650527558,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709521,TL_159,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_159,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,TL_159,SRP298654
SRR13279596,WGS,300,4064780700,PRJNA686835,SAMN17126279,Metagenome or environmental,1606735094,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709520,TL_163,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_163,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,TL_163,SRP298654
SRR13279597,WGS,300,4800260400,PRJNA686835,SAMN17126280,Metagenome or environmental,1879955740,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709519,TL_164,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_164,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,TL_164,SRP298654
SRR13279598,WGS,300,4766027100,PRJNA686835,SAMN17126281,Metagenome or environmental,1923703663,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709518,TL_186,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_186,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,TL_186,SRP298654
SRR13279599,WGS,300,4920786600,PRJNA686835,SAMN17126282,Metagenome or environmental,1996563786,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709517,TL_191,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_191,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,TL_191,SRP298654
SRR13279600,WGS,300,4023252300,PRJNA686835,SAMN17126283,Metagenome or environmental,1589998965,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709516,TL_199,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_199,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:10:00Z,1,TL_199,SRP298654
SRR13279601,WGS,300,3969490800,PRJNA686835,SAMN17126284,Metagenome or environmental,1622285461,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709515,TL_209,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_209,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:09:00Z,1,TL_209,SRP298654
SRR13279602,WGS,300,3968360100,PRJNA686835,SAMN17126285,Metagenome or environmental,1535076624,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709514,TL_210,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_210,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:10:00Z,1,TL_210,SRP298654
SRR13279603,WGS,300,3463987200,PRJNA686835,SAMN17126286,Metagenome or environmental,1385441226,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709513,TL_231,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_231,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:08:00Z,1,TL_231,SRP298654
SRR13279604,WGS,300,4709806200,PRJNA686835,SAMN17126179,Metagenome or environmental,1933437406,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709512,NL_150,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_150,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,NL_150,SRP298654
SRR13279605,WGS,300,4400118600,PRJNA686835,SAMN17126287,Metagenome or environmental,1665012549,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709511,TL_30,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_30,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:09:00Z,1,TL_30,SRP298654
SRR13279606,WGS,300,4956264300,PRJNA686835,SAMN17126288,Metagenome or environmental,1946804746,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709510,TL_66,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_66,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:11:00Z,1,TL_66,SRP298654
SRR13279607,WGS,300,4695596100,PRJNA686835,SAMN17126289,Metagenome or environmental,1846200328,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709509,TL_70,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_70,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,TL_70,SRP298654
SRR13279608,WGS,300,4675940400,PRJNA686835,SAMN17126290,Metagenome or environmental,1840783641,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709508,TL_77,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_77,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,TL_77,SRP298654
SRR13279609,WGS,300,5026408200,PRJNA686835,SAMN17126291,Metagenome or environmental,1956736804,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709507,TL_78,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_78,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TL_78,SRP298654
SRR13279610,WGS,300,4305498000,PRJNA686835,SAMN17126292,Metagenome or environmental,1671420016,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709506,TL_96,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TL_96,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:09:00Z,1,TL_96,SRP298654
SRR13279611,WGS,300,3870341400,PRJNA686835,SAMN17126293,Metagenome or environmental,1554484401,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709505,TO_108,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_108,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:10:00Z,1,TO_108,SRP298654
SRR13279612,WGS,300,3783984900,PRJNA686835,SAMN17126294,Metagenome or environmental,1500043831,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709504,TO_110,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_110,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:09:00Z,1,TO_110,SRP298654
SRR13279613,WGS,300,5474947500,PRJNA686835,SAMN17126295,Metagenome or environmental,2067644577,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709503,TO_114,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_114,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_114,SRP298654
SRR13279614,WGS,300,4601409900,PRJNA686835,SAMN17126296,Metagenome or environmental,1774308114,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709502,TO_119,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_119,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:10:00Z,1,TO_119,SRP298654
SRR13279615,WGS,300,4788075600,PRJNA686835,SAMN17126180,Metagenome or environmental,1944285620,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709501,NL_155,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_155,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,NL_155,SRP298654
SRR13279616,WGS,300,4360683900,PRJNA686835,SAMN17126297,Metagenome or environmental,1682137939,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709500,TO_120,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_120,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,TO_120,SRP298654
SRR13279617,WGS,300,4518932700,PRJNA686835,SAMN17126298,Metagenome or environmental,1741493289,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709499,TO_123,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_123,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,TO_123,SRP298654
SRR13279618,WGS,300,3766932000,PRJNA686835,SAMN17126299,Metagenome or environmental,1439536525,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709498,TO_124,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_124,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,TO_124,SRP298654
SRR13279619,WGS,300,4499666100,PRJNA686835,SAMN17126300,Metagenome or environmental,1812373003,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709497,TO_148,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_148,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:14:00Z,1,TO_148,SRP298654
SRR13279620,WGS,300,4984027800,PRJNA686835,SAMN17126301,Metagenome or environmental,2012611598,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709496,TO_154,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_154,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:11:00Z,1,TO_154,SRP298654
SRR13279621,WGS,300,3380686800,PRJNA686835,SAMN17126302,Metagenome or environmental,1351912452,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709495,TO_161,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_161,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:10:00Z,1,TO_161,SRP298654
SRR13279622,WGS,300,3591697200,PRJNA686835,SAMN17126303,Metagenome or environmental,1448214688,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709494,TO_167,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_167,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:09:00Z,1,TO_167,SRP298654
SRR13279623,WGS,300,5003936400,PRJNA686835,SAMN17126304,Metagenome or environmental,1974358961,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709493,TO_168,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_168,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:28:00Z,1,TO_168,SRP298654
SRR13279624,WGS,300,4134288900,PRJNA686835,SAMN17126305,Metagenome or environmental,1650918958,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709492,TO_169,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_169,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,TO_169,SRP298654
SRR13279625,WGS,300,4912695900,PRJNA686835,SAMN17126306,Metagenome or environmental,1953819720,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709491,TO_171,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_171,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TO_171,SRP298654
SRR13279626,WGS,300,5000360400,PRJNA686835,SAMN17126181,Metagenome or environmental,2060283019,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709490,NL_157,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_157,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:14:00Z,1,NL_157,SRP298654
SRR13279627,WGS,300,4223823900,PRJNA686835,SAMN17126307,Metagenome or environmental,1670511257,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709489,TO_174,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_174,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:11:00Z,1,TO_174,SRP298654
SRR13279628,WGS,300,4894149900,PRJNA686835,SAMN17126308,Metagenome or environmental,1985977410,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709488,TO_181,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_181,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,TO_181,SRP298654
SRR13279629,WGS,300,5154915900,PRJNA686835,SAMN17126309,Metagenome or environmental,2118731782,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709487,TO_188,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_188,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:14:00Z,1,TO_188,SRP298654
SRR13279630,WGS,300,4462866300,PRJNA686835,SAMN17126310,Metagenome or environmental,1801026266,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709486,TO_189,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_189,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,TO_189,SRP298654
SRR13279631,WGS,300,4052543100,PRJNA686835,SAMN17126311,Metagenome or environmental,1652837421,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709485,TO_196,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_196,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,TO_196,SRP298654
SRR13279632,WGS,300,4272989400,PRJNA686835,SAMN17126312,Metagenome or environmental,1710493495,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709484,TO_204,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_204,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:13:00Z,1,TO_204,SRP298654
SRR13279633,WGS,300,4790448300,PRJNA686835,SAMN17126313,Metagenome or environmental,1981014556,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709483,TO_205,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_205,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,TO_205,SRP298654
SRR13279634,WGS,300,3820289400,PRJNA686835,SAMN17126314,Metagenome or environmental,1503069648,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709482,TO_208,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_208,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,TO_208,SRP298654
SRR13279635,WGS,300,4852540500,PRJNA686835,SAMN17126315,Metagenome or environmental,1945843082,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709481,TO_211,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_211,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,TO_211,SRP298654
SRR13279636,WGS,300,5485552500,PRJNA686835,SAMN17126316,Metagenome or environmental,1984293742,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709480,TO_21,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_21,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:31:00Z,1,TO_21,SRP298654
SRR13279637,WGS,300,4393384800,PRJNA686835,SAMN17126182,Metagenome or environmental,1782355155,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709479,NL_158,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_158,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:12:00Z,1,NL_158,SRP298654
SRR13279638,WGS,300,5951919600,PRJNA686835,SAMN17126317,Metagenome or environmental,2115139028,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709478,TO_22,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_22,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_22,SRP298654
SRR13279639,WGS,300,5730980400,PRJNA686835,SAMN17126318,Metagenome or environmental,2119599973,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709477,TO_27,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_27,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:15:00Z,1,TO_27,SRP298654
SRR13279640,WGS,300,5973955500,PRJNA686835,SAMN17126319,Metagenome or environmental,2185791353,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709476,TO_28,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_28,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,TO_28,SRP298654
SRR13279641,WGS,300,5187253200,PRJNA686835,SAMN17126320,Metagenome or environmental,1914787883,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709475,TO_29,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_29,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,TO_29,SRP298654
SRR13279642,WGS,300,5879683800,PRJNA686835,SAMN17126321,Metagenome or environmental,2287317686,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709474,TO_34,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,TO_34,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:14:00Z,1,TO_34,SRP298654
