Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR22135638,WGS,300,6508948500,PRJNA893406,SAMN31422140,Metagenome or environmental,2156069380,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-18,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115260,China,Asia,China: Changsha,Homo_sapiens206,Illumina NovaSeq 6000,feces206,28.19 N 112.99 E,DM142,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:20:00Z,1,DM142,SRP405751
SRR22135639,WGS,300,5399652000,PRJNA893406,SAMN31422139,Metagenome or environmental,1797096148,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-16,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115259,China,Asia,China: Changsha,Homo_sapiens205,Illumina NovaSeq 6000,feces205,28.19 N 112.99 E,DM141,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:06:00Z,1,DM141,SRP405751
SRR22135640,WGS,300,5104851000,PRJNA893406,SAMN31422138,Metagenome or environmental,1697738429,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-14,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115258,China,Asia,China: Changsha,Homo_sapiens204,Illumina NovaSeq 6000,feces204,28.19 N 112.99 E,DM140,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:07:00Z,1,DM140,SRP405751
SRR22135641,WGS,300,5173242900,PRJNA893406,SAMN31422137,Metagenome or environmental,1661813194,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-09,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115257,China,Asia,China: Changsha,Homo_sapiens203,Illumina NovaSeq 6000,feces203,28.19 N 112.99 E,DM139,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,DM139,SRP405751
SRR22135642,WGS,300,5365446300,PRJNA893406,SAMN31422136,Metagenome or environmental,1776466015,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-08,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115256,China,Asia,China: Changsha,Homo_sapiens202,Illumina NovaSeq 6000,feces202,28.19 N 112.99 E,DM138,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:12:00Z,1,DM138,SRP405751
SRR22135643,WGS,300,5798999100,PRJNA893406,SAMN31422135,Metagenome or environmental,1916301986,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-05,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115255,China,Asia,China: Changsha,Homo_sapiens201,Illumina NovaSeq 6000,feces201,28.19 N 112.99 E,DM137,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:12:00Z,1,DM137,SRP405751
SRR22135644,WGS,300,5753047500,PRJNA893406,SAMN31421955,Metagenome or environmental,2110084165,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-18,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115254,China,Asia,China: Changsha,Homo_sapiens21,Illumina NovaSeq 6000,feces21,28.19 N 112.99 E,H21,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:12:00Z,1,H21,SRP405751
SRR22135645,WGS,302,7917729394,PRJNA893406,SAMN31421937,Metagenome or environmental,2524691140,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-18,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115253,China,Asia,China: Pingjiang,Homo_sapiens3,Illumina NovaSeq 6000,feces3,28.71 N 113.58 E,H3,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,H3,SRP405751
SRR22135646,WGS,300,6271423800,PRJNA893406,SAMN31422134,Metagenome or environmental,2323548360,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-05,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115252,China,Asia,China: Changsha,Homo_sapiens200,Illumina NovaSeq 6000,feces200,28.19 N 112.99 E,DM136,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:13:00Z,1,DM136,SRP405751
SRR22135647,WGS,300,5876582400,PRJNA893406,SAMN31422133,Metagenome or environmental,1877589091,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-05,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115251,China,Asia,China: Changsha,Homo_sapiens199,Illumina NovaSeq 6000,feces199,28.19 N 112.99 E,DM135,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:07:00Z,1,DM135,SRP405751
SRR22135648,WGS,300,5480283000,PRJNA893406,SAMN31422132,Metagenome or environmental,1808369842,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115250,China,Asia,China: Changsha,Homo_sapiens198,Illumina NovaSeq 6000,feces198,28.19 N 112.99 E,DM134,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,DM134,SRP405751
SRR22135649,WGS,300,5376850500,PRJNA893406,SAMN31422131,Metagenome or environmental,1764158004,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-04,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115249,China,Asia,China: Changsha,Homo_sapiens197,Illumina NovaSeq 6000,feces197,28.19 N 112.99 E,DM133,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:07:00Z,1,DM133,SRP405751
SRR22135650,WGS,300,5754088800,PRJNA893406,SAMN31422130,Metagenome or environmental,1844391333,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-08-01,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115248,China,Asia,China: Changsha,Homo_sapiens196,Illumina NovaSeq 6000,feces196,28.19 N 112.99 E,DM132,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:14:00Z,1,DM132,SRP405751
SRR22135651,WGS,300,5476203300,PRJNA893406,SAMN31422129,Metagenome or environmental,1823929197,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-25,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX18115247,China,Asia,China: Changsha,Homo_sapiens195,Illumina NovaSeq 6000,feces195,28.19 N 112.99 E,DM131,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,DM131,SRP405751
SRR22135652,WGS,300,5456396100,PRJNA893406,SAMN31422128,Metagenome or environmental,1796240184,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-19,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX18115246,China,Asia,China: Changsha,Homo_sapiens194,Illumina NovaSeq 6000,feces194,28.19 N 112.99 E,DM130,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,DM130,SRP405751
SRR22135653,WGS,300,3848778300,PRJNA893406,SAMN31422127,Metagenome or environmental,1284356495,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-07,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115245,China,Asia,China: Changsha,Homo_sapiens193,Illumina NovaSeq 6000,feces193,28.19 N 112.99 E,DM129,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:05:00Z,1,DM129,SRP405751
SRR22135654,WGS,300,6998709900,PRJNA893406,SAMN31422126,Metagenome or environmental,2578053304,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-03,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX18115244,China,Asia,China: Changsha,Homo_sapiens192,Illumina NovaSeq 6000,feces192,28.19 N 112.99 E,DM128,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:11:00Z,1,DM128,SRP405751
SRR22135655,WGS,300,6216719700,PRJNA893406,SAMN31422125,Metagenome or environmental,1974638417,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-03,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115243,China,Asia,China: Changsha,Homo_sapiens191,Illumina NovaSeq 6000,feces191,28.19 N 112.99 E,DM127,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:11:00Z,1,DM127,SRP405751
SRR22135656,WGS,300,5185803300,PRJNA893406,SAMN31421954,Metagenome or environmental,1887563495,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-18,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115242,China,Asia,China: Changsha,Homo_sapiens20,Illumina NovaSeq 6000,feces20,28.19 N 112.99 E,H20,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:12:00Z,1,H20,SRP405751
SRR22135657,WGS,300,4989026400,PRJNA893406,SAMN31422124,Metagenome or environmental,1527543853,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-02,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115241,China,Asia,China: Changsha,Homo_sapiens190,Illumina NovaSeq 6000,feces190,28.19 N 112.99 E,DM126,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:07:00Z,1,DM126,SRP405751
SRR22135658,WGS,300,5957699100,PRJNA893406,SAMN31422123,Metagenome or environmental,1810928454,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-05-28,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115240,China,Asia,China: Changsha,Homo_sapiens189,Illumina NovaSeq 6000,feces189,28.19 N 112.99 E,DM125,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:08:00Z,1,DM125,SRP405751
SRR22135659,WGS,300,5372870400,PRJNA893406,SAMN31422122,Metagenome or environmental,1711575712,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-05-28,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115239,China,Asia,China: Changsha,Homo_sapiens188,Illumina NovaSeq 6000,feces188,28.19 N 112.99 E,DM124,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:08:00Z,1,DM124,SRP405751
SRR22135660,WGS,300,6319821300,PRJNA893406,SAMN31422121,Metagenome or environmental,2021801056,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-05-28,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115238,China,Asia,China: Changsha,Homo_sapiens187,Illumina NovaSeq 6000,feces187,28.19 N 112.99 E,DM123,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,DM123,SRP405751
SRR22135661,WGS,300,5815116900,PRJNA893406,SAMN31422120,Metagenome or environmental,1869801409,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-05-28,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115237,China,Asia,China: Changsha,Homo_sapiens186,Illumina NovaSeq 6000,feces186,28.19 N 112.99 E,DM122,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:11:00Z,1,DM122,SRP405751
SRR22135662,WGS,300,5115158100,PRJNA893406,SAMN31422010,Metagenome or environmental,1550347882,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-07-17,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115236,China,Asia,China: Changsha,Homo_sapiens76,Illumina NovaSeq 6000,feces76,28.19 N 112.99 E,DM12,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,DM12,SRP405751
SRR22135663,WGS,300,5643945300,PRJNA893406,SAMN31422009,Metagenome or environmental,1711977067,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-08-29,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115235,China,Asia,China: Changsha,Homo_sapiens75,Illumina NovaSeq 6000,feces75,28.19 N 112.99 E,DM11,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,DM11,SRP405751
SRR22135664,WGS,300,4930905300,PRJNA893406,SAMN31422008,Metagenome or environmental,1501757245,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-07-17,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115234,China,Asia,China: Changsha,Homo_sapiens74,Illumina NovaSeq 6000,feces74,28.19 N 112.99 E,DM10,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:13:00Z,1,DM10,SRP405751
SRR22135665,WGS,300,6002083500,PRJNA893406,SAMN31422007,Metagenome or environmental,2238964689,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-07-17,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115233,China,Asia,China: Changsha,Homo_sapiens73,Illumina NovaSeq 6000,feces73,28.19 N 112.99 E,DM9,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:12:00Z,1,DM9,SRP405751
SRR22135666,WGS,300,5639738400,PRJNA893406,SAMN31422006,Metagenome or environmental,1729609711,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-01,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX18115232,China,Asia,China: Changsha,Homo_sapiens72,Illumina NovaSeq 6000,feces72,28.19 N 112.99 E,DM8,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,DM8,SRP405751
SRR22135667,WGS,300,5036685300,PRJNA893406,SAMN31422005,Metagenome or environmental,1623067101,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-01,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115231,China,Asia,China: Changsha,Homo_sapiens71,Illumina NovaSeq 6000,feces71,28.19 N 112.99 E,DM7,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,DM7,SRP405751
SRR22135668,WGS,302,7294409246,PRJNA893406,SAMN31421942,Metagenome or environmental,2318204744,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-12-14,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115230,China,Asia,China: Pingjiang,Homo_sapiens8,Illumina NovaSeq 6000,feces8,28.71 N 113.58 E,H8,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:13:00Z,1,H8,SRP405751
SRR22135669,WGS,300,5079004800,PRJNA893406,SAMN31422004,Metagenome or environmental,1631167147,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-24,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115229,China,Asia,China: Changsha,Homo_sapiens70,Illumina NovaSeq 6000,feces70,28.19 N 112.99 E,DM6,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,DM6,SRP405751
SRR22135670,WGS,300,5022909900,PRJNA893406,SAMN31422003,Metagenome or environmental,1616116753,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-01,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115228,China,Asia,China: Changsha,Homo_sapiens69,Illumina NovaSeq 6000,feces69,28.19 N 112.99 E,DM5,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,DM5,SRP405751
SRR22135671,WGS,300,5410512000,PRJNA893406,SAMN31422002,Metagenome or environmental,1725137698,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-06-01,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115227,China,Asia,China: Changsha,Homo_sapiens68,Illumina NovaSeq 6000,feces68,28.19 N 112.99 E,DM4,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:11:00Z,1,DM4,SRP405751
SRR22135672,WGS,300,5857276200,PRJNA893406,SAMN31422001,Metagenome or environmental,1890495940,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-24,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX18115226,China,Asia,China: Changsha,Homo_sapiens67,Illumina NovaSeq 6000,feces67,28.19 N 112.99 E,DM3,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,DM3,SRP405751
SRR22135673,WGS,300,6048312000,PRJNA893406,SAMN31422000,Metagenome or environmental,1942848393,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-24,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115225,China,Asia,China: Changsha,Homo_sapiens66,Illumina NovaSeq 6000,feces66,28.19 N 112.99 E,DM2,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:14:00Z,1,DM2,SRP405751
SRR22135674,WGS,300,5519790600,PRJNA893406,SAMN31421999,Metagenome or environmental,2020862786,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2020-09-24,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115224,China,Asia,China: Changsha,Homo_sapiens65,Illumina NovaSeq 6000,feces65,28.19 N 112.99 E,DM1,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:08:00Z,1,DM1,SRP405751
SRR22135675,WGS,302,7180891372,PRJNA893406,SAMN31421998,Metagenome or environmental,2271881522,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-10-09,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115223,China,Asia,China: Pingjiang,Homo_sapiens64,Illumina NovaSeq 6000,feces64,28.71 N 113.58 E,H64,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:12:00Z,1,H64,SRP405751
SRR22135676,WGS,302,6474166072,PRJNA893406,SAMN31421997,Metagenome or environmental,2084231553,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-10-09,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX18115222,China,Asia,China: Pingjiang,Homo_sapiens63,Illumina NovaSeq 6000,feces63,28.71 N 113.58 E,H63,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:14:00Z,1,H63,SRP405751
SRR22135677,WGS,302,7185104272,PRJNA893406,SAMN31421996,Metagenome or environmental,2230477103,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-10-09,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX18115221,China,Asia,China: Pingjiang,Homo_sapiens62,Illumina NovaSeq 6000,feces62,28.71 N 113.58 E,H62,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:17:00Z,1,H62,SRP405751
SRR22135678,WGS,300,5849928300,PRJNA893406,SAMN31421995,Metagenome or environmental,2166971636,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-12-17,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115220,China,Asia,China: Changsha,Homo_sapiens61,Illumina NovaSeq 6000,feces61,28.19 N 112.99 E,H61,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:09:00Z,1,H61,SRP405751
SRR22135679,WGS,302,7503043832,PRJNA893406,SAMN31421941,Metagenome or environmental,2381930807,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-12-14,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115219,China,Asia,China: Pingjiang,Homo_sapiens7,Illumina NovaSeq 6000,feces7,28.71 N 113.58 E,H7,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:16:00Z,1,H7,SRP405751
SRR22135680,WGS,302,8818984068,PRJNA893406,SAMN31421994,Metagenome or environmental,2872871471,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-25,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX18115218,China,Asia,China: Pingjiang,Homo_sapiens60,Illumina NovaSeq 6000,feces60,28.71 N 113.58 E,H60,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:14:00Z,1,H60,SRP405751
SRR22135681,WGS,302,7035677390,PRJNA893406,SAMN31421993,Metagenome or environmental,2238615581,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-25,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX18115217,China,Asia,China: Pingjiang,Homo_sapiens59,Illumina NovaSeq 6000,feces59,28.71 N 113.58 E,H59,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:16:00Z,1,H59,SRP405751
SRR22135682,WGS,302,7032237610,PRJNA893406,SAMN31421992,Metagenome or environmental,2212049646,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-25,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115216,China,Asia,China: Pingjiang,Homo_sapiens58,Illumina NovaSeq 6000,feces58,28.71 N 113.58 E,H58,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:11:00Z,1,H58,SRP405751
SRR22135683,WGS,300,5111176200,PRJNA893406,SAMN31421991,Metagenome or environmental,1882442009,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-11-20,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX18115215,China,Asia,China: Changsha,Homo_sapiens57,Illumina NovaSeq 6000,feces57,28.19 N 112.99 E,H57,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:10:00Z,1,H57,SRP405751
SRR22135684,WGS,302,6664258462,PRJNA893406,SAMN31421990,Metagenome or environmental,2198468404,"SECOND XIANGYA HOSPITAL, CENTRAL SOUTH UNIVERSITY, CHINA",2021-09-25,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX18115214,China,Asia,China: Pingjiang,Homo_sapiens56,Illumina NovaSeq 6000,feces56,28.71 N 113.58 E,H56,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2023-09-29T00:00:00Z,2022-11-01T23:13:00Z,1,H56,SRP405751
