Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,ID,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR7124571,WGS,300,11578027200,PRJNA449784,SAMN08918301,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4465187053,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-29,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045987,China,Asia,China: Beijing,Homo sapiens,KD-192,HiSeq X Ten,39.9 N 116.25 E,KD-192,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:11:00Z,1,KD-192,SRP144673
SRR7124572,WGS,300,14772067200,PRJNA449784,SAMN08918089,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5516821809,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045986,China,Asia,China: Beijing,Homo sapiens,CON-049,HiSeq X Ten,39.9 N 116.23 E,CON-049,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:16:00Z,1,CON-049,SRP144673
SRR7124573,WGS,300,12128907000,PRJNA449784,SAMN08918322,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4838638190,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-05,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045985,China,Asia,China: Beijing,Homo sapiens,KD-213,HiSeq X Ten,39.9 N 116.25 E,KD-213,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:10:00Z,1,KD-213,SRP144673
SRR7124574,WGS,300,13638872400,PRJNA449784,SAMN08918309,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5229450338,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-02,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045984,China,Asia,China: Beijing,Homo sapiens,KD-200,HiSeq X Ten,39.9 N 116.25 E,KD-200,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:17:00Z,1,KD-200,SRP144673
SRR7124575,WGS,300,11446519200,PRJNA449784,SAMN08918318,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4580972942,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-04,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045983,China,Asia,China: Beijing,Homo sapiens,KD-209,HiSeq X Ten,39.9 N 116.25 E,KD-209,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:21:00Z,1,KD-209,SRP144673
SRR7124576,WGS,300,11916592200,PRJNA449784,SAMN08918315,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4736217825,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-05,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045982,China,Asia,China: Beijing,Homo sapiens,KD-206,HiSeq X Ten,39.9 N 116.25 E,KD-206,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:16:00Z,1,KD-206,SRP144673
SRR7124577,WGS,300,11508959400,PRJNA449784,SAMN08918316,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4597078700,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045981,China,Asia,China: Beijing,Homo sapiens,KD-207,HiSeq X Ten,39.9 N 116.25 E,KD-207,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:09:00Z,1,KD-207,SRP144673
SRR7124578,WGS,300,11319375900,PRJNA449784,SAMN08918313,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4245147932,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045980,China,Asia,China: Beijing,Homo sapiens,KD-204,HiSeq X Ten,39.9 N 116.25 E,KD-204,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:11:00Z,1,KD-204,SRP144673
SRR7124579,WGS,300,12826588200,PRJNA449784,SAMN08918314,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5193157586,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045979,China,Asia,China: Beijing,Homo sapiens,KD-205,HiSeq X Ten,39.9 N 116.25 E,KD-205,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:13:00Z,1,KD-205,SRP144673
SRR7124580,WGS,300,11917488300,PRJNA449784,SAMN08918311,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4369818093,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045978,China,Asia,China: Beijing,Homo sapiens,KD-202,HiSeq X Ten,39.9 N 116.25 E,KD-202,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:10:00Z,1,KD-202,SRP144673
SRR7124581,WGS,300,13200098400,PRJNA449784,SAMN08918312,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5178193697,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045977,China,Asia,China: Beijing,Homo sapiens,KD-203,HiSeq X Ten,39.9 N 116.25 E,KD-203,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:14:00Z,1,KD-203,SRP144673
SRR7124582,WGS,300,10956350700,PRJNA449784,SAMN08918105,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4169083566,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-20,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045976,China,Asia,China: Beijing,Homo sapiens,CON-065,HiSeq X Ten,39.9 N 116.23 E,CON-065,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:12:00Z,1,CON-065,SRP144673
SRR7124583,WGS,300,11997756000,PRJNA449784,SAMN08918106,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4376423714,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-01,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045975,China,Asia,China: Beijing,Homo sapiens,CON-066,HiSeq X Ten,39.9 N 116.23 E,CON-066,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:34:00Z,1,CON-066,SRP144673
SRR7124584,WGS,300,9277434600,PRJNA449784,SAMN08918091,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3570397616,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-18,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045974,China,Asia,China: Beijing,Homo sapiens,CON-051,HiSeq X Ten,39.9 N 116.23 E,CON-051,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:28:00Z,1,CON-051,SRP144673
SRR7124585,WGS,300,11036411100,PRJNA449784,SAMN08918108,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4388373467,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-01,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045973,China,Asia,China: Beijing,Homo sapiens,CON-068,HiSeq X Ten,39.9 N 116.23 E,CON-068,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:11:00Z,1,CON-068,SRP144673
SRR7124586,WGS,300,12446617500,PRJNA449784,SAMN08918101,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4578208194,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-20,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045972,China,Asia,China: Beijing,Homo sapiens,CON-061,HiSeq X Ten,39.9 N 116.23 E,CON-061,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:13:00Z,1,CON-061,SRP144673
SRR7124587,WGS,300,9155594700,PRJNA449784,SAMN08918102,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3394382335,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-20,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045971,China,Asia,China: Beijing,Homo sapiens,CON-062,HiSeq X Ten,39.9 N 116.23 E,CON-062,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:10:00Z,1,CON-062,SRP144673
SRR7124588,WGS,300,12969399900,PRJNA449784,SAMN08918319,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4922561867,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-04,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045970,China,Asia,China: Beijing,Homo sapiens,KD-210,HiSeq X Ten,39.9 N 116.25 E,KD-210,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:14:00Z,1,KD-210,SRP144673
SRR7124589,WGS,300,10331450100,PRJNA449784,SAMN08918320,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3969789622,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-09,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045969,China,Asia,China: Beijing,Homo sapiens,KD-211,HiSeq X Ten,39.9 N 116.25 E,KD-211,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:12:00Z,1,KD-211,SRP144673
SRR7124590,WGS,300,10998720300,PRJNA449784,SAMN08918084,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4219899124,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-18,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045968,China,Asia,China: Beijing,Homo sapiens,CON-044,HiSeq X Ten,39.9 N 116.23 E,CON-044,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:14:00Z,1,CON-044,SRP144673
SRR7124591,WGS,300,10543689900,PRJNA449784,SAMN08918093,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4156135500,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-18,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045967,China,Asia,China: Beijing,Homo sapiens,CON-053,HiSeq X Ten,39.9 N 116.23 E,CON-053,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:15:00Z,1,CON-053,SRP144673
SRR7124592,WGS,300,9432474300,PRJNA449784,SAMN08918310,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3820621293,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045966,China,Asia,China: Beijing,Homo sapiens,KD-201,HiSeq X Ten,39.9 N 116.25 E,KD-201,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:10:00Z,1,KD-201,SRP144673
SRR7124593,WGS,300,12359994600,PRJNA449784,SAMN08918203,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4856199835,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045965,China,Asia,China: Beijing,Homo sapiens,KD-094,HiSeq X Ten,39.9 N 116.23 E,KD-094,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:44:00Z,1,KD-094,SRP144673
SRR7124594,WGS,300,11335938000,PRJNA449784,SAMN08918204,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4432611469,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045964,China,Asia,China: Beijing,Homo sapiens,KD-095,HiSeq X Ten,39.9 N 116.23 E,KD-095,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:16:00Z,1,KD-095,SRP144673
SRR7124595,WGS,300,8549955000,PRJNA449784,SAMN08918201,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3360748520,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-03,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045963,China,Asia,China: Beijing,Homo sapiens,KD-092,HiSeq X Ten,39.9 N 116.23 E,KD-092,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:08:00Z,1,KD-092,SRP144673
SRR7124596,WGS,300,16641829200,PRJNA449784,SAMN08918202,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6210229658,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045962,China,Asia,China: Beijing,Homo sapiens,KD-093,HiSeq X Ten,39.9 N 116.23 E,KD-093,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:31:00Z,1,KD-093,SRP144673
SRR7124597,WGS,300,10680136800,PRJNA449784,SAMN08918207,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4308702598,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045961,China,Asia,China: Beijing,Homo sapiens,KD-098,HiSeq X Ten,39.9 N 116.23 E,KD-098,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:23:00Z,1,KD-098,SRP144673
SRR7124598,WGS,300,10866169800,PRJNA449784,SAMN08918208,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4344105658,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045960,China,Asia,China: Beijing,Homo sapiens,KD-099,HiSeq X Ten,39.9 N 116.23 E,KD-099,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:22:00Z,1,KD-099,SRP144673
SRR7124599,WGS,300,11652769800,PRJNA449784,SAMN08918205,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4530557920,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045959,China,Asia,China: Beijing,Homo sapiens,KD-096,HiSeq X Ten,39.9 N 116.23 E,KD-096,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:22:00Z,1,KD-096,SRP144673
SRR7124600,WGS,300,9968073300,PRJNA449784,SAMN08918206,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3846052757,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045958,China,Asia,China: Beijing,Homo sapiens,KD-097,HiSeq X Ten,39.9 N 116.23 E,KD-097,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:25:00Z,1,KD-097,SRP144673
SRR7124601,WGS,300,10410775200,PRJNA449784,SAMN08918098,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4047557987,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-19,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045957,China,Asia,China: Beijing,Homo sapiens,CON-058,HiSeq X Ten,39.9 N 116.23 E,CON-058,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:19:00Z,1,CON-058,SRP144673
SRR7124602,WGS,300,7114691400,PRJNA449784,SAMN08918047,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2827427458,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-20,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045956,China,Asia,China: Beijing,Homo sapiens,CON-007,HiSeq X Ten,39.9 N 116.23 E,CON-007,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:17:00Z,1,CON-007,SRP144673
SRR7124603,WGS,300,11611793700,PRJNA449784,SAMN08918209,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4649713611,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-11,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045955,China,Asia,China: Beijing,Homo sapiens,KD-100,HiSeq X Ten,39.9 N 116.23 E,KD-100,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:37:00Z,1,KD-100,SRP144673
SRR7124604,WGS,300,14313752400,PRJNA449784,SAMN08918210,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5524187247,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045954,China,Asia,China: Beijing,Homo sapiens,KD-101,HiSeq X Ten,39.9 N 116.23 E,KD-101,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:26:00Z,1,KD-101,SRP144673
SRR7124605,WGS,300,13065976500,PRJNA449784,SAMN08918044,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5224996513,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-12,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045953,China,Asia,China: Beijing,Homo sapiens,CON-004,HiSeq X Ten,39.9 N 116.23 E,CON-004,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:29:00Z,1,CON-004,SRP144673
SRR7124606,WGS,300,10576135800,PRJNA449784,SAMN08918043,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4293018231,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-05,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045952,China,Asia,China: Beijing,Homo sapiens,CON-003,HiSeq X Ten,39.9 N 116.23 E,CON-003,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:20:00Z,1,CON-003,SRP144673
SRR7124607,WGS,300,10586630700,PRJNA449784,SAMN08918042,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4230444954,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-05,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045951,China,Asia,China: Beijing,Homo sapiens,CON-002,HiSeq X Ten,39.9 N 116.23 E,CON-002,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:20:00Z,1,CON-002,SRP144673
SRR7124608,WGS,300,16403904000,PRJNA449784,SAMN08918041,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6408434625,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-06,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045950,China,Asia,China: Beijing,Homo sapiens,CON-001,HiSeq X Ten,39.9 N 116.23 E,CON-001,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:33:00Z,1,CON-001,SRP144673
SRR7124609,WGS,300,14826613200,PRJNA449784,SAMN08918145,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5560905075,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045949,China,Asia,China: Beijing,Homo sapiens,KD-036,HiSeq X Ten,39.97 N 116.38 E,KD-036,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:25:00Z,1,KD-036,SRP144673
SRR7124610,WGS,300,12881250300,PRJNA449784,SAMN08918146,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5009712921,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045948,China,Asia,China: Beijing,Homo sapiens,KD-037,HiSeq X Ten,39.97 N 116.38 E,KD-037,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:26:00Z,1,KD-037,SRP144673
SRR7124611,WGS,300,11357408100,PRJNA449784,SAMN08918147,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4248734330,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045947,China,Asia,China: Beijing,Homo sapiens,KD-038,HiSeq X Ten,39.97 N 116.38 E,KD-038,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:23:00Z,1,KD-038,SRP144673
SRR7124612,WGS,300,14697792000,PRJNA449784,SAMN08918148,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5314897808,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-26,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045946,China,Asia,China: Beijing,Homo sapiens,KD-039,HiSeq X Ten,39.97 N 116.38 E,KD-039,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:35:00Z,1,KD-039,SRP144673
SRR7124613,WGS,300,13562755500,PRJNA449784,SAMN08918141,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5165823022,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045945,China,Asia,China: Beijing,Homo sapiens,KD-032,HiSeq X Ten,39.97 N 116.38 E,KD-032,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:29:00Z,1,KD-032,SRP144673
SRR7124614,WGS,300,11516184900,PRJNA449784,SAMN08918142,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4366285177,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045944,China,Asia,China: Beijing,Homo sapiens,KD-033,HiSeq X Ten,39.97 N 116.38 E,KD-033,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:27:00Z,1,KD-033,SRP144673
