Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,ID,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR7124659,WGS,300,11752333200,PRJNA449784,SAMN08918252,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4384686434,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045899,China,Asia,China: Beijing,Homo sapiens,KD-143,HiSeq X Ten,39.93 N 116.18 E,KD-143,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:52:00Z,1,KD-143,SRP144673
SRR7124660,WGS,300,4809381000,PRJNA449784,SAMN08918240,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1958454588,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045898,China,Asia,China: Beijing,Homo sapiens,KD-131,HiSeq X Ten,39.93 N 116.18 E,KD-131,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:38:00Z,1,KD-131,SRP144673
SRR7124661,WGS,300,13010991300,PRJNA449784,SAMN08918239,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4874790382,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045897,China,Asia,China: Beijing,Homo sapiens,KD-130,HiSeq X Ten,39.93 N 116.18 E,KD-130,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:54:00Z,1,KD-130,SRP144673
SRR7124662,WGS,300,8022465300,PRJNA449784,SAMN08918255,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3232310658,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045896,China,Asia,China: Beijing,Homo sapiens,KD-146,HiSeq X Ten,39.93 N 116.18 E,KD-146,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:46:00Z,1,KD-146,SRP144673
SRR7124663,WGS,300,12990638700,PRJNA449784,SAMN08918256,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4764623152,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045895,China,Asia,China: Beijing,Homo sapiens,KD-147,HiSeq X Ten,39.93 N 116.18 E,KD-147,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:54:00Z,1,KD-147,SRP144673
SRR7124664,WGS,300,8477935200,PRJNA449784,SAMN08918257,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3374118663,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045894,China,Asia,China: Beijing,Homo sapiens,KD-148,HiSeq X Ten,39.93 N 116.18 E,KD-148,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:43:00Z,1,KD-148,SRP144673
SRR7124665,WGS,300,8422850700,PRJNA449784,SAMN08918258,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3282088705,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045893,China,Asia,China: Beijing,Homo sapiens,KD-149,HiSeq X Ten,39.93 N 116.18 E,KD-149,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:46:00Z,1,KD-149,SRP144673
SRR7124666,WGS,300,10106659800,PRJNA449784,SAMN08918234,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3865833206,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045892,China,Asia,China: Beijing,Homo sapiens,KD-125,HiSeq X Ten,39.93 N 116.18 E,KD-125,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:49:00Z,1,KD-125,SRP144673
SRR7124667,WGS,300,10888795800,PRJNA449784,SAMN08918233,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4088908145,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045891,China,Asia,China: Beijing,Homo sapiens,KD-124,HiSeq X Ten,39.93 N 116.18 E,KD-124,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:56:00Z,1,KD-124,SRP144673
SRR7124668,WGS,300,11340781500,PRJNA449784,SAMN08918232,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4276709448,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045890,China,Asia,China: Beijing,Homo sapiens,KD-123,HiSeq X Ten,39.93 N 116.18 E,KD-123,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:53:00Z,1,KD-123,SRP144673
SRR7124669,WGS,300,12258932700,PRJNA449784,SAMN08918231,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4843621177,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045889,China,Asia,China: Beijing,Homo sapiens,KD-122,HiSeq X Ten,39.93 N 116.18 E,KD-122,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:52:00Z,1,KD-122,SRP144673
SRR7124670,WGS,300,12291088500,PRJNA449784,SAMN08918238,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4823829322,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045888,China,Asia,China: Beijing,Homo sapiens,KD-129,HiSeq X Ten,39.93 N 116.18 E,KD-129,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:50:00Z,1,KD-129,SRP144673
SRR7124671,WGS,300,12442375800,PRJNA449784,SAMN08918237,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4669507183,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045887,China,Asia,China: Beijing,Homo sapiens,KD-128,HiSeq X Ten,39.93 N 116.18 E,KD-128,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:54:00Z,1,KD-128,SRP144673
SRR7124672,WGS,300,12497845800,PRJNA449784,SAMN08918236,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4767877952,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045886,China,Asia,China: Beijing,Homo sapiens,KD-127,HiSeq X Ten,39.93 N 116.18 E,KD-127,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:56:00Z,1,KD-127,SRP144673
SRR7124673,WGS,300,10497278700,PRJNA449784,SAMN08918235,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4083980915,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045885,China,Asia,China: Beijing,Homo sapiens,KD-126,HiSeq X Ten,39.93 N 116.18 E,KD-126,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:55:00Z,1,KD-126,SRP144673
SRR7124674,WGS,300,12281702700,PRJNA449784,SAMN08918107,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4643247754,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-01,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045884,China,Asia,China: Beijing,Homo sapiens,CON-067,HiSeq X Ten,39.9 N 116.23 E,CON-067,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:55:00Z,1,CON-067,SRP144673
SRR7124675,WGS,300,11672771700,PRJNA449784,SAMN08918321,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",4423152711,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-05,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045883,China,Asia,China: Beijing,Homo sapiens,KD-212,HiSeq X Ten,39.9 N 116.25 E,KD-212,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:55:00Z,1,KD-212,SRP144673
SRR7124676,WGS,300,11003472000,PRJNA449784,SAMN08918095,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4355426916,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-27,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045882,China,Asia,China: Beijing,Homo sapiens,CON-055,HiSeq X Ten,39.9 N 116.23 E,CON-055,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:22:00Z,1,CON-055,SRP144673
SRR7124677,WGS,300,13458526800,PRJNA449784,SAMN08918134,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5143904936,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045881,China,Asia,China: Beijing,Homo sapiens,KD-025,HiSeq X Ten,39.97 N 116.38 E,KD-025,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:59:00Z,1,KD-025,SRP144673
SRR7124678,WGS,300,9661198200,PRJNA449784,SAMN08918081,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3820028938,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045880,China,Asia,China: Beijing,Homo sapiens,CON-041,HiSeq X Ten,39.9 N 116.23 E,CON-041,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:57:00Z,1,CON-041,SRP144673
SRR7124679,WGS,300,12144130800,PRJNA449784,SAMN08918103,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4510674484,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-20,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045879,China,Asia,China: Beijing,Homo sapiens,CON-063,HiSeq X Ten,39.9 N 116.23 E,CON-063,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:59:00Z,1,CON-063,SRP144673
SRR7124680,WGS,300,11161169700,PRJNA449784,SAMN08918104,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4249390948,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-20,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045878,China,Asia,China: Beijing,Homo sapiens,CON-064,HiSeq X Ten,39.9 N 116.23 E,CON-064,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:55:00Z,1,CON-064,SRP144673
SRR7124681,WGS,300,10604361300,PRJNA449784,SAMN08918250,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4165417363,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045877,China,Asia,China: Beijing,Homo sapiens,KD-141,HiSeq X Ten,39.93 N 116.18 E,KD-141,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:56:00Z,1,KD-141,SRP144673
SRR7124682,WGS,300,10208165400,PRJNA449784,SAMN08918249,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3832752802,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045876,China,Asia,China: Beijing,Homo sapiens,KD-140,HiSeq X Ten,39.93 N 116.18 E,KD-140,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:58:00Z,1,KD-140,SRP144673
SRR7124683,WGS,300,9915144600,PRJNA449784,SAMN08918248,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3922111101,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045875,China,Asia,China: Beijing,Homo sapiens,KD-139,HiSeq X Ten,39.93 N 116.18 E,KD-139,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:58:00Z,1,KD-139,SRP144673
SRR7124684,WGS,300,11079479400,PRJNA449784,SAMN08918247,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4239797427,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045874,China,Asia,China: Beijing,Homo sapiens,KD-138,HiSeq X Ten,39.93 N 116.18 E,KD-138,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:08:00Z,1,KD-138,SRP144673
SRR7124685,WGS,300,12414030600,PRJNA449784,SAMN08918246,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4892171336,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045873,China,Asia,China: Beijing,Homo sapiens,KD-137,HiSeq X Ten,39.93 N 116.18 E,KD-137,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:03:00Z,1,KD-137,SRP144673
SRR7124686,WGS,300,10945682100,PRJNA449784,SAMN08918245,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4405030652,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045872,China,Asia,China: Beijing,Homo sapiens,KD-136,HiSeq X Ten,39.93 N 116.18 E,KD-136,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:05:00Z,1,KD-136,SRP144673
SRR7124687,WGS,300,11046383700,PRJNA449784,SAMN08918244,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4324034591,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045871,China,Asia,China: Beijing,Homo sapiens,KD-135,HiSeq X Ten,39.93 N 116.18 E,KD-135,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:06:00Z,1,KD-135,SRP144673
SRR7124688,WGS,300,6708242100,PRJNA449784,SAMN08918243,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2544457835,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045870,China,Asia,China: Beijing,Homo sapiens,KD-134,HiSeq X Ten,39.93 N 116.18 E,KD-134,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:54:00Z,1,KD-134,SRP144673
SRR7124689,WGS,300,10412535300,PRJNA449784,SAMN08918242,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4178861883,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045869,China,Asia,China: Beijing,Homo sapiens,KD-133,HiSeq X Ten,39.93 N 116.18 E,KD-133,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:03:00Z,1,KD-133,SRP144673
SRR7124690,WGS,300,10986272100,PRJNA449784,SAMN08918241,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4466969493,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045868,China,Asia,China: Beijing,Homo sapiens,KD-132,HiSeq X Ten,39.93 N 116.18 E,KD-132,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:18:00Z,1,KD-132,SRP144673
SRR7124691,WGS,300,10200944400,PRJNA449784,SAMN08918140,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3892633649,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045867,China,Asia,China: Beijing,Homo sapiens,KD-031,HiSeq X Ten,39.97 N 116.38 E,KD-031,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:29:00Z,1,KD-031,SRP144673
SRR7124692,WGS,300,8243145900,PRJNA449784,SAMN08918133,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3217401057,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045866,China,Asia,China: Beijing,Homo sapiens,KD-024,HiSeq X Ten,39.97 N 116.38 E,KD-024,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:57:00Z,1,KD-024,SRP144673
SRR7124693,WGS,300,11501174100,PRJNA449784,SAMN08918050,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4342152353,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-06,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045865,China,Asia,China: Beijing,Homo sapiens,CON-010,HiSeq X Ten,39.9 N 116.23 E,CON-010,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:03:00Z,1,CON-010,SRP144673
SRR7124694,WGS,300,12399411300,PRJNA449784,SAMN08918299,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4697041811,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-29,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045864,China,Asia,China: Beijing,Homo sapiens,KD-190,HiSeq X Ten,39.9 N 116.25 E,KD-190,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:07:00Z,1,KD-190,SRP144673
SRR7124695,WGS,300,12194685600,PRJNA449784,SAMN08918079,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4507727049,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045863,China,Asia,China: Beijing,Homo sapiens,CON-039,HiSeq X Ten,39.9 N 116.23 E,CON-039,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:31:00Z,1,CON-039,SRP144673
SRR7124696,WGS,300,11817569400,PRJNA449784,SAMN08918078,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4681973010,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-18,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045862,China,Asia,China: Beijing,Homo sapiens,CON-038,HiSeq X Ten,39.9 N 116.23 E,CON-038,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:13:00Z,1,CON-038,SRP144673
SRR7124697,WGS,300,11295958200,PRJNA449784,SAMN08918077,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4292208772,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045861,China,Asia,China: Beijing,Homo sapiens,CON-037,HiSeq X Ten,39.9 N 116.23 E,CON-037,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:09:00Z,1,CON-037,SRP144673
SRR7124698,WGS,300,11879607900,PRJNA449784,SAMN08918076,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4704925839,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-13,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045860,China,Asia,China: Beijing,Homo sapiens,CON-036,HiSeq X Ten,39.9 N 116.23 E,CON-036,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:17:00Z,1,CON-036,SRP144673
SRR7124699,WGS,300,12565066800,PRJNA449784,SAMN08918075,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4818638636,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-13,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045859,China,Asia,China: Beijing,Homo sapiens,CON-035,HiSeq X Ten,39.9 N 116.23 E,CON-035,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:11:00Z,1,CON-035,SRP144673
SRR7124700,WGS,300,10188991500,PRJNA449784,SAMN08918074,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4014972192,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045858,China,Asia,China: Beijing,Homo sapiens,CON-034,HiSeq X Ten,39.9 N 116.23 E,CON-034,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:10:00Z,1,CON-034,SRP144673
SRR7124701,WGS,300,12646975200,PRJNA449784,SAMN08918073,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4878924047,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045857,China,Asia,China: Beijing,Homo sapiens,CON-033,HiSeq X Ten,39.9 N 116.23 E,CON-033,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:20:00Z,1,CON-033,SRP144673
SRR7124702,WGS,300,11641263900,PRJNA449784,SAMN08918072,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4571267355,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-11,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045856,China,Asia,China: Beijing,Homo sapiens,CON-032,HiSeq X Ten,39.9 N 116.23 E,CON-032,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:11:00Z,1,CON-032,SRP144673
