Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,Instrument,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id,ENA_first_public,ENA_last_update,external_id,INSDC_first_public,INSDC_last_update,INSDC_status
ERR11869206,WGS,300,1921653600,PRJEB65297,SAMEA114293337,feces,614473389,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266708,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293337,HD055,human gut metagenome,ERP150421,HD055,,,,,,
ERR11869208,WGS,300,2181927600,PRJEB65297,SAMEA114293338,feces,691965580,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266710,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293338,HD056,human gut metagenome,ERP150421,HD056,,,,,,
ERR11869209,WGS,300,2582258400,PRJEB65297,SAMEA114293339,feces,820265527,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266711,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293339,HD057,human gut metagenome,ERP150421,HD057,,,,,,
ERR11869212,WGS,300,2132407200,PRJEB65297,SAMEA114293340,feces,673946351,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266714,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293340,HD058,human gut metagenome,ERP150421,HD058,,,,,,
ERR11869218,WGS,300,2768910000,PRJEB65297,SAMEA114293341,feces,873128529,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266720,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293341,HD059,human gut metagenome,ERP150421,HD059,,,,,,
ERR11869225,WGS,300,2539909200,PRJEB65297,SAMEA114293342,feces,801763661,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266727,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293342,HD060,human gut metagenome,ERP150421,HD060,,,,,,
ERR11869227,WGS,300,2272470600,PRJEB65297,SAMEA114293343,feces,732325541,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266729,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293343,HD061,human gut metagenome,ERP150421,HD061,,,,,,
ERR11869233,WGS,300,2460815100,PRJEB65297,SAMEA114293344,feces,790014976,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266735,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293344,HD062,human gut metagenome,ERP150421,HD062,,,,,,
ERR11869238,WGS,300,2183910300,PRJEB65297,SAMEA114293345,feces,695549626,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266740,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293345,HD063,human gut metagenome,ERP150421,HD063,,,,,,
ERR11869240,WGS,300,2153185500,PRJEB65297,SAMEA114293346,feces,714862528,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266742,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293346,HD064,human gut metagenome,ERP150421,HD064,,,,,,
ERR11869244,WGS,300,2277820500,PRJEB65297,SAMEA114293347,feces,724324777,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266746,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293347,HD065,human gut metagenome,ERP150421,HD065,,,,,,
ERR11869245,WGS,300,2686558200,PRJEB65297,SAMEA114293348,feces,852274074,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266747,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293348,HD066,human gut metagenome,ERP150421,HD066,,,,,,
ERR11869247,WGS,300,2345858700,PRJEB65297,SAMEA114293349,feces,749567339,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266749,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293349,HD067,human gut metagenome,ERP150421,HD067,,,,,,
ERR11869249,WGS,300,2430758100,PRJEB65297,SAMEA114293350,feces,787451675,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266751,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293350,HD068,human gut metagenome,ERP150421,HD068,,,,,,
ERR11869251,WGS,300,2020751400,PRJEB65297,SAMEA114293351,feces,650881843,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266753,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293351,HD070,human gut metagenome,ERP150421,HD070,2023-08-22T00:27:41Z,2023-08-22T00:27:41Z,SAMEA114293351,2023-08-22T00:27:41Z,2023-08-22T00:27:41Z,public
ERR11869252,WGS,300,2378292600,PRJEB65297,SAMEA114293352,feces,761640017,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266754,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293352,HD071,human gut metagenome,ERP150421,HD071,,,,,,
ERR11869255,WGS,300,2118033900,PRJEB65297,SAMEA114293353,feces,683067817,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266757,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293353,HD072,human gut metagenome,ERP150421,HD072,,,,,,
ERR11869258,WGS,300,2518345500,PRJEB65297,SAMEA114293354,feces,802886670,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266760,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293354,HD073,human gut metagenome,ERP150421,HD073,,,,,,
ERR11869260,WGS,300,2467895100,PRJEB65297,SAMEA114293355,feces,783878882,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266762,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293355,HD074,human gut metagenome,ERP150421,HD074,,,,,,
ERR11869261,WGS,300,2304614700,PRJEB65297,SAMEA114293356,feces,728504351,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266763,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293356,HD075,human gut metagenome,ERP150421,HD075,,,,,,
ERR11869263,WGS,300,2318102100,PRJEB65297,SAMEA114293357,feces,739276333,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266765,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293357,HD076,human gut metagenome,ERP150421,HD076,,,,,,
ERR11869266,WGS,300,2251998000,PRJEB65297,SAMEA114293358,feces,711940453,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266768,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293358,HD077,human gut metagenome,ERP150421,HD077,,,,,,
ERR11869268,WGS,300,2299888500,PRJEB65297,SAMEA114293359,feces,731769151,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266770,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293359,HD078,human gut metagenome,ERP150421,HD078,,,,,,
ERR11869269,WGS,300,2226589800,PRJEB65297,SAMEA114293360,feces,713782208,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266771,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293360,HD079,human gut metagenome,ERP150421,HD079,,,,,,
ERR11869272,WGS,300,2335864800,PRJEB65297,SAMEA114293361,feces,734535786,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266774,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293361,HD080,human gut metagenome,ERP150421,HD080,,,,,,
ERR11869274,WGS,300,2046099900,PRJEB65297,SAMEA114293362,feces,654388820,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266776,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293362,HD081,human gut metagenome,ERP150421,HD081,,,,,,
ERR11869276,WGS,300,2620011900,PRJEB65297,SAMEA114293363,feces,829847535,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266778,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293363,HD082,human gut metagenome,ERP150421,HD082,,,,,,
ERR11869278,WGS,300,2223838500,PRJEB65297,SAMEA114293364,feces,708905312,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266780,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293364,HD083,human gut metagenome,ERP150421,HD083,,,,,,
ERR11869280,WGS,300,2079339900,PRJEB65297,SAMEA114293365,feces,661632911,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266782,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293365,HD084,human gut metagenome,ERP150421,HD084,,,,,,
ERR11869282,WGS,300,3282771900,PRJEB65297,SAMEA114293366,feces,1039831292,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266784,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293366,HD085,human gut metagenome,ERP150421,HD085,,,,,,
ERR11869285,WGS,300,1977931500,PRJEB65297,SAMEA114293367,feces,648791939,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266787,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293367,HD086,human gut metagenome,ERP150421,HD086,,,,,,
ERR11869289,WGS,300,2478305400,PRJEB65297,SAMEA114293368,feces,783117308,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266791,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293368,HD087,human gut metagenome,ERP150421,HD087,,,,,,
ERR11869290,WGS,300,2221916700,PRJEB65297,SAMEA114293369,feces,703213549,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266792,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293369,HD088,human gut metagenome,ERP150421,HD088,,,,,,
ERR11869293,WGS,300,2409016200,PRJEB65297,SAMEA114293370,feces,761619531,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266795,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293370,HD090,human gut metagenome,ERP150421,HD090,,,,,,
ERR11869294,WGS,300,2000911200,PRJEB65297,SAMEA114293371,feces,637486223,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266796,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-09-01T10:59:00Z,1,SAMEA114293371,HD091,human gut metagenome,ERP150421,HD091,,,,,,
ERR11869297,WGS,300,2509140000,PRJEB65297,SAMEA114293372,feces,796194028,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266799,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293372,HD092,human gut metagenome,ERP150421,HD092,,,,,,
ERR11869299,WGS,300,2252480100,PRJEB65297,SAMEA114293373,feces,720036463,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266801,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293373,HD093,human gut metagenome,ERP150421,HD093,,,,,,
ERR11869300,WGS,300,2261258100,PRJEB65297,SAMEA114293374,feces,727728856,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266802,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293374,HD094,human gut metagenome,ERP150421,HD094,,,,,,
ERR11869301,WGS,300,2451934800,PRJEB65297,SAMEA114293375,feces,787907396,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266803,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293375,HD095,human gut metagenome,ERP150421,HD095,,,,,,
ERR11869302,WGS,300,2178491700,PRJEB65297,SAMEA114293376,feces,692249275,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266804,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293376,HD096,human gut metagenome,ERP150421,HD096,,,,,,
ERR11869303,WGS,300,2179372500,PRJEB65297,SAMEA114293377,feces,696029375,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-22,2023-08-22,feces,ERX11266805,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293377,HD097,human gut metagenome,ERP150421,HD097,,,,,,
ERR11869305,WGS,300,2356193400,PRJEB65297,SAMEA114293378,feces,747489068,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266807,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293378,HD098,human gut metagenome,ERP150421,HD098,,,,,,
ERR11869307,WGS,300,2561696700,PRJEB65297,SAMEA114293379,feces,816242407,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-22,2023-08-22,feces,ERX11266809,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293379,HD099,human gut metagenome,ERP150421,HD099,,,,,,
ERR11869309,WGS,300,2707606800,PRJEB65297,SAMEA114293380,feces,857562838,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-22,2023-08-22,feces,ERX11266811,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:54:00Z,1,SAMEA114293380,HD100,human gut metagenome,ERP150421,HD100,,,,,,
