Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,Instrument,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id,ENA_first_public,ENA_last_update,external_id,INSDC_first_public,INSDC_last_update,INSDC_status
ERR11868997,WGS,300,1968051900,PRJEB65297,SAMEA114293293,feces,626184337,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266499,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:48:00Z,1,SAMEA114293293,HD005,human gut metagenome,ERP150421,HD005,,,,,,
ERR11868998,WGS,300,2597487600,PRJEB65297,SAMEA114293294,feces,821416433,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266500,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:49:00Z,1,SAMEA114293294,HD006,human gut metagenome,ERP150421,HD006,,,,,,
ERR11868999,WGS,300,2136847800,PRJEB65297,SAMEA114293295,feces,679426322,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266501,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293295,HD008,human gut metagenome,ERP150421,HD008,,,,,,
ERR11869002,WGS,300,2612894400,PRJEB65297,SAMEA114293296,feces,837348268,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266504,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:50:00Z,1,SAMEA114293296,HD009,human gut metagenome,ERP150421,HD009,,,,,,
ERR11869004,WGS,300,2201121900,PRJEB65297,SAMEA114293297,feces,695710424,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266506,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293297,HD010,human gut metagenome,ERP150421,HD010,,,,,,
ERR11869006,WGS,300,2612032800,PRJEB65297,SAMEA114293298,feces,829494968,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266508,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293298,HD011,human gut metagenome,ERP150421,HD011,,,,,,
ERR11869008,WGS,300,2375214300,PRJEB65297,SAMEA114293299,feces,759283904,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266510,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:50:00Z,1,SAMEA114293299,HD012,human gut metagenome,ERP150421,HD012,,,,,,
ERR11869010,WGS,300,2706741000,PRJEB65297,SAMEA114293300,feces,868480830,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266512,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293300,HD015,human gut metagenome,ERP150421,HD015,,,,,,
ERR11869013,WGS,300,2573313900,PRJEB65297,SAMEA114293301,feces,822481462,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266515,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293301,HD016,human gut metagenome,ERP150421,HD016,,,,,,
ERR11869015,WGS,300,2465575500,PRJEB65297,SAMEA114293302,feces,791840714,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266517,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:49:00Z,1,SAMEA114293302,HD017,human gut metagenome,ERP150421,HD017,,,,,,
ERR11869018,WGS,300,2508722700,PRJEB65297,SAMEA114293303,feces,797787348,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266520,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:49:00Z,1,SAMEA114293303,HD018,human gut metagenome,ERP150421,HD018,,,,,,
ERR11869020,WGS,300,2306816100,PRJEB65297,SAMEA114293304,feces,737007989,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266522,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:49:00Z,1,SAMEA114293304,HD019,human gut metagenome,ERP150421,HD019,,,,,,
ERR11869021,WGS,300,2433745500,PRJEB65297,SAMEA114293305,feces,768088867,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266523,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293305,HD020,human gut metagenome,ERP150421,HD020,,,,,,
ERR11869023,WGS,300,2229017700,PRJEB65297,SAMEA114293306,feces,713196743,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266525,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293306,HD021,human gut metagenome,ERP150421,HD021,,,,,,
ERR11869026,WGS,300,2597582100,PRJEB65297,SAMEA114293307,feces,822236652,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266528,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293307,HD022,human gut metagenome,ERP150421,HD022,,,,,,
ERR11869027,WGS,300,2524051800,PRJEB65297,SAMEA114293308,feces,811561891,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266529,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293308,HD023,human gut metagenome,ERP150421,HD023,,,,,,
ERR11869029,WGS,300,2315212200,PRJEB65297,SAMEA114293309,feces,735137400,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266531,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293309,HD024,human gut metagenome,ERP150421,HD024,,,,,,
ERR11869031,WGS,300,2321541300,PRJEB65297,SAMEA114293310,feces,743374538,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266533,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293310,HD025,human gut metagenome,ERP150421,HD025,,,,,,
ERR11869076,WGS,300,3117742200,PRJEB65297,SAMEA114293311,feces,992864117,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266578,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293311,HD026,human gut metagenome,ERP150421,HD026,,,,,,
ERR11869078,WGS,300,2366262600,PRJEB65297,SAMEA114293312,feces,749240546,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266580,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293312,HD027,human gut metagenome,ERP150421,HD027,,,,,,
ERR11869081,WGS,300,2125472400,PRJEB65297,SAMEA114293313,feces,679745485,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266583,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293313,HD028,human gut metagenome,ERP150421,HD028,,,,,,
ERR11869084,WGS,300,2525898300,PRJEB65297,SAMEA114293314,feces,798889052,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266586,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293314,HD029,human gut metagenome,ERP150421,HD029,,,,,,
ERR11869087,WGS,300,2400361500,PRJEB65297,SAMEA114293315,feces,756081492,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266589,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293315,HD030,human gut metagenome,ERP150421,HD030,,,,,,
ERR11869089,WGS,300,2202090300,PRJEB65297,SAMEA114293316,feces,698886888,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266591,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293316,HD031,human gut metagenome,ERP150421,HD031,,,,,,
ERR11869091,WGS,300,2389444500,PRJEB65297,SAMEA114293317,feces,766672606,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266593,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293317,HD032,human gut metagenome,ERP150421,HD032,,,,,,
ERR11869093,WGS,300,2339036100,PRJEB65297,SAMEA114293318,feces,748310001,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266595,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293318,HD033,human gut metagenome,ERP150421,HD033,,,,,,
ERR11869096,WGS,300,2344870800,PRJEB65297,SAMEA114293319,feces,742637524,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266598,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293319,HD034,human gut metagenome,ERP150421,HD034,,,,,,
ERR11869141,WGS,300,2531377200,PRJEB65297,SAMEA114293320,feces,813911543,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266643,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293320,HD035,human gut metagenome,ERP150421,HD035,,,,,,
ERR11869143,WGS,300,2881647900,PRJEB65297,SAMEA114293321,feces,927487408,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266645,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293321,HD037,human gut metagenome,ERP150421,HD037,,,,,,
ERR11869145,WGS,300,2212879200,PRJEB65297,SAMEA114293322,feces,704444706,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266647,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293322,HD038,human gut metagenome,ERP150421,HD038,,,,,,
ERR11869149,WGS,300,2077326300,PRJEB65297,SAMEA114293323,feces,655057266,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266651,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293323,HD039,human gut metagenome,ERP150421,HD039,,,,,,
ERR11869154,WGS,300,3177639900,PRJEB65297,SAMEA114293324,feces,1006918040,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266656,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293324,HD040,human gut metagenome,ERP150421,HD040,,,,,,
ERR11869178,WGS,300,2304360600,PRJEB65297,SAMEA114293325,feces,734458317,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266680,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293325,HD041,human gut metagenome,ERP150421,HD041,,,,,,
ERR11869182,WGS,300,2074449600,PRJEB65297,SAMEA114293326,feces,658231382,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266684,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293326,HD042,human gut metagenome,ERP150421,HD042,,,,,,
ERR11869188,WGS,300,2479868100,PRJEB65297,SAMEA114293327,feces,792738892,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266690,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293327,HD045,human gut metagenome,ERP150421,HD045,,,,,,
ERR11869193,WGS,300,2017253400,PRJEB65297,SAMEA114293328,feces,643465527,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266695,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293328,HD046,human gut metagenome,ERP150421,HD046,,,,,,
ERR11869196,WGS,300,2359963500,PRJEB65297,SAMEA114293329,feces,749891905,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266698,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293329,HD047,human gut metagenome,ERP150421,HD047,,,,,,
ERR11869197,WGS,300,2592558600,PRJEB65297,SAMEA114293330,feces,822534426,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266699,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293330,HD048,human gut metagenome,ERP150421,HD048,,,,,,
ERR11869199,WGS,300,2452570200,PRJEB65297,SAMEA114293331,feces,781230377,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266701,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293331,HD049,human gut metagenome,ERP150421,HD049,,,,,,
ERR11869200,WGS,300,2186061000,PRJEB65297,SAMEA114293332,feces,694218444,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266702,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293332,HD050,human gut metagenome,ERP150421,HD050,,,,,,
ERR11869201,WGS,300,2529113700,PRJEB65297,SAMEA114293333,feces,805805283,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-08-21,2023-08-21,feces,ERX11266703,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293333,HD051,human gut metagenome,ERP150421,HD051,,,,,,
ERR11869202,WGS,300,2586051300,PRJEB65297,SAMEA114293334,feces,822642597,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-08-21,2023-08-21,feces,ERX11266704,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:52:00Z,1,SAMEA114293334,HD052,human gut metagenome,ERP150421,HD052,,,,,,
ERR11869203,WGS,300,2324165700,PRJEB65297,SAMEA114293335,feces,736116067,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266705,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:53:00Z,1,SAMEA114293335,HD053,human gut metagenome,ERP150421,HD053,,,,,,
ERR11869204,WGS,300,2144657100,PRJEB65297,SAMEA114293336,feces,680141594,SHENZHEN PUENSUM GENETECH INSTITUTE,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-08-21,2023-08-21,feces,ERX11266706,China,Asia,China,31,121,Shenzhen Puensum Genetech Institute,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,feces,human gut metagenome,ILLUMINA,PRJEB65297,2023-08-29T00:00:00Z,2023-08-31T21:51:00Z,1,SAMEA114293336,HD054,human gut metagenome,ERP150421,HD054,,,,,,
