Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,ID,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR10403505,WGS,200,12253351800,PRJNA588035,SAMN13221589,Metagenome or environmental,9093290634,HUBEI UNIVERSITY,2017-01,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7102901,China,Asia,China:Xiangyang,Homo sapiens,8,BGISEQ-500,stool,not applicable,CL100071231_L02_73,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:12:00Z,2,8PD9CL100071231_L02_73,SRP228703
SRR10403506,WGS,200,12698996400,PRJNA588035,SAMN13221651,Metagenome or environmental,9631259870,HUBEI UNIVERSITY,2017-01,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102900,China,Asia,China:Xiangyang,Homo sapiens,70,BGISEQ-500,stool,not applicable,CL100075534_L02_60,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:12:00Z,2,70Spouse40CL100075534_L02_60,SRP228703
SRR10403507,WGS,200,18254282400,PRJNA588035,SAMN13221650,Metagenome or environmental,13131722210,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102899,China,Asia,China:Xiangyang,Homo sapiens,69,BGISEQ-500,stool,not applicable,CL100075534_L02_59,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T02:34:00Z,2,69Spouse39CL100075534_L02_59,SRP228703
SRR10403508,WGS,200,6046399600,PRJNA588035,SAMN13221649,Metagenome or environmental,4642761844,HUBEI UNIVERSITY,2017-01,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102898,China,Asia,China:Xiangyang,Homo sapiens,68,BGISEQ-500,stool,not applicable,CL100075534_L02_58,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:06:00Z,2,68Spouse38CL100075534_L02_58,SRP228703
SRR10403509,WGS,200,19687055600,PRJNA588035,SAMN13221648,Metagenome or environmental,14480334967,HUBEI UNIVERSITY,2017-01,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7102897,China,Asia,China:Xiangyang,Homo sapiens,67,BGISEQ-500,stool,not applicable,CL100075534_L02_57,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:18:00Z,2,67Spouse37CL100075534_L02_57,SRP228703
SRR10403510,WGS,200,8084495200,PRJNA588035,SAMN13221647,Metagenome or environmental,6227178774,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102896,China,Asia,China:Xiangyang,Homo sapiens,66,BGISEQ-500,stool,not applicable,CL100075534_L01_47,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:07:00Z,2,66Spouse34CL100075534_L01_47,SRP228703
SRR10403511,WGS,200,21067957800,PRJNA588035,SAMN13221646,Metagenome or environmental,15201622997,HUBEI UNIVERSITY,2017-01,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102895,China,Asia,China:Xiangyang,Homo sapiens,65,BGISEQ-500,stool,not applicable,CL100075534_L01_45,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:18:00Z,2,65Spouse32CL100075534_L01_45,SRP228703
SRR10403512,WGS,200,7948652600,PRJNA588035,SAMN13221645,Metagenome or environmental,5922501062,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7102894,China,Asia,China:Xiangyang,Homo sapiens,64,BGISEQ-500,stool,not applicable,CL100075534_L01_44,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:06:00Z,2,64Spouse31CL100075534_L01_44,SRP228703
SRR10403513,WGS,200,14997520200,PRJNA588035,SAMN13221644,Metagenome or environmental,11128907106,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7102893,China,Asia,China:Xiangyang,Homo sapiens,63,BGISEQ-500,stool,not applicable,CL100075534_L01_43,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:14:00Z,2,63Spouse30CL100075534_L01_43,SRP228703
SRR10403514,WGS,200,18396186800,PRJNA588035,SAMN13221643,Metagenome or environmental,13783044089,HUBEI UNIVERSITY,2017-01,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7102892,China,Asia,China:Xiangyang,Homo sapiens,62,BGISEQ-500,stool,not applicable,CL100075534_L01_41,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:17:00Z,2,62Spouse28CL100075534_L01_41,SRP228703
SRR10403515,WGS,200,24072285600,PRJNA588035,SAMN13221642,Metagenome or environmental,16684751964,HUBEI UNIVERSITY,2017-01,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102891,China,Asia,China:Xiangyang,Homo sapiens,61,BGISEQ-500,stool,not applicable,CL100075519_L02_32,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:22:00Z,2,61Spouse27CL100075519_L02_32,SRP228703
SRR10403516,WGS,200,18153555000,PRJNA588035,SAMN13221588,Metagenome or environmental,13206258535,HUBEI UNIVERSITY,2017-01,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7102890,China,Asia,China:Xiangyang,Homo sapiens,7,BGISEQ-500,stool,not applicable,CL100071231_L01_72,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T02:34:00Z,2,7PD8CL100071231_L01_72,SRP228703
SRR10403517,WGS,200,12654485800,PRJNA588035,SAMN13221615,Metagenome or environmental,9543756009,HUBEI UNIVERSITY,2017-01,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7102889,China,Asia,China:Xiangyang,Homo sapiens,34,BGISEQ-500,stool,not applicable,CL100071255_L02_5,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:14:00Z,2,34PD47CL100071255_L02_5,SRP228703
SRR10403518,WGS,200,10162971200,PRJNA588035,SAMN13221614,Metagenome or environmental,7727195812,HUBEI UNIVERSITY,2017-01,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102888,China,Asia,China:Xiangyang,Homo sapiens,33,BGISEQ-500,stool,not applicable,CL100071255_L02_3,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T02:15:00Z,2,33PD45CL100071255_L02_3,SRP228703
SRR10403519,WGS,200,14820274400,PRJNA588035,SAMN13221613,Metagenome or environmental,10987611868,HUBEI UNIVERSITY,2017-01,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102887,China,Asia,China:Xiangyang,Homo sapiens,32,BGISEQ-500,stool,not applicable,CL100071255_L01_104,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:13:00Z,2,32PD42CL100071255_L01_104,SRP228703
SRR10403520,WGS,200,13005894200,PRJNA588035,SAMN13221612,Metagenome or environmental,9868566995,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7102886,China,Asia,China:Xiangyang,Homo sapiens,31,BGISEQ-500,stool,not applicable,CL100071255_L01_103,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:10:00Z,2,31PD40CL100071255_L01_103,SRP228703
SRR10403521,WGS,200,10363721800,PRJNA588035,SAMN13221585,Metagenome or environmental,7814881675,HUBEI UNIVERSITY,2017-01,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7102885,China,Asia,China:Xiangyang,Homo sapiens,4,BGISEQ-500,stool,not applicable,CL100071231_L01_69,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:10:00Z,2,4PD5CL100071231_L01_69,SRP228703
SRR10403522,WGS,200,10866337800,PRJNA588035,SAMN13221611,Metagenome or environmental,8387094520,HUBEI UNIVERSITY,2017-01,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7102884,China,Asia,China:Xiangyang,Homo sapiens,30,BGISEQ-500,stool,not applicable,CL100071255_L01_102,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:11:00Z,2,30PD39CL100071255_L01_102,SRP228703
SRR10403523,WGS,200,10740922200,PRJNA588035,SAMN13221610,Metagenome or environmental,8163958312,HUBEI UNIVERSITY,2017-01,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102883,China,Asia,China:Xiangyang,Homo sapiens,29,BGISEQ-500,stool,not applicable,CL100071255_L01_101,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:09:00Z,2,29PD38CL100071255_L01_101,SRP228703
SRR10403524,WGS,200,21234582800,PRJNA588035,SAMN13221609,Metagenome or environmental,15030816497,HUBEI UNIVERSITY,2017-01,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102882,China,Asia,China:Xiangyang,Homo sapiens,28,BGISEQ-500,stool,not applicable,CL100071255_L01_100,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:20:00Z,2,28PD37CL100071255_L01_100,SRP228703
SRR10403525,WGS,200,16556903600,PRJNA588035,SAMN13221608,Metagenome or environmental,12387725725,HUBEI UNIVERSITY,2017-01,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102881,China,Asia,China:Xiangyang,Homo sapiens,27,BGISEQ-500,stool,not applicable,CL100071255_L01_97,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:14:00Z,2,27PD34CL100071255_L01_97,SRP228703
SRR10403526,WGS,200,11929948400,PRJNA588035,SAMN13221607,Metagenome or environmental,8834440945,HUBEI UNIVERSITY,2017-01,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102880,China,Asia,China:Xiangyang,Homo sapiens,26,BGISEQ-500,stool,not applicable,CL100071254_L02_95,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:12:00Z,2,26PD32CL100071254_L02_95,SRP228703
SRR10403527,WGS,200,14589710200,PRJNA588035,SAMN13221606,Metagenome or environmental,10700851230,HUBEI UNIVERSITY,2017-01,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102879,China,Asia,China:Xiangyang,Homo sapiens,25,BGISEQ-500,stool,not applicable,CL100071254_L02_94,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:12:00Z,2,25PD31CL100071254_L02_94,SRP228703
SRR10403528,WGS,200,11025304000,PRJNA588035,SAMN13221605,Metagenome or environmental,8174861070,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102878,China,Asia,China:Xiangyang,Homo sapiens,24,BGISEQ-500,stool,not applicable,CL100071254_L02_93,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:10:00Z,2,24PD30CL100071254_L02_93,SRP228703
SRR10403529,WGS,200,11341014200,PRJNA588035,SAMN13221604,Metagenome or environmental,8429885052,HUBEI UNIVERSITY,2017-01,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7102877,China,Asia,China:Xiangyang,Homo sapiens,23,BGISEQ-500,stool,not applicable,CL100071254_L02_92,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:09:00Z,2,23PD28CL100071254_L02_92,SRP228703
SRR10403530,WGS,200,9598750800,PRJNA588035,SAMN13221603,Metagenome or environmental,7193629220,HUBEI UNIVERSITY,2017-01,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7102876,China,Asia,China:Xiangyang,Homo sapiens,22,BGISEQ-500,stool,not applicable,CL100071254_L02_91,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:10:00Z,2,22PD27CL100071254_L02_91,SRP228703
SRR10403531,WGS,200,11453791600,PRJNA588035,SAMN13221602,Metagenome or environmental,8364880089,HUBEI UNIVERSITY,2017-01,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7102875,China,Asia,China:Xiangyang,Homo sapiens,21,BGISEQ-500,stool,not applicable,CL100071254_L02_90,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:10:00Z,2,21PD26CL100071254_L02_90,SRP228703
SRR10403532,WGS,200,9486909200,PRJNA588035,SAMN13221584,Metagenome or environmental,7158254877,HUBEI UNIVERSITY,2017-01,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102874,China,Asia,China:Xiangyang,Homo sapiens,3,BGISEQ-500,stool,not applicable,CL100071231_L01_68,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:09:00Z,2,3PD4CL100071231_L01_68,SRP228703
SRR10403533,WGS,200,17214387000,PRJNA588035,SAMN13221601,Metagenome or environmental,12533836105,HUBEI UNIVERSITY,2017-01,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7102873,China,Asia,China:Xiangyang,Homo sapiens,20,BGISEQ-500,stool,not applicable,CL100071254_L02_89,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:17:00Z,2,20PD25CL100071254_L02_89,SRP228703
SRR10403534,WGS,200,14773074000,PRJNA588035,SAMN13221600,Metagenome or environmental,10912783357,HUBEI UNIVERSITY,2017-01,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7102872,China,Asia,China:Xiangyang,Homo sapiens,19,BGISEQ-500,stool,not applicable,CL100071254_L01_87,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2020-11-17T00:00:00Z,2025-09-10T07:11:00Z,2,19PD23CL100071254_L01_87,SRP228703
