Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR13336865,WGS,299,8281589691,PRJNA688881,SAMN17190506,Metagenome or environmental,3408700727,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763623,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB162PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:09:00Z,1,MGHB162PB,MGHB162PB,SRP299890
SRR13336866,WGS,299,10526328820,PRJNA688881,SAMN17190398,Metagenome or environmental,4198670027,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763622,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB034PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T09:52:00Z,1,MGHB034PB,MGHB034PB,SRP299890
SRR13336867,WGS,299,10530209551,PRJNA688881,SAMN17190469,Metagenome or environmental,4110227232,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763620,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB041CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T09:57:00Z,1,MGHB041CG,MGHB041CG,SRP299890
SRR13336868,WGS,298,15924752586,PRJNA688881,SAMN17190468,Metagenome or environmental,6231611129,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763619,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB040CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:13:00Z,1,MGHB040CG,MGHB040CG,SRP299890
SRR13336869,WGS,299,14665219505,PRJNA688881,SAMN17190467,Metagenome or environmental,5753680243,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763618,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB038CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:09:00Z,1,MGHB038CG,MGHB038CG,SRP299890
SRR13336870,WGS,299,16250267895,PRJNA688881,SAMN17190466,Metagenome or environmental,6419508958,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9763617,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB037CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:19:00Z,1,MGHB037CG,MGHB037CG,SRP299890
SRR13336871,WGS,299,11877728413,PRJNA688881,SAMN17190394,Metagenome or environmental,4764590359,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763616,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB026PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:35:00Z,1,MGHB026PB,MGHB026PB,SRP299890
SRR13336872,WGS,299,13965367673,PRJNA688881,SAMN17190465,Metagenome or environmental,5403799029,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9763615,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB036CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:13:00Z,1,MGHB036CG,MGHB036CG,SRP299890
SRR13336873,WGS,299,14018294775,PRJNA688881,SAMN17190464,Metagenome or environmental,5484704920,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763614,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB035CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:11:00Z,1,MGHB035CG,MGHB035CG,SRP299890
SRR13336874,WGS,298,13057426289,PRJNA688881,SAMN17190463,Metagenome or environmental,5085067149,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763613,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB034CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:42:00Z,1,MGHB034CG,MGHB034CG,SRP299890
SRR13336875,WGS,299,11025766435,PRJNA688881,SAMN17190462,Metagenome or environmental,4399048003,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9763612,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB033CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:27:00Z,1,MGHB033CG,MGHB033CG,SRP299890
SRR13336876,WGS,299,13690477009,PRJNA688881,SAMN17190461,Metagenome or environmental,5441318087,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763611,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB031CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:18:00Z,1,MGHB031CG,MGHB031CG,SRP299890
SRR13336877,WGS,299,13393401012,PRJNA688881,SAMN17190460,Metagenome or environmental,5429176842,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763610,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB030CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:01:00Z,1,MGHB030CG,MGHB030CG,SRP299890
SRR13336878,WGS,299,14797134275,PRJNA688881,SAMN17190459,Metagenome or environmental,6118937115,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763609,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB029CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:42:00Z,1,MGHB029CG,MGHB029CG,SRP299890
SRR13336879,WGS,299,14436521474,PRJNA688881,SAMN17190458,Metagenome or environmental,5856879499,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763608,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB028CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:07:00Z,1,MGHB028CG,MGHB028CG,SRP299890
SRR13336880,WGS,298,10335779647,PRJNA688881,SAMN17190457,Metagenome or environmental,4252558221,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763607,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB027CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:05:00Z,1,MGHB027CG,MGHB027CG,SRP299890
SRR13336881,WGS,299,11092498649,PRJNA688881,SAMN17190456,Metagenome or environmental,4500860223,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763606,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB026CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:30:00Z,1,MGHB026CG,MGHB026CG,SRP299890
SRR13336882,WGS,299,13723374663,PRJNA688881,SAMN17190393,Metagenome or environmental,5479126894,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763605,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB017PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:47:00Z,1,MGHB017PB,MGHB017PB,SRP299890
SRR13336883,WGS,299,11016532577,PRJNA688881,SAMN17190455,Metagenome or environmental,4484446548,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763604,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB025CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T09:56:00Z,1,MGHB025CG,MGHB025CG,SRP299890
SRR13336884,WGS,299,10486739921,PRJNA688881,SAMN17190454,Metagenome or environmental,4315024174,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9763603,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB024CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:17:00Z,1,MGHB024CG,MGHB024CG,SRP299890
SRR13336885,WGS,299,12546211063,PRJNA688881,SAMN17190453,Metagenome or environmental,5049540211,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763602,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB022CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:32:00Z,1,MGHB022CG,MGHB022CG,SRP299890
SRR13336886,WGS,299,14126514178,PRJNA688881,SAMN17190485,Metagenome or environmental,5607192557,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763601,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB059CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:09:00Z,1,MGHB059CG,MGHB059CG,SRP299890
SRR13336887,WGS,299,11624071614,PRJNA688881,SAMN17190452,Metagenome or environmental,4581169272,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763662,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB020CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:30:00Z,1,MGHB020CG,MGHB020CG,SRP299890
SRR13336888,WGS,299,11050554178,PRJNA688881,SAMN17190484,Metagenome or environmental,4388502786,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9763600,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB058CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:06:00Z,1,MGHB058CG,MGHB058CG,SRP299890
SRR13336889,WGS,299,10193679495,PRJNA688881,SAMN17190483,Metagenome or environmental,4056050301,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9763599,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB057CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:06:00Z,1,MGHB057CG,MGHB057CG,SRP299890
SRR13336890,WGS,299,11574333380,PRJNA688881,SAMN17190481,Metagenome or environmental,4552790503,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763597,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB054CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:08:00Z,1,MGHB054CG,MGHB054CG,SRP299890
SRR13336891,WGS,299,11033310277,PRJNA688881,SAMN17190480,Metagenome or environmental,4358456269,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763596,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB053CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:47:00Z,1,MGHB053CG,MGHB053CG,SRP299890
SRR13336892,WGS,299,11747357124,PRJNA688881,SAMN17190479,Metagenome or environmental,4691125612,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763595,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB052CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:29:00Z,1,MGHB052CG,MGHB052CG,SRP299890
SRR13336893,WGS,299,10452896131,PRJNA688881,SAMN17190482,Metagenome or environmental,4152778350,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9763598,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB056CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:13:00Z,1,MGHB056CG,MGHB056CG,SRP299890
SRR13336894,WGS,299,11840044169,PRJNA688881,SAMN17190478,Metagenome or environmental,4729544612,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763594,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB051CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:14:00Z,1,MGHB051CG,MGHB051CG,SRP299890
SRR13336895,WGS,299,10440918130,PRJNA688881,SAMN17190477,Metagenome or environmental,4161058575,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763593,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB050CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:09:00Z,1,MGHB050CG,MGHB050CG,SRP299890
SRR13336896,WGS,299,11552817980,PRJNA688881,SAMN17190476,Metagenome or environmental,4586150887,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763592,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB049CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:20:00Z,1,MGHB049CG,MGHB049CG,SRP299890
SRR13336897,WGS,299,11576554609,PRJNA688881,SAMN17190395,Metagenome or environmental,4560192972,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763591,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB028PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:14:00Z,1,MGHB028PB,MGHB028PB,SRP299890
SRR13336898,WGS,299,12049696400,PRJNA688881,SAMN17190474,Metagenome or environmental,4773743740,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763589,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB046CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:13:00Z,1,MGHB046CG,MGHB046CG,SRP299890
SRR13336899,WGS,299,12309484335,PRJNA688881,SAMN17190473,Metagenome or environmental,4677835329,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763588,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB045CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:15:00Z,1,MGHB045CG,MGHB045CG,SRP299890
SRR13336900,WGS,299,16154799333,PRJNA688881,SAMN17190472,Metagenome or environmental,6392126943,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9763587,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB044CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T11:05:00Z,1,MGHB044CG,MGHB044CG,SRP299890
SRR13336901,WGS,299,11661845276,PRJNA688881,SAMN17190475,Metagenome or environmental,4702818330,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9763590,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB047CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:15:00Z,1,MGHB047CG,MGHB047CG,SRP299890
SRR13336902,WGS,299,14808830856,PRJNA688881,SAMN17190471,Metagenome or environmental,5972313320,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763586,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB043CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:15:00Z,1,MGHB043CG,MGHB043CG,SRP299890
SRR13336903,WGS,299,16290702138,PRJNA688881,SAMN17190470,Metagenome or environmental,6386743359,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9763621,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB042CG,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:24:00Z,1,MGHB042CG,MGHB042CG,SRP299890
SRR13336904,WGS,299,8221601297,PRJNA688881,SAMN17190433,Metagenome or environmental,3239388070,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9763584,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB116PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:29:00Z,1,MGHB116PB,MGHB116PB,SRP299890
SRR13336905,WGS,299,8057639884,PRJNA688881,SAMN17190432,Metagenome or environmental,3208152480,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9763583,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB113PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:07:00Z,1,MGHB113PB,MGHB113PB,SRP299890
SRR13336906,WGS,299,10902863902,PRJNA688881,SAMN17190430,Metagenome or environmental,4221344796,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763581,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB110PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:10:00Z,1,MGHB110PB,MGHB110PB,SRP299890
SRR13336907,WGS,299,11473981902,PRJNA688881,SAMN17190429,Metagenome or environmental,4384056337,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9763580,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB108PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:43:00Z,1,MGHB108PB,MGHB108PB,SRP299890
SRR13336908,WGS,299,11785722453,PRJNA688881,SAMN17190428,Metagenome or environmental,4602094024,PEOPLE'S HOSPITAL OF SHIJIAZHUANG AFFILIATED TO HEBEI MEDICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9763579,China,Asia,China,Homo sapiens,Illumina HiSeq 4000,feces,38.03 N 114.26 E,MGHB106PB,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-06-01T00:00:00Z,2021-01-01T10:20:00Z,1,MGHB106PB,MGHB106PB,SRP299890
