Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR3347446,AMPLICON,500,68060053,PRJEB32767,SAMEA5670692,46542229,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ena,gs,ncbi,s3","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372020,SAMEA5670692,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670692,16s_4SOD1D112,Mus musculus,ERP115481,16s_4SOD1D112
ERR3347447,AMPLICON,500,38382522,PRJEB32767,SAMEA5670693,25906394,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","gs,ena,ncbi,s3","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372021,SAMEA5670693,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670693,16s_4SOD1D120,Mus musculus,ERP115481,16s_4SOD1D120
ERR3347448,AMPLICON,500,58380194,PRJEB32767,SAMEA5670694,40386601,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372022,SAMEA5670694,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670694,16s_4SOD1D125,Mus musculus,ERP115481,16s_4SOD1D125
ERR3347449,AMPLICON,500,51470570,PRJEB32767,SAMEA5670695,35064725,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,ena,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372023,SAMEA5670695,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670695,16s_4SOD1D142,Mus musculus,ERP115481,16s_4SOD1D142
ERR3347450,AMPLICON,500,34971206,PRJEB32767,SAMEA5670696,23875511,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","ena,gs,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372024,SAMEA5670696,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670696,16s_4SOD1D63,Mus musculus,ERP115481,16s_4SOD1D63
ERR3347451,AMPLICON,500,68257161,PRJEB32767,SAMEA5670697,46500794,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","gs,s3,ncbi,ena","ncbi.public,s3.us-east-1,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372025,SAMEA5670697,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670697,16s_4SOD1D71,Mus musculus,ERP115481,16s_4SOD1D71
ERR3347452,AMPLICON,500,74248227,PRJEB32767,SAMEA5670698,50408188,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","ncbi,s3,gs,ena","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372026,SAMEA5670698,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:50:00Z,1,SAMEA5670698,16s_4SOD1D84,Mus musculus,ERP115481,16s_4SOD1D84
ERR3347453,AMPLICON,500,173854855,PRJEB32767,SAMEA5670699,117665082,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ena,gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372027,SAMEA5670699,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670699,16s_4SOD1D85,Mus musculus,ERP115481,16s_4SOD1D85
ERR3347454,AMPLICON,500,122917773,PRJEB32767,SAMEA5670700,83972192,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","ncbi,gs,ena,s3","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372028,SAMEA5670700,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670700,16s_4SOD1D91,Mus musculus,ERP115481,16s_4SOD1D91
ERR3347455,AMPLICON,500,15491826,PRJEB32767,SAMEA5670701,10571635,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ena,ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372029,SAMEA5670701,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670701,16s_5WTD112,Mus musculus,ERP115481,16s_5WTD112
ERR3347456,AMPLICON,500,101910495,PRJEB32767,SAMEA5670702,69120765,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","s3,ncbi,gs,ena","ena,ncbi.public,s3.us-east-1,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372030,SAMEA5670702,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670702,16s_5WTD120,Mus musculus,ERP115481,16s_5WTD120
ERR3347457,AMPLICON,500,52912422,PRJEB32767,SAMEA5670703,36077000,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ena,gs,ncbi,s3","s3.us-east-1,gs.us-east1,ena,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372031,SAMEA5670703,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670703,16s_5WTD125,Mus musculus,ERP115481,16s_5WTD125
ERR3347458,AMPLICON,500,1780590,PRJEB32767,SAMEA5670704,1244307,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","gs,ena,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372032,SAMEA5670704,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670704,16s_5WTD142,Mus musculus,ERP115481,16s_5WTD142
ERR3347459,AMPLICON,500,48184578,PRJEB32767,SAMEA5670705,32458205,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ncbi,ena,gs,s3","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372033,SAMEA5670705,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670705,16s_5WTD63,Mus musculus,ERP115481,16s_5WTD63
ERR3347460,AMPLICON,500,197891513,PRJEB32767,SAMEA5670706,134371675,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","gs,ncbi,ena,s3","ncbi.public,ena,gs.us-east1,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372034,SAMEA5670706,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670706,16s_5WTD71,Mus musculus,ERP115481,16s_5WTD71
ERR3347461,AMPLICON,500,140786077,PRJEB32767,SAMEA5670707,95437644,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","s3,ncbi,ena,gs","gs.us-east1,s3.us-east-1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372035,SAMEA5670707,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670707,16s_5WTD84,Mus musculus,ERP115481,16s_5WTD84
ERR3347462,AMPLICON,500,18043237,PRJEB32767,SAMEA5670708,12088683,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","s3,ncbi,ena,gs","ena,ncbi.public,gs.us-east1,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372036,SAMEA5670708,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670708,16s_5WTD85,Mus musculus,ERP115481,16s_5WTD85
ERR3347463,AMPLICON,500,297630961,PRJEB32767,SAMEA5670709,201644598,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372037,SAMEA5670709,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670709,16s_5WTD91,Mus musculus,ERP115481,16s_5WTD91
ERR3347464,AMPLICON,500,67347006,PRJEB32767,SAMEA5670710,45725235,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ena,gs,ncbi,s3","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372038,SAMEA5670710,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:51:00Z,1,SAMEA5670710,16s_6SOD1D112,Mus musculus,ERP115481,16s_6SOD1D112
ERR3347465,AMPLICON,500,92404949,PRJEB32767,SAMEA5670711,63350355,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ena,ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372039,SAMEA5670711,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670711,16s_6SOD1D120,Mus musculus,ERP115481,16s_6SOD1D120
ERR3347466,AMPLICON,500,47722678,PRJEB32767,SAMEA5670712,32772677,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","s3,gs,ncbi,ena","ena,gs.us-east1,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372040,SAMEA5670712,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670712,16s_6SOD1D125,Mus musculus,ERP115481,16s_6SOD1D125
ERR3347467,AMPLICON,500,24020726,PRJEB32767,SAMEA5670713,16269349,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","ena,gs,s3,ncbi","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:18Z,ERX3372041,SAMEA5670713,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:18Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670713,16s_6SOD1D142,Mus musculus,ERP115481,16s_6SOD1D142
ERR3347468,AMPLICON,500,87637,PRJEB32767,SAMEA5670714,93437,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ena,s3,ncbi,gs","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372042,SAMEA5670714,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670714,16s_6SOD1D63,Mus musculus,ERP115481,16s_6SOD1D63
ERR3347469,AMPLICON,500,114119873,PRJEB32767,SAMEA5670715,76856000,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","gs,ena,ncbi,s3","ena,gs.us-east1,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372043,SAMEA5670715,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670715,16s_6SOD1D71,Mus musculus,ERP115481,16s_6SOD1D71
ERR3347470,AMPLICON,500,68378547,PRJEB32767,SAMEA5670716,45977006,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","ena,ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372044,SAMEA5670716,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670716,16s_6SOD1D84,Mus musculus,ERP115481,16s_6SOD1D84
ERR3347471,AMPLICON,500,35879584,PRJEB32767,SAMEA5670717,24250758,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","s3,gs,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372045,SAMEA5670717,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670717,16s_6SOD1D85,Mus musculus,ERP115481,16s_6SOD1D85
ERR3347472,AMPLICON,500,91468048,PRJEB32767,SAMEA5670718,63127963,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","gs,ena,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372046,SAMEA5670718,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670718,16s_6SOD1D91,Mus musculus,ERP115481,16s_6SOD1D91
ERR3347473,AMPLICON,500,55160890,PRJEB32767,SAMEA5670719,37508276,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","ena,gs,s3,ncbi","ena,s3.us-east-1,gs.us-east1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372047,SAMEA5670719,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670719,16s_7WTD112,Mus musculus,ERP115481,16s_7WTD112
ERR3347474,AMPLICON,500,264782302,PRJEB32767,SAMEA5670720,179116108,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372048,SAMEA5670720,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670720,16s_7WTD120,Mus musculus,ERP115481,16s_7WTD120
ERR3347475,AMPLICON,500,33077680,PRJEB32767,SAMEA5670721,22469084,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ncbi,ena,gs,s3","ena,s3.us-east-1,gs.us-east1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372049,SAMEA5670721,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:52:00Z,1,SAMEA5670721,16s_7WTD125,Mus musculus,ERP115481,16s_7WTD125
ERR3347476,AMPLICON,500,181345204,PRJEB32767,SAMEA5670722,123466793,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","gs,s3,ena,ncbi","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372050,SAMEA5670722,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670722,16s_7WTD142,Mus musculus,ERP115481,16s_7WTD142
ERR3347477,AMPLICON,500,50675952,PRJEB32767,SAMEA5670723,34491142,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","s3,gs,ncbi,ena","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372051,SAMEA5670723,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670723,16s_7WTD71,Mus musculus,ERP115481,16s_7WTD71
ERR3347478,AMPLICON,500,19526833,PRJEB32767,SAMEA5670724,13185498,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","s3,ncbi,gs,ena","ncbi.public,s3.us-east-1,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372052,SAMEA5670724,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670724,16s_7WTD84,Mus musculus,ERP115481,16s_7WTD84
ERR3347479,AMPLICON,500,60616995,PRJEB32767,SAMEA5670725,41048631,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","ena,gs,ncbi,s3","ena,ncbi.public,gs.us-east1,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372053,SAMEA5670725,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670725,16s_7WTD85,Mus musculus,ERP115481,16s_7WTD85
ERR3347480,AMPLICON,500,80476292,PRJEB32767,SAMEA5670726,54455515,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","ena,s3,gs,ncbi","ncbi.public,ena,gs.us-east1,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372054,SAMEA5670726,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670726,16s_7WTD91,Mus musculus,ERP115481,16s_7WTD91
ERR3347481,AMPLICON,500,58024027,PRJEB32767,SAMEA5670727,39693185,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ena,ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372055,SAMEA5670727,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670727,16s_8SOD1D112,Mus musculus,ERP115481,16s_8SOD1D112
ERR3347482,AMPLICON,500,39755220,PRJEB32767,SAMEA5670728,27092976,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ncbi,gs,s3,ena","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372056,SAMEA5670728,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670728,16s_8SOD1D120,Mus musculus,ERP115481,16s_8SOD1D120
ERR3347483,AMPLICON,500,82899938,PRJEB32767,SAMEA5670729,56604903,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-31,2019-05-31T10:39:19Z,ERX3372057,SAMEA5670729,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-31T10:39:19Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:53:00Z,1,SAMEA5670729,16s_8SOD1D125,Mus musculus,ERP115481,16s_8SOD1D125
