Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR3341643,WGS,76,597753984,PRJEB32767,SAMEA5663748,267207675,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:35Z,ERX3366333,SAMEA5663748,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:35Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:05:00Z,1,SAMEA5663748,AKK3_744_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_744_SOD1_sc_AKK
ERR3341644,WGS,76,995905748,PRJEB32767,SAMEA5663749,451732493,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","s3,gs,ncbi,ena","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:35Z,ERX3366334,SAMEA5663749,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:35Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:06:00Z,1,SAMEA5663749,AKK3_745_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_745_SOD1_sc_AKK
ERR3341645,WGS,76,717850704,PRJEB32767,SAMEA5663750,330697315,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","ncbi,s3,ena,gs","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:35Z,ERX3366335,SAMEA5663750,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:35Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:06:00Z,1,SAMEA5663750,AKK3_746_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_746_SOD1_sc_AKK
ERR3341646,WGS,76,755943272,PRJEB32767,SAMEA5663751,343042720,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","ncbi,ena,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366336,SAMEA5663751,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:06:00Z,1,SAMEA5663751,AKK3_747_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_747_SOD1_sc_AKK
ERR3341647,WGS,76,1066468024,PRJEB32767,SAMEA5663752,461866483,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","gs,s3,ena,ncbi","ena,s3.us-east-1,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366337,SAMEA5663752,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:06:00Z,1,SAMEA5663752,AKK3_748_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_748_SOD1_sc_AKK
ERR3341648,WGS,76,730600692,PRJEB32767,SAMEA5663753,321215441,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","gs,ena,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366338,SAMEA5663753,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:06:00Z,1,SAMEA5663753,AKK3_760_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_760_SOD1_sc_AKK
ERR3341649,WGS,76,936032188,PRJEB32767,SAMEA5663754,416332229,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","s3,ena,gs,ncbi","ncbi.public,gs.us-east1,ena,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366339,SAMEA5663754,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:07:00Z,1,SAMEA5663754,AKK3_761_SOD1_sc_AKK,Mus musculus,ERP115481,AKK3_761_SOD1_sc_AKK
ERR3341650,WGS,76,766677664,PRJEB32767,SAMEA5663755,338552415,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","gs,ncbi,ena,s3","gs.us-east1,ncbi.public,s3.us-east-1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366340,SAMEA5663755,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:07:00Z,1,SAMEA5663755,AKK4_792_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_792_SOD1_blood_PBS
ERR3341651,WGS,76,847011412,PRJEB32767,SAMEA5663756,374586974,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","ena,gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366341,SAMEA5663756,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:07:00Z,1,SAMEA5663756,AKK4_793_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_793_SOD1_blood_PBS
ERR3341652,WGS,76,1846318160,PRJEB32767,SAMEA5663757,813821564,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","gs,ena,s3,ncbi","ncbi.public,ena,gs.us-east1,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366342,SAMEA5663757,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:08:00Z,1,SAMEA5663757,AKK4_796_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_796_SOD1_blood_PBS
ERR3341653,WGS,76,1479563744,PRJEB32767,SAMEA5663758,657436330,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","s3,ena,gs,ncbi","s3.us-east-1,ena,gs.us-east1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366343,SAMEA5663758,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:08:00Z,1,SAMEA5663758,AKK4_797_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_797_SOD1_blood_PBS
ERR3341654,WGS,76,2342326536,PRJEB32767,SAMEA5663759,1033251994,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","gs,s3,ena,ncbi","ena,gs.us-east1,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366344,SAMEA5663759,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:08:00Z,1,SAMEA5663759,AKK4_788_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_788_SOD1_blood_PBS
ERR3341655,WGS,76,1403232460,PRJEB32767,SAMEA5663760,617672723,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ncbi,s3,gs,ena","ena,ncbi.public,s3.us-east-1,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366345,SAMEA5663760,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:08:00Z,1,SAMEA5663760,AKK4_789_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_789_SOD1_blood_PBS
ERR3341656,WGS,76,1462146824,PRJEB32767,SAMEA5663761,648732127,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","ena,s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366346,SAMEA5663761,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663761,AKK4_791_SOD1_blood_PBS,Mus musculus,ERP115481,AKK4_791_SOD1_blood_PBS
ERR3341657,WGS,76,971565532,PRJEB32767,SAMEA5663762,431966069,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","gs,ena,ncbi,s3","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366347,SAMEA5663762,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663762,AKK4_798_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_798_SOD1_blood_AKK
ERR3341658,WGS,76,1267971536,PRJEB32767,SAMEA5663763,564371747,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","s3,gs,ena,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366348,SAMEA5663763,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663763,AKK4_800_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_800_SOD1_blood_AKK
ERR3341659,WGS,76,1507409460,PRJEB32767,SAMEA5663764,674992182,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","gs,ncbi,ena,s3","s3.us-east-1,ncbi.public,ena,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366349,SAMEA5663764,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663764,AKK4_831_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_831_SOD1_blood_AKK
ERR3341660,WGS,76,872721376,PRJEB32767,SAMEA5663765,388385588,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","gs,ena,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366350,SAMEA5663765,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663765,AKK4_834_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_834_SOD1_blood_AKK
ERR3341661,WGS,76,1103259624,PRJEB32767,SAMEA5663766,491561509,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","ena,gs,ncbi,s3","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366351,SAMEA5663766,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663766,AKK4_821_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_821_SOD1_blood_AKK
ERR3341662,WGS,76,562416872,PRJEB32767,SAMEA5663767,251272097,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","ncbi,s3,gs,ena","ena,gs.us-east1,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366352,SAMEA5663767,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:09:00Z,1,SAMEA5663767,AKK4_822_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_822_SOD1_blood_AKK
ERR3341663,WGS,76,762221404,PRJEB32767,SAMEA5663768,339784586,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ncbi,gs,s3,ena","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366353,SAMEA5663768,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663768,AKK4_823_SOD1_blood_AKK,Mus musculus,ERP115481,AKK4_823_SOD1_blood_AKK
ERR3341664,WGS,76,890295768,PRJEB32767,SAMEA5663769,372746147,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366354,SAMEA5663769,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663769,AKK4_792_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_792_SOD1_sc_PBS
ERR3341665,WGS,76,910157380,PRJEB32767,SAMEA5663770,387262167,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","s3,ena,ncbi,gs","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366355,SAMEA5663770,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663770,AKK4_793_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_793_SOD1_sc_PBS
ERR3341666,WGS,76,1211936584,PRJEB32767,SAMEA5663771,506980166,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,sra,fastq","gs,ena,s3,ncbi","ncbi.public,s3.us-east-1,ena,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366356,SAMEA5663771,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663771,AKK4_796_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_796_SOD1_sc_PBS
ERR3341667,WGS,76,1311144628,PRJEB32767,SAMEA5663772,553706008,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","s3,ncbi,gs,ena","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366357,SAMEA5663772,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663772,AKK4_797_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_797_SOD1_sc_PBS
ERR3341668,WGS,76,1130702616,PRJEB32767,SAMEA5663773,474067490,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","ena,ncbi,s3,gs","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366358,SAMEA5663773,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663773,AKK4_788_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_788_SOD1_sc_PBS
ERR3341669,WGS,76,1265740024,PRJEB32767,SAMEA5663774,526711165,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","s3,ena,ncbi,gs","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366359,SAMEA5663774,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:10:00Z,1,SAMEA5663774,AKK4_789_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_789_SOD1_sc_PBS
ERR3341670,WGS,76,874510416,PRJEB32767,SAMEA5663775,365597836,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","gs,ena,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366360,SAMEA5663775,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:11:00Z,1,SAMEA5663775,AKK4_790_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_790_SOD1_sc_PBS
ERR3341671,WGS,76,878043884,PRJEB32767,SAMEA5663776,369221315,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","ena,ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366361,SAMEA5663776,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:11:00Z,1,SAMEA5663776,AKK4_791_SOD1_sc_PBS,Mus musculus,ERP115481,AKK4_791_SOD1_sc_PBS
ERR3341672,WGS,76,1855159012,PRJEB32767,SAMEA5663777,804441133,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","gs,s3,ncbi,ena","ncbi.public,s3.us-east-1,gs.us-east1,ena",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366362,SAMEA5663777,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:12:00Z,1,SAMEA5663777,AKK4_798_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_798_SOD1_sc_AKK
ERR3341673,WGS,76,2407915600,PRJEB32767,SAMEA5663778,1010484474,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","s3,ncbi,ena,gs","ena,ncbi.public,gs.us-east1,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366363,SAMEA5663778,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:13:00Z,1,SAMEA5663778,AKK4_801_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_801_SOD1_sc_AKK
ERR3341674,WGS,76,1423133820,PRJEB32767,SAMEA5663779,603611358,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"run.zq,fastq,sra","ena,gs,s3,ncbi","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366364,SAMEA5663779,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:12:00Z,1,SAMEA5663779,AKK4_831_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_831_SOD1_sc_AKK
ERR3341675,WGS,76,1572364684,PRJEB32767,SAMEA5663780,665309960,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,run.zq,sra","ncbi,gs,s3,ena","ncbi.public,ena,s3.us-east-1,gs.us-east1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366365,SAMEA5663780,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:12:00Z,1,SAMEA5663780,AKK4_834_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_834_SOD1_sc_AKK
ERR3341676,WGS,76,1354590180,PRJEB32767,SAMEA5663781,570298137,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"fastq,sra,run.zq","gs,ncbi,s3,ena","ncbi.public,gs.us-east1,ena,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366366,SAMEA5663781,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:13:00Z,1,SAMEA5663781,AKK4_821_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_821_SOD1_sc_AKK
ERR3341677,WGS,76,1507611164,PRJEB32767,SAMEA5663782,636044335,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,run.zq,fastq","gs,ena,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366367,SAMEA5663782,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:13:00Z,1,SAMEA5663782,AKK4_822_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_822_SOD1_sc_AKK
ERR3341678,WGS,76,1414124552,PRJEB32767,SAMEA5663783,600986444,WEIZMANN INSTITUE OF SCIENCE,house mouse,public,"sra,fastq,run.zq","ncbi,gs,ena,s3","ena,s3.us-east-1,gs.us-east1,ncbi.public",2019-06-26,2019-06-26T08:04:46Z,2019-05-28,2019-05-28T14:32:36Z,ERX3366368,SAMEA5663783,WEIZMANN INSTITUE OF SCIENCE,2019-06-26T08:04:46Z,2019-05-28T14:32:36Z,public,NextSeq 500,unspecified,PAIRED,PCR,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-06-27T00:00:00Z,2019-06-28T01:13:00Z,1,SAMEA5663783,AKK4_823_SOD1_sc_AKK,Mus musculus,ERP115481,AKK4_823_SOD1_sc_AKK
