Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR12143733,WGS,99,4603550405,PRJNA633381,SAMN14943266,Metagenome or environmental,2910068099,TECHNICAL UNIVERSITY OF DENMARK,2015-01-19,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664818,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_34X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:58:00Z,1,IgAD_34X,34X,SRP269938
SRR12143734,WGS,99,4694220298,PRJNA633381,SAMN14943264,Metagenome or environmental,2993606238,TECHNICAL UNIVERSITY OF DENMARK,2015-07-22,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664817,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_33X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T19:05:00Z,1,IgAD_33X,33X,SRP269938
SRR12143735,WGS,99,4741852084,PRJNA633381,SAMN14943263,Metagenome or environmental,3036798286,TECHNICAL UNIVERSITY OF DENMARK,2015-08-20,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664816,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_33A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:57:00Z,1,IgAD_33A,33A,SRP269938
SRR12143736,WGS,99,9055691256,PRJNA633381,SAMN14943218,Metagenome or environmental,5768822291,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664815,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_12X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:51:00Z,1,IgAD_12X,12X,SRP269938
SRR12143737,WGS,99,7433970424,PRJNA633381,SAMN14943262,Metagenome or environmental,4733496208,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664814,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_32X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:51:00Z,1,IgAD_32X,32X,SRP269938
SRR12143738,WGS,99,8378005129,PRJNA633381,SAMN14943261,Metagenome or environmental,5104103598,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664813,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_32A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:59:00Z,1,IgAD_32A,32A,SRP269938
SRR12143739,WGS,99,8751610130,PRJNA633381,SAMN14943260,Metagenome or environmental,5497733168,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664812,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_31X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:03:00Z,1,IgAD_31X,31X,SRP269938
SRR12143740,WGS,99,6974648674,PRJNA633381,SAMN14943259,Metagenome or environmental,4280048253,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664811,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_31A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:45:00Z,1,IgAD_31A,31A,SRP269938
SRR12143741,WGS,99,5411335014,PRJNA633381,SAMN14943258,Metagenome or environmental,3375510424,TECHNICAL UNIVERSITY OF DENMARK,2015-08-12,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664810,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_30X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:55:00Z,1,IgAD_30X,30X,SRP269938
SRR12143742,WGS,93,7472835839,PRJNA633381,SAMN14943257,Metagenome or environmental,4803228285,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664809,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_30A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:50:00Z,1,IgAD_30A,30A,SRP269938
SRR12143743,WGS,99,4270387052,PRJNA633381,SAMN14943256,Metagenome or environmental,2781674699,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664808,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_2X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T19:00:00Z,1,IgAD_2X,2X,SRP269938
SRR12143744,WGS,99,5153210262,PRJNA633381,SAMN14943255,Metagenome or environmental,3312531710,TECHNICAL UNIVERSITY OF DENMARK,2015-10-28,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664807,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_2A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:43:00Z,1,IgAD_2A,2A,SRP269938
SRR12143745,WGS,99,6836558165,PRJNA633381,SAMN14943254,Metagenome or environmental,4418502193,TECHNICAL UNIVERSITY OF DENMARK,2014-10-11,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664806,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_29X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:50:00Z,1,IgAD_29X,29X,SRP269938
SRR12143746,WGS,99,5777929896,PRJNA633381,SAMN14943253,Metagenome or environmental,3694998069,TECHNICAL UNIVERSITY OF DENMARK,2014-10-11,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664805,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_29A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:57:00Z,1,IgAD_29A,29A,SRP269938
SRR12143747,WGS,99,7462624975,PRJNA633381,SAMN14943217,Metagenome or environmental,4814767927,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664804,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_12A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:55:00Z,1,IgAD_12A,12A,SRP269938
SRR12143748,WGS,99,5411789848,PRJNA633381,SAMN14943252,Metagenome or environmental,3544256787,TECHNICAL UNIVERSITY OF DENMARK,2014-05-21,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664803,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_28X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:52:00Z,1,IgAD_28X,28X,SRP269938
SRR12143749,WGS,99,5346413691,PRJNA633381,SAMN14943251,Metagenome or environmental,3412536657,TECHNICAL UNIVERSITY OF DENMARK,2014-05-21,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664802,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_28A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:57:00Z,1,IgAD_28A,28A,SRP269938
SRR12143750,WGS,99,8119602020,PRJNA633381,SAMN14943250,Metagenome or environmental,5265825043,TECHNICAL UNIVERSITY OF DENMARK,2014-05-23,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664801,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_27X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:37:00Z,1,IgAD_27X,27X,SRP269938
SRR12143751,WGS,99,6009933322,PRJNA633381,SAMN14943249,Metagenome or environmental,3838998662,TECHNICAL UNIVERSITY OF DENMARK,2014-05-23,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664800,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_27A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:55:00Z,1,IgAD_27A,27A,SRP269938
SRR12143752,WGS,99,4882421463,PRJNA633381,SAMN14943248,Metagenome or environmental,3077449972,TECHNICAL UNIVERSITY OF DENMARK,2015-01-20,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664799,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_26X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_26X,26X,SRP269938
SRR12143753,WGS,94,5202335248,PRJNA633381,SAMN14943247,Metagenome or environmental,3263428626,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664798,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_26A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:04:00Z,1,IgAD_26A,26A,SRP269938
SRR12143754,WGS,99,6834499001,PRJNA633381,SAMN14943246,Metagenome or environmental,4472054749,TECHNICAL UNIVERSITY OF DENMARK,2015-08-24,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664797,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_25X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:59:00Z,1,IgAD_25X,25X,SRP269938
SRR12143755,WGS,99,6798163929,PRJNA633381,SAMN14943245,Metagenome or environmental,4402086620,TECHNICAL UNIVERSITY OF DENMARK,2015-08-17,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664796,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_25A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:57:00Z,1,IgAD_25A,25A,SRP269938
SRR12143756,WGS,99,5288563463,PRJNA633381,SAMN14943244,Metagenome or environmental,3357611341,TECHNICAL UNIVERSITY OF DENMARK,2014-06-21,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664795,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_24X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:08:00Z,1,IgAD_24X,24X,SRP269938
SRR12143757,WGS,99,8789491347,PRJNA633381,SAMN14943243,Metagenome or environmental,5652090289,TECHNICAL UNIVERSITY OF DENMARK,2014-06-21,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664794,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_24A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:03:00Z,1,IgAD_24A,24A,SRP269938
SRR12143758,WGS,99,5901114245,PRJNA633381,SAMN14943216,Metagenome or environmental,3951320184,TECHNICAL UNIVERSITY OF DENMARK,2015-11-16,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664793,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_11X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:56:00Z,1,IgAD_11X,11X,SRP269938
SRR12143759,WGS,99,4936064899,PRJNA633381,SAMN14943242,Metagenome or environmental,3173291562,TECHNICAL UNIVERSITY OF DENMARK,2014-10-22,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664792,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_23X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T19:02:00Z,1,IgAD_23X,23X,SRP269938
SRR12143760,WGS,99,5456429963,PRJNA633381,SAMN14943241,Metagenome or environmental,3468837422,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664791,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_23A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:56:00Z,1,IgAD_23A,23A,SRP269938
SRR12143761,WGS,99,6610192237,PRJNA633381,SAMN14943240,Metagenome or environmental,4132167259,TECHNICAL UNIVERSITY OF DENMARK,2015-02-10,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664790,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_22X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:01:00Z,1,IgAD_22X,22X,SRP269938
SRR12143762,WGS,93,6770415236,PRJNA633381,SAMN14943239,Metagenome or environmental,4257278162,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664789,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_22A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:58:00Z,1,IgAD_22A,22A,SRP269938
SRR12143763,WGS,99,5325866204,PRJNA633381,SAMN14943238,Metagenome or environmental,3546185920,TECHNICAL UNIVERSITY OF DENMARK,2015-12-12,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664788,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_21X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:58:00Z,1,IgAD_21X,21X,SRP269938
SRR12143764,WGS,99,5332703628,PRJNA633381,SAMN14943237,Metagenome or environmental,3547224110,TECHNICAL UNIVERSITY OF DENMARK,2016-01-13,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664787,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_21A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:02:00Z,1,IgAD_21A,21A,SRP269938
SRR12143765,WGS,99,8813293399,PRJNA633381,SAMN14943236,Metagenome or environmental,5503895250,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664786,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_20X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:04:00Z,1,IgAD_20X,20X,SRP269938
SRR12143766,WGS,99,6829426903,PRJNA633381,SAMN14943235,Metagenome or environmental,4335734579,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664785,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_20A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:03:00Z,1,IgAD_20A,20A,SRP269938
SRR12143767,WGS,99,4747621862,PRJNA633381,SAMN14943234,Metagenome or environmental,3150759956,TECHNICAL UNIVERSITY OF DENMARK,2014-06-24,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664784,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_1X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_1X,1X,SRP269938
SRR12143768,WGS,99,7459068687,PRJNA633381,SAMN14943233,Metagenome or environmental,4783724211,TECHNICAL UNIVERSITY OF DENMARK,2014-06-24,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664783,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_1A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:07:00Z,1,IgAD_1A,1A,SRP269938
SRR12143769,WGS,99,5650201634,PRJNA633381,SAMN14943215,Metagenome or environmental,3784596522,TECHNICAL UNIVERSITY OF DENMARK,2015-11-19,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664782,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_11A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:01:00Z,1,IgAD_11A,11A,SRP269938
SRR12143770,WGS,99,7603634276,PRJNA633381,SAMN14943232,Metagenome or environmental,4843091113,TECHNICAL UNIVERSITY OF DENMARK,2016-02-17,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664781,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_19X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:10:00Z,1,IgAD_19X,19X,SRP269938
SRR12143771,WGS,94,7198238559,PRJNA633381,SAMN14943231,Metagenome or environmental,4513335585,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664780,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_19A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:07:00Z,1,IgAD_19A,19A,SRP269938
SRR12143772,WGS,99,4436254487,PRJNA633381,SAMN14943230,Metagenome or environmental,2763281066,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664779,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_18X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:55:00Z,1,IgAD_18X,18X,SRP269938
SRR12143773,WGS,99,5354334836,PRJNA633381,SAMN14943229,Metagenome or environmental,3370703769,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664778,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_18A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:01:00Z,1,IgAD_18A,18A,SRP269938
SRR12143774,WGS,99,8555319727,PRJNA633381,SAMN14943228,Metagenome or environmental,5524281107,TECHNICAL UNIVERSITY OF DENMARK,2015-08-15,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664777,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_17X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:05:00Z,1,IgAD_17X,17X,SRP269938
SRR12143775,WGS,99,5993246465,PRJNA633381,SAMN14943227,Metagenome or environmental,3784009008,TECHNICAL UNIVERSITY OF DENMARK,2015-08-28,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664776,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_17A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:03:00Z,1,IgAD_17A,17A,SRP269938
SRR12143776,WGS,99,6761158728,PRJNA633381,SAMN14943344,Metagenome or environmental,4147370930,TECHNICAL UNIVERSITY OF DENMARK,2015-01-18,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664775,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_9X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:04:00Z,1,IgAD_9X,9X,SRP269938
SRR12143777,WGS,96,7998109646,PRJNA633381,SAMN14943343,Metagenome or environmental,4759086936,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664774,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_9A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:22:00Z,1,IgAD_9A,9A,SRP269938
SRR12143778,WGS,99,4579331850,PRJNA633381,SAMN14943226,Metagenome or environmental,2867331998,TECHNICAL UNIVERSITY OF DENMARK,2015-07-10,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664773,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_16X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:55:00Z,1,IgAD_16X,16X,SRP269938
SRR12143779,WGS,99,3408369062,PRJNA633381,SAMN14943342,Metagenome or environmental,2268570736,TECHNICAL UNIVERSITY OF DENMARK,2015-10-27,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664772,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_8X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_8X,8X,SRP269938
SRR12143780,WGS,99,4044078092,PRJNA633381,SAMN14943341,Metagenome or environmental,2661943542,TECHNICAL UNIVERSITY OF DENMARK,2015-10-27,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664771,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_8A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-04T04:32:00Z,1,IgAD_8A,8A,SRP269938
SRR12143781,WGS,99,7219795137,PRJNA633381,SAMN14943340,Metagenome or environmental,4544697323,TECHNICAL UNIVERSITY OF DENMARK,2015-02-14,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664770,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_82X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:10:00Z,1,IgAD_82X,82X,SRP269938
SRR12143782,WGS,99,5743394592,PRJNA633381,SAMN14943339,Metagenome or environmental,3772576483,TECHNICAL UNIVERSITY OF DENMARK,2015-02-17,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664769,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_81X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:05:00Z,1,IgAD_81X,81X,SRP269938
